,airport_code,airport_name,year,month,ntsb_accidents,ntsb_incidents,faa_incidents,dataset
9681,HDH,Dillingham Airfield,1994,2,1.0,0.0,0.0,ntsb
50719,HDH,Mokuleia Dillingham,1994,2,0.0,0.0,1.0,faa
9683,HDH,Dillingham Airfield,1999,3,1.0,0.0,0.0,ntsb
50734,HDH,Mokuleia Dillingham,1999,3,0.0,0.0,1.0,faa
9710,HEE,Thompson-Robbins Airport,1992,3,1.0,0.0,0.0,ntsb
57748,HEE,Helena-West Helena Thompson-Robbins,1992,3,0.0,0.0,1.0,faa
9734,HFD,Hartford Brainard Airport,1985,6,1.0,0.0,0.0,ntsb
55941,HFD,Hartford Metropolitan Area,1985,6,0.0,0.0,1.0,faa
9739,HFD,Hartford Brainard Airport,1993,8,1.0,0.0,0.0,ntsb
55958,HFD,Hartford Metropolitan Area,1993,8,0.0,0.0,2.0,faa
9742,HFD,Hartford Brainard Airport,2000,2,0.0,1.0,0.0,ntsb
55963,HFD,Hartford Metropolitan Area,2000,2,0.0,0.0,1.0,faa
9747,HFD,Hartford Brainard Airport,2010,8,1.0,0.0,0.0,ntsb
55973,HFD,Hartford Metropolitan Area,2010,8,0.0,0.0,2.0,faa
9760,HGR,Hagerstown Regional Richard A Henson Field,2000,11,1.0,0.0,0.0,ntsb
5462,HGR,Hagerstown Regional,2000,11,0.0,0.0,1.0,faa
9801,HIF,Hill Air Force Base,1982,1,1.0,0.0,0.0,ntsb
39971,HIF,Ogden Hill AFB,1982,1,0.0,0.0,1.0,faa
9821,HII,Lake Havasu City Airport,1991,11,1.0,0.0,0.0,ntsb
26607,HII,Lake Havasu City,1991,11,0.0,0.0,2.0,faa
9824,HII,Lake Havasu City Airport,1996,5,1.0,0.0,0.0,ntsb
26649,HII,Lake Havasu City,1996,5,0.0,0.0,2.0,faa
9825,HII,Lake Havasu City Airport,1996,11,1.0,0.0,0.0,ntsb
26654,HII,Lake Havasu City,1996,11,0.0,0.0,2.0,faa
9826,HII,Lake Havasu City Airport,2004,4,1.0,0.0,0.0,ntsb
26713,HII,Lake Havasu City,2004,4,0.0,0.0,2.0,faa
9827,HII,Lake Havasu City Airport,2005,4,1.0,0.0,0.0,ntsb
26721,HII,Lake Havasu City,2005,4,0.0,0.0,1.0,faa
9831,HII,Lake Havasu City Airport,2011,6,1.0,0.0,0.0,ntsb
26756,HII,Lake Havasu City,2011,6,0.0,0.0,2.0,faa
9832,HII,Lake Havasu City Airport,2011,11,1.0,0.0,0.0,ntsb
26759,HII,Lake Havasu City,2011,11,0.0,0.0,2.0,faa
9833,HII,Lake Havasu City Airport,2014,1,1.0,0.0,0.0,ntsb
26766,HII,Lake Havasu City,2014,1,0.0,0.0,1.0,faa
9841,HIO,Portland Hillsboro Airport,1987,11,1.0,0.0,0.0,ntsb
52876,HIO,Portland Hillsboro,1987,11,0.0,0.0,1.0,faa
9842,HIO,Portland Hillsboro Airport,1990,4,1.0,0.0,0.0,ntsb
52886,HIO,Portland Hillsboro,1990,4,0.0,0.0,1.0,faa
9843,HIO,Portland Hillsboro Airport,1991,7,1.0,0.0,0.0,ntsb
52897,HIO,Portland Hillsboro,1991,7,0.0,0.0,2.0,faa
9845,HIO,Portland Hillsboro Airport,1992,5,1.0,0.0,0.0,ntsb
52900,HIO,Portland Hillsboro,1992,5,0.0,0.0,1.0,faa
9854,HIO,Portland Hillsboro Airport,1998,6,1.0,0.0,0.0,ntsb
52910,HIO,Portland Hillsboro,1998,6,0.0,0.0,1.0,faa
9859,HIO,Portland Hillsboro Airport,2000,8,1.0,0.0,0.0,ntsb
52912,HIO,Portland Hillsboro,2000,8,0.0,0.0,2.0,faa
9864,HIO,Portland Hillsboro Airport,2005,11,0.0,1.0,0.0,ntsb
52918,HIO,Portland Hillsboro,2005,11,0.0,0.0,1.0,faa
9866,HIO,Portland Hillsboro Airport,2008,4,0.0,1.0,0.0,ntsb
52922,HIO,Portland Hillsboro,2008,4,0.0,0.0,1.0,faa
9870,HIO,Portland Hillsboro Airport,2012,7,1.0,0.0,0.0,ntsb
52929,HIO,Portland Hillsboro,2012,7,0.0,0.0,2.0,faa
9874,HIO,Portland Hillsboro Airport,2018,3,1.0,0.0,0.0,ntsb
52937,HIO,Portland Hillsboro,2018,3,0.0,0.0,1.0,faa
9883,HKS,Hawkins Field,1990,4,1.0,0.0,0.0,ntsb
57411,HKS,Jackson Hawkins Field,1990,4,0.0,0.0,1.0,faa
9902,HKY,Hickory Regional Airport,1994,12,1.0,0.0,0.0,ntsb
54865,HKY,Hickory Regional,1994,12,0.0,0.0,1.0,faa
9908,HKY,Hickory Regional Airport,2016,10,1.0,0.0,0.0,ntsb
54878,HKY,Hickory Regional,2016,10,0.0,0.0,1.0,faa
9917,HLG,Wheeling Ohio County Airport,1991,10,1.0,0.0,0.0,ntsb
49073,HLG,Wheeling Ohio County,1991,10,0.0,0.0,1.0,faa
9943,HLN,Helena Regional Airport,1988,2,1.0,0.0,0.0,ntsb
36551,HLN,Helena Regional,1988,2,0.0,0.0,1.0,faa
9968,HMT,Hemet Ryan Airport,1982,12,1.0,0.0,0.0,ntsb
39755,HMT,Hemet Ryan,1982,12,0.0,0.0,1.0,faa
9972,HMT,Hemet Ryan Airport,1985,6,1.0,0.0,0.0,ntsb
39760,HMT,Hemet Ryan,1985,6,0.0,0.0,1.0,faa
9976,HMT,Hemet Ryan Airport,1988,7,1.0,0.0,0.0,ntsb
39774,HMT,Hemet Ryan,1988,7,0.0,0.0,1.0,faa
9978,HMT,Hemet Ryan Airport,1989,8,2.0,0.0,0.0,ntsb
39781,HMT,Hemet Ryan,1989,8,0.0,0.0,1.0,faa
9984,HMT,Hemet Ryan Airport,1995,10,1.0,0.0,0.0,ntsb
39794,HMT,Hemet Ryan,1995,10,0.0,0.0,1.0,faa
10026,HNL,Daniel K Inouye International Airport,1982,8,0.0,1.0,0.0,ntsb
11487,HNL,Honolulu Daniel K. Inouye Intl,1982,8,0.0,0.0,3.0,faa
10028,HNL,Daniel K Inouye International Airport,1983,12,1.0,0.0,0.0,ntsb
11494,HNL,Honolulu Daniel K. Inouye Intl,1983,12,0.0,0.0,2.0,faa
10032,HNL,Daniel K Inouye International Airport,1987,11,1.0,0.0,0.0,ntsb
11510,HNL,Honolulu Daniel K. Inouye Intl,1987,11,0.0,0.0,2.0,faa
10033,HNL,Daniel K Inouye International Airport,1988,8,0.0,1.0,0.0,ntsb
11517,HNL,Honolulu Daniel K. Inouye Intl,1988,8,0.0,0.0,1.0,faa
10034,HNL,Daniel K Inouye International Airport,1989,2,2.0,0.0,0.0,ntsb
11522,HNL,Honolulu Daniel K. Inouye Intl,1989,2,0.0,0.0,3.0,faa
10036,HNL,Daniel K Inouye International Airport,1993,7,1.0,0.0,0.0,ntsb
11561,HNL,Honolulu Daniel K. Inouye Intl,1993,7,0.0,0.0,1.0,faa
10037,HNL,Daniel K Inouye International Airport,1994,4,0.0,1.0,0.0,ntsb
11563,HNL,Honolulu Daniel K. Inouye Intl,1994,4,0.0,0.0,1.0,faa
10039,HNL,Daniel K Inouye International Airport,1995,5,1.0,0.0,0.0,ntsb
11566,HNL,Honolulu Daniel K. Inouye Intl,1995,5,0.0,0.0,2.0,faa
10040,HNL,Daniel K Inouye International Airport,1996,8,0.0,1.0,0.0,ntsb
11571,HNL,Honolulu Daniel K. Inouye Intl,1996,8,0.0,0.0,1.0,faa
10044,HNL,Daniel K Inouye International Airport,1998,2,0.0,1.0,0.0,ntsb
11576,HNL,Honolulu Daniel K. Inouye Intl,1998,2,0.0,0.0,4.0,faa
10045,HNL,Daniel K Inouye International Airport,1998,10,0.0,1.0,0.0,ntsb
11581,HNL,Honolulu Daniel K. Inouye Intl,1998,10,0.0,0.0,2.0,faa
10048,HNL,Daniel K Inouye International Airport,2003,8,0.0,1.0,0.0,ntsb
11603,HNL,Honolulu Daniel K. Inouye Intl,2003,8,0.0,0.0,1.0,faa
10052,HNL,Daniel K Inouye International Airport,2009,1,1.0,0.0,0.0,ntsb
11614,HNL,Honolulu Daniel K. Inouye Intl,2009,1,0.0,0.0,2.0,faa
10056,HNL,Daniel K Inouye International Airport,2016,2,0.0,2.0,0.0,ntsb
11628,HNL,Honolulu Daniel K. Inouye Intl,2016,2,0.0,0.0,2.0,faa
10106,HOM,Homer Airport,1985,10,1.0,0.0,0.0,ntsb
52280,HOM,Homer,1985,10,0.0,0.0,1.0,faa
10114,HOM,Homer Airport,1998,7,0.0,1.0,0.0,ntsb
52292,HOM,Homer,1998,7,0.0,0.0,1.0,faa
10130,HOT,Memorial Field,1986,2,1.0,0.0,0.0,ntsb
5208,HOT,Hot Springs Memorial Field,1986,2,0.0,0.0,1.0,faa
10132,HOT,Memorial Field,1989,4,1.0,0.0,0.0,ntsb
5213,HOT,Hot Springs Memorial Field,1989,4,0.0,0.0,1.0,faa
10134,HOT,Memorial Field,1999,1,1.0,0.0,0.0,ntsb
5230,HOT,Hot Springs Memorial Field,1999,1,0.0,0.0,1.0,faa
10135,HOT,Memorial Field,2000,9,1.0,0.0,0.0,ntsb
5236,HOT,Hot Springs Memorial Field,2000,9,0.0,0.0,1.0,faa
10139,HOT,Memorial Field,2011,8,1.0,0.0,0.0,ntsb
5253,HOT,Hot Springs Memorial Field,2011,8,0.0,0.0,1.0,faa
10176,HPN,Westchester County Airport,1982,1,1.0,0.0,0.0,ntsb
12115,HPN,White Plains Westchester County,1982,1,0.0,0.0,1.0,faa
10177,HPN,Westchester County Airport,1982,3,1.0,0.0,0.0,ntsb
12116,HPN,White Plains Westchester County,1982,3,0.0,0.0,1.0,faa
10178,HPN,Westchester County Airport,1982,7,1.0,0.0,0.0,ntsb
12117,HPN,White Plains Westchester County,1982,7,0.0,0.0,1.0,faa
10182,HPN,Westchester County Airport,1985,7,1.0,0.0,0.0,ntsb
12123,HPN,White Plains Westchester County,1985,7,0.0,0.0,1.0,faa
10183,HPN,Westchester County Airport,1986,3,1.0,0.0,0.0,ntsb
12127,HPN,White Plains Westchester County,1986,3,0.0,0.0,1.0,faa
10184,HPN,Westchester County Airport,1986,9,1.0,0.0,0.0,ntsb
12129,HPN,White Plains Westchester County,1986,9,0.0,0.0,2.0,faa
10185,HPN,Westchester County Airport,1987,4,1.0,0.0,0.0,ntsb
12134,HPN,White Plains Westchester County,1987,4,0.0,0.0,1.0,faa
10187,HPN,Westchester County Airport,1988,7,1.0,0.0,0.0,ntsb
12140,HPN,White Plains Westchester County,1988,7,0.0,0.0,2.0,faa
10189,HPN,Westchester County Airport,1990,6,1.0,0.0,0.0,ntsb
12152,HPN,White Plains Westchester County,1990,6,0.0,0.0,3.0,faa
10190,HPN,Westchester County Airport,1991,7,1.0,0.0,0.0,ntsb
12157,HPN,White Plains Westchester County,1991,7,0.0,0.0,2.0,faa
10192,HPN,Westchester County Airport,1994,4,1.0,0.0,0.0,ntsb
12165,HPN,White Plains Westchester County,1994,4,0.0,0.0,1.0,faa
10197,HPN,Westchester County Airport,2000,10,1.0,0.0,0.0,ntsb
12175,HPN,White Plains Westchester County,2000,10,0.0,0.0,1.0,faa
10207,HPN,Westchester County Airport,2010,5,0.0,1.0,0.0,ntsb
12179,HPN,White Plains Westchester County,2010,5,0.0,0.0,1.0,faa
10208,HPN,Westchester County Airport,2010,7,1.0,0.0,0.0,ntsb
12180,HPN,White Plains Westchester County,2010,7,0.0,0.0,1.0,faa
10216,HPT,Hampton Municipal Airport,2007,8,1.0,0.0,0.0,ntsb
59513,HPT,Hampton Municipal,2007,8,0.0,0.0,1.0,faa
10225,HPY,Baytown Airport,1995,5,1.0,0.0,0.0,ntsb
17371,HPY,Baytown,1995,5,0.0,0.0,1.0,faa
10229,HQM,Bowerman Airport,1985,6,1.0,0.0,0.0,ntsb
18998,HQM,Hoquiam/Aberdeen Bowerman,1985,6,0.0,0.0,1.0,faa
10237,HRL,Valley International Airport,1982,2,0.0,1.0,0.0,ntsb
31295,HRL,Harlingen Valley International,1982,2,0.0,0.0,2.0,faa
10238,HRL,Valley International Airport,1986,2,0.0,1.0,0.0,ntsb
31302,HRL,Harlingen Valley International,1986,2,0.0,0.0,1.0,faa
10261,HSB,Harrisburg-Raleigh Airport,1983,10,1.0,0.0,0.0,ntsb
48111,HSB,Harrisburg Raleigh,1983,10,0.0,0.0,1.0,faa
10264,HSB,Harrisburg-Raleigh Airport,1997,7,1.0,0.0,0.0,ntsb
48123,HSB,Harrisburg Raleigh,1997,7,0.0,0.0,1.0,faa
10280,HSP,Ingalls Field,2010,11,1.0,0.0,0.0,ntsb
25212,HSP,Hot Springs Ingalls Field,2010,11,0.0,0.0,1.0,faa
10308,HTO,East Hampton Airport,1995,12,1.0,0.0,0.0,ntsb
35463,HTO,East Hampton,1995,12,0.0,0.0,1.0,faa
10316,HTS,Tri-State/Milton J. Ferguson Field,1985,1,1.0,0.0,0.0,ntsb
33053,HTS,Huntington Tri-State,1985,1,0.0,0.0,1.0,faa
10317,HTS,Tri-State/Milton J. Ferguson Field,1985,8,1.0,0.0,0.0,ntsb
33055,HTS,Huntington Tri-State,1985,8,0.0,0.0,1.0,faa
10320,HTS,Tri-State/Milton J. Ferguson Field,1995,3,0.0,1.0,0.0,ntsb
33079,HTS,Huntington Tri-State,1995,3,0.0,0.0,1.0,faa
10335,HUF,"Terre Haute Regional Airport, Hulman Field",1986,9,1.0,0.0,0.0,ntsb
40597,HUF,Terre Haute Intl (Hulman Field),1986,9,0.0,0.0,1.0,faa
10337,HUF,"Terre Haute Regional Airport, Hulman Field",1989,5,1.0,0.0,0.0,ntsb
40605,HUF,Terre Haute Intl (Hulman Field),1989,5,0.0,0.0,1.0,faa
10379,HVN,Tweed New Haven Airport,1986,9,1.0,0.0,0.0,ntsb
37136,HVN,New Haven Tweed,1986,9,0.0,0.0,2.0,faa
10382,HVN,Tweed New Haven Airport,1990,12,1.0,0.0,0.0,ntsb
37141,HVN,New Haven Tweed,1990,12,0.0,0.0,1.0,faa
10386,HVN,Tweed New Haven Airport,2007,7,1.0,0.0,0.0,ntsb
37149,HVN,New Haven Tweed,2007,7,0.0,0.0,1.0,faa
10387,HVN,Tweed New Haven Airport,2011,9,0.0,1.0,0.0,ntsb
37156,HVN,New Haven Tweed,2011,9,0.0,0.0,1.0,faa
10388,HVN,Tweed New Haven Airport,2012,9,1.0,0.0,0.0,ntsb
37157,HVN,New Haven Tweed,2012,9,0.0,0.0,1.0,faa
10392,HVR,Havre City County Airport,1994,2,1.0,0.0,0.0,ntsb
3258,HVR,Havre City-County,1994,2,0.0,0.0,1.0,faa
10399,HWD,Hayward Executive Airport,1982,8,1.0,0.0,0.0,ntsb
16669,HWD,Hayward Executive,1982,8,0.0,0.0,3.0,faa
10402,HWD,Hayward Executive Airport,1984,5,4.0,0.0,0.0,ntsb
16677,HWD,Hayward Executive,1984,5,0.0,0.0,1.0,faa
10406,HWD,Hayward Executive Airport,1985,5,1.0,0.0,0.0,ntsb
16680,HWD,Hayward Executive,1985,5,0.0,0.0,1.0,faa
10413,HWD,Hayward Executive Airport,1988,6,1.0,0.0,0.0,ntsb
16692,HWD,Hayward Executive,1988,6,0.0,0.0,1.0,faa
10414,HWD,Hayward Executive Airport,1989,2,1.0,0.0,0.0,ntsb
16694,HWD,Hayward Executive,1989,2,0.0,0.0,1.0,faa
10437,HWD,Hayward Executive Airport,2006,6,2.0,0.0,0.0,ntsb
16717,HWD,Hayward Executive,2006,6,0.0,0.0,1.0,faa
10445,HWO,North Perry Airport,1983,5,1.0,0.0,0.0,ntsb
40904,HWO,Hollywood North Perry,1983,5,0.0,0.0,1.0,faa
10452,HWO,North Perry Airport,1986,5,1.0,0.0,0.0,ntsb
40911,HWO,Hollywood North Perry,1986,5,0.0,0.0,1.0,faa
10460,HWO,North Perry Airport,1990,3,2.0,0.0,0.0,ntsb
40922,HWO,Hollywood North Perry,1990,3,0.0,0.0,1.0,faa
10462,HWO,North Perry Airport,1991,12,1.0,0.0,0.0,ntsb
40926,HWO,Hollywood North Perry,1991,12,0.0,0.0,1.0,faa
10464,HWO,North Perry Airport,1992,10,1.0,0.0,0.0,ntsb
40931,HWO,Hollywood North Perry,1992,10,0.0,0.0,1.0,faa
10468,HWO,North Perry Airport,1997,3,1.0,0.0,0.0,ntsb
40941,HWO,Hollywood North Perry,1997,3,0.0,0.0,1.0,faa
10469,HWO,North Perry Airport,1997,4,1.0,0.0,0.0,ntsb
40942,HWO,Hollywood North Perry,1997,4,0.0,0.0,1.0,faa
10475,HWO,North Perry Airport,2004,5,1.0,0.0,0.0,ntsb
40953,HWO,Hollywood North Perry,2004,5,0.0,0.0,1.0,faa
10488,HWO,North Perry Airport,2011,9,1.0,0.0,0.0,ntsb
40968,HWO,Hollywood North Perry,2011,9,0.0,0.0,1.0,faa
10495,HWO,North Perry Airport,2017,1,1.0,0.0,0.0,ntsb
40976,HWO,Hollywood North Perry,2017,1,0.0,0.0,1.0,faa
10511,HYA,Barnstable Municipal Boardman Polando Field,1982,6,1.0,0.0,0.0,ntsb
48029,HYA,Hyannis Barnstable Municipal,1982,6,0.0,0.0,1.0,faa
10512,HYA,Barnstable Municipal Boardman Polando Field,1982,9,2.0,0.0,0.0,ntsb
48030,HYA,Hyannis Barnstable Municipal,1982,9,0.0,0.0,1.0,faa
10513,HYA,Barnstable Municipal Boardman Polando Field,1984,9,1.0,0.0,0.0,ntsb
48034,HYA,Hyannis Barnstable Municipal,1984,9,0.0,0.0,1.0,faa
10515,HYA,Barnstable Municipal Boardman Polando Field,1987,6,0.0,1.0,0.0,ntsb
48047,HYA,Hyannis Barnstable Municipal,1987,6,0.0,0.0,1.0,faa
10517,HYA,Barnstable Municipal Boardman Polando Field,1988,12,1.0,0.0,0.0,ntsb
48051,HYA,Hyannis Barnstable Municipal,1988,12,0.0,0.0,1.0,faa
10529,HYA,Barnstable Municipal Boardman Polando Field,2006,8,1.0,0.0,0.0,ntsb
48082,HYA,Hyannis Barnstable Municipal,2006,8,0.0,0.0,1.0,faa
10532,HYA,Barnstable Municipal Boardman Polando Field,2010,7,0.0,1.0,0.0,ntsb
48087,HYA,Hyannis Barnstable Municipal,2010,7,0.0,0.0,1.0,faa
10535,HYR,Sawyer County Airport,1983,12,1.0,0.0,0.0,ntsb
47048,HYR,Hayward Sawyer County,1983,12,0.0,0.0,1.0,faa
10557,IAB,Mc Connell Air Force Base,1982,10,1.0,0.0,0.0,ntsb
22409,IAB,Wichita McConnell AFB,1982,10,0.0,0.0,1.0,faa
10558,IAD,Washington Dulles International Airport,1982,1,0.0,1.0,0.0,ntsb
44922,IAD,Washington Dulles Intl,1982,1,0.0,0.0,1.0,faa
10559,IAD,Washington Dulles International Airport,1982,4,1.0,0.0,0.0,ntsb
44924,IAD,Washington Dulles Intl,1982,4,0.0,0.0,1.0,faa
10560,IAD,Washington Dulles International Airport,1982,5,1.0,0.0,0.0,ntsb
44925,IAD,Washington Dulles Intl,1982,5,0.0,0.0,3.0,faa
10561,IAD,Washington Dulles International Airport,1982,12,1.0,0.0,0.0,ntsb
44928,IAD,Washington Dulles Intl,1982,12,0.0,0.0,1.0,faa
10562,IAD,Washington Dulles International Airport,1985,2,1.0,0.0,0.0,ntsb
44938,IAD,Washington Dulles Intl,1985,2,0.0,0.0,1.0,faa
10563,IAD,Washington Dulles International Airport,1985,4,0.0,1.0,0.0,ntsb
44939,IAD,Washington Dulles Intl,1985,4,0.0,0.0,3.0,faa
10564,IAD,Washington Dulles International Airport,1985,6,0.0,1.0,0.0,ntsb
44940,IAD,Washington Dulles Intl,1985,6,0.0,0.0,1.0,faa
10565,IAD,Washington Dulles International Airport,1985,9,0.0,1.0,0.0,ntsb
44941,IAD,Washington Dulles Intl,1985,9,0.0,0.0,2.0,faa
10567,IAD,Washington Dulles International Airport,1987,8,1.0,0.0,0.0,ntsb
44955,IAD,Washington Dulles Intl,1987,8,0.0,0.0,5.0,faa
10568,IAD,Washington Dulles International Airport,1987,12,1.0,0.0,0.0,ntsb
44959,IAD,Washington Dulles Intl,1987,12,0.0,0.0,2.0,faa
10569,IAD,Washington Dulles International Airport,1988,1,1.0,0.0,0.0,ntsb
44960,IAD,Washington Dulles Intl,1988,1,0.0,0.0,2.0,faa
10571,IAD,Washington Dulles International Airport,1988,8,1.0,0.0,0.0,ntsb
44965,IAD,Washington Dulles Intl,1988,8,0.0,0.0,1.0,faa
10572,IAD,Washington Dulles International Airport,1988,11,1.0,0.0,0.0,ntsb
44967,IAD,Washington Dulles Intl,1988,11,0.0,0.0,2.0,faa
10573,IAD,Washington Dulles International Airport,1990,2,0.0,1.0,0.0,ntsb
44978,IAD,Washington Dulles Intl,1990,2,0.0,0.0,2.0,faa
10574,IAD,Washington Dulles International Airport,1990,5,1.0,0.0,0.0,ntsb
44981,IAD,Washington Dulles Intl,1990,5,0.0,0.0,4.0,faa
10575,IAD,Washington Dulles International Airport,1994,1,0.0,1.0,0.0,ntsb
45018,IAD,Washington Dulles Intl,1994,1,0.0,0.0,3.0,faa
10576,IAD,Washington Dulles International Airport,1994,6,1.0,0.0,0.0,ntsb
45022,IAD,Washington Dulles Intl,1994,6,0.0,0.0,1.0,faa
10578,IAD,Washington Dulles International Airport,1996,4,1.0,0.0,0.0,ntsb
45034,IAD,Washington Dulles Intl,1996,4,0.0,0.0,2.0,faa
10580,IAD,Washington Dulles International Airport,1999,2,1.0,0.0,0.0,ntsb
45052,IAD,Washington Dulles Intl,1999,2,0.0,0.0,1.0,faa
10581,IAD,Washington Dulles International Airport,1999,5,1.0,0.0,0.0,ntsb
45054,IAD,Washington Dulles Intl,1999,5,0.0,0.0,2.0,faa
10582,IAD,Washington Dulles International Airport,2000,11,0.0,1.0,0.0,ntsb
45060,IAD,Washington Dulles Intl,2000,11,0.0,0.0,1.0,faa
10585,IAD,Washington Dulles International Airport,2002,3,1.0,0.0,0.0,ntsb
45065,IAD,Washington Dulles Intl,2002,3,0.0,0.0,1.0,faa
10587,IAD,Washington Dulles International Airport,2005,6,0.0,1.0,0.0,ntsb
45078,IAD,Washington Dulles Intl,2005,6,0.0,0.0,1.0,faa
10589,IAD,Washington Dulles International Airport,2006,5,1.0,0.0,0.0,ntsb
45081,IAD,Washington Dulles Intl,2006,5,0.0,0.0,1.0,faa
10591,IAD,Washington Dulles International Airport,2009,11,0.0,1.0,0.0,ntsb
45094,IAD,Washington Dulles Intl,2009,11,0.0,0.0,3.0,faa
10592,IAD,Washington Dulles International Airport,2010,5,0.0,1.0,0.0,ntsb
45096,IAD,Washington Dulles Intl,2010,5,0.0,0.0,2.0,faa
10594,IAD,Washington Dulles International Airport,2016,9,1.0,0.0,0.0,ntsb
45123,IAD,Washington Dulles Intl,2016,9,0.0,0.0,1.0,faa
10599,IAH,George Bush Intercontinental Houston Airport,1982,3,0.0,1.0,0.0,ntsb
37793,IAH,Houston George Bush Intercont.,1982,3,0.0,0.0,1.0,faa
10601,IAH,George Bush Intercontinental Houston Airport,1984,3,1.0,0.0,0.0,ntsb
37798,IAH,Houston George Bush Intercont.,1984,3,0.0,0.0,1.0,faa
10618,IAH,George Bush Intercontinental Houston Airport,1997,3,0.0,1.0,0.0,ntsb
37810,IAH,Houston George Bush Intercont.,1997,3,0.0,0.0,1.0,faa
10666,IDA,Idaho Falls Regional Airport,1985,11,1.0,0.0,0.0,ntsb
20869,IDA,Idaho Falls Regional,1985,11,0.0,0.0,1.0,faa
10668,IDA,Idaho Falls Regional Airport,1987,5,0.0,1.0,0.0,ntsb
20871,IDA,Idaho Falls Regional,1987,5,0.0,0.0,1.0,faa
10684,IDA,Idaho Falls Regional Airport,2012,5,1.0,0.0,0.0,ntsb
20898,IDA,Idaho Falls Regional,2012,5,0.0,0.0,1.0,faa
10688,IDA,Idaho Falls Regional Airport,2015,9,0.0,1.0,0.0,ntsb
20900,IDA,Idaho Falls Regional,2015,9,0.0,0.0,1.0,faa
10708,IFP,Laughlin Bullhead International Airport,2008,2,1.0,0.0,0.0,ntsb
25196,IFP,Bullhead City Laughlin/Bullhead Intl,2008,2,0.0,0.0,1.0,faa
10714,IGM,Kingman Airport,1994,6,1.0,0.0,0.0,ntsb
47837,IGM,Kingman,1994,6,0.0,0.0,1.0,faa
10726,IKB,Wilkes County Airport,1986,9,1.0,0.0,0.0,ntsb
24445,IKB,Wilkesboro Wilkes County,1986,9,0.0,0.0,1.0,faa
10732,IKK,Greater Kankakee Airport,1986,11,1.0,0.0,0.0,ntsb
38997,IKK,Kankakee Greater Kankakee,1986,11,0.0,0.0,1.0,faa
10747,IKK,Greater Kankakee Airport,2017,7,1.0,0.0,0.0,ntsb
39014,IKK,Kankakee Greater Kankakee,2017,7,0.0,0.0,1.0,faa
10750,ILE,Skylark Field,1984,7,1.0,0.0,0.0,ntsb
14965,ILE,Killeen/Fort Hood Skylark Field,1984,7,0.0,0.0,1.0,faa
10755,ILE,Skylark Field,2016,4,1.0,0.0,0.0,ntsb
14992,ILE,Killeen/Fort Hood Skylark Field,2016,4,0.0,0.0,1.0,faa
10763,ILG,New Castle Airport,1988,7,0.0,1.0,0.0,ntsb
41934,ILG,Wilmington New Castle,1988,7,0.0,0.0,1.0,faa
10766,ILG,New Castle Airport,1994,1,1.0,0.0,0.0,ntsb
41948,ILG,Wilmington New Castle,1994,1,0.0,0.0,1.0,faa
10773,ILG,New Castle Airport,2007,2,1.0,0.0,0.0,ntsb
41969,ILG,Wilmington New Castle,2007,2,0.0,0.0,1.0,faa
10787,ILI,Iliamna Airport,1986,5,1.0,0.0,0.0,ntsb
59065,ILI,Iliamna,1986,5,0.0,0.0,1.0,faa
10838,ILM,Wilmington International Airport,1986,2,1.0,0.0,0.0,ntsb
61364,ILM,Wilmington International,1986,2,0.0,0.0,1.0,faa
10842,ILM,Wilmington International Airport,1993,5,1.0,0.0,0.0,ntsb
61379,ILM,Wilmington International,1993,5,0.0,0.0,1.0,faa
10845,ILM,Wilmington International Airport,2005,9,1.0,0.0,0.0,ntsb
61395,ILM,Wilmington International,2005,9,0.0,0.0,1.0,faa
10879,IND,Indianapolis International Airport,1982,9,1.0,0.0,0.0,ntsb
500,IND,Indianapolis International,1982,9,0.0,0.0,1.0,faa
10880,IND,Indianapolis International Airport,1982,10,1.0,0.0,0.0,ntsb
501,IND,Indianapolis International,1982,10,0.0,0.0,2.0,faa
10881,IND,Indianapolis International Airport,1983,2,1.0,0.0,0.0,ntsb
503,IND,Indianapolis International,1983,2,0.0,0.0,1.0,faa
10882,IND,Indianapolis International Airport,1983,3,1.0,0.0,0.0,ntsb
504,IND,Indianapolis International,1983,3,0.0,0.0,1.0,faa
10883,IND,Indianapolis International Airport,1983,4,1.0,0.0,0.0,ntsb
505,IND,Indianapolis International,1983,4,0.0,0.0,1.0,faa
10884,IND,Indianapolis International Airport,1983,10,1.0,0.0,0.0,ntsb
510,IND,Indianapolis International,1983,10,0.0,0.0,3.0,faa
10885,IND,Indianapolis International Airport,1984,2,0.0,1.0,0.0,ntsb
513,IND,Indianapolis International,1984,2,0.0,0.0,4.0,faa
10886,IND,Indianapolis International Airport,1985,1,1.0,0.0,0.0,ntsb
522,IND,Indianapolis International,1985,1,0.0,0.0,4.0,faa
10887,IND,Indianapolis International Airport,1986,1,1.0,0.0,0.0,ntsb
534,IND,Indianapolis International,1986,1,0.0,0.0,3.0,faa
10888,IND,Indianapolis International Airport,1986,7,1.0,0.0,0.0,ntsb
540,IND,Indianapolis International,1986,7,0.0,0.0,2.0,faa
10889,IND,Indianapolis International Airport,1987,9,1.0,0.0,0.0,ntsb
549,IND,Indianapolis International,1987,9,0.0,0.0,2.0,faa
10890,IND,Indianapolis International Airport,1988,7,0.0,1.0,0.0,ntsb
557,IND,Indianapolis International,1988,7,0.0,0.0,8.0,faa
