,airport_code,airport_name,year,month,ntsb_accidents,ntsb_incidents,faa_incidents,dataset
61841,CNO,Chino,2006,10,0.0,0.0,2.0,faa
4928,CNO,Chino Airport,2007,5,1.0,0.0,0.0,ntsb
61844,CNO,Chino,2007,5,0.0,0.0,1.0,faa
4930,CNO,Chino Airport,2007,9,1.0,0.0,0.0,ntsb
61845,CNO,Chino,2007,9,0.0,0.0,2.0,faa
4932,CNO,Chino Airport,2010,12,2.0,0.0,0.0,ntsb
61861,CNO,Chino,2010,12,0.0,0.0,1.0,faa
4936,CNO,Chino Airport,2016,2,2.0,0.0,0.0,ntsb
61890,CNO,Chino,2016,2,0.0,0.0,4.0,faa
4939,CNO,Chino Airport,2017,12,1.0,0.0,0.0,ntsb
61901,CNO,Chino,2017,12,0.0,0.0,1.0,faa
4941,CNO,Chino Airport,2018,12,1.0,0.0,0.0,ntsb
61903,CNO,Chino,2018,12,0.0,0.0,1.0,faa
5009,COE,Coeur D'Alene - Pappy Boyington Field,2014,5,1.0,0.0,0.0,ntsb
49118,COE,Coeur d'Alene Pappy Boyington Field,2014,5,0.0,0.0,1.0,faa
5011,COE,Coeur D'Alene - Pappy Boyington Field,2017,5,1.0,0.0,0.0,ntsb
49121,COE,Coeur d'Alene Pappy Boyington Field,2017,5,0.0,0.0,1.0,faa
5032,COI,Merritt Island Airport,2002,5,1.0,0.0,0.0,ntsb
37124,COI,Merritt Island,2002,5,0.0,0.0,1.0,faa
5035,COI,Merritt Island Airport,2003,2,1.0,0.0,0.0,ntsb
37126,COI,Merritt Island,2003,2,0.0,0.0,1.0,faa
5085,COS,City of Colorado Springs Municipal Airport,1983,5,1.0,0.0,0.0,ntsb
44169,COS,Colorado Springs Metropolitan Area,1983,5,0.0,0.0,1.0,faa
5091,COS,City of Colorado Springs Municipal Airport,1988,4,1.0,0.0,0.0,ntsb
44183,COS,Colorado Springs Metropolitan Area,1988,4,0.0,0.0,1.0,faa
5094,COS,City of Colorado Springs Municipal Airport,1989,5,1.0,0.0,0.0,ntsb
44187,COS,Colorado Springs Metropolitan Area,1989,5,0.0,0.0,1.0,faa
5096,COS,City of Colorado Springs Municipal Airport,1990,9,1.0,0.0,0.0,ntsb
44191,COS,Colorado Springs Metropolitan Area,1990,9,0.0,0.0,2.0,faa
5099,COS,City of Colorado Springs Municipal Airport,1991,10,0.0,1.0,0.0,ntsb
44195,COS,Colorado Springs Metropolitan Area,1991,10,0.0,0.0,2.0,faa
5106,COS,City of Colorado Springs Municipal Airport,1996,10,1.0,0.0,0.0,ntsb
44207,COS,Colorado Springs Metropolitan Area,1996,10,0.0,0.0,1.0,faa
5107,COS,City of Colorado Springs Municipal Airport,1997,4,0.0,1.0,0.0,ntsb
44210,COS,Colorado Springs Metropolitan Area,1997,4,0.0,0.0,1.0,faa
5108,COS,City of Colorado Springs Municipal Airport,1997,8,1.0,0.0,0.0,ntsb
44212,COS,Colorado Springs Metropolitan Area,1997,8,0.0,0.0,1.0,faa
5110,COS,City of Colorado Springs Municipal Airport,1998,2,1.0,0.0,0.0,ntsb
44213,COS,Colorado Springs Metropolitan Area,1998,2,0.0,0.0,1.0,faa
5116,COS,City of Colorado Springs Municipal Airport,2004,4,0.0,1.0,0.0,ntsb
44228,COS,Colorado Springs Metropolitan Area,2004,4,0.0,0.0,2.0,faa
5118,COS,City of Colorado Springs Municipal Airport,2005,6,1.0,0.0,0.0,ntsb
44232,COS,Colorado Springs Metropolitan Area,2005,6,0.0,0.0,1.0,faa
5123,COS,City of Colorado Springs Municipal Airport,2010,12,1.0,0.0,0.0,ntsb
44245,COS,Colorado Springs Metropolitan Area,2010,12,0.0,0.0,1.0,faa
5127,COS,City of Colorado Springs Municipal Airport,2017,3,1.0,0.0,0.0,ntsb
44257,COS,Colorado Springs Metropolitan Area,2017,3,0.0,0.0,1.0,faa
5129,COT,Cotulla-La Salle County Airport,1982,8,1.0,0.0,0.0,ntsb
31044,COT,Cotulla La Salle County,1982,8,0.0,0.0,1.0,faa
5155,CPM,Compton Woodley Airport,1985,7,1.0,0.0,0.0,ntsb
38917,CPM,Compton Woodley,1985,7,0.0,0.0,1.0,faa
5159,CPM,Compton Woodley Airport,1991,10,1.0,0.0,0.0,ntsb
38930,CPM,Compton Woodley,1991,10,0.0,0.0,1.0,faa
5181,CPR,Casper-Natrona County International Airport,1983,3,1.0,0.0,0.0,ntsb
16440,CPR,Casper Natrona County Intl,1983,3,0.0,0.0,1.0,faa
5194,CPR,Casper-Natrona County International Airport,2002,4,1.0,0.0,0.0,ntsb
16475,CPR,Casper Natrona County Intl,2002,4,0.0,0.0,1.0,faa
5198,CPR,Casper-Natrona County International Airport,2006,2,0.0,1.0,0.0,ntsb
16479,CPR,Casper Natrona County Intl,2006,2,0.0,0.0,1.0,faa
5272,CRE,Grand Strand Airport,1984,7,1.0,0.0,0.0,ntsb
51510,CRE,Myrtle Beach Grand Strand,1984,7,0.0,0.0,1.0,faa
5275,CRE,Grand Strand Airport,1987,4,0.0,1.0,0.0,ntsb
51515,CRE,Myrtle Beach Grand Strand,1987,4,0.0,0.0,1.0,faa
5277,CRE,Grand Strand Airport,1988,5,1.0,0.0,0.0,ntsb
51517,CRE,Myrtle Beach Grand Strand,1988,5,0.0,0.0,1.0,faa
5279,CRE,Grand Strand Airport,1989,6,1.0,0.0,0.0,ntsb
51522,CRE,Myrtle Beach Grand Strand,1989,6,0.0,0.0,1.0,faa
5291,CRE,Grand Strand Airport,2003,1,1.0,0.0,0.0,ntsb
51539,CRE,Myrtle Beach Grand Strand,2003,1,0.0,0.0,1.0,faa
5302,CRG,Jacksonville Executive at Craig Airport,1983,11,0.0,1.0,0.0,ntsb
2817,CRG,Jacksonville Executive (Craig),1983,11,0.0,0.0,1.0,faa
5304,CRG,Jacksonville Executive at Craig Airport,1984,11,2.0,0.0,0.0,ntsb
2818,CRG,Jacksonville Executive (Craig),1984,11,0.0,0.0,1.0,faa
5307,CRG,Jacksonville Executive at Craig Airport,1986,8,1.0,0.0,0.0,ntsb
2822,CRG,Jacksonville Executive (Craig),1986,8,0.0,0.0,1.0,faa
5315,CRG,Jacksonville Executive at Craig Airport,1989,2,1.0,1.0,0.0,ntsb
2828,CRG,Jacksonville Executive (Craig),1989,2,0.0,0.0,1.0,faa
5317,CRG,Jacksonville Executive at Craig Airport,1989,5,1.0,0.0,0.0,ntsb
2830,CRG,Jacksonville Executive (Craig),1989,5,0.0,0.0,1.0,faa
5337,CRG,Jacksonville Executive at Craig Airport,2013,12,1.0,0.0,0.0,ntsb
2888,CRG,Jacksonville Executive (Craig),2013,12,0.0,0.0,1.0,faa
5340,CRG,Jacksonville Executive at Craig Airport,2018,2,1.0,0.0,0.0,ntsb
2890,CRG,Jacksonville Executive (Craig),2018,2,0.0,0.0,1.0,faa
5393,CRW,Yeager Airport,1985,3,1.0,0.0,0.0,ntsb
55823,CRW,Charleston Yeager,1985,3,0.0,0.0,1.0,faa
5394,CRW,Yeager Airport,1985,5,1.0,0.0,0.0,ntsb
55824,CRW,Charleston Yeager,1985,5,0.0,0.0,2.0,faa
5395,CRW,Yeager Airport,1987,3,1.0,0.0,0.0,ntsb
55838,CRW,Charleston Yeager,1987,3,0.0,0.0,1.0,faa
5400,CRW,Yeager Airport,1992,3,1.0,0.0,0.0,ntsb
55864,CRW,Charleston Yeager,1992,3,0.0,0.0,1.0,faa
5403,CRW,Yeager Airport,1997,1,0.0,1.0,0.0,ntsb
55877,CRW,Charleston Yeager,1997,1,0.0,0.0,1.0,faa
5408,CRW,Yeager Airport,2010,1,0.0,1.0,0.0,ntsb
55893,CRW,Charleston Yeager,2010,1,0.0,0.0,1.0,faa
5429,CSG,Columbus Metropolitan Airport,2009,7,1.0,0.0,0.0,ntsb
45618,CSG,Columbus Columbus Apt,2009,7,0.0,0.0,1.0,faa
5431,CSG,Columbus Metropolitan Airport,2012,8,1.0,0.0,0.0,ntsb
45623,CSG,Columbus Columbus Apt,2012,8,0.0,0.0,1.0,faa
5501,CUB,Jim Hamilton L.B. Owens Airport,1987,1,1.0,0.0,0.0,ntsb
3324,CUB,Columbia J.Hamilton-L.B. Owens,1987,1,0.0,0.0,1.0,faa
5524,CVG,Cincinnati Northern Kentucky International Airport,1984,3,0.0,1.0,0.0,ntsb
50877,CVG,Cincinnati Metropolitan Area,1984,3,0.0,0.0,1.0,faa
5527,CVG,Cincinnati Northern Kentucky International Airport,1985,1,0.0,1.0,0.0,ntsb
50879,CVG,Cincinnati Metropolitan Area,1985,1,0.0,0.0,2.0,faa
5528,CVG,Cincinnati Northern Kentucky International Airport,1987,3,0.0,1.0,0.0,ntsb
50884,CVG,Cincinnati Metropolitan Area,1987,3,0.0,0.0,1.0,faa
5530,CVG,Cincinnati Northern Kentucky International Airport,1989,11,1.0,0.0,0.0,ntsb
50905,CVG,Cincinnati Metropolitan Area,1989,11,0.0,0.0,5.0,faa
5532,CVG,Cincinnati Northern Kentucky International Airport,1991,12,0.0,1.0,0.0,ntsb
50928,CVG,Cincinnati Metropolitan Area,1991,12,0.0,0.0,4.0,faa
5535,CVG,Cincinnati Northern Kentucky International Airport,1996,11,0.0,1.0,0.0,ntsb
50949,CVG,Cincinnati Metropolitan Area,1996,11,0.0,0.0,2.0,faa
5540,CVG,Cincinnati Northern Kentucky International Airport,1999,2,1.0,0.0,0.0,ntsb
50951,CVG,Cincinnati Metropolitan Area,1999,2,0.0,0.0,2.0,faa
5542,CVG,Cincinnati Northern Kentucky International Airport,2002,1,1.0,0.0,0.0,ntsb
50960,CVG,Cincinnati Metropolitan Area,2002,1,0.0,0.0,1.0,faa
5548,CVG,Cincinnati Northern Kentucky International Airport,2005,1,1.0,0.0,0.0,ntsb
50971,CVG,Cincinnati Metropolitan Area,2005,1,0.0,0.0,1.0,faa
5551,CVG,Cincinnati Northern Kentucky International Airport,2010,12,0.0,2.0,0.0,ntsb
50983,CVG,Cincinnati Metropolitan Area,2010,12,0.0,0.0,1.0,faa
5581,CVO,Corvallis Municipal Airport,1991,9,1.0,0.0,0.0,ntsb
23603,CVO,Corvallis/Albany Corvallis Municipal,1991,9,0.0,0.0,1.0,faa
5588,CVO,Corvallis Municipal Airport,2009,4,1.0,0.0,0.0,ntsb
23616,CVO,Corvallis/Albany Corvallis Municipal,2009,4,0.0,0.0,1.0,faa
5706,CYS,Cheyenne Regional Jerry Olson Field,1984,6,1.0,0.0,0.0,ntsb
10067,CYS,Cheyenne Metropolitan Area,1984,6,0.0,0.0,1.0,faa
5709,CYS,Cheyenne Regional Jerry Olson Field,1986,5,1.0,0.0,0.0,ntsb
10072,CYS,Cheyenne Metropolitan Area,1986,5,0.0,0.0,1.0,faa
5711,CYS,Cheyenne Regional Jerry Olson Field,1986,11,1.0,0.0,0.0,ntsb
10074,CYS,Cheyenne Metropolitan Area,1986,11,0.0,0.0,1.0,faa
5712,CYS,Cheyenne Regional Jerry Olson Field,1989,1,1.0,0.0,0.0,ntsb
10077,CYS,Cheyenne Metropolitan Area,1989,1,0.0,0.0,1.0,faa
5713,CYS,Cheyenne Regional Jerry Olson Field,1989,4,1.0,0.0,0.0,ntsb
10079,CYS,Cheyenne Metropolitan Area,1989,4,0.0,0.0,1.0,faa
5715,CYS,Cheyenne Regional Jerry Olson Field,1991,9,1.0,0.0,0.0,ntsb
10081,CYS,Cheyenne Metropolitan Area,1991,9,0.0,0.0,1.0,faa
5716,CYS,Cheyenne Regional Jerry Olson Field,1992,7,0.0,1.0,0.0,ntsb
10082,CYS,Cheyenne Metropolitan Area,1992,7,0.0,0.0,1.0,faa
5756,DAB,Daytona Beach International Airport,1987,4,2.0,0.0,0.0,ntsb
28276,DAB,Daytona Beach International,1987,4,0.0,0.0,1.0,faa
5759,DAB,Daytona Beach International Airport,1988,5,0.0,1.0,0.0,ntsb
28279,DAB,Daytona Beach International,1988,5,0.0,0.0,1.0,faa
5760,DAB,Daytona Beach International Airport,1989,2,1.0,0.0,0.0,ntsb
28280,DAB,Daytona Beach International,1989,2,0.0,0.0,1.0,faa
5764,DAB,Daytona Beach International Airport,1992,5,1.0,0.0,0.0,ntsb
28295,DAB,Daytona Beach International,1992,5,0.0,0.0,1.0,faa
5766,DAB,Daytona Beach International Airport,1994,4,1.0,0.0,0.0,ntsb
28299,DAB,Daytona Beach International,1994,4,0.0,0.0,1.0,faa
5776,DAB,Daytona Beach International Airport,2001,6,1.0,0.0,0.0,ntsb
28320,DAB,Daytona Beach International,2001,6,0.0,0.0,2.0,faa
5777,DAB,Daytona Beach International Airport,2003,7,2.0,0.0,0.0,ntsb
28325,DAB,Daytona Beach International,2003,7,0.0,0.0,1.0,faa
5782,DAB,Daytona Beach International Airport,2008,6,1.0,0.0,0.0,ntsb
28337,DAB,Daytona Beach International,2008,6,0.0,0.0,1.0,faa
5785,DAB,Daytona Beach International Airport,2011,10,0.0,2.0,0.0,ntsb
28357,DAB,Daytona Beach International,2011,10,0.0,0.0,1.0,faa
5787,DAB,Daytona Beach International Airport,2014,6,1.0,0.0,0.0,ntsb
28367,DAB,Daytona Beach International,2014,6,0.0,0.0,1.0,faa
5788,DAB,Daytona Beach International Airport,2017,11,1.0,0.0,0.0,ntsb
28376,DAB,Daytona Beach International,2017,11,0.0,0.0,3.0,faa
5789,DAB,Daytona Beach International Airport,2018,4,1.0,0.0,0.0,ntsb
28379,DAB,Daytona Beach International,2018,4,0.0,0.0,2.0,faa
5790,DAB,Daytona Beach International Airport,2018,6,1.0,0.0,0.0,ntsb
28381,DAB,Daytona Beach International,2018,6,0.0,0.0,1.0,faa
5796,DAG,Barstow Daggett Airport,1983,3,1.0,0.0,0.0,ntsb
12618,DAG,Daggett Barstow-Daggett,1983,3,0.0,0.0,1.0,faa
5798,DAG,Barstow Daggett Airport,1991,7,1.0,0.0,0.0,ntsb
12627,DAG,Daggett Barstow-Daggett,1991,7,0.0,0.0,1.0,faa
5810,DAL,Dallas Love Field,1983,4,1.0,0.0,0.0,ntsb
14810,DAL,Dallas Love Field,1983,4,0.0,0.0,1.0,faa
5814,DAL,Dallas Love Field,1986,1,0.0,1.0,0.0,ntsb
14827,DAL,Dallas Love Field,1986,1,0.0,0.0,1.0,faa
5815,DAL,Dallas Love Field,1986,5,1.0,0.0,0.0,ntsb
14828,DAL,Dallas Love Field,1986,5,0.0,0.0,2.0,faa
5816,DAL,Dallas Love Field,1988,1,0.0,1.0,0.0,ntsb
14840,DAL,Dallas Love Field,1988,1,0.0,0.0,2.0,faa
5817,DAL,Dallas Love Field,1988,9,1.0,0.0,0.0,ntsb
14845,DAL,Dallas Love Field,1988,9,0.0,0.0,3.0,faa
5818,DAL,Dallas Love Field,1990,3,0.0,1.0,0.0,ntsb
14854,DAL,Dallas Love Field,1990,3,0.0,0.0,2.0,faa
5819,DAL,Dallas Love Field,1990,4,1.0,0.0,0.0,ntsb
14855,DAL,Dallas Love Field,1990,4,0.0,0.0,1.0,faa
5820,DAL,Dallas Love Field,1995,1,1.0,0.0,0.0,ntsb
14884,DAL,Dallas Love Field,1995,1,0.0,0.0,1.0,faa
5823,DAL,Dallas Love Field,1998,2,1.0,0.0,0.0,ntsb
14893,DAL,Dallas Love Field,1998,2,0.0,0.0,1.0,faa
5827,DAL,Dallas Love Field,2007,11,0.0,1.0,0.0,ntsb
14917,DAL,Dallas Love Field,2007,11,0.0,0.0,1.0,faa
5828,DAL,Dallas Love Field,2008,3,0.0,2.0,0.0,ntsb
14919,DAL,Dallas Love Field,2008,3,0.0,0.0,2.0,faa
5831,DAL,Dallas Love Field,2016,2,0.0,1.0,0.0,ntsb
14929,DAL,Dallas Love Field,2016,2,0.0,0.0,1.0,faa
5832,DAN,Danville Regional Airport,1984,5,1.0,0.0,0.0,ntsb
32405,DAN,Danville Regional,1984,5,0.0,0.0,1.0,faa
5833,DAN,Danville Regional Airport,1986,11,1.0,0.0,0.0,ntsb
32406,DAN,Danville Regional,1986,11,0.0,0.0,1.0,faa
5840,DAY,James M Cox Dayton International Airport,1985,1,0.0,1.0,0.0,ntsb
7961,DAY,Dayton James M. Cox Intl,1985,1,0.0,0.0,1.0,faa
5857,DBQ,Dubuque Regional Airport,1982,12,1.0,0.0,0.0,ntsb
37476,DBQ,Dubuque Regional,1982,12,0.0,0.0,2.0,faa
5861,DBQ,Dubuque Regional Airport,1990,5,1.0,0.0,0.0,ntsb
37489,DBQ,Dubuque Regional,1990,5,0.0,0.0,2.0,faa
5863,DBQ,Dubuque Regional Airport,1993,12,1.0,0.0,0.0,ntsb
37500,DBQ,Dubuque Regional,1993,12,0.0,0.0,1.0,faa
5868,DBQ,Dubuque Regional Airport,2011,4,0.0,1.0,0.0,ntsb
37519,DBQ,Dubuque Regional,2011,4,0.0,0.0,1.0,faa
5871,DCA,Ronald Reagan Washington National Airport,1983,10,0.0,1.0,0.0,ntsb
35712,DCA,Washington Ronald Reagan National,1983,10,0.0,0.0,1.0,faa
5874,DCA,Ronald Reagan Washington National Airport,1984,10,1.0,0.0,0.0,ntsb
35714,DCA,Washington Ronald Reagan National,1984,10,0.0,0.0,1.0,faa
5877,DCA,Ronald Reagan Washington National Airport,1986,5,1.0,0.0,0.0,ntsb
35718,DCA,Washington Ronald Reagan National,1986,5,0.0,0.0,1.0,faa
5878,DCA,Ronald Reagan Washington National Airport,1987,7,0.0,1.0,0.0,ntsb
35722,DCA,Washington Ronald Reagan National,1987,7,0.0,0.0,1.0,faa
5882,DCA,Ronald Reagan Washington National Airport,1996,2,0.0,1.0,0.0,ntsb
35759,DCA,Washington Ronald Reagan National,1996,2,0.0,0.0,1.0,faa
5911,DEC,Decatur Airport,1987,1,1.0,0.0,0.0,ntsb
31184,DEC,Decatur,1987,1,0.0,0.0,1.0,faa
5920,DEC,Decatur Airport,2004,9,1.0,0.0,0.0,ntsb
31210,DEC,Decatur,2004,9,0.0,0.0,1.0,faa
5950,DEN,Denver International Airport,1982,7,1.0,0.0,0.0,ntsb
56057,DEN,Denver Metropolitan Area,1982,7,0.0,0.0,1.0,faa
5953,DEN,Denver International Airport,1983,3,0.0,1.0,0.0,ntsb
56058,DEN,Denver Metropolitan Area,1983,3,0.0,0.0,2.0,faa
5954,DEN,Denver International Airport,1983,11,0.0,1.0,0.0,ntsb
56061,DEN,Denver Metropolitan Area,1983,11,0.0,0.0,1.0,faa
5956,DEN,Denver International Airport,1984,3,1.0,1.0,0.0,ntsb
56063,DEN,Denver Metropolitan Area,1984,3,0.0,0.0,2.0,faa
5963,DEN,Denver International Airport,1985,12,1.0,0.0,0.0,ntsb
56069,DEN,Denver Metropolitan Area,1985,12,0.0,0.0,1.0,faa
5964,DEN,Denver International Airport,1986,2,1.0,0.0,0.0,ntsb
56070,DEN,Denver Metropolitan Area,1986,2,0.0,0.0,1.0,faa
6046,DET,Coleman A. Young Municipal Airport,1987,7,1.0,0.0,0.0,ntsb
3187,DET,Detroit Coleman A. Young Muni,1987,7,0.0,0.0,2.0,faa
6049,DET,Coleman A. Young Municipal Airport,1989,4,1.0,0.0,0.0,ntsb
3193,DET,Detroit Coleman A. Young Muni,1989,4,0.0,0.0,1.0,faa
6051,DET,Coleman A. Young Municipal Airport,1990,5,1.0,0.0,0.0,ntsb
3196,DET,Detroit Coleman A. Young Muni,1990,5,0.0,0.0,1.0,faa
6052,DET,Coleman A. Young Municipal Airport,1991,6,1.0,0.0,0.0,ntsb
3198,DET,Detroit Coleman A. Young Muni,1991,6,0.0,0.0,1.0,faa
6066,DFI,Defiance Memorial Airport,1997,6,1.0,0.0,0.0,ntsb
21546,DFI,Defiance Memorial,1997,6,0.0,0.0,1.0,faa
6069,DFW,Dallas Fort Worth International Airport,1983,4,0.0,1.0,0.0,ntsb
10547,DFW,Fort Worth Dallas/Ft Worth Intl,1983,4,0.0,0.0,4.0,faa
6070,DFW,Dallas Fort Worth International Airport,1983,9,0.0,1.0,0.0,ntsb
10550,DFW,Fort Worth Dallas/Ft Worth Intl,1983,9,0.0,0.0,1.0,faa
6071,DFW,Dallas Fort Worth International Airport,1983,10,0.0,1.0,0.0,ntsb
10551,DFW,Fort Worth Dallas/Ft Worth Intl,1983,10,0.0,0.0,3.0,faa
6072,DFW,Dallas Fort Worth International Airport,1984,8,1.0,0.0,0.0,ntsb
10559,DFW,Fort Worth Dallas/Ft Worth Intl,1984,8,0.0,0.0,1.0,faa
6073,DFW,Dallas Fort Worth International Airport,1985,3,0.0,2.0,0.0,ntsb
10564,DFW,Fort Worth Dallas/Ft Worth Intl,1985,3,0.0,0.0,2.0,faa
6074,DFW,Dallas Fort Worth International Airport,1985,5,0.0,1.0,0.0,ntsb
10565,DFW,Fort Worth Dallas/Ft Worth Intl,1985,5,0.0,0.0,1.0,faa
6115,DFW,Dallas Fort Worth International Airport,2011,2,0.0,1.0,0.0,ntsb
10581,DFW,Fort Worth Dallas/Ft Worth Intl,2011,2,0.0,0.0,1.0,faa
6170,DLG,Dillingham Airport,1985,6,2.0,0.0,0.0,ntsb
21237,DLG,Dillingham,1985,6,0.0,0.0,1.0,faa
6174,DLG,Dillingham Airport,1992,6,0.0,2.0,0.0,ntsb
21245,DLG,Dillingham,1992,6,0.0,0.0,2.0,faa
6179,DLG,Dillingham Airport,1997,5,1.0,0.0,0.0,ntsb
21251,DLG,Dillingham,1997,5,0.0,0.0,1.0,faa
6264,DNL,Daniel Field,2000,8,1.0,0.0,0.0,ntsb
37196,DNL,Augusta Daniel Field,2000,8,0.0,0.0,1.0,faa
6284,DNV,Vermilion Regional Airport,2000,11,1.0,0.0,0.0,ntsb
41425,DNV,Danville Vermilion Regional,2000,11,0.0,0.0,1.0,faa
6286,DOV,Dover Air Force Base,1989,6,1.0,0.0,0.0,ntsb
1278,DOV,Dover Dover AFB,1989,6,0.0,0.0,1.0,faa
6291,DPA,Dupage Airport,1983,8,1.0,0.0,0.0,ntsb
49958,DPA,Chicago DuPage,1983,8,0.0,0.0,1.0,faa
6293,DPA,Dupage Airport,1984,5,2.0,0.0,0.0,ntsb
49965,DPA,Chicago DuPage,1984,5,0.0,0.0,1.0,faa
6296,DPA,Dupage Airport,1986,1,1.0,0.0,0.0,ntsb
49979,DPA,Chicago DuPage,1986,1,0.0,0.0,1.0,faa
6298,DPA,Dupage Airport,1986,10,2.0,0.0,0.0,ntsb
49985,DPA,Chicago DuPage,1986,10,0.0,0.0,1.0,faa
6299,DPA,Dupage Airport,1986,12,1.0,0.0,0.0,ntsb
49986,DPA,Chicago DuPage,1986,12,0.0,0.0,1.0,faa
6300,DPA,Dupage Airport,1988,3,1.0,0.0,0.0,ntsb
49991,DPA,Chicago DuPage,1988,3,0.0,0.0,1.0,faa
6303,DPA,Dupage Airport,1989,6,1.0,0.0,0.0,ntsb
49997,DPA,Chicago DuPage,1989,6,0.0,0.0,2.0,faa
6304,DPA,Dupage Airport,1989,12,1.0,0.0,0.0,ntsb
50000,DPA,Chicago DuPage,1989,12,0.0,0.0,1.0,faa
6305,DPA,Dupage Airport,1990,2,1.0,0.0,0.0,ntsb
50002,DPA,Chicago DuPage,1990,2,0.0,0.0,1.0,faa
6306,DPA,Dupage Airport,1991,4,0.0,1.0,0.0,ntsb
50009,DPA,Chicago DuPage,1991,4,0.0,0.0,1.0,faa
6307,DPA,Dupage Airport,1991,7,1.0,0.0,0.0,ntsb
50011,DPA,Chicago DuPage,1991,7,0.0,0.0,1.0,faa
6310,DPA,Dupage Airport,1993,5,1.0,1.0,0.0,ntsb
50019,DPA,Chicago DuPage,1993,5,0.0,0.0,2.0,faa
6313,DPA,Dupage Airport,1995,6,1.0,0.0,0.0,ntsb
50027,DPA,Chicago DuPage,1995,6,0.0,0.0,1.0,faa
6318,DPA,Dupage Airport,1998,5,1.0,0.0,0.0,ntsb
50038,DPA,Chicago DuPage,1998,5,0.0,0.0,1.0,faa
6350,DRO,Durango La Plata County Airport,1987,2,0.0,1.0,0.0,ntsb
41562,DRO,Durango La Plata County,1987,2,0.0,0.0,1.0,faa
6379,DSM,Des Moines International Airport,1982,2,1.0,0.0,0.0,ntsb
28647,DSM,Des Moines International,1982,2,0.0,0.0,2.0,faa
6390,DSM,Des Moines International Airport,1989,7,1.0,0.0,0.0,ntsb
28692,DSM,Des Moines International,1989,7,0.0,0.0,2.0,faa
6392,DSM,Des Moines International Airport,1991,1,0.0,1.0,0.0,ntsb
28702,DSM,Des Moines International,1991,1,0.0,0.0,2.0,faa
6395,DSM,Des Moines International Airport,1996,5,1.0,1.0,0.0,ntsb
28730,DSM,Des Moines International,1996,5,0.0,0.0,1.0,faa
6397,DSM,Des Moines International Airport,1999,9,1.0,0.0,0.0,ntsb
28743,DSM,Des Moines International,1999,9,0.0,0.0,1.0,faa
6401,DSM,Des Moines International Airport,2012,8,0.0,1.0,0.0,ntsb
28775,DSM,Des Moines International,2012,8,0.0,0.0,1.0,faa
6441,DTN,Shreveport Downtown Airport,2002,6,1.0,0.0,0.0,ntsb
5775,DTN,Shreveport Downtown Apt,2002,6,0.0,0.0,1.0,faa
6444,DTN,Shreveport Downtown Airport,2016,12,1.0,0.0,0.0,ntsb
5785,DTN,Shreveport Downtown Apt,2016,12,0.0,0.0,1.0,faa
6445,DTN,Shreveport Downtown Airport,2017,7,1.0,0.0,0.0,ntsb
5786,DTN,Shreveport Downtown Apt,2017,7,0.0,0.0,1.0,faa
6448,DTW,Detroit Metropolitan Wayne County Airport,1982,4,1.0,1.0,0.0,ntsb
42154,DTW,Detroit Metropolitan Wayne Co.,1982,4,0.0,0.0,2.0,faa
6451,DTW,Detroit Metropolitan Wayne County Airport,1984,6,1.0,0.0,0.0,ntsb
42162,DTW,Detroit Metropolitan Wayne Co.,1984,6,0.0,0.0,1.0,faa
6452,DTW,Detroit Metropolitan Wayne County Airport,1984,7,1.0,0.0,0.0,ntsb
42163,DTW,Detroit Metropolitan Wayne Co.,1984,7,0.0,0.0,1.0,faa
6455,DTW,Detroit Metropolitan Wayne County Airport,1985,12,0.0,1.0,0.0,ntsb
42170,DTW,Detroit Metropolitan Wayne Co.,1985,12,0.0,0.0,2.0,faa
6456,DTW,Detroit Metropolitan Wayne County Airport,1986,1,0.0,1.0,0.0,ntsb
42171,DTW,Detroit Metropolitan Wayne Co.,1986,1,0.0,0.0,1.0,faa
6457,DTW,Detroit Metropolitan Wayne County Airport,1986,4,0.0,1.0,0.0,ntsb
42174,DTW,Detroit Metropolitan Wayne Co.,1986,4,0.0,0.0,1.0,faa
6458,DTW,Detroit Metropolitan Wayne County Airport,1986,11,1.0,0.0,0.0,ntsb
42181,DTW,Detroit Metropolitan Wayne Co.,1986,11,0.0,0.0,1.0,faa
6459,DTW,Detroit Metropolitan Wayne County Airport,1986,12,0.0,1.0,0.0,ntsb
42182,DTW,Detroit Metropolitan Wayne Co.,1986,12,0.0,0.0,1.0,faa
6461,DTW,Detroit Metropolitan Wayne County Airport,1987,3,1.0,0.0,0.0,ntsb
42183,DTW,Detroit Metropolitan Wayne Co.,1987,3,0.0,0.0,1.0,faa
6462,DTW,Detroit Metropolitan Wayne County Airport,1987,6,0.0,1.0,0.0,ntsb
42186,DTW,Detroit Metropolitan Wayne Co.,1987,6,0.0,0.0,1.0,faa
6463,DTW,Detroit Metropolitan Wayne County Airport,1987,8,1.0,0.0,0.0,ntsb
42187,DTW,Detroit Metropolitan Wayne Co.,1987,8,0.0,0.0,3.0,faa
6464,DTW,Detroit Metropolitan Wayne County Airport,1988,3,0.0,1.0,0.0,ntsb
42193,DTW,Detroit Metropolitan Wayne Co.,1988,3,0.0,0.0,3.0,faa
6465,DTW,Detroit Metropolitan Wayne County Airport,1990,9,1.0,0.0,0.0,ntsb
42211,DTW,Detroit Metropolitan Wayne Co.,1990,9,0.0,0.0,2.0,faa
6466,DTW,Detroit Metropolitan Wayne County Airport,1990,12,2.0,1.0,0.0,ntsb
