tracon_code,month,year,faa_incidents
CQF,8,2002,2
CQF,9,2008,1
CQF,9,2017,1
CQF,10,2001,1
CQF,10,2013,1
CQF,11,2005,1
CVG,1,1990,4
CVG,1,1991,1
CVG,1,1992,4
CVG,1,1993,1
CVG,1,1994,1
CVG,1,1995,1
CVG,1,2000,2
CVG,1,2002,1
CVG,1,2005,1
CVG,2,1988,1
CVG,2,1989,1
CVG,2,1990,4
CVG,2,1991,3
CVG,2,1993,1
CVG,2,1999,1
CVG,3,1990,7
CVG,3,1991,7
CVG,3,1992,4
CVG,3,1993,1
CVG,3,1999,1
CVG,3,2000,2
CVG,3,2005,1
CVG,3,2007,1
CVG,4,1988,1
CVG,4,1990,3
CVG,4,1991,2
CVG,4,1992,3
CVG,4,1993,2
CVG,4,2002,1
CVG,4,2003,1
CVG,5,1988,1
CVG,5,1989,1
CVG,5,1990,7
CVG,5,1991,2
CVG,5,2004,1
CVG,5,2010,1
CVG,5,2019,1
CVG,6,1988,1
CVG,6,1989,3
CVG,6,1990,4
CVG,6,1991,1
CVG,6,1992,4
CVG,6,1993,1
CVG,6,1995,1
CVG,6,2003,1
CVG,6,2004,1
CVG,6,2005,2
CVG,6,2018,1
CVG,7,1988,1
CVG,7,1989,3
CVG,7,1990,3
CVG,7,1991,5
CVG,7,1992,2
CVG,7,1997,1
CVG,7,1999,3
CVG,7,2003,1
CVG,7,2004,1
CVG,7,2006,1
CVG,7,2008,1
CVG,7,2009,1
CVG,7,2018,1
CVG,8,1988,1
CVG,8,1989,2
CVG,8,1991,4
CVG,8,1995,1
CVG,8,2003,1
CVG,8,2006,1
CVG,8,2010,1
CVG,9,1989,2
CVG,9,1990,4
CVG,9,1991,9
CVG,9,1992,3
CVG,9,1993,1
CVG,9,1999,1
CVG,9,2004,1
CVG,9,2006,1
CVG,10,1988,1
CVG,10,1989,7
CVG,10,1990,6
CVG,10,1991,4
CVG,10,1992,2
CVG,10,2000,1
CVG,10,2018,1
CVG,11,1988,3
CVG,11,1989,5
CVG,11,1991,1
CVG,11,1992,3
CVG,11,1996,2
CVG,11,2003,1
CVG,11,2008,1
CVG,11,2014,1
CVG,12,1988,1
CVG,12,1989,7
CVG,12,1990,6
CVG,12,1991,4
CVG,12,1993,1
CVG,12,2000,1
CVG,12,2010,1
CVG,12,2013,1
DAL,1,1988,2
DAL,1,1990,3
DAL,1,1991,3
DAL,1,1992,3
DAL,1,1995,1
DAL,1,1998,1
DAL,1,2017,1
DAL,2,1991,1
DAL,2,1998,1
DAL,2,2002,1
DAL,2,2004,1
DAL,2,2006,1
DAL,2,2008,1
DAL,2,2015,1
DAL,2,2016,1
DAL,3,1990,2
DAL,3,1991,4
DAL,3,1994,2
DAL,3,1995,1
DAL,3,1998,1
DAL,3,2003,1
DAL,3,2006,1
DAL,3,2008,2
DAL,3,2014,1
DAL,4,1989,2
DAL,4,1990,1
DAL,4,1991,2
DAL,4,1995,2
DAL,4,1998,1
DAL,4,1999,1
DAL,4,2004,1
DAL,4,2013,1
DAL,5,1988,2
DAL,5,1989,1
DAL,5,1990,1
DAL,5,1991,3
DAL,5,1992,1
DAL,5,1999,1
DAL,5,2000,1
DAL,5,2005,1
DAL,6,1988,1
DAL,6,1991,1
DAL,6,1992,3
DAL,6,1996,1
DAL,6,1997,1
DAL,6,2000,1
DAL,6,2001,1
DAL,7,1988,2
DAL,7,1989,1
DAL,7,1990,4
DAL,7,1991,1
DAL,7,1993,1
DAL,8,1988,1
DAL,8,1989,3
DAL,8,1990,2
DAL,8,1991,1
DAL,8,1992,1
DAL,8,1997,1
DAL,8,1999,1
DAL,8,2001,1
DAL,8,2013,1
DAL,9,1988,3
DAL,9,1989,2
DAL,9,1990,3
DAL,9,1991,2
DAL,9,1997,1
DAL,9,1999,1
DAL,9,2000,1
DAL,9,2002,1
DAL,9,2003,1
DAL,9,2004,1
DAL,10,1989,1
DAL,10,1990,4
DAL,10,1991,2
DAL,10,1992,1
DAL,10,2010,1
DAL,10,2013,1
DAL,10,2017,1
DAL,11,1989,3
DAL,11,1990,6
DAL,11,1991,1
DAL,11,1992,3
DAL,11,1994,1
DAL,11,1995,1
DAL,11,2000,2
DAL,11,2007,1
DAL,11,2009,1
DAL,12,1990,2
DAL,12,1994,1
DAL,12,1998,2
DAL,12,2010,1
DAW,1,1991,1
DAW,1,1997,1
DAW,3,1993,1
DAW,3,1994,1
DAW,4,1992,1
DAW,6,1989,1
DAW,6,1993,1
DAW,6,2008,1
DAW,7,1993,1
DAW,8,2013,1
DAW,9,2009,1
DAW,11,1990,1
DAW,12,1993,1
DCA,1,1989,2
DCA,1,1992,1
DCA,1,1993,2
DCA,1,1994,1
DCA,1,1995,2
DCA,1,2011,1
DCA,2,1993,1
DCA,2,1994,2
DCA,2,1996,1
DCA,2,1998,1
DCA,2,2002,1
DCA,2,2007,4
DCA,2,2008,1
DCA,2,2014,1
DCA,3,1990,1
DCA,3,1993,1
DCA,3,1994,1
DCA,3,1999,1
DCA,3,2008,1
DCA,3,2012,1
DCA,4,1990,2
DCA,4,1991,1
DCA,4,1992,2
DCA,4,1999,1
DCA,4,2001,1
DCA,5,1989,2
DCA,5,1993,2
DCA,5,1994,1
DCA,5,1997,2
DCA,5,2002,1
DCA,6,1988,2
DCA,6,1989,1
DCA,6,1990,1
DCA,6,1993,1
DCA,6,1995,1
DCA,6,1997,1
DCA,6,2000,1
DCA,6,2013,1
DCA,7,1993,2
DCA,7,1999,1
DCA,7,2002,1
DCA,8,1988,1
DCA,8,1989,2
DCA,8,1992,1
DCA,8,1994,2
DCA,8,2014,1
DCA,9,1994,1
DCA,9,2003,1
DCA,10,1988,1
DCA,10,1989,1
DCA,10,1990,2
DCA,10,1993,3
DCA,10,2019,1
DCA,12,1993,3
DCA,12,2000,1
DCA,12,2012,1
DED,1,2003,1
DED,1,2005,1
DED,1,2010,1
DED,2,1991,1
DED,2,1996,1
DED,2,1997,1
DED,2,2013,1
DED,2,2017,1
DED,2,2019,1
DED,3,1993,1
DED,3,1995,1
DED,3,1996,2
DED,3,2001,1
DED,3,2007,1
DED,3,2014,1
DED,3,2015,1
DED,4,1992,2
DED,4,1999,1
DED,4,2001,1
DED,4,2002,1
DED,4,2015,1
DED,4,2016,1
DED,5,2003,1
DED,5,2004,1
DED,5,2006,1
DED,5,2007,1
DED,5,2013,1
DED,5,2017,1
DED,6,1991,2
DED,6,2007,1
DED,6,2008,1
DED,7,2015,1
DED,7,2017,1
DED,8,2001,2
DED,8,2019,1
DED,9,1996,1
DED,9,2000,1
DED,9,2002,2
DED,9,2009,1
DED,9,2012,1
DED,10,2008,1
DED,10,2011,1
DED,10,2016,1
DED,11,2000,1
DED,11,2001,1
DED,11,2004,1
DED,11,2018,1
DED,12,2000,1
DED,12,2007,1
DEN,1,1988,5
DEN,1,1990,3
DEN,1,1992,4
DEN,1,1993,3
DEN,1,1994,2
DEN,1,1995,1
DEN,1,1997,1
DEN,1,1998,1
DEN,1,2003,1
DEN,1,2005,1
DEN,1,2006,2
DEN,1,2007,1
DEN,1,2010,1
DEN,1,2012,2
DEN,2,1988,1
DEN,2,1990,2
DEN,2,1993,1
DEN,2,1994,1
DEN,2,1995,1
DEN,2,1997,1
DEN,2,1999,2
DEN,2,2001,1
DEN,2,2003,1
DEN,2,2006,1
DEN,2,2008,1
DEN,2,2010,1
DEN,2,2011,1
DEN,2,2013,1
DEN,2,2014,1
DEN,2,2016,2
DEN,2,2017,1
DEN,2,2018,1
DEN,3,1989,1
DEN,3,1991,1
DEN,3,1992,2
DEN,3,1994,1
DEN,3,1997,1
DEN,3,1998,2
DEN,3,2001,1
DEN,3,2002,1
DEN,3,2006,1
DEN,3,2009,1
DEN,3,2015,1
DEN,3,2019,2
DEN,4,1988,4
DEN,4,1989,2
DEN,4,1991,2
DEN,4,1992,3
DEN,4,1993,2
DEN,4,1994,2
DEN,4,1995,1
DEN,4,2000,1
DEN,4,2001,1
DEN,4,2002,1
DEN,4,2003,1
DEN,4,2006,1
DEN,4,2011,2
DEN,4,2012,1
DEN,4,2013,1
DEN,4,2018,1
DEN,5,1989,3
DEN,5,1990,2
DEN,5,1991,1
DEN,5,1992,3
DEN,5,1994,1
DEN,5,1996,2
DEN,5,1997,1
DEN,5,1998,1
DEN,5,2001,2
DEN,5,2003,1
DEN,5,2004,2
DEN,5,2005,2
DEN,5,2011,2
DEN,5,2016,1
DEN,5,2017,2
DEN,6,1988,1
DEN,6,1990,3
DEN,6,1993,2
DEN,6,1994,1
DEN,6,1995,2
DEN,6,1996,1
DEN,6,1997,2
DEN,6,1998,2
DEN,6,1999,1
DEN,6,2001,2
DEN,6,2004,1
DEN,6,2006,1
DEN,6,2007,1
DEN,7,1988,1
DEN,7,1989,1
DEN,7,1990,2
DEN,7,1991,1
DEN,7,1992,2
DEN,7,1993,1
DEN,7,1994,1
DEN,7,1995,1
DEN,7,1996,1
DEN,7,1997,1
DEN,7,1999,1
DEN,7,2000,3
DEN,7,2001,1
DEN,7,2003,1
DEN,7,2008,2
DEN,7,2009,1
DEN,7,2010,1
DEN,7,2015,1
DEN,7,2018,1
DEN,8,1988,2
DEN,8,1989,2
DEN,8,1991,1
DEN,8,1992,2
DEN,8,1994,1
DEN,8,1997,1
DEN,8,1998,1
DEN,8,1999,3
DEN,8,2001,1
DEN,8,2004,1
DEN,8,2005,2
DEN,8,2006,1
DEN,8,2008,2
DEN,8,2009,1
DEN,8,2010,2
DEN,8,2015,2
DEN,9,1988,2
DEN,9,1990,1
DEN,9,1993,1
DEN,9,1996,1
DEN,9,1997,1
DEN,9,1999,1
DEN,9,2002,1
DEN,9,2006,1
DEN,9,2008,1
DEN,9,2009,1
DEN,9,2011,2
DEN,9,2012,2
DEN,10,1988,1
DEN,10,1991,2
DEN,10,1992,1
DEN,10,1993,1
DEN,10,1995,1
DEN,10,1997,1
DEN,10,1998,1
DEN,10,1999,1
DEN,10,2003,1
DEN,10,2005,1
DEN,10,2006,1
DEN,10,2007,2
DEN,10,2009,2
DEN,10,2011,1
DEN,10,2012,1
DEN,10,2014,1
DEN,10,2015,1
DEN,10,2018,1
DEN,11,1989,3
DEN,11,1991,1
DEN,11,1994,1
DEN,11,1999,1
DEN,11,2000,1
DEN,11,2001,1
DEN,11,2003,1
DEN,11,2004,1
DEN,11,2005,1
DEN,11,2009,1
DEN,11,2010,2
DEN,11,2011,1
DEN,11,2012,2
DEN,11,2015,1
DEN,12,1988,1
DEN,12,1990,1
DEN,12,1993,1
DEN,12,1995,2
DEN,12,1996,1
DEN,12,1998,1
DEN,12,2011,1
DEN,12,2015,1
DEN,12,2018,1
DFW,1,1988,5
DFW,1,1989,2
DFW,1,1991,1
DFW,1,1992,1
DFW,1,1993,3
DFW,1,1996,1
DFW,1,1997,1
DFW,1,1998,1
DFW,1,1999,3
DFW,1,2000,1
DFW,1,2002,2
DFW,1,2004,1
DFW,1,2011,1
DFW,2,1988,2
DFW,2,1989,2
DFW,2,1991,1
DFW,2,1992,2
DFW,2,1993,1
DFW,2,1994,2
DFW,2,1997,2
DFW,2,1998,1
DFW,2,2002,1
DFW,2,2003,1
DFW,2,2011,2
DFW,3,1991,1
DFW,3,1992,3
DFW,3,1993,1
DFW,3,1994,3
DFW,3,1995,2
DFW,3,1996,1
DFW,3,1997,3
DFW,3,2006,1
DFW,3,2014,1
DFW,3,2015,1
DFW,4,1989,1
DFW,4,1990,4
DFW,4,1991,3
DFW,4,1994,2
DFW,4,1995,2
DFW,4,1996,1
DFW,4,1998,2
DFW,4,2001,1
DFW,4,2004,1
DFW,4,2010,1
DFW,4,2013,1
DFW,5,1990,3
DFW,5,1991,2
DFW,5,1992,3
DFW,5,1993,3
DFW,5,1994,1
DFW,5,1995,1
DFW,5,1996,1
DFW,5,1998,1
DFW,5,1999,1
DFW,5,2003,1
DFW,5,2008,1
DFW,6,1988,1
DFW,6,1989,3
DFW,6,1990,2
DFW,6,1991,1
DFW,6,1992,5
DFW,6,1993,3
DFW,6,1994,1
DFW,6,1996,1
DFW,6,1997,2
DFW,6,2001,2
DFW,6,2003,1
DFW,6,2004,1
DFW,6,2011,1
DFW,7,1991,4
DFW,7,1992,2
DFW,7,1993,4
DFW,7,1999,1
DFW,7,2000,2
DFW,7,2001,1
DFW,7,2019,1
DFW,8,1990,3
DFW,8,1991,2
DFW,8,1992,2
DFW,8,1994,4
DFW,8,1995,2
DFW,8,1998,1
DFW,8,1999,1
DFW,8,2000,1
DFW,8,2001,1
DFW,8,2002,1
DFW,8,2012,1
DFW,8,2015,1
DFW,8,2016,1
DFW,9,1988,3
DFW,9,1991,3
DFW,9,1992,2
DFW,9,1993,2
DFW,9,1994,1
DFW,9,1995,2
DFW,9,2001,2
DFW,9,2003,2
DFW,9,2011,1
DFW,9,2016,1
DFW,10,1988,4
DFW,10,1989,2
DFW,10,1990,2
DFW,10,1991,4
DFW,10,1992,1
DFW,10,1993,2
DFW,10,1994,1
DFW,10,1995,1
DFW,10,2002,1
DFW,10,2010,1
DFW,11,1988,1
DFW,11,1989,1
DFW,11,1993,2
DFW,11,1995,1
DFW,11,1997,1
DFW,11,2001,1
DFW,11,2002,1
DFW,11,2003,1
DFW,11,2006,1
DFW,12,1988,1
DFW,12,1990,1
DFW,12,1993,1
DFW,12,1994,2
DFW,12,1995,1
DFW,12,1996,1
DFW,12,1998,2
DFW,12,1999,2
DFW,12,2001,1
DFW,12,2002,1
DMW,1,2008,1
DMW,1,2017,1
DMW,2,1991,1
DMW,2,1992,1
DMW,2,1994,1
DMW,2,1997,1
DMW,3,1992,1
DMW,3,1994,1
DMW,3,1997,1
DMW,3,2017,1
DMW,4,2018,1
DMW,5,1991,1
DMW,5,1994,2
DMW,5,2003,1
DMW,5,2005,1
DMW,6,1990,3
DMW,6,1994,1
DMW,6,2000,1
DMW,6,2001,1
DMW,6,2017,1
DMW,7,1998,1
DMW,8,2006,1
DMW,8,2011,1
DMW,9,1990,1
DMW,10,1991,1
DMW,10,1998,1
DMW,11,1989,1
DMW,11,2010,1
DMW,12,2004,1
DTO,1,2000,1
DTO,1,2008,1
DTO,1,2012,1
DTO,1,2014,5
DTO,2,1992,1
DTO,2,2008,1
DTO,2,2012,1
DTO,3,1988,1
DTO,3,2002,1
DTO,3,2009,1
DTO,3,2017,1
DTO,4,1992,1
DTO,4,1996,1
DTO,4,2010,1
DTO,4,2011,1
DTO,4,2015,1
DTO,5,1992,1
DTO,5,1993,1
DTO,5,1994,1
DTO,5,2005,1
DTO,5,2010,1
DTO,5,2016,2
DTO,5,2018,1
DTO,6,1991,1
DTO,6,1992,1
DTO,6,1993,1
DTO,6,1998,1
DTO,6,2002,1
DTO,6,2015,1
DTO,6,2017,1
DTO,7,1993,1
DTO,7,2008,1
DTO,7,2010,1
DTO,7,2016,2
DTO,7,2018,1
DTO,7,2019,1
DTO,8,1991,1
DTO,8,1992,1
DTO,8,1993,1
DTO,8,2002,1
DTO,8,2012,1
DTO,8,2015,1
DTO,9,1993,1
DTO,9,1995,1
DTO,9,1999,1
DTO,9,2003,1
DTO,9,2008,1
DTO,9,2009,1
DTO,10,1990,1
DTO,10,2000,1
DTO,10,2002,1
DTO,10,2003,1
DTO,10,2019,1
DTO,11,1999,1
DTO,11,2009,2
DTO,11,2012,1
DTO,11,2017,1
DTO,11,2018,1
DTW,1,1988,1
DTW,1,1990,1
DTW,1,1992,1
DTW,1,1993,3
DTW,1,1994,1
DTW,1,1996,2
DTW,1,1998,1
DTW,1,1999,2
DTW,1,2000,1
DTW,1,2003,1
DTW,1,2010,1
DTW,1,2013,2
DTW,1,2014,1
DTW,2,1988,2
DTW,2,1989,1
DTW,2,1992,3
DTW,2,1994,1
DTW,2,1995,1
DTW,2,1996,2
DTW,2,1997,1
DTW,2,1999,1
DTW,2,2002,1
DTW,2,2008,2
DTW,3,1988,3
DTW,3,1989,1
DTW,3,1992,4
DTW,3,1993,2
DTW,3,1996,1
DTW,3,2003,1
DTW,3,2011,1
DTW,3,2012,1
DTW,3,2013,1
DTW,4,1989,1
DTW,4,1990,3
DTW,4,1993,2
DTW,4,1996,1
DTW,4,1998,3
DTW,4,2001,1
DTW,4,2003,1
DTW,4,2006,2
DTW,4,2011,1
DTW,4,2012,1
DTW,4,2015,1
DTW,5,1988,3
DTW,5,1990,2
DTW,5,1997,1
DTW,5,1998,1
DTW,5,2008,1
DTW,5,2011,1
DTW,5,2012,1
DTW,5,2019,1
DTW,6,1988,1
DTW,6,1991,1
DTW,6,1993,1
DTW,6,1994,1
DTW,6,1995,1
DTW,6,2004,1
DTW,6,2005,1
DTW,6,2006,1
DTW,7,1988,2
DTW,7,1993,1
DTW,7,2001,1
DTW,7,2003,1
DTW,7,2004,1
DTW,7,2008,2
DTW,7,2011,1
DTW,8,1988,1
DTW,8,1990,2
DTW,8,1991,1
DTW,8,1992,1
DTW,8,1993,1
DTW,8,1995,1
DTW,8,1996,1
DTW,8,1998,1
DTW,8,2001,2
DTW,8,2007,1
DTW,9,1989,2
DTW,9,1990,2
DTW,9,1991,1
DTW,9,1992,1
DTW,9,1999,1
DTW,9,2000,1
DTW,9,2011,1
DTW,9,2012,1
DTW,10,1988,2
DTW,10,1989,1
DTW,10,1990,2
DTW,10,1993,1
DTW,10,1994,1
DTW,10,1998,1
DTW,10,2003,1
DTW,10,2006,2
DTW,10,2007,1
DTW,10,2015,1
DTW,11,1988,2
DTW,11,1992,4
DTW,11,1993,1
DTW,11,1994,1
DTW,11,1996,2
DTW,11,2001,2
DTW,11,2002,1
DTW,11,2005,1
DTW,12,1988,2
DTW,12,1989,2
DTW,12,1990,1
DTW,12,1991,2
DTW,12,1995,2
DTW,12,1996,1
DTW,12,1999,1
DTW,12,2000,1
E16/Q99,2,2002,1
E16/Q99,3,1988,1
E16/Q99,3,1998,1
E16/Q99,5,1995,1
E16/Q99,5,2006,2
E16/Q99,5,2009,1
E16/Q99,6,2003,1
E16/Q99,6,2011,1
E16/Q99,6,2015,2
E16/Q99,7,1989,1
E16/Q99,7,1995,1
E16/Q99,8,2000,1
E16/Q99,8,2004,1
E16/Q99,9,2011,1
E16/Q99,10,1989,1
E16/Q99,10,1990,1
E16/Q99,10,2001,1
E16/Q99,10,2011,1
E60,1,2014,1
E60,1,2016,1
E60,2,2000,1
E60,2,2005,1
E60,2,2012,1
E60,2,2014,1
E60,2,2016,1
E60,3,1991,1
E60,3,1997,1
E60,3,2000,1
E60,3,2019,1
E60,4,2003,1
E60,4,2004,1
E60,4,2010,1
E60,4,2012,1
E60,4,2014,1
E60,5,1988,1
E60,5,1994,1
E60,5,2004,1
E60,5,2006,1
E60,5,2015,1
E60,10,1996,1
E60,10,2004,1
E60,10,2012,1
E60,11,2008,1
E60,12,1992,1
E60,12,1993,1
E60,12,1995,1
E60,12,2002,1
E60,12,2013,1
E60,12,2015,1
E80,1,1991,2
E80,2,2013,1
E80,3,2001,1
E80,3,2017,1
E80,4,2006,1
E80,4,2013,1
E80,5,2000,1
E80,5,2018,1
E80,6,2004,1
E80,7,2004,1
E80,7,2010,1
E80,8,2011,1
E80,9,1993,1
E80,9,1997,1
E80,9,2005,1
E80,10,1997,1
E80,12,2014,1
E98,1,2003,1
E98,2,2007,1
E98,3,1991,1
E98,3,2017,1
E98,4,1994,1
E98,5,1995,1
E98,5,2016,1
E98,6,1989,1
E98,6,1997,1
E98,6,2009,1
E98,6,2016,1
E98,10,1991,1
E98,11,2001,1
EET,2,1989,1
EET,3,2016,1
EET,4,1989,1
EET,4,1995,1
EET,4,2017,1
EET,5,2019,2
EET,7,2009,1
EET,7,2019,1
EET,8,1999,1
EET,8,2001,1
EET,8,2018,1
EET,9,2014,1
EKY,1,1999,1
EKY,1,2004,1
EKY,1,2009,1
EKY,1,2010,1
EKY,2,2003,1
EKY,2,2012,1
EKY,2,2013,2
EKY,3,2012,1
EKY,4,2009,1
EKY,4,2019,1
EKY,5,1989,1
EKY,5,1999,1
EKY,5,2001,1
EKY,6,1999,1
EKY,6,2003,1
EKY,7,1999,1
EKY,8,1998,1
EKY,8,2000,1
EKY,8,2017,1
EKY,9,2000,2
EKY,10,1990,1
EKY,10,2007,2
EKY,11,2011,1
EKY,12,1990,1
EKY,12,2002,1
EQY,1,1995,1
EQY,1,2005,1
EQY,3,1992,1
EQY,3,1993,1
EQY,3,2004,1
EQY,3,2010,1
EQY,5,2007,1
EQY,5,2008,1
EQY,5,2019,1
EQY,6,1998,1
EQY,6,2004,1
EQY,6,2009,1
EQY,7,1990,1
EQY,7,2002,1
EQY,8,1996,1
EQY,8,2000,1
EQY,9,1996,1
EQY,11,2009,1
EQY,12,1990,1
EQY,12,2013,1
EQY,12,2017,1
EUL,1,1999,1
EUL,1,2006,1
EUL,2,2003,1
EUL,3,1989,1
EUL,3,1997,1
EUL,4,2002,1
EUL,4,2013,1
EUL,5,1997,1
EUL,6,1996,1
EUL,6,2002,1
EUL,6,2009,1
EUL,6,2010,1
EUL,7,1991,1
EUL,7,1992,1
EUL,7,1998,1
EUL,7,2000,1
EUL,7,2005,1
EUL,7,2012,1
EUL,8,2001,1
EUL,9,1990,1
EUL,9,2003,1
EUL,10,1993,1
EUL,10,2014,1
EUL,11,1989,1
EVB,1,1994,1
EVB,1,2005,1
EVB,1,2006,1
EVB,1,2011,1
EVB,1,2012,1
EVB,2,1994,1
EVB,2,2009,1
EVB,2,2013,1
EVB,3,2003,1
EVB,3,2007,1
EVB,3,2014,1
EVB,3,2015,1
EVB,4,1989,1
EVB,4,2013,1
EVB,4,2014,1
EVB,5,1990,1
EVB,5,1999,1
EVB,5,2013,1
EVB,6,2008,1
EVB,6,2011,1
EVB,6,2014,1
EVB,6,2015,1
EVB,6,2017,1
EVB,6,2018,1
EVB,6,2019,1
EVB,7,2009,1
EVB,7,2013,1
EVB,8,1989,1
EVB,8,2002,1
EVB,9,1995,1
EVB,9,2003,1
EVB,9,2008,1
EVB,10,2005,1
EVB,10,2018,1
EVB,11,2018,1
EVB,12,2006,1
EVB,12,2013,1
EVB,12,2017,1
EWR,1,1988,1
EWR,1,1989,3
EWR,1,1990,2
EWR,1,1991,2
EWR,1,1994,1
EWR,1,1999,1
EWR,1,2000,4
EWR,1,2002,2
EWR,1,2006,1
EWR,1,2008,1
EWR,1,2010,1
EWR,1,2016,1
EWR,2,1993,1
EWR,2,1996,1
EWR,2,1997,2
EWR,2,2001,5
EWR,2,2002,3
EWR,2,2003,1
EWR,2,2006,1
EWR,2,2010,1
EWR,2,2011,1
EWR,2,2012,1
EWR,2,2014,1
EWR,3,1988,1
EWR,3,1990,6
EWR,3,1992,2
EWR,3,1993,2
EWR,3,1997,1
EWR,3,2001,1
EWR,3,2002,2
EWR,3,2006,2
EWR,3,2011,1
EWR,3,2015,1
EWR,3,2018,1
EWR,3,2019,2
EWR,4,1988,2
EWR,4,1990,1
EWR,4,1991,2
EWR,4,1992,2
EWR,4,1993,1
EWR,4,1994,2
EWR,4,1997,2
EWR,4,2001,3
EWR,4,2002,1
EWR,4,2009,2
EWR,4,2010,1
EWR,4,2017,1
EWR,5,1988,2
EWR,5,1989,1
EWR,5,1990,2
EWR,5,1991,1
EWR,5,1992,1
EWR,5,1995,2
EWR,5,1996,2
EWR,5,1998,1
EWR,5,2002,1
EWR,5,2007,1
EWR,5,2009,3
EWR,5,2010,1
EWR,6,1988,1
EWR,6,1990,1
EWR,6,1994,2
EWR,6,1997,2
EWR,6,1998,2
EWR,6,1999,1
EWR,6,2000,3
EWR,6,2001,2
EWR,6,2007,2
EWR,6,2017,1
EWR,6,2019,1
EWR,7,1989,2
EWR,7,1990,2
EWR,7,1991,3
EWR,7,1992,1
EWR,7,1994,2
EWR,7,1998,4
EWR,7,1999,2
EWR,7,2000,1
EWR,7,2004,1
EWR,7,2005,1
EWR,7,2007,1
EWR,7,2013,1
EWR,7,2014,1
EWR,7,2015,1
EWR,8,1988,1
EWR,8,1990,7
EWR,8,1992,2
EWR,8,1993,1
EWR,8,1994,1
EWR,8,1995,1
EWR,8,1996,1
EWR,8,1997,2
EWR,8,1998,1
EWR,8,1999,5
EWR,8,2000,1
EWR,8,2001,4
EWR,8,2002,1
EWR,8,2004,1
EWR,8,2005,2
EWR,8,2007,3
EWR,8,2008,1
EWR,8,2013,2
EWR,9,1988,2
EWR,9,1989,1
EWR,9,1990,1
EWR,9,1991,1
EWR,9,1993,2
EWR,9,1996,2
EWR,9,1997,1
EWR,9,1998,4
EWR,9,1999,3
EWR,9,2000,2
EWR,9,2007,1
EWR,9,2009,1
EWR,9,2010,1
EWR,9,2017,1
EWR,10,1988,3
EWR,10,1990,1
EWR,10,1991,3
EWR,10,1993,1
EWR,10,1994,1
EWR,10,1995,1
EWR,10,1997,1
EWR,10,1998,1
EWR,10,2000,1
EWR,10,2001,1
EWR,10,2002,1
EWR,10,2005,1
EWR,10,2016,1
EWR,10,2019,1
EWR,11,1988,1
EWR,11,1990,2
EWR,11,1991,1
EWR,11,1995,1
EWR,11,1998,2
EWR,11,1999,1
EWR,11,2000,1
EWR,11,2001,2
EWR,11,2003,1
EWR,11,2009,1
EWR,11,2011,1
EWR,11,2012,1
EWR,12,1988,3
EWR,12,1990,2
EWR,12,1993,3
EWR,12,1995,1
EWR,12,1999,1
EWR,12,2000,1
EWR,12,2001,1
EWR,12,2007,1
EWR,12,2008,1
EWR,12,2016,2
EWR,12,2017,1
EWR,12,2018,1
EYQ,2,1998,1
EYQ,2,2004,1
EYQ,3,1988,1
EYQ,4,1992,1
EYQ,5,2005,1
EYQ,6,1988,1
EYQ,6,1995,1
EYQ,6,2005,1
EYQ,6,2009,1
EYQ,6,2014,1
EYQ,10,1990,1
EYQ,10,2003,1
EYQ,11,1988,1
EYQ,11,2004,1
FFC,1,1995,1
FFC,1,2001,1
FFC,1,2009,1
FFC,3,1991,1
FFC,4,2000,1
FFC,5,1989,1
FFC,7,1992,1
FFC,7,2001,1
FFC,8,1996,1
FFC,8,2005,1
FFC,8,2017,1
FFC,10,2003,1
FFC,10,2012,1
FFC,11,2002,1
FFC,11,2004,1
FIN,1,1990,1
FIN,1,2003,1
FIN,2,2009,2
FIN,3,1994,1
FIN,3,1997,1
FIN,4,1993,1
FIN,4,1995,1
FIN,4,1999,1
FIN,4,2002,1
FIN,4,2007,1
FIN,4,2012,1
FIN,4,2013,1
FIN,5,1995,1
FIN,5,2002,1
FIN,5,2010,1
FIN,5,2016,1
FIN,5,2018,1
FIN,6,1991,1
FIN,6,1993,1
FIN,6,1999,1
FIN,7,1995,1
FIN,7,1996,1
FIN,7,2013,1
FIN,7,2014,1
FIN,7,2018,1
FIN,8,2006,1
FIN,8,2013,1
FIN,9,2006,1
FIN,9,2013,1
FIN,9,2017,1
FIN,10,2013,1
FIN,10,2018,1
FIN,11,1989,1
FIN,11,2003,1
FIN,11,2016,1
FIN,12,1990,1
FIN,12,2013,1
FIT,1,1989,1
FIT,1,1994,1
FIT,2,2019,1
FIT,3,2011,1
FIT,4,2010,1
FIT,5,1997,1
FIT,5,2001,1
FIT,6,1994,1
FIT,6,2014,1
FIT,8,1993,1
FIT,8,1994,1
FIT,8,1995,1
FIT,8,1997,1
FIT,8,2002,1
FIT,9,1992,1
FIT,9,2005,1
FIT,9,2011,1
FIT,10,2005,1
FIT,10,2008,1
FIT,12,1992,1
FIT,12,1993,1
FLL,1,1988,4
FLL,1,1990,2
FLL,1,1991,3
FLL,1,1993,1
FLL,1,1999,1
FLL,1,2001,1
FLL,1,2002,1
FLL,1,2005,1
FLL,1,2007,1
FLL,1,2011,3
FLL,1,2012,1
FLL,2,1990,2
FLL,2,1991,2
FLL,2,1993,3
FLL,2,1995,5
FLL,2,1996,1
FLL,2,2000,1
FLL,2,2003,1
FLL,2,2009,1
FLL,2,2011,1
FLL,2,2012,2
