tracon_code,month,year,faa_incidents
FLL,2,2013,1
FLL,2,2016,1
FLL,3,1988,2
FLL,3,1989,2
FLL,3,1992,1
FLL,3,1994,3
FLL,3,1996,2
FLL,3,1998,1
FLL,3,1999,1
FLL,3,2000,1
FLL,3,2001,2
FLL,3,2002,1
FLL,3,2004,2
FLL,3,2005,1
FLL,3,2007,1
FLL,3,2011,1
FLL,3,2012,2
FLL,3,2016,1
FLL,3,2019,1
FLL,4,1988,5
FLL,4,1989,2
FLL,4,1990,1
FLL,4,1991,2
FLL,4,1992,5
FLL,4,1993,1
FLL,4,1995,1
FLL,4,1996,1
FLL,4,1999,1
FLL,4,2001,1
FLL,4,2004,1
FLL,4,2005,2
FLL,4,2008,2
FLL,4,2009,1
FLL,4,2014,1
FLL,4,2015,1
FLL,4,2019,1
FLL,5,1988,4
FLL,5,1992,1
FLL,5,1996,1
FLL,5,1998,1
FLL,5,2000,2
FLL,5,2001,1
FLL,5,2003,1
FLL,5,2006,1
FLL,5,2008,1
FLL,5,2010,1
FLL,5,2012,1
FLL,5,2016,1
FLL,5,2017,1
FLL,6,1988,1
FLL,6,1989,1
FLL,6,1990,2
FLL,6,1991,2
FLL,6,1992,1
FLL,6,1994,3
FLL,6,1995,1
FLL,6,1996,2
FLL,6,1997,1
FLL,6,1998,2
FLL,6,1999,1
FLL,6,2000,1
FLL,6,2010,1
FLL,7,1988,1
FLL,7,1990,1
FLL,7,1991,1
FLL,7,1992,1
FLL,7,1993,1
FLL,7,1994,2
FLL,7,1995,1
FLL,7,1996,4
FLL,7,2000,1
FLL,7,2001,2
FLL,7,2002,1
FLL,7,2003,1
FLL,7,2008,1
FLL,7,2010,1
FLL,8,1989,3
FLL,8,1990,2
FLL,8,1993,1
FLL,8,1995,1
FLL,8,1996,1
FLL,8,1998,1
FLL,8,1999,2
FLL,8,2001,1
FLL,8,2002,1
FLL,8,2005,1
FLL,8,2008,1
FLL,8,2009,1
FLL,9,1988,4
FLL,9,1989,2
FLL,9,1990,1
FLL,9,1992,1
FLL,9,1993,2
FLL,9,1994,1
FLL,9,1995,2
FLL,9,1996,1
FLL,9,1999,2
FLL,9,2001,1
FLL,9,2002,2
FLL,9,2010,1
FLL,9,2015,1
FLL,10,1988,1
FLL,10,1991,1
FLL,10,1992,3
FLL,10,1993,2
FLL,10,1996,1
FLL,10,1997,3
FLL,10,2001,1
FLL,10,2003,1
FLL,10,2004,1
FLL,10,2010,1
FLL,10,2012,1
FLL,10,2013,1
FLL,10,2016,1
FLL,11,1988,1
FLL,11,1990,1
FLL,11,1993,1
FLL,11,1994,2
FLL,11,1995,3
FLL,11,1999,1
FLL,11,2000,1
FLL,11,2002,1
FLL,11,2004,1
FLL,11,2007,1
FLL,12,1988,1
FLL,12,1990,2
FLL,12,1992,1
FLL,12,1993,1
FLL,12,1995,1
FLL,12,1998,1
FLL,12,1999,2
FLL,12,2000,1
FLL,12,2006,1
FLL,12,2007,2
FLL,12,2010,2
FLL,12,2011,1
FLL,12,2012,2
FLY,1,1995,1
FLY,1,2017,1
FLY,2,2003,1
FLY,3,1991,1
FLY,3,1994,1
FLY,3,2000,2
FLY,5,2000,1
FLY,6,1991,1
FLY,7,1988,1
FLY,7,1992,1
FLY,7,2016,1
FLY,8,1992,1
FLY,8,2002,2
FLY,8,2013,1
FLY,9,1993,1
FLY,10,1993,1
FLY,10,2004,1
FLY,10,2005,1
FLY,12,1993,1
FLY,12,2005,1
FTG,1,1994,1
FTG,1,2002,1
FTG,2,2009,1
FTG,2,2010,1
FTG,2,2017,1
FTG,2,2018,1
FTG,3,1989,1
FTG,3,1995,1
FTG,3,2004,1
FTG,4,1992,1
FTG,4,2007,1
FTG,4,2012,1
FTG,4,2015,1
FTG,5,1989,1
FTG,5,1990,1
FTG,5,1994,1
FTG,5,2005,1
FTG,5,2006,1
FTG,5,2016,1
FTG,6,2005,1
FTG,6,2006,1
FTG,6,2008,1
FTG,6,2019,1
FTG,7,1991,1
FTG,7,2001,1
FTG,7,2004,1
FTG,7,2014,1
FTG,8,1990,1
FTG,8,2005,2
FTG,8,2006,1
FTG,8,2007,1
FTG,9,1988,1
FTG,9,1995,1
FTG,9,2002,1
FTG,9,2016,2
FTG,9,2018,2
FTG,10,1991,1
FTG,10,2003,2
FTG,10,2014,1
FTG,11,1993,1
FTG,11,1997,1
FTG,11,2002,1
FTG,11,2009,1
FTG,12,1991,1
FTG,12,1994,1
FTG,12,2006,1
FTG,12,2014,1
FTG,12,2017,1
FWQ,1,1996,1
FWQ,1,1998,1
FWQ,1,2005,1
FWQ,3,2010,1
FWQ,4,1992,1
FWQ,4,2014,1
FWQ,5,1998,1
FWQ,5,2008,1
FWQ,6,2010,1
FWQ,7,1989,1
FWQ,7,2018,1
FWQ,8,1995,2
FWQ,8,2000,1
FWQ,9,1988,1
FWQ,10,1992,1
FWQ,10,1994,1
FWQ,12,1990,1
FWS,1,2016,1
FWS,1,2017,1
FWS,2,2004,1
FWS,3,1992,1
FWS,3,1996,1
FWS,4,1994,1
FWS,4,1999,2
FWS,4,2006,1
FWS,5,2006,2
FWS,6,1992,1
FWS,6,2014,1
FWS,6,2016,1
FWS,6,2019,1
FWS,7,1998,1
FWS,7,2012,1
FWS,8,1989,1
FWS,8,2000,1
FWS,8,2010,1
FWS,9,1998,1
FWS,9,2002,1
FWS,10,2003,1
FWS,10,2010,1
FWS,12,1997,1
FWS,12,2011,1
GKY,1,1993,1
GKY,1,1997,1
GKY,1,1998,1
GKY,1,2007,1
GKY,1,2010,1
GKY,1,2016,1
GKY,2,1991,1
GKY,2,1992,1
GKY,2,1993,1
GKY,2,2011,1
GKY,2,2013,1
GKY,3,1988,1
GKY,3,2006,1
GKY,4,2002,1
GKY,4,2003,1
GKY,5,1993,1
GKY,5,1995,1
GKY,5,2007,1
GKY,6,1996,1
GKY,6,2003,1
GKY,6,2009,1
GKY,6,2012,1
GKY,6,2013,1
GKY,7,1988,1
GKY,7,1996,1
GKY,7,2003,1
GKY,7,2009,1
GKY,8,1991,2
GKY,8,2002,1
GKY,8,2003,1
GKY,8,2009,1
GKY,8,2011,1
GKY,8,2013,1
GKY,10,2002,1
GKY,10,2010,1
GKY,11,1992,1
GKY,11,1993,1
GKY,11,1997,1
GKY,12,1990,1
GKY,12,1997,1
GKY,12,2005,1
GPM,1,1988,1
GPM,1,1996,1
GPM,1,1997,1
GPM,1,2009,1
GPM,2,1990,1
GPM,2,1992,1
GPM,2,2018,1
GPM,4,1992,1
GPM,4,1997,1
GPM,4,2001,1
GPM,4,2015,1
GPM,5,1989,1
GPM,5,1990,1
GPM,5,2013,1
GPM,5,2017,1
GPM,6,2007,1
GPM,7,1991,1
GPM,7,1999,1
GPM,7,2008,1
GPM,8,1993,1
GPM,8,1999,1
GPM,8,2001,1
GPM,10,2001,1
GPM,10,2003,1
GPM,10,2017,1
GPM,11,1989,1
GPM,11,1994,1
GPM,11,2010,1
GPM,11,2013,1
GTU,1,1989,1
GTU,1,1994,1
GTU,1,1995,2
GTU,1,2009,1
GTU,2,2003,1
GTU,2,2009,1
GTU,2,2010,1
GTU,3,1989,1
GTU,3,2005,1
GTU,3,2016,1
GTU,4,1991,1
GTU,4,2000,1
GTU,4,2012,1
GTU,5,2008,1
GTU,5,2014,1
GTU,5,2018,1
GTU,6,2001,1
GTU,7,1992,1
GTU,7,2003,1
GTU,7,2006,1
GTU,7,2014,1
GTU,9,2008,1
GTU,9,2017,1
GTU,9,2019,1
GTU,11,1998,1
GTU,11,2005,1
GTU,11,2007,1
GTU,12,1989,1
GTU,12,2003,1
GTU,12,2019,1
GVQ,2,1989,1
GVQ,3,1992,1
GVQ,3,2003,1
GVQ,4,1990,1
GVQ,4,1994,2
GVQ,4,2005,1
GVQ,4,2007,1
GVQ,5,1995,1
GVQ,5,2008,1
GVQ,5,2018,1
GVQ,6,1988,1
GVQ,6,1998,1
GVQ,7,1989,1
GVQ,7,2000,1
GVQ,7,2001,1
GVQ,7,2008,1
GVQ,8,1992,1
GVQ,8,1994,1
GVQ,8,1995,1
GVQ,8,1997,1
GVQ,9,1995,1
GVQ,9,1998,1
GVQ,9,2018,1
GVQ,10,1988,1
GVQ,11,1990,1
GVQ,11,1995,1
GVQ,11,1998,1
GVQ,11,2010,1
GVQ,11,2014,1
GVQ,12,1994,1
GYY,1,1997,1
GYY,1,2000,1
GYY,1,2006,1
GYY,1,2008,1
GYY,2,1988,1
GYY,2,1993,1
GYY,2,1996,2
GYY,3,1989,1
GYY,3,1991,1
GYY,3,1994,1
GYY,4,1995,1
GYY,4,1999,1
GYY,5,2005,1
GYY,5,2007,1
GYY,6,1989,1
GYY,6,1993,2
GYY,6,1995,1
GYY,6,2000,1
GYY,6,2016,1
GYY,8,1996,1
GYY,8,1999,1
GYY,9,1998,1
GYY,10,1990,1
GYY,10,1992,1
GYY,10,1999,1
GYY,10,2009,1
GYY,11,2015,1
GYY,12,1988,1
GYY,12,1995,1
HDC,1,2005,1
HDC,1,2013,1
HDC,2,1993,1
HDC,3,2008,1
HDC,3,2010,1
HDC,3,2017,1
HDC,5,2004,1
HDC,5,2006,1
HDC,5,2017,1
HDC,6,1994,1
HDC,6,2002,1
HDC,7,1991,1
HDC,7,2003,1
HDC,7,2012,1
HDC,8,1991,1
HDC,8,1996,1
HDC,10,2001,1
HDC,10,2015,1
HDC,12,2018,1
HDC,12,2019,1
HEG,1,1994,1
HEG,3,1993,1
HEG,4,1992,1
HEG,4,1997,1
HEG,4,2009,1
HEG,4,2011,1
HEG,5,2009,1
HEG,6,2013,1
HEG,7,1995,1
HEG,8,2000,1
HEG,8,2018,1
HEG,9,2003,1
HEG,9,2015,1
HEG,9,2019,1
HEG,11,1999,1
HEG,11,2009,1
HEG,12,2002,1
HNL,1,1988,2
HNL,1,1989,8
HNL,1,1990,1
HNL,1,1991,1
HNL,1,1993,2
HNL,1,2001,2
HNL,1,2009,2
HNL,2,1988,1
HNL,2,1989,3
HNL,2,1990,1
HNL,2,1991,2
HNL,2,1993,2
HNL,2,1995,1
HNL,2,1998,4
HNL,2,1999,1
HNL,2,2002,3
HNL,2,2005,1
HNL,2,2015,1
HNL,2,2016,2
HNL,2,2018,2
HNL,3,1988,1
HNL,3,1989,6
HNL,3,1991,1
HNL,3,1992,3
HNL,3,1993,3
HNL,3,1995,1
HNL,3,1997,1
HNL,3,1998,1
HNL,3,2000,1
HNL,3,2001,1
HNL,3,2002,1
HNL,3,2003,1
HNL,3,2005,1
HNL,3,2006,1
HNL,3,2007,2
HNL,3,2011,1
HNL,3,2018,1
HNL,4,1989,2
HNL,4,1990,1
HNL,4,1992,1
HNL,4,1994,1
HNL,4,1998,1
HNL,4,1999,2
HNL,4,2000,2
HNL,4,2002,2
HNL,4,2008,1
HNL,4,2010,1
HNL,4,2011,1
HNL,5,1988,1
HNL,5,1991,1
HNL,5,1992,1
HNL,5,1995,2
HNL,5,1996,1
HNL,5,1998,2
HNL,5,2002,1
HNL,5,2004,2
HNL,5,2012,1
HNL,6,1988,2
HNL,6,1989,5
HNL,6,1991,1
HNL,6,2004,2
HNL,6,2009,1
HNL,6,2013,2
HNL,7,1988,1
HNL,7,1989,1
HNL,7,1990,1
HNL,7,1991,3
HNL,7,1993,1
HNL,7,1995,1
HNL,7,1996,2
HNL,7,1997,1
HNL,7,2000,2
HNL,7,2016,1
HNL,8,1988,1
HNL,8,1989,2
HNL,8,1990,4
HNL,8,1991,3
HNL,8,1992,4
HNL,8,1996,1
HNL,8,1998,1
HNL,8,2000,3
HNL,8,2001,1
HNL,8,2002,1
HNL,8,2003,1
HNL,8,2008,1
HNL,8,2019,1
HNL,9,1990,1
HNL,9,1992,1
HNL,9,1997,1
HNL,10,1988,1
HNL,10,1989,1
HNL,10,1990,2
HNL,10,1991,3
HNL,10,1992,2
HNL,10,1995,2
HNL,10,1998,2
HNL,10,2001,1
HNL,11,1988,1
HNL,11,1989,1
HNL,11,1990,2
HNL,11,1991,2
HNL,11,1992,2
HNL,11,1993,1
HNL,11,1997,1
HNL,11,1999,1
HNL,11,2002,1
HNL,11,2004,4
HNL,11,2010,1
HNL,11,2013,1
HNL,11,2014,1
HNL,12,1988,8
HNL,12,1989,1
HNL,12,1990,2
HNL,12,1991,1
HNL,12,1992,2
HNL,12,1999,1
HNL,12,2000,1
HNL,12,2002,2
HNL,12,2004,1
HNL,12,2009,1
HNL,12,2011,3
HNL,12,2014,1
HNL,12,2017,1
HOU,1,1988,1
HOU,1,1989,1
HOU,1,2005,1
HOU,1,2007,1
HOU,2,1989,1
HOU,2,1992,2
HOU,2,1994,2
HOU,2,1998,1
HOU,2,2014,1
HOU,3,1989,2
HOU,3,1990,1
HOU,3,1991,4
HOU,3,1993,2
HOU,3,1994,1
HOU,3,2003,1
HOU,3,2004,1
HOU,3,2013,1
HOU,3,2015,1
HOU,4,1991,1
HOU,4,1994,1
HOU,5,1988,1
HOU,5,1990,3
HOU,5,1991,1
HOU,5,1992,2
HOU,5,1994,2
HOU,5,1996,1
HOU,5,1998,1
HOU,5,2004,1
HOU,5,2009,1
HOU,6,1988,2
HOU,6,1990,1
HOU,6,1991,2
HOU,6,1992,2
HOU,7,1991,3
HOU,7,1993,1
HOU,7,1996,1
HOU,7,2002,1
HOU,7,2007,1
HOU,8,1988,3
HOU,8,1990,3
HOU,8,1991,2
HOU,8,1992,1
HOU,8,1995,2
HOU,8,1998,1
HOU,9,1989,1
HOU,9,1991,2
HOU,9,1993,1
HOU,9,1995,1
HOU,9,2002,1
HOU,9,2004,1
HOU,9,2005,1
HOU,9,2007,1
HOU,10,1988,2
HOU,10,1991,1
HOU,10,1994,2
HOU,10,2008,1
HOU,11,1988,1
HOU,11,1989,1
HOU,11,1990,1
HOU,11,1993,1
HOU,11,1997,1
HOU,11,2003,1
HOU,11,2004,1
HOU,11,2005,1
HOU,11,2013,1
HOU,12,1988,1
HOU,12,1990,1
HOU,12,1992,1
HOU,12,2002,1
HOU,12,2006,1
HQZ,1,1998,1
HQZ,2,1999,1
HQZ,3,1989,1
HQZ,3,1990,1
HQZ,3,1995,1
HQZ,3,2008,1
HQZ,3,2015,1
HQZ,5,1997,1
HQZ,5,2014,1
HQZ,6,1997,1
HQZ,6,2001,1
HQZ,7,2013,1
HQZ,8,2016,1
HQZ,9,2003,1
HQZ,9,2005,1
HQZ,10,2015,1
HQZ,11,1991,2
HQZ,11,1994,1
HQZ,11,1996,2
HQZ,11,2004,1
HQZ,11,2016,1
HQZ,12,1999,2
HQZ,12,2013,1
HWY,1,1988,1
HWY,1,2002,1
HWY,2,2000,1
HWY,2,2016,1
HWY,3,1996,1
HWY,3,2006,1
HWY,3,2011,1
HWY,3,2016,1
HWY,4,2016,1
HWY,5,1999,1
HWY,6,2019,1
HWY,7,2002,1
HWY,7,2019,1
HWY,8,1999,1
HWY,8,2000,1
HWY,8,2001,1
HWY,8,2007,1
HWY,8,2017,1
HWY,8,2019,1
HWY,9,1997,1
HWY,9,2006,1
HWY,9,2016,1
HWY,10,1998,1
HWY,10,2007,1
HWY,11,2007,1
HYI,1,2003,1
HYI,1,2011,1
HYI,1,2013,1
HYI,1,2017,1
HYI,1,2018,1
HYI,2,2014,1
HYI,3,1995,1
HYI,3,2008,1
HYI,4,1988,1
HYI,4,1993,1
HYI,6,2017,1
HYI,7,1990,1
HYI,8,2018,1
HYI,9,1992,1
HYI,9,2012,1
HYI,9,2014,1
HYI,9,2018,1
HYI,10,1996,1
HYI,10,2008,1
HYI,10,2011,1
HYI,10,2012,1
HYI,11,1997,1
HYI,12,1992,1
HYI,12,2001,1
HYI,12,2012,1
HYI,12,2016,1
I69,1,2015,1
I69,2,1992,1
I69,3,2008,1
I69,4,1999,1
I69,4,2004,1
I69,4,2015,1
I69,5,1998,1
I69,6,2003,1
I69,6,2009,1
I69,6,2018,1
I69,8,2002,1
I69,8,2010,1
I69,8,2015,1
I69,9,2000,1
I69,9,2001,1
I69,10,2001,1
I69,10,2010,1
I69,11,2001,1
I69,12,2015,1
I74,1,1998,1
I74,2,2011,1
I74,3,2010,1
I74,5,1994,1
I74,6,2004,1
I74,6,2008,1
I74,7,1989,1
I74,7,1997,2
I74,7,1998,1
I74,8,2014,1
I74,10,2006,1
I74,10,2018,1
I74,11,1992,1
I74,11,1999,1
I74,11,2017,1
I74,12,2003,1
IAD,1,1989,1
IAD,1,1992,2
IAD,1,1994,2
IAD,1,1997,2
IAD,1,1999,1
IAD,1,2004,1
IAD,1,2015,1
IAD,2,1988,1
IAD,2,1990,1
IAD,2,1993,4
IAD,2,1994,3
IAD,2,1996,2
IAD,2,2003,1
IAD,2,2007,1
IAD,2,2008,3
IAD,2,2011,1
IAD,2,2016,1
IAD,3,1988,1
IAD,3,1991,1
IAD,3,1993,4
IAD,3,1994,2
IAD,3,1996,1
IAD,3,2001,1
IAD,3,2002,1
IAD,3,2010,1
IAD,3,2014,1
IAD,3,2018,1
IAD,4,1989,1
IAD,4,1991,2
IAD,4,1993,3
IAD,4,1994,1
IAD,4,1996,2
IAD,4,1998,2
IAD,4,2006,1
IAD,4,2016,1
IAD,5,1989,1
IAD,5,1990,1
IAD,5,1993,3
IAD,5,1998,1
IAD,5,2006,1
IAD,5,2008,1
IAD,5,2010,2
IAD,6,1989,2
IAD,6,1990,1
IAD,6,1993,3
IAD,6,1994,1
IAD,6,1998,1
IAD,6,2001,1
IAD,6,2005,1
IAD,6,2015,1
IAD,7,1990,1
IAD,7,1993,1
IAD,7,1994,2
IAD,7,1996,1
IAD,7,2001,1
IAD,7,2002,1
IAD,7,2010,1
IAD,7,2013,1
IAD,7,2015,1
IAD,7,2016,1
IAD,8,1988,1
IAD,8,1990,1
IAD,8,1991,2
IAD,8,1993,2
IAD,8,1997,1
IAD,8,1998,1
IAD,8,2001,1
IAD,8,2004,1
IAD,8,2007,1
IAD,8,2009,1
IAD,8,2013,1
IAD,9,1990,1
IAD,9,1991,1
IAD,9,1993,1
IAD,9,1994,3
IAD,9,1997,1
IAD,9,1998,2
IAD,9,1999,2
IAD,9,2002,1
IAD,9,2008,1
IAD,9,2011,1
IAD,9,2016,1
IAD,10,1993,3
IAD,10,1995,1
IAD,10,1997,2
IAD,10,1999,1
IAD,10,2009,1
IAD,10,2014,1
IAD,11,1988,1
IAD,11,1992,1
IAD,11,1995,1
IAD,11,1996,2
IAD,11,1997,3
IAD,11,2000,1
IAD,11,2003,1
IAD,11,2009,3
IAD,11,2010,1
IAD,11,2012,1
IAD,11,2013,1
IAD,12,1992,1
IAD,12,1993,5
IAD,12,1995,2
IAD,12,1998,1
IAD,12,2010,1
IAD,12,2017,1
IAH,1,1991,1
IAH,1,1994,1
IAH,1,1998,1
IAH,1,2004,1
IAH,1,2006,1
IAH,2,1988,1
IAH,2,1989,2
IAH,2,1990,1
IAH,2,1991,1
IAH,2,1992,1
IAH,2,1993,1
IAH,2,1995,1
IAH,2,1996,1
IAH,2,1998,2
IAH,2,2000,1
IAH,2,2005,2
IAH,2,2007,1
IAH,2,2012,1
IAH,3,1988,2
IAH,3,1989,2
IAH,3,1990,2
IAH,3,1992,2
IAH,3,1993,1
IAH,3,1996,1
IAH,3,1997,1
IAH,3,2000,2
IAH,3,2001,1
IAH,3,2002,1
IAH,3,2003,1
IAH,3,2004,2
IAH,3,2006,1
IAH,4,1990,1
IAH,4,1991,2
IAH,4,1992,2
IAH,4,1993,1
IAH,4,1997,1
IAH,4,1999,1
IAH,4,2001,1
IAH,4,2004,1
IAH,4,2015,1
IAH,5,1988,1
IAH,5,1989,2
IAH,5,1990,1
IAH,5,1995,1
IAH,5,2006,1
IAH,6,1988,1
IAH,6,1989,1
IAH,6,1990,5
IAH,6,1991,2
IAH,6,1992,2
IAH,6,1993,2
IAH,6,1997,1
IAH,6,2003,1
IAH,6,2004,2
IAH,6,2015,1
IAH,6,2019,1
IAH,7,1989,1
IAH,7,1991,2
IAH,7,1993,1
IAH,7,1994,1
IAH,7,1997,1
IAH,7,2001,1
IAH,7,2003,1
IAH,7,2005,2
IAH,7,2010,1
IAH,8,1990,1
IAH,8,1992,1
IAH,8,1993,1
IAH,8,1994,2
IAH,8,2004,1
IAH,8,2005,2
IAH,8,2008,1
IAH,8,2012,1
IAH,8,2015,1
IAH,9,1988,1
IAH,9,1989,1
IAH,9,1991,2
IAH,9,1992,1
IAH,9,1993,1
IAH,9,1999,1
IAH,10,1988,1
IAH,10,1990,1
IAH,10,1991,2
IAH,10,1995,1
IAH,10,1996,2
IAH,10,2005,1
IAH,10,2006,2
IAH,11,1991,1
IAH,11,1994,1
IAH,11,2008,1
IAH,11,2014,1
IAH,11,2019,1
IAH,12,1988,3
IAH,12,1989,2
IAH,12,1991,4
IAH,12,1992,1
IAH,12,1994,1
IAH,12,1997,1
IAH,12,2005,2
IAH,12,2014,1
IAH,12,2017,1
IAH,12,2018,2
ICT,12,1993,1
IGQ,1,1991,1
IGQ,1,1997,1
IGQ,1,2012,1
IGQ,4,1995,1
IGQ,5,1993,1
IGQ,5,2002,1
IGQ,5,2006,1
IGQ,5,2012,1
IGQ,6,2000,1
IGQ,7,1991,2
IGQ,8,1989,1
IGQ,8,2006,1
IGQ,8,2019,1
IGQ,9,2006,1
IGQ,10,1988,1
IGQ,10,2019,1
IGQ,11,1993,1
IGQ,12,1990,1
IGQ,12,2003,1
IGQ,12,2015,1
IJD,1,2004,1
IJD,4,2003,1
IJD,7,2008,1
IJD,7,2018,1
IJD,9,2011,1
IJD,11,1990,1
IJD,11,2001,1
IJD,11,2005,1
IJD,11,2006,1
IJD,12,1990,1
IJD,12,2004,1
IJD,12,2014,1
IND,1,1988,4
IND,1,1989,2
IND,1,1990,2
IND,1,1991,4
IND,1,1992,2
IND,1,1994,1
IND,1,1995,1
IND,1,1997,2
IND,1,1998,2
IND,1,1999,1
IND,1,2000,1
IND,1,2003,6
IND,1,2004,2
IND,1,2005,1
IND,2,1989,2
IND,2,1990,4
IND,2,1991,2
IND,2,1992,1
IND,2,1993,1
IND,2,1994,2
IND,2,1996,1
IND,2,1999,1
IND,2,2000,2
IND,2,2003,3
IND,2,2004,2
IND,2,2005,1
IND,2,2018,1
IND,3,1988,1
IND,3,1989,3
IND,3,1991,6
IND,3,1992,5
IND,3,1993,1
IND,3,1995,1
IND,3,1997,1
IND,3,1998,2
IND,3,1999,6
IND,3,2000,1
IND,3,2001,2
IND,3,2002,2
IND,3,2003,3
IND,3,2005,1
IND,3,2010,1
IND,3,2013,1
IND,4,1988,1
IND,4,1989,3
IND,4,1990,2
IND,4,1991,4
IND,4,1992,1
IND,4,1993,1
IND,4,1998,2
IND,4,1999,2
IND,4,2000,2
IND,4,2001,1
IND,4,2002,1
IND,4,2003,2
IND,4,2004,1
IND,4,2005,1
IND,4,2008,1
IND,4,2010,1
IND,4,2011,1
IND,4,2018,1
IND,4,2019,1
IND,5,1988,2
IND,5,1990,3
IND,5,1991,4
IND,5,1992,4
IND,5,1993,1
IND,5,1995,1
IND,5,1996,3
IND,5,1998,3
IND,5,1999,1
IND,5,2000,1
IND,5,2001,2
IND,5,2002,1
IND,5,2004,3
IND,5,2005,1
IND,5,2008,1
IND,6,1989,1
IND,6,1990,1
IND,6,1992,1
IND,6,1998,1
IND,6,1999,3
IND,6,2005,1
IND,6,2008,1
IND,6,2010,1
IND,6,2012,1
IND,6,2013,1
IND,7,1988,6
IND,7,1989,1
IND,7,1990,2
IND,7,1992,1
IND,7,1997,5
IND,7,1998,2
IND,7,1999,1
IND,7,2000,1
IND,7,2001,2
IND,7,2005,1
IND,7,2008,1
IND,8,1988,3
IND,8,1989,1
IND,8,1990,2
IND,8,1991,2
IND,8,1992,1
IND,8,1998,2
IND,8,1999,4
IND,8,2000,1
IND,8,2001,1
IND,9,1988,1
IND,9,1990,4
IND,9,1991,2
IND,9,1992,1
IND,9,1993,1
IND,9,1997,2
IND,9,1998,4
IND,9,2000,2
IND,9,2001,2
IND,9,2003,2
IND,9,2008,1
IND,9,2010,1
IND,9,2012,1
IND,10,1988,2
IND,10,1989,3
IND,10,1990,3
IND,10,1991,3
IND,10,1992,2
IND,10,1995,1
IND,10,1996,1
IND,10,1997,2
IND,10,1998,2
IND,10,1999,1
IND,10,2000,2
IND,10,2001,3
IND,10,2003,1
IND,10,2004,1
IND,10,2007,1
IND,11,1989,5
IND,11,1990,2
IND,11,1991,1
IND,11,1993,1
IND,11,1995,1
IND,11,1997,1
IND,11,1998,3
IND,11,1999,1
IND,11,2000,1
IND,11,2002,2
IND,11,2003,2
IND,11,2004,1
IND,11,2006,1
IND,11,2007,2
IND,11,2011,1
IND,12,1988,2
IND,12,1990,5
IND,12,1991,2
IND,12,1993,2
IND,12,1996,1
IND,12,1997,4
IND,12,1998,1
IND,12,1999,2
IND,12,2000,2
IND,12,2002,1
IND,12,2003,5
IND,12,2008,1
IND,12,2011,1
INJ,4,2007,1
INJ,5,1995,1
INJ,5,2008,1
INJ,7,2009,1
INJ,7,2015,1
INJ,8,2005,1
INJ,11,2007,1
JFK,1,1989,1
JFK,1,1990,2
JFK,1,1991,2
JFK,1,1998,3
JFK,1,1999,2
JFK,1,2002,1
JFK,1,2007,1
JFK,1,2008,1
JFK,1,2015,1
JFK,2,1988,1
JFK,2,1989,2
JFK,2,1990,3
JFK,2,1991,1
JFK,2,1992,2
JFK,2,1993,1
JFK,2,1997,1
JFK,2,2001,1
JFK,2,2005,1
JFK,2,2006,1
JFK,2,2007,1
JFK,2,2009,1
JFK,2,2013,1
JFK,2,2015,1
JFK,3,1988,1
JFK,3,1989,1
JFK,3,1990,2
JFK,3,1991,1
JFK,3,1992,4
JFK,3,1993,1
JFK,3,1994,1
JFK,3,1999,1
JFK,3,2000,1
JFK,3,2008,1
JFK,3,2013,1
JFK,3,2014,1
JFK,4,1988,1
JFK,4,1990,3
JFK,4,1992,2
JFK,4,1993,1
JFK,4,1995,2
JFK,4,1996,1
JFK,4,1998,2
JFK,4,1999,2
JFK,4,2001,1
JFK,4,2004,1
JFK,4,2014,1
JFK,5,1989,1
JFK,5,1990,1
JFK,5,1993,1
JFK,5,2000,1
JFK,5,2002,2
JFK,5,2003,1
JFK,5,2012,1
JFK,5,2014,1
JFK,5,2017,1
JFK,5,2019,1
JFK,6,1988,2
JFK,6,1989,1
JFK,6,1990,3
JFK,6,1994,1
JFK,6,1996,2
JFK,6,2002,1
JFK,6,2003,1
JFK,6,2004,1
JFK,6,2005,2
JFK,6,2009,1
JFK,7,1988,2
JFK,7,1990,2
JFK,7,1991,3
JFK,7,1994,1
JFK,7,2004,1
JFK,7,2005,1
JFK,8,1990,2
JFK,8,1991,1
JFK,8,1995,1
JFK,8,1996,1
JFK,8,1999,1
JFK,8,2001,1
JFK,8,2004,1
JFK,8,2007,1
JFK,8,2010,1
JFK,8,2012,1
JFK,8,2018,1
JFK,9,1992,1
JFK,9,1993,1
JFK,9,2002,1
JFK,9,2010,1
JFK,9,2019,1
JFK,10,1988,1
JFK,10,1989,1
JFK,10,1991,2
JFK,10,1992,1
JFK,10,1995,1
JFK,10,2017,1
JFK,11,1989,2
JFK,11,1990,4
JFK,11,1991,1
JFK,11,1993,1
JFK,11,2002,1
JFK,11,2004,1
JFK,12,1989,2
JFK,12,1990,1
JFK,12,1992,2
JFK,12,1994,2
JFK,12,1995,1
JFK,12,1998,2
JFK,12,2007,1
JFK,12,2012,2
JFK,12,2013,1
JNX,1,1999,1
JNX,1,2006,1
JNX,2,2005,1
JNX,3,1998,1
JNX,3,2010,1
JNX,4,2005,1
JNX,4,2006,1
JNX,6,2000,1
JNX,8,1997,1
JNX,8,1998,1
JNX,9,1989,1
JNX,10,1991,1
JNX,11,1992,1
JNX,11,1993,1
JNX,12,2008,1
JYO,2,2019,1
JYO,3,1990,2
JYO,4,1989,1
