,tracon,year,month
5798,LAX,1991,3
5799,LAX,1991,4
5800,LAX,1991,5
5801,LAX,1991,6
5802,LAX,1991,7
5803,LAX,1991,8
5804,LAX,1991,9
5805,LAX,1991,10
5806,LAX,1991,11
5807,LAX,1991,12
5808,LAX,1992,1
5809,LAX,1992,2
5810,LAX,1992,3
5811,LAX,1992,4
5812,LAX,1992,5
5813,LAX,1992,6
5814,LAX,1992,7
5815,LAX,1992,8
5816,LAX,1992,9
5817,LAX,1992,10
5818,LAX,1992,11
5819,LAX,1992,12
5820,LAX,1993,1
5821,LAX,1993,2
5822,LAX,1993,3
5823,LAX,1993,4
5824,LAX,1993,5
5825,LAX,1993,6
5826,LAX,1993,7
5827,LAX,1993,8
5828,LAX,1993,9
5829,LAX,1993,10
5830,LAX,1993,11
5831,LAX,1993,12
5832,LAX,1994,1
5833,LAX,1994,2
5834,LAX,1994,3
5835,LAX,1994,4
5836,LAX,1994,5
5837,LAX,1994,6
5838,LAX,1994,7
5839,LAX,1994,8
5840,LAX,1994,9
5841,LAX,1994,10
5842,LAX,1994,11
5843,LAX,1994,12
5844,LAX,1995,1
5845,LAX,1995,2
5846,LAX,1995,3
5847,LAX,1995,4
5848,LAX,1995,5
5849,LAX,1995,6
5850,LAX,1995,7
5851,LAX,1995,8
5852,LAX,1995,9
5853,LAX,1995,10
5854,LAX,1995,11
5855,LAX,1995,12
5856,LAX,1996,1
5857,LAX,1996,2
5858,LAX,1996,3
5859,LAX,1996,4
5860,LAX,1996,5
5861,LAX,1996,6
5862,LAX,1996,7
5863,LAX,1996,8
5864,LAX,1996,9
5865,LAX,1996,10
5866,LAX,1996,11
5867,LAX,1996,12
5868,LAX,1997,1
5869,LAX,1997,2
5870,LAX,1997,3
5871,LAX,1997,4
5872,LAX,1997,5
5873,LAX,1997,6
5874,LAX,1997,7
5875,LAX,1997,8
5876,LAX,1997,9
5877,LAX,1997,10
5878,LAX,1997,11
5879,LAX,1997,12
5880,LAX,1998,1
5881,LAX,1998,2
5882,LAX,1998,3
5883,LAX,1998,4
5884,LAX,1998,5
5885,LAX,1998,6
5886,LAX,1998,7
5887,LAX,1998,8
5888,LAX,1998,9
5889,LAX,1998,10
5890,LAX,1998,11
5891,LAX,1998,12
5892,LAX,1999,1
5893,LAX,1999,2
5894,LAX,1999,3
5895,LAX,1999,4
5896,LAX,1999,5
5897,LAX,1999,6
5898,LAX,1999,7
5899,LAX,1999,8
5900,LAX,1999,9
5901,LAX,1999,10
5902,LAX,1999,11
5903,LAX,1999,12
5904,LAX,2000,1
5905,LAX,2000,2
5906,LAX,2000,3
5907,LAX,2000,4
5908,LAX,2000,5
5909,LAX,2000,6
5910,LAX,2000,7
5911,LAX,2000,8
5912,LAX,2000,9
5913,LAX,2000,10
5914,LAX,2000,11
5915,LAX,2000,12
5916,LAX,2001,1
5917,LAX,2001,2
5918,LAX,2001,3
5919,LAX,2001,4
5920,LAX,2001,5
5921,LAX,2001,6
5922,LAX,2001,7
5923,LAX,2001,8
5924,LAX,2001,9
5925,LAX,2001,10
5926,LAX,2001,11
5927,LAX,2001,12
5928,LAX,2002,1
5929,LAX,2002,2
5930,LAX,2002,3
5931,LAX,2002,4
5932,LAX,2002,5
5933,LAX,2002,6
5934,LAX,2002,7
5935,LAX,2002,8
5936,LAX,2002,9
5937,LAX,2002,10
5938,LAX,2002,11
5939,LAX,2002,12
5940,LAX,2003,1
5941,LAX,2003,2
5942,LAX,2003,3
5943,LAX,2003,4
5944,LAX,2003,5
5945,LAX,2003,6
5946,LAX,2003,7
5947,LAX,2003,8
5948,LAX,2003,9
5949,LAX,2003,10
5950,LAX,2003,11
5951,LAX,2003,12
5952,LAX,2004,1
5953,LAX,2004,2
5954,LAX,2004,3
5955,LAX,2004,4
5956,LAX,2004,5
5957,LAX,2004,6
5958,LAX,2004,7
5959,LAX,2004,8
5960,LAX,2004,9
5961,LAX,2004,10
5962,LAX,2004,11
5963,LAX,2004,12
5964,LAX,2005,1
5965,LAX,2005,2
5966,LAX,2005,3
5967,LAX,2005,4
5968,LAX,2005,5
5969,LAX,2005,6
5970,LAX,2005,7
5971,LAX,2005,8
5972,LAX,2005,9
5973,LAX,2005,10
5974,LAX,2005,11
5975,LAX,2005,12
5976,LAX,2006,1
5977,LAX,2006,2
5978,LAX,2006,3
5979,LAX,2006,4
5980,LAX,2006,5
5981,LAX,2006,6
5982,LAX,2006,7
5983,LAX,2006,8
5984,LAX,2006,9
5985,LAX,2006,10
5986,LAX,2006,11
5987,LAX,2006,12
5988,LAX,2007,1
5989,LAX,2007,2
5990,LAX,2007,3
5991,LAX,2007,4
5992,LAX,2007,5
5993,LAX,2007,6
5994,LAX,2007,7
5995,LAX,2007,8
5996,LAX,2007,9
5997,LAX,2007,10
5998,LAX,2007,11
5999,LAX,2007,12
6000,LAX,2008,1
6001,LAX,2008,2
6002,LAX,2008,3
6003,LAX,2008,4
6004,LAX,2008,5
6005,LAX,2008,6
6006,LAX,2008,7
6007,LAX,2008,8
6008,LAX,2008,9
6009,LAX,2008,10
6010,LAX,2008,11
6011,LAX,2008,12
6012,LAX,2009,1
6013,LAX,2009,2
6014,LAX,2009,3
6015,LAX,2009,4
6016,LAX,2009,5
6017,LAX,2009,6
6018,LAX,2009,7
6019,LAX,2009,8
6020,LAX,2009,9
6021,LAX,2009,10
6022,LAX,2009,11
6023,LAX,2009,12
6024,LAX,2010,1
6025,LAX,2010,2
6026,LAX,2010,3
6027,LAX,2010,4
6028,LAX,2010,5
6029,LAX,2010,6
6030,LAX,2010,7
6031,LAX,2010,8
6032,LAX,2010,9
6033,LAX,2010,10
6034,LAX,2010,11
6035,LAX,2010,12
6036,LAX,2011,1
6037,LAX,2011,2
6038,LAX,2011,3
6039,LAX,2011,4
6040,LAX,2011,5
6041,LAX,2011,6
6042,LAX,2011,7
6043,LAX,2011,8
6044,LAX,2011,9
6045,LAX,2011,10
6046,LAX,2011,11
6047,LAX,2011,12
6048,LAX,2012,1
6049,LAX,2012,2
6050,LAX,2012,3
6051,LAX,2012,4
6052,LAX,2012,5
6053,LAX,2012,6
6054,LAX,2012,7
6055,LAX,2012,8
6056,LAX,2012,9
6057,LAX,2012,10
6058,LAX,2012,11
6059,LAX,2012,12
6060,LAX,2013,1
6061,LAX,2013,2
6062,LAX,2013,3
6063,LAX,2013,4
6064,LAX,2013,5
6065,LAX,2013,6
6066,LAX,2013,7
6067,LAX,2013,8
6068,LAX,2013,9
6069,LAX,2013,10
6070,LAX,2013,11
6071,LAX,2013,12
6072,LAX,2014,1
6073,LAX,2014,2
6074,LAX,2014,3
6075,LAX,2014,4
6076,LAX,2014,5
6077,LAX,2014,6
6078,LAX,2014,7
6079,LAX,2014,8
6080,LAX,2014,9
6081,LAX,2014,10
6082,LAX,2014,11
6083,LAX,2014,12
6084,LAX,2015,1
6085,LAX,2015,2
6086,LAX,2015,3
6087,LAX,2015,4
6088,LAX,2015,5
6089,LAX,2015,6
6090,LAX,2015,7
6091,LAX,2015,8
6092,LAX,2015,9
6093,LAX,2015,10
6094,LAX,2015,11
6095,LAX,2015,12
6096,LAX,2016,1
6097,LAX,2016,2
6098,LAX,2016,3
6099,LAX,2016,4
6100,LAX,2016,5
6101,LAX,2016,6
6102,LAX,2016,7
6103,LAX,2016,8
6104,LAX,2016,9
6105,LAX,2016,10
6106,LAX,2016,11
6107,LAX,2016,12
6108,LAX,2017,1
6109,LAX,2017,2
6110,LAX,2017,3
6111,LAX,2017,4
6112,LAX,2017,5
6113,LAX,2017,6
6114,LAX,2017,7
6115,LAX,2017,8
6116,LAX,2017,9
6117,LAX,2017,10
6118,LAX,2017,11
6119,LAX,2017,12
6120,LAX,2018,1
6121,LAX,2018,2
6122,LAX,2018,3
6123,LAX,2018,4
6124,LAX,2018,5
6125,LAX,2018,6
6126,LAX,2018,7
6127,LAX,2018,8
6128,LAX,2018,9
6129,LAX,2018,10
6130,LAX,2018,11
6131,LAX,2018,12
6132,LAX,2019,1
6133,LAX,2019,2
6134,LAX,2019,3
6135,LAX,2019,4
6136,LAX,2019,5
6137,LAX,2019,6
6138,LAX,2019,7
6139,LAX,2019,8
6140,LAX,2019,9
6141,LAX,2019,10
6142,LAX,2019,11
6143,LAX,2019,12
6144,LGA,1988,1
6145,LGA,1988,2
6146,LGA,1988,3
6147,LGA,1988,4
6148,LGA,1988,5
6149,LGA,1988,6
6150,LGA,1988,7
6151,LGA,1988,8
6152,LGA,1988,9
6153,LGA,1988,10
6154,LGA,1988,11
6155,LGA,1988,12
6156,LGA,1989,1
6157,LGA,1989,2
6158,LGA,1989,3
6159,LGA,1989,4
6160,LGA,1989,5
6161,LGA,1989,6
6162,LGA,1989,7
6163,LGA,1989,8
6164,LGA,1989,9
6165,LGA,1989,10
6166,LGA,1989,11
6167,LGA,1989,12
6168,LGA,1990,1
6169,LGA,1990,2
6170,LGA,1990,3
6171,LGA,1990,4
6172,LGA,1990,5
6173,LGA,1990,6
6174,LGA,1990,7
6175,LGA,1990,8
6176,LGA,1990,9
6177,LGA,1990,10
6178,LGA,1990,11
6179,LGA,1990,12
6180,LGA,1991,1
6181,LGA,1991,2
6182,LGA,1991,3
6183,LGA,1991,4
6184,LGA,1991,5
6185,LGA,1991,6
6186,LGA,1991,7
6187,LGA,1991,8
6188,LGA,1991,9
6189,LGA,1991,10
6190,LGA,1991,11
6191,LGA,1991,12
6192,LGA,1992,1
6193,LGA,1992,2
6194,LGA,1992,3
6195,LGA,1992,4
6196,LGA,1992,5
6197,LGA,1992,6
6198,LGA,1992,7
6199,LGA,1992,8
6200,LGA,1992,9
6201,LGA,1992,10
6202,LGA,1992,11
6203,LGA,1992,12
6204,LGA,1993,1
6205,LGA,1993,2
6206,LGA,1993,3
6207,LGA,1993,4
6208,LGA,1993,5
6209,LGA,1993,6
6210,LGA,1993,7
6211,LGA,1993,8
6212,LGA,1993,9
6213,LGA,1993,10
6214,LGA,1993,11
6215,LGA,1993,12
6216,LGA,1994,1
6217,LGA,1994,2
6218,LGA,1994,3
6219,LGA,1994,4
6220,LGA,1994,5
6221,LGA,1994,6
6222,LGA,1994,7
6223,LGA,1994,8
6224,LGA,1994,9
6225,LGA,1994,10
6226,LGA,1994,11
6227,LGA,1994,12
6228,LGA,1995,1
6229,LGA,1995,2
6230,LGA,1995,3
6231,LGA,1995,4
6232,LGA,1995,5
6233,LGA,1995,6
6234,LGA,1995,7
6235,LGA,1995,8
6236,LGA,1995,9
6237,LGA,1995,10
6238,LGA,1995,11
6239,LGA,1995,12
6240,LGA,1996,1
6241,LGA,1996,2
6242,LGA,1996,3
6243,LGA,1996,4
6244,LGA,1996,5
6245,LGA,1996,6
6246,LGA,1996,7
6247,LGA,1996,8
6248,LGA,1996,9
6249,LGA,1996,10
6250,LGA,1996,11
6251,LGA,1996,12
6252,LGA,1997,1
6253,LGA,1997,2
6254,LGA,1997,3
6255,LGA,1997,4
6256,LGA,1997,5
6257,LGA,1997,6
6258,LGA,1997,7
6259,LGA,1997,8
6260,LGA,1997,9
6261,LGA,1997,10
6262,LGA,1997,11
6263,LGA,1997,12
6264,LGA,1998,1
6265,LGA,1998,2
6266,LGA,1998,3
6267,LGA,1998,4
6268,LGA,1998,5
6269,LGA,1998,6
6270,LGA,1998,7
6271,LGA,1998,8
6272,LGA,1998,9
6273,LGA,1998,10
6274,LGA,1998,11
6275,LGA,1998,12
6276,LGA,1999,1
6277,LGA,1999,2
6278,LGA,1999,3
6279,LGA,1999,4
6280,LGA,1999,5
6281,LGA,1999,6
6282,LGA,1999,7
6283,LGA,1999,8
6284,LGA,1999,9
6285,LGA,1999,10
6286,LGA,1999,11
6287,LGA,1999,12
6288,LGA,2000,1
6289,LGA,2000,2
6290,LGA,2000,3
6291,LGA,2000,4
6292,LGA,2000,5
6293,LGA,2000,6
6294,LGA,2000,7
6295,LGA,2000,8
6296,LGA,2000,9
6297,LGA,2000,10
6298,LGA,2000,11
6299,LGA,2000,12
6300,LGA,2001,1
6301,LGA,2001,2
6302,LGA,2001,3
6303,LGA,2001,4
6304,LGA,2001,5
6305,LGA,2001,6
6306,LGA,2001,7
6307,LGA,2001,8
6308,LGA,2001,9
6309,LGA,2001,10
6310,LGA,2001,11
6311,LGA,2001,12
6312,LGA,2002,1
6313,LGA,2002,2
6314,LGA,2002,3
6315,LGA,2002,4
6316,LGA,2002,5
6317,LGA,2002,6
6318,LGA,2002,7
6319,LGA,2002,8
6320,LGA,2002,9
6321,LGA,2002,10
6322,LGA,2002,11
6323,LGA,2002,12
6324,LGA,2003,1
6325,LGA,2003,2
6326,LGA,2003,3
6327,LGA,2003,4
6328,LGA,2003,5
6329,LGA,2003,6
6330,LGA,2003,7
6331,LGA,2003,8
6332,LGA,2003,9
6333,LGA,2003,10
6334,LGA,2003,11
6335,LGA,2003,12
6336,LGA,2004,1
6337,LGA,2004,2
6338,LGA,2004,3
6339,LGA,2004,4
6340,LGA,2004,5
6341,LGA,2004,6
6342,LGA,2004,7
6343,LGA,2004,8
6344,LGA,2004,9
6345,LGA,2004,10
6346,LGA,2004,11
6347,LGA,2004,12
6348,LGA,2005,1
6349,LGA,2005,2
6350,LGA,2005,3
6351,LGA,2005,4
6352,LGA,2005,5
6353,LGA,2005,6
6354,LGA,2005,7
6355,LGA,2005,8
6356,LGA,2005,9
6357,LGA,2005,10
6358,LGA,2005,11
6359,LGA,2005,12
6360,LGA,2006,1
6361,LGA,2006,2
6362,LGA,2006,3
6363,LGA,2006,4
6364,LGA,2006,5
6365,LGA,2006,6
6366,LGA,2006,7
6367,LGA,2006,8
6368,LGA,2006,9
6369,LGA,2006,10
6370,LGA,2006,11
6371,LGA,2006,12
6372,LGA,2007,1
6373,LGA,2007,2
6374,LGA,2007,3
6375,LGA,2007,4
6376,LGA,2007,5
6377,LGA,2007,6
6378,LGA,2007,7
6379,LGA,2007,8
6380,LGA,2007,9
6381,LGA,2007,10
6382,LGA,2007,11
6383,LGA,2007,12
6384,LGA,2008,1
6385,LGA,2008,2
6386,LGA,2008,3
6387,LGA,2008,4
6388,LGA,2008,5
6389,LGA,2008,6
6390,LGA,2008,7
6391,LGA,2008,8
6392,LGA,2008,9
6393,LGA,2008,10
6394,LGA,2008,11
6395,LGA,2008,12
6396,LGA,2009,1
6397,LGA,2009,2
6398,LGA,2009,3
6399,LGA,2009,4
6400,LGA,2009,5
6401,LGA,2009,6
6402,LGA,2009,7
6403,LGA,2009,8
6404,LGA,2009,9
6405,LGA,2009,10
6406,LGA,2009,11
6407,LGA,2009,12
6408,LGA,2010,1
6409,LGA,2010,2
6410,LGA,2010,3
6411,LGA,2010,4
6412,LGA,2010,5
6413,LGA,2010,6
6414,LGA,2010,7
6415,LGA,2010,8
6416,LGA,2010,9
6417,LGA,2010,10
6418,LGA,2010,11
6419,LGA,2010,12
6420,LGA,2011,1
6421,LGA,2011,2
6422,LGA,2011,3
6423,LGA,2011,4
6424,LGA,2011,5
6425,LGA,2011,6
6426,LGA,2011,7
6427,LGA,2011,8
6428,LGA,2011,9
6429,LGA,2011,10
6430,LGA,2011,11
6431,LGA,2011,12
6432,LGA,2012,1
6433,LGA,2012,2
6434,LGA,2012,3
6435,LGA,2012,4
6436,LGA,2012,5
6437,LGA,2012,6
6438,LGA,2012,7
6439,LGA,2012,8
6440,LGA,2012,9
6441,LGA,2012,10
6442,LGA,2012,11
6443,LGA,2012,12
6444,LGA,2013,1
6445,LGA,2013,2
6446,LGA,2013,3
6447,LGA,2013,4
6448,LGA,2013,5
6449,LGA,2013,6
6450,LGA,2013,7
6451,LGA,2013,8
6452,LGA,2013,9
6453,LGA,2013,10
6454,LGA,2013,11
6455,LGA,2013,12
6456,LGA,2014,1
6457,LGA,2014,2
6458,LGA,2014,3
6459,LGA,2014,4
6460,LGA,2014,5
6461,LGA,2014,6
6462,LGA,2014,7
6463,LGA,2014,8
6464,LGA,2014,9
6465,LGA,2014,10
6466,LGA,2014,11
6467,LGA,2014,12
6468,LGA,2015,1
6469,LGA,2015,2
6470,LGA,2015,3
6471,LGA,2015,4
6472,LGA,2015,5
6473,LGA,2015,6
6474,LGA,2015,7
6475,LGA,2015,8
6476,LGA,2015,9
6477,LGA,2015,10
6478,LGA,2015,11
6479,LGA,2015,12
6480,LGA,2016,1
6481,LGA,2016,2
6482,LGA,2016,3
6483,LGA,2016,4
6484,LGA,2016,5
6485,LGA,2016,6
6486,LGA,2016,7
6487,LGA,2016,8
6488,LGA,2016,9
6489,LGA,2016,10
6490,LGA,2016,11
6491,LGA,2016,12
6492,LGA,2017,1
6493,LGA,2017,2
6494,LGA,2017,3
6495,LGA,2017,4
6496,LGA,2017,5
6497,LGA,2017,6
6498,LGA,2017,7
6499,LGA,2017,8
6500,LGA,2017,9
6501,LGA,2017,10
6502,LGA,2017,11
6503,LGA,2017,12
6504,LGA,2018,1
6505,LGA,2018,2
6506,LGA,2018,3
6507,LGA,2018,4
6508,LGA,2018,5
6509,LGA,2018,6
6510,LGA,2018,7
6511,LGA,2018,8
6512,LGA,2018,9
6513,LGA,2018,10
6514,LGA,2018,11
6515,LGA,2018,12
6516,LGA,2019,1
6517,LGA,2019,2
6518,LGA,2019,3
6519,LGA,2019,4
6520,LGA,2019,5
6521,LGA,2019,6
6522,LGA,2019,7
6523,LGA,2019,8
6524,LGA,2019,9
6525,LGA,2019,10
6526,LGA,2019,11
6527,LGA,2019,12
6528,MCO,1988,1
6529,MCO,1988,2
6530,MCO,1988,3
6531,MCO,1988,4
6532,MCO,1988,5
6533,MCO,1988,6
6534,MCO,1988,7
6535,MCO,1988,8
6536,MCO,1988,9
6537,MCO,1988,10
6538,MCO,1988,11
6539,MCO,1988,12
6540,MCO,1989,1
6541,MCO,1989,2
6542,MCO,1989,3
6543,MCO,1989,4
6544,MCO,1989,5
6545,MCO,1989,6
6546,MCO,1989,7
6547,MCO,1989,8
6548,MCO,1989,9
6549,MCO,1989,10
6550,MCO,1989,11
6551,MCO,1989,12
6552,MCO,1990,1
6553,MCO,1990,2
6554,MCO,1990,3
6555,MCO,1990,4
6556,MCO,1990,5
6557,MCO,1990,6
6558,MCO,1990,7
6559,MCO,1990,8
6560,MCO,1990,9
6561,MCO,1990,10
6562,MCO,1990,11
6563,MCO,1990,12
6564,MCO,1991,1
6565,MCO,1991,2
6566,MCO,1991,3
6567,MCO,1991,4
6568,MCO,1991,5
6569,MCO,1991,6
6570,MCO,1991,7
6571,MCO,1991,8
6572,MCO,1991,9
6573,MCO,1991,10
6574,MCO,1991,11
6575,MCO,1991,12
6576,MCO,1992,1
6577,MCO,1992,2
6578,MCO,1992,3
6579,MCO,1992,4
6580,MCO,1992,5
6581,MCO,1992,6
6582,MCO,1992,7
6583,MCO,1992,8
6584,MCO,1992,9
6585,MCO,1992,10
6586,MCO,1992,11
6587,MCO,1992,12
6588,MCO,1993,1
6589,MCO,1993,2
6590,MCO,1993,3
6591,MCO,1993,4
6592,MCO,1993,5
6593,MCO,1993,6
6594,MCO,1993,7
6595,MCO,1993,8
6596,MCO,1993,9
6597,MCO,1993,10
6598,MCO,1993,11
6599,MCO,1993,12
6600,MCO,1994,1
6601,MCO,1994,2
6602,MCO,1994,3
6603,MCO,1994,4
6604,MCO,1994,5
6605,MCO,1994,6
6606,MCO,1994,7
6607,MCO,1994,8
6608,MCO,1994,9
6609,MCO,1994,10
6610,MCO,1994,11
6611,MCO,1994,12
6612,MCO,1995,1
6613,MCO,1995,2
6614,MCO,1995,3
6615,MCO,1995,4
6616,MCO,1995,5
6617,MCO,1995,6
6618,MCO,1995,7
6619,MCO,1995,8
6620,MCO,1995,9
6621,MCO,1995,10
6622,MCO,1995,11
6623,MCO,1995,12
6624,MCO,1996,1
6625,MCO,1996,2
6626,MCO,1996,3
6627,MCO,1996,4
6628,MCO,1996,5
6629,MCO,1996,6
6630,MCO,1996,7
6631,MCO,1996,8
6632,MCO,1996,9
6633,MCO,1996,10
6634,MCO,1996,11
6635,MCO,1996,12
6636,MCO,1997,1
6637,MCO,1997,2
6638,MCO,1997,3
6639,MCO,1997,4
6640,MCO,1997,5
6641,MCO,1997,6
6642,MCO,1997,7
6643,MCO,1997,8
6644,MCO,1997,9
6645,MCO,1997,10
6646,MCO,1997,11
6647,MCO,1997,12
6648,MCO,1998,1
6649,MCO,1998,2
6650,MCO,1998,3
6651,MCO,1998,4
6652,MCO,1998,5
6653,MCO,1998,6
6654,MCO,1998,7
6655,MCO,1998,8
6656,MCO,1998,9
6657,MCO,1998,10
6658,MCO,1998,11
6659,MCO,1998,12
6660,MCO,1999,1
6661,MCO,1999,2
6662,MCO,1999,3
6663,MCO,1999,4
6664,MCO,1999,5
6665,MCO,1999,6
6666,MCO,1999,7
6667,MCO,1999,8
6668,MCO,1999,9
6669,MCO,1999,10
6670,MCO,1999,11
6671,MCO,1999,12
6672,MCO,2000,1
6673,MCO,2000,2
6674,MCO,2000,3
6675,MCO,2000,4
6676,MCO,2000,5
6677,MCO,2000,6
6678,MCO,2000,7
6679,MCO,2000,8
6680,MCO,2000,9
6681,MCO,2000,10
6682,MCO,2000,11
6683,MCO,2000,12
6684,MCO,2001,1
6685,MCO,2001,2
6686,MCO,2001,3
6687,MCO,2001,4
6688,MCO,2001,5
6689,MCO,2001,6
6690,MCO,2001,7
6691,MCO,2001,8
6692,MCO,2001,9
6693,MCO,2001,10
6694,MCO,2001,11
6695,MCO,2001,12
6696,MCO,2002,1
6697,MCO,2002,2
6698,MCO,2002,3
6699,MCO,2002,4
6700,MCO,2002,5
6701,MCO,2002,6
6702,MCO,2002,7
6703,MCO,2002,8
6704,MCO,2002,9
6705,MCO,2002,10
6706,MCO,2002,11
6707,MCO,2002,12
6708,MCO,2003,1
6709,MCO,2003,2
6710,MCO,2003,3
6711,MCO,2003,4
6712,MCO,2003,5
6713,MCO,2003,6
6714,MCO,2003,7
6715,MCO,2003,8
6716,MCO,2003,9
6717,MCO,2003,10
6718,MCO,2003,11
6719,MCO,2003,12
6720,MCO,2004,1
6721,MCO,2004,2
6722,MCO,2004,3
6723,MCO,2004,4
6724,MCO,2004,5
6725,MCO,2004,6
6726,MCO,2004,7
6727,MCO,2004,8
6728,MCO,2004,9
6729,MCO,2004,10
6730,MCO,2004,11
6731,MCO,2004,12
6732,MCO,2005,1
6733,MCO,2005,2
6734,MCO,2005,3
6735,MCO,2005,4
6736,MCO,2005,5
6737,MCO,2005,6
6738,MCO,2005,7
6739,MCO,2005,8
6740,MCO,2005,9
6741,MCO,2005,10
6742,MCO,2005,11
6743,MCO,2005,12
6744,MCO,2006,1
6745,MCO,2006,2
6746,MCO,2006,3
6747,MCO,2006,4
6748,MCO,2006,5
6749,MCO,2006,6
6750,MCO,2006,7
6751,MCO,2006,8
6752,MCO,2006,9
6753,MCO,2006,10
6754,MCO,2006,11
6755,MCO,2006,12
6756,MCO,2007,1
6757,MCO,2007,2
6758,MCO,2007,3
6759,MCO,2007,4
6760,MCO,2007,5
6761,MCO,2007,6
6762,MCO,2007,7
6763,MCO,2007,8
6764,MCO,2007,9
6765,MCO,2007,10
6766,MCO,2007,11
6767,MCO,2007,12
6768,MCO,2008,1
6769,MCO,2008,2
6770,MCO,2008,3
6771,MCO,2008,4
6772,MCO,2008,5
6773,MCO,2008,6
6774,MCO,2008,7
6775,MCO,2008,8
6776,MCO,2008,9
6777,MCO,2008,10
6778,MCO,2008,11
6779,MCO,2008,12
6780,MCO,2009,1
6781,MCO,2009,2
6782,MCO,2009,3
6783,MCO,2009,4
6784,MCO,2009,5
6785,MCO,2009,6
6786,MCO,2009,7
6787,MCO,2009,8
6788,MCO,2009,9
6789,MCO,2009,10
6790,MCO,2009,11
6791,MCO,2009,12
6792,MCO,2010,1
6793,MCO,2010,2
6794,MCO,2010,3
6795,MCO,2010,4
6796,MCO,2010,5
6797,MCO,2010,6
6798,MCO,2010,7
6799,MCO,2010,8
6800,MCO,2010,9
6801,MCO,2010,10
6802,MCO,2010,11
6803,MCO,2010,12
6804,MCO,2011,1
6805,MCO,2011,2
6806,MCO,2011,3
6807,MCO,2011,4
6808,MCO,2011,5
6809,MCO,2011,6
6810,MCO,2011,7
6811,MCO,2011,8
6812,MCO,2011,9
6813,MCO,2011,10
6814,MCO,2011,11
6815,MCO,2011,12
6816,MCO,2012,1
6817,MCO,2012,2
6818,MCO,2012,3
6819,MCO,2012,4
6820,MCO,2012,5
6821,MCO,2012,6
6822,MCO,2012,7
6823,MCO,2012,8
6824,MCO,2012,9
6825,MCO,2012,10
6826,MCO,2012,11
6827,MCO,2012,12
6828,MCO,2013,1
6829,MCO,2013,2
6830,MCO,2013,3
6831,MCO,2013,4
6832,MCO,2013,5
6833,MCO,2013,6
6834,MCO,2013,7
6835,MCO,2013,8
6836,MCO,2013,9
6837,MCO,2013,10
6838,MCO,2013,11
6839,MCO,2013,12
6840,MCO,2014,1
6841,MCO,2014,2
6842,MCO,2014,3
6843,MCO,2014,4
6844,MCO,2014,5
6845,MCO,2014,6
6846,MCO,2014,7
6847,MCO,2014,8
6848,MCO,2014,9
6849,MCO,2014,10
6850,MCO,2014,11
6851,MCO,2014,12
6852,MCO,2015,1
6853,MCO,2015,2
6854,MCO,2015,3
6855,MCO,2015,4
6856,MCO,2015,5
6857,MCO,2015,6
6858,MCO,2015,7
6859,MCO,2015,8
6860,MCO,2015,9
6861,MCO,2015,10
6862,MCO,2015,11
6863,MCO,2015,12
6864,MCO,2016,1
6865,MCO,2016,2
6866,MCO,2016,3
6867,MCO,2016,4
6868,MCO,2016,5
6869,MCO,2016,6
6870,MCO,2016,7
6871,MCO,2016,8
6872,MCO,2016,9
6873,MCO,2016,10
6874,MCO,2016,11
6875,MCO,2016,12
6876,MCO,2017,1
6877,MCO,2017,2
6878,MCO,2017,3
6879,MCO,2017,4
6880,MCO,2017,5
6881,MCO,2017,6
6882,MCO,2017,7
6883,MCO,2017,8
6884,MCO,2017,9
6885,MCO,2017,10
6886,MCO,2017,11
6887,MCO,2017,12
6888,MCO,2018,1
6889,MCO,2018,2
6890,MCO,2018,3
6891,MCO,2018,4
6892,MCO,2018,5
6893,MCO,2018,6
6894,MCO,2018,7
6895,MCO,2018,8
6896,MCO,2018,9
6897,MCO,2018,10
6898,MCO,2018,11
6899,MCO,2018,12
6900,MCO,2019,1
6901,MCO,2019,2
6902,MCO,2019,3
6903,MCO,2019,4
6904,MCO,2019,5
6905,MCO,2019,6
6906,MCO,2019,7
6907,MCO,2019,8
6908,MCO,2019,9
6909,MCO,2019,10
6910,MCO,2019,11
6911,MCO,2019,12
6912,MDW,1988,1
6913,MDW,1988,2
6914,MDW,1988,3
6915,MDW,1988,4
6916,MDW,1988,5
6917,MDW,1988,6
6918,MDW,1988,7
6919,MDW,1988,8
6920,MDW,1988,9
6921,MDW,1988,10
6922,MDW,1988,11
6923,MDW,1988,12
6924,MDW,1989,1
6925,MDW,1989,2
6926,MDW,1989,3
6927,MDW,1989,4
6928,MDW,1989,5
6929,MDW,1989,6
6930,MDW,1989,7
6931,MDW,1989,8
6932,MDW,1989,9
6933,MDW,1989,10
6934,MDW,1989,11
6935,MDW,1989,12
6936,MDW,1990,1
6937,MDW,1990,2
6938,MDW,1990,3
6939,MDW,1990,4
6940,MDW,1990,5
6941,MDW,1990,6
6942,MDW,1990,7
6943,MDW,1990,8
6944,MDW,1990,9
6945,MDW,1990,10
6946,MDW,1990,11
6947,MDW,1990,12
6948,MDW,1991,1
6949,MDW,1991,2
6950,MDW,1991,3
6951,MDW,1991,4
6952,MDW,1991,5
6953,MDW,1991,6
6954,MDW,1991,7
6955,MDW,1991,8
6956,MDW,1991,9
6957,MDW,1991,10
6958,MDW,1991,11
6959,MDW,1991,12
6960,MDW,1992,1
6961,MDW,1992,2
6962,MDW,1992,3
