,tracon,year,month,ntsb_incidents,ntsb_accidents,faa_incidents,faa_ntsb_overlap,NTSB_FAA_incidents_total,NTSB_FAA_incidents_total_nodups,num_obs,num_obs_sum,num_word_sum,num_word_avg,num_unique_word_sum,num_unique_word_avg,FAA_total_sum,FAA_total_avg,FAA_unique_sum,FAA_unique_avg,NASA_total_sum,NASA_total_avg,NASA_unique_sum,NASA_unique_avg,AtcAdvisoryMultCount_sum,AtcAdvisoryMultCount_avg
0,ATL,1988.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,,,,,,,,,,,,,,,
1,ATL,1988.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1047.0,349.0,343.0,114.33333333333333,32.0,10.666666666666666,7.0,2.3333333333333335,134.0,44.666666666666664,46.0,15.333333333333334,3.0,1.0
2,ATL,1988.0,3.0,1.0,0.0,4.0,1.0,5.0,4.0,1.0,8.0,2657.0,332.125,704.0,88.0,106.0,13.25,19.0,2.375,334.0,41.75,84.0,10.5,8.0,1.0
3,ATL,1988.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,9.0,3907.0,434.1111111111111,981.0,109.0,136.0,15.11111111111111,19.0,2.111111111111111,475.0,52.77777777777778,96.0,10.666666666666666,9.0,1.0
4,ATL,1988.0,5.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,14.0,3960.0,282.85714285714283,993.0,70.92857142857143,140.0,10.0,21.0,1.5,481.0,34.357142857142854,99.0,7.071428571428571,15.0,1.0714285714285714
5,ATL,1988.0,6.0,0.0,0.0,2.0,0.0,2.0,2.0,7.0,14.0,3960.0,282.85714285714283,993.0,70.92857142857143,140.0,10.0,21.0,1.5,481.0,34.357142857142854,99.0,7.071428571428571,15.0,1.0714285714285714
6,ATL,1988.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,21.0,5458.0,259.9047619047619,1239.0,59.0,177.0,8.428571428571429,24.0,1.1428571428571428,686.0,32.666666666666664,112.0,5.333333333333333,23.0,1.0952380952380953
7,ATL,1988.0,8.0,3.0,0.0,3.0,3.0,6.0,3.0,2.0,23.0,5483.0,238.3913043478261,1298.0,56.43478260869565,173.0,7.521739130434782,26.0,1.1304347826086956,679.0,29.52173913043478,118.0,5.130434782608695,26.0,1.1304347826086956
8,ATL,1988.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,6283.0,314.15,1381.0,69.05,149.0,7.45,21.0,1.05,765.0,38.25,114.0,5.7,24.0,1.2
9,ATL,1988.0,10.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,22.0,6094.0,277.0,1304.0,59.27272727272727,158.0,7.181818181818182,22.0,1.0,754.0,34.27272727272727,115.0,5.2272727272727275,28.0,1.2727272727272727
10,ATL,1988.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,18.0,6797.0,377.6111111111111,1410.0,78.33333333333333,173.0,9.61111111111111,25.0,1.3888888888888888,825.0,45.833333333333336,118.0,6.555555555555555,23.0,1.2777777777777777
11,ATL,1988.0,12.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,18.0,6797.0,377.6111111111111,1410.0,78.33333333333333,173.0,9.61111111111111,25.0,1.3888888888888888,825.0,45.833333333333336,118.0,6.555555555555555,23.0,1.2777777777777777
12,ATL,1989.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,12.0,6044.0,503.6666666666667,1306.0,108.83333333333333,169.0,14.083333333333334,26.0,2.1666666666666665,745.0,62.083333333333336,118.0,9.833333333333334,16.0,1.3333333333333333
13,ATL,1989.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,5821.0,646.7777777777778,1216.0,135.11111111111111,176.0,19.555555555555557,26.0,2.888888888888889,718.0,79.77777777777777,113.0,12.555555555555555,12.0,1.3333333333333333
14,ATL,1989.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,5137.0,513.7,1143.0,114.3,176.0,17.6,27.0,2.7,640.0,64.0,111.0,11.1,12.0,1.2
15,ATL,1989.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,4494.0,561.75,1052.0,131.5,143.0,17.875,25.0,3.125,556.0,69.5,103.0,12.875,8.0,1.0
16,ATL,1989.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,3830.0,425.55555555555554,944.0,104.88888888888889,130.0,14.444444444444445,24.0,2.6666666666666665,495.0,55.0,100.0,11.11111111111111,9.0,1.0
17,ATL,1989.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,17.0,4188.0,246.35294117647058,998.0,58.705882352941174,150.0,8.823529411764707,25.0,1.4705882352941178,558.0,32.8235294117647,105.0,6.176470588235294,19.0,1.1176470588235294
18,ATL,1989.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,4773.0,280.7647058823529,1057.0,62.1764705882353,185.0,10.882352941176471,28.0,1.6470588235294117,593.0,34.88235294117647,111.0,6.529411764705882,19.0,1.1176470588235294
19,ATL,1989.0,8.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,17.0,5436.0,319.7647058823529,1235.0,72.6470588235294,178.0,10.470588235294118,28.0,1.6470588235294117,647.0,38.05882352941177,113.0,6.647058823529412,19.0,1.1176470588235294
20,ATL,1989.0,9.0,0.0,0.0,5.0,0.0,5.0,5.0,4.0,15.0,4547.0,303.1333333333333,1138.0,75.86666666666666,150.0,10.0,28.0,1.8666666666666667,533.0,35.53333333333333,104.0,6.933333333333334,17.0,1.1333333333333333
21,ATL,1989.0,10.0,0.0,0.0,3.0,0.0,3.0,3.0,6.0,18.0,5157.0,286.5,1150.0,63.888888888888886,180.0,10.0,30.0,1.6666666666666667,597.0,33.166666666666664,104.0,5.777777777777778,22.0,1.2222222222222223
22,ATL,1989.0,11.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,22.0,7237.0,328.95454545454544,1414.0,64.27272727272727,242.0,11.0,34.0,1.5454545454545454,850.0,38.63636363636363,124.0,5.636363636363637,27.0,1.2272727272727273
23,ATL,1989.0,12.0,0.0,0.0,3.0,0.0,3.0,3.0,2.0,16.0,7589.0,474.3125,1441.0,90.0625,230.0,14.375,34.0,2.125,885.0,55.3125,132.0,8.25,19.0,1.1875
24,ATL,1990.0,1.0,0.0,2.0,6.0,0.0,8.0,8.0,1.0,17.0,8664.0,509.6470588235294,1548.0,91.05882352941177,227.0,13.352941176470589,35.0,2.0588235294117645,1005.0,59.11764705882353,137.0,8.058823529411764,21.0,1.2352941176470589
25,ATL,1990.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,16.0,9075.0,567.1875,1619.0,101.1875,246.0,15.375,39.0,2.4375,1123.0,70.1875,149.0,9.3125,20.0,1.25
26,ATL,1990.0,3.0,1.0,0.0,5.0,1.0,6.0,5.0,2.0,19.0,11320.0,595.7894736842105,1885.0,99.21052631578948,319.0,16.789473684210527,46.0,2.4210526315789473,1394.0,73.36842105263158,170.0,8.947368421052632,24.0,1.263157894736842
27,ATL,1990.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,18228.0,1072.235294117647,2221.0,130.64705882352942,618.0,36.35294117647059,55.0,3.235294117647059,2285.0,134.41176470588235,182.0,10.705882352941176,20.0,1.1764705882352942
28,ATL,1990.0,5.0,1.0,0.0,2.0,0.0,3.0,3.0,1.0,13.0,17665.0,1358.8461538461538,2180.0,167.69230769230768,604.0,46.46153846153846,55.0,4.230769230769231,2236.0,172.0,179.0,13.76923076923077,15.0,1.1538461538461537
29,ATL,1990.0,6.0,2.0,0.0,2.0,2.0,4.0,2.0,5.0,12.0,18446.0,1537.1666666666667,2255.0,187.91666666666666,657.0,54.75,57.0,4.75,2367.0,197.25,185.0,15.416666666666666,14.0,1.1666666666666667
30,ATL,1990.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,18272.0,1218.1333333333334,2292.0,152.8,664.0,44.266666666666666,57.0,3.8,2370.0,158.0,190.0,12.666666666666666,16.0,1.0666666666666667
31,ATL,1990.0,8.0,0.0,0.0,3.0,0.0,3.0,3.0,2.0,17.0,17234.0,1013.7647058823529,2199.0,129.35294117647058,641.0,37.705882352941174,56.0,3.2941176470588234,2212.0,130.11764705882354,181.0,10.647058823529411,19.0,1.1176470588235294
32,ATL,1990.0,9.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,15.0,18671.0,1244.7333333333333,2283.0,152.2,668.0,44.53333333333333,53.0,3.533333333333333,2378.0,158.53333333333333,180.0,12.0,17.0,1.1333333333333333
33,ATL,1990.0,10.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,15.0,13185.0,879.0,2021.0,134.73333333333332,411.0,27.4,43.0,2.8666666666666667,1699.0,113.26666666666667,165.0,11.0,17.0,1.1333333333333333
34,ATL,1990.0,11.0,0.0,0.0,3.0,0.0,3.0,3.0,7.0,14.0,13448.0,960.5714285714286,1994.0,142.42857142857142,395.0,28.214285714285715,41.0,2.9285714285714284,1755.0,125.35714285714286,167.0,11.928571428571429,16.0,1.1428571428571428
35,ATL,1990.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,9.0,20.0,12540.0,627.0,1960.0,98.0,346.0,17.3,38.0,1.9,1607.0,80.35,164.0,8.2,23.0,1.15
36,ATL,1991.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,24.0,12771.0,532.125,2007.0,83.625,340.0,14.166666666666666,45.0,1.875,1644.0,68.5,170.0,7.083333333333333,28.0,1.1666666666666667
37,ATL,1991.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,13050.0,483.3333333333333,2010.0,74.44444444444444,364.0,13.481481481481481,50.0,1.8518518518518519,1699.0,62.925925925925924,178.0,6.592592592592593,31.0,1.1481481481481481
38,ATL,1991.0,3.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,26.0,9572.0,368.15384615384613,1654.0,63.61538461538461,282.0,10.846153846153847,46.0,1.7692307692307692,1313.0,50.5,166.0,6.384615384615385,29.0,1.1153846153846154
39,ATL,1991.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,25.0,8990.0,359.6,1642.0,65.68,285.0,11.4,46.0,1.84,1253.0,50.12,167.0,6.68,28.0,1.12
40,ATL,1991.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,26.0,10241.0,393.88461538461536,1658.0,63.76923076923077,374.0,14.384615384615385,49.0,1.8846153846153846,1413.0,54.34615384615385,169.0,6.5,29.0,1.1153846153846154
41,ATL,1991.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,10681.0,534.05,1680.0,84.0,396.0,19.8,50.0,2.5,1480.0,74.0,172.0,8.6,22.0,1.1
42,ATL,1991.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,12.0,8489.0,707.4166666666666,1394.0,116.16666666666667,339.0,28.25,39.0,3.25,1199.0,99.91666666666667,150.0,12.5,13.0,1.0833333333333333
43,ATL,1991.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,9.0,7782.0,864.6666666666666,1284.0,142.66666666666666,302.0,33.55555555555556,34.0,3.7777777777777777,1113.0,123.66666666666667,143.0,15.88888888888889,10.0,1.1111111111111112
44,ATL,1991.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,8864.0,328.2962962962963,1388.0,51.407407407407405,363.0,13.444444444444445,41.0,1.5185185185185186,1312.0,48.592592592592595,156.0,5.777777777777778,34.0,1.2592592592592593
45,ATL,1991.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,8428.0,301.0,1416.0,50.57142857142857,328.0,11.714285714285714,42.0,1.5,1250.0,44.642857142857146,156.0,5.571428571428571,36.0,1.2857142857142858
46,ATL,1991.0,11.0,1.0,0.0,2.0,1.0,3.0,2.0,3.0,28.0,6508.0,232.42857142857142,1335.0,47.67857142857143,263.0,9.392857142857142,39.0,1.3928571428571428,1010.0,36.07142857142857,148.0,5.285714285714286,36.0,1.2857142857142858
47,ATL,1991.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,8685.0,289.5,1453.0,48.43333333333333,387.0,12.9,46.0,1.5333333333333334,1257.0,41.9,157.0,5.233333333333333,38.0,1.2666666666666666
48,ATL,1992.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,34.0,9732.0,286.2352941176471,1542.0,45.35294117647059,430.0,12.647058823529411,48.0,1.411764705882353,1414.0,41.588235294117645,160.0,4.705882352941177,42.0,1.2352941176470589
49,ATL,1992.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,37.0,11065.0,299.05405405405406,1708.0,46.16216216216216,473.0,12.783783783783784,50.0,1.3513513513513513,1611.0,43.54054054054054,167.0,4.513513513513513,44.0,1.1891891891891893
50,ATL,1992.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,10856.0,417.53846153846155,1621.0,62.34615384615385,431.0,16.576923076923077,44.0,1.6923076923076923,1564.0,60.15384615384615,156.0,6.0,29.0,1.1153846153846154
51,ATL,1992.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,11137.0,428.34615384615387,1682.0,64.6923076923077,437.0,16.807692307692307,45.0,1.7307692307692308,1600.0,61.53846153846154,162.0,6.230769230769231,29.0,1.1153846153846154
52,ATL,1992.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,10356.0,414.24,1614.0,64.56,394.0,15.76,45.0,1.8,1493.0,59.72,157.0,6.28,28.0,1.12
53,ATL,1992.0,6.0,1.0,0.0,1.0,1.0,2.0,1.0,6.0,23.0,9174.0,398.8695652173913,1622.0,70.52173913043478,284.0,12.347826086956522,36.0,1.565217391304348,1374.0,59.73913043478261,147.0,6.391304347826087,27.0,1.173913043478261
54,ATL,1992.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,7.0,24.0,9215.0,383.9583333333333,1613.0,67.20833333333333,263.0,10.958333333333334,35.0,1.4583333333333333,1391.0,57.958333333333336,149.0,6.208333333333333,28.0,1.1666666666666667
55,ATL,1992.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,8181.0,327.24,1499.0,59.96,231.0,9.24,33.0,1.32,1215.0,48.6,141.0,5.64,32.0,1.28
56,ATL,1992.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,7334.0,386.0,1451.0,76.36842105263158,222.0,11.68421052631579,30.0,1.5789473684210527,1077.0,56.68421052631579,141.0,7.421052631578948,25.0,1.3157894736842106
57,ATL,1992.0,10.0,0.0,1.0,2.0,0.0,3.0,3.0,7.0,23.0,6496.0,282.4347826086956,1332.0,57.91304347826087,193.0,8.391304347826088,25.0,1.0869565217391304,946.0,41.130434782608695,123.0,5.3478260869565215,30.0,1.3043478260869565
58,ATL,1992.0,11.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,29.0,7708.0,265.7931034482759,1504.0,51.86206896551724,230.0,7.931034482758621,28.0,0.9655172413793104,1125.0,38.793103448275865,136.0,4.689655172413793,36.0,1.2413793103448276
59,ATL,1992.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,31.0,7795.0,251.4516129032258,1537.0,49.58064516129032,244.0,7.870967741935484,35.0,1.1290322580645162,1140.0,36.774193548387096,142.0,4.580645161290323,37.0,1.1935483870967742
60,ATL,1993.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0,7035.0,251.25,1517.0,54.17857142857143,229.0,8.178571428571429,37.0,1.3214285714285714,1013.0,36.17857142857143,142.0,5.071428571428571,36.0,1.2857142857142858
61,ATL,1993.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,25.0,7074.0,282.96,1539.0,61.56,226.0,9.04,40.0,1.6,1025.0,41.0,149.0,5.96,31.0,1.24
62,ATL,1993.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,29.0,7707.0,265.7586206896552,1644.0,56.689655172413794,203.0,7.0,39.0,1.3448275862068966,1131.0,39.0,159.0,5.482758620689655,34.0,1.1724137931034482
63,ATL,1993.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,9156.0,315.7241379310345,1652.0,56.96551724137931,270.0,9.310344827586206,40.0,1.3793103448275863,1372.0,47.310344827586206,160.0,5.517241379310345,32.0,1.103448275862069
64,ATL,1993.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,28.0,8209.0,293.17857142857144,1539.0,54.964285714285715,231.0,8.25,37.0,1.3214285714285714,1220.0,43.57142857142857,154.0,5.5,31.0,1.1071428571428572
65,ATL,1993.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,7342.0,222.4848484848485,1382.0,41.878787878787875,216.0,6.545454545454546,36.0,1.0909090909090908,1148.0,34.78787878787879,151.0,4.575757575757576,39.0,1.1818181818181819
66,ATL,1993.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,31.0,8079.0,260.61290322580646,1433.0,46.225806451612904,246.0,7.935483870967742,33.0,1.064516129032258,1298.0,41.87096774193548,150.0,4.838709677419355,35.0,1.1290322580645162
67,ATL,1993.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,28.0,9889.0,353.17857142857144,1627.0,58.107142857142854,322.0,11.5,39.0,1.3928571428571428,1549.0,55.32142857142857,166.0,5.928571428571429,31.0,1.1071428571428572
68,ATL,1993.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,13.0,27.0,10495.0,388.7037037037037,1675.0,62.03703703703704,353.0,13.074074074074074,39.0,1.4444444444444444,1697.0,62.851851851851855,164.0,6.074074074074074,31.0,1.1481481481481481
69,ATL,1993.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,34.0,8840.0,260.0,1604.0,47.1764705882353,271.0,7.970588235294118,36.0,1.0588235294117647,1450.0,42.64705882352941,153.0,4.5,39.0,1.1470588235294117
70,ATL,1993.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,30.0,9457.0,315.23333333333335,1638.0,54.6,302.0,10.066666666666666,39.0,1.3,1530.0,51.0,157.0,5.233333333333333,35.0,1.1666666666666667
71,ATL,1993.0,12.0,0.0,0.0,2.0,0.0,2.0,2.0,3.0,26.0,11046.0,424.84615384615387,1756.0,67.53846153846153,357.0,13.73076923076923,43.0,1.6538461538461537,1800.0,69.23076923076923,159.0,6.115384615384615,29.0,1.1153846153846154
72,ATL,1994.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,28.0,11497.0,410.60714285714283,1873.0,66.89285714285714,354.0,12.642857142857142,47.0,1.6785714285714286,1793.0,64.03571428571429,172.0,6.142857142857143,32.0,1.1428571428571428
73,ATL,1994.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,11741.0,404.86206896551727,1935.0,66.72413793103448,339.0,11.689655172413794,49.0,1.6896551724137931,1829.0,63.06896551724138,179.0,6.172413793103448,33.0,1.1379310344827587
74,ATL,1994.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,25.0,11717.0,468.68,1908.0,76.32,344.0,13.76,46.0,1.84,1838.0,73.52,166.0,6.64,28.0,1.12
75,ATL,1994.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,12955.0,762.0588235294117,1969.0,115.82352941176471,365.0,21.470588235294116,48.0,2.823529411764706,2022.0,118.94117647058823,174.0,10.235294117647058,20.0,1.1764705882352942
76,ATL,1994.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,20.0,12813.0,640.65,1972.0,98.6,346.0,17.3,44.0,2.2,2001.0,100.05,172.0,8.6,23.0,1.15
77,ATL,1994.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,17.0,10891.0,640.6470588235294,1849.0,108.76470588235294,269.0,15.823529411764707,39.0,2.2941176470588234,1668.0,98.11764705882354,166.0,9.764705882352942,19.0,1.1176470588235294
78,ATL,1994.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,7.0,16.0,13103.0,818.9375,1868.0,116.75,327.0,20.4375,41.0,2.5625,1979.0,123.6875,173.0,10.8125,18.0,1.125
79,ATL,1994.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,10832.0,515.8095238095239,1586.0,75.52380952380952,271.0,12.904761904761905,30.0,1.4285714285714286,1677.0,79.85714285714286,156.0,7.428571428571429,25.0,1.1904761904761905
80,ATL,1994.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,9969.0,433.4347826086956,1554.0,67.56521739130434,265.0,11.521739130434783,29.0,1.2608695652173914,1448.0,62.95652173913044,158.0,6.869565217391305,29.0,1.2608695652173914
81,ATL,1994.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,8896.0,444.8,1467.0,73.35,264.0,13.2,30.0,1.5,1294.0,64.7,150.0,7.5,25.0,1.25
82,ATL,1994.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,8374.0,523.375,1405.0,87.8125,251.0,15.6875,30.0,1.875,1222.0,76.375,145.0,9.0625,21.0,1.3125
83,ATL,1994.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,16.0,8853.0,553.3125,1517.0,94.8125,245.0,15.3125,33.0,2.0625,1250.0,78.125,146.0,9.125,21.0,1.3125
84,ATL,1995.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,3.0,16.0,6264.0,391.5,1401.0,87.5625,174.0,10.875,28.0,1.75,947.0,59.1875,146.0,9.125,20.0,1.25
85,ATL,1995.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,3.0,12.0,9271.0,772.5833333333334,1548.0,129.0,263.0,21.916666666666668,28.0,2.3333333333333335,1444.0,120.33333333333333,145.0,12.083333333333334,16.0,1.3333333333333333
86,ATL,1995.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,12.0,10975.0,914.5833333333334,1658.0,138.16666666666666,326.0,27.166666666666668,30.0,2.5,1735.0,144.58333333333334,151.0,12.583333333333334,15.0,1.25
87,ATL,1995.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,14.0,15849.0,1132.0714285714287,2119.0,151.35714285714286,442.0,31.571428571428573,35.0,2.5,2445.0,174.64285714285714,176.0,12.571428571428571,17.0,1.2142857142857142
88,ATL,1995.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,19339.0,1074.388888888889,2408.0,133.77777777777777,559.0,31.055555555555557,36.0,2.0,2956.0,164.22222222222223,188.0,10.444444444444445,21.0,1.1666666666666667
89,ATL,1995.0,6.0,0.0,1.0,3.0,0.0,4.0,4.0,2.0,22.0,26765.0,1216.590909090909,2614.0,118.81818181818181,764.0,34.72727272727273,43.0,1.9545454545454546,4001.0,181.86363636363637,195.0,8.863636363636363,25.0,1.1363636363636365
90,ATL,1995.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,27547.0,1252.1363636363637,2660.0,120.9090909090909,781.0,35.5,44.0,2.0,4108.0,186.72727272727272,198.0,9.0,25.0,1.1363636363636365
91,ATL,1995.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,26426.0,1321.3,2750.0,137.5,749.0,37.45,50.0,2.5,3852.0,192.6,207.0,10.35,21.0,1.05
92,ATL,1995.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,24360.0,1218.0,2636.0,131.8,663.0,33.15,49.0,2.45,3570.0,178.5,208.0,10.4,21.0,1.05
93,ATL,1995.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,19.0,19713.0,1037.5263157894738,2331.0,122.6842105263158,547.0,28.789473684210527,46.0,2.4210526315789473,2868.0,150.94736842105263,196.0,10.31578947368421,20.0,1.0526315789473684
94,ATL,1995.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,17652.0,735.5,2189.0,91.20833333333333,470.0,19.583333333333332,47.0,1.9583333333333333,2575.0,107.29166666666667,184.0,7.666666666666667,25.0,1.0416666666666667
95,ATL,1995.0,12.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,21.0,13271.0,631.952380952381,1971.0,93.85714285714286,386.0,18.38095238095238,41.0,1.9523809523809523,2075.0,98.80952380952381,182.0,8.666666666666666,23.0,1.0952380952380953
96,ATL,1996.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,20.0,12363.0,618.15,1912.0,95.6,381.0,19.05,41.0,2.05,1938.0,96.9,183.0,9.15,22.0,1.1
97,ATL,1996.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,20.0,11442.0,572.1,1749.0,87.45,365.0,18.25,39.0,1.95,1860.0,93.0,175.0,8.75,22.0,1.1
98,ATL,1996.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,20.0,11374.0,568.7,1739.0,86.95,347.0,17.35,40.0,2.0,1787.0,89.35,174.0,8.7,22.0,1.1
99,ATL,1996.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,20.0,11682.0,584.1,1784.0,89.2,350.0,17.5,41.0,2.05,1819.0,90.95,180.0,9.0,22.0,1.1
100,ATL,1996.0,5.0,0.0,0.0,2.0,0.0,2.0,2.0,8.0,17.0,11021.0,648.2941176470588,1650.0,97.05882352941177,350.0,20.58823529411765,42.0,2.4705882352941178,1737.0,102.17647058823529,167.0,9.823529411764707,19.0,1.1176470588235294
101,ATL,1996.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23.0,10490.0,456.0869565217391,1599.0,69.52173913043478,344.0,14.956521739130435,45.0,1.9565217391304348,1607.0,69.8695652173913,166.0,7.217391304347826,25.0,1.0869565217391304
102,ATL,1996.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,10201.0,392.34615384615387,1574.0,60.53846153846154,317.0,12.192307692307692,46.0,1.7692307692307692,1571.0,60.42307692307692,171.0,6.576923076923077,29.0,1.1153846153846154
103,ATL,1996.0,8.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,29.0,9503.0,327.6896551724138,1539.0,53.06896551724138,297.0,10.241379310344827,47.0,1.6206896551724137,1423.0,49.06896551724138,168.0,5.793103448275862,32.0,1.103448275862069
104,ATL,1996.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,28.0,10102.0,360.7857142857143,1640.0,58.57142857142857,342.0,12.214285714285714,48.0,1.7142857142857142,1507.0,53.82142857142857,170.0,6.071428571428571,30.0,1.0714285714285714
105,ATL,1996.0,10.0,0.0,0.0,3.0,0.0,3.0,3.0,2.0,26.0,9141.0,351.5769230769231,1499.0,57.65384615384615,326.0,12.538461538461538,45.0,1.7307692307692308,1396.0,53.69230769230769,162.0,6.230769230769231,28.0,1.0769230769230769
106,ATL,1996.0,11.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,21.0,10067.0,479.3809523809524,1620.0,77.14285714285714,365.0,17.38095238095238,44.0,2.0952380952380953,1470.0,70.0,161.0,7.666666666666667,23.0,1.0952380952380953
107,ATL,1996.0,12.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,15.0,10097.0,673.1333333333333,1665.0,111.0,335.0,22.333333333333332,41.0,2.7333333333333334,1483.0,98.86666666666666,166.0,11.066666666666666,17.0,1.1333333333333333
108,ATL,1997.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,14.0,10049.0,717.7857142857143,1666.0,119.0,344.0,24.571428571428573,42.0,3.0,1487.0,106.21428571428571,165.0,11.785714285714286,15.0,1.0714285714285714
