,year,month,tracon,num_obs,AtcAdvisoryMultCount_sum,word_count_sum,unique_word_count_sum,FAA_total_sum,FAA_unique_sum,NASA_total_sum,NASA_unique_sum,AtcAdvisoryMultCount_avg,word_count_avg,unique_word_count_avg,FAA_total_avg,FAA_unique_avg,NASA_total_avg,NASA_unique_avg
856,1990.0,9.0,DFW,17,19,3469,1978,70,32,451,252,1.1176470588235294,204.05882352941177,116.3529411764706,4.117647058823529,1.8823529411764706,26.529411764705884,14.823529411764707
886,1990.0,10.0,DFW,11,12,2911,1508,106,43,410,217,1.0909090909090908,264.6363636363636,137.0909090909091,9.636363636363637,3.909090909090909,37.27272727272727,19.727272727272727
913,1990.0,11.0,DFW,7,10,1643,854,52,25,220,116,1.4285714285714286,234.71428571428572,122.0,7.428571428571429,3.5714285714285716,31.428571428571427,16.571428571428573
939,1990.0,12.0,DFW,6,6,1320,729,56,26,166,93,1.0,220.0,121.5,9.333333333333334,4.333333333333333,27.666666666666668,15.5
966,1991.0,1.0,DFW,19,21,4683,2494,173,89,671,381,1.105263157894737,246.47368421052633,131.26315789473685,9.105263157894736,4.684210526315789,35.31578947368421,20.05263157894737
996,1991.0,2.0,DFW,7,7,1621,861,57,23,232,120,1.0,231.57142857142858,123.0,8.142857142857142,3.2857142857142856,33.142857142857146,17.142857142857142
1022,1991.0,3.0,DFW,10,12,2917,1458,113,52,417,225,1.2,291.7,145.8,11.3,5.2,41.7,22.5
1049,1991.0,4.0,DFW,20,20,3815,2154,195,97,610,338,1.0,190.75,107.7,9.75,4.85,30.5,16.9
1079,1991.0,5.0,DFW,10,10,1947,1134,50,31,247,152,1.0,194.7,113.4,5.0,3.1,24.7,15.2
1107,1991.0,6.0,DFW,14,15,2535,1458,97,48,432,257,1.0714285714285714,181.07142857142858,104.14285714285714,6.928571428571429,3.4285714285714284,30.857142857142858,18.357142857142858
1135,1991.0,7.0,DFW,14,15,2190,1262,74,36,323,190,1.0714285714285714,156.42857142857142,90.14285714285714,5.285714285714286,2.5714285714285716,23.071428571428573,13.571428571428571
1163,1991.0,8.0,DFW,15,16,2686,1501,102,44,483,243,1.0666666666666667,179.06666666666666,100.06666666666666,6.8,2.933333333333333,32.2,16.2
1192,1991.0,9.0,DFW,24,24,3956,2216,107,53,638,333,1.0,164.83333333333334,92.33333333333333,4.458333333333333,2.2083333333333335,26.583333333333332,13.875
1220,1991.0,10.0,DFW,19,21,3469,1963,109,61,630,330,1.105263157894737,182.57894736842104,103.3157894736842,5.7368421052631575,3.210526315789474,33.1578947368421,17.36842105263158
1249,1991.0,11.0,DFW,16,16,2357,1367,94,47,421,244,1.0,147.3125,85.4375,5.875,2.9375,26.3125,15.25
1278,1991.0,12.0,DFW,15,15,2215,1345,80,50,359,236,1.0,147.66666666666666,89.66666666666667,5.333333333333333,3.3333333333333335,23.933333333333334,15.733333333333333
1305,1992.0,1.0,DFW,19,19,3640,2041,117,55,543,298,1.0,191.57894736842104,107.42105263157895,6.157894736842105,2.8947368421052633,28.57894736842105,15.68421052631579
1332,1992.0,2.0,DFW,16,16,2991,1666,59,36,346,228,1.0,186.9375,104.125,3.6875,2.25,21.625,14.25
1362,1992.0,3.0,DFW,13,13,2713,1500,92,55,469,255,1.0,208.69230769230768,115.38461538461539,7.076923076923077,4.230769230769231,36.07692307692308,19.615384615384617
1392,1992.0,4.0,DFW,12,14,1958,1133,76,44,299,183,1.1666666666666667,163.16666666666666,94.41666666666667,6.333333333333333,3.6666666666666665,24.916666666666668,15.25
1420,1992.0,5.0,DFW,11,12,2636,1297,55,34,337,200,1.0909090909090908,239.63636363636363,117.9090909090909,5.0,3.090909090909091,30.636363636363637,18.181818181818183
1448,1992.0,6.0,DFW,12,12,3318,1828,134,46,548,266,1.0,276.5,152.33333333333334,11.166666666666666,3.8333333333333335,45.666666666666664,22.166666666666668
1474,1992.0,7.0,DFW,12,12,2289,1268,83,47,359,197,1.0,190.75,105.66666666666667,6.916666666666667,3.9166666666666665,29.916666666666668,16.416666666666668
1501,1992.0,8.0,DFW,13,13,2346,1308,74,37,384,209,1.0,180.46153846153845,100.61538461538461,5.6923076923076925,2.8461538461538463,29.53846153846154,16.076923076923077
1528,1992.0,9.0,DFW,13,13,1894,1162,55,35,293,179,1.0,145.69230769230768,89.38461538461539,4.230769230769231,2.6923076923076925,22.53846153846154,13.76923076923077
1551,1992.0,10.0,DFW,14,14,1861,1137,52,31,293,181,1.0,132.92857142857142,81.21428571428571,3.7142857142857144,2.2142857142857144,20.928571428571427,12.928571428571429
1579,1992.0,11.0,DFW,14,16,3779,1907,127,57,669,321,1.1428571428571428,269.92857142857144,136.21428571428572,9.071428571428571,4.071428571428571,47.785714285714285,22.928571428571427
1606,1992.0,12.0,DFW,13,14,3176,1793,81,53,499,261,1.0769230769230769,244.30769230769232,137.92307692307693,6.230769230769231,4.076923076923077,38.38461538461539,20.076923076923077
1634,1993.0,1.0,DFW,9,9,1187,710,53,25,212,118,1.0,131.88888888888889,78.88888888888889,5.888888888888889,2.7777777777777777,23.555555555555557,13.11111111111111
1659,1993.0,2.0,DFW,6,7,905,574,26,16,143,77,1.1666666666666667,150.83333333333334,95.66666666666667,4.333333333333333,2.6666666666666665,23.833333333333332,12.833333333333334
1687,1993.0,3.0,DFW,8,10,2663,1331,92,39,401,186,1.25,332.875,166.375,11.5,4.875,50.125,23.25
1716,1993.0,4.0,DFW,10,10,2075,1185,58,29,285,165,1.0,207.5,118.5,5.8,2.9,28.5,16.5
1746,1993.0,5.0,DFW,16,16,2667,1491,120,57,503,268,1.0,166.6875,93.1875,7.5,3.5625,31.4375,16.75
1774,1993.0,6.0,DFW,14,15,3399,1739,93,45,571,283,1.0714285714285714,242.78571428571428,124.21428571428571,6.642857142857143,3.2142857142857144,40.785714285714285,20.214285714285715
1802,1993.0,7.0,DFW,17,17,3041,1737,73,39,412,243,1.0,178.88235294117646,102.17647058823529,4.294117647058823,2.2941176470588234,24.235294117647058,14.294117647058824
1830,1993.0,8.0,DFW,14,14,1641,1011,44,31,302,178,1.0,117.21428571428571,72.21428571428571,3.142857142857143,2.2142857142857144,21.571428571428573,12.714285714285714
1859,1993.0,9.0,DFW,13,13,2000,1222,84,39,341,198,1.0,153.84615384615384,94.0,6.461538461538462,3.0,26.23076923076923,15.23076923076923
1888,1993.0,10.0,DFW,21,21,2207,1422,86,56,436,263,1.0,105.0952380952381,67.71428571428571,4.095238095238095,2.6666666666666665,20.761904761904763,12.523809523809524
1916,1993.0,11.0,DFW,5,5,1071,595,31,19,178,97,1.0,214.2,119.0,6.2,3.8,35.6,19.4
1942,1993.0,12.0,DFW,10,12,1559,942,60,28,261,156,1.2,155.9,94.2,6.0,2.8,26.1,15.6
1970,1994.0,1.0,DFW,8,8,1849,1009,66,29,318,152,1.0,231.125,126.125,8.25,3.625,39.75,19.0
1998,1994.0,2.0,DFW,2,2,546,259,6,5,56,31,1.0,273.0,129.5,3.0,2.5,28.0,15.5
2024,1994.0,3.0,DFW,8,8,1198,685,31,16,229,124,1.0,149.75,85.625,3.875,2.0,28.625,15.5
2051,1994.0,4.0,DFW,9,10,2929,1380,61,26,357,191,1.1111111111111112,325.44444444444446,153.33333333333334,6.777777777777778,2.888888888888889,39.666666666666664,21.22222222222222
2080,1994.0,5.0,DFW,7,7,1524,819,49,16,273,124,1.0,217.71428571428572,117.0,7.0,2.2857142857142856,39.0,17.714285714285715
2107,1994.0,6.0,DFW,29,32,6600,3630,155,88,977,532,1.103448275862069,227.58620689655172,125.17241379310344,5.344827586206897,3.0344827586206895,33.689655172413794,18.344827586206897
2135,1994.0,7.0,DFW,8,8,1566,799,63,23,273,122,1.0,195.75,99.875,7.875,2.875,34.125,15.25
2164,1994.0,8.0,DFW,15,16,3452,1844,97,44,508,262,1.0666666666666667,230.13333333333333,122.93333333333334,6.466666666666667,2.933333333333333,33.86666666666667,17.466666666666665
2193,1994.0,9.0,DFW,8,10,1275,699,40,15,202,99,1.25,159.375,87.375,5.0,1.875,25.25,12.375
2220,1994.0,10.0,DFW,9,9,2523,1292,56,33,338,188,1.0,280.3333333333333,143.55555555555554,6.222222222222222,3.6666666666666665,37.55555555555556,20.88888888888889
2249,1994.0,11.0,DFW,11,11,2111,1113,64,23,316,160,1.0,191.9090909090909,101.18181818181819,5.818181818181818,2.090909090909091,28.727272727272727,14.545454545454545
2277,1994.0,12.0,DFW,8,9,1350,805,36,22,206,118,1.125,168.75,100.625,4.5,2.75,25.75,14.75
2305,1995.0,1.0,DFW,35,35,5055,2956,163,90,912,498,1.0,144.42857142857142,84.45714285714286,4.6571428571428575,2.5714285714285716,26.057142857142857,14.228571428571428
2335,1995.0,2.0,DFW,16,16,2257,1325,66,36,338,198,1.0,141.0625,82.8125,4.125,2.25,21.125,12.375
2364,1995.0,3.0,DFW,22,22,4948,2641,118,62,719,384,1.0,224.9090909090909,120.04545454545455,5.363636363636363,2.8181818181818183,32.68181818181818,17.454545454545453
2394,1995.0,4.0,DFW,15,15,3415,1761,75,37,531,263,1.0,227.66666666666666,117.4,5.0,2.466666666666667,35.4,17.533333333333335
2423,1995.0,5.0,DFW,26,26,4884,2790,109,62,777,451,1.0,187.84615384615384,107.3076923076923,4.1923076923076925,2.3846153846153846,29.884615384615383,17.346153846153847
2451,1995.0,6.0,DFW,7,7,1691,822,44,18,290,120,1.0,241.57142857142858,117.42857142857143,6.285714285714286,2.5714285714285716,41.42857142857143,17.142857142857142
2479,1995.0,7.0,DFW,14,14,2624,1398,59,34,372,205,1.0,187.42857142857142,99.85714285714286,4.214285714285714,2.4285714285714284,26.571428571428573,14.642857142857142
2509,1995.0,8.0,DFW,14,14,2694,1596,90,39,431,239,1.0,192.42857142857142,114.0,6.428571428571429,2.7857142857142856,30.785714285714285,17.071428571428573
2538,1995.0,9.0,DFW,9,9,1624,927,46,27,254,147,1.0,180.44444444444446,103.0,5.111111111111111,3.0,28.22222222222222,16.333333333333332
2565,1995.0,10.0,DFW,9,9,2285,1149,62,25,289,145,1.0,253.88888888888889,127.66666666666667,6.888888888888889,2.7777777777777777,32.111111111111114,16.11111111111111
2594,1995.0,11.0,DFW,17,17,4274,2337,128,55,718,357,1.0,251.41176470588235,137.47058823529412,7.529411764705882,3.235294117647059,42.23529411764706,21.0
2624,1995.0,12.0,DFW,12,12,1602,953,79,33,310,170,1.0,133.5,79.41666666666667,6.583333333333333,2.75,25.833333333333332,14.166666666666666
2653,1996.0,1.0,DFW,13,13,2658,1338,73,38,482,222,1.0,204.46153846153845,102.92307692307692,5.615384615384615,2.923076923076923,37.07692307692308,17.076923076923077
2681,1996.0,2.0,DFW,11,11,1963,1067,35,22,305,160,1.0,178.45454545454547,97.0,3.1818181818181817,2.0,27.727272727272727,14.545454545454545
2711,1996.0,3.0,DFW,11,11,2442,1329,63,29,309,169,1.0,222.0,120.81818181818181,5.7272727272727275,2.6363636363636362,28.09090909090909,15.363636363636363
2740,1996.0,4.0,DFW,20,21,3195,1893,88,54,498,301,1.05,159.75,94.65,4.4,2.7,24.9,15.05
2770,1996.0,5.0,DFW,26,28,4863,2603,195,81,769,396,1.0769230769230769,187.03846153846155,100.11538461538461,7.5,3.1153846153846154,29.576923076923077,15.23076923076923
2800,1996.0,6.0,DFW,15,15,2877,1641,96,46,411,230,1.0,191.8,109.4,6.4,3.066666666666667,27.4,15.333333333333334
2829,1996.0,7.0,DFW,15,15,2737,1443,75,41,517,245,1.0,182.46666666666667,96.2,5.0,2.7333333333333334,34.46666666666667,16.333333333333332
2858,1996.0,8.0,DFW,23,25,3098,1821,98,57,499,294,1.0869565217391304,134.69565217391303,79.17391304347827,4.260869565217392,2.4782608695652173,21.695652173913043,12.782608695652174
2887,1996.0,9.0,DFW,10,10,1366,802,37,23,224,116,1.0,136.6,80.2,3.7,2.3,22.4,11.6
2917,1996.0,10.0,DFW,31,32,5301,3045,170,92,760,417,1.032258064516129,171.0,98.2258064516129,5.483870967741935,2.967741935483871,24.516129032258064,13.451612903225806
2946,1996.0,11.0,DFW,60,64,11661,6628,340,162,1841,1027,1.0666666666666667,194.35,110.46666666666667,5.666666666666667,2.7,30.683333333333334,17.116666666666667
2975,1996.0,12.0,DFW,12,12,1989,1165,49,28,289,163,1.0,165.75,97.08333333333333,4.083333333333333,2.3333333333333335,24.083333333333332,13.583333333333334
3005,1997.0,1.0,DFW,15,15,3205,1798,97,58,495,270,1.0,213.66666666666666,119.86666666666666,6.466666666666667,3.8666666666666667,33.0,18.0
3034,1997.0,2.0,DFW,14,15,2265,1323,78,42,320,169,1.0714285714285714,161.78571428571428,94.5,5.571428571428571,3.0,22.857142857142858,12.071428571428571
3064,1997.0,3.0,DFW,28,28,5673,3136,190,91,823,453,1.0,202.60714285714286,112.0,6.785714285714286,3.25,29.392857142857142,16.178571428571427
3094,1997.0,4.0,DFW,9,9,2167,1126,65,30,333,160,1.0,240.77777777777777,125.11111111111111,7.222222222222222,3.3333333333333335,37.0,17.77777777777778
3122,1997.0,5.0,DFW,24,24,4622,2687,184,75,666,379,1.0,192.58333333333334,111.95833333333333,7.666666666666667,3.125,27.75,15.791666666666666
3149,1997.0,6.0,DFW,21,22,3484,1992,93,50,554,324,1.0476190476190477,165.9047619047619,94.85714285714286,4.428571428571429,2.380952380952381,26.38095238095238,15.428571428571429
3176,1997.0,7.0,DFW,18,18,3876,2017,117,54,536,280,1.0,215.33333333333334,112.05555555555556,6.5,3.0,29.77777777777778,15.555555555555555
3205,1997.0,8.0,DFW,12,13,1704,1056,47,23,254,163,1.0833333333333333,142.0,88.0,3.9166666666666665,1.9166666666666667,21.166666666666668,13.583333333333334
3234,1997.0,9.0,DFW,20,23,4072,2076,125,61,604,310,1.15,203.6,103.8,6.25,3.05,30.2,15.5
3261,1997.0,10.0,DFW,23,28,4335,2423,140,72,662,369,1.2173913043478262,188.47826086956522,105.34782608695652,6.086956521739131,3.130434782608696,28.782608695652176,16.043478260869566
3291,1997.0,11.0,DFW,32,33,5640,3134,142,67,737,413,1.03125,176.25,97.9375,4.4375,2.09375,23.03125,12.90625
3319,1997.0,12.0,DFW,18,19,3278,1811,108,44,489,262,1.0555555555555556,182.11111111111111,100.61111111111111,6.0,2.4444444444444446,27.166666666666668,14.555555555555555
3348,1998.0,1.0,DFW,14,15,2500,1345,91,41,436,210,1.0714285714285714,178.57142857142858,96.07142857142857,6.5,2.9285714285714284,31.142857142857142,15.0
3376,1998.0,2.0,DFW,14,14,2554,1453,66,38,358,204,1.0,182.42857142857142,103.78571428571429,4.714285714285714,2.7142857142857144,25.571428571428573,14.571428571428571
3404,1998.0,3.0,DFW,18,19,3048,1734,101,45,484,267,1.0555555555555556,169.33333333333334,96.33333333333333,5.611111111111111,2.5,26.88888888888889,14.833333333333334
3431,1998.0,4.0,DFW,11,11,1659,1005,40,19,261,150,1.0,150.8181818181818,91.36363636363636,3.6363636363636362,1.7272727272727273,23.727272727272727,13.636363636363637
3460,1998.0,5.0,DFW,29,30,5469,3093,168,87,836,438,1.0344827586206897,188.58620689655172,106.65517241379311,5.793103448275862,3.0,28.82758620689655,15.10344827586207
3489,1998.0,6.0,DFW,17,18,2564,1489,66,32,401,221,1.0588235294117647,150.8235294117647,87.58823529411765,3.8823529411764706,1.8823529411764706,23.58823529411765,13.0
3518,1998.0,7.0,DFW,14,15,2329,1305,56,29,332,173,1.0714285714285714,166.35714285714286,93.21428571428571,4.0,2.0714285714285716,23.714285714285715,12.357142857142858
3547,1998.0,8.0,DFW,16,18,2968,1648,100,44,399,231,1.125,185.5,103.0,6.25,2.75,24.9375,14.4375
3574,1998.0,9.0,DFW,14,15,2644,1432,61,27,402,210,1.0714285714285714,188.85714285714286,102.28571428571429,4.357142857142857,1.9285714285714286,28.714285714285715,15.0
3603,1998.0,10.0,DFW,14,16,2472,1406,63,34,382,212,1.1428571428571428,176.57142857142858,100.42857142857143,4.5,2.4285714285714284,27.285714285714285,15.142857142857142
3632,1998.0,11.0,DFW,19,20,5733,2743,74,31,706,316,1.0526315789473684,301.7368421052632,144.3684210526316,3.8947368421052633,1.631578947368421,37.1578947368421,16.63157894736842
3661,1998.0,12.0,DFW,1,1,128,85,2,2,21,10,1.0,128.0,85.0,2.0,2.0,21.0,10.0
3689,1999.0,1.0,DFW,8,8,2053,967,53,20,327,126,1.0,256.625,120.875,6.625,2.5,40.875,15.75
3710,1999.0,2.0,DFW,6,6,1257,655,48,22,228,111,1.0,209.5,109.16666666666667,8.0,3.6666666666666665,38.0,18.5
3738,1999.0,3.0,DFW,18,22,3242,1712,82,42,388,212,1.2222222222222223,180.11111111111111,95.11111111111111,4.555555555555555,2.3333333333333335,21.555555555555557,11.777777777777779
3768,1999.0,4.0,DFW,13,13,2014,1231,44,22,265,149,1.0,154.92307692307693,94.6923076923077,3.3846153846153846,1.6923076923076923,20.384615384615383,11.461538461538462
3796,1999.0,5.0,DFW,15,15,2825,1428,82,31,398,186,1.0,188.33333333333334,95.2,5.466666666666667,2.066666666666667,26.533333333333335,12.4
3825,1999.0,6.0,DFW,11,12,1967,1172,67,31,270,162,1.0909090909090908,178.8181818181818,106.54545454545455,6.090909090909091,2.8181818181818183,24.545454545454547,14.727272727272727
3855,1999.0,7.0,DFW,26,30,2902,1766,97,37,450,257,1.1538461538461537,111.61538461538461,67.92307692307692,3.730769230769231,1.4230769230769231,17.307692307692307,9.884615384615385
3884,1999.0,8.0,DFW,8,9,1493,864,27,18,225,112,1.125,186.625,108.0,3.375,2.25,28.125,14.0
3911,1999.0,9.0,DFW,10,11,2245,1081,50,17,327,133,1.1,224.5,108.1,5.0,1.7,32.7,13.3
3940,1999.0,10.0,DFW,6,6,956,525,24,9,176,76,1.0,159.33333333333334,87.5,4.0,1.5,29.333333333333332,12.666666666666666
3968,1999.0,11.0,DFW,6,7,1396,782,30,13,187,98,1.1666666666666667,232.66666666666666,130.33333333333334,5.0,2.1666666666666665,31.166666666666668,16.333333333333332
3997,1999.0,12.0,DFW,3,3,367,205,14,7,63,30,1.0,122.33333333333333,68.33333333333333,4.666666666666667,2.3333333333333335,21.0,10.0
4024,2000.0,1.0,DFW,7,7,1083,603,23,13,173,91,1.0,154.71428571428572,86.14285714285714,3.2857142857142856,1.8571428571428572,24.714285714285715,13.0
4051,2000.0,2.0,DFW,8,9,2496,1218,67,33,395,190,1.125,312.0,152.25,8.375,4.125,49.375,23.75
4080,2000.0,3.0,DFW,11,14,2202,1239,60,30,341,189,1.2727272727272727,200.1818181818182,112.63636363636364,5.454545454545454,2.727272727272727,31.0,17.181818181818183
4109,2000.0,4.0,DFW,4,5,927,479,16,12,93,57,1.25,231.75,119.75,4.0,3.0,23.25,14.25
4135,2000.0,5.0,DFW,12,15,2474,1368,79,42,368,182,1.25,206.16666666666666,114.0,6.583333333333333,3.5,30.666666666666668,15.166666666666666
4161,2000.0,6.0,DFW,7,8,1322,689,30,17,163,89,1.1428571428571428,188.85714285714286,98.42857142857143,4.285714285714286,2.4285714285714284,23.285714285714285,12.714285714285714
4189,2000.0,7.0,DFW,19,20,4006,2144,96,42,532,292,1.0526315789473684,210.8421052631579,112.84210526315789,5.052631578947368,2.210526315789474,28.0,15.368421052631579
4218,2000.0,8.0,DFW,7,7,1433,698,46,13,205,73,1.0,204.71428571428572,99.71428571428571,6.571428571428571,1.8571428571428572,29.285714285714285,10.428571428571429
4243,2000.0,9.0,DFW,5,6,1054,579,27,17,140,78,1.2,210.8,115.8,5.4,3.4,28.0,15.6
4271,2000.0,10.0,DFW,3,3,674,331,13,6,74,29,1.0,224.66666666666666,110.33333333333333,4.333333333333333,2.0,24.666666666666668,9.666666666666666
4299,2000.0,11.0,DFW,11,12,1431,827,25,18,170,107,1.0909090909090908,130.0909090909091,75.18181818181819,2.272727272727273,1.6363636363636365,15.454545454545455,9.727272727272727
4324,2000.0,12.0,DFW,7,7,903,532,27,13,121,75,1.0,129.0,76.0,3.857142857142857,1.8571428571428572,17.285714285714285,10.714285714285714
4351,2001.0,1.0,DFW,10,12,2024,1066,64,32,317,159,1.2,202.4,106.6,6.4,3.2,31.7,15.9
4378,2001.0,2.0,DFW,2,2,112,80,12,10,18,14,1.0,56.0,40.0,6.0,5.0,9.0,7.0
4406,2001.0,3.0,DFW,6,6,1378,711,36,14,193,92,1.0,229.66666666666666,118.5,6.0,2.3333333333333335,32.166666666666664,15.333333333333334
4435,2001.0,4.0,DFW,9,9,2059,1006,42,17,214,115,1.0,228.77777777777777,111.77777777777777,4.666666666666667,1.8888888888888888,23.77777777777778,12.777777777777779
4464,2001.0,5.0,DFW,5,5,1117,668,18,10,125,76,1.0,223.4,133.6,3.6,2.0,25.0,15.2
4494,2001.0,6.0,DFW,18,20,4202,2136,108,42,505,258,1.1111111111111112,233.44444444444446,118.66666666666667,6.0,2.3333333333333335,28.055555555555557,14.333333333333334
4523,2001.0,7.0,DFW,13,15,2260,1413,46,27,312,212,1.1538461538461537,173.84615384615384,108.6923076923077,3.5384615384615383,2.076923076923077,24.0,16.307692307692307
4552,2001.0,8.0,DFW,8,10,2046,1013,70,28,279,131,1.25,255.75,126.625,8.75,3.5,34.875,16.375
4580,2001.0,9.0,DFW,11,12,1763,967,39,21,282,130,1.0909090909090908,160.27272727272728,87.9090909090909,3.5454545454545454,1.9090909090909092,25.636363636363637,11.818181818181818
4606,2001.0,10.0,DFW,3,4,615,320,20,12,95,49,1.3333333333333333,205.0,106.66666666666667,6.666666666666667,4.0,31.666666666666668,16.333333333333332
4634,2001.0,11.0,DFW,13,15,2293,1303,63,43,330,182,1.1538461538461537,176.3846153846154,100.23076923076923,4.846153846153846,3.3076923076923075,25.384615384615383,14.0
4664,2001.0,12.0,DFW,17,21,3313,1779,88,39,477,242,1.2352941176470589,194.88235294117646,104.6470588235294,5.176470588235294,2.2941176470588234,28.058823529411764,14.235294117647058
4692,2002.0,1.0,DFW,7,8,1331,703,35,19,180,87,1.1428571428571428,190.14285714285714,100.42857142857143,5.0,2.7142857142857144,25.714285714285715,12.428571428571429
4720,2002.0,2.0,DFW,8,8,1149,702,17,11,166,92,1.0,143.625,87.75,2.125,1.375,20.75,11.5
4748,2002.0,3.0,DFW,5,6,1137,598,19,10,132,62,1.2,227.4,119.6,3.8,2.0,26.4,12.4
4776,2002.0,4.0,DFW,10,11,1983,1063,40,18,245,110,1.1,198.3,106.3,4.0,1.8,24.5,11.0
4806,2002.0,5.0,DFW,6,6,942,510,28,12,126,65,1.0,157.0,85.0,4.666666666666667,2.0,21.0,10.833333333333334
4833,2002.0,6.0,DFW,10,10,1180,778,16,14,120,90,1.0,118.0,77.8,1.6,1.4,12.0,9.0
4856,2002.0,7.0,DFW,13,16,2429,1340,87,40,418,215,1.2307692307692308,186.84615384615384,103.07692307692308,6.6923076923076925,3.076923076923077,32.15384615384615,16.53846153846154
4881,2002.0,8.0,DFW,10,11,1512,865,42,21,251,128,1.1,151.2,86.5,4.2,2.1,25.1,12.8
4908,2002.0,9.0,DFW,4,4,449,308,12,9,56,43,1.0,112.25,77.0,3.0,2.25,14.0,10.75
4935,2002.0,10.0,DFW,5,6,429,298,23,14,64,52,1.2,85.8,59.6,4.6,2.8,12.8,10.4
4959,2002.0,11.0,DFW,4,5,339,231,11,7,58,43,1.25,84.75,57.75,2.75,1.75,14.5,10.75
4983,2002.0,12.0,DFW,8,8,1677,855,61,29,231,121,1.0,209.625,106.875,7.625,3.625,28.875,15.125
5009,2003.0,1.0,DFW,8,11,2068,1067,72,32,305,147,1.375,258.5,133.375,9.0,4.0,38.125,18.375
5037,2003.0,2.0,DFW,18,20,4406,2318,116,58,506,280,1.1111111111111112,244.77777777777777,128.77777777777777,6.444444444444445,3.2222222222222223,28.11111111111111,15.555555555555555
5064,2003.0,3.0,DFW,5,5,977,540,35,17,158,75,1.0,195.4,108.0,7.0,3.4,31.6,15.0
5092,2003.0,4.0,DFW,6,8,1331,653,32,16,178,80,1.3333333333333333,221.83333333333334,108.83333333333333,5.333333333333333,2.6666666666666665,29.666666666666668,13.333333333333334
5118,2003.0,5.0,DFW,10,13,2301,1186,46,21,245,124,1.3,230.1,118.6,4.6,2.1,24.5,12.4
5145,2003.0,6.0,DFW,9,10,1831,961,55,24,249,119,1.1111111111111112,203.44444444444446,106.77777777777777,6.111111111111111,2.6666666666666665,27.666666666666668,13.222222222222221
5174,2003.0,7.0,DFW,12,14,2530,1388,64,26,408,214,1.1666666666666667,210.83333333333334,115.66666666666667,5.333333333333333,2.1666666666666665,34.0,17.833333333333332
5203,2003.0,8.0,DFW,2,2,258,157,4,4,36,21,1.0,129.0,78.5,2.0,2.0,18.0,10.5
5233,2003.0,9.0,DFW,5,6,839,461,11,5,88,56,1.2,167.8,92.2,2.2,1.0,17.6,11.2
5258,2003.0,10.0,DFW,4,5,907,461,28,11,152,69,1.25,226.75,115.25,7.0,2.75,38.0,17.25
5284,2003.0,11.0,DFW,7,10,986,589,32,17,171,86,1.4285714285714286,140.85714285714286,84.14285714285714,4.571428571428571,2.4285714285714284,24.428571428571427,12.285714285714286
5311,2003.0,12.0,DFW,4,4,615,344,8,3,91,44,1.0,153.75,86.0,2.0,0.75,22.75,11.0
5338,2004.0,1.0,DFW,29,39,6047,3213,197,85,995,476,1.3448275862068966,208.51724137931035,110.79310344827586,6.793103448275862,2.9310344827586206,34.310344827586206,16.413793103448278
5362,2004.0,2.0,DFW,3,4,741,354,14,6,115,59,1.3333333333333333,247.0,118.0,4.666666666666667,2.0,38.333333333333336,19.666666666666668
5387,2004.0,3.0,DFW,3,5,625,334,10,5,64,37,1.6666666666666667,208.33333333333334,111.33333333333333,3.3333333333333335,1.6666666666666667,21.333333333333332,12.333333333333334
5417,2004.0,4.0,DFW,3,3,331,198,17,9,47,27,1.0,110.33333333333333,66.0,5.666666666666667,3.0,15.666666666666666,9.0
5442,2004.0,5.0,DFW,9,13,1851,1030,37,20,202,117,1.4444444444444444,205.66666666666666,114.44444444444444,4.111111111111111,2.2222222222222223,22.444444444444443,13.0
5470,2004.0,6.0,DFW,2,3,243,161,4,2,37,26,1.5,121.5,80.5,2.0,1.0,18.5,13.0
5495,2004.0,7.0,DFW,5,7,1092,564,33,19,126,79,1.4,218.4,112.8,6.6,3.8,25.2,15.8
5521,2004.0,8.0,DFW,1,1,113,74,4,2,22,14,1.0,113.0,74.0,4.0,2.0,22.0,14.0
5544,2004.0,9.0,DFW,4,4,2164,942,10,8,260,108,1.0,541.0,235.5,2.5,2.0,65.0,27.0
5567,2004.0,10.0,DFW,5,7,1393,692,52,20,192,95,1.4,278.6,138.4,10.4,4.0,38.4,19.0
5594,2004.0,11.0,DFW,1,2,250,130,7,5,36,23,2.0,250.0,130.0,7.0,5.0,36.0,23.0
5616,2004.0,12.0,DFW,4,4,712,396,15,7,137,70,1.0,178.0,99.0,3.75,1.75,34.25,17.5
5641,2005.0,2.0,DFW,1,1,129,77,0,0,7,4,1.0,129.0,77.0,0.0,0.0,7.0,4.0
5677,2005.0,5.0,DFW,1,1,110,74,0,0,10,5,1.0,110.0,74.0,0.0,0.0,10.0,5.0
5689,2005.0,6.0,DFW,2,2,426,233,6,3,61,28,1.0,213.0,116.5,3.0,1.5,30.5,14.0
5704,2005.0,7.0,DFW,1,1,43,38,1,1,9,8,1.0,43.0,38.0,1.0,1.0,9.0,8.0
5719,2005.0,8.0,DFW,1,1,83,58,0,0,10,7,1.0,83.0,58.0,0.0,0.0,10.0,7.0
5738,2005.0,9.0,DFW,3,3,514,316,9,7,53,32,1.0,171.33333333333334,105.33333333333333,3.0,2.3333333333333335,17.666666666666668,10.666666666666666
5755,2005.0,10.0,DFW,6,8,1034,594,70,34,198,112,1.3333333333333333,172.33333333333334,99.0,11.666666666666666,5.666666666666667,33.0,18.666666666666668
