,year,month,tracon,num_obs,AtcAdvisoryMultCount_sum,word_count_sum,unique_word_count_sum,FAA_total_sum,FAA_unique_sum,NASA_total_sum,NASA_unique_sum,AtcAdvisoryMultCount_avg,word_count_avg,unique_word_count_avg,FAA_total_avg,FAA_unique_avg,NASA_total_avg,NASA_unique_avg
5421,2004.0,4.0,IAH,3,5,296,198,4,3,46,34,1.6666666666666667,98.66666666666667,66.0,1.3333333333333333,1.0,15.333333333333334,11.333333333333334
5447,2004.0,5.0,IAH,4,7,1257,598,25,12,130,78,1.75,314.25,149.5,6.25,3.0,32.5,19.5
5474,2004.0,6.0,IAH,6,6,1087,643,30,13,170,89,1.0,181.16666666666666,107.16666666666667,5.0,2.1666666666666665,28.333333333333332,14.833333333333334
5500,2004.0,7.0,IAH,1,1,172,105,2,1,14,11,1.0,172.0,105.0,2.0,1.0,14.0,11.0
5523,2004.0,8.0,IAH,1,1,34,26,4,2,6,4,1.0,34.0,26.0,4.0,2.0,6.0,4.0
5572,2004.0,10.0,IAH,3,3,486,290,27,13,100,52,1.0,162.0,96.66666666666667,9.0,4.333333333333333,33.333333333333336,17.333333333333332
5635,2005.0,1.0,IAH,1,1,362,180,8,4,37,16,1.0,362.0,180.0,8.0,4.0,37.0,16.0
5643,2005.0,2.0,IAH,1,1,191,96,14,3,28,10,1.0,191.0,96.0,14.0,3.0,28.0,10.0
5665,2005.0,4.0,IAH,2,2,473,288,13,6,70,43,1.0,236.5,144.0,6.5,3.0,35.0,21.5
5759,2005.0,10.0,IAH,2,2,544,266,8,2,102,38,1.0,272.0,133.0,4.0,1.0,51.0,19.0
5819,2006.0,1.0,IAH,1,2,259,122,8,3,35,15,2.0,259.0,122.0,8.0,3.0,35.0,15.0
5855,2006.0,3.0,IAH,2,2,394,216,12,6,69,28,1.0,197.0,108.0,6.0,3.0,34.5,14.0
5877,2006.0,4.0,IAH,1,1,290,190,9,4,53,24,1.0,290.0,190.0,9.0,4.0,53.0,24.0
5923,2006.0,6.0,IAH,1,2,988,376,24,12,101,52,2.0,988.0,376.0,24.0,12.0,101.0,52.0
5989,2006.0,9.0,IAH,1,1,147,100,1,1,9,7,1.0,147.0,100.0,1.0,1.0,9.0,7.0
6014,2006.0,10.0,IAH,2,2,863,366,24,12,80,41,1.0,431.5,183.0,12.0,6.0,40.0,20.5
6169,2007.0,6.0,IAH,1,1,295,140,19,5,37,15,1.0,295.0,140.0,19.0,5.0,37.0,15.0
6249,2007.0,10.0,IAH,1,1,142,90,2,1,14,8,1.0,142.0,90.0,2.0,1.0,14.0,8.0
6268,2007.0,11.0,IAH,3,4,505,293,24,12,68,42,1.3333333333333333,168.33333333333334,97.66666666666667,8.0,4.0,22.666666666666668,14.0
6283,2007.0,12.0,IAH,1,1,205,101,5,2,30,14,1.0,205.0,101.0,5.0,2.0,30.0,14.0
6317,2008.0,2.0,IAH,1,1,194,91,1,1,17,10,1.0,194.0,91.0,1.0,1.0,17.0,10.0
6387,2008.0,6.0,IAH,2,3,513,243,14,5,72,30,1.5,256.5,121.5,7.0,2.5,36.0,15.0
6455,2008.0,10.0,IAH,1,1,116,70,2,1,19,11,1.0,116.0,70.0,2.0,1.0,19.0,11.0
6674,2009.0,12.0,IAH,2,2,590,299,7,4,7,5,1.0,295.0,149.5,3.5,2.0,3.5,2.5
6692,2010.0,1.0,IAH,2,2,871,401,1,1,1,1,1.0,435.5,200.5,0.5,0.5,0.5,0.5
6706,2010.0,2.0,IAH,1,1,117,66,1,1,0,0,1.0,117.0,66.0,1.0,1.0,0.0,0.0
6723,2010.0,3.0,IAH,1,1,244,137,3,2,3,2,1.0,244.0,137.0,3.0,2.0,3.0,2.0
6739,2010.0,4.0,IAH,1,1,74,46,0,0,0,0,1.0,74.0,46.0,0.0,0.0,0.0,0.0
6758,2010.0,5.0,IAH,1,1,350,181,2,1,2,1,1.0,350.0,181.0,2.0,1.0,2.0,1.0
6795,2010.0,7.0,IAH,1,1,145,89,0,0,3,2,1.0,145.0,89.0,0.0,0.0,3.0,2.0
6813,2010.0,8.0,IAH,1,1,131,88,1,1,2,2,1.0,131.0,88.0,1.0,1.0,2.0,2.0
6960,2011.0,4.0,IAH,2,2,368,212,1,1,7,5,1.0,184.0,106.0,0.5,0.5,3.5,2.5
6976,2011.0,5.0,IAH,1,1,251,122,1,1,1,1,1.0,251.0,122.0,1.0,1.0,1.0,1.0
7094,2011.0,12.0,IAH,1,1,93,62,1,1,0,0,1.0,93.0,62.0,1.0,1.0,0.0,0.0
7126,2012.0,2.0,IAH,1,1,270,158,0,0,1,1,1.0,270.0,158.0,0.0,0.0,1.0,1.0
7140,2012.0,3.0,IAH,1,1,83,51,3,1,0,0,1.0,83.0,51.0,3.0,1.0,0.0,0.0
7157,2012.0,4.0,IAH,2,2,377,200,6,4,15,6,1.0,188.5,100.0,3.0,2.0,7.5,3.0
7188,2012.0,6.0,IAH,2,2,624,322,8,2,2,2,1.0,312.0,161.0,4.0,1.0,1.0,1.0
7205,2012.0,7.0,IAH,2,2,953,425,4,3,18,10,1.0,476.5,212.5,2.0,1.5,9.0,5.0
7274,2012.0,11.0,IAH,1,1,282,152,1,1,1,1,1.0,282.0,152.0,1.0,1.0,1.0,1.0
7287,2012.0,12.0,IAH,1,1,295,144,2,1,4,2,1.0,295.0,144.0,2.0,1.0,4.0,2.0
7309,2013.0,2.0,IAH,1,1,76,60,0,0,0,0,1.0,76.0,60.0,0.0,0.0,0.0,0.0
7356,2013.0,5.0,IAH,1,1,634,249,1,1,5,2,1.0,634.0,249.0,1.0,1.0,5.0,2.0
7390,2013.0,7.0,IAH,3,3,562,295,6,5,10,8,1.0,187.33333333333334,98.33333333333333,2.0,1.6666666666666667,3.3333333333333335,2.6666666666666665
7416,2013.0,9.0,IAH,1,1,170,103,0,0,1,1,1.0,170.0,103.0,0.0,0.0,1.0,1.0
7474,2014.0,1.0,IAH,1,1,285,163,0,0,0,0,1.0,285.0,163.0,0.0,0.0,0.0,0.0
7533,2014.0,5.0,IAH,1,1,215,131,2,2,5,3,1.0,215.0,131.0,2.0,2.0,5.0,3.0
7552,2014.0,6.0,IAH,2,3,1626,607,23,3,25,4,1.5,813.0,303.5,11.5,1.5,12.5,2.0
7572,2014.0,7.0,IAH,2,2,1017,420,25,7,31,9,1.0,508.5,210.0,12.5,3.5,15.5,4.5
7588,2014.0,8.0,IAH,1,1,196,118,0,0,3,1,1.0,196.0,118.0,0.0,0.0,3.0,1.0
7610,2014.0,9.0,IAH,3,3,923,450,10,5,21,12,1.0,307.6666666666667,150.0,3.3333333333333335,1.6666666666666667,7.0,4.0
7666,2014.0,12.0,IAH,2,2,680,321,18,6,20,7,1.0,340.0,160.5,9.0,3.0,10.0,3.5
7685,2015.0,1.0,IAH,1,2,209,86,2,2,3,3,2.0,209.0,86.0,2.0,2.0,3.0,3.0
7704,2015.0,2.0,IAH,4,4,1594,667,6,4,20,11,1.0,398.5,166.75,1.5,1.0,5.0,2.75
7723,2015.0,3.0,IAH,12,14,3368,1754,30,16,54,32,1.1666666666666667,280.6666666666667,146.16666666666666,2.5,1.3333333333333333,4.5,2.6666666666666665
7761,2015.0,5.0,IAH,4,4,1712,838,27,10,36,14,1.0,428.0,209.5,6.75,2.5,9.0,3.5
7828,2015.0,8.0,IAH,2,2,703,321,3,2,3,2,1.0,351.5,160.5,1.5,1.0,1.5,1.0
7847,2015.0,9.0,IAH,2,2,743,378,10,3,23,15,1.0,371.5,189.0,5.0,1.5,11.5,7.5
7871,2015.0,10.0,IAH,2,2,655,332,2,2,5,4,1.0,327.5,166.0,1.0,1.0,2.5,2.0
7893,2015.0,11.0,IAH,4,4,2654,954,14,6,58,26,1.0,663.5,238.5,3.5,1.5,14.5,6.5
7934,2016.0,1.0,IAH,2,2,914,423,14,10,20,14,1.0,457.0,211.5,7.0,5.0,10.0,7.0
7976,2016.0,3.0,IAH,1,1,354,177,20,8,18,8,1.0,354.0,177.0,20.0,8.0,18.0,8.0
7994,2016.0,4.0,IAH,1,1,388,180,1,1,1,1,1.0,388.0,180.0,1.0,1.0,1.0,1.0
8010,2016.0,5.0,IAH,2,2,383,204,11,3,13,5,1.0,191.5,102.0,5.5,1.5,6.5,2.5
8059,2016.0,8.0,IAH,4,4,1140,530,14,8,32,18,1.0,285.0,132.5,3.5,2.0,8.0,4.5
8096,2016.0,10.0,IAH,1,1,627,267,5,4,24,7,1.0,627.0,267.0,5.0,4.0,24.0,7.0
8114,2016.0,11.0,IAH,2,2,358,220,4,3,6,5,1.0,179.0,110.0,2.0,1.5,3.0,2.5
8136,2016.0,12.0,IAH,2,2,671,320,1,1,4,4,1.0,335.5,160.0,0.5,0.5,2.0,2.0
8156,2017.0,1.0,IAH,1,1,231,158,4,2,9,5,1.0,231.0,158.0,4.0,2.0,9.0,5.0
8191,2017.0,3.0,IAH,1,1,69,46,0,0,0,0,1.0,69.0,46.0,0.0,0.0,0.0,0.0
8208,2017.0,4.0,IAH,1,1,33,30,2,2,2,2,1.0,33.0,30.0,2.0,2.0,2.0,2.0
8251,2017.0,6.0,IAH,2,2,824,384,14,10,34,18,1.0,412.0,192.0,7.0,5.0,17.0,9.0
8272,2017.0,7.0,IAH,4,4,873,439,26,11,39,22,1.0,218.25,109.75,6.5,2.75,9.75,5.5
8344,2017.0,11.0,IAH,1,1,84,65,0,0,0,0,1.0,84.0,65.0,0.0,0.0,0.0,0.0
8372,2018.0,1.0,IAH,4,4,1233,594,6,5,11,9,1.0,308.25,148.5,1.5,1.25,2.75,2.25
8415,2018.0,3.0,IAH,1,1,605,241,8,3,12,4,1.0,605.0,241.0,8.0,3.0,12.0,4.0
8432,2018.0,4.0,IAH,4,4,1488,704,6,4,8,6,1.0,372.0,176.0,1.5,1.0,2.0,1.5
8449,2018.0,5.0,IAH,1,1,435,212,4,2,2,2,1.0,435.0,212.0,4.0,2.0,2.0,2.0
8509,2018.0,9.0,IAH,1,1,127,91,1,1,1,1,1.0,127.0,91.0,1.0,1.0,1.0,1.0
8524,2018.0,10.0,IAH,3,3,912,439,22,9,42,15,1.0,304.0,146.33333333333334,7.333333333333333,3.0,14.0,5.0
8541,2018.0,11.0,IAH,2,2,1376,499,19,8,22,11,1.0,688.0,249.5,9.5,4.0,11.0,5.5
8561,2018.0,12.0,IAH,1,1,58,48,2,2,2,2,1.0,58.0,48.0,2.0,2.0,2.0,2.0
8674,2019.0,7.0,IAH,2,2,532,284,8,2,2,1,1.0,266.0,142.0,4.0,1.0,1.0,0.5
12,1988.0,1.0,JFK,1,1,55,39,4,1,4,1,1.0,55.0,39.0,4.0,1.0,4.0,1.0
39,1988.0,2.0,JFK,1,1,318,155,10,5,27,14,1.0,318.0,155.0,10.0,5.0,27.0,14.0
65,1988.0,3.0,JFK,5,6,1383,715,30,14,154,77,1.2,276.6,143.0,6.0,2.8,30.8,15.4
163,1988.0,7.0,JFK,2,2,338,178,2,2,45,24,1.0,169.0,89.0,1.0,1.0,22.5,12.0
213,1988.0,9.0,JFK,1,1,310,153,4,2,25,12,1.0,310.0,153.0,4.0,2.0,25.0,12.0
311,1989.0,1.0,JFK,3,5,1033,503,25,5,102,42,1.6666666666666667,344.3333333333333,167.66666666666666,8.333333333333334,1.6666666666666667,34.0,14.0
364,1989.0,3.0,JFK,3,3,447,261,12,7,67,39,1.0,149.0,87.0,4.0,2.3333333333333335,22.333333333333332,13.0
392,1989.0,4.0,JFK,1,2,542,204,19,5,63,25,2.0,542.0,204.0,19.0,5.0,63.0,25.0
418,1989.0,5.0,JFK,4,5,961,494,38,15,182,78,1.25,240.25,123.5,9.5,3.75,45.5,19.5
447,1989.0,6.0,JFK,6,7,1531,800,63,30,231,109,1.1666666666666667,255.16666666666666,133.33333333333334,10.5,5.0,38.5,18.166666666666668
473,1989.0,7.0,JFK,4,5,1347,663,61,21,197,81,1.25,336.75,165.75,15.25,5.25,49.25,20.25
499,1989.0,8.0,JFK,4,6,862,456,31,13,109,63,1.5,215.5,114.0,7.75,3.25,27.25,15.75
528,1989.0,9.0,JFK,4,6,1306,630,20,12,150,68,1.5,326.5,157.5,5.0,3.0,37.5,17.0
582,1989.0,11.0,JFK,3,3,538,325,14,9,57,33,1.0,179.33333333333334,108.33333333333333,4.666666666666667,3.0,19.0,11.0
610,1989.0,12.0,JFK,1,2,106,70,2,1,14,12,2.0,106.0,70.0,2.0,1.0,14.0,12.0
667,1990.0,2.0,JFK,4,6,1265,532,42,9,196,62,1.5,316.25,133.0,10.5,2.25,49.0,15.5
696,1990.0,3.0,JFK,6,6,1120,666,42,22,154,86,1.0,186.66666666666666,111.0,7.0,3.6666666666666665,25.666666666666668,14.333333333333334
724,1990.0,4.0,JFK,9,12,1225,758,45,21,204,124,1.3333333333333333,136.11111111111111,84.22222222222223,5.0,2.3333333333333335,22.666666666666668,13.777777777777779
753,1990.0,5.0,JFK,1,1,116,56,3,1,19,10,1.0,116.0,56.0,3.0,1.0,19.0,10.0
778,1990.0,6.0,JFK,1,1,218,108,9,3,35,17,1.0,218.0,108.0,9.0,3.0,35.0,17.0
807,1990.0,7.0,JFK,2,3,317,216,8,7,41,30,1.5,158.5,108.0,4.0,3.5,20.5,15.0
836,1990.0,8.0,JFK,2,2,535,297,12,7,58,34,1.0,267.5,148.5,6.0,3.5,29.0,17.0
863,1990.0,9.0,JFK,1,1,77,51,0,0,10,8,1.0,77.0,51.0,0.0,0.0,10.0,8.0
918,1990.0,11.0,JFK,1,2,241,131,8,3,23,16,2.0,241.0,131.0,8.0,3.0,23.0,16.0
946,1990.0,12.0,JFK,4,6,1120,561,19,12,144,76,1.5,280.0,140.25,4.75,3.0,36.0,19.0
973,1991.0,1.0,JFK,3,4,367,221,24,11,63,37,1.3333333333333333,122.33333333333333,73.66666666666667,8.0,3.6666666666666665,21.0,12.333333333333334
1028,1991.0,3.0,JFK,1,1,146,95,2,2,16,11,1.0,146.0,95.0,2.0,2.0,16.0,11.0
1056,1991.0,4.0,JFK,4,4,2680,1116,72,24,330,106,1.0,670.0,279.0,18.0,6.0,82.5,26.5
1085,1991.0,5.0,JFK,1,2,121,77,7,4,29,16,2.0,121.0,77.0,7.0,4.0,29.0,16.0
1113,1991.0,6.0,JFK,1,1,171,96,7,4,14,7,1.0,171.0,96.0,7.0,4.0,14.0,7.0
1141,1991.0,7.0,JFK,2,3,706,329,17,7,82,41,1.5,353.0,164.5,8.5,3.5,41.0,20.5
1169,1991.0,8.0,JFK,3,5,1439,638,53,13,230,89,1.6666666666666667,479.6666666666667,212.66666666666666,17.666666666666668,4.333333333333333,76.66666666666667,29.666666666666668
1199,1991.0,9.0,JFK,4,7,1295,645,42,17,197,89,1.75,323.75,161.25,10.5,4.25,49.25,22.25
1227,1991.0,10.0,JFK,1,1,82,56,10,2,21,7,1.0,82.0,56.0,10.0,2.0,21.0,7.0
1255,1991.0,11.0,JFK,2,2,314,194,4,2,42,26,1.0,157.0,97.0,2.0,1.0,21.0,13.0
1284,1991.0,12.0,JFK,2,2,498,246,12,5,77,36,1.0,249.0,123.0,6.0,2.5,38.5,18.0
1312,1992.0,1.0,JFK,7,8,1174,711,24,17,132,82,1.1428571428571428,167.71428571428572,101.57142857142857,3.4285714285714284,2.4285714285714284,18.857142857142858,11.714285714285714
1339,1992.0,2.0,JFK,8,10,1536,830,43,22,220,105,1.25,192.0,103.75,5.375,2.75,27.5,13.125
1369,1992.0,3.0,JFK,3,4,847,461,24,12,118,57,1.3333333333333333,282.3333333333333,153.66666666666666,8.0,4.0,39.333333333333336,19.0
1397,1992.0,4.0,JFK,5,6,1339,711,43,19,215,93,1.2,267.8,142.2,8.6,3.8,43.0,18.6
1426,1992.0,5.0,JFK,3,4,845,401,18,10,112,52,1.3333333333333333,281.6666666666667,133.66666666666666,6.0,3.3333333333333335,37.333333333333336,17.333333333333332
1452,1992.0,6.0,JFK,4,4,292,198,6,6,42,32,1.0,73.0,49.5,1.5,1.5,10.5,8.0
1481,1992.0,7.0,JFK,4,4,1233,613,27,13,161,75,1.0,308.25,153.25,6.75,3.25,40.25,18.75
1507,1992.0,8.0,JFK,1,1,629,289,9,4,69,27,1.0,629.0,289.0,9.0,4.0,69.0,27.0
1534,1992.0,9.0,JFK,3,3,809,465,40,15,130,69,1.0,269.6666666666667,155.0,13.333333333333334,5.0,43.333333333333336,23.0
1558,1992.0,10.0,JFK,1,1,108,78,1,1,18,11,1.0,108.0,78.0,1.0,1.0,18.0,11.0
1586,1992.0,11.0,JFK,1,1,336,150,2,2,75,27,1.0,336.0,150.0,2.0,2.0,75.0,27.0
1612,1992.0,12.0,JFK,3,5,711,412,20,14,85,58,1.6666666666666667,237.0,137.33333333333334,6.666666666666667,4.666666666666667,28.333333333333332,19.333333333333332
1639,1993.0,1.0,JFK,4,5,1053,509,18,9,112,57,1.25,263.25,127.25,4.5,2.25,28.0,14.25
1665,1993.0,2.0,JFK,1,2,487,215,16,6,60,29,2.0,487.0,215.0,16.0,6.0,60.0,29.0
1723,1993.0,4.0,JFK,1,1,53,39,1,1,4,4,1.0,53.0,39.0,1.0,1.0,4.0,4.0
1753,1993.0,5.0,JFK,3,3,1042,504,29,15,148,67,1.0,347.3333333333333,168.0,9.666666666666666,5.0,49.333333333333336,22.333333333333332
1779,1993.0,6.0,JFK,1,1,66,44,0,0,2,2,1.0,66.0,44.0,0.0,0.0,2.0,2.0
1809,1993.0,7.0,JFK,2,3,518,266,10,8,80,42,1.5,259.0,133.0,5.0,4.0,40.0,21.0
1837,1993.0,8.0,JFK,3,3,625,308,17,10,96,45,1.0,208.33333333333334,102.66666666666667,5.666666666666667,3.3333333333333335,32.0,15.0
1894,1993.0,10.0,JFK,6,6,1312,700,40,18,194,102,1.0,218.66666666666666,116.66666666666667,6.666666666666667,3.0,32.333333333333336,17.0
1923,1993.0,11.0,JFK,1,1,112,63,8,5,26,15,1.0,112.0,63.0,8.0,5.0,26.0,15.0
1948,1993.0,12.0,JFK,4,7,1003,565,26,13,154,88,1.75,250.75,141.25,6.5,3.25,38.5,22.0
2004,1994.0,2.0,JFK,1,1,156,85,6,3,32,13,1.0,156.0,85.0,6.0,3.0,32.0,13.0
2029,1994.0,3.0,JFK,3,3,544,303,20,10,85,46,1.0,181.33333333333334,101.0,6.666666666666667,3.3333333333333335,28.333333333333332,15.333333333333334
2058,1994.0,4.0,JFK,5,6,819,497,14,8,112,74,1.2,163.8,99.4,2.8,1.6,22.4,14.8
2113,1994.0,6.0,JFK,12,12,3772,1880,128,56,536,240,1.0,314.3333333333333,156.66666666666666,10.666666666666666,4.666666666666667,44.666666666666664,20.0
2142,1994.0,7.0,JFK,1,2,221,138,10,6,39,23,2.0,221.0,138.0,10.0,6.0,39.0,23.0
2171,1994.0,8.0,JFK,4,4,1688,726,22,14,148,74,1.0,422.0,181.5,5.5,3.5,37.0,18.5
2199,1994.0,9.0,JFK,3,4,513,271,16,6,67,38,1.3333333333333333,171.0,90.33333333333333,5.333333333333333,2.0,22.333333333333332,12.666666666666666
2226,1994.0,10.0,JFK,1,1,39,31,0,0,5,4,1.0,39.0,31.0,0.0,0.0,5.0,4.0
2254,1994.0,11.0,JFK,4,5,1034,561,23,14,108,63,1.25,258.5,140.25,5.75,3.5,27.0,15.75
2283,1994.0,12.0,JFK,5,6,1408,668,14,8,157,75,1.2,281.6,133.6,2.8,1.6,31.4,15.0
2312,1995.0,1.0,JFK,6,6,1158,658,16,8,168,88,1.0,193.0,109.66666666666667,2.6666666666666665,1.3333333333333333,28.0,14.666666666666666
2341,1995.0,2.0,JFK,3,4,1001,502,22,10,177,74,1.3333333333333333,333.6666666666667,167.33333333333334,7.333333333333333,3.3333333333333335,59.0,24.666666666666668
2371,1995.0,3.0,JFK,3,3,717,358,25,11,99,50,1.0,239.0,119.33333333333333,8.333333333333334,3.6666666666666665,33.0,16.666666666666668
2401,1995.0,4.0,JFK,7,7,1597,807,76,24,261,111,1.0,228.14285714285714,115.28571428571429,10.857142857142858,3.4285714285714284,37.285714285714285,15.857142857142858
2457,1995.0,6.0,JFK,3,3,641,370,29,14,116,63,1.0,213.66666666666666,123.33333333333333,9.666666666666666,4.666666666666667,38.666666666666664,21.0
2486,1995.0,7.0,JFK,3,3,788,446,29,16,101,62,1.0,262.6666666666667,148.66666666666666,9.666666666666666,5.333333333333333,33.666666666666664,20.666666666666668
2516,1995.0,8.0,JFK,3,4,1150,571,23,12,149,79,1.3333333333333333,383.3333333333333,190.33333333333334,7.666666666666667,4.0,49.666666666666664,26.333333333333332
2543,1995.0,9.0,JFK,3,4,462,304,9,6,81,49,1.3333333333333333,154.0,101.33333333333333,3.0,2.0,27.0,16.333333333333332
2572,1995.0,10.0,JFK,1,1,849,320,18,7,124,37,1.0,849.0,320.0,18.0,7.0,124.0,37.0
2601,1995.0,11.0,JFK,3,4,448,277,20,9,77,39,1.3333333333333333,149.33333333333334,92.33333333333333,6.666666666666667,3.0,25.666666666666668,13.0
2630,1995.0,12.0,JFK,5,5,842,475,22,13,134,75,1.0,168.4,95.0,4.4,2.6,26.8,15.0
2658,1996.0,1.0,JFK,4,5,1513,636,53,15,312,107,1.25,378.25,159.0,13.25,3.75,78.0,26.75
2688,1996.0,2.0,JFK,4,4,1448,704,61,26,229,101,1.0,362.0,176.0,15.25,6.5,57.25,25.25
2717,1996.0,3.0,JFK,3,3,989,482,35,15,173,70,1.0,329.6666666666667,160.66666666666666,11.666666666666666,5.0,57.666666666666664,23.333333333333332
2747,1996.0,4.0,JFK,1,2,129,86,2,1,10,9,2.0,129.0,86.0,2.0,1.0,10.0,9.0
2777,1996.0,5.0,JFK,3,3,249,153,8,8,64,30,1.0,83.0,51.0,2.6666666666666665,2.6666666666666665,21.333333333333332,10.0
2806,1996.0,6.0,JFK,8,10,2067,1056,85,35,331,155,1.25,258.375,132.0,10.625,4.375,41.375,19.375
2835,1996.0,7.0,JFK,3,5,300,176,6,4,62,33,1.6666666666666667,100.0,58.666666666666664,2.0,1.3333333333333333,20.666666666666668,11.0
2864,1996.0,8.0,JFK,3,4,1006,532,58,20,152,73,1.3333333333333333,335.3333333333333,177.33333333333334,19.333333333333332,6.666666666666667,50.666666666666664,24.333333333333332
2894,1996.0,9.0,JFK,1,1,397,195,10,7,66,33,1.0,397.0,195.0,10.0,7.0,66.0,33.0
2924,1996.0,10.0,JFK,4,6,481,295,21,10,77,46,1.5,120.25,73.75,5.25,2.5,19.25,11.5
2982,1996.0,12.0,JFK,2,2,453,248,18,6,48,26,1.0,226.5,124.0,9.0,3.0,24.0,13.0
3012,1997.0,1.0,JFK,2,2,361,225,11,6,47,26,1.0,180.5,112.5,5.5,3.0,23.5,13.0
3041,1997.0,2.0,JFK,1,1,278,171,3,3,46,25,1.0,278.0,171.0,3.0,3.0,46.0,25.0
3071,1997.0,3.0,JFK,4,6,355,239,9,6,77,39,1.5,88.75,59.75,2.25,1.5,19.25,9.75
3100,1997.0,4.0,JFK,2,2,150,114,5,3,23,16,1.0,75.0,57.0,2.5,1.5,11.5,8.0
3155,1997.0,6.0,JFK,5,5,956,589,25,19,158,94,1.0,191.2,117.8,5.0,3.8,31.6,18.8
3183,1997.0,7.0,JFK,4,4,757,386,20,10,144,65,1.0,189.25,96.5,5.0,2.5,36.0,16.25
3212,1997.0,8.0,JFK,2,2,614,334,16,11,84,45,1.0,307.0,167.0,8.0,5.5,42.0,22.5
3239,1997.0,9.0,JFK,2,2,584,289,25,7,89,41,1.0,292.0,144.5,12.5,3.5,44.5,20.5
3268,1997.0,10.0,JFK,3,3,307,211,12,11,49,30,1.0,102.33333333333333,70.33333333333333,4.0,3.6666666666666665,16.333333333333332,10.0
3326,1997.0,12.0,JFK,3,3,583,346,10,5,80,38,1.0,194.33333333333334,115.33333333333333,3.3333333333333335,1.6666666666666667,26.666666666666668,12.666666666666666
3354,1998.0,1.0,JFK,7,8,1893,956,71,26,306,136,1.1428571428571428,270.42857142857144,136.57142857142858,10.142857142857142,3.7142857142857144,43.714285714285715,19.428571428571427
3381,1998.0,2.0,JFK,5,5,622,354,21,13,99,53,1.0,124.4,70.8,4.2,2.6,19.8,10.6
3410,1998.0,3.0,JFK,3,4,810,419,35,18,108,58,1.3333333333333333,270.0,139.66666666666666,11.666666666666666,6.0,36.0,19.333333333333332
3437,1998.0,4.0,JFK,2,3,842,376,55,20,124,49,1.5,421.0,188.0,27.5,10.0,62.0,24.5
3466,1998.0,5.0,JFK,9,9,2056,999,65,30,318,127,1.0,228.44444444444446,111.0,7.222222222222222,3.3333333333333335,35.333333333333336,14.11111111111111
3496,1998.0,6.0,JFK,3,3,669,378,37,19,91,52,1.0,223.0,126.0,12.333333333333334,6.333333333333333,30.333333333333332,17.333333333333332
3525,1998.0,7.0,JFK,3,3,431,256,7,7,60,39,1.0,143.66666666666666,85.33333333333333,2.3333333333333335,2.3333333333333335,20.0,13.0
3552,1998.0,8.0,JFK,4,5,512,353,8,5,63,35,1.25,128.0,88.25,2.0,1.25,15.75,8.75
3581,1998.0,9.0,JFK,1,1,88,56,9,3,22,13,1.0,88.0,56.0,9.0,3.0,22.0,13.0
3609,1998.0,10.0,JFK,3,4,447,257,17,8,94,48,1.3333333333333333,149.0,85.66666666666667,5.666666666666667,2.6666666666666665,31.333333333333332,16.0
3639,1998.0,11.0,JFK,5,5,1031,509,31,15,191,80,1.0,206.2,101.8,6.2,3.0,38.2,16.0
3667,1998.0,12.0,JFK,2,2,558,278,23,10,93,42,1.0,279.0,139.0,11.5,5.0,46.5,21.0
3692,1999.0,1.0,JFK,5,5,963,545,48,16,157,73,1.0,192.6,109.0,9.6,3.2,31.4,14.6
3716,1999.0,2.0,JFK,5,6,407,269,22,10,106,60,1.2,81.4,53.8,4.4,2.0,21.2,12.0
3745,1999.0,3.0,JFK,2,4,602,318,40,14,102,50,2.0,301.0,159.0,20.0,7.0,51.0,25.0
3775,1999.0,4.0,JFK,1,1,159,93,8,4,31,20,1.0,159.0,93.0,8.0,4.0,31.0,20.0
3803,1999.0,5.0,JFK,8,8,1669,888,44,25,203,112,1.0,208.625,111.0,5.5,3.125,25.375,14.0
3832,1999.0,6.0,JFK,2,3,292,176,14,9,49,27,1.5,146.0,88.0,7.0,4.5,24.5,13.5
3862,1999.0,7.0,JFK,12,12,1908,1022,56,24,248,108,1.0,159.0,85.16666666666667,4.666666666666667,2.0,20.666666666666668,9.0
3890,1999.0,8.0,JFK,1,1,31,29,0,0,5,5,1.0,31.0,29.0,0.0,0.0,5.0,5.0
3918,1999.0,9.0,JFK,2,2,299,172,11,7,60,29,1.0,149.5,86.0,5.5,3.5,30.0,14.5
3946,1999.0,10.0,JFK,1,1,198,112,3,2,29,14,1.0,198.0,112.0,3.0,2.0,29.0,14.0
3974,1999.0,11.0,JFK,2,2,416,242,4,2,64,37,1.0,208.0,121.0,2.0,1.0,32.0,18.5
4003,1999.0,12.0,JFK,2,2,300,172,4,3,39,19,1.0,150.0,86.0,2.0,1.5,19.5,9.5
4030,2000.0,1.0,JFK,5,6,1224,606,39,17,158,86,1.2,244.8,121.2,7.8,3.4,31.6,17.2
4058,2000.0,2.0,JFK,4,4,856,403,23,10,113,50,1.0,214.0,100.75,5.75,2.5,28.25,12.5
4087,2000.0,3.0,JFK,2,2,408,206,12,6,57,29,1.0,204.0,103.0,6.0,3.0,28.5,14.5
4114,2000.0,4.0,JFK,2,2,881,399,16,8,128,52,1.0,440.5,199.5,8.0,4.0,64.0,26.0
4140,2000.0,5.0,JFK,3,3,583,338,16,5,55,29,1.0,194.33333333333334,112.66666666666667,5.333333333333333,1.6666666666666667,18.333333333333332,9.666666666666666
4167,2000.0,6.0,JFK,4,4,1053,549,39,13,122,59,1.0,263.25,137.25,9.75,3.25,30.5,14.75
