,tracon,year,month,ntsb_incidents,ntsb_accidents,faa_incidents,faa_ntsb_overlap,NTSB_FAA_incidents_total,NTSB_FAA_incidents_total_nodups
5325,SEA,1990,1,0.0,0.0,1.0,0,1.0,1.0
5326,SEA,1990,2,0.0,0.0,1.0,0,1.0,1.0
5327,SEA,1990,5,0.0,0.0,1.0,0,1.0,1.0
5328,SEA,1990,10,0.0,0.0,2.0,0,2.0,2.0
5329,SEA,1991,3,0.0,0.0,2.0,0,2.0,2.0
5330,SEA,1991,4,1.0,0.0,1.0,1,2.0,1.0
5331,SEA,1991,6,0.0,0.0,1.0,0,1.0,1.0
5332,SEA,1991,8,1.0,0.0,2.0,1,3.0,2.0
5333,SEA,1991,9,0.0,0.0,1.0,0,1.0,1.0
5334,SEA,1991,10,0.0,0.0,1.0,0,1.0,1.0
5335,SEA,1991,11,0.0,0.0,1.0,0,1.0,1.0
5336,SEA,1992,1,0.0,0.0,1.0,0,1.0,1.0
5337,SEA,1992,3,0.0,0.0,1.0,0,1.0,1.0
5338,SEA,1992,5,0.0,0.0,1.0,0,1.0,1.0
5339,SEA,1992,6,0.0,1.0,0.0,0,1.0,1.0
5340,SEA,1992,8,0.0,0.0,1.0,0,1.0,1.0
5341,SEA,1992,10,0.0,0.0,1.0,0,1.0,1.0
5342,SEA,1993,1,0.0,0.0,2.0,0,2.0,2.0
5343,SEA,1993,3,0.0,0.0,1.0,0,1.0,1.0
5344,SEA,1993,4,0.0,0.0,1.0,0,1.0,1.0
5345,SEA,1993,8,0.0,0.0,1.0,0,1.0,1.0
5346,SEA,1994,4,1.0,0.0,1.0,1,2.0,1.0
5347,SEA,1994,9,0.0,0.0,1.0,0,1.0,1.0
5348,SEA,1994,10,0.0,0.0,2.0,0,2.0,2.0
5349,SEA,1995,5,0.0,0.0,1.0,0,1.0,1.0
5350,SEA,1995,6,0.0,1.0,0.0,0,1.0,1.0
5351,SEA,1995,9,0.0,0.0,2.0,0,2.0,2.0
5352,SEA,1995,10,0.0,0.0,1.0,0,1.0,1.0
5353,SEA,1995,12,0.0,0.0,1.0,0,1.0,1.0
5354,SEA,1996,6,0.0,0.0,1.0,0,1.0,1.0
5355,SEA,1996,9,0.0,0.0,1.0,0,1.0,1.0
5356,SEA,1996,12,1.0,0.0,3.0,1,4.0,3.0
5357,SEA,1997,1,1.0,0.0,1.0,1,2.0,1.0
5358,SEA,1997,6,0.0,0.0,1.0,0,1.0,1.0
5359,SEA,1997,8,0.0,1.0,0.0,0,1.0,1.0
5360,SEA,1997,9,1.0,1.0,0.0,0,2.0,2.0
5361,SEA,1997,10,0.0,0.0,1.0,0,1.0,1.0
5362,SEA,1998,4,0.0,0.0,1.0,0,1.0,1.0
5363,SEA,1998,5,0.0,0.0,2.0,0,2.0,2.0
5364,SEA,1998,7,1.0,0.0,1.0,1,2.0,1.0
5365,SEA,1998,11,0.0,0.0,1.0,0,1.0,1.0
5366,SEA,1999,2,0.0,0.0,2.0,0,2.0,2.0
5367,SEA,1999,4,0.0,0.0,1.0,0,1.0,1.0
5368,SEA,1999,7,0.0,0.0,1.0,0,1.0,1.0
5369,SEA,1999,9,0.0,0.0,1.0,0,1.0,1.0
5370,SEA,1999,10,0.0,0.0,1.0,0,1.0,1.0
5371,SEA,2000,2,0.0,1.0,2.0,0,3.0,3.0
5372,SEA,2000,3,1.0,0.0,2.0,0,3.0,3.0
5373,SEA,2000,4,1.0,0.0,0.0,0,1.0,1.0
5374,SEA,2000,6,0.0,0.0,1.0,0,1.0,1.0
5375,SEA,2000,11,0.0,0.0,1.0,0,1.0,1.0
5376,SEA,2000,12,0.0,0.0,1.0,0,1.0,1.0
5377,SEA,2001,1,1.0,0.0,2.0,1,3.0,2.0
5378,SEA,2001,4,0.0,0.0,1.0,0,1.0,1.0
5379,SEA,2001,10,0.0,0.0,1.0,0,1.0,1.0
5380,SEA,2001,12,0.0,0.0,1.0,0,1.0,1.0
5381,SEA,2002,1,0.0,0.0,1.0,0,1.0,1.0
5382,SEA,2002,2,0.0,0.0,1.0,0,1.0,1.0
5383,SEA,2002,3,0.0,1.0,2.0,0,3.0,3.0
5384,SEA,2002,4,0.0,0.0,1.0,0,1.0,1.0
5385,SEA,2002,5,1.0,0.0,1.0,0,2.0,2.0
5386,SEA,2002,6,0.0,0.0,1.0,0,1.0,1.0
5387,SEA,2002,7,0.0,0.0,1.0,0,1.0,1.0
5388,SEA,2002,9,0.0,0.0,1.0,0,1.0,1.0
5389,SEA,2003,1,0.0,0.0,1.0,0,1.0,1.0
5390,SEA,2003,3,1.0,0.0,2.0,0,3.0,3.0
5391,SEA,2003,9,0.0,0.0,2.0,0,2.0,2.0
5392,SEA,2003,10,0.0,0.0,2.0,0,2.0,2.0
5393,SEA,2004,1,1.0,0.0,0.0,0,1.0,1.0
5394,SEA,2004,2,1.0,0.0,0.0,0,1.0,1.0
5395,SEA,2004,8,0.0,0.0,1.0,0,1.0,1.0
5396,SEA,2005,1,1.0,0.0,0.0,0,1.0,1.0
5397,SEA,2005,8,0.0,0.0,1.0,0,1.0,1.0
5398,SEA,2005,10,0.0,0.0,1.0,0,1.0,1.0
5399,SEA,2005,11,0.0,0.0,2.0,0,2.0,2.0
5400,SEA,2005,12,0.0,1.0,0.0,0,1.0,1.0
5401,SEA,2006,1,0.0,0.0,1.0,0,1.0,1.0
5402,SEA,2006,2,0.0,0.0,1.0,0,1.0,1.0
5403,SEA,2006,3,0.0,0.0,1.0,0,1.0,1.0
5404,SEA,2006,10,1.0,0.0,0.0,0,1.0,1.0
5405,SEA,2006,12,0.0,0.0,1.0,0,1.0,1.0
5406,SEA,2008,4,0.0,0.0,1.0,0,1.0,1.0
5407,SEA,2008,7,2.0,0.0,0.0,0,2.0,2.0
5408,SEA,2008,8,0.0,0.0,1.0,0,1.0,1.0
5409,SEA,2008,9,0.0,0.0,1.0,0,1.0,1.0
5410,SEA,2008,12,1.0,2.0,0.0,0,3.0,3.0
5411,SEA,2009,7,0.0,0.0,1.0,0,1.0,1.0
5412,SEA,2010,5,0.0,0.0,1.0,0,1.0,1.0
5413,SEA,2010,10,0.0,0.0,1.0,0,1.0,1.0
5414,SEA,2011,9,0.0,0.0,1.0,0,1.0,1.0
5415,SEA,2015,1,0.0,0.0,1.0,0,1.0,1.0
5416,SEA,2015,5,0.0,0.0,1.0,0,1.0,1.0
5417,SEA,2015,7,0.0,0.0,1.0,0,1.0,1.0
5418,SEA,2015,12,1.0,0.0,1.0,1,2.0,1.0
5419,SEA,2016,10,1.0,0.0,0.0,0,1.0,1.0
5420,SEA,2017,4,0.0,0.0,1.0,0,1.0,1.0
5421,SEA,2017,11,0.0,0.0,1.0,0,1.0,1.0
5422,SFO,1988,3,0.0,0.0,1.0,0,1.0,1.0
5423,SFO,1988,9,0.0,0.0,1.0,0,1.0,1.0
5424,SFO,1988,11,0.0,0.0,1.0,0,1.0,1.0
5425,SFO,1989,2,0.0,0.0,1.0,0,1.0,1.0
5426,SFO,1989,7,0.0,0.0,1.0,0,1.0,1.0
5427,SFO,1989,10,0.0,0.0,1.0,0,1.0,1.0
5428,SFO,1989,12,0.0,0.0,1.0,0,1.0,1.0
5429,SFO,1990,2,0.0,0.0,1.0,0,1.0,1.0
5430,SFO,1990,3,0.0,0.0,1.0,0,1.0,1.0
5431,SFO,1990,4,0.0,0.0,2.0,0,2.0,2.0
5432,SFO,1990,8,0.0,0.0,1.0,0,1.0,1.0
5433,SFO,1990,11,0.0,0.0,3.0,0,3.0,3.0
5434,SFO,1991,1,0.0,0.0,1.0,0,1.0,1.0
5435,SFO,1991,2,0.0,0.0,1.0,0,1.0,1.0
5436,SFO,1991,7,0.0,0.0,4.0,0,4.0,4.0
5437,SFO,1991,10,0.0,0.0,4.0,0,4.0,4.0
5438,SFO,1991,11,0.0,0.0,3.0,0,3.0,3.0
5439,SFO,1992,1,0.0,0.0,2.0,0,2.0,2.0
5440,SFO,1992,2,0.0,0.0,2.0,0,2.0,2.0
5441,SFO,1992,3,0.0,0.0,1.0,0,1.0,1.0
5442,SFO,1992,4,0.0,0.0,4.0,0,4.0,4.0
5443,SFO,1992,5,0.0,0.0,1.0,0,1.0,1.0
5444,SFO,1992,6,0.0,0.0,2.0,0,2.0,2.0
5445,SFO,1992,7,0.0,0.0,2.0,0,2.0,2.0
5446,SFO,1992,8,0.0,1.0,0.0,0,1.0,1.0
5447,SFO,1992,9,0.0,0.0,2.0,0,2.0,2.0
5448,SFO,1992,10,0.0,0.0,3.0,0,3.0,3.0
5449,SFO,1992,11,0.0,0.0,1.0,0,1.0,1.0
5450,SFO,1992,12,0.0,0.0,1.0,0,1.0,1.0
5451,SFO,1993,1,0.0,0.0,1.0,0,1.0,1.0
5452,SFO,1993,2,0.0,0.0,1.0,0,1.0,1.0
5453,SFO,1993,3,0.0,0.0,2.0,0,2.0,2.0
5454,SFO,1993,5,0.0,0.0,2.0,0,2.0,2.0
5455,SFO,1993,6,0.0,0.0,2.0,0,2.0,2.0
5456,SFO,1993,7,0.0,1.0,3.0,0,4.0,4.0
5457,SFO,1993,8,0.0,0.0,1.0,0,1.0,1.0
5458,SFO,1993,9,0.0,0.0,1.0,0,1.0,1.0
5459,SFO,1993,10,0.0,1.0,1.0,0,2.0,2.0
5460,SFO,1994,2,0.0,0.0,1.0,0,1.0,1.0
5461,SFO,1994,4,0.0,0.0,1.0,0,1.0,1.0
5462,SFO,1994,6,0.0,0.0,1.0,0,1.0,1.0
5463,SFO,1994,9,0.0,0.0,1.0,0,1.0,1.0
5464,SFO,1995,2,0.0,0.0,1.0,0,1.0,1.0
5465,SFO,1995,3,0.0,0.0,1.0,0,1.0,1.0
5466,SFO,1995,4,0.0,0.0,1.0,0,1.0,1.0
5467,SFO,1995,5,0.0,0.0,2.0,0,2.0,2.0
5468,SFO,1995,6,0.0,0.0,2.0,0,2.0,2.0
5469,SFO,1995,7,0.0,0.0,1.0,0,1.0,1.0
5470,SFO,1995,8,0.0,0.0,1.0,0,1.0,1.0
5471,SFO,1995,11,0.0,0.0,1.0,0,1.0,1.0
5472,SFO,1996,1,0.0,0.0,1.0,0,1.0,1.0
5473,SFO,1996,4,0.0,0.0,1.0,0,1.0,1.0
5474,SFO,1996,6,0.0,2.0,2.0,0,4.0,4.0
5475,SFO,1996,7,0.0,0.0,1.0,0,1.0,1.0
5476,SFO,1996,11,0.0,0.0,1.0,0,1.0,1.0
5477,SFO,1997,8,0.0,0.0,1.0,0,1.0,1.0
5478,SFO,1997,11,0.0,0.0,1.0,0,1.0,1.0
5479,SFO,1997,12,1.0,0.0,3.0,1,4.0,3.0
5480,SFO,1998,1,0.0,0.0,1.0,0,1.0,1.0
5481,SFO,1998,3,0.0,0.0,1.0,0,1.0,1.0
5482,SFO,1998,7,0.0,0.0,1.0,0,1.0,1.0
5483,SFO,1998,8,0.0,0.0,1.0,0,1.0,1.0
5484,SFO,1998,10,0.0,0.0,1.0,0,1.0,1.0
5485,SFO,1999,2,0.0,0.0,1.0,0,1.0,1.0
5486,SFO,1999,3,0.0,0.0,1.0,0,1.0,1.0
5487,SFO,1999,10,0.0,0.0,1.0,0,1.0,1.0
5488,SFO,2000,3,1.0,0.0,0.0,0,1.0,1.0
5489,SFO,2000,7,0.0,0.0,1.0,0,1.0,1.0
5490,SFO,2000,9,0.0,0.0,1.0,0,1.0,1.0
5491,SFO,2000,12,0.0,0.0,1.0,0,1.0,1.0
5492,SFO,2001,4,0.0,0.0,1.0,0,1.0,1.0
5493,SFO,2001,7,0.0,2.0,0.0,0,2.0,2.0
5494,SFO,2003,2,0.0,1.0,0.0,0,1.0,1.0
5495,SFO,2003,3,0.0,0.0,1.0,0,1.0,1.0
5496,SFO,2003,10,0.0,2.0,1.0,0,3.0,3.0
5497,SFO,2003,11,0.0,1.0,1.0,0,2.0,2.0
5498,SFO,2004,3,0.0,0.0,4.0,0,4.0,4.0
5499,SFO,2004,4,0.0,0.0,1.0,0,1.0,1.0
5500,SFO,2004,5,0.0,0.0,1.0,0,1.0,1.0
5501,SFO,2004,6,0.0,0.0,3.0,0,3.0,3.0
5502,SFO,2004,9,0.0,1.0,0.0,0,1.0,1.0
5503,SFO,2005,7,0.0,0.0,1.0,0,1.0,1.0
5504,SFO,2005,9,0.0,0.0,1.0,0,1.0,1.0
5505,SFO,2005,10,0.0,0.0,1.0,0,1.0,1.0
5506,SFO,2006,6,0.0,0.0,1.0,0,1.0,1.0
5507,SFO,2007,5,2.0,0.0,0.0,0,2.0,2.0
5508,SFO,2008,1,0.0,2.0,0.0,0,2.0,2.0
5509,SFO,2008,2,0.0,0.0,1.0,0,1.0,1.0
5510,SFO,2008,3,0.0,0.0,1.0,0,1.0,1.0
5511,SFO,2008,4,0.0,0.0,1.0,0,1.0,1.0
5512,SFO,2008,5,0.0,0.0,1.0,0,1.0,1.0
5513,SFO,2008,6,0.0,1.0,1.0,0,2.0,2.0
5514,SFO,2008,8,0.0,1.0,1.0,0,2.0,2.0
5515,SFO,2009,1,0.0,0.0,1.0,0,1.0,1.0
5516,SFO,2009,5,0.0,0.0,1.0,0,1.0,1.0
5517,SFO,2009,7,0.0,0.0,1.0,0,1.0,1.0
5518,SFO,2010,7,0.0,0.0,1.0,0,1.0,1.0
5519,SFO,2010,8,0.0,0.0,1.0,0,1.0,1.0
5520,SFO,2010,9,0.0,0.0,1.0,0,1.0,1.0
5521,SFO,2010,12,1.0,0.0,0.0,0,1.0,1.0
5522,SFO,2011,2,0.0,0.0,1.0,0,1.0,1.0
5523,SFO,2011,6,0.0,1.0,0.0,0,1.0,1.0
5524,SFO,2011,10,0.0,0.0,1.0,0,1.0,1.0
5525,SFO,2012,2,0.0,1.0,0.0,0,1.0,1.0
5526,SFO,2013,2,0.0,1.0,0.0,0,1.0,1.0
5527,SFO,2013,7,0.0,1.0,0.0,0,1.0,1.0
5528,SFO,2014,10,0.0,0.0,1.0,0,1.0,1.0
5529,SFO,2015,5,0.0,0.0,1.0,0,1.0,1.0
5530,SFO,2016,4,0.0,1.0,0.0,0,1.0,1.0
5531,SFO,2016,12,2.0,0.0,0.0,0,2.0,2.0
5532,SFO,2017,7,1.0,0.0,0.0,0,1.0,1.0
5533,SFO,2017,10,0.0,0.0,1.0,0,1.0,1.0
5534,SFO,2018,1,0.0,0.0,1.0,0,1.0,1.0
5535,SFO,2019,7,0.0,1.0,0.0,0,1.0,1.0
5536,SFO,2019,8,0.0,0.0,1.0,0,1.0,1.0
5717,SLC,1988,1,0.0,0.0,2.0,0,2.0,2.0
5718,SLC,1988,2,0.0,0.0,1.0,0,1.0,1.0
5719,SLC,1988,3,0.0,0.0,2.0,0,2.0,2.0
5720,SLC,1988,4,0.0,0.0,3.0,0,3.0,3.0
5721,SLC,1988,5,0.0,0.0,2.0,0,2.0,2.0
5722,SLC,1988,6,0.0,0.0,2.0,0,2.0,2.0
5723,SLC,1988,7,0.0,0.0,1.0,0,1.0,1.0
5724,SLC,1988,9,0.0,0.0,1.0,0,1.0,1.0
5725,SLC,1988,11,0.0,0.0,3.0,0,3.0,3.0
5726,SLC,1988,12,0.0,0.0,5.0,0,5.0,5.0
5727,SLC,1989,1,1.0,2.0,2.0,1,5.0,4.0
5728,SLC,1989,4,0.0,0.0,2.0,0,2.0,2.0
5729,SLC,1989,7,0.0,1.0,0.0,0,1.0,1.0
5730,SLC,1989,8,0.0,0.0,3.0,0,3.0,3.0
5731,SLC,1989,9,0.0,0.0,2.0,0,2.0,2.0
5732,SLC,1989,10,0.0,1.0,2.0,0,3.0,3.0
5733,SLC,1989,11,0.0,0.0,1.0,0,1.0,1.0
5734,SLC,1989,12,0.0,0.0,2.0,0,2.0,2.0
5735,SLC,1990,1,0.0,0.0,1.0,0,1.0,1.0
5736,SLC,1990,3,0.0,0.0,2.0,0,2.0,2.0
5737,SLC,1990,4,0.0,0.0,2.0,0,2.0,2.0
5738,SLC,1990,5,0.0,0.0,2.0,0,2.0,2.0
5739,SLC,1990,7,0.0,0.0,2.0,0,2.0,2.0
5740,SLC,1990,9,0.0,0.0,2.0,0,2.0,2.0
5741,SLC,1990,10,0.0,0.0,1.0,0,1.0,1.0
5742,SLC,1990,11,0.0,0.0,3.0,0,3.0,3.0
5743,SLC,1990,12,0.0,0.0,3.0,0,3.0,3.0
5744,SLC,1991,1,0.0,0.0,4.0,0,4.0,4.0
5745,SLC,1991,3,0.0,0.0,1.0,0,1.0,1.0
5746,SLC,1991,5,0.0,0.0,2.0,0,2.0,2.0
5747,SLC,1991,6,0.0,0.0,1.0,0,1.0,1.0
5748,SLC,1991,8,0.0,0.0,2.0,0,2.0,2.0
5749,SLC,1991,11,0.0,1.0,2.0,0,3.0,3.0
5750,SLC,1991,12,0.0,0.0,1.0,0,1.0,1.0
5751,SLC,1992,1,0.0,0.0,1.0,0,1.0,1.0
5752,SLC,1992,2,0.0,1.0,1.0,0,2.0,2.0
5753,SLC,1992,3,0.0,0.0,1.0,0,1.0,1.0
5754,SLC,1992,11,0.0,0.0,1.0,0,1.0,1.0
5755,SLC,1992,12,0.0,0.0,2.0,0,2.0,2.0
5756,SLC,1993,1,0.0,0.0,4.0,0,4.0,4.0
5757,SLC,1993,2,0.0,0.0,3.0,0,3.0,3.0
5758,SLC,1993,3,0.0,0.0,1.0,0,1.0,1.0
5759,SLC,1993,4,0.0,0.0,1.0,0,1.0,1.0
5760,SLC,1993,5,0.0,0.0,4.0,0,4.0,4.0
5761,SLC,1993,6,0.0,0.0,1.0,0,1.0,1.0
5762,SLC,1993,7,0.0,0.0,1.0,0,1.0,1.0
5763,SLC,1993,8,0.0,0.0,2.0,0,2.0,2.0
5764,SLC,1993,9,0.0,1.0,2.0,0,3.0,3.0
5765,SLC,1993,11,0.0,1.0,2.0,0,3.0,3.0
5766,SLC,1994,2,0.0,0.0,2.0,0,2.0,2.0
5767,SLC,1994,3,0.0,0.0,2.0,0,2.0,2.0
5768,SLC,1994,4,0.0,0.0,1.0,0,1.0,1.0
5769,SLC,1994,5,0.0,1.0,5.0,0,6.0,6.0
5770,SLC,1994,7,0.0,1.0,2.0,0,3.0,3.0
5771,SLC,1994,8,0.0,0.0,3.0,0,3.0,3.0
5772,SLC,1994,9,0.0,0.0,3.0,0,3.0,3.0
5773,SLC,1994,10,0.0,0.0,1.0,0,1.0,1.0
5774,SLC,1994,11,0.0,0.0,2.0,0,2.0,2.0
5775,SLC,1994,12,0.0,0.0,3.0,0,3.0,3.0
5776,SLC,1995,2,0.0,0.0,2.0,0,2.0,2.0
5777,SLC,1995,3,0.0,0.0,3.0,0,3.0,3.0
5778,SLC,1995,4,0.0,0.0,2.0,0,2.0,2.0
5779,SLC,1995,6,0.0,0.0,2.0,0,2.0,2.0
5780,SLC,1995,8,0.0,0.0,2.0,0,2.0,2.0
5781,SLC,1995,9,0.0,0.0,1.0,0,1.0,1.0
5782,SLC,1995,10,0.0,0.0,2.0,0,2.0,2.0
5783,SLC,1995,11,1.0,1.0,1.0,1,3.0,2.0
5784,SLC,1995,12,0.0,0.0,5.0,0,5.0,5.0
5785,SLC,1996,1,0.0,0.0,2.0,0,2.0,2.0
5786,SLC,1996,2,0.0,0.0,1.0,0,1.0,1.0
5787,SLC,1996,3,0.0,1.0,1.0,1,2.0,1.0
5788,SLC,1996,4,0.0,0.0,4.0,0,4.0,4.0
5789,SLC,1996,5,0.0,0.0,2.0,0,2.0,2.0
5790,SLC,1996,6,1.0,0.0,5.0,1,6.0,5.0
5791,SLC,1996,7,0.0,1.0,2.0,1,3.0,2.0
5792,SLC,1996,9,0.0,0.0,2.0,0,2.0,2.0
5793,SLC,1996,10,0.0,0.0,6.0,0,6.0,6.0
5794,SLC,1996,11,0.0,1.0,2.0,0,3.0,3.0
5795,SLC,1996,12,0.0,0.0,1.0,0,1.0,1.0
5796,SLC,1997,1,0.0,0.0,4.0,0,4.0,4.0
5797,SLC,1997,2,0.0,0.0,1.0,0,1.0,1.0
5798,SLC,1997,3,0.0,1.0,2.0,0,3.0,3.0
5799,SLC,1997,4,0.0,0.0,1.0,0,1.0,1.0
5800,SLC,1997,5,0.0,0.0,1.0,0,1.0,1.0
5801,SLC,1997,8,0.0,0.0,2.0,0,2.0,2.0
5802,SLC,1997,9,1.0,0.0,4.0,1,5.0,4.0
5803,SLC,1997,10,0.0,0.0,1.0,0,1.0,1.0
5804,SLC,1997,11,0.0,0.0,2.0,0,2.0,2.0
5805,SLC,1997,12,0.0,0.0,1.0,0,1.0,1.0
5806,SLC,1998,1,0.0,0.0,5.0,0,5.0,5.0
5807,SLC,1998,2,0.0,0.0,2.0,0,2.0,2.0
5808,SLC,1998,5,0.0,0.0,1.0,0,1.0,1.0
5809,SLC,1998,6,0.0,0.0,1.0,0,1.0,1.0
5810,SLC,1998,7,0.0,0.0,1.0,0,1.0,1.0
5811,SLC,1998,8,0.0,0.0,3.0,0,3.0,3.0
5812,SLC,1998,9,0.0,0.0,1.0,0,1.0,1.0
5813,SLC,1998,10,0.0,0.0,1.0,0,1.0,1.0
5814,SLC,1999,1,0.0,0.0,2.0,0,2.0,2.0
5815,SLC,1999,3,0.0,0.0,2.0,0,2.0,2.0
5816,SLC,1999,4,0.0,0.0,4.0,0,4.0,4.0
5817,SLC,1999,6,0.0,1.0,0.0,0,1.0,1.0
5818,SLC,1999,7,0.0,1.0,1.0,0,2.0,2.0
5819,SLC,1999,8,0.0,0.0,2.0,0,2.0,2.0
5820,SLC,1999,9,0.0,0.0,2.0,0,2.0,2.0
5821,SLC,1999,12,1.0,0.0,2.0,1,3.0,2.0
5822,SLC,2000,1,0.0,0.0,1.0,0,1.0,1.0
5823,SLC,2000,7,0.0,0.0,1.0,0,1.0,1.0
5824,SLC,2000,8,0.0,0.0,1.0,0,1.0,1.0
5825,SLC,2000,10,0.0,0.0,3.0,0,3.0,3.0
5826,SLC,2000,11,0.0,0.0,1.0,0,1.0,1.0
5827,SLC,2000,12,1.0,0.0,2.0,1,3.0,2.0
5828,SLC,2001,1,0.0,0.0,3.0,0,3.0,3.0
5829,SLC,2001,4,0.0,0.0,2.0,0,2.0,2.0
5830,SLC,2001,7,0.0,0.0,1.0,0,1.0,1.0
5831,SLC,2001,8,0.0,0.0,1.0,0,1.0,1.0
5832,SLC,2001,9,0.0,0.0,2.0,0,2.0,2.0
5833,SLC,2001,11,0.0,0.0,3.0,0,3.0,3.0
5834,SLC,2001,12,0.0,0.0,1.0,0,1.0,1.0
5835,SLC,2002,1,0.0,0.0,1.0,0,1.0,1.0
5836,SLC,2002,3,0.0,0.0,2.0,0,2.0,2.0
5837,SLC,2002,4,0.0,0.0,1.0,0,1.0,1.0
5838,SLC,2002,7,0.0,0.0,2.0,0,2.0,2.0
5839,SLC,2002,8,0.0,0.0,1.0,0,1.0,1.0
5840,SLC,2002,9,0.0,0.0,3.0,0,3.0,3.0
5841,SLC,2002,10,0.0,0.0,2.0,0,2.0,2.0
5842,SLC,2002,12,0.0,0.0,2.0,0,2.0,2.0
5843,SLC,2003,1,0.0,1.0,1.0,0,2.0,2.0
5844,SLC,2003,2,0.0,0.0,2.0,0,2.0,2.0
5845,SLC,2003,4,1.0,1.0,3.0,1,5.0,4.0
5846,SLC,2003,5,0.0,0.0,1.0,0,1.0,1.0
5847,SLC,2003,6,0.0,0.0,3.0,0,3.0,3.0
5848,SLC,2003,7,0.0,0.0,1.0,0,1.0,1.0
5849,SLC,2003,9,0.0,0.0,3.0,0,3.0,3.0
5850,SLC,2003,10,0.0,0.0,1.0,0,1.0,1.0
5851,SLC,2004,2,0.0,0.0,1.0,0,1.0,1.0
5852,SLC,2004,3,0.0,0.0,1.0,0,1.0,1.0
5853,SLC,2004,4,0.0,0.0,2.0,0,2.0,2.0
5854,SLC,2004,5,0.0,0.0,1.0,0,1.0,1.0
5855,SLC,2004,6,0.0,0.0,2.0,0,2.0,2.0
5856,SLC,2004,7,0.0,0.0,1.0,0,1.0,1.0
5857,SLC,2004,9,0.0,0.0,1.0,0,1.0,1.0
5858,SLC,2004,10,0.0,0.0,1.0,0,1.0,1.0
5859,SLC,2004,12,0.0,1.0,0.0,0,1.0,1.0
5860,SLC,2005,2,0.0,0.0,1.0,0,1.0,1.0
5861,SLC,2005,5,0.0,0.0,1.0,0,1.0,1.0
5862,SLC,2005,6,1.0,0.0,1.0,0,2.0,2.0
5863,SLC,2005,9,0.0,0.0,1.0,0,1.0,1.0
5864,SLC,2005,11,0.0,1.0,0.0,0,1.0,1.0
5865,SLC,2005,12,0.0,0.0,1.0,0,1.0,1.0
5866,SLC,2006,1,0.0,0.0,2.0,0,2.0,2.0
5867,SLC,2006,2,0.0,0.0,2.0,0,2.0,2.0
5868,SLC,2006,3,0.0,0.0,2.0,0,2.0,2.0
5869,SLC,2006,4,0.0,0.0,1.0,0,1.0,1.0
5870,SLC,2006,6,0.0,0.0,1.0,0,1.0,1.0
5871,SLC,2006,8,0.0,1.0,0.0,0,1.0,1.0
5872,SLC,2007,1,0.0,0.0,1.0,0,1.0,1.0
5873,SLC,2007,3,0.0,0.0,1.0,0,1.0,1.0
5874,SLC,2007,8,1.0,0.0,0.0,0,1.0,1.0
5875,SLC,2007,9,0.0,0.0,1.0,0,1.0,1.0
5876,SLC,2007,10,0.0,0.0,1.0,0,1.0,1.0
5877,SLC,2007,11,0.0,1.0,2.0,0,3.0,3.0
5878,SLC,2008,2,0.0,0.0,1.0,0,1.0,1.0
5879,SLC,2008,3,0.0,0.0,2.0,0,2.0,2.0
5880,SLC,2008,4,0.0,0.0,1.0,0,1.0,1.0
5881,SLC,2008,7,0.0,1.0,0.0,0,1.0,1.0
5882,SLC,2008,8,0.0,0.0,1.0,0,1.0,1.0
5883,SLC,2008,10,0.0,0.0,3.0,0,3.0,3.0
5884,SLC,2008,11,1.0,0.0,1.0,1,2.0,1.0
5885,SLC,2008,12,0.0,0.0,1.0,0,1.0,1.0
5886,SLC,2009,2,1.0,0.0,1.0,1,2.0,1.0
5887,SLC,2009,3,0.0,1.0,1.0,0,2.0,2.0
5888,SLC,2009,4,0.0,0.0,1.0,0,1.0,1.0
5889,SLC,2009,5,0.0,0.0,1.0,0,1.0,1.0
5890,SLC,2009,6,0.0,0.0,1.0,0,1.0,1.0
5891,SLC,2009,7,0.0,0.0,2.0,0,2.0,2.0
5892,SLC,2009,10,0.0,0.0,1.0,0,1.0,1.0
5893,SLC,2009,11,0.0,0.0,2.0,0,2.0,2.0
5894,SLC,2010,4,0.0,0.0,1.0,0,1.0,1.0
5895,SLC,2010,6,0.0,0.0,1.0,0,1.0,1.0
5896,SLC,2010,7,0.0,1.0,0.0,0,1.0,1.0
5897,SLC,2010,8,0.0,1.0,0.0,0,1.0,1.0
5898,SLC,2010,11,0.0,1.0,1.0,0,2.0,2.0
5899,SLC,2011,6,0.0,0.0,2.0,0,2.0,2.0
5900,SLC,2011,9,0.0,0.0,1.0,0,1.0,1.0
5901,SLC,2011,11,0.0,0.0,2.0,0,2.0,2.0
5902,SLC,2011,12,0.0,0.0,2.0,0,2.0,2.0
5903,SLC,2013,5,0.0,0.0,1.0,0,1.0,1.0
5904,SLC,2013,8,0.0,0.0,1.0,0,1.0,1.0
5905,SLC,2013,11,0.0,1.0,0.0,0,1.0,1.0
5906,SLC,2013,12,0.0,0.0,2.0,0,2.0,2.0
5907,SLC,2014,1,0.0,0.0,1.0,0,1.0,1.0
5908,SLC,2014,3,0.0,1.0,0.0,0,1.0,1.0
5909,SLC,2014,8,0.0,1.0,0.0,0,1.0,1.0
5910,SLC,2014,9,0.0,0.0,1.0,0,1.0,1.0
5911,SLC,2015,5,0.0,0.0,2.0,0,2.0,2.0
5912,SLC,2015,6,0.0,1.0,0.0,0,1.0,1.0
5913,SLC,2016,5,0.0,0.0,1.0,0,1.0,1.0
