,tracon,year,month,ntsb_incidents,ntsb_accidents,faa_incidents,faa_ntsb_overlap,NTSB_FAA_incidents_total,NTSB_FAA_incidents_total_nodups
4306,ORD,1997,3,0.0,0.0,2.0,0,2.0,2.0
4307,ORD,1997,4,1.0,0.0,0.0,0,1.0,1.0
4308,ORD,1997,5,0.0,0.0,2.0,0,2.0,2.0
4309,ORD,1997,6,1.0,0.0,1.0,1,2.0,1.0
4310,ORD,1997,7,0.0,0.0,1.0,0,1.0,1.0
4311,ORD,1997,9,0.0,1.0,0.0,0,1.0,1.0
4312,ORD,1997,11,0.0,1.0,0.0,0,1.0,1.0
4313,ORD,1998,2,0.0,1.0,0.0,0,1.0,1.0
4314,ORD,1998,3,0.0,0.0,1.0,0,1.0,1.0
4315,ORD,1998,4,0.0,1.0,1.0,0,2.0,2.0
4316,ORD,1998,5,0.0,0.0,1.0,0,1.0,1.0
4317,ORD,1998,6,0.0,0.0,1.0,0,1.0,1.0
4318,ORD,1998,7,0.0,0.0,1.0,0,1.0,1.0
4319,ORD,1998,8,0.0,0.0,1.0,0,1.0,1.0
4320,ORD,1998,9,0.0,1.0,1.0,0,2.0,2.0
4321,ORD,1998,11,0.0,0.0,1.0,0,1.0,1.0
4322,ORD,1998,12,0.0,0.0,2.0,0,2.0,2.0
4323,ORD,1999,1,0.0,0.0,1.0,0,1.0,1.0
4324,ORD,1999,6,1.0,0.0,2.0,1,3.0,2.0
4325,ORD,1999,7,0.0,0.0,2.0,0,2.0,2.0
4326,ORD,1999,8,0.0,1.0,1.0,0,2.0,2.0
4327,ORD,1999,9,0.0,0.0,1.0,0,1.0,1.0
4328,ORD,1999,11,0.0,0.0,1.0,0,1.0,1.0
4329,ORD,1999,12,1.0,0.0,1.0,0,2.0,2.0
4330,ORD,2000,2,0.0,1.0,0.0,0,1.0,1.0
4331,ORD,2000,3,0.0,0.0,1.0,0,1.0,1.0
4332,ORD,2000,4,1.0,0.0,0.0,0,1.0,1.0
4333,ORD,2000,6,0.0,0.0,2.0,0,2.0,2.0
4334,ORD,2000,8,2.0,0.0,1.0,0,3.0,3.0
4335,ORD,2000,9,0.0,0.0,1.0,0,1.0,1.0
4336,ORD,2000,10,1.0,0.0,0.0,0,1.0,1.0
4337,ORD,2000,11,0.0,0.0,1.0,0,1.0,1.0
4338,ORD,2000,12,2.0,0.0,2.0,1,4.0,3.0
4339,ORD,2001,1,0.0,0.0,1.0,0,1.0,1.0
4340,ORD,2001,2,0.0,1.0,1.0,0,2.0,2.0
4341,ORD,2001,4,0.0,0.0,1.0,0,1.0,1.0
4342,ORD,2001,5,0.0,0.0,1.0,0,1.0,1.0
4343,ORD,2001,8,0.0,0.0,1.0,0,1.0,1.0
4344,ORD,2001,9,0.0,0.0,1.0,0,1.0,1.0
4345,ORD,2001,12,2.0,0.0,1.0,1,3.0,2.0
4346,ORD,2002,1,0.0,0.0,1.0,0,1.0,1.0
4347,ORD,2002,3,0.0,0.0,4.0,0,4.0,4.0
4348,ORD,2002,4,0.0,0.0,1.0,0,1.0,1.0
4349,ORD,2002,5,0.0,0.0,1.0,0,1.0,1.0
4350,ORD,2002,7,0.0,0.0,1.0,0,1.0,1.0
4351,ORD,2002,8,0.0,0.0,1.0,0,1.0,1.0
4352,ORD,2002,9,0.0,0.0,1.0,0,1.0,1.0
4353,ORD,2002,10,0.0,1.0,0.0,0,1.0,1.0
4354,ORD,2002,11,1.0,0.0,1.0,1,2.0,1.0
4355,ORD,2003,1,0.0,0.0,1.0,0,1.0,1.0
4356,ORD,2003,4,1.0,0.0,1.0,1,2.0,1.0
4357,ORD,2003,6,0.0,0.0,1.0,0,1.0,1.0
4358,ORD,2003,7,0.0,1.0,1.0,0,2.0,2.0
4359,ORD,2003,9,0.0,0.0,1.0,0,1.0,1.0
4360,ORD,2003,10,0.0,0.0,1.0,0,1.0,1.0
4361,ORD,2003,12,0.0,0.0,1.0,0,1.0,1.0
4362,ORD,2004,6,0.0,0.0,1.0,0,1.0,1.0
4363,ORD,2004,7,0.0,1.0,0.0,0,1.0,1.0
4364,ORD,2004,8,0.0,0.0,1.0,0,1.0,1.0
4365,ORD,2004,9,1.0,0.0,1.0,1,2.0,1.0
4366,ORD,2004,11,0.0,0.0,1.0,0,1.0,1.0
4367,ORD,2005,2,0.0,0.0,1.0,0,1.0,1.0
4368,ORD,2005,5,0.0,1.0,0.0,0,1.0,1.0
4369,ORD,2005,7,0.0,0.0,1.0,0,1.0,1.0
4370,ORD,2005,8,0.0,0.0,1.0,0,1.0,1.0
4371,ORD,2005,11,0.0,1.0,0.0,0,1.0,1.0
4372,ORD,2005,12,0.0,0.0,2.0,0,2.0,2.0
4373,ORD,2006,3,2.0,0.0,0.0,0,2.0,2.0
4374,ORD,2006,5,0.0,0.0,1.0,0,1.0,1.0
4375,ORD,2006,6,0.0,1.0,0.0,0,1.0,1.0
4376,ORD,2006,7,2.0,0.0,0.0,0,2.0,2.0
4377,ORD,2006,8,0.0,0.0,1.0,0,1.0,1.0
4378,ORD,2006,11,0.0,2.0,0.0,0,2.0,2.0
4379,ORD,2007,2,0.0,1.0,1.0,0,2.0,2.0
4380,ORD,2007,3,0.0,1.0,1.0,0,2.0,2.0
4381,ORD,2007,4,0.0,1.0,0.0,0,1.0,1.0
4382,ORD,2007,6,0.0,2.0,1.0,0,3.0,3.0
4383,ORD,2007,10,1.0,0.0,1.0,0,2.0,2.0
4384,ORD,2007,12,0.0,2.0,0.0,0,2.0,2.0
4385,ORD,2008,3,0.0,0.0,1.0,0,1.0,1.0
4386,ORD,2008,5,0.0,0.0,1.0,0,1.0,1.0
4387,ORD,2008,7,2.0,0.0,0.0,0,2.0,2.0
4388,ORD,2008,9,1.0,0.0,2.0,1,3.0,2.0
4389,ORD,2008,12,1.0,0.0,4.0,1,5.0,4.0
4390,ORD,2009,3,0.0,0.0,2.0,0,2.0,2.0
4391,ORD,2009,6,2.0,0.0,0.0,0,2.0,2.0
4392,ORD,2009,11,0.0,0.0,1.0,0,1.0,1.0
4393,ORD,2010,1,0.0,0.0,1.0,0,1.0,1.0
4394,ORD,2010,3,1.0,0.0,2.0,1,3.0,2.0
4395,ORD,2010,7,0.0,0.0,3.0,0,3.0,3.0
4396,ORD,2010,8,1.0,0.0,3.0,1,4.0,3.0
4397,ORD,2010,11,0.0,1.0,0.0,0,1.0,1.0
4398,ORD,2010,12,0.0,2.0,0.0,0,2.0,2.0
4399,ORD,2011,1,0.0,0.0,1.0,0,1.0,1.0
4400,ORD,2011,2,0.0,0.0,1.0,0,1.0,1.0
4401,ORD,2011,3,0.0,0.0,1.0,0,1.0,1.0
4402,ORD,2011,5,2.0,0.0,1.0,0,3.0,3.0
4403,ORD,2011,6,1.0,0.0,1.0,1,2.0,1.0
4404,ORD,2011,7,0.0,0.0,3.0,0,3.0,3.0
4405,ORD,2011,8,2.0,0.0,2.0,0,4.0,4.0
4406,ORD,2011,9,1.0,0.0,0.0,0,1.0,1.0
4407,ORD,2012,2,0.0,0.0,2.0,0,2.0,2.0
4408,ORD,2012,4,0.0,0.0,2.0,0,2.0,2.0
4409,ORD,2012,5,0.0,2.0,2.0,0,4.0,4.0
4410,ORD,2012,7,0.0,0.0,4.0,0,4.0,4.0
4411,ORD,2012,8,0.0,0.0,1.0,0,1.0,1.0
4412,ORD,2012,10,0.0,0.0,1.0,0,1.0,1.0
4413,ORD,2013,1,0.0,0.0,1.0,0,1.0,1.0
4414,ORD,2013,2,0.0,0.0,2.0,0,2.0,2.0
4415,ORD,2013,3,0.0,0.0,2.0,0,2.0,2.0
4416,ORD,2013,4,0.0,0.0,1.0,0,1.0,1.0
4417,ORD,2013,5,0.0,0.0,2.0,0,2.0,2.0
4418,ORD,2013,7,0.0,1.0,1.0,0,2.0,2.0
4419,ORD,2013,9,0.0,0.0,1.0,0,1.0,1.0
4420,ORD,2013,11,0.0,0.0,1.0,0,1.0,1.0
4421,ORD,2014,1,0.0,0.0,1.0,0,1.0,1.0
4422,ORD,2014,2,0.0,0.0,1.0,0,1.0,1.0
4423,ORD,2014,3,0.0,0.0,3.0,0,3.0,3.0
4424,ORD,2014,5,0.0,0.0,3.0,0,3.0,3.0
4425,ORD,2014,8,0.0,0.0,1.0,0,1.0,1.0
4426,ORD,2014,9,0.0,1.0,0.0,0,1.0,1.0
4427,ORD,2014,10,0.0,0.0,1.0,0,1.0,1.0
4428,ORD,2015,2,2.0,0.0,1.0,0,3.0,3.0
4429,ORD,2015,7,0.0,0.0,1.0,0,1.0,1.0
4430,ORD,2015,8,0.0,1.0,0.0,0,1.0,1.0
4431,ORD,2015,11,0.0,1.0,0.0,0,1.0,1.0
4432,ORD,2015,12,0.0,0.0,4.0,0,4.0,4.0
4433,ORD,2016,1,0.0,0.0,3.0,0,3.0,3.0
4434,ORD,2016,2,0.0,0.0,1.0,0,1.0,1.0
4435,ORD,2016,3,0.0,0.0,1.0,0,1.0,1.0
4436,ORD,2016,10,0.0,1.0,2.0,0,3.0,3.0
4437,ORD,2016,11,0.0,0.0,1.0,0,1.0,1.0
4438,ORD,2017,5,0.0,0.0,1.0,0,1.0,1.0
4439,ORD,2017,6,1.0,2.0,3.0,1,6.0,5.0
4440,ORD,2018,3,0.0,0.0,1.0,0,1.0,1.0
4441,ORD,2018,4,0.0,0.0,1.0,0,1.0,1.0
4442,ORD,2018,5,0.0,0.0,1.0,0,1.0,1.0
4443,ORD,2018,6,0.0,0.0,2.0,0,2.0,2.0
4444,ORD,2018,7,0.0,1.0,0.0,0,1.0,1.0
4445,ORD,2018,8,0.0,0.0,2.0,0,2.0,2.0
4446,ORD,2018,9,0.0,0.0,1.0,0,1.0,1.0
4447,ORD,2019,6,0.0,0.0,1.0,0,1.0,1.0
4448,ORD,2019,7,0.0,0.0,3.0,0,3.0,3.0
4449,ORD,2019,8,0.0,1.0,2.0,0,3.0,3.0
4450,ORD,2019,9,0.0,0.0,2.0,0,2.0,2.0
4451,ORD,2019,11,0.0,1.0,1.0,0,2.0,2.0
4577,PHL,1988,1,0.0,0.0,3.0,0,3.0,3.0
4578,PHL,1988,2,0.0,1.0,0.0,0,1.0,1.0
4579,PHL,1988,6,0.0,0.0,1.0,0,1.0,1.0
4580,PHL,1988,9,0.0,0.0,1.0,0,1.0,1.0
4581,PHL,1988,12,0.0,0.0,1.0,0,1.0,1.0
4582,PHL,1989,5,0.0,0.0,2.0,0,2.0,2.0
4583,PHL,1989,10,0.0,2.0,0.0,0,2.0,2.0
4584,PHL,1989,11,0.0,0.0,2.0,0,2.0,2.0
4585,PHL,1990,1,1.0,0.0,2.0,1,3.0,2.0
4586,PHL,1990,2,0.0,0.0,2.0,0,2.0,2.0
4587,PHL,1990,3,0.0,0.0,1.0,0,1.0,1.0
4588,PHL,1990,7,0.0,0.0,1.0,0,1.0,1.0
4589,PHL,1990,10,0.0,0.0,3.0,0,3.0,3.0
4590,PHL,1990,11,0.0,0.0,1.0,0,1.0,1.0
4591,PHL,1990,12,0.0,0.0,2.0,0,2.0,2.0
4592,PHL,1991,2,0.0,0.0,3.0,0,3.0,3.0
4593,PHL,1991,8,0.0,0.0,1.0,0,1.0,1.0
4594,PHL,1991,11,0.0,0.0,1.0,0,1.0,1.0
4595,PHL,1992,1,0.0,0.0,1.0,0,1.0,1.0
4596,PHL,1992,2,0.0,0.0,1.0,0,1.0,1.0
4597,PHL,1992,3,0.0,0.0,1.0,0,1.0,1.0
4598,PHL,1992,7,0.0,0.0,1.0,0,1.0,1.0
4599,PHL,1992,9,0.0,0.0,1.0,0,1.0,1.0
4600,PHL,1992,11,0.0,0.0,1.0,0,1.0,1.0
4601,PHL,1993,1,0.0,0.0,1.0,0,1.0,1.0
4602,PHL,1993,2,0.0,0.0,1.0,0,1.0,1.0
4603,PHL,1993,3,0.0,1.0,1.0,0,2.0,2.0
4604,PHL,1994,1,0.0,0.0,1.0,0,1.0,1.0
4605,PHL,1994,5,0.0,0.0,2.0,0,2.0,2.0
4606,PHL,1994,8,0.0,0.0,1.0,0,1.0,1.0
4607,PHL,1995,1,0.0,0.0,3.0,0,3.0,3.0
4608,PHL,1995,7,0.0,0.0,1.0,0,1.0,1.0
4609,PHL,1995,8,0.0,1.0,0.0,0,1.0,1.0
4610,PHL,1995,11,0.0,0.0,1.0,0,1.0,1.0
4611,PHL,1995,12,0.0,0.0,1.0,0,1.0,1.0
4612,PHL,1996,1,0.0,0.0,1.0,0,1.0,1.0
4613,PHL,1996,2,0.0,0.0,1.0,0,1.0,1.0
4614,PHL,1996,3,0.0,0.0,1.0,0,1.0,1.0
4615,PHL,1996,6,0.0,0.0,1.0,0,1.0,1.0
4616,PHL,1996,9,0.0,0.0,1.0,0,1.0,1.0
4617,PHL,1997,3,0.0,0.0,1.0,0,1.0,1.0
4618,PHL,1997,4,0.0,0.0,2.0,0,2.0,2.0
4619,PHL,1997,6,0.0,0.0,1.0,0,1.0,1.0
4620,PHL,1997,8,0.0,0.0,2.0,0,2.0,2.0
4621,PHL,1998,1,0.0,1.0,1.0,0,2.0,2.0
4622,PHL,1998,3,0.0,1.0,0.0,0,1.0,1.0
4623,PHL,1998,4,0.0,0.0,1.0,0,1.0,1.0
4624,PHL,1998,8,0.0,0.0,1.0,0,1.0,1.0
4625,PHL,1998,9,0.0,1.0,1.0,0,2.0,2.0
4626,PHL,1998,10,0.0,0.0,3.0,0,3.0,3.0
4627,PHL,1998,12,0.0,0.0,1.0,0,1.0,1.0
4628,PHL,1999,4,0.0,0.0,1.0,0,1.0,1.0
4629,PHL,2000,7,0.0,0.0,1.0,0,1.0,1.0
4630,PHL,2000,8,0.0,0.0,2.0,0,2.0,2.0
4631,PHL,2000,12,0.0,0.0,1.0,0,1.0,1.0
4632,PHL,2001,9,0.0,0.0,1.0,0,1.0,1.0
4633,PHL,2001,11,0.0,0.0,1.0,0,1.0,1.0
4634,PHL,2001,12,0.0,0.0,1.0,0,1.0,1.0
4635,PHL,2002,5,0.0,0.0,2.0,0,2.0,2.0
4636,PHL,2002,9,0.0,0.0,1.0,0,1.0,1.0
4637,PHL,2002,12,0.0,0.0,1.0,0,1.0,1.0
4638,PHL,2004,3,0.0,0.0,1.0,0,1.0,1.0
4639,PHL,2004,6,0.0,0.0,1.0,0,1.0,1.0
4640,PHL,2004,8,0.0,0.0,1.0,0,1.0,1.0
4641,PHL,2004,10,0.0,1.0,1.0,0,2.0,2.0
4642,PHL,2004,11,0.0,1.0,0.0,0,1.0,1.0
4643,PHL,2005,5,0.0,0.0,2.0,0,2.0,2.0
4644,PHL,2006,2,0.0,1.0,0.0,0,1.0,1.0
4645,PHL,2006,3,0.0,1.0,2.0,0,3.0,3.0
4646,PHL,2006,4,0.0,0.0,1.0,0,1.0,1.0
4647,PHL,2006,5,0.0,0.0,1.0,0,1.0,1.0
4648,PHL,2006,6,0.0,0.0,1.0,0,1.0,1.0
4649,PHL,2006,7,0.0,0.0,1.0,0,1.0,1.0
4650,PHL,2006,9,0.0,0.0,1.0,0,1.0,1.0
4651,PHL,2007,5,0.0,0.0,1.0,0,1.0,1.0
4652,PHL,2007,9,0.0,0.0,1.0,0,1.0,1.0
4653,PHL,2008,4,0.0,0.0,1.0,0,1.0,1.0
4654,PHL,2008,11,1.0,0.0,1.0,1,2.0,1.0
4655,PHL,2008,12,1.0,0.0,1.0,1,2.0,1.0
4656,PHL,2009,12,0.0,0.0,1.0,0,1.0,1.0
4657,PHL,2010,8,0.0,0.0,1.0,0,1.0,1.0
4658,PHL,2010,11,0.0,0.0,1.0,0,1.0,1.0
4659,PHL,2010,12,0.0,2.0,0.0,0,2.0,2.0
4660,PHL,2011,9,0.0,0.0,2.0,0,2.0,2.0
4661,PHL,2011,10,0.0,0.0,1.0,0,1.0,1.0
4662,PHL,2012,3,0.0,1.0,0.0,0,1.0,1.0
4663,PHL,2012,4,0.0,1.0,0.0,0,1.0,1.0
4664,PHL,2012,6,0.0,1.0,0.0,0,1.0,1.0
4665,PHL,2012,10,0.0,0.0,1.0,0,1.0,1.0
4666,PHL,2012,12,0.0,0.0,2.0,0,2.0,2.0
4667,PHL,2013,3,0.0,0.0,1.0,0,1.0,1.0
4668,PHL,2013,4,0.0,0.0,1.0,0,1.0,1.0
4669,PHL,2013,8,0.0,0.0,1.0,0,1.0,1.0
4670,PHL,2013,10,0.0,0.0,1.0,0,1.0,1.0
4671,PHL,2013,11,0.0,1.0,0.0,0,1.0,1.0
4672,PHL,2014,3,0.0,1.0,0.0,0,1.0,1.0
4673,PHL,2014,7,0.0,0.0,1.0,0,1.0,1.0
4674,PHL,2015,4,0.0,0.0,1.0,0,1.0,1.0
4675,PHL,2015,6,0.0,0.0,1.0,0,1.0,1.0
4676,PHL,2015,8,0.0,0.0,1.0,0,1.0,1.0
4677,PHL,2016,3,0.0,0.0,1.0,0,1.0,1.0
4678,PHL,2016,4,0.0,0.0,1.0,0,1.0,1.0
4679,PHL,2018,1,0.0,0.0,1.0,0,1.0,1.0
4680,PHL,2018,4,0.0,1.0,0.0,0,1.0,1.0
4681,PHL,2019,4,0.0,0.0,1.0,0,1.0,1.0
4682,PHL,2019,5,0.0,0.0,1.0,0,1.0,1.0
4683,PHL,2019,7,0.0,0.0,1.0,0,1.0,1.0
4684,PHX,1988,2,0.0,0.0,1.0,0,1.0,1.0
4685,PHX,1988,5,0.0,1.0,0.0,0,1.0,1.0
4686,PHX,1988,9,0.0,0.0,1.0,0,1.0,1.0
4687,PHX,1988,10,0.0,0.0,2.0,0,2.0,2.0
4688,PHX,1988,11,0.0,0.0,1.0,0,1.0,1.0
4689,PHX,1988,12,0.0,0.0,1.0,0,1.0,1.0
4690,PHX,1989,1,0.0,0.0,2.0,0,2.0,2.0
4691,PHX,1989,3,0.0,0.0,1.0,0,1.0,1.0
4692,PHX,1989,4,0.0,0.0,2.0,0,2.0,2.0
4693,PHX,1989,5,0.0,1.0,0.0,0,1.0,1.0
4694,PHX,1989,9,0.0,1.0,1.0,0,2.0,2.0
4695,PHX,1989,10,0.0,0.0,1.0,0,1.0,1.0
4696,PHX,1989,11,0.0,1.0,4.0,0,5.0,5.0
4697,PHX,1989,12,0.0,0.0,1.0,0,1.0,1.0
4698,PHX,1990,3,0.0,1.0,1.0,0,2.0,2.0
4699,PHX,1990,12,0.0,0.0,1.0,0,1.0,1.0
4700,PHX,1991,3,0.0,0.0,1.0,0,1.0,1.0
4701,PHX,1991,9,0.0,0.0,1.0,0,1.0,1.0
4702,PHX,1991,12,0.0,0.0,1.0,0,1.0,1.0
4703,PHX,1992,3,0.0,1.0,2.0,0,3.0,3.0
4704,PHX,1992,6,0.0,0.0,1.0,0,1.0,1.0
4705,PHX,1992,7,0.0,0.0,1.0,0,1.0,1.0
4706,PHX,1992,8,0.0,0.0,1.0,0,1.0,1.0
4707,PHX,1992,10,0.0,0.0,1.0,0,1.0,1.0
4708,PHX,1992,11,0.0,1.0,0.0,0,1.0,1.0
4709,PHX,1993,4,0.0,1.0,0.0,0,1.0,1.0
4710,PHX,1993,9,0.0,1.0,0.0,0,1.0,1.0
4711,PHX,1994,2,0.0,1.0,0.0,0,1.0,1.0
4712,PHX,1994,3,0.0,1.0,0.0,0,1.0,1.0
4713,PHX,1994,8,0.0,1.0,0.0,0,1.0,1.0
4714,PHX,1994,12,0.0,0.0,1.0,0,1.0,1.0
4715,PHX,1995,3,0.0,0.0,1.0,0,1.0,1.0
4716,PHX,1995,4,0.0,1.0,1.0,0,2.0,2.0
4717,PHX,1995,5,0.0,0.0,1.0,0,1.0,1.0
4718,PHX,1995,7,0.0,0.0,1.0,0,1.0,1.0
4719,PHX,1995,9,0.0,1.0,0.0,0,1.0,1.0
4720,PHX,1996,2,0.0,0.0,1.0,0,1.0,1.0
4721,PHX,1996,10,0.0,1.0,0.0,0,1.0,1.0
4722,PHX,1996,11,0.0,0.0,2.0,0,2.0,2.0
4723,PHX,1996,12,0.0,0.0,1.0,0,1.0,1.0
4724,PHX,1997,2,0.0,0.0,1.0,0,1.0,1.0
4725,PHX,1997,5,0.0,0.0,1.0,0,1.0,1.0
4726,PHX,1998,1,0.0,1.0,0.0,0,1.0,1.0
4727,PHX,1998,9,0.0,0.0,1.0,0,1.0,1.0
4728,PHX,1998,10,0.0,0.0,2.0,0,2.0,2.0
4729,PHX,1999,1,1.0,0.0,1.0,1,2.0,1.0
4730,PHX,1999,2,0.0,1.0,0.0,0,1.0,1.0
4731,PHX,1999,6,0.0,1.0,1.0,0,2.0,2.0
4732,PHX,1999,7,0.0,1.0,1.0,0,2.0,2.0
4733,PHX,1999,10,0.0,1.0,0.0,0,1.0,1.0
4734,PHX,2000,1,0.0,0.0,1.0,0,1.0,1.0
4735,PHX,2000,2,0.0,0.0,1.0,0,1.0,1.0
4736,PHX,2000,11,0.0,0.0,1.0,0,1.0,1.0
4737,PHX,2001,3,1.0,0.0,2.0,1,3.0,2.0
4738,PHX,2001,9,0.0,0.0,1.0,0,1.0,1.0
4739,PHX,2002,2,0.0,0.0,1.0,0,1.0,1.0
4740,PHX,2002,8,0.0,1.0,0.0,0,1.0,1.0
4741,PHX,2002,11,0.0,0.0,1.0,0,1.0,1.0
4742,PHX,2003,3,0.0,0.0,1.0,0,1.0,1.0
4743,PHX,2003,6,1.0,0.0,1.0,0,2.0,2.0
4744,PHX,2003,9,0.0,1.0,1.0,0,2.0,2.0
4745,PHX,2003,10,0.0,0.0,1.0,0,1.0,1.0
4746,PHX,2003,11,0.0,1.0,0.0,0,1.0,1.0
4747,PHX,2004,10,0.0,0.0,1.0,0,1.0,1.0
4748,PHX,2004,11,0.0,1.0,0.0,0,1.0,1.0
4749,PHX,2005,2,0.0,0.0,1.0,0,1.0,1.0
4750,PHX,2005,10,0.0,2.0,0.0,0,2.0,2.0
4751,PHX,2005,12,0.0,0.0,2.0,0,2.0,2.0
4752,PHX,2006,1,0.0,0.0,1.0,0,1.0,1.0
4753,PHX,2006,4,0.0,0.0,1.0,0,1.0,1.0
4754,PHX,2006,8,0.0,0.0,1.0,0,1.0,1.0
4755,PHX,2007,5,0.0,0.0,1.0,0,1.0,1.0
4756,PHX,2007,6,1.0,0.0,0.0,0,1.0,1.0
4757,PHX,2007,7,0.0,0.0,1.0,0,1.0,1.0
4758,PHX,2007,11,1.0,0.0,0.0,0,1.0,1.0
4759,PHX,2007,12,0.0,1.0,0.0,0,1.0,1.0
4760,PHX,2008,5,0.0,0.0,1.0,0,1.0,1.0
4761,PHX,2008,6,1.0,0.0,0.0,0,1.0,1.0
4762,PHX,2008,8,0.0,0.0,1.0,0,1.0,1.0
4763,PHX,2008,9,0.0,0.0,1.0,0,1.0,1.0
4764,PHX,2008,10,0.0,1.0,1.0,0,2.0,2.0
4765,PHX,2009,4,0.0,1.0,0.0,0,1.0,1.0
4766,PHX,2010,1,0.0,0.0,1.0,0,1.0,1.0
4767,PHX,2010,3,2.0,0.0,0.0,0,2.0,2.0
4768,PHX,2010,10,1.0,0.0,0.0,0,1.0,1.0
4769,PHX,2011,1,0.0,1.0,0.0,0,1.0,1.0
4770,PHX,2011,4,0.0,1.0,0.0,0,1.0,1.0
4771,PHX,2011,6,0.0,0.0,1.0,0,1.0,1.0
4772,PHX,2011,7,0.0,0.0,1.0,0,1.0,1.0
4773,PHX,2011,10,0.0,1.0,0.0,0,1.0,1.0
4774,PHX,2012,8,0.0,0.0,1.0,0,1.0,1.0
4775,PHX,2013,1,0.0,0.0,1.0,0,1.0,1.0
4776,PHX,2013,2,0.0,0.0,1.0,0,1.0,1.0
4777,PHX,2013,5,1.0,0.0,0.0,0,1.0,1.0
4778,PHX,2013,8,0.0,0.0,2.0,0,2.0,2.0
4779,PHX,2013,9,0.0,0.0,1.0,0,1.0,1.0
4780,PHX,2014,1,0.0,0.0,1.0,0,1.0,1.0
4781,PHX,2014,9,0.0,0.0,1.0,0,1.0,1.0
4782,PHX,2015,5,0.0,1.0,0.0,0,1.0,1.0
4783,PHX,2015,12,0.0,0.0,1.0,0,1.0,1.0
4784,PHX,2016,1,0.0,1.0,0.0,0,1.0,1.0
4785,PHX,2016,3,0.0,0.0,1.0,0,1.0,1.0
4786,PHX,2016,7,0.0,0.0,1.0,0,1.0,1.0
4787,PHX,2017,2,0.0,1.0,1.0,0,2.0,2.0
4788,PHX,2017,10,0.0,0.0,1.0,0,1.0,1.0
4789,PHX,2017,11,0.0,0.0,1.0,0,1.0,1.0
4790,PHX,2018,1,0.0,0.0,1.0,0,1.0,1.0
4791,PHX,2018,5,0.0,0.0,1.0,0,1.0,1.0
4792,PHX,2018,6,0.0,1.0,0.0,0,1.0,1.0
4793,PHX,2018,9,0.0,1.0,0.0,0,1.0,1.0
4794,PHX,2018,12,0.0,0.0,1.0,0,1.0,1.0
5137,SAN,1988,9,0.0,0.0,1.0,0,1.0,1.0
5138,SAN,1989,4,0.0,0.0,1.0,0,1.0,1.0
5139,SAN,1989,7,0.0,0.0,1.0,0,1.0,1.0
5140,SAN,1989,9,0.0,0.0,1.0,0,1.0,1.0
5141,SAN,1989,11,0.0,0.0,1.0,0,1.0,1.0
5142,SAN,1989,12,0.0,0.0,1.0,0,1.0,1.0
5143,SAN,1990,2,0.0,0.0,1.0,0,1.0,1.0
5144,SAN,1990,4,0.0,0.0,1.0,0,1.0,1.0
5145,SAN,1990,7,0.0,0.0,1.0,0,1.0,1.0
5146,SAN,1990,8,0.0,0.0,1.0,0,1.0,1.0
5147,SAN,1990,9,0.0,0.0,1.0,0,1.0,1.0
5148,SAN,1990,12,0.0,0.0,1.0,0,1.0,1.0
5149,SAN,1991,2,0.0,0.0,1.0,0,1.0,1.0
5150,SAN,1992,4,0.0,0.0,1.0,0,1.0,1.0
5151,SAN,1992,11,0.0,0.0,1.0,0,1.0,1.0
5152,SAN,1993,4,0.0,0.0,1.0,0,1.0,1.0
5153,SAN,1993,9,0.0,0.0,1.0,0,1.0,1.0
5154,SAN,1994,8,0.0,0.0,1.0,0,1.0,1.0
5155,SAN,1994,11,0.0,0.0,1.0,0,1.0,1.0
5156,SAN,1996,1,0.0,0.0,1.0,0,1.0,1.0
5157,SAN,1998,7,0.0,0.0,1.0,0,1.0,1.0
5158,SAN,1999,5,0.0,2.0,0.0,0,2.0,2.0
5159,SAN,1999,6,1.0,0.0,1.0,1,2.0,1.0
5160,SAN,1999,11,0.0,0.0,1.0,0,1.0,1.0
5161,SAN,2001,5,0.0,2.0,0.0,0,2.0,2.0
5162,SAN,2002,9,0.0,1.0,0.0,0,1.0,1.0
5163,SAN,2004,1,0.0,0.0,1.0,0,1.0,1.0
5164,SAN,2005,6,0.0,1.0,0.0,0,1.0,1.0
5165,SAN,2006,12,0.0,2.0,0.0,0,2.0,2.0
5166,SAN,2008,1,0.0,0.0,1.0,0,1.0,1.0
5167,SAN,2008,3,0.0,0.0,1.0,0,1.0,1.0
5168,SAN,2008,8,0.0,0.0,1.0,0,1.0,1.0
5169,SAN,2010,1,0.0,0.0,1.0,0,1.0,1.0
5170,SAN,2011,10,0.0,0.0,1.0,0,1.0,1.0
5171,SAN,2012,5,0.0,1.0,0.0,0,1.0,1.0
5172,SAN,2014,3,0.0,1.0,0.0,0,1.0,1.0
5173,SAN,2014,7,0.0,1.0,0.0,0,1.0,1.0
5174,SAN,2016,4,0.0,1.0,0.0,0,1.0,1.0
5318,SEA,1988,6,2.0,0.0,3.0,2,5.0,3.0
5319,SEA,1988,10,0.0,0.0,1.0,0,1.0,1.0
5320,SEA,1988,11,0.0,0.0,1.0,0,1.0,1.0
5321,SEA,1989,1,1.0,0.0,1.0,1,2.0,1.0
5322,SEA,1989,8,0.0,1.0,1.0,0,2.0,2.0
5323,SEA,1989,10,0.0,0.0,1.0,0,1.0,1.0
5324,SEA,1989,12,0.0,0.0,1.0,0,1.0,1.0
