airportcode_new,airportname_new,year,month, Investigation Type _ Accident , Investigation Type _ Incident 
ATL,Hartsfield Jackson Atlanta International Airport,2011,10,1,2
ATL,Hartsfield Jackson Atlanta International Airport,2011,12,2,0
ATL,Hartsfield Jackson Atlanta International Airport,2013,05,0,1
ATL,Hartsfield Jackson Atlanta International Airport,2014,01,1,0
ATL,Hartsfield Jackson Atlanta International Airport,2014,09,0,1
ATL,Hartsfield Jackson Atlanta International Airport,2017,06,1,0
ATL,Hartsfield Jackson Atlanta International Airport,2018,04,1,0
ATM,Altamira Airport,1987,12,1,0
ATS,Artesia Municipal Airport,1982,02,1,0
ATS,Artesia Municipal Airport,1997,09,1,0
ATS,Artesia Municipal Airport,1998,01,1,0
ATS,Artesia Municipal Airport,2000,08,1,0
ATS,Artesia Municipal Airport,2006,10,1,0
ATW,Appleton International Airport,1982,09,0,1
ATW,Appleton International Airport,1984,09,1,0
ATW,Appleton International Airport,1985,06,1,0
ATW,Appleton International Airport,1987,09,1,0
ATW,Appleton International Airport,1990,01,1,0
ATW,Appleton International Airport,1998,12,1,0
ATW,Appleton International Airport,2001,02,1,0
ATW,Appleton International Airport,2002,02,0,1
ATW,Appleton International Airport,2002,04,1,0
ATW,Appleton International Airport,2011,02,1,0
ATW,Appleton International Airport,2011,03,1,0
ATW,Appleton International Airport,2020,05,1,0
ATY,Watertown Regional Airport,1982,10,1,0
ATY,Watertown Regional Airport,1983,07,1,0
ATY,Watertown Regional Airport,1997,12,1,0
ATY,Watertown Regional Airport,2000,04,1,0
ATY,Watertown Regional Airport,2010,05,1,0
ATY,Watertown Regional Airport,2017,06,1,0
AUA,Queen Beatrix International Airport,2004,09,1,0
AUG,Augusta State Airport,1982,09,1,0
AUG,Augusta State Airport,1982,10,1,2
AUG,Augusta State Airport,1984,08,1,0
AUG,Augusta State Airport,1987,08,1,0
AUG,Augusta State Airport,1989,04,1,0
AUG,Augusta State Airport,1989,08,1,0
AUG,Augusta State Airport,1990,06,1,0
AUG,Augusta State Airport,1991,02,1,0
AUG,Augusta State Airport,1991,10,1,0
AUG,Augusta State Airport,1994,07,1,0
AUG,Augusta State Airport,1995,04,1,0
AUG,Augusta State Airport,1996,09,1,0
AUG,Augusta State Airport,1998,01,1,0
AUG,Augusta State Airport,2001,08,1,0
AUG,Augusta State Airport,2001,09,1,0
AUG,Augusta State Airport,2006,02,1,0
AUG,Augusta State Airport,2016,07,1,0
AUK,Alakanuk Airport,1997,12,1,0
AUM,Austin Municipal Airport,1983,05,1,0
AUM,Austin Municipal Airport,1983,08,1,0
AUM,Austin Municipal Airport,1990,03,1,0
AUM,Austin Municipal Airport,1990,12,1,0
AUM,Austin Municipal Airport,1993,02,1,0
AUM,Austin Municipal Airport,1998,07,1,0
AUM,Austin Municipal Airport,1999,06,1,0
AUM,Austin Municipal Airport,2000,10,1,0
AUM,Austin Municipal Airport,2004,07,1,0
AUN,Auburn Municipal Airport,1983,04,2,0
AUN,Auburn Municipal Airport,1983,07,1,0
AUN,Auburn Municipal Airport,1983,08,1,0
AUN,Auburn Municipal Airport,1984,03,1,0
AUN,Auburn Municipal Airport,1987,08,1,0
AUN,Auburn Municipal Airport,1989,09,1,0
AUN,Auburn Municipal Airport,1990,04,1,0
AUN,Auburn Municipal Airport,1991,06,1,0
AUN,Auburn Municipal Airport,1991,07,1,0
AUN,Auburn Municipal Airport,1992,12,1,0
AUN,Auburn Municipal Airport,1995,04,1,0
AUN,Auburn Municipal Airport,1995,10,1,0
AUN,Auburn Municipal Airport,1996,03,1,0
AUN,Auburn Municipal Airport,1996,08,1,0
AUN,Auburn Municipal Airport,1996,09,1,0
AUN,Auburn Municipal Airport,1997,12,1,0
AUN,Auburn Municipal Airport,1998,03,1,0
AUN,Auburn Municipal Airport,1999,12,1,0
AUN,Auburn Municipal Airport,2001,02,1,0
AUN,Auburn Municipal Airport,2001,06,1,0
AUN,Auburn Municipal Airport,2003,04,1,0
AUN,Auburn Municipal Airport,2004,05,1,0
AUN,Auburn Municipal Airport,2004,07,1,0
AUN,Auburn Municipal Airport,2004,08,1,0
AUN,Auburn Municipal Airport,2006,09,2,0
AUN,Auburn Municipal Airport,2007,05,1,0
AUN,Auburn Municipal Airport,2007,11,1,0
AUN,Auburn Municipal Airport,2010,08,1,0
AUN,Auburn Municipal Airport,2013,05,1,0
AUN,Auburn Municipal Airport,2016,09,1,0
AUN,Auburn Municipal Airport,2017,02,1,0
AUN,Auburn Municipal Airport,2019,05,1,0
AUO,Auburn University Regional Airport,1982,06,1,0
AUO,Auburn University Regional Airport,1985,09,2,0
AUO,Auburn University Regional Airport,1989,05,1,0
AUO,Auburn University Regional Airport,1992,06,1,0
AUO,Auburn University Regional Airport,1992,07,2,0
AUO,Auburn University Regional Airport,1996,02,1,0
AUO,Auburn University Regional Airport,1999,06,1,0
AUO,Auburn University Regional Airport,2004,02,0,1
AUO,Auburn University Regional Airport,2004,10,1,0
AUO,Auburn University Regional Airport,2006,01,1,0
AUO,Auburn University Regional Airport,2006,03,1,0
AUO,Auburn University Regional Airport,2010,01,1,0
AUO,Auburn University Regional Airport,2012,07,1,0
AUO,Auburn University Regional Airport,2018,10,1,0
AUS,Austin Bergstrom International Airport,1982,04,1,0
AUS,Austin Bergstrom International Airport,1982,07,3,0
AUS,Austin Bergstrom International Airport,1983,04,1,0
AUS,Austin Bergstrom International Airport,1983,09,1,0
AUS,Austin Bergstrom International Airport,1985,02,1,0
AUS,Austin Bergstrom International Airport,1985,05,2,0
AUS,Austin Bergstrom International Airport,1987,05,1,0
AUS,Austin Bergstrom International Airport,1990,02,1,0
AUS,Austin Bergstrom International Airport,1992,04,1,0
AUS,Austin Bergstrom International Airport,1994,03,1,0
AUS,Austin Bergstrom International Airport,1995,02,0,1
AUS,Austin Bergstrom International Airport,1998,11,1,0
AUS,Austin Bergstrom International Airport,2002,03,1,0
AUS,Austin Bergstrom International Airport,2004,12,1,0
AUS,Austin Bergstrom International Airport,2008,02,0,2
AUS,Austin Bergstrom International Airport,2009,12,1,0
AUS,Austin Bergstrom International Airport,2010,02,1,0
AUS,Austin Bergstrom International Airport,2011,03,1,0
AUS,Austin Bergstrom International Airport,2011,04,1,0
AUS,Austin Bergstrom International Airport,2013,09,0,1
AUS,Austin Bergstrom International Airport,2015,08,1,0
AUW,Wausau Downtown Airport,1984,08,1,0
AUW,Wausau Downtown Airport,1995,06,1,0
AUW,Wausau Downtown Airport,1998,09,1,0
AUW,Wausau Downtown Airport,2003,09,1,0
AUW,Wausau Downtown Airport,2003,11,1,0
AUW,Wausau Downtown Airport,2007,12,1,0
AUW,Wausau Downtown Airport,2012,08,1,0
AUW,Wausau Downtown Airport,2012,10,1,0
AVK,Arvaikheer Airport,2017,11,1,0
AVL,Asheville Regional Airport,1982,04,1,0
AVL,Asheville Regional Airport,1982,06,1,0
AVL,Asheville Regional Airport,1983,02,1,0
AVL,Asheville Regional Airport,1983,07,1,0
AVL,Asheville Regional Airport,1984,03,1,0
AVL,Asheville Regional Airport,1987,03,1,0
AVL,Asheville Regional Airport,1987,06,1,0
AVL,Asheville Regional Airport,1991,01,1,0
AVL,Asheville Regional Airport,1994,06,1,0
AVL,Asheville Regional Airport,1996,03,1,0
AVL,Asheville Regional Airport,2002,07,1,0
AVL,Asheville Regional Airport,2004,06,1,0
AVL,Asheville Regional Airport,2004,10,1,0
AVL,Asheville Regional Airport,2006,03,0,1
AVL,Asheville Regional Airport,2007,05,2,0
AVL,Asheville Regional Airport,2008,05,1,0
AVL,Asheville Regional Airport,2008,11,1,0
AVL,Asheville Regional Airport,2010,06,1,0
AVL,Asheville Regional Airport,2012,05,1,0
AVL,Asheville Regional Airport,2019,12,1,0
AVN,Avignon-Caumont Airport,1989,04,1,0
AVO,Avon Park Executive Airport,1982,01,1,0
AVO,Avon Park Executive Airport,1983,05,1,0
AVO,Avon Park Executive Airport,1983,11,0,1
AVO,Avon Park Executive Airport,1988,07,1,0
AVO,Avon Park Executive Airport,1995,12,1,0
AVO,Avon Park Executive Airport,1996,10,1,0
AVO,Avon Park Executive Airport,1997,06,1,0
AVO,Avon Park Executive Airport,1997,07,1,0
AVO,Avon Park Executive Airport,2003,08,1,0
AVO,Avon Park Executive Airport,2010,04,1,0
AVP,Wilkes Barre Scranton International Airport,1983,02,1,0
AVP,Wilkes Barre Scranton International Airport,1986,06,1,0
AVP,Wilkes Barre Scranton International Airport,1993,12,1,0
AVP,Wilkes Barre Scranton International Airport,1995,07,1,0
AVP,Wilkes Barre Scranton International Airport,1997,01,1,0
AVP,Wilkes Barre Scranton International Airport,1998,02,1,0
AVP,Wilkes Barre Scranton International Airport,2000,01,1,0
AVP,Wilkes Barre Scranton International Airport,2000,05,1,0
AVP,Wilkes Barre Scranton International Airport,2003,07,1,0
AVP,Wilkes Barre Scranton International Airport,2009,04,1,0
AVP,Wilkes Barre Scranton International Airport,2017,07,1,0
AVX,Catalina Airport,1982,01,1,0
AVX,Catalina Airport,1983,01,1,0
AVX,Catalina Airport,1983,07,1,0
AVX,Catalina Airport,1984,01,1,0
AVX,Catalina Airport,1984,05,1,0
AVX,Catalina Airport,1985,07,1,0
AVX,Catalina Airport,1985,08,1,0
AVX,Catalina Airport,1987,10,1,0
AVX,Catalina Airport,1988,12,1,0
AVX,Catalina Airport,1989,12,1,0
AVX,Catalina Airport,1990,07,1,0
AVX,Catalina Airport,1991,08,1,0
AVX,Catalina Airport,1992,05,2,0
AVX,Catalina Airport,1992,09,2,0
AVX,Catalina Airport,1993,02,1,0
AVX,Catalina Airport,1993,03,1,0
AVX,Catalina Airport,1993,04,1,0
AVX,Catalina Airport,1993,09,1,0
AVX,Catalina Airport,1994,01,1,0
AVX,Catalina Airport,1994,04,1,0
AVX,Catalina Airport,1995,06,1,0
AVX,Catalina Airport,1996,03,1,0
AVX,Catalina Airport,1996,06,2,0
AVX,Catalina Airport,1996,08,1,0
AVX,Catalina Airport,1997,02,1,0
AVX,Catalina Airport,1997,04,1,0
AVX,Catalina Airport,1998,03,1,0
AVX,Catalina Airport,1998,05,1,0
AVX,Catalina Airport,1998,07,1,0
AVX,Catalina Airport,1998,09,1,0
AVX,Catalina Airport,1999,11,1,0
AVX,Catalina Airport,1999,12,1,0
AVX,Catalina Airport,2000,08,1,0
AVX,Catalina Airport,2001,11,1,0
AVX,Catalina Airport,2002,03,1,0
AVX,Catalina Airport,2002,08,1,0
AVX,Catalina Airport,2002,10,1,0
AVX,Catalina Airport,2003,12,1,0
AVX,Catalina Airport,2005,05,1,0
AVX,Catalina Airport,2005,08,1,0
AVX,Catalina Airport,2005,09,1,0
AVX,Catalina Airport,2005,10,1,0
AVX,Catalina Airport,2008,05,1,0
AVX,Catalina Airport,2008,10,1,0
AVX,Catalina Airport,2009,02,1,0
AVX,Catalina Airport,2009,09,1,0
AVX,Catalina Airport,2010,07,1,0
AVX,Catalina Airport,2010,10,1,0
AVX,Catalina Airport,2013,11,1,0
AVX,Catalina Airport,2014,01,1,0
AVX,Catalina Airport,2015,10,1,0
AVX,Catalina Airport,2015,11,1,0
AVX,Catalina Airport,2016,05,1,0
AVX,Catalina Airport,2017,04,1,0
AVX,Catalina Airport,2018,07,1,0
AVX,Catalina Airport,2019,06,1,0
AVX,Catalina Airport,2020,02,1,0
AWM,West Memphis Municipal Airport,1982,03,1,0
AWM,West Memphis Municipal Airport,1986,01,1,0
AWM,West Memphis Municipal Airport,1986,04,1,0
AWM,West Memphis Municipal Airport,1988,10,1,0
AWM,West Memphis Municipal Airport,1991,10,1,0
AWM,West Memphis Municipal Airport,2014,10,1,0
AWN,Alton Downs Airport,2005,09,1,0
AXA,Clayton J Lloyd International Airport,1984,11,1,0
AXA,Clayton J Lloyd International Airport,2017,12,1,0
AXN,Chandler Field,1983,04,1,0
AXN,Chandler Field,1984,09,1,0
AXN,Chandler Field,1985,01,1,0
AXN,Chandler Field,1989,05,1,0
AXN,Chandler Field,1992,08,1,0
AXN,Chandler Field,1994,08,1,0
AXN,Chandler Field,1999,12,1,0
AXN,Chandler Field,2002,01,1,0
AXN,Chandler Field,2007,12,1,0
AXN,Chandler Field,2008,07,1,0
AXN,Chandler Field,2011,11,1,0
AXN,Chandler Field,2013,01,1,0
AXN,Chandler Field,2016,09,1,0
AXN,Chandler Field,2018,07,1,0
AXS,Altus Quartz Mountain Regional Airport,1983,04,1,0
AXS,Altus Quartz Mountain Regional Airport,1983,09,1,0
AXS,Altus Quartz Mountain Regional Airport,1984,09,1,0
AXS,Altus Quartz Mountain Regional Airport,1986,12,1,0
AXS,Altus Quartz Mountain Regional Airport,2001,11,1,0
AXS,Altus Quartz Mountain Regional Airport,2004,05,1,0
AXS,Altus Quartz Mountain Regional Airport,2009,11,1,0
AXV,Neil Armstrong Airport,1990,07,1,0
AXV,Neil Armstrong Airport,1999,06,1,0
AXX,Angel Fire Airport,1988,03,1,0
AXX,Angel Fire Airport,1989,02,1,0
AXX,Angel Fire Airport,1989,05,1,0
AXX,Angel Fire Airport,1989,07,1,0
AXX,Angel Fire Airport,1992,08,1,0
AXX,Angel Fire Airport,1998,02,1,0
AXX,Angel Fire Airport,1999,03,1,0
AXX,Angel Fire Airport,1999,10,1,0
AXX,Angel Fire Airport,2000,06,1,0
AXX,Angel Fire Airport,2001,02,1,0
AXX,Angel Fire Airport,2001,04,1,0
AXX,Angel Fire Airport,2002,04,1,0
AXX,Angel Fire Airport,2002,05,1,0
AXX,Angel Fire Airport,2003,07,1,0
AXX,Angel Fire Airport,2004,11,1,0
AXX,Angel Fire Airport,2007,03,0,1
AXX,Angel Fire Airport,2008,08,1,0
AXX,Angel Fire Airport,2011,06,1,0
AXX,Angel Fire Airport,2019,10,1,0
AYS,Waycross Ware County Airport,1983,03,1,0
AYS,Waycross Ware County Airport,1986,07,0,1
AYS,Waycross Ware County Airport,1991,04,1,0
AYS,Waycross Ware County Airport,1996,08,1,0
AYS,Waycross Ware County Airport,1997,06,1,0
AYS,Waycross Ware County Airport,1997,11,1,0
AYS,Waycross Ware County Airport,2000,04,1,0
AYS,Waycross Ware County Airport,2000,07,1,0
AYS,Waycross Ware County Airport,2009,04,1,0
AYS,Waycross Ware County Airport,2015,03,1,0
AYS,Waycross Ware County Airport,2016,10,2,0
AZO,Kalamazoo Battle Creek International Airport,1982,03,1,1
AZO,Kalamazoo Battle Creek International Airport,1983,06,2,0
AZO,Kalamazoo Battle Creek International Airport,1984,12,1,0
AZO,Kalamazoo Battle Creek International Airport,1987,01,1,0
AZO,Kalamazoo Battle Creek International Airport,1987,10,1,0
AZO,Kalamazoo Battle Creek International Airport,1996,09,1,0
AZO,Kalamazoo Battle Creek International Airport,1998,04,1,0
AZO,Kalamazoo Battle Creek International Airport,1999,05,1,0
AZO,Kalamazoo Battle Creek International Airport,1999,06,1,0
AZO,Kalamazoo Battle Creek International Airport,2004,04,1,0
AZO,Kalamazoo Battle Creek International Airport,2009,10,1,0
AZO,Kalamazoo Battle Creek International Airport,2014,10,1,0
AZO,Kalamazoo Battle Creek International Airport,2019,11,1,0
BAC,Barranca De Upia Airport,2012,09,1,0
BAD,Barksdale Air Force Base,2001,04,1,0
BAF,Westfield-Barnes Regional Airport,1982,07,1,0
BAF,Westfield-Barnes Regional Airport,1983,06,1,0
BAF,Westfield-Barnes Regional Airport,1983,07,1,0
BAF,Westfield-Barnes Regional Airport,1985,11,1,0
BAF,Westfield-Barnes Regional Airport,1986,09,1,0
BAF,Westfield-Barnes Regional Airport,1986,10,1,0
BAF,Westfield-Barnes Regional Airport,1989,11,2,0
BAF,Westfield-Barnes Regional Airport,1990,04,1,0
BAF,Westfield-Barnes Regional Airport,1990,11,1,0
BAF,Westfield-Barnes Regional Airport,1994,10,1,0
BAF,Westfield-Barnes Regional Airport,1997,08,1,0
BAF,Westfield-Barnes Regional Airport,2001,07,1,0
BAF,Westfield-Barnes Regional Airport,2002,12,1,0
BAF,Westfield-Barnes Regional Airport,2003,11,1,0
BAF,Westfield-Barnes Regional Airport,2004,04,1,0
BAF,Westfield-Barnes Regional Airport,2011,04,1,0
BAF,Westfield-Barnes Regional Airport,2016,10,0,1
BAH,Bahrain International Airport,2010,04,0,1
BAM,Battle Mountain Airport,1985,07,1,0
BAM,Battle Mountain Airport,1988,09,1,0
BAM,Battle Mountain Airport,1989,05,1,0
BAM,Battle Mountain Airport,2000,07,1,0
BAM,Battle Mountain Airport,2007,07,1,0
BAM,Battle Mountain Airport,2007,12,1,0
BAM,Battle Mountain Airport,2009,08,1,0
BAX,Barnaul Airport,1990,05,1,0
BAX,Barnaul Airport,1998,10,1,0
BAZ,Barcelos Airport,2001,08,1,0
BAZ,Barcelos Airport,2001,11,1,0
BAZ,Barcelos Airport,2001,12,1,0
BAZ,Barcelos Airport,2003,09,1,0
BAZ,Barcelos Airport,2004,08,1,0
BAZ,Barcelos Airport,2005,07,1,0
BAZ,Barcelos Airport,2005,11,2,0
BAZ,Barcelos Airport,2009,07,1,0
BAZ,Barcelos Airport,2019,10,1,0
BBB,Benson Municipal Airport,1982,05,1,0
BBB,Benson Municipal Airport,1986,07,1,0
BBB,Benson Municipal Airport,1988,09,1,0
BBB,Benson Municipal Airport,1993,02,1,0
BBB,Benson Municipal Airport,2003,04,1,0
BBD,Curtis Field,1995,09,1,0
BBD,Curtis Field,1999,09,1,0
BBG,Butaritari Atoll Airport,2008,08,1,0
BBG,Butaritari Atoll Airport,2019,09,1,0
BBP,Bembridge Airport,2005,10,1,0
BBW,Broken Bow Municipal Airport,1984,03,1,0
BBW,Broken Bow Municipal Airport,1984,06,1,0
BBW,Broken Bow Municipal Airport,1989,07,1,0
BBW,Broken Bow Municipal Airport,2012,03,1,0
BCB,Virginia Tech Montgomery Executive Airport,1986,03,1,0
BCB,Virginia Tech Montgomery Executive Airport,1989,07,1,0
BCB,Virginia Tech Montgomery Executive Airport,1993,12,1,0
BCB,Virginia Tech Montgomery Executive Airport,1999,12,1,0
BCB,Virginia Tech Montgomery Executive Airport,2000,11,1,0
BCB,Virginia Tech Montgomery Executive Airport,2003,04,1,0
BCB,Virginia Tech Montgomery Executive Airport,2006,07,1,0
BCB,Virginia Tech Montgomery Executive Airport,2007,10,1,0
BCB,Virginia Tech Montgomery Executive Airport,2009,07,1,0
BCB,Virginia Tech Montgomery Executive Airport,2012,07,1,0
BCB,Virginia Tech Montgomery Executive Airport,2015,09,1,0
BCB,Virginia Tech Montgomery Executive Airport,2018,08,0,1
BCE,Bryce Canyon Airport,1982,07,1,0
BCE,Bryce Canyon Airport,1983,07,1,0
BCE,Bryce Canyon Airport,1984,07,1,0
BCE,Bryce Canyon Airport,1989,11,1,0
BCE,Bryce Canyon Airport,1991,07,1,0
BCE,Bryce Canyon Airport,1993,09,1,0
BCE,Bryce Canyon Airport,1997,10,0,1
BCE,Bryce Canyon Airport,2001,06,1,0
BCE,Bryce Canyon Airport,2010,06,1,0
BCE,Bryce Canyon Airport,2013,04,1,0
BCK,Bolwarra Airport,2009,07,1,0
BCK,Bolwarra Airport,2017,10,1,0
BCK,Bolwarra Airport,2017,11,1,0
BCN,Barcelona International Airport,2006,07,0,1
BCN,Barcelona International Airport,2008,09,0,1
BCS,Southern Seaplane Airport,1990,03,1,0
BCT,Boca Raton Airport,1984,03,1,0
BCT,Boca Raton Airport,1984,09,1,0
BCT,Boca Raton Airport,1985,04,1,0
BCT,Boca Raton Airport,1985,11,1,0
BCT,Boca Raton Airport,1986,10,1,0
BCT,Boca Raton Airport,1987,01,0,1
BCT,Boca Raton Airport,1987,10,1,0
BCT,Boca Raton Airport,1990,01,1,0
BCT,Boca Raton Airport,1990,03,1,0
BCT,Boca Raton Airport,1990,06,1,0
BCT,Boca Raton Airport,1992,08,1,0
BCT,Boca Raton Airport,1993,04,1,0
BCT,Boca Raton Airport,1994,03,1,0
BCT,Boca Raton Airport,1994,04,1,0
BCT,Boca Raton Airport,1994,05,1,0
BCT,Boca Raton Airport,1995,07,1,0
BCT,Boca Raton Airport,1996,07,1,0
BCT,Boca Raton Airport,1998,01,1,0
BCT,Boca Raton Airport,2000,05,1,0
BCT,Boca Raton Airport,2009,09,1,0
BCT,Boca Raton Airport,2012,03,1,0
BCT,Boca Raton Airport,2012,12,1,0
BCT,Boca Raton Airport,2014,10,1,0
BCT,Boca Raton Airport,2015,12,1,0
BCT,Boca Raton Airport,2017,05,2,0
BCT,Boca Raton Airport,2019,09,1,0
BCV,Hector Silva Airstrip,1996,03,1,0
BCV,Hector Silva Airstrip,1997,01,1,0
BCV,Hector Silva Airstrip,1997,03,2,0
BCV,Hector Silva Airstrip,1997,06,1,0
BCV,Hector Silva Airstrip,1997,07,1,0
BCV,Hector Silva Airstrip,1998,08,1,0
BCV,Hector Silva Airstrip,1999,06,1,0
BCV,Hector Silva Airstrip,1999,09,1,0
BCV,Hector Silva Airstrip,2001,09,1,0
BCV,Hector Silva Airstrip,2002,11,1,0
BCV,Hector Silva Airstrip,2004,03,1,0
BCV,Hector Silva Airstrip,2004,07,1,0
BCV,Hector Silva Airstrip,2006,04,1,0
BCV,Hector Silva Airstrip,2006,10,1,0
BCV,Hector Silva Airstrip,2007,03,1,0
BCV,Hector Silva Airstrip,2009,04,1,0
BCV,Hector Silva Airstrip,2015,08,1,0
BCV,Hector Silva Airstrip,2016,08,1,0
BCV,Hector Silva Airstrip,2017,06,1,0
BCV,Hector Silva Airstrip,2018,06,1,0
BCV,Hector Silva Airstrip,2019,09,1,0
BDE,Baudette International Airport,2004,01,1,0
BDG,Blanding Municipal Airport,1982,02,1,0
BDG,Blanding Municipal Airport,1982,10,1,0
BDG,Blanding Municipal Airport,1984,06,1,0
BDG,Blanding Municipal Airport,1993,08,1,0
BDG,Blanding Municipal Airport,1998,08,1,0
BDG,Blanding Municipal Airport,2000,05,1,0
BDG,Blanding Municipal Airport,2003,07,1,0
BDG,Blanding Municipal Airport,2010,10,1,0
BDG,Blanding Municipal Airport,2015,06,1,0
BDH,Bandar Lengeh Airport,2012,01,1,0
BDH,Bandar Lengeh Airport,2017,10,1,0
BDJ,Syamsudin Noor Airport,2014,08,1,0
BDL,Bradley International Airport,1982,03,1,0
BDL,Bradley International Airport,1984,06,1,0
BDL,Bradley International Airport,1991,05,1,0
BDL,Bradley International Airport,1995,11,1,0
BDL,Bradley International Airport,1997,12,1,0
BDL,Bradley International Airport,1998,01,1,0
BDL,Bradley International Airport,1998,03,1,0
BDL,Bradley International Airport,1999,06,1,0
BDL,Bradley International Airport,2000,05,0,1
BDL,Bradley International Airport,2002,03,0,1
BDL,Bradley International Airport,2003,11,0,1
BDL,Bradley International Airport,2004,04,1,0
BDL,Bradley International Airport,2006,06,1,0
BDL,Bradley International Airport,2015,06,0,1
BDL,Bradley International Airport,2019,10,1,0
BDN,Talhar Airport,2008,08,1,0
BDN,Talhar Airport,2009,09,1,0
BDN,Talhar Airport,2010,08,1,0
BDN,Talhar Airport,2011,10,1,0
BDN,Talhar Airport,2012,06,1,0
BDN,Talhar Airport,2012,07,1,0
BDN,Talhar Airport,2018,07,1,0
BDN,Talhar Airport,2018,12,1,0
BDN,Talhar Airport,2020,06,1,0
BDQ,Vadodara Airport,2003,08,1,0
BDQ,Vadodara Airport,2005,06,1,0
BDQ,Vadodara Airport,2013,06,1,0
BDQ,Vadodara Airport,2018,05,1,0
BDQ,Vadodara Airport,2018,06,1,0
BDQ,Vadodara Airport,2019,05,1,0
BDR,Igor I Sikorsky Memorial Airport,1983,01,2,0
BDR,Igor I Sikorsky Memorial Airport,1984,09,1,0
BDR,Igor I Sikorsky Memorial Airport,1986,12,1,0
BDR,Igor I Sikorsky Memorial Airport,1987,09,1,0
BDR,Igor I Sikorsky Memorial Airport,1988,02,2,0
BDR,Igor I Sikorsky Memorial Airport,1988,12,1,0
BDR,Igor I Sikorsky Memorial Airport,1989,01,2,0
BDR,Igor I Sikorsky Memorial Airport,1990,04,1,0
BDR,Igor I Sikorsky Memorial Airport,1990,10,1,0
BDR,Igor I Sikorsky Memorial Airport,1991,10,1,0
BDR,Igor I Sikorsky Memorial Airport,1991,12,1,0
BDR,Igor I Sikorsky Memorial Airport,1994,04,1,0
BDR,Igor I Sikorsky Memorial Airport,1994,07,1,0
BDR,Igor I Sikorsky Memorial Airport,1996,02,1,0
BDR,Igor I Sikorsky Memorial Airport,1996,06,1,0
BDR,Igor I Sikorsky Memorial Airport,1997,01,1,0
BDR,Igor I Sikorsky Memorial Airport,1998,04,1,0
BDR,Igor I Sikorsky Memorial Airport,2001,03,1,0
BDR,Igor I Sikorsky Memorial Airport,2001,12,1,0
BDR,Igor I Sikorsky Memorial Airport,2004,04,1,0
BDR,Igor I Sikorsky Memorial Airport,2007,09,1,0
BDR,Igor I Sikorsky Memorial Airport,2008,11,1,0
BDR,Igor I Sikorsky Memorial Airport,2009,06,1,0
BDR,Igor I Sikorsky Memorial Airport,2011,04,1,0
BDR,Igor I Sikorsky Memorial Airport,2015,09,1,0
BDU,Bardufoss Airport,2010,04,1,0
BDU,Bardufoss Airport,2013,09,1,0
BDU,Bardufoss Airport,2013,10,1,0
BDU,Bardufoss Airport,2014,01,1,0
BDU,Bardufoss Airport,2014,05,1,0
BDU,Bardufoss Airport,2018,06,1,0
BDU,Bardufoss Airport,2019,09,1,0
BDU,Bardufoss Airport,2020,02,1,0
BDX,Broadus Airport,1982,07,1,0
BDX,Broadus Airport,1984,05,1,0
BDX,Broadus Airport,1992,04,1,0
BDX,Broadus Airport,2000,11,1,0
BDX,Broadus Airport,2015,12,1,0
BEA,Bereina Airport,2019,12,1,0
BEC,Beech Factory Airport,1983,09,1,0
BEC,Beech Factory Airport,1992,10,1,0
BED,Laurence G Hanscom Field,1983,05,1,0
BED,Laurence G Hanscom Field,1984,04,1,0
BED,Laurence G Hanscom Field,1987,03,1,0
BED,Laurence G Hanscom Field,1987,07,1,0
BED,Laurence G Hanscom Field,1987,10,2,0
BED,Laurence G Hanscom Field,1989,04,1,0
BED,Laurence G Hanscom Field,1990,04,1,0
BED,Laurence G Hanscom Field,1992,08,1,0
BED,Laurence G Hanscom Field,1992,09,1,0
BED,Laurence G Hanscom Field,1996,03,1,0
BED,Laurence G Hanscom Field,1996,08,1,0
BED,Laurence G Hanscom Field,1998,05,1,0
BED,Laurence G Hanscom Field,1998,10,1,0
BED,Laurence G Hanscom Field,2000,05,1,0
BED,Laurence G Hanscom Field,2003,09,2,0
BED,Laurence G Hanscom Field,2004,01,1,0
BED,Laurence G Hanscom Field,2004,04,1,0
BED,Laurence G Hanscom Field,2006,01,1,0
BED,Laurence G Hanscom Field,2008,11,1,0
BED,Laurence G Hanscom Field,2009,07,1,0
BED,Laurence G Hanscom Field,2014,05,1,0
BED,Laurence G Hanscom Field,2014,06,0,1
BED,Laurence G Hanscom Field,2018,03,1,0
BED,Laurence G Hanscom Field,2018,09,1,0
BEH,Southwest Michigan Regional Airport,1982,02,1,0
BEH,Southwest Michigan Regional Airport,1986,07,1,0
BEH,Southwest Michigan Regional Airport,1986,12,1,0
BEH,Southwest Michigan Regional Airport,1987,07,1,0
BEH,Southwest Michigan Regional Airport,1988,12,1,0
BEH,Southwest Michigan Regional Airport,1990,07,1,0
BEH,Southwest Michigan Regional Airport,1992,02,1,0
BEH,Southwest Michigan Regional Airport,1995,02,1,0
BEH,Southwest Michigan Regional Airport,1996,08,1,0
BEH,Southwest Michigan Regional Airport,2002,08,1,0
BEH,Southwest Michigan Regional Airport,2013,10,1,0
BET,Bethel Airport,1982,01,2,0
BET,Bethel Airport,1983,03,0,1
BET,Bethel Airport,1983,10,1,0
BET,Bethel Airport,1984,07,1,0
BET,Bethel Airport,1985,11,1,0
BET,Bethel Airport,1986,05,1,0
BET,Bethel Airport,1987,12,1,0
BET,Bethel Airport,1988,06,1,0
