airportcode_new,airportname_new,year,month, Investigation Type _ Accident , Investigation Type _ Incident 
PUB,Pueblo Memorial Airport,2000,01,1,0
PUB,Pueblo Memorial Airport,2001,08,1,0
PUB,Pueblo Memorial Airport,2004,01,1,0
PUB,Pueblo Memorial Airport,2004,06,1,0
PUB,Pueblo Memorial Airport,2004,10,1,0
PUB,Pueblo Memorial Airport,2005,05,1,0
PUB,Pueblo Memorial Airport,2005,06,1,0
PUB,Pueblo Memorial Airport,2007,03,2,1
PUB,Pueblo Memorial Airport,2007,08,0,1
PUB,Pueblo Memorial Airport,2008,03,1,0
PUB,Pueblo Memorial Airport,2008,09,1,0
PUB,Pueblo Memorial Airport,2009,02,1,0
PUB,Pueblo Memorial Airport,2011,05,1,0
PUB,Pueblo Memorial Airport,2011,10,1,0
PUB,Pueblo Memorial Airport,2012,02,1,0
PUB,Pueblo Memorial Airport,2012,09,1,0
PUB,Pueblo Memorial Airport,2015,06,1,0
PUB,Pueblo Memorial Airport,2019,08,1,0
PUC,Carbon County Regional/Buck Davis Field,1982,05,1,0
PUC,Carbon County Regional/Buck Davis Field,1983,09,1,0
PUC,Carbon County Regional/Buck Davis Field,1984,08,1,0
PUC,Carbon County Regional/Buck Davis Field,1986,05,1,0
PUC,Carbon County Regional/Buck Davis Field,1986,10,1,0
PUC,Carbon County Regional/Buck Davis Field,1988,10,1,0
PUC,Carbon County Regional/Buck Davis Field,1990,03,1,0
PUC,Carbon County Regional/Buck Davis Field,1993,06,1,0
PUC,Carbon County Regional/Buck Davis Field,1993,09,1,0
PUC,Carbon County Regional/Buck Davis Field,1996,11,1,0
PUC,Carbon County Regional/Buck Davis Field,1997,02,1,0
PUC,Carbon County Regional/Buck Davis Field,1998,07,1,0
PUC,Carbon County Regional/Buck Davis Field,1998,09,1,0
PUC,Carbon County Regional/Buck Davis Field,2000,07,1,0
PUC,Carbon County Regional/Buck Davis Field,2003,05,1,0
PUC,Carbon County Regional/Buck Davis Field,2017,02,1,0
PUJ,Punta Cana International Airport,2010,04,1,0
PUJ,Punta Cana International Airport,2015,04,1,0
PUT,Sri Sathya Sai Airport,1988,06,1,0
PUT,Sri Sathya Sai Airport,1992,09,1,0
PUW,Pullman Moscow Regional Airport,1982,01,1,0
PUW,Pullman Moscow Regional Airport,1984,11,0,1
PUW,Pullman Moscow Regional Airport,1985,01,1,0
PUW,Pullman Moscow Regional Airport,1985,07,1,0
PUW,Pullman Moscow Regional Airport,1985,10,2,0
PUW,Pullman Moscow Regional Airport,1988,04,1,0
PUW,Pullman Moscow Regional Airport,1990,10,1,0
PUW,Pullman Moscow Regional Airport,1991,03,1,0
PUW,Pullman Moscow Regional Airport,1997,04,1,0
PUW,Pullman Moscow Regional Airport,2004,08,1,0
PUW,Pullman Moscow Regional Airport,2016,02,1,0
PUW,Pullman Moscow Regional Airport,2017,12,0,1
PVC,Provincetown Municipal Airport,1983,09,1,0
PVC,Provincetown Municipal Airport,1985,07,1,0
PVC,Provincetown Municipal Airport,1985,08,1,0
PVC,Provincetown Municipal Airport,1988,02,1,0
PVC,Provincetown Municipal Airport,1990,08,1,0
PVC,Provincetown Municipal Airport,1993,06,1,0
PVC,Provincetown Municipal Airport,1993,08,1,0
PVC,Provincetown Municipal Airport,1997,01,0,1
PVC,Provincetown Municipal Airport,1998,10,1,0
PVC,Provincetown Municipal Airport,2002,07,1,0
PVC,Provincetown Municipal Airport,2008,05,1,0
PVC,Provincetown Municipal Airport,2011,08,1,0
PVD,Theodore Francis Green State Airport,1982,02,1,0
PVD,Theodore Francis Green State Airport,1984,09,1,0
PVD,Theodore Francis Green State Airport,1984,10,1,0
PVD,Theodore Francis Green State Airport,1985,09,1,0
PVD,Theodore Francis Green State Airport,1988,03,0,1
PVD,Theodore Francis Green State Airport,1993,11,1,0
PVD,Theodore Francis Green State Airport,1996,07,1,0
PVD,Theodore Francis Green State Airport,2000,02,1,0
PVD,Theodore Francis Green State Airport,2000,08,1,0
PVD,Theodore Francis Green State Airport,2002,02,1,0
PVD,Theodore Francis Green State Airport,2002,07,1,0
PVD,Theodore Francis Green State Airport,2004,12,1,0
PVD,Theodore Francis Green State Airport,2005,10,1,0
PVE,El Porvenir Airport,1985,09,1,0
PVF,Placerville Airport,1987,11,1,0
PVF,Placerville Airport,1988,01,1,0
PVF,Placerville Airport,1988,03,1,0
PVF,Placerville Airport,1988,07,1,0
PVF,Placerville Airport,1989,01,1,0
PVF,Placerville Airport,1989,05,1,0
PVF,Placerville Airport,1989,07,1,0
PVF,Placerville Airport,1989,09,1,0
PVF,Placerville Airport,1989,12,1,0
PVF,Placerville Airport,1990,10,1,0
PVF,Placerville Airport,1995,09,1,0
PVF,Placerville Airport,1996,04,1,0
PVF,Placerville Airport,1997,07,1,0
PVF,Placerville Airport,1997,09,1,0
PVF,Placerville Airport,2001,07,1,0
PVF,Placerville Airport,2002,06,1,0
PVF,Placerville Airport,2004,03,1,0
PVF,Placerville Airport,2004,10,1,0
PVF,Placerville Airport,2007,09,1,0
PVF,Placerville Airport,2008,10,1,0
PVF,Placerville Airport,2009,06,1,0
PVF,Placerville Airport,2013,12,1,0
PVF,Placerville Airport,2015,10,1,0
PVF,Placerville Airport,2016,10,1,0
PVF,Placerville Airport,2019,03,1,0
PVF,Placerville Airport,2019,07,1,0
PVG,Shanghai Pudong International Airport,1983,01,1,0
PVG,Shanghai Pudong International Airport,1984,06,1,0
PVG,Shanghai Pudong International Airport,1984,08,1,0
PVG,Shanghai Pudong International Airport,1986,04,1,0
PVG,Shanghai Pudong International Airport,1988,05,1,0
PVG,Shanghai Pudong International Airport,1989,03,1,0
PVG,Shanghai Pudong International Airport,1991,11,2,0
PVG,Shanghai Pudong International Airport,2000,06,1,0
PVG,Shanghai Pudong International Airport,2001,01,1,0
PVG,Shanghai Pudong International Airport,2001,02,1,0
PVG,Shanghai Pudong International Airport,2001,09,1,0
PVG,Shanghai Pudong International Airport,2001,12,1,0
PVG,Shanghai Pudong International Airport,2003,01,1,0
PVG,Shanghai Pudong International Airport,2004,06,1,0
PVG,Shanghai Pudong International Airport,2004,07,1,0
PVG,Shanghai Pudong International Airport,2006,04,1,0
PVG,Shanghai Pudong International Airport,2006,05,1,0
PVG,Shanghai Pudong International Airport,2007,02,0,1
PVG,Shanghai Pudong International Airport,2007,03,0,1
PVG,Shanghai Pudong International Airport,2009,04,1,0
PVG,Shanghai Pudong International Airport,2010,08,0,1
PVG,Shanghai Pudong International Airport,2011,10,1,0
PVG,Shanghai Pudong International Airport,2013,08,0,1
PVG,Shanghai Pudong International Airport,2013,10,1,0
PVG,Shanghai Pudong International Airport,2014,05,1,0
PVG,Shanghai Pudong International Airport,2015,01,1,0
PVG,Shanghai Pudong International Airport,2016,01,1,0
PVG,Shanghai Pudong International Airport,2016,09,1,0
PVG,Shanghai Pudong International Airport,2017,12,1,0
PVO,Reales Tamarindos Airport,1988,07,1,0
PVR,Licenciado Gustavo Díaz Ordaz International Airport,2010,11,0,1
PVU,Provo Municipal Airport,1982,05,1,0
PVU,Provo Municipal Airport,1983,09,1,0
PVU,Provo Municipal Airport,1984,01,1,0
PVU,Provo Municipal Airport,1984,03,1,0
PVU,Provo Municipal Airport,1984,12,1,0
PVU,Provo Municipal Airport,1986,06,1,0
PVU,Provo Municipal Airport,1986,07,1,0
PVU,Provo Municipal Airport,1989,09,1,0
PVU,Provo Municipal Airport,1989,11,1,0
PVU,Provo Municipal Airport,1990,01,1,0
PVU,Provo Municipal Airport,1990,02,1,0
PVU,Provo Municipal Airport,1991,07,0,1
PVU,Provo Municipal Airport,1992,07,1,0
PVU,Provo Municipal Airport,1993,03,1,0
PVU,Provo Municipal Airport,1993,06,1,0
PVU,Provo Municipal Airport,1995,11,1,0
PVU,Provo Municipal Airport,1996,05,1,0
PVU,Provo Municipal Airport,1997,11,1,0
PVU,Provo Municipal Airport,1998,05,1,0
PVU,Provo Municipal Airport,1998,10,1,0
PVU,Provo Municipal Airport,1999,03,2,0
PVU,Provo Municipal Airport,2000,03,1,0
PVU,Provo Municipal Airport,2001,07,1,0
PVU,Provo Municipal Airport,2001,10,1,0
PVU,Provo Municipal Airport,2002,03,1,0
PVU,Provo Municipal Airport,2002,06,1,0
PVU,Provo Municipal Airport,2003,04,1,0
PVU,Provo Municipal Airport,2003,08,1,0
PVU,Provo Municipal Airport,2004,09,1,0
PVU,Provo Municipal Airport,2004,10,1,0
PVU,Provo Municipal Airport,2005,02,1,0
PVU,Provo Municipal Airport,2005,05,1,0
PVU,Provo Municipal Airport,2006,06,1,0
PVU,Provo Municipal Airport,2009,10,1,0
PVU,Provo Municipal Airport,2013,03,1,0
PVU,Provo Municipal Airport,2015,07,2,0
PVW,Hale County Airport,1982,09,2,0
PVW,Hale County Airport,1983,02,1,0
PVW,Hale County Airport,1983,09,1,0
PVW,Hale County Airport,1984,05,1,0
PVW,Hale County Airport,1984,09,1,0
PVW,Hale County Airport,1985,09,1,0
PVW,Hale County Airport,1986,02,1,0
PVW,Hale County Airport,1993,03,1,0
PVW,Hale County Airport,1996,11,1,0
PVW,Hale County Airport,2002,01,1,0
PVW,Hale County Airport,2015,05,1,0
PVW,Hale County Airport,2016,05,1,0
PVZ,Casement Airport,1984,05,1,0
PVZ,Casement Airport,1986,11,1,0
PVZ,Casement Airport,1989,08,1,0
PVZ,Casement Airport,1998,08,1,0
PWA,Wiley Post Airport,1983,10,1,0
PWA,Wiley Post Airport,1985,02,1,0
PWA,Wiley Post Airport,1988,02,1,0
PWA,Wiley Post Airport,1989,09,1,2
PWA,Wiley Post Airport,1990,04,1,0
PWA,Wiley Post Airport,1992,06,1,0
PWA,Wiley Post Airport,1993,04,0,2
PWA,Wiley Post Airport,1996,05,1,0
PWA,Wiley Post Airport,1997,06,1,0
PWA,Wiley Post Airport,1998,01,1,0
PWA,Wiley Post Airport,1999,07,1,0
PWA,Wiley Post Airport,2000,09,1,0
PWA,Wiley Post Airport,2002,05,1,0
PWA,Wiley Post Airport,2008,01,1,0
PWA,Wiley Post Airport,2009,07,1,0
PWA,Wiley Post Airport,2013,06,1,0
PWA,Wiley Post Airport,2019,08,1,0
PWD,Sher-Wood Airport,1982,02,1,0
PWD,Sher-Wood Airport,1983,04,1,0
PWD,Sher-Wood Airport,1997,04,1,0
PWD,Sher-Wood Airport,1999,06,1,0
PWD,Sher-Wood Airport,2003,04,1,0
PWD,Sher-Wood Airport,2014,05,1,0
PWK,Chicago Executive Airport,1982,01,1,0
PWK,Chicago Executive Airport,1982,09,1,0
PWK,Chicago Executive Airport,1983,02,1,0
PWK,Chicago Executive Airport,1983,03,1,0
PWK,Chicago Executive Airport,1983,08,1,0
PWK,Chicago Executive Airport,1983,09,1,0
PWK,Chicago Executive Airport,1984,02,1,0
PWK,Chicago Executive Airport,1984,06,1,0
PWK,Chicago Executive Airport,1984,09,1,0
PWK,Chicago Executive Airport,1984,11,0,1
PWK,Chicago Executive Airport,1985,01,2,0
PWK,Chicago Executive Airport,1986,02,1,0
PWK,Chicago Executive Airport,1986,08,1,0
PWK,Chicago Executive Airport,1986,12,1,0
PWK,Chicago Executive Airport,1987,07,1,0
PWK,Chicago Executive Airport,1987,08,1,2
PWK,Chicago Executive Airport,1988,02,1,0
PWK,Chicago Executive Airport,1989,05,1,0
PWK,Chicago Executive Airport,1990,02,1,0
PWK,Chicago Executive Airport,1990,06,1,0
PWK,Chicago Executive Airport,1991,06,1,0
PWK,Chicago Executive Airport,1991,08,1,0
PWK,Chicago Executive Airport,1991,12,1,0
PWK,Chicago Executive Airport,1992,02,1,0
PWK,Chicago Executive Airport,1992,06,1,0
PWK,Chicago Executive Airport,1992,09,1,0
PWK,Chicago Executive Airport,1993,07,1,0
PWK,Chicago Executive Airport,1994,03,2,0
PWK,Chicago Executive Airport,1994,10,1,0
PWK,Chicago Executive Airport,1995,07,1,0
PWK,Chicago Executive Airport,1995,08,2,0
PWK,Chicago Executive Airport,1995,12,1,0
PWK,Chicago Executive Airport,1996,10,1,0
PWK,Chicago Executive Airport,1997,05,1,0
PWK,Chicago Executive Airport,1998,05,1,0
PWK,Chicago Executive Airport,1998,06,1,0
PWK,Chicago Executive Airport,1999,01,1,0
PWK,Chicago Executive Airport,1999,04,0,1
PWK,Chicago Executive Airport,1999,07,1,0
PWK,Chicago Executive Airport,1999,10,1,0
PWK,Chicago Executive Airport,2000,09,1,0
PWK,Chicago Executive Airport,2001,09,1,0
PWK,Chicago Executive Airport,2003,04,0,1
PWK,Chicago Executive Airport,2003,11,1,0
PWK,Chicago Executive Airport,2004,10,1,0
PWK,Chicago Executive Airport,2005,05,1,0
PWK,Chicago Executive Airport,2005,06,2,0
PWK,Chicago Executive Airport,2005,08,1,0
PWK,Chicago Executive Airport,2006,01,1,0
PWK,Chicago Executive Airport,2006,09,1,0
PWK,Chicago Executive Airport,2007,04,1,0
PWK,Chicago Executive Airport,2009,07,1,0
PWK,Chicago Executive Airport,2010,02,1,0
PWK,Chicago Executive Airport,2010,12,1,0
PWK,Chicago Executive Airport,2011,02,1,0
PWK,Chicago Executive Airport,2011,11,1,0
PWK,Chicago Executive Airport,2015,12,1,0
PWK,Chicago Executive Airport,2016,06,1,0
PWK,Chicago Executive Airport,2018,07,1,0
PWK,Chicago Executive Airport,2019,07,1,0
PWK,Chicago Executive Airport,2020,08,0,0
PWM,Portland International Jetport,1984,06,0,1
PWM,Portland International Jetport,1986,10,0,1
PWM,Portland International Jetport,1991,03,1,0
PWM,Portland International Jetport,1992,07,1,0
PWM,Portland International Jetport,1993,02,0,1
PWM,Portland International Jetport,1995,09,1,0
PWM,Portland International Jetport,1995,11,0,1
PWM,Portland International Jetport,2004,07,1,0
PWM,Portland International Jetport,2010,07,1,0
PWM,Portland International Jetport,2012,02,0,1
PWM,Portland International Jetport,2013,11,1,0
PWR,Port Walter Seaplane Base,1992,01,1,0
PWT,Bremerton National Airport,1982,04,1,0
PWT,Bremerton National Airport,1983,03,1,0
PWT,Bremerton National Airport,1983,10,1,0
PWT,Bremerton National Airport,1984,07,2,0
PWT,Bremerton National Airport,1985,03,1,0
PWT,Bremerton National Airport,1986,11,1,0
PWT,Bremerton National Airport,1987,01,1,0
PWT,Bremerton National Airport,1987,08,1,0
PWT,Bremerton National Airport,1988,06,1,0
PWT,Bremerton National Airport,1988,08,1,0
PWT,Bremerton National Airport,1989,06,1,0
PWT,Bremerton National Airport,1989,11,2,0
PWT,Bremerton National Airport,1990,05,1,0
PWT,Bremerton National Airport,1990,11,1,0
PWT,Bremerton National Airport,1994,06,1,0
PWT,Bremerton National Airport,1994,07,2,0
PWT,Bremerton National Airport,1997,09,2,0
PWT,Bremerton National Airport,1999,05,1,0
PWT,Bremerton National Airport,1999,10,1,0
PWT,Bremerton National Airport,2000,10,1,0
PWT,Bremerton National Airport,2001,05,1,0
PWT,Bremerton National Airport,2003,09,1,0
PWT,Bremerton National Airport,2004,03,2,0
PWT,Bremerton National Airport,2007,08,1,0
PWT,Bremerton National Airport,2008,03,1,0
PWT,Bremerton National Airport,2009,09,1,0
PWT,Bremerton National Airport,2011,08,1,0
PWT,Bremerton National Airport,2012,07,1,0
PWT,Bremerton National Airport,2014,04,1,0
PWT,Bremerton National Airport,2015,09,1,0
PWT,Bremerton National Airport,2017,08,1,0
PYM,Plymouth Municipal Airport,1982,02,1,0
PYM,Plymouth Municipal Airport,1982,11,1,0
PYM,Plymouth Municipal Airport,1985,07,1,0
PYM,Plymouth Municipal Airport,1986,05,1,0
PYM,Plymouth Municipal Airport,1986,07,1,0
PYM,Plymouth Municipal Airport,1987,12,1,0
PYM,Plymouth Municipal Airport,1988,02,1,0
PYM,Plymouth Municipal Airport,1988,08,1,0
PYM,Plymouth Municipal Airport,1990,05,1,0
PYM,Plymouth Municipal Airport,1994,01,1,0
PYM,Plymouth Municipal Airport,1994,03,1,0
PYM,Plymouth Municipal Airport,1994,04,1,0
PYM,Plymouth Municipal Airport,1997,08,1,0
PYM,Plymouth Municipal Airport,1999,08,1,0
PYM,Plymouth Municipal Airport,2000,02,1,0
PYM,Plymouth Municipal Airport,2001,06,1,0
PYM,Plymouth Municipal Airport,2001,07,1,0
PYM,Plymouth Municipal Airport,2005,07,1,0
PYM,Plymouth Municipal Airport,2007,02,1,0
PYM,Plymouth Municipal Airport,2007,03,1,0
PYM,Plymouth Municipal Airport,2009,06,1,0
PYM,Plymouth Municipal Airport,2010,06,1,0
PYM,Plymouth Municipal Airport,2011,07,1,0
PYM,Plymouth Municipal Airport,2011,08,1,0
PYM,Plymouth Municipal Airport,2012,10,1,0
PYM,Plymouth Municipal Airport,2016,02,1,0
PYX,Pattaya Airpark,2000,03,1,0
PYX,Pattaya Airpark,2011,08,1,0
PZO,General Manuel Carlos Piar International Airport,2010,09,1,0
RAC,John H Batten Airport,1982,06,1,0
RAC,John H Batten Airport,1985,09,1,0
RAC,John H Batten Airport,1987,12,1,0
RAC,John H Batten Airport,1994,07,1,0
RAC,John H Batten Airport,1996,06,1,0
RAC,John H Batten Airport,2002,04,1,0
RAC,John H Batten Airport,2003,07,1,0
RAC,John H Batten Airport,2014,09,1,0
RAL,Riverside Municipal Airport,1982,09,1,0
RAL,Riverside Municipal Airport,1983,04,1,0
RAL,Riverside Municipal Airport,1983,05,1,0
RAL,Riverside Municipal Airport,1983,11,1,0
RAL,Riverside Municipal Airport,1984,02,0,2
RAL,Riverside Municipal Airport,1985,01,1,0
RAL,Riverside Municipal Airport,1986,08,1,0
RAL,Riverside Municipal Airport,1987,03,1,0
RAL,Riverside Municipal Airport,1987,07,1,0
RAL,Riverside Municipal Airport,1989,09,1,0
RAL,Riverside Municipal Airport,1990,05,1,0
RAL,Riverside Municipal Airport,1990,10,1,0
RAL,Riverside Municipal Airport,1991,10,1,0
RAL,Riverside Municipal Airport,1993,03,1,0
RAL,Riverside Municipal Airport,1996,04,1,0
RAL,Riverside Municipal Airport,1996,08,1,0
RAL,Riverside Municipal Airport,1997,06,1,0
RAL,Riverside Municipal Airport,2001,03,1,0
RAL,Riverside Municipal Airport,2001,05,1,0
RAL,Riverside Municipal Airport,2001,07,1,0
RAL,Riverside Municipal Airport,2003,05,1,0
RAL,Riverside Municipal Airport,2004,02,1,0
RAL,Riverside Municipal Airport,2008,02,1,0
RAL,Riverside Municipal Airport,2015,07,1,0
RAL,Riverside Municipal Airport,2016,03,1,0
RAL,Riverside Municipal Airport,2017,02,1,0
RAL,Riverside Municipal Airport,2018,08,1,0
RAL,Riverside Municipal Airport,2019,03,1,0
RAL,Riverside Municipal Airport,2019,05,1,0
RAP,Rapid City Regional Airport,1983,10,1,0
RAP,Rapid City Regional Airport,1988,04,1,0
RAP,Rapid City Regional Airport,1990,02,1,0
RAP,Rapid City Regional Airport,1990,03,1,0
RAP,Rapid City Regional Airport,2000,10,1,0
RAP,Rapid City Regional Airport,2001,07,1,0
RAP,Rapid City Regional Airport,2003,08,0,1
RAP,Rapid City Regional Airport,2004,01,0,1
RAP,Rapid City Regional Airport,2004,06,1,0
RAP,Rapid City Regional Airport,2005,08,1,0
RAP,Rapid City Regional Airport,2006,12,1,0
RAS,Sardar-e-Jangal Airport,2016,11,1,0
RAW,Arawa Airport,2015,07,1,0
RBD,Dallas Executive Airport,1982,02,1,0
RBD,Dallas Executive Airport,1982,07,1,0
RBD,Dallas Executive Airport,1985,06,1,0
RBD,Dallas Executive Airport,1987,11,1,0
RBD,Dallas Executive Airport,1987,12,1,0
RBD,Dallas Executive Airport,1989,09,1,0
RBD,Dallas Executive Airport,1994,01,1,0
RBD,Dallas Executive Airport,1995,04,1,0
RBD,Dallas Executive Airport,1996,02,1,0
RBD,Dallas Executive Airport,2016,02,1,0
RBD,Dallas Executive Airport,2016,10,1,0
RBD,Dallas Executive Airport,2018,07,1,0
RBE,Ratanakiri Airport,1986,01,1,0
RBE,Ratanakiri Airport,1994,03,1,0
RBG,Roseburg Regional Airport,1984,02,1,0
RBG,Roseburg Regional Airport,1998,08,1,0
RBG,Roseburg Regional Airport,2001,07,1,0
RBG,Roseburg Regional Airport,2005,08,1,0
RBG,Roseburg Regional Airport,2009,04,1,0
RBG,Roseburg Regional Airport,2014,01,1,0
RBG,Roseburg Regional Airport,2017,06,1,0
RBG,Roseburg Regional Airport,2018,09,1,0
RBG,Roseburg Regional Airport,2019,05,1,0
RBL,Red Bluff Municipal Airport,1983,04,1,0
RBL,Red Bluff Municipal Airport,1984,06,1,0
RBL,Red Bluff Municipal Airport,1988,01,1,0
RBL,Red Bluff Municipal Airport,1990,02,1,0
RBL,Red Bluff Municipal Airport,1991,01,1,0
