airportname,Freq
 METRO. OAKLAND INTL. ,2
 METROLINA PARA-CENTER ,1
 METROPOLIS ,1
 METROPOLIS MUNI. ,1
 METROPOLITAN ,3
 METROPOLITAN OAKLAND INT' ,1
 METROPOLITAN OAKLAND INT. ,1
 METROPOLITAN OAKLAND INTL ,7
 METROPOLITAN RYAN FIELD ,2
 METROPOLITIAN ,1
 METTER ,1
 METTER MUNI ,1
 METTER MUNICIPAL AIRPORT ,1
 METTETAL ,4
 METTETAL-CANTON ,4
 METTETAL-CANTON AIRPORT ,1
 METZ ,1
 METZ FIELD ,1
 MEXIA-LIMESTONE COUNTY ,1
 MEXICAN HAT ,1
 MEXICO ,1
 MEXICO FARMS ,5
 MEXICO MEMORIAL ,1
 MEYERS PARK AIRPORT ,1
 MEYERS-DIVER'S ,1
 MIAMI ,1
 MIAMI EXECUTIVE ,10
 MIAMI GLIDERPORT ,1
 MIAMI HELIPORT ,1
 MIAMI HOMESTEAD GENERAL AVIATI ,1
 MIAMI INT'L ,8
 MIAMI INT'L AIRPORT ,1
 MIAMI INT'L. ,1
 MIAMI INTERNATIONAL ,40
 MIAMI INTERNATIONAL AIRPO ,1
 MIAMI INTERNATIONL ,1
 MIAMI INTL ,16
 MIAMI MUNI ,2
 MIAMI MUNICIPAL HELIPORT ,1
 MIAMI UNIV. AIRPORT ,1
 MIAMI UNIVERSITY ,2
 MIAMI VALLEY FARM ,1
 MIAMI-OPA LOCKA EXECUTIVE ,1
 MICHAEL J. SMITH FIELD ,3
 MICHAEL LAVDIE ,1
 MICHIANA REGIONAL ,7
 MICHIGAN CITY ,5
 MICHIGAN CITY AIRPORT ,1
 MICIGAN CITY MUNICIPAL ,1
 MID ATLANTIC ,1
 MID ATLANTIC SOARING CTR ,1
 MID CONTINENT ,2
 MID FLORIDA AIR SERVICE ,7
 MID SOUTH FLYING SERVICE ,1
 MID STATE ,1
 MID VALLEY ,11
 MID VALLEY AIR PARK ,2
 MID VALLEY AIRPARK ,2
 MID VALLEY AIRPORT ,1
 MID VALLEY MUNI ,1
 MID-AMERICA INDUSTRIAL ,2
 MID-ATLAN. SOARING CENTER ,1
 MID-CONTINENT ,5
 MID-FLORIDA AIRPORT ,1
 MID-OHIO VALLEY RGNL ,2
 MID-STATE ,1
 MID-VALLEY ,1
 MID-WAY RGNL ,2
 MIDDLE BASS ,1
 MIDDLE BASS IS. ,1
 MIDDLE CREEK FARM ,1
 MIDDLE ELLIS POND ,1
 MIDDLE GEORGIA ,2
 MIDDLE GEORGIA AIRPARK ,1
 MIDDLE GEORGIA AIRPORT ,1
 MIDDLE GEORGIA REGIONAL ,3
 MIDDLE PENINSULA REGIONAL ,1
 MIDDLE PENINSULA RGNL ,1
 MIDDLE RIVER ,1
 MIDDLEBORO ,1
 MIDDLEBURY STATE ,1
 MIDDLESBORO ,1
 MIDDLESBORO-BELL COUNTY ,3
 MIDDLESEX ,2
 MIDDLESEX VALLEY AIRPORT ,1
 MIDDLETON ISLAND ,1
 MIDDLETON MUNI - MOREY FIELD ,2
 MIDDLETOWN ,1
 MIDDLETOWN REGIONAL/HOOK FIELD ,1
 MIDDLETOWN/HOOK FIELD ,1
 MIDFLORIDA ,1
 MIDLAKE (PVT) ,1
 MIDLAKE AIRPORT ,1
 MIDLAND ,4
 MIDLAND  REG ,1
 MIDLAND AIR PARK ,1
 MIDLAND AIRPARK ,10
 MIDLAND AIRPORT ,1
 MIDLAND INTERNATIONAL ,8
 MIDLAND INTL ,6
 MIDLAND JACK BARSTOW ,1
 MIDLAND REGIONAL ,2
 MIDLOTHIAN ,2
 MIDLOTHIAN/WAXAHACHIE ,2
 MIDVALLEY AIRPARK ,2
 MIDWAY ,15
 MIDWEST NATIONAL AIR CENTER ,1
 MIFFLIN CO. ,1
 MIFFLIN COUNTY ,1
 MIKE'S PLACE ,1
 MILACA MUNI ,1
" MILACA, MUNI ",1
 MILAN ,2
 MILE HI ,1
 MILE HIGH ,1
 MILES CITY ,1
 MILES CITY MUNICIPAL ,1
 MILES FIELD ,1
 MILES NEUMANN ,1
 MILFORD AIRPARK ,1
 MILFORD MUNICIPAL ,1
 MILFORD MUNICIPAL AIRPORT ,1
 MILHAN AIRPORT ,1
 MILL CREEK STRIP ,1
 MILLARD ,9
 MILLARD AIRPORT ,2
 MILLER ,5
" MILLER ""PVT"" ",1
 MILLER AIR PARK ,1
 MILLER AIRPARK ,3
 MILLER AIRPORT ,1
 MILLER CREEK ,1
 MILLER FARM ,1
 MILLER FARM AIRPORT ,1
 MILLER FIELD ,5
 MILLER FIELD (PRIVATE) ,1
 MILLER INT'L ,3
 MILLER INT'L. ,2
 MILLER INTERNATIONAL ,3
 MILLER INTERNATIONAL ARPT ,1
 MILLER MUNI. ,1
 MILLER RANCH ,1
 MILLER'S FIELD ,1
" MILLER, NC ",1
 MILLERS FIELD ,1
 MILLICAN ,1
 MILLIKEN HELIPORT ,1
 MILLINGTON MUNI AIRPORT ,1
 MILLINOCKET ,3
 MILLINOCKET ME ,1
 MILLINOCKET MUNICIPAL APT ,1
 MILLS RANCH ,1
 MILLVILLE ,3
 MILLVILLE  MUNICIPAL ,1
 MILLVILLE MUNI ,5
 MILLVILLE MUNICIPAL ,1
 MILTON ,1
 MILTON T FIELD ,1
 MILVILLE MUNICIPAL ,1
 MILWAUKEE MITCHELL ,1
 MILWAUKEE TIMMERMAN ,1
" MIMBRES, NM (PRIVATE) ",1
 MINAM LODGE ,3
 MINAM LODGE PRIVATE ,1
 MINCHUMINA ,2
 MINDEN ,3
 MINDEN-TAHOE ,9
 MINDEN-WEBSTER ,2
 MINE STRIP ,1
 MINEAPOLIS ST. PAUL ,1
 MINEOLA ,1
 MINEOLA QUITMAN ,1
 MINEOLA WISENER ,3
 MINEOLA WISENER FIELD ,2
 MINERAL CANYON ,1
 MINERAL CANYON STRIP AIRPORT ,1
 MINERAL CO ,1
 MINERAL COUNTY ,1
 MINERAL COUNTY MEMORIAL ,2
 MINERAL WELLS ,5
 MINERAL WELLS MUNI ,2
 MINERAL WELLS MUNICIPAL ,1
 MINERVA ,2
 MINICIPAL ,2
 MINING CAMP AIRSTRIP ,1
 MINNEAPOLIS ,1
 MINNEAPOLIS - ST PAUL ,2
 MINNEAPOLIS AIRLAKE ,1
 MINNEAPOLIS INTERNATIONAL ,1
 MINNEAPOLIS ST PAUL INTL ,2
 MINNEAPOLIS ST. PAUL INTL ,2
 MINNEAPOLIS-CRYSTAL ,2
 MINNEAPOLIS-ST PAUL INTL ,1
 MINNEAPOLIS-ST PAUL INTL/WOLD- ,5
 MINNEAPOLIS-ST. PAUL ,1
 MINNEAPOLIS/ST. PAUL ,2
 MINNEAPOLIS/ST. PAUL ARPT ,1
 MINNEAPOLIS/ST. PAUL INT. ,1
 MINNEAPOLIS/ST. PAUL INTL ,2
 MINNEAPOLIS/ST.PAUL INTL ,1
 MINOCQUA WOODRUFF ,1
 MINOT INTERNATIONAL ,3
 MINOT INTERNATIONAL ARPT ,1
 MINOT INTL ,1
 MINTER ,1
 MINTO ,1
 MINTO /NEW/ ,1
 MINTO MUNICIPAL ,1
 MINUTE MAN ,8
 MINUTE MAN AIR FIELD ,6
 MINUTE MAN AIRFIELD ,2
 MINUTEMAN ,5
 MIRAMAR ,1
 MIRAMAR NAS ,1
 MIRO FIELD ,1
 MISHAWAKA ,2
 MISHAWAKA PILOT'S CLUB ,2
 MISSION ,1
 MISSION ROAD ,1
 MISSION SIOUX ,1
 MISSOULA ,6
 MISSOULA CO. ,2
 MISSOULA COUNTY ,3
 MISSOULA INT'L ,1
 MISSOULA INTERNATIONAL ,2
 MISSOULA INTERNATIONAL AI ,1
 MISSOULA INTL ,2
 MISSOURI VALLEY ,2
 MISTWOOD ,2
 MITCHELL ,3
 MITCHELL COUNTY ,1
 MITCHELL FIELD ,2
 MITCHELL INTERNATIONAL ,1
 MITCHELL MUNI ,1
 MITCHELL MUNICIPAL ,3
 MITCHELL MUNICIPAL AIRPORT ,1
 MITCHELL'S ,1
 MITE AIRFIELD ,1
 MITHELL ,1
 MITHELL FIELD ,1
 MJ AVIATION AIRSTRIP ,1
" MJ AVIATION, INC ",1
 MKC DOWNTOWN ,1
 MO HILL (PRIVATE) ,1
 MOBERLY ,1
 MOBIL HELIPORT ,1
 MOBIL OIL HELIPORT ,1
 MOBILE ,1
 MOBILE DOWNTOWN ,2
 MOBILE PVT ,2
 MOBILE REGIONAL ,2
 MOBILE RGNL ,1
 MODERS ,1
 MODESTO ,4
 MODESTO CITY ,4
 MODESTO CITY CO. ,1
 MODESTO CITY-CO-HARRY SHAM FLD ,1
 MODESTO CITY-COUNTY FIELD ,1
 MOGOLLON AIRPARK ,4
 MOHALL MUNICIPAL AIRPORT ,1
 MOHAMMED RANCH-PRIVATE ,1
 MOISANT ,3
 MOJANE ,2
 MOJAVE ,9
 MOLINE ,1
 MOLINE-QUAD CITIES ,1
 MOLLICE FARM ,1
 MOLOKAI ,2
 MONACHE MEADOWS ,2
 MONAHAN AIRFIELD ,1
 MONCKS CORNER AIRPORT ,1
 MONEE-SANGER ,1
 MONETA-SMITH MTN LAKE ,1
 MONETT MUNI ,1
 MONETT RGNL ,1
 MONGOMERY FIELD ,1
 MONICA DRAKE ,1
 MONKEY ISLAND ,1
 MONKEY ISLAND AIRPORT ,1
 MONMOUTH COUNTY ,1
 MONMOUTH EXECUTIVE ,4
 MONMOUTH MUNI ,1
 MONMOUTH MUNICPAL ,1
 MONONA MUNICIPAL ,1
 MONONGAHELA VALLEY HOSPITAL ,1
 MONROE ,9
 MONROE AIRPORT ,3
 MONROE CO ,1
 MONROE CO. ,3
 MONROE COUNTY ,21
 MONROE COUNTY AIRPORT ,2
 MONROE CUSTER ,2
 MONROE CUSTER AIRPORT ,1
 MONROE FARM ,1
 MONROE MUNICIPAL ,1
 MONROE REG. ,2
 MONROE REGIONAL ,4
 MONROE REGIONAL AIRPORT ,1
 MONROE WALTON COUNTY ,1
 MONROE WALTON COUNTY ARPT ,1
 MONROE-WALTON COUNTY ,1
 MONROEVILLE ,2
 MONTAGUE ,3
 MONTAGUE-YREKA ,1
 MONTAGUE-YREKA ROHRER FIELD ,2
 MONTAGUE-YREKA ROHRER FLD ,3
 MONTAGUE/YREKA ROHER ,1
 MONTANA CREEK ,2
 MONTAUK ,7
 MONTAUL AIRPORT ,1
 MONTE VISTA ,3
 MONTE VISTA MUNI ,1
 MONTE VISTA MUNICIPAL ,4
 MONTEREY ,7
 MONTEREY BAY ,1
 MONTEREY PEN ,1
 MONTEREY PENINSULA ,10
 MONTEREY RGNL ,1
 MONTEREY-PENINSULA ,1
 MONTEVIDEO-CHIPPEWA ,1
 MONTEVIDEO-CHIPPEWA COUNTY ,1
 MONTEZUMA AIRPORT ,1
 MONTEZUMA HIGHTS AIRPARK ,1
 MONTGOMER-WEHRMAR ,1
 MONTGOMERY ,14
 MONTGOMERY AIRPARK ,1
 MONTGOMERY CO. ,2
 MONTGOMERY CO. AIRPARK ,1
 MONTGOMERY COUNTY ,20
 MONTGOMERY COUNTY AIRPARK ,10
 MONTGOMERY COUNTY AIRPORT ,2
 MONTGOMERY FIELD ,22
 MONTGOMERY ORANGE COUNTY ,1
 MONTGOMERY REGIONAL ,2
 MONTGOMERY-GIBBS EXECUTIVE ,8
 MONTICELLO ,7
 MONTICELLO FLYING SERVICE ,2
 MONTICELLO MUNI ,2
 MONTICELLO SKY RANCH ,1
 MONTROSE ,2
 MONTROSE COUNTY ,1
 MONTROSE COUNTY MUNICIPAL ,1
 MONTROSE REGIONAL ,3
 MONTROSE REGIONAL AIRPORT ,1
 MONTVALE AIRPARK ,2
 MONUMENT VALLEY ,10
 MONUMENT VALLEY (PRIVATE) ,1
 MONUMENT VALLEY AIRPORT ,2
 MOONTOWN ,6
 MOONTOWN AIRPORT ,2
 MOORE COUNTY ,5
 MOORE COUNTY AIRPORT ,3
 MOORE CREEK ,1
 MOORE MURREL ,1
 MOORE RANCH ,1
 MOORE-MURRELL ,2
 MOOREHEAD AIRPARK ,1
 MOOREHEAD MUNICIPAL ARPT ,1
 MOOREHEAD-ROWAN ,1
 MOOREHOUSE MEMORIAL ,1
 MOORES ,2
 MOORHEAD ,3
 MOORHEAD MUNICIPAL ARPT ,1
 MOOSE CREEK (USFS) ,1
 MOOSE PASS ,1
 MOOSE RIVER ,1
 MOOSEHEAD LAKE ,1
 MOOSONEE APT. ,1
 MORA ,1
 MORA MUNICIPAL ,1
 MORA MUNICIPAL AIRPORT ,1
 MORAINE ,2
 MORAINE AIR PARK ,3
 MORAINE AIRPARK ,2
 MORAINE AIRPART ,1
 MORALES AIRSTRIP ,1
 MOREHEAD ROWAW CO ,1
 MOREHEAD-ROWAN ,1
 MOREHOUSE MEM. ,1
 MOREHOUSE MEMORIAL ,1
 MORETON ,1
 MOREY ,10
 MOREY AIRPORT ,5
 MOREY FIELD ,2
 MORGAN ,1
 MORGAN CO. ,1
 MORGAN COUNTY ,6
 MORGAN FIELD ,1
 MORGAN MUNI ,1
 MORGAN MUNICIPAL ,1
 MORGAN RANCH ,1
 MORGANTON-LENIOR ,1
 MORGANTON-LENOIR ,6
 MORGANTOWN ,1
 MORGANTOWN MUNI ,3
 MORGANTOWN MUNICIPAL ,2
 MORIARITY AIRPORT ,1
 MORIARTY ,11
 MORIARTY MUNI ,2
 MORITZ AIR FIELD ,1
 MORITZ MEMORIAL ,1
 MORKASSEL ,1
 MORNING STAR ,1
 MORNINGSTAR ,2
 MORNINGSTAR AIRPORT ,1
 MORNINGSTAR SOUTH ,1
 MORRILTON MUNI ,4
 MORRIS MUNI ,1
 MORRIS MUNICIPAL ,2
 MORRIS MUNICIPAL AIRPORT ,1
 MORRISON ,1
 MORRISTOWN ,12
 MORRISTOWN MUNI ,2
 MORRISTOWN MUNICIPAL ,3
 MORRISTOWN MUNICIPAL APT ,1
 MORRISVILLE ,3
 MORRISVILLE STOWE ,1
 MORRISVILLE-STOW ,1
 MORRISVILLE-STOWE STATE ,2
 MORRISVILLE/STONE ,1
 MORROW COUNTY ,4
 MOSELEY FIELD ,1
 MOSES LAKE MUNI ,1
 MOSES LAKE MUNICIPAL ,2
 MOSS HILL ,1
 MOSS HILL AIRPORT ,1
 MOTES AIRSTRIP ,1
 MOTHER LODE ,1
 MOTON FIELD ,1
 MOTON FIELD MUNICIPAL ,1
 MOULTONBORO ,4
 MOULTONBORO MUNI ,1
 MOULTRIE ,1
 MOUNDRIDGE MUNICIPAL ,1
 MOUNDSVILLE ,1
 MOUNT AIRY-SURRY COUNTY ,2
 MOUNT AIRY/SURRY COUNTY ,3
 MOUNT AYR ,1
 MOUNT COMFORT ,6
 MOUNT HAWLEY ,2
 MOUNT HAWLEY AUX. ,1
 MOUNT HAWLEY AUXILIARY ,1
 MOUNT MUNCIE ,1
 MOUNT OLIVE MUNI ,1
 MOUNT PLEASANT ,3
 MOUNT PLEASANT MUNI ,1
 MOUNT PLEASANT MUNICIPAL ,3
 MOUNT PLEASANT RGNL ,1
 MOUNT ROYAL ,1
 MOUNT SNOW ,5
 MOUNT STERLING ,1
 MOUNT STERLING-MONTGOMERY COUN ,1
 MOUNT VERNON ,3
 MOUNT VERNON MUNI ,1
 MOUNT WASHINGTON ,1
 MOUNT WASHINGTON REGIONAL ,2
 MOUNT WILSON ,1
 MOUNTAIN AIR ,1
 MOUNTAIN AIR AIRPORT ,1
 MOUNTAIN AIR COUNTRY CLUB ,1
 MOUNTAIN AIR PARK ,1
 MOUNTAIN AIRPARK ,1
 MOUNTAIN BAY ,2
 MOUNTAIN EAGLE ,1
 MOUNTAIN EMPIRE ,1
 MOUNTAIN HOME ,1
 MOUNTAIN HOME AFB ,1
 MOUNTAIN HOME MUNICIPAL ,1
 MOUNTAIN ISLAND RANCH ,1
 MOUNTAIN MEADOW ,2
 MOUNTAIN MEADOW AIRSTRIP ,1
 MOUNTAIN MEADOWS ,1
 MOUNTAIN ROAD ,3
 MOUNTAIN ROAD AIRPORT ,1
 MOUNTAIN STRIP ,1
 MOUNTAIN VALLEY ,3
 MOUNTAIN VALLEY AIRPORT ,1
 MOUNTAIN VIEW ,2
 MOUNTAIN VILLAGE ,2
 MOUNTAINDALE ,1
 MOUNTGOMERY ,1
 MOUTAIN VIEW AIRPORT ,1
 MOYER ,1
 MR. COMFORT ,1
 MT AIRY-SURRY COUNTY ,1
 MT PLEASANT MUNI ,2
 MT PLEASANT RGNL-FAISON FIELD ,1
 MT PLEASANT/SCOTTDALE ,1
 MT PLEASANT/SCOTTSDALE ,1
 MT VERNON ,2
 MT VILLAGE ,1
 MT. AIR AIRPORT ,1
 MT. AIRY ,1
 MT. AIRY-SURRAY COUNTY ,1
 MT. AIRY-SURRY CTY ,1
 MT. CARMEL ,1
 MT. COMFORT ,5
 MT. HAWLEY ,5
 MT. HOME AFB ,1
 MT. JOY ,1
 MT. PLEASANT ,2
 MT. PLEASANT MUNI. ,1
 MT. PLEASANT MUNICIPAL ,2
 MT. PLEASANT SCOTTDALE ,1
 MT. PLEASANT/SCOTTDALE ,1
 MT. POCONO MUNI. ,1
 MT. SNOW ,4
 MT. STERLING ,1
 MT. STERLING- MONTGOMERY ,1
 MT. VERNON ,2
 MT. VERNON MUNICIPAL ,1
 MT. VERNON WYNKOOP ,1
 MTN. VIEW AIRPARK ,1
 MUELLER ,2
 MUHLENBERG COUNTY ,1
 MULBERRY STRIP ,1
 MULE SHOE BAR RANCH ,1
 MULINO ,4
 MULINO STATE ,1
 MULLEN ,1
 MULLINS FIELD ,1
 MUNDAY MUNI ,1
 MUNDAY MUNICIPAL ,1
 MUNI. BALDWIN FIELD ,2
 MUNICIPAL ,78
 MUNICIPAL-WEBB ,1
 MUNICPAL ,1
 MUNZ PRIVATE ,1
 MURDO ,1
 MURFREESBORO ,3
 MURFREESBORO MUNI ,3
 MURFREESBORO MUNI AIRPORT ,2
 MURFREESBORO MUNICIPAL ,8
 MURLOCK ,1
 MURMURING PINES ,1
 MURPHY ,2
 MURPHY AIRPORT ,2
 MURPHY FIELD ,1
 MURPHY FLYING SERVICE ,1
 MURPHYSBORO ,1
 MURRAY ,1
 MURRAY AIRSTRIP ,1
 MURRAY FIELD ,3
 MURRY FIELD ,1
 MUSCATINE MUNI ,1
 MUSCATINE MUNICIPAL ,2
 MUSCLE SHOALS ,5
 MUSCLE SHOALS REGIONAL ,1
 MUSKEGAN COUNTY ,1
 MUSKEGON ,2
 MUSKEGON CO. ,1
 MUSKEGON COUNTY ,3
 MUSKOGEE ,1
 MUSTANG ,2
 MUSTANG BEACH ,5
 MYER ,1
 MYERS PARK MEM ,1
 MYERSTOWN/DECKS ,1
 MYHAND ,1
 MYRICK ,1
 MYRICK (PVT) ,1
 MYRICK PRIVATE AIRPORT ,1
 MYRTLE BEACH AFB ,1
 MYRTLE BEACH INT'L ,1
 MYRTLE BEACH INTL ,1
 MYSTIC BLUFFS ,1
 MYU ,1
 Maas Airstrip ,1
 Mac Arthur ,1
 Mac Crenshaw Memorial Airport ,1
 Mac Gillivray (pvt) ,1
 MacDill AFB ,1
 MacDill AFB Auxiliary Field ,1
 MacDonald Cartier Internationa ,1
 Macae Airport ,1
 Machias Valley ,1
 Machias Valley Airport ,1
 Mack Mesa ,1
 Mack Mesa Airport ,2
 Mack-Mesa Airport ,1
 Mackay-Dee Hospital Helipad ,1
 Mackey Lake private strip ,1
 Mackeys Lakes ,1
 Mackinac County ,1
 Mackinac County Airport ,1
 Mackinac Island ,1
 Mackinac Island Airport ,2
 Macon County Airport ,2
 Macon Downtown Airport ,3
 Macon-Fower Memorial Airport ,1
 Macon-Fower Municipal Airport ,1
 Maddona di Loreto ,1
 Mader Ranch Private ,1
 Madera ,2
 Madera Muni AP ,1
 Madera Municipal ,3
 Madera Municipal Airport ,3
 Madison ,2
 Madison  Airport ,1
 Madison Airport ,1
 Madison County ,4
 Madison County Airport ,1
 Madison County Executive ,2
 Madison Muni ,1
 Madison Municipal ,1
 Madison Municipal Airport ,4
 Madras Municipal ,2
 Madras Municipal Airport ,2
 Madrid-Barajas ,2
 Madsen ,1
 Magadan ,1
 Magee ,1
 Magee Municipal Airport ,1
 Magic Valley ,1
 Magnolia Municipal ,1
 Magnolia Municipal Airport ,1
 Magnolia Municpal Airport ,1
" Magong, Taiwan ",1
 Mahlon Sweet Field ,2
 Mahlon Sweet Field Airport ,2
 Mahnomen County Airport ,1
 Maidment Field ,1
" Maiquetia, Simon Bolivar ",1
 Maize Airport ,1
 Major Gilbert Field ,1
 Majors ,2
 Majors Airport ,2
 Malad City ,1
 Malaga ,2
 Malaga Airport ,1
 Malcolm Mc Kinnon ,1
 Malcolm McKinnon ,2
 Malcolm McKinnon Airport ,6
 Malcolm McKinnon Brunswick ,1
 Malden Rgnl ,1
 Malinchak Private Airport ,1
 Mallard Landing ,1
 Mallard's Landing ,1
 Mallards Landing Airport ,1
 Mallory ,2
 Mallory Airport ,4
 Malone-Dufort ,1
 Malvern ,1
 Malvern Municipal ,1
 Mammoth Lakes ,2
 Mammoth Yosemite ,5
 Mammoth Yosemite Airport ,1
 Manas Airport ,1
 Manas International ,1
 Manassas Region ,1
 Manassas Regional ,3
 Manassas Regional Airport ,10
 Manatee ,2
" Manaus, Brazil ",1
 Manaus/Flores Airport ,1
 Manchester ,4
 Manchester Airport ,2
 Manchester Barton Airport ,1
 Manchester Municipal Airport ,1
 Mandan Municipal Airport ,1
 Manhattan Muni ,1
 Manhattan Regional ,1
 Manhattan Regional Airport ,1
 Manistee County-Blacker ,1
 Manito Michell ,1
 Manito Mitchell Airport ,1
 Manitou Field Airport ,1
 Manitowish Waters Airport ,1
 Manitowoc County ,1
 Manitowoc County Airport ,1
 Mankato Regional Airport ,1
 Manley Hot Springs ,1
 Manokotak ,1
 Mansfield Airport ,1
 Mansfield Lahm Regional ,1
 Mansfield Lahm Regional Airpor ,1
 Mansfield Lahm Regional Arpt ,1
 Mansfield Municipal ,3
 Mansfield Municipal Airport ,3
 Manson County Airport ,1
 Maple Grove ,1
 Maple Grove Airport ,1
 Maple Lake Municipal ,2
 Maple Lake Municipal Airport ,3
 Maple Ridge Airport ,1
 Maples Field Airport ,1
 Maquoketa Municipal Airport ,1
 Maran Airport ,1
 Marana Northwest Regional ,3
 Marana Regional ,4
 Marana Regional Airport ,7
 Marathon ,2
 Marble Airport ,1
 Marble Canyon ,3
 March Air Reserve Base ,2
 Marco Island ,1
 Marco Island Airport ,2
 Marco Island Executive ,4
 Marcos A. Gelabert Intl. ,1
" Mareeba Airdrome, Australia ",1
 Marfa Municipal Airport ,2
 Maria Dolores ,1
 Maria Reiche Neuman Airport ,1
 Marian Airpark ,1
 Marianna Municipal ,1
 Mariano Escobedo International ,1
 Marina ,1
 Marina Municipal ,1
 Marina Municipal Airport ,1
 Marina di Campo Airport ,1
 Marine City ,1
 Marine City Airport ,2
 Marion Airport ,2
 Marion County Airport ,7
 Marion County Rgnl ,1
 Marion County-Brown Field ,1
 Marion Municipal ,1
 Marion Municipal Airport ,6
 Mariposa-Yosemite ,3
 Mariposa-Yosemite Airport ,2
 Mariquita ,1
 Mariscal Sucre ,1
 Mark Anton ,1
 Mark Anton Airport ,3
 Mark Reynolds/North Mobile ,1
 Mark's Park and Airfield ,1
 Marked Tree Municipal ,1
 Marks Municipal Airport ,1
 Marlboro Airport ,9
 Marlette Township ,1
 Marrion County ,1
 Marsh Harbour International ,1
 Marshall County Airport ,1
 Marshall Memorial Muni ,1
 Marshall Muni-Ryan Field ,1
 Marshalltown Municipal ,3
 Marshfield Municipal ,2
 Marshfield Municipal Airport ,3
 Martha's Vineyard ,3
 Martha's Vineyard Airport ,3
 Martin Field ,2
 Martin Field Airport ,2
 Martin River Strip aka Old HEA ,1
 Martin State ,1
 Martin State Airport ,5
 Marv Skie - Lincoln County ,1
 Maryland Airport ,3
 Mashad International Airport ,1
 Mashuim ,1
 Mason City Municipal ,3
 Mason County ,1
 Mason County Airport ,3
 Mason Jewett Field ,1
 Mason Jewett Field Airport ,1
 Mason Valley Airport ,1
 Massey Aerodrome ,1
 Massey Ranch Airpark ,5
 Mathaire Field Airport ,1
 Mathis Airport ,3
 Mathis Field ,1
 Matinicus Island Airport ,3
 Matson Airport ,1
 Mattawn Airpark ,1
 Matthew's Ridge ,1
 Mattituck Airbase ,1
 Mattoon-Coles County ,1
 Maury County Airport ,1
 Mauterndorf ,1
 Maverick County Memorial Intnl ,1
 May ,1
 May Airport ,1
 Mayers Airport ,1
 Mayfield Graves Country Airpor ,1
 Mayfield Graves County Airport ,1
 Mayport Airport ,1
 Mayport Ns (Adm David L Mcdona ,1
 Mazzuca Heliport ,1
 Mc Alester Regional Airport ,2
 Mc Allen Miller International ,1
 Mc Allen Miller Intl ,1
 Mc Cardle Farm ,1
 Mc Carran International ,3
 Mc Carran Intl ,1
 Mc Clellan Airfield ,2
 Mc Clellan-Palomar Airport ,2
 Mc Clusky Municipal Airport ,1
 Mc Daniel's Field Airport ,1
 Mc Elroy Airfield ,2
 Mc Gregor Executive Airport ,1
 Mc Kenzie Bridge State ,1
 Mc Kenzie Bridge State Airport ,1
 Mc Kinley Field ,1
 Mc Kinley Field Airport ,1
 McAfee Airstrip ,1
 McAlester Regional Airport ,4
 McAlister Regional Airport ,1
 McAllen Medical Center Heli ,1
 McAllen Miller International ,5
 McCARTHY ,1
 McCall ,3
 McCall Airport ,1
 McCall Muni ,1
 McCall Municipal ,2
 McCall Municipal Airport ,7
 McCampbell-Porter Airport ,1
 McCarley Field Airport ,2
 McCarran International ,8
 McCarran International Airport ,5
 McCarron International ,1
 McCarthy ,1
 McChesney Field ,1
 McClellan - Palomar Airport ,1
 McClellan Airfield ,2
 McClellan Palomar ,1
 McClellan-Palomar ,3
 McClellan-Palomar Airport ,4
 McClure Airstrip ,1
 McCollum ,1
 McCollum Field ,1
 McComb Airport ,1
 McConnell Airfield ,1
 McCook Ben Nelson Regional ,1
 McCook Regional Airport ,1
" McCready-Merced, CA ",1
 McCurtain County Regional ,1
 McCurtin County Regional Airpt ,1
 McDaniel's Field ,1
 McDermott Air Park ,1
 McElroy Airfield ,4
 McFaul Airport ,1
 McGahan Industrial ,1
 McGehee Catfish Rest Airport ,1
 McGehee Catfish Restaurant  OK ,1
 McGehee Catfish Restaurant Apt ,1
 McGehee Municipal Airport ,1
 McGhee Catfish Restaurant ,1
 McGhee Tyson Airport ,1
 McGhee-Tyson ,1
 McGinley Airport ,1
 McGrath ,2
 McGregor Executive Airport ,1
 McIntosh Airport ,1
 McKeever Private ,1
 McKellar Sipes Regional ,1
 McKellar-Sipes Regional ,4
 McKellar-Sipes Regional Apt. ,1
 McKenzie Highland Stables ,1
 McKeon Aviation ,1
 McKinley Ranch Airport ,1
 McKinney Muni ,1
 McKinney Municipal Airport ,1
 McKinney National ,1
 McKinnon Airpark ,2
 McKinnon St Simons Island ,1
 McLaren River Lodge ,1
 McLendon ,1
 McMinn County Airport ,1
 McMinnville ,1
 McMinnville Municipal ,2
 McMinnville Municipal Airport ,3
 McNary Field ,3
 McNeill Ranch Airport ,1
 McPhail Heliport ,1
 Me-Own ,1
 Meacham International Airport ,1
 Meacham Intl Airport ,1
 Mead Flying Service Airport ,1
 Meadow Creek ,1
 Meadow Creek USFS ,1
 Meadow Lake ,11
 Meadow Lake Airport ,15
 Meadow Mist ,1
 Meadowlake Airport ,3
 Meadown Field ,1
 Meadows Field ,7
 Meadows Field Airport ,5
 Meadview Airstrip ,1
 Mears Field Airport ,1
 Mecklenburg Regional Airport ,1
 Mecosta ,1
 Mecosta Morton Airport ,1
 Medina ,1
 Medina Municipal ,1
 Medina Municipal Airport ,4
 Meeker ,2
 Meeker Airport ,2
 Mefford Field ,2
 Mefford Field Airport ,2
 Mekoryuk ,1
