,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
From 01/1999 To 01/2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,IFR Itinerant,,,,,IFR Overflight,,,,,VFR Itinerant,,,,,VFR Overflight,,,,,Local,,, , 
01/1999,BLI ,ANM,WA,WE,Federal Contract Tower,1,"1,082",278,19,"1,380",0,0,0,0,0,11,578,"1,538",52,"2,179",0,0,0,0,0,"1,183",22,"1,205","4,764","4,764"
01/1999,BMI ,AGL,IL,CE,Towers with Display (VFR),156,900,617,0,"1,673",0,0,0,0,0,20,60,848,12,940,0,0,0,0,0,670,0,670,"3,283","3,283"
01/1999,BNA ,ASO,TN,CE,Towers with Radar,"8,960","2,396","3,443",215,"15,014",0,0,0,0,0,701,339,"1,199",83,"2,322",0,0,0,0,0,279,0,279,"17,615","17,615"
01/1999,BOI ,ANM,ID,WE,Towers with Radar,"3,007","1,593","1,684",371,"6,655",0,0,0,0,0,265,207,"1,917",515,"2,904",0,0,0,0,0,"2,762",598,"3,360","12,919","12,919"
01/1999,BOS ,ANE,MA,EN,Combined TRACON & Tower with Radar,"19,843","13,493","1,324",32,"34,692",0,0,0,0,0,600,789,646,26,"2,061",0,0,486,9,495,0,0,0,"36,753","37,248"
01/1999,BPT ,ASW,TX,CE,Combined TRACON & Tower with Radar,0,901,961,128,"1,990",0,0,0,0,0,5,156,686,112,959,0,0,0,0,0,723,36,759,"3,708","3,708"
01/1999,BRO ,ASW,TX,CE,Federal Contract Tower,143,328,437,203,"1,111",0,0,0,0,0,14,48,626,36,724,0,0,0,0,0,498,306,804,"2,639","2,639"
01/1999,BTL ,AGL,MI,CE,Federal Contract Tower,0,14,625,113,752,0,0,0,0,0,0,19,"1,235",84,"1,338",0,0,0,0,0,"2,430",54,"2,484","4,574","4,574"
01/1999,BTR ,ASW,LA,CE,Towers with Radar,737,"1,245","1,862",72,"3,916",0,0,0,0,0,92,235,"2,121",51,"2,499",0,0,0,0,0,"4,567",94,"4,661","11,076","11,076"
01/1999,BTV ,ANE,VT,EN,Towers with Radar,457,"2,880",631,182,"4,150",0,0,0,0,0,34,223,820,165,"1,242",0,0,0,0,0,"1,510",404,"1,914","7,306","7,306"
01/1999,BUF ,AEA,NY,CE,Towers with Radar,"3,211","3,055","1,265",62,"7,593",0,0,0,0,0,276,185,345,58,864,0,0,0,0,0,410,30,440,"8,897","8,897"
01/1999,BUR ,AWP,CA,WE,Combined TRACON & Tower with Radar,"4,989","1,347","2,385",4,"8,725",0,0,0,0,0,317,"1,454","2,660",55,"4,486",0,6,"5,960",1,"5,967",467,0,467,"13,678","19,645"
01/1999,BVY ,ANE,MA,EN,Federal Contract Tower,0,0,244,0,244,0,0,0,0,0,0,7,"2,091",1,"2,099",0,0,0,0,0,"2,632",0,"2,632","4,975","4,975"
01/1999,BWI ,AEA,MD,EN,Towers with Radar,"14,749","5,288","1,097",151,"21,285",0,0,0,0,0,126,223,575,74,998,0,0,0,0,0,493,0,493,"22,776","22,776"
01/1999,CAE ,ASO,SC,ES,Towers with Radar,"1,492","1,984","1,479",145,"5,100",0,0,0,0,0,81,131,"1,707",84,"2,003",0,0,0,0,0,"2,772",275,"3,047","10,150","10,150"
01/1999,CAK ,AGL,OH,CE,Towers with Radar,481,"1,351","1,607",23,"3,462",0,0,0,0,0,62,265,882,227,"1,436",0,0,0,0,0,"1,084",480,"1,564","6,462","6,462"
01/1999,CCR ,AWP,CA,WE,Towers with Display (VFR),0,38,"1,218",1,"1,257",0,0,0,0,0,0,138,"4,376",1,"4,515",0,0,0,0,0,"6,281",0,"6,281","12,053","12,053"
01/1999,CDW ,AEA,NJ,EN,Towers with Display (VFR),0,0,389,0,389,0,0,0,0,0,0,3,"6,322",0,"6,325",0,0,0,0,0,"6,347",0,"6,347","13,061","13,061"
01/1999,CGF ,AGL,OH,CE,Federal Contract Tower,0,38,"1,142",0,"1,180",0,0,0,0,0,0,100,"1,162",0,"1,262",0,0,0,0,0,592,0,592,"3,034","3,034"
01/1999,CGX ,AGL,IL,CE,Federal Contract Tower,0,56,"1,236",0,"1,292",0,0,0,0,0,0,26,26,0,52,0,0,0,0,0,211,0,211,"1,555","1,555"
01/1999,CHA ,ASO,TN,ES,Towers with Radar,904,873,"2,013",165,"3,955",0,0,0,0,0,99,88,"1,114",124,"1,425",0,0,0,0,0,"1,375",487,"1,862","7,242","7,242"
01/1999,CHD ,AWP,AZ,WE,Federal Contract Tower,0,0,76,0,76,0,0,0,0,0,0,39,"5,916",2,"5,957",0,0,0,0,0,"11,602",12,"11,614","17,647","17,647"
01/1999,CHO ,AEA,VA,EN,Federal Contract Tower,1,"1,554",586,42,"2,183",0,0,0,0,0,2,135,"1,601",39,"1,777",0,0,0,0,0,"2,110",170,"2,280","6,240","6,240"
01/1999,CHS ,ASO,SC,ES,Towers with Radar,"1,185","1,074","1,414","1,565","5,238",0,0,0,0,0,122,75,896,44,"1,137",0,0,0,0,0,658,"3,974","4,632","11,007","11,007"
01/1999,CIC ,AWP,CA,WE,Towers with Display (VFR),0,238,208,1,447,0,0,0,0,0,0,239,"1,154",1,"1,394",0,0,0,0,0,952,54,"1,006","2,847","2,847"
01/1999,CID ,ACE,IA,CE,Towers with Radar,"1,104","1,404","1,235",2,"3,745",0,0,0,0,0,72,93,582,17,764,0,0,0,0,0,575,20,595,"5,104","5,104"
01/1999,CKB ,AEA,WV,CE,Towers with Radar,0,386,244,119,749,0,0,0,0,0,0,27,707,333,"1,067",0,0,0,0,0,856,816,"1,672","3,488","3,488"
01/1999,CLE ,AGL,OH,CE,Towers with Radar,"11,900","8,572","1,621",131,"22,224",0,0,0,0,0,119,42,303,26,490,0,0,0,0,0,0,0,0,"22,714","22,714"
01/1999,CLL ,ASW,TX,CE,Federal Contract Tower,1,751,565,426,"1,743",0,0,0,0,0,5,133,"1,900",418,"2,456",0,0,0,0,0,"1,194",728,"1,922","6,121","6,121"
01/1999,CLT ,ASO,NC,ES,Towers with Radar,"19,748","10,168","3,266",197,"33,379",0,0,0,0,0,908,300,"1,165",59,"2,432",0,0,0,0,0,0,0,0,"35,811","35,811"
01/1999,CMA ,AWP,CA,WE,Towers with Display (VFR),0,29,869,0,898,0,0,0,0,0,2,119,"7,524",0,"7,645",0,0,0,0,0,"7,567",0,"7,567","16,110","16,110"
01/1999,CMH ,AGL,OH,CE,Towers with Radar,"5,342","5,783","1,765",4,"12,894",0,0,0,0,0,672,366,"1,335",10,"2,383",0,0,0,0,0,890,50,940,"16,217","16,217"
01/1999,CMI ,AGL,IL,CE,Towers with Radar,39,792,741,1,"1,573",0,0,0,0,0,15,96,908,11,"1,030",0,0,0,0,0,"3,239",2,"3,241","5,844","5,844"
01/1999,CNO ,AWP,CA,WE,Towers with Display (VFR),0,0,"2,194",2,"2,196",0,0,0,0,0,0,0,"7,646",85,"7,731",0,0,0,0,0,"6,045",28,"6,073","16,000","16,000"
01/1999,COS ,ANM,CO,WE,Towers with Radar,"2,173","1,109",876,546,"4,704",0,0,0,0,0,277,298,"3,029",484,"4,088",0,0,0,0,0,"7,422",860,"8,282","17,074","17,074"
01/1999,COU ,ACE,MO,CE,Federal Contract Tower,26,266,563,1,856,0,0,0,0,0,13,28,598,39,678,0,0,0,0,0,616,140,756,"2,290","2,290"
01/1999,CPR ,ANM,WY,WE,Towers with Radar,45,"1,111",580,0,"1,736",0,0,0,0,0,22,107,712,7,848,0,0,0,0,0,818,0,818,"3,402","3,402"
01/1999,CPS ,AGL,IL,CE,Towers with Display (VFR),0,403,741,0,"1,144",0,0,0,0,0,0,125,"2,282",17,"2,424",0,0,0,0,0,"3,670",6,"3,676","7,244","7,244"
01/1999,CRE ,ASO,SC,ES,Federal Contract Tower,0,69,"1,301",30,"1,400",0,0,0,0,0,0,75,"1,064",58,"1,197",0,0,0,0,0,574,4,578,"3,175","3,175"
01/1999,CRG ,ASO,FL,ES,Federal Contract Tower,0,558,"1,531",14,"2,103",0,0,0,0,0,0,266,"3,952","1,356","5,574",0,0,0,0,0,"3,916",371,"4,287","11,964","11,964"
01/1999,CRP ,ASW,TX,CE,Towers with Radar,897,927,"1,228",572,"3,624",0,0,0,0,0,162,243,"1,117",102,"1,624",0,0,0,0,0,"1,103","5,137","6,240","11,488","11,488"
01/1999,CRQ ,AWP,CA,WE,Towers with Display (VFR),0,778,"3,173",32,"3,983",0,0,0,0,0,12,635,"11,704","1,047","13,398",0,0,0,0,0,"6,263",53,"6,316","23,697","23,697"
01/1999,CRW ,AEA,WV,CE,Towers with Radar,341,"2,150",959,142,"3,592",0,0,0,0,0,55,392,"1,091",127,"1,665",0,0,0,0,0,"1,075",340,"1,415","6,672","6,672"
01/1999,CSG ,ASO,GA,ES,Towers with Radar,241,698,"1,088",1,"2,028",0,0,0,0,0,33,78,"1,118",17,"1,246",0,0,0,0,0,"1,513",80,"1,593","4,867","4,867"
01/1999,CVG ,ASO,KY,CE,Towers with Radar,"14,091","19,124",778,30,"34,023",0,0,0,0,0,685,380,365,65,"1,495",0,0,0,0,0,0,0,0,"35,518","35,518"
01/1999,CWA ,AGL,WI,CE,Federal Contract Tower,869,488,278,12,"1,647",0,0,0,0,0,97,102,198,42,439,0,0,0,0,0,364,110,474,"2,560","2,560"
01/1999,CXY ,AEA,PA,EN,Towers with Display (VFR),0,31,431,7,469,0,0,0,0,0,0,27,"1,175",47,"1,249",0,0,0,0,0,950,73,"1,023","2,741","2,741"
01/1999,CYS ,ANM,WY,WE,Federal Contract Tower,0,32,57,106,195,0,0,0,0,0,4,449,633,133,"1,219",0,0,0,0,0,243,"1,396","1,639","3,053","3,053"
01/1999,DAB ,ASO,FL,ES,Towers with Radar,407,22,"7,101",25,"7,555",0,0,0,0,0,66,28,"17,477",33,"17,604",0,0,0,0,0,"4,351",0,"4,351","29,510","29,510"
01/1999,DAL ,ASW,TX,CE,Combined TRACON & Tower with Radar,"7,890","1,959","5,631",60,"15,540",0,0,0,0,0,449,413,"2,075",35,"2,972",0,91,"7,193",5,"7,289",0,0,0,"18,512","25,801"
01/1999,DAY ,AGL,OH,CE,Towers with Radar,"4,725","2,866","1,701",68,"9,360",0,0,0,0,0,6,20,686,26,738,0,0,0,0,0,174,0,174,"10,272","10,272"
01/1999,DBQ ,ACE,IA,CE,Federal Contract Tower,0,629,336,0,965,0,0,0,0,0,0,45,423,2,470,0,0,0,0,0,528,0,528,"1,963","1,963"
01/1999,DCA ,AEA,DC,EN,Towers with Radar,"13,802","5,796","3,294",416,"23,308",0,0,0,0,0,27,45,701,"1,576","2,349",0,0,0,0,0,0,0,0,"25,657","25,657"
01/1999,DEC ,AGL,IL,CE,Federal Contract Tower,0,405,527,96,"1,028",0,0,0,0,0,0,65,349,157,571,0,0,0,0,0,523,337,860,"2,459","2,459"
01/1999,DEN ,ANM,CO,WE,Combined TRACON & Tower with Radar,"29,596","9,077","1,087",69,"39,829",53,121,402,17,593,314,433,290,30,"1,067",6,33,316,2,357,3,0,3,"40,899","41,849"
01/1999,DET ,AGL,MI,CE,Federal Contract Tower,508,316,"1,459",3,"2,286",0,0,0,0,0,89,94,"3,073",64,"3,320",0,0,0,0,0,"1,097",2,"1,099","6,705","6,705"
01/1999,DFW ,ASW,TX,CE,Combined TRACON & Tower with Radar,"49,199","18,147",775,11,"68,132",0,0,0,0,0,403,348,"7,427",29,"8,207",0,0,0,0,0,0,0,0,"76,339","76,339"
01/1999,DHN ,ASO,AL,ES,Federal Contract Tower,72,554,742,542,"1,910",0,0,0,0,0,32,87,744,579,"1,442",0,0,0,0,0,830,"1,231","2,061","5,413","5,413"
01/1999,DLH ,AGL,MN,CE,Towers with Radar,567,519,635,128,"1,849",0,0,0,0,0,47,68,609,103,827,0,0,0,0,0,818,232,"1,050","3,726","3,726"
01/1999,DPA ,AGL,IL,CE,Towers with Display (VFR),0,22,"1,989",0,"2,011",0,0,0,0,0,0,20,"4,258",1,"4,279",0,0,0,0,0,"3,420",0,"3,420","9,710","9,710"
01/1999,DSM ,ACE,IA,CE,Towers with Radar,"2,432","2,506","2,252",100,"7,290",0,0,0,0,0,280,212,600,67,"1,159",0,0,0,0,0,648,50,698,"9,147","9,147"
01/1999,DTW ,AGL,MI,CE,Combined TRACON & Tower with Radar,"24,305","11,025","1,965",72,"37,367",0,0,0,0,0,326,299,"2,381",37,"3,043",0,0,0,0,0,0,0,0,"40,410","40,410"
01/1999,DVT ,AWP,AZ,WE,Towers with Display (VFR),0,22,239,0,261,0,0,0,0,0,0,443,"11,685",56,"12,184",0,0,0,0,0,"13,678",18,"13,696","26,141","26,141"
01/1999,DWH ,ASW,TX,CE,Towers with Display (VFR),0,3,"1,303",48,"1,354",0,0,0,0,0,0,96,"7,453",87,"7,636",0,0,0,0,0,"15,052",74,"15,126","24,116","24,116"
01/1999,DXR ,ANE,CT,EN,Towers with Display (VFR),0,0,220,0,220,0,0,0,0,0,0,1,"2,459",2,"2,462",0,0,0,0,0,"3,232",2,"3,234","5,916","5,916"
01/1999,EGE ,ANM,CO,WE,Federal Contract Tower,778,347,"1,027",1,"2,153",0,0,0,0,0,156,95,581,315,"1,147",0,0,0,0,0,112,279,391,"3,691","3,691"
01/1999,EKO ,AWP,NV,WE,Federal Contract Tower,107,668,61,0,836,0,0,0,0,0,20,84,478,0,582,0,0,0,0,0,578,0,578,"1,996","1,996"
01/1999,ELM ,AEA,NY,EN,Towers with Radar,176,904,720,0,"1,800",0,0,0,0,0,20,70,450,1,541,0,0,0,0,0,"1,336",0,"1,336","3,677","3,677"
01/1999,ELP ,ASW,TX,WE,Towers with Radar,"3,951","1,487","2,077",424,"7,939",0,0,0,0,0,173,98,"2,455",233,"2,959",0,0,0,0,0,752,168,920,"11,818","11,818"
01/1999,EMT ,AWP,CA,WE,Towers with Display (VFR),0,19,237,0,256,0,0,0,0,0,0,172,"7,405",3,"7,580",0,0,0,0,0,"5,253",2,"5,255","13,091","13,091"
01/1999,ENA ,AAL,AK,WE,Towers with Display (VFR),0,600,37,5,642,0,0,0,0,0,13,"1,076",736,56,"1,881",0,0,0,0,0,"1,124",688,"1,812","4,335","4,335"
01/1999,ENW ,AGL,WI,CE,Federal Contract Tower,0,43,462,0,505,0,0,0,0,0,2,44,"1,379",0,"1,425",0,0,0,0,0,676,0,676,"2,606","2,606"
01/1999,ERI ,AEA,PA,CE,Towers with Radar,176,680,549,5,"1,410",0,0,0,0,0,21,57,373,10,461,0,0,0,0,0,399,0,399,"2,270","2,270"
01/1999,ESF ,ASW,LA,CE,Federal Contract Tower,0,3,36,58,97,0,0,0,0,0,0,19,81,160,260,0,0,0,0,0,36,153,189,546,546
01/1999,EUG ,ANM,OR,WE,Towers with Radar,387,"1,657","1,099",52,"3,195",0,0,0,0,0,51,126,"1,601",94,"1,872",0,0,0,0,0,"2,514",100,"2,614","7,681","7,681"
01/1999,EVV ,AGL,IN,CE,Towers with Radar,8,"2,292","1,342",22,"3,664",0,0,0,0,0,9,192,792,29,"1,022",0,0,0,0,0,"1,642",8,"1,650","6,336","6,336"
01/1999,EWB ,ANE,MA,EN,Federal Contract Tower,0,95,323,2,420,0,0,0,0,0,0,379,943,14,"1,336",0,0,0,0,0,"1,304",106,"1,410","3,166","3,166"
01/1999,EWR ,AEA,NJ,EN,Combined TRACON & Tower with Radar,"27,126","6,061","1,101",0,"34,288",0,0,0,0,0,150,242,239,9,640,0,46,"1,662",8,"1,716",0,0,0,"34,928","36,644"
01/1999,EYW ,ASO,FL,ES,Federal Contract Tower,83,"2,730","1,423",13,"4,249",0,0,0,0,0,37,633,"2,641","1,910","5,221",0,0,0,0,0,"1,579",279,"1,858","11,328","11,328"
01/1999,FAI ,AAL,AK,WE,Towers with Radar,"1,207",797,577,48,"2,629",0,0,0,0,0,55,870,891,12,"1,828",0,0,0,0,0,"1,137",82,"1,219","5,676","5,676"
01/1999,FAR ,AGL,ND,CE,Towers with Radar,675,820,842,117,"2,454",0,0,0,0,0,106,125,"1,074",76,"1,381",0,0,0,0,0,"1,552",104,"1,656","5,491","5,491"
01/1999,FAT ,AWP,CA,WE,Towers with Radar,675,"4,059","2,120",503,"7,357",0,0,0,0,0,56,434,"1,385",177,"2,052",0,0,0,0,0,"1,980",58,"2,038","11,447","11,447"
01/1999,FAY ,ASO,NC,EN,Towers with Radar,331,661,900,237,"2,129",0,0,0,0,0,62,76,"1,049",238,"1,425",0,0,0,0,0,310,250,560,"4,114","4,114"
01/1999,FCM ,AGL,MN,CE,Towers with Display (VFR),0,18,"1,670",0,"1,688",0,0,0,0,0,0,41,"2,659",6,"2,706",0,0,0,0,0,"3,218",0,"3,218","7,612","7,612"
01/1999,FFZ ,AWP,AZ,WE,Towers with Display (VFR),0,10,147,0,157,0,0,0,0,0,1,177,"11,221",864,"12,263",0,0,0,0,0,"9,259",395,"9,654","22,074","22,074"
01/1999,FLG ,AWP,AZ,WE,Federal Contract Tower,0,311,169,0,480,0,0,0,0,0,0,283,"1,534",9,"1,826",0,0,0,0,0,"1,276",2,"1,278","3,584","3,584"
