,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
From 01/1994 To 01/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,IFR Itinerant,,,,,IFR Overflight,,,,,VFR Itinerant,,,,,VFR Overflight,,,,,Local,,, , 
Date,Facility,Region,State,"DDSO
Service
Area",Class,"Air
Carrier","Air
Taxi","General
Aviation",Military,Total,"Air
Carrier","Air
Taxi","General
Aviation",Military,Total,"Air
Carrier","Air
Taxi","General
Aviation",Military,Total,"Air
Carrier","Air
Taxi","General
Aviation",Military,Total,Civil,Military,Total,"Airport
Operations","Tower
Operations"
03/1994,BTL ,AGL,MI,CE,Towers with Display (VFR),0,12,624,189,825,0,0,0,0,0,0,26,"1,567",160,"1,753",0,0,0,0,0,"1,832",254,"2,086","4,664","4,664"
03/1994,BTR ,ASW,LA,CE,Towers with Radar,896,"1,620","4,597",72,"7,185",0,0,0,0,0,92,157,381,43,673,0,0,0,0,0,"4,696",117,"4,813","12,671","12,671"
03/1994,BTV ,ANE,VT,EN,Towers with Radar,566,"3,261","1,580",322,"5,729",0,0,0,0,0,67,220,312,105,704,0,0,0,0,0,"1,796",328,"2,124","8,557","8,557"
03/1994,BUF ,AEA,NY,CE,Towers with Radar,"4,452","2,681","2,177",136,"9,446",0,0,0,0,0,251,288,158,36,733,0,0,0,0,0,792,72,864,"11,043","11,043"
03/1994,BUR ,AWP,CA,WE,Combined TRACON & Tower with Radar,"4,522","3,179","6,901",18,"14,620",0,8,"4,523",9,"4,540",275,406,379,32,"1,092",0,0,0,0,0,243,1,244,"15,956","20,496"
03/1994,BVY ,ANE,MA,EN,Towers with Display (VFR),0,0,339,0,339,0,0,0,0,0,0,0,"2,141",1,"2,142",0,0,0,0,0,"3,682",0,"3,682","6,163","6,163"
03/1994,BWI ,AEA,MD,EN,Combined TRACON & Tower with Radar,"13,527","6,446","2,668",199,"22,840",0,0,0,0,0,341,162,302,66,871,0,0,0,0,0,444,182,626,"24,337","24,337"
03/1994,CAE ,ASO,SC,ES,Towers with Radar,"1,255","1,839","3,464",305,"6,863",0,0,0,0,0,120,290,242,76,728,0,0,0,0,0,"1,742",405,"2,147","9,738","9,738"
03/1994,CAK ,AGL,OH,CE,Towers with Radar,455,"1,293","4,506",434,"6,688",0,0,0,0,0,76,224,298,158,756,0,0,0,0,0,"2,526",984,"3,510","10,954","10,954"
03/1994,CCR ,AWP,CA,WE,Towers with Display (VFR),0,2,"1,386",11,"1,399",0,0,0,0,0,0,56,"7,956",106,"8,118",0,0,0,0,0,"10,478",2,"10,480","19,997","19,997"
03/1994,CDW ,AEA,NJ,EN,Towers with Display (VFR),0,0,314,0,314,0,0,0,0,0,0,19,"7,417",21,"7,457",0,0,0,0,0,"8,672",19,"8,691","16,462","16,462"
03/1994,CGF ,AGL,OH,CE,Federal Contract Tower,0,14,"1,372",0,"1,386",0,0,0,0,0,0,129,"2,493",4,"2,626",0,0,0,0,0,"1,276",0,"1,276","5,288","5,288"
03/1994,CGI ,ACE,MO,CE,Federal Contract Tower,0,81,344,1,426,0,0,0,0,0,0,37,"1,081",12,"1,130",0,0,0,0,0,696,24,720,"2,276","2,276"
03/1994,CGX ,AGL,IL,CE,Towers with Display (VFR),0,522,"1,384",0,"1,906",0,0,0,0,0,0,200,"1,906",26,"2,132",0,0,0,0,0,78,62,140,"4,178","4,178"
03/1994,CHA ,ASO,TN,ES,Towers with Radar,546,"1,441","4,463",252,"6,702",0,0,0,0,0,68,220,247,80,615,0,0,0,0,0,"1,418",306,"1,724","9,041","9,041"
03/1994,CHO ,AEA,VA,EN,Towers with Display (VFR),0,"1,535",527,35,"2,097",0,0,0,0,0,0,101,"1,349",78,"1,528",0,0,0,0,0,733,62,795,"4,420","4,420"
03/1994,CHS ,ASO,SC,ES,Towers with Radar,"2,520",189,"2,907","2,306","7,922",0,0,0,0,0,273,53,222,63,611,0,0,0,0,0,578,"5,856","6,434","14,967","14,967"
03/1994,CIC ,AWP,CA,WE,Towers with Display (VFR),0,211,308,9,528,0,0,0,0,0,0,545,"2,873",35,"3,453",0,0,0,0,0,"2,942",108,"3,050","7,031","7,031"
03/1994,CID ,ACE,IA,CE,Towers with Radar,"1,218","1,575","2,642",5,"5,440",0,0,0,0,0,54,92,83,12,241,0,0,0,0,0,"1,766",10,"1,776","7,457","7,457"
03/1994,CKB ,AEA,WV,CE,Towers with Radar,0,493,482,123,"1,098",0,0,0,0,0,0,80,819,237,"1,136",0,0,0,0,0,968,538,"1,506","3,740","3,740"
03/1994,CLE ,AGL,OH,CE,Towers with Radar,"11,167","8,317","2,421",203,"22,108",0,0,0,0,0,49,53,135,47,284,0,0,0,0,0,0,0,0,"22,392","22,392"
03/1994,CLL ,ASW,TX,CE,Towers with Display (VFR),0,"1,067",696,156,"1,919",0,0,0,0,0,0,75,"1,619",134,"1,828",0,0,0,0,0,"1,287",386,"1,673","5,420","5,420"
03/1994,CLT ,ASO,NC,ES,Towers with Radar,"20,659","11,387","5,639",380,"38,065",0,0,0,0,0,610,363,444,67,"1,484",0,0,0,0,0,0,0,0,"39,549","39,549"
03/1994,CMA ,AWP,CA,WE,Towers with Display (VFR),0,44,951,17,"1,012",0,0,0,0,0,0,148,"5,855",73,"6,076",0,0,0,0,0,"8,500",6,"8,506","15,594","15,594"
03/1994,CMH ,AGL,OH,CE,Towers with Radar,"7,128","6,004","3,866",100,"17,098",0,0,0,0,0,554,484,413,42,"1,493",0,0,0,0,0,"1,928",86,"2,014","20,605","20,605"
03/1994,CMI ,AGL,IL,CE,Towers with Radar,129,"1,491","2,892",15,"4,527",0,0,0,0,0,24,179,448,250,901,0,0,0,0,0,"8,328",28,"8,356","13,784","13,784"
03/1994,CNO ,AWP,CA,WE,Towers with Display (VFR),0,10,"2,299",31,"2,340",0,0,0,0,0,0,"1,000","7,235",388,"8,623",0,0,0,0,0,"7,682",0,"7,682","18,645","18,645"
03/1994,COS ,ANM,CO,WE,Towers with Radar,"1,748",795,"4,837","1,474","8,854",0,0,0,0,0,342,167,377,150,"1,036",0,0,0,0,0,"8,192","1,992","10,184","20,074","20,074"
03/1994,COU ,ACE,MO,CE,Tower without Radar,37,611,607,10,"1,265",0,0,0,0,0,12,35,"1,106",26,"1,179",0,0,0,0,0,964,116,"1,080","3,524","3,524"
03/1994,CPR ,ANM,WY,WE,Towers with Radar,224,993,386,4,"1,607",0,0,0,0,0,25,244,"1,126",6,"1,401",0,0,0,0,0,"1,848",42,"1,890","4,898","4,898"
03/1994,CPS ,AGL,IL,CE,Towers with Display (VFR),0,48,"1,394",5,"1,447",0,0,0,0,0,0,20,"4,940",25,"4,985",0,0,0,0,0,"8,658",22,"8,680","15,112","15,112"
03/1994,CRE ,ASO,SC,ES,Federal Contract Tower,0,89,"1,582",31,"1,702",0,0,0,0,0,0,196,"1,848",89,"2,133",0,0,0,0,0,"1,766",6,"1,772","5,607","5,607"
03/1994,CRG ,ASO,FL,ES,Towers with Display (VFR),0,419,"2,183",74,"2,676",0,0,0,0,0,0,335,"4,691",394,"5,420",0,0,0,0,0,"3,962",393,"4,355","12,451","12,451"
03/1994,CRP ,ASW,TX,CE,Towers with Radar,"1,375","1,272","2,993","1,039","6,679",0,0,0,0,0,195,108,349,275,927,0,0,0,0,0,"1,285","2,373","3,658","11,264","11,264"
03/1994,CRQ ,AWP,CA,WE,Towers with Display (VFR),0,463,"3,686",116,"4,265",0,0,0,0,0,0,397,"6,918",180,"7,495",0,0,0,0,0,"5,935",14,"5,949","17,709","17,709"
03/1994,CRW ,AEA,WV,CE,Towers with Radar,519,"1,881","2,471",178,"5,049",0,0,0,0,0,62,203,232,102,599,0,0,0,0,0,"1,158",286,"1,444","7,092","7,092"
03/1994,CSG ,ASO,GA,ES,Towers with Radar,154,804,"2,694",102,"3,754",0,0,0,0,0,18,89,243,42,392,0,0,0,0,0,"1,808",276,"2,084","6,230","6,230"
03/1994,CSM ,ASW,OK,CE,Federal Contract Tower,0,0,23,283,306,0,0,0,0,0,0,0,253,178,431,0,0,0,0,0,101,"1,615","1,716","2,453","2,453"
03/1994,CVG ,ASO,KY,CE,Towers with Radar,"12,648","13,884","1,123",61,"27,716",0,0,0,0,0,454,273,122,36,885,0,0,0,0,0,0,0,0,"28,601","28,601"
03/1994,CWA ,AGL,WI,CE,Federal Contract Tower,496,748,271,0,"1,515",0,0,0,0,0,60,67,637,8,772,0,0,0,0,0,"1,000",2,"1,002","3,289","3,289"
03/1994,CXY ,AEA,PA,EN,Towers with Display (VFR),0,75,938,14,"1,027",0,0,0,0,0,0,22,"1,346",42,"1,410",0,0,0,0,0,"1,060",22,"1,082","3,519","3,519"
03/1994,CYS ,ANM,WY,WE,Tower without Radar,0,725,461,224,"1,410",0,0,0,0,0,7,418,873,172,"1,470",0,0,0,0,0,636,"1,005","1,641","4,521","4,521"
03/1994,DAB ,ASO,FL,ES,Towers with Radar,895,514,"19,767",40,"21,216",0,0,0,0,0,117,88,922,26,"1,153",0,0,0,0,0,"5,488",20,"5,508","27,877","27,877"
03/1994,DAL ,ASW,TX,CE,Combined TRACON & Tower with Radar,"7,540","2,366","7,910",137,"17,953",1,71,"6,419",56,"6,547",644,376,370,52,"1,442",0,0,0,0,0,0,0,0,"19,395","25,942"
03/1994,DAY ,AGL,OH,CE,Towers with Radar,"6,464","2,768","3,738",115,"13,085",0,0,0,0,0,85,73,286,53,497,0,0,0,0,0,276,2,278,"13,860","13,860"
03/1994,DBQ ,ACE,IA,CE,Towers with Display (VFR),2,527,553,1,"1,083",0,0,0,0,0,14,52,"1,266",32,"1,364",0,0,0,0,0,"2,020",16,"2,036","4,483","4,483"
03/1994,DCA ,AEA,DC,EN,Towers with Radar,"16,070","5,724","4,470",196,"26,460",0,0,0,0,0,94,73,97,67,331,0,0,0,0,0,0,0,0,"26,791","26,791"
03/1994,DEC ,AGL,IL,CE,Towers with Display (VFR),0,638,691,93,"1,422",0,0,0,0,0,6,69,"1,432",164,"1,671",0,0,0,0,0,"2,394",472,"2,866","5,959","5,959"
03/1994,DEN ,ANM,CO,WE,Combined TRACON & Tower with Radar,"28,262","15,829","2,132",97,"46,320",0,149,630,49,828,580,394,270,32,"1,276",0,0,0,0,0,0,0,0,"47,596","48,424"
03/1994,DET ,AGL,MI,CE,Towers with Display (VFR),0,260,"1,992",6,"2,258",0,0,0,0,0,2,76,"3,930",39,"4,047",0,0,0,0,0,"2,533",0,"2,533","8,838","8,838"
03/1994,DFW ,ASW,TX,CE,Combined TRACON & Tower with Radar,"51,272","17,286","1,272",69,"69,899",0,0,0,0,0,457,296,210,33,996,0,0,0,0,0,0,0,0,"70,895","70,895"
03/1994,DHN ,ASO,AL,ES,Towers with Display (VFR),5,601,"1,199",929,"2,734",0,0,0,0,0,14,83,"1,551",725,"2,373",0,0,0,0,0,"2,604",758,"3,362","8,469","8,469"
03/1994,DLH ,AGL,MN,CE,Towers with Radar,287,629,695,405,"2,016",0,0,0,0,0,36,68,828,154,"1,086",0,0,0,0,0,"1,282",806,"2,088","5,190","5,190"
03/1994,DPA ,AGL,IL,CE,Towers with Display (VFR),0,0,"2,020",0,"2,020",0,0,0,0,0,0,18,"6,074",17,"6,109",0,0,0,0,0,"7,470",2,"7,472","15,601","15,601"
03/1994,DSM ,ACE,IA,CE,Towers with Radar,"2,456","1,944","5,266",294,"9,960",0,0,0,0,0,95,178,238,359,870,0,0,0,0,0,"1,726",210,"1,936","12,766","12,766"
03/1994,DTN ,ASW,LA,CE,Towers with Display (VFR),0,25,303,2,330,0,0,0,0,0,0,14,"1,289",15,"1,318",0,0,0,0,0,"2,034",2,"2,036","3,684","3,684"
03/1994,DTW ,AGL,MI,CE,Combined TRACON & Tower with Radar,"26,423","8,099","5,041",167,"39,730",0,0,0,0,0,665,401,544,40,"1,650",0,0,0,0,0,0,0,0,"41,380","41,380"
03/1994,DVT ,AWP,AZ,WE,Towers with Display (VFR),0,45,136,0,181,0,0,0,0,0,0,602,"8,915",64,"9,581",0,0,0,0,0,"9,966",3,"9,969","19,731","19,731"
03/1994,DWH ,ASW,TX,CE,Towers with Display (VFR),0,0,707,0,707,0,0,0,0,0,0,0,"6,037",8,"6,045",0,0,0,0,0,"9,522",2,"9,524","16,276","16,276"
03/1994,DXR ,ANE,CT,EN,Towers with Display (VFR),0,0,268,0,268,0,0,0,0,0,0,6,"3,686",20,"3,712",0,0,0,0,0,"3,644",6,"3,650","7,630","7,630"
03/1994,ELM ,AEA,NY,EN,Towers with Radar,212,904,"1,147",4,"2,267",0,0,0,0,0,26,68,225,30,349,0,0,0,0,0,"2,134",16,"2,150","4,766","4,766"
03/1994,ELP ,ASW,TX,WE,Towers with Radar,"4,938",755,"5,291",342,"11,326",0,0,0,0,0,258,43,364,46,711,0,0,0,0,0,"2,795",148,"2,943","14,980","14,980"
03/1994,EMT ,AWP,CA,WE,Towers with Display (VFR),0,72,816,0,888,0,0,0,0,0,0,343,"7,438",42,"7,823",0,0,0,0,0,"6,602",0,"6,602","15,313","15,313"
03/1994,ENA ,AAL,AK,WE,Towers with Display (VFR),0,"1,007",58,25,"1,090",0,0,0,0,0,18,"2,006","1,280",98,"3,402",0,0,0,0,0,"1,526",425,"1,951","6,443","6,443"
03/1994,ERI ,AEA,PA,CE,Towers with Radar,215,655,"1,643",10,"2,523",0,0,0,0,0,26,85,357,27,495,0,0,0,0,0,860,32,892,"3,910","3,910"
03/1994,ESF ,ASW,LA,CE,Towers with Display (VFR),0,746,252,156,"1,154",0,0,0,0,0,0,58,401,158,617,0,0,0,0,0,156,372,528,"2,299","2,299"
03/1994,EUG ,ANM,OR,WE,Towers with Radar,555,"1,545",985,47,"3,132",0,0,0,0,0,83,342,"3,218",51,"3,694",0,0,0,0,0,"5,047",226,"5,273","12,099","12,099"
03/1994,EVV ,AGL,IN,CE,Towers with Radar,225,"2,072","2,814",26,"5,137",0,0,0,0,0,33,187,205,35,460,0,0,0,0,0,"2,340",42,"2,382","7,979","7,979"
03/1994,EWB ,ANE,MA,EN,Towers with Display (VFR),0,83,770,34,887,0,0,0,0,0,0,225,"1,831",52,"2,108",0,0,0,0,0,"2,240",58,"2,298","5,293","5,293"
03/1994,EWR ,AEA,NJ,EN,Combined TRACON & Tower with Radar,"25,816","9,625","1,683",25,"37,149",0,58,"1,895",50,"2,003",318,236,74,23,651,0,0,0,0,0,0,0,0,"37,800","39,803"
03/1994,EYW ,ASO,FL,ES,Towers with Display (VFR),0,"3,121","1,194",11,"4,326",0,0,0,0,0,0,539,"3,324",41,"3,904",0,0,0,0,0,"2,751",67,"2,818","11,048","11,048"
03/1994,FAI ,AAL,AK,WE,Towers with Radar,"1,274",605,616,42,"2,537",0,0,0,0,0,26,"1,044","2,110",36,"3,216",0,0,0,0,0,"2,397",67,"2,464","8,217","8,217"
03/1994,FAR ,AGL,ND,CE,Towers with Radar,334,"1,413","3,073",340,"5,160",0,0,0,0,0,36,161,197,92,486,0,0,0,0,0,"2,878",420,"3,298","8,944","8,944"
03/1994,FAT ,AWP,CA,WE,Towers with Radar,701,"4,430","6,485",585,"12,201",0,0,0,0,0,48,282,268,194,792,0,0,0,0,0,"1,324",222,"1,546","14,539","14,539"
03/1994,FAY ,ASO,NC,EN,Towers with Radar,433,948,"1,783","1,447","4,611",0,0,0,0,0,48,100,290,374,812,0,0,0,0,0,714,195,909,"6,332","6,332"
03/1994,FCM ,AGL,MN,CE,Towers with Display (VFR),0,7,"1,935",1,"1,943",0,0,0,0,0,0,100,"6,396",19,"6,515",0,0,0,0,0,"12,909",60,"12,969","21,427","21,427"
03/1994,FFZ ,AWP,AZ,WE,Towers with Display (VFR),0,2,281,0,283,0,0,0,0,0,0,46,"8,980",36,"9,062",0,0,0,0,0,"9,624",269,"9,893","19,238","19,238"
03/1994,FLG ,AWP,AZ,WE,Federal Contract Tower,0,342,192,3,537,0,0,0,0,0,0,260,"1,907",46,"2,213",0,0,0,0,0,"1,604",16,"1,620","4,370","4,370"
03/1994,FLL ,ASO,FL,ES,Combined TRACON & Tower with Radar,"10,630","5,123","6,427",37,"22,217",0,85,"6,230",76,"6,391",394,139,253,34,820,0,0,0,0,0,192,6,198,"23,235","29,626"
03/1994,FLO ,ASO,SC,ES,Towers with Radar,0,780,935,57,"1,772",0,0,0,0,0,0,43,"1,072",94,"1,209",0,0,0,0,0,643,20,663,"3,644","3,644"
03/1994,FMN ,ASW,NM,WE,Federal Contract Tower,0,232,409,3,644,0,0,0,0,0,0,"1,461","3,822",33,"5,316",0,0,0,0,0,"3,958",58,"4,016","9,976","9,976"
03/1994,FMY ,ASO,FL,ES,Towers with Display (VFR),0,189,"1,403",4,"1,596",0,0,0,0,0,0,324,"4,471",26,"4,821",0,0,0,0,0,"2,920",14,"2,934","9,351","9,351"
03/1994,FNT ,AGL,MI,CE,Towers with Radar,244,"1,411","2,426",5,"4,086",0,0,0,0,0,51,244,269,27,591,0,0,0,0,0,"7,200",54,"7,254","11,931","11,931"
03/1994,FOE ,ACE,KS,CE,Towers with Display (VFR),13,240,483,318,"1,054",0,0,0,0,0,17,117,"1,131",172,"1,437",0,0,0,0,0,540,672,"1,212","3,703","3,703"
03/1994,FPR ,ASO,FL,ES,Towers with Display (VFR),0,99,965,8,"1,072",0,0,0,0,0,0,112,"6,256",63,"6,431",0,0,0,0,0,"5,810",6,"5,816","13,319","13,319"
03/1994,FRG ,AEA,NY,EN,Towers with Display (VFR),0,50,"1,258",6,"1,314",0,0,0,0,0,0,163,"6,496",21,"6,680",0,0,0,0,0,"9,216",0,"9,216","17,210","17,210"
03/1994,FSD ,AGL,SD,CE,Towers with Radar,826,"1,293","1,564",414,"4,097",0,0,0,0,0,77,151,"2,001",100,"2,329",0,0,0,0,0,"2,233",417,"2,650","9,076","9,076"
03/1994,FSM ,ASW,AR,CE,Towers with Radar,1,938,"2,315","1,265","4,519",0,0,0,0,0,11,145,243,366,765,0,0,0,0,0,711,867,"1,578","6,862","6,862"
03/1994,FTW ,ASW,TX,CE,Towers with Display (VFR),16,46,"2,732",18,"2,812",0,0,0,0,0,17,54,"7,790",38,"7,899",0,0,0,0,0,"7,281",2,"7,283","17,994","17,994"
03/1994,FTY ,ASO,GA,ES,Towers with Display (VFR),0,71,"3,315",231,"3,617",0,0,0,0,0,0,71,"2,326",79,"2,476",0,0,0,0,0,"4,190",74,"4,264","10,357","10,357"
03/1994,FUL ,AWP,CA,WE,Towers with Display (VFR),0,2,"1,308",0,"1,310",0,0,0,0,0,0,18,"7,633",0,"7,651",0,0,0,0,0,"4,141",0,"4,141","13,102","13,102"
03/1994,FWA ,AGL,IN,CE,Towers with Radar,"1,039","1,348","2,293",406,"5,086",0,0,0,0,0,63,100,179,86,428,0,0,0,0,0,"2,058",630,"2,688","8,202","8,202"
03/1994,FXE ,ASO,FL,ES,Towers with Display (VFR),0,281,"5,112",0,"5,393",0,0,0,0,0,0,294,"14,661",9,"14,964",0,0,0,0,0,"3,859",0,"3,859","24,216","24,216"
03/1994,FYV ,ASW,AR,CE,Tower without Radar,2,"1,971",341,0,"2,314",0,0,0,0,0,14,254,712,4,984,0,0,0,0,0,300,4,304,"3,602","3,602"
03/1994,GCN ,AWP,AZ,WE,Towers with Display (VFR),43,309,68,1,421,0,0,0,0,0,57,"11,175",474,17,"11,723",0,0,0,0,0,652,8,660,"12,804","12,804"
03/1994,GEG ,ANM,WA,WE,Towers with Radar,"2,297","4,049","2,145",107,"8,598",0,0,0,0,0,139,206,263,47,655,0,0,0,0,0,"1,194",201,"1,395","10,648","10,648"
03/1994,GFK ,AGL,ND,CE,Towers with Display (VFR),302,681,"1,895",20,"2,898",0,0,0,0,0,33,91,"7,068",71,"7,263",0,0,0,0,0,"12,960",20,"12,980","23,141","23,141"
03/1994,GGG ,ASW,TX,CE,Towers with Radar,0,775,"2,663",104,"3,542",0,0,0,0,0,0,51,175,16,242,0,0,0,0,0,"3,180",442,"3,622","7,406","7,406"
03/1994,GJT ,ANM,CO,WE,Tower without Radar,408,843,431,61,"1,743",0,0,0,0,0,52,372,"2,440",64,"2,928",0,0,0,0,0,"2,227",208,"2,435","7,106","7,106"
03/1994,GLH ,ASO,MS,CE,Towers with Display (VFR),0,203,263,141,607,0,0,0,0,0,0,51,614,118,783,0,0,0,0,0,576,942,"1,518","2,908","2,908"
03/1994,GMU ,ASO,SC,ES,Towers with Display (VFR),0,7,"1,059",1,"1,067",0,0,0,0,0,0,15,"3,049",11,"3,075",0,0,0,0,0,"2,340",0,"2,340","6,482","6,482"
03/1994,GNV ,ASO,FL,ES,Towers with Display (VFR),206,883,"1,085",73,"2,247",0,0,0,0,0,16,126,"2,778",165,"3,085",0,0,0,0,0,"1,302",337,"1,639","6,971","6,971"
03/1994,GON ,ANE,CT,EN,Towers with Display (VFR),0,164,421,94,679,0,0,0,0,0,0,182,"2,063",119,"2,364",0,0,0,0,0,"1,914",148,"2,062","5,105","5,105"
03/1994,GPT ,ASO,MS,CE,Towers with Radar,159,"1,214","2,028","1,212","4,613",0,0,0,0,0,49,130,247,387,813,0,0,0,0,0,"4,574","1,134","5,708","11,134","11,134"
03/1994,GRB ,AGL,WI,CE,Towers with Radar,708,"1,065","2,336",12,"4,121",0,0,0,0,0,70,102,295,28,495,0,0,0,0,0,"1,968",44,"2,012","6,628","6,628"
03/1994,GRI ,ACE,NE,CE,Towers with Display (VFR),0,865,382,9,"1,256",0,0,0,0,0,1,134,658,21,814,0,0,0,0,0,770,96,866,"2,936","2,936"
03/1994,GRR ,AGL,MI,CE,Towers with Radar,"1,920","2,412","4,442",43,"8,817",0,0,0,0,0,150,254,295,36,735,0,0,0,0,0,"3,892",104,"3,996","13,548","13,548"
03/1994,GSO ,ASO,NC,ES,Towers with Radar,"5,657","1,689","4,137",71,"11,554",0,0,0,0,0,299,193,346,48,886,0,0,0,0,0,848,68,916,"13,356","13,356"
03/1994,GSP ,ASO,SC,ES,Towers with Radar,"2,039","1,201","1,801",143,"5,184",0,0,0,0,0,167,103,141,80,491,0,0,0,0,0,170,242,412,"6,087","6,087"
03/1994,GTF ,ANM,MT,WE,Towers with Radar,547,"1,390","1,225",338,"3,500",0,0,0,0,0,50,134,223,102,509,0,0,0,0,0,"1,762",338,"2,100","6,109","6,109"
03/1994,GYR ,AWP,AZ,WE,Towers with Display (VFR),0,0,111,0,111,0,0,0,0,0,0,32,"5,714",20,"5,766",0,0,0,0,0,"5,160",4,"5,164","11,041","11,041"
03/1994,GYY ,AGL,IN,CE,Federal Contract Tower,4,28,435,2,469,0,0,0,0,0,2,35,"1,191",35,"1,263",0,0,0,0,0,"2,083",77,"2,160","3,892","3,892"
03/1994,HEF ,AEA,VA,EN,Towers with Display (VFR),0,28,735,6,769,0,0,0,0,0,0,344,"5,796",40,"6,180",0,0,0,0,0,"3,786",26,"3,812","10,761","10,761"
03/1994,HFD ,ANE,CT,EN,Towers with Display (VFR),0,147,555,1,703,0,0,0,0,0,0,198,"2,175",17,"2,390",0,0,0,0,0,"1,467",4,"1,471","4,564","4,564"
03/1994,HGR ,AEA,MD,EN,Towers with Display (VFR),1,352,386,25,764,0,0,0,0,0,2,71,"1,838",66,"1,977",0,0,0,0,0,"1,610",44,"1,654","4,395","4,395"
03/1994,HHR ,AWP,CA,WE,Towers with Display (VFR),0,5,486,1,492,0,0,0,0,0,0,39,"6,005",86,"6,130",0,0,0,0,0,"6,332",0,"6,332","12,954","12,954"
03/1994,HIO ,ANM,OR,WE,Towers with Display (VFR),0,45,"1,148",8,"1,201",0,0,0,0,0,0,221,"7,299",31,"7,551",0,0,0,0,0,"11,366",42,"11,408","20,160","20,160"
03/1994,HKS ,ASO,MS,CE,Towers with Display (VFR),0,86,798,179,"1,063",0,0,0,0,0,0,32,"1,353",474,"1,859",0,0,0,0,0,"1,454",382,"1,836","4,758","4,758"
03/1994,HLG ,AEA,WV,CE,Towers with Display (VFR),0,1,285,15,301,0,0,0,0,0,0,18,736,107,861,0,0,0,0,0,482,222,704,"1,866","1,866"
03/1994,HLN ,ANM,MT,WE,Combination Non-Radar Approach Control & Tower w/o Radar,151,985,246,81,"1,463",0,0,0,0,0,18,352,"1,244",513,"2,127",0,0,0,0,0,"1,072",449,"1,521","5,111","5,111"
03/1994,HNL ,AWP,HI,WE,Towers with Radar,"16,063","4,476","4,798","1,221","26,558",0,0,0,0,0,657,193,699,180,"1,729",0,0,0,0,0,"1,088",54,"1,142","29,429","29,429"
03/1994,HOB ,ASW,NM,CE,Federal Contract Tower,0,146,61,13,220,0,0,0,0,0,0,239,"1,138",25,"1,402",0,0,0,0,0,"1,344",186,"1,530","3,152","3,152"
03/1994,HOU ,ASW,TX,CE,Combined TRACON & Tower with Radar,"9,443",466,"9,768",4,"19,681",0,0,"2,723",259,"2,982",498,118,422,9,"1,047",0,0,0,0,0,197,0,197,"20,925","23,907"
03/1994,HPN ,AEA,NY,EN,Towers with Display (VFR),895,"2,593","3,637",17,"7,142",0,0,0,0,0,60,369,"4,203",39,"4,671",0,0,0,0,0,"3,156",0,"3,156","14,969","14,969"
03/1994,HRL ,ASW,TX,CE,Towers with Display (VFR),947,479,747,120,"2,293",0,0,0,0,0,115,84,531,44,774,0,0,0,0,0,854,270,"1,124","4,191","4,191"
03/1994,HSV ,ASO,AL,CE,Towers with Radar,"1,268",705,"2,527",148,"4,648",0,0,0,0,0,149,94,202,69,514,0,0,0,0,0,917,212,"1,129","6,291","6,291"
03/1994,HTS ,AEA,WV,CE,Towers with Radar,205,922,"1,116",11,"2,254",0,0,0,0,0,26,105,149,20,300,0,0,0,0,0,488,66,554,"3,108","3,108"
03/1994,HUF ,AGL,IN,CE,Towers with Radar,221,140,"1,209",329,"1,899",0,0,0,0,0,69,57,"1,174",232,"1,532",0,0,0,0,0,"4,396",531,"4,927","8,358","8,358"
03/1994,HUM ,ASW,LA,CE,Towers with Display (VFR),0,400,326,11,737,0,0,0,0,0,0,"3,179","1,615",44,"4,838",0,0,0,0,0,756,54,810,"6,385","6,385"
03/1994,HUT ,ACE,KS,CE,Towers with Display (VFR),0,55,371,33,459,0,0,0,0,0,0,102,"2,049",46,"2,197",0,0,0,0,0,"1,805",138,"1,943","4,599","4,599"
03/1994,HVN ,ANE,CT,EN,Towers with Display (VFR),130,725,377,2,"1,234",0,0,0,0,0,10,101,"1,689",15,"1,815",0,0,0,0,0,"2,054",6,"2,060","5,109","5,109"
03/1994,HWD ,AWP,CA,WE,Towers with Display (VFR),0,11,666,1,678,0,0,0,0,0,0,422,"5,871",382,"6,675",0,0,0,0,0,"7,091",16,"7,107","14,460","14,460"
03/1994,HWO ,ASO,FL,ES,Towers with Display (VFR),0,0,159,0,159,0,0,0,0,0,0,0,"5,768",33,"5,801",0,0,0,0,0,"10,734",28,"10,762","16,722","16,722"
03/1994,HYA ,ANE,MA,EN,Towers with Display (VFR),0,"1,429",290,0,"1,719",0,0,0,0,0,0,"2,196","1,566",2,"3,764",0,0,0,0,0,634,18,652,"6,135","6,135"
03/1994,IAD ,AEA,VA,EN,Towers with Radar,"7,489","12,173","3,880",519,"24,061",0,0,0,0,0,106,72,135,63,376,0,0,0,0,0,36,0,36,"24,473","24,473"
03/1994,IAG ,AEA,NY,CE,Towers with Display (VFR),11,0,454,221,686,0,0,0,0,0,21,2,"1,478",435,"1,936",0,0,0,0,0,"3,744","1,018","4,762","7,384","7,384"
03/1994,IAH ,ASW,TX,CE,Combined TRACON & Tower with Radar,"19,691","5,470","3,600",104,"28,865",6,15,44,1,66,572,151,505,43,"1,271",0,0,0,0,0,0,0,0,"30,136","30,202"
03/1994,ICT ,ACE,KS,CE,Towers with Radar,"2,015","1,371","8,464",42,"11,892",0,0,0,0,0,167,100,333,43,643,0,0,0,0,0,"2,735",23,"2,758","15,293","15,293"
