,,,,,,,,,,,,,,,,,,,,,,,,,,,
From 01/2004 To 12/2008,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,IFR Itinerant,,,,,IFR Overflight,,,,,VFR Itinerant,,,,,VFR Overflight,,,,, 
FWA ,IN,10/2007,CE,Combined TRACON & Tower with Radar,AGL,718,"1,878","2,503",26,"5,125",66,690,"2,468",49,"3,273",16,477,"1,526",6,"2,025",1,16,622,5,644,"11,067"
FWA ,IN,11/2007,CE,Combined TRACON & Tower with Radar,AGL,254,"1,790","2,206",104,"4,354",45,628,"1,906",22,"2,601",1,335,"1,007",4,"1,347",0,14,412,1,427,"8,729"
FWA ,IN,12/2007,CE,Combined TRACON & Tower with Radar,AGL,281,"1,616","1,712",97,"3,706",45,615,"1,186",10,"1,856",0,193,480,5,678,2,19,125,1,147,"6,387"
FWA ,IN,01/2008,CE,Combined TRACON & Tower with Radar,AGL,275,"1,791","1,873",207,"4,146",72,635,"1,200",24,"1,931",0,286,786,9,"1,081",8,20,171,4,203,"7,361"
FWA ,IN,02/2008,CE,Combined TRACON & Tower with Radar,AGL,276,"1,537","1,708",62,"3,583",56,606,"1,143",29,"1,834",0,244,638,3,885,0,11,158,3,172,"6,474"
FWA ,IN,03/2008,CE,Combined TRACON & Tower with Radar,AGL,280,"1,816","1,988",161,"4,245",47,665,"1,453",30,"2,195",0,313,"1,085",11,"1,409",2,16,306,4,328,"8,177"
FWA ,IN,04/2008,CE,Combined TRACON & Tower with Radar,AGL,249,"1,841","2,124",219,"4,433",27,584,"1,829",29,"2,469",1,433,"1,585",6,"2,025",0,16,579,6,601,"9,528"
FWA ,IN,05/2008,CE,Combined TRACON & Tower with Radar,AGL,264,"1,912","2,374",177,"4,727",55,613,"2,196",24,"2,888",0,384,"1,516",9,"1,909",0,16,545,2,563,"10,087"
FWA ,IN,06/2008,CE,Combined TRACON & Tower with Radar,AGL,236,"1,804","2,076",101,"4,217",49,677,"1,944",29,"2,699",0,471,"1,357",2,"1,830",1,20,529,5,555,"9,301"
FWA ,IN,07/2008,CE,Combined TRACON & Tower with Radar,AGL,237,"1,843","2,331",198,"4,609",41,572,"2,540",37,"3,190",9,762,"2,620",105,"3,496",0,27,902,5,934,"12,229"
FWA ,IN,08/2008,CE,Combined TRACON & Tower with Radar,AGL,221,"1,760","2,259",184,"4,424",47,544,"2,321",43,"2,955",1,604,"2,141",5,"2,751",1,8,926,3,938,"11,068"
FWA ,IN,09/2008,CE,Combined TRACON & Tower with Radar,AGL,180,"1,652","2,163",112,"4,107",23,449,"2,146",31,"2,649",0,593,"1,614",4,"2,211",1,17,626,2,646,"9,613"
FWA ,IN,10/2008,CE,Combined TRACON & Tower with Radar,AGL,195,"1,906","2,272",156,"4,529",20,488,"2,033",28,"2,569",0,596,"1,583",8,"2,187",0,43,660,1,704,"9,989"
FWA ,IN,11/2008,CE,Combined TRACON & Tower with Radar,AGL,163,"1,588","1,604",94,"3,449",35,356,"1,321",15,"1,727",21,440,"1,008",12,"1,481",0,39,323,3,365,"7,022"
FWA ,IN,12/2008,CE,Combined TRACON & Tower with Radar,AGL,232,"1,613","1,365",88,"3,298",45,372,910,12,"1,339",0,293,421,35,749,0,11,145,20,176,"5,562"
GEG ,WA,01/2004,WE,Towers with Radar,ANM,"3,736","3,025","1,309","1,832","9,902",9,19,48,58,134,0,207,465,92,764,0,67,175,881,"1,123","11,923"
GEG ,WA,02/2004,WE,Towers with Radar,ANM,"3,616","2,828","1,716","2,095","10,255",2,5,75,30,112,2,309,"1,196",122,"1,629",0,75,167,"1,474","1,716","13,712"
GEG ,WA,03/2004,WE,Towers with Radar,ANM,"4,026","3,013","1,849","2,683","11,571",1,6,76,81,164,0,703,"2,254",215,"3,172",0,167,398,"2,458","3,023","17,930"
GEG ,WA,04/2004,WE,Towers with Radar,ANM,"4,005","2,857","1,850","2,454","11,166",0,11,81,44,136,0,660,"2,877",238,"3,775",0,180,590,"2,000","2,770","17,847"
GEG ,WA,05/2004,WE,Towers with Radar,ANM,"4,186","3,054","2,098","1,951","11,289",0,20,124,45,189,0,588,"2,480",163,"3,231",0,137,543,"1,551","2,231","16,940"
GEG ,WA,06/2004,WE,Towers with Radar,ANM,"4,301","3,209","2,391","2,425","12,326",1,31,161,52,245,0,712,"3,495",204,"4,411",0,185,698,"1,949","2,832","19,814"
GEG ,WA,07/2004,WE,Towers with Radar,ANM,"4,469","3,175","2,271","2,172","12,087",3,39,250,67,359,0,743,"4,069",159,"4,971",0,227,923,"1,899","3,049","20,466"
GEG ,WA,08/2004,WE,Towers with Radar,ANM,"4,666","3,147","2,028","2,237","12,078",8,40,203,20,271,0,661,"3,290",206,"4,157",1,195,778,"1,738","2,712","19,218"
GEG ,WA,09/2004,WE,Towers with Radar,ANM,"4,310","3,043","2,100","2,030","11,483",5,18,164,54,241,0,652,"3,097",179,"3,928",0,233,620,"1,777","2,630","18,282"
GEG ,WA,10/2004,WE,Towers with Radar,ANM,"4,375","3,235","1,879","2,385","11,874",8,15,151,53,227,0,590,"2,397",196,"3,183",2,173,437,"1,598","2,210","17,494"
GEG ,WA,11/2004,WE,Combined TRACON & Tower with Radar,ANM,"4,092","3,185","1,761","1,524","10,562",0,14,104,52,170,0,393,"1,262",84,"1,739",5,173,341,"1,042","1,561","14,032"
GEG ,WA,12/2004,WE,Combined TRACON & Tower with Radar,ANM,"4,212","3,352","1,453","1,544","10,561",3,20,70,55,148,0,325,734,52,"1,111",0,150,148,746,"1,044","12,864"
GEG ,WA,01/2005,WE,Combined TRACON & Tower with Radar,ANM,"3,948","3,078","1,391","1,953","10,370",4,16,48,62,130,0,392,910,135,"1,437",1,141,153,779,"1,074","13,011"
GEG ,WA,02/2005,WE,Combined TRACON & Tower with Radar,ANM,"3,799","2,613","1,577","2,449","10,438",3,4,55,51,113,0,610,"2,877",159,"3,646",1,184,507,"1,483","2,175","16,372"
GEG ,WA,03/2005,WE,Combined TRACON & Tower with Radar,ANM,"3,935","3,092","1,645","2,025","10,697",4,7,69,47,127,0,586,"1,938",98,"2,622",3,360,635,"1,609","2,607","16,053"
GEG ,WA,04/2005,WE,Combined TRACON & Tower with Radar,ANM,"3,697","3,023","2,148","1,988","10,856",0,6,77,65,148,25,587,"2,205",141,"2,958",0,346,567,"1,570","2,483","16,445"
GEG ,WA,05/2005,WE,Combined TRACON & Tower with Radar,ANM,"4,057","3,087","2,172","2,697","12,013",3,14,128,68,213,0,650,"2,404",356,"3,410",28,316,659,"2,179","3,182","18,818"
GEG ,WA,06/2005,WE,Combined TRACON & Tower with Radar,ANM,"4,007","3,404","2,072","2,330","11,813",0,17,136,62,215,1,720,"2,549",188,"3,458",7,272,612,"1,682","2,573","18,059"
GEG ,WA,07/2005,WE,Combined TRACON & Tower with Radar,ANM,"4,126","3,310","2,279","2,515","12,230",4,18,221,66,309,145,894,"3,619",281,"4,939",1,219,895,"1,715","2,830","20,308"
GEG ,WA,08/2005,WE,Combined TRACON & Tower with Radar,ANM,"4,121","3,379","2,419","2,713","12,632",1,17,172,51,241,32,907,"3,288",112,"4,339",0,257,"1,001","2,016","3,274","20,486"
GEG ,WA,09/2005,WE,Combined TRACON & Tower with Radar,ANM,"3,714","3,189","1,999","2,197","11,099",2,19,148,46,215,0,536,"2,932",206,"3,674",1,180,718,"1,395","2,294","17,282"
GEG ,WA,10/2005,WE,Combined TRACON & Tower with Radar,ANM,"3,917","3,075","1,975","3,084","12,051",5,15,114,56,190,0,466,"2,111",192,"2,769",0,193,424,"2,083","2,700","17,710"
GEG ,WA,11/2005,WE,Combined TRACON & Tower with Radar,ANM,"3,732","3,083","1,655","1,501","9,971",0,16,62,44,122,0,216,868,96,"1,180",0,110,200,843,"1,153","12,426"
GEG ,WA,12/2005,WE,Combined TRACON & Tower with Radar,ANM,"3,940","3,046","1,599","1,105","9,690",3,5,73,58,139,0,203,658,54,915,0,136,140,705,981,"11,725"
GEG ,WA,01/2006,WE,Combined TRACON & Tower with Radar,ANM,"3,596","3,005","1,488","2,518","10,607",4,40,97,57,198,1,260,639,130,"1,030",1,170,172,"1,445","1,788","13,623"
GEG ,WA,02/2006,WE,Combined TRACON & Tower with Radar,ANM,"3,271","2,885","1,579","2,103","9,838",4,10,59,45,118,0,465,"1,498",147,"2,110",0,257,243,"1,470","1,970","14,036"
GEG ,WA,03/2006,WE,Combined TRACON & Tower with Radar,ANM,"3,751","3,180","1,962","2,389","11,282",3,11,76,51,141,0,548,"1,635",173,"2,356",4,304,332,"1,809","2,449","16,228"
GEG ,WA,04/2006,WE,Combined TRACON & Tower with Radar,ANM,"3,682","2,821","1,691","1,872","10,066",7,9,102,47,165,2,479,"2,147",283,"2,911",0,234,496,"1,526","2,256","15,398"
GEG ,WA,05/2006,WE,Combined TRACON & Tower with Radar,ANM,"3,849","2,768","2,219","2,394","11,230",3,10,134,58,205,1,723,"2,769",203,"3,696",0,373,769,"1,830","2,972","18,103"
GEG ,WA,06/2006,WE,Combined TRACON & Tower with Radar,ANM,"3,954","2,953","2,937","2,009","11,853",5,23,172,59,259,0,567,"3,090",149,"3,806",0,279,769,"1,784","2,832","18,750"
GEG ,WA,07/2006,WE,Combined TRACON & Tower with Radar,ANM,"3,874","3,327","2,135","1,790","11,126",3,23,183,58,267,33,855,"3,878",187,"4,953",10,366,"1,103","1,861","3,340","19,686"
GEG ,WA,08/2006,WE,Combined TRACON & Tower with Radar,ANM,"3,980","3,457","2,372","2,390","12,199",2,30,200,45,277,32,961,"3,361",254,"4,608",0,354,"1,125","1,894","3,373","20,457"
GEG ,WA,09/2006,WE,Combined TRACON & Tower with Radar,ANM,"3,696","2,944","1,967","1,812","10,419",3,49,155,52,259,0,717,"3,118",236,"4,071",1,327,832,"1,387","2,547","17,296"
GEG ,WA,10/2006,WE,Combined TRACON & Tower with Radar,ANM,"3,741","3,277","2,050","2,040","11,108",3,15,106,83,207,0,635,"2,635",174,"3,444",1,332,680,"1,730","2,743","17,502"
GEG ,WA,11/2006,WE,Combined TRACON & Tower with Radar,ANM,"3,515","3,147","1,554","1,700","9,916",12,12,69,45,138,0,380,"1,057",111,"1,548",10,217,273,"1,168","1,668","13,270"
GEG ,WA,12/2006,WE,Combined TRACON & Tower with Radar,ANM,"3,693","2,949","1,838","1,489","9,969",6,25,108,36,175,0,294,795,96,"1,185",1,209,276,"1,167","1,653","12,982"
GEG ,WA,01/2007,WE,Combined TRACON & Tower with Radar,ANM,"3,631","2,995","1,582","1,886","10,094",5,15,69,80,169,0,380,621,126,"1,127",2,239,269,"1,382","1,892","13,282"
GEG ,WA,02/2007,WE,Combined TRACON & Tower with Radar,ANM,"3,329","2,853","1,664","1,736","9,582",2,27,76,69,174,0,295,550,134,979,0,165,135,"1,087","1,387","12,122"
GEG ,WA,03/2007,WE,Combined TRACON & Tower with Radar,ANM,"3,887","3,199","2,418","2,229","11,733",10,15,114,87,226,1,733,"2,110",214,"3,058",0,375,507,"1,879","2,761","17,778"
GEG ,WA,04/2007,WE,Combined TRACON & Tower with Radar,ANM,"3,847","2,889","1,944","1,982","10,662",3,7,109,52,171,0,819,"2,600",196,"3,615",0,308,614,"1,527","2,449","16,897"
GEG ,WA,05/2007,WE,Combined TRACON & Tower with Radar,ANM,"3,991","2,927","2,799","1,631","11,348",2,15,133,88,238,0,910,"3,042",178,"4,130",0,375,783,"1,555","2,713","18,429"
GEG ,WA,06/2007,WE,Combined TRACON & Tower with Radar,ANM,"4,161","2,937","2,651","1,254","11,003",5,28,165,62,260,13,897,"3,241",194,"4,345",0,395,866,"1,369","2,630","18,238"
GEG ,WA,07/2007,WE,Combined TRACON & Tower with Radar,ANM,"4,426","3,138","2,290","1,788","11,642",4,21,240,79,344,0,"1,067","4,077",107,"5,251",2,510,"1,416","1,751","3,679","20,916"
GEG ,WA,08/2007,WE,Combined TRACON & Tower with Radar,ANM,"4,447","3,262","2,735","1,826","12,270",6,36,259,52,353,0,"1,056","3,813",109,"4,978",3,491,"1,307","1,529","3,330","20,931"
GEG ,WA,09/2007,WE,Combined TRACON & Tower with Radar,ANM,"4,123","2,845","2,082","1,903","10,953",1,27,163,42,233,6,728,"3,116",76,"3,926",2,291,809,"1,476","2,578","17,690"
GEG ,WA,10/2007,WE,Combined TRACON & Tower with Radar,ANM,"4,302","3,000","1,978","1,629","10,909",4,25,99,47,175,0,661,"2,521",86,"3,268",0,319,547,"1,453","2,319","16,671"
GEG ,WA,11/2007,WE,Combined TRACON & Tower with Radar,ANM,"4,040","3,193","1,737","1,627","10,597",2,19,74,51,146,0,364,"1,175",119,"1,658",0,181,308,"1,480","1,969","14,370"
GEG ,WA,12/2007,WE,Combined TRACON & Tower with Radar,ANM,"4,123","3,503","1,392","1,167","10,185",0,17,62,39,118,0,234,585,53,872,1,224,137,859,"1,221","12,396"
GEG ,WA,01/2008,WE,Combined TRACON & Tower with Radar,ANM,"4,148","3,117","1,296","1,548","10,109",3,13,48,43,107,0,381,647,42,"1,070",0,231,212,"1,154","1,597","12,883"
GEG ,WA,02/2008,WE,Combined TRACON & Tower with Radar,ANM,"3,925","2,895","1,575","1,543","9,938",4,22,54,72,152,0,561,"1,058",60,"1,679",0,364,305,"1,225","1,894","13,663"
GEG ,WA,03/2008,WE,Combined TRACON & Tower with Radar,ANM,"4,273","2,973","1,854","1,705","10,805",3,21,81,53,158,0,466,"1,295",76,"1,837",1,346,341,"1,494","2,182","14,982"
GEG ,WA,04/2008,WE,Combined TRACON & Tower with Radar,ANM,"4,352","2,690","1,703","1,980","10,725",1,18,94,44,157,0,776,"2,216",149,"3,141",2,529,821,"1,667","3,019","17,042"
GEG ,WA,05/2008,WE,Combined TRACON & Tower with Radar,ANM,"4,326","2,634","2,349","1,482","10,791",3,22,135,30,190,50,887,"2,478",120,"3,535",1,476,"1,042","1,476","2,995","17,511"
GEG ,WA,06/2008,WE,Combined TRACON & Tower with Radar,ANM,"4,241","2,804","2,638","1,370","11,053",7,54,144,43,248,1,787,"2,602",70,"3,460",0,589,996,"1,025","2,610","17,371"
GEG ,WA,07/2008,WE,Combined TRACON & Tower with Radar,ANM,"4,424","2,794","2,104","1,872","11,194",0,37,192,82,311,4,"1,031","3,389",136,"4,560",0,77,622,50,749,"16,814"
GEG ,WA,08/2008,WE,Combined TRACON & Tower with Radar,ANM,"4,271","2,843","2,037","1,748","10,899",4,44,205,77,330,0,904,"2,960",120,"3,984",0,29,573,34,636,"15,849"
GEG ,WA,09/2008,WE,Combined TRACON & Tower with Radar,ANM,"3,696","2,073","1,893","1,542","9,204",1,20,135,48,204,0,828,"3,273",71,"4,172",2,73,559,78,712,"14,292"
GEG ,WA,10/2008,WE,Combined TRACON & Tower with Radar,ANM,"3,869","2,056","1,875","1,724","9,524",8,42,121,39,210,0,992,"2,754",143,"3,889",1,63,348,16,428,"14,051"
GEG ,WA,11/2008,WE,Combined TRACON & Tower with Radar,ANM,"3,500","2,073","1,779","1,465","8,817",17,51,96,30,194,0,441,"1,188",70,"1,699",0,36,307,21,364,"11,074"
GEG ,WA,12/2008,WE,Combined TRACON & Tower with Radar,ANM,"3,673","2,353","1,082",818,"7,926",7,19,55,27,108,0,318,475,39,832,0,7,54,1,62,"8,928"
GGG ,TX,01/2004,CE,Towers with Radar,ASW,0,947,"1,869",143,"2,959",10,230,871,22,"1,133",0,1,"1,276",10,"1,287",0,6,"1,036",5,"1,047","6,426"
GGG ,TX,02/2004,CE,Towers with Radar,ASW,0,897,"1,728",114,"2,739",5,305,828,22,"1,160",0,0,"1,574",12,"1,586",0,3,972,2,977,"6,462"
GGG ,TX,03/2004,CE,Towers with Radar,ASW,2,"1,134","2,647",200,"3,983",0,260,995,25,"1,280",0,0,"1,902",11,"1,913",0,4,"1,414",8,"1,426","8,602"
GGG ,TX,04/2004,CE,Towers with Radar,ASW,2,956,"2,382",200,"3,540",1,269,"1,003",29,"1,302",0,3,"1,733",15,"1,751",0,6,"1,446",5,"1,457","8,050"
GGG ,TX,05/2004,CE,Towers with Radar,ASW,6,"1,061","2,409",165,"3,641",5,262,"1,087",35,"1,389",0,1,"1,501",14,"1,516",0,6,"1,321",8,"1,335","7,881"
GGG ,TX,06/2004,CE,Towers with Radar,ASW,8,"1,046","2,196",104,"3,354",10,292,881,37,"1,220",0,0,926,5,931,0,7,"1,006",17,"1,030","6,535"
GGG ,TX,07/2004,CE,Towers with Radar,ASW,6,"1,107","2,091",202,"3,406",13,271,950,31,"1,265",0,0,"1,341",27,"1,368",0,1,"1,654",11,"1,666","7,705"
GGG ,TX,08/2004,CE,Towers with Radar,ASW,0,"1,158","1,908",235,"3,301",17,234,819,38,"1,108",0,2,893,5,900,0,17,"1,555",81,"1,653","6,962"
GGG ,TX,09/2004,CE,Towers with Radar,ASW,1,"1,082","1,805",218,"3,106",4,224,872,64,"1,164",0,1,"1,807",17,"1,825",0,5,"1,691",8,"1,704","7,799"
GGG ,TX,10/2004,CE,Combined TRACON & Tower with Radar,ASW,0,"1,179","2,483",289,"3,951",8,214,"1,095",17,"1,334",0,8,"1,431",18,"1,457",0,63,925,6,994,"7,736"
GGG ,TX,11/2004,CE,Combined TRACON & Tower with Radar,ASW,9,"1,044","2,237",172,"3,462",0,201,983,29,"1,213",4,7,"1,041",13,"1,065",0,0,722,5,727,"6,467"
GGG ,TX,12/2004,CE,Combined TRACON & Tower with Radar,ASW,2,"1,086","1,858",226,"3,172",5,187,870,31,"1,093",0,13,"1,625",18,"1,656",0,12,"1,259",9,"1,280","7,201"
GGG ,TX,01/2005,CE,Combined TRACON & Tower with Radar,ASW,8,"1,121","1,715",209,"3,053",4,118,894,33,"1,049",0,2,"1,294",14,"1,310",0,4,712,0,716,"6,128"
GGG ,TX,02/2005,CE,Combined TRACON & Tower with Radar,ASW,0,"1,019","1,926",161,"3,106",1,139,829,35,"1,004",0,1,"1,719",16,"1,736",0,2,774,4,780,"6,626"
GGG ,TX,03/2005,CE,Combined TRACON & Tower with Radar,ASW,1,"1,129","2,289",246,"3,665",2,165,"1,027",41,"1,235",0,3,"2,043",28,"2,074",0,5,"1,324",6,"1,335","8,309"
GGG ,TX,04/2005,CE,Combined TRACON & Tower with Radar,ASW,36,"1,036","1,849",301,"3,222",1,177,"1,006",30,"1,214",0,6,"2,166",27,"2,199",0,3,"1,271",40,"1,314","7,949"
GGG ,TX,05/2005,CE,Combined TRACON & Tower with Radar,ASW,1,"1,025","2,023",237,"3,286",4,255,"1,056",28,"1,343",0,1,"2,136",22,"2,159",0,8,"1,559",7,"1,574","8,362"
GGG ,TX,06/2005,CE,Combined TRACON & Tower with Radar,ASW,1,"1,033","1,881",233,"3,148",1,224,869,30,"1,124",0,2,"2,079",14,"2,095",0,12,"1,519",18,"1,549","7,916"
GGG ,TX,07/2005,CE,Combined TRACON & Tower with Radar,ASW,4,"1,037","1,896",194,"3,131",0,207,892,44,"1,143",0,1,"1,221",16,"1,238",0,9,"1,418",9,"1,436","6,948"
GGG ,TX,08/2005,CE,Combined TRACON & Tower with Radar,ASW,3,"1,078","1,699",236,"3,016",5,231,830,31,"1,097",0,2,969,27,998,0,27,"1,456",11,"1,494","6,605"
GGG ,TX,09/2005,CE,Combined TRACON & Tower with Radar,ASW,0,"1,046","1,694",221,"2,961",2,243,"1,027",38,"1,310",0,0,"1,725",20,"1,745",0,61,"1,838",19,"1,918","7,934"
GGG ,TX,10/2005,CE,Combined TRACON & Tower with Radar,ASW,2,"1,123","2,117",291,"3,533",6,149,957,44,"1,156",0,1,"2,102",29,"2,132",0,17,"1,998",13,"2,028","8,849"
GGG ,TX,11/2005,CE,Combined TRACON & Tower with Radar,ASW,1,"1,071","2,285",176,"3,533",1,139,"1,029",33,"1,202",1,3,"1,661",33,"1,698",0,20,"1,646",7,"1,673","8,106"
GGG ,TX,12/2005,CE,Combined TRACON & Tower with Radar,ASW,3,"1,075","1,829",144,"3,051",2,129,855,18,"1,004",0,9,"1,335",23,"1,367",0,18,"1,445",26,"1,489","6,911"
GGG ,TX,01/2006,CE,Combined TRACON & Tower with Radar,ASW,0,"1,069","1,675",277,"3,021",0,130,772,20,922,0,1,"1,579",17,"1,597",0,14,"1,447",9,"1,470","7,010"
GGG ,TX,02/2006,CE,Combined TRACON & Tower with Radar,ASW,1,951,"1,787",192,"2,931",1,135,743,25,904,0,0,"1,587",17,"1,604",0,20,"1,113",8,"1,141","6,580"
GGG ,TX,03/2006,CE,Combined TRACON & Tower with Radar,ASW,0,"1,010","2,671",219,"3,900",4,182,"1,116",29,"1,331",0,9,"2,336",21,"2,366",0,28,"1,416",34,"1,478","9,075"
GGG ,TX,04/2006,CE,Combined TRACON & Tower with Radar,ASW,4,"1,038","2,519",185,"3,746",3,211,"1,109",26,"1,349",0,3,"2,326",17,"2,346",0,34,"1,648",8,"1,690","9,131"
GGG ,TX,05/2006,CE,Combined TRACON & Tower with Radar,ASW,5,990,"2,198",169,"3,362",2,178,"1,038",33,"1,251",0,1,"2,208",21,"2,230",0,40,"1,487",11,"1,538","8,381"
GGG ,TX,06/2006,CE,Combined TRACON & Tower with Radar,ASW,0,"1,001","1,815",268,"3,084",4,204,933,44,"1,185",0,4,"2,324",27,"2,355",0,42,"1,408",16,"1,466","8,090"
GGG ,TX,07/2006,CE,Combined TRACON & Tower with Radar,ASW,6,980,"1,941",180,"3,107",5,202,928,31,"1,166",0,2,"1,371",20,"1,393",0,34,"1,432",7,"1,473","7,139"
GGG ,TX,08/2006,CE,Combined TRACON & Tower with Radar,ASW,7,"1,086","1,706",374,"3,173",7,219,817,28,"1,071",0,1,"1,089",35,"1,125",0,50,"1,530",22,"1,602","6,971"
GGG ,TX,09/2006,CE,Combined TRACON & Tower with Radar,ASW,4,"1,000","1,655",270,"2,929",2,186,929,30,"1,147",0,3,"1,769",24,"1,796",0,67,"1,560",32,"1,659","7,531"
GGG ,TX,10/2006,CE,Combined TRACON & Tower with Radar,ASW,4,"1,015","2,097",262,"3,378",1,248,973,53,"1,275",0,1,"1,864",25,"1,890",0,58,"1,598",10,"1,666","8,209"
GGG ,TX,11/2006,CE,Combined TRACON & Tower with Radar,ASW,0,993,"2,025",215,"3,233",4,176,"1,045",30,"1,255",0,23,"1,652",27,"1,702",0,38,"1,545",9,"1,592","7,782"
GGG ,TX,12/2006,CE,Combined TRACON & Tower with Radar,ASW,0,950,"1,939",176,"3,065",8,223,987,32,"1,250",0,4,"1,231",9,"1,244",0,42,"1,251",14,"1,307","6,866"
GGG ,TX,01/2007,CE,Combined TRACON & Tower with Radar,ASW,1,958,"1,609",173,"2,741",2,296,850,35,"1,183",0,0,"1,225",12,"1,237",0,51,867,7,925,"6,086"
GGG ,TX,02/2007,CE,Combined TRACON & Tower with Radar,ASW,0,901,"2,148",182,"3,231",0,262,906,36,"1,204",0,0,"1,462",12,"1,474",0,47,920,7,974,"6,883"
GGG ,TX,03/2007,CE,Combined TRACON & Tower with Radar,ASW,22,"1,046","2,398",110,"3,576",5,187,"1,091",39,"1,322",0,2,"1,835",6,"1,843",0,38,"1,265",8,"1,311","8,052"
GGG ,TX,04/2007,CE,Combined TRACON & Tower with Radar,ASW,11,981,"2,134",180,"3,306",3,187,"1,186",44,"1,420",0,1,"1,761",20,"1,782",0,33,"1,475",16,"1,524","8,032"
GGG ,TX,05/2007,CE,Combined TRACON & Tower with Radar,ASW,8,"1,095","2,276",207,"3,586",6,240,"1,125",39,"1,410",0,3,"1,129",30,"1,162",0,42,"1,037",19,"1,098","7,256"
GGG ,TX,06/2007,CE,Combined TRACON & Tower with Radar,ASW,17,"1,112","2,130",165,"3,424",11,185,"1,076",35,"1,307",0,4,"1,297",19,"1,320",0,53,"1,010",22,"1,085","7,136"
GGG ,TX,07/2007,CE,Combined TRACON & Tower with Radar,ASW,9,"1,038","1,711",102,"2,860",7,212,"1,009",41,"1,269",0,1,842,19,862,3,66,"1,100",14,"1,183","6,174"
GGG ,TX,08/2007,CE,Combined TRACON & Tower with Radar,ASW,0,"1,166","1,825",110,"3,101",14,247,"1,015",62,"1,338",0,3,"1,151",8,"1,162",0,67,"1,627",80,"1,774","7,375"
GGG ,TX,09/2007,CE,Combined TRACON & Tower with Radar,ASW,11,"1,091","1,880",142,"3,124",7,255,972,43,"1,277",0,2,"1,572",21,"1,595",0,56,"1,294",17,"1,367","7,363"
GGG ,TX,10/2007,CE,Combined TRACON & Tower with Radar,ASW,6,"1,203","1,855",209,"3,273",8,271,"1,135",48,"1,462",0,10,"1,934",19,"1,963",0,96,"1,716",102,"1,914","8,612"
GGG ,TX,11/2007,CE,Combined TRACON & Tower with Radar,ASW,1,"1,126","2,107",180,"3,414",3,171,"1,129",39,"1,342",0,4,"1,490",23,"1,517",0,102,"1,320",18,"1,440","7,713"
GGG ,TX,12/2007,CE,Combined TRACON & Tower with Radar,ASW,2,"1,047","1,740",135,"2,924",9,209,"1,041",24,"1,283",0,5,"1,133",11,"1,149",0,48,"1,163",11,"1,222","6,578"
GGG ,TX,01/2008,CE,Combined TRACON & Tower with Radar,ASW,5,"1,094","1,651",125,"2,875",3,323,877,51,"1,254",0,5,"1,263",5,"1,273",0,64,"1,077",45,"1,186","6,588"
GGG ,TX,02/2008,CE,Combined TRACON & Tower with Radar,ASW,4,986,"2,235",262,"3,487",7,264,932,35,"1,238",0,11,"1,969",20,"2,000",0,89,"1,405",22,"1,516","8,241"
GGG ,TX,03/2008,CE,Combined TRACON & Tower with Radar,ASW,17,"1,009","2,205",213,"3,444",9,243,"1,054",31,"1,337",0,10,"1,368",23,"1,401",1,123,"1,269",7,"1,400","7,582"
GGG ,TX,04/2008,CE,Combined TRACON & Tower with Radar,ASW,0,"1,016","2,756",153,"3,925",3,231,"1,098",38,"1,370",0,10,"2,195",19,"2,224",0,96,"1,325",28,"1,449","8,968"
GGG ,TX,05/2008,CE,Combined TRACON & Tower with Radar,ASW,0,"1,070","2,384",126,"3,580",3,235,"1,113",41,"1,392",0,5,"1,734",22,"1,761",0,84,"1,442",13,"1,539","8,272"
GGG ,TX,06/2008,CE,Combined TRACON & Tower with Radar,ASW,37,"1,105","2,047",201,"3,390",8,187,908,43,"1,146",0,9,"1,825",19,"1,853",0,90,"1,320",51,"1,461","7,850"
GGG ,TX,07/2008,CE,Combined TRACON & Tower with Radar,ASW,8,"1,153","1,917",235,"3,313",11,228,864,46,"1,149",0,106,"2,179",31,"2,316",0,79,858,30,967,"7,745"
GGG ,TX,08/2008,CE,Combined TRACON & Tower with Radar,ASW,0,"1,100","1,987",76,"3,163",8,138,920,18,"1,084",0,68,"1,289",36,"1,393",0,58,634,13,705,"6,345"
GGG ,TX,09/2008,CE,Combined TRACON & Tower with Radar,ASW,40,806,"1,535",64,"2,445",4,144,855,41,"1,044",2,120,"1,984",12,"2,118",0,93,665,12,770,"6,377"
GGG ,TX,10/2008,CE,Combined TRACON & Tower with Radar,ASW,7,937,"1,902",73,"2,919",15,156,997,32,"1,200",0,87,"2,630",33,"2,750",0,70,921,14,"1,005","7,874"
GGG ,TX,11/2008,CE,Combined TRACON & Tower with Radar,ASW,19,858,"1,983",123,"2,983",19,186,972,36,"1,213",0,43,"1,981",17,"2,041",0,11,722,6,739,"6,976"
GGG ,TX,12/2008,CE,Combined TRACON & Tower with Radar,ASW,13,895,"1,499",120,"2,527",9,217,939,31,"1,196",1,27,"1,241",6,"1,275",0,3,590,9,602,"5,600"
GPT ,MS,01/2004,CE,Towers with Radar,ASO,591,651,"1,180","1,876","4,298",19,292,"1,086",415,"1,812",0,6,"1,029",153,"1,188",1,10,375,98,484,"7,782"
GPT ,MS,02/2004,CE,Towers with Radar,ASO,621,639,"1,193","1,790","4,243",17,273,"1,056",374,"1,720",0,2,893,172,"1,067",0,4,436,82,522,"7,552"
