,d2v_cos_sim_replace,d2v_num_comp_replace,d2v_cos_sim_other_tracon_replace,d2v_num_comp_other_tracon_replace,d2v_cos_sim,d2v_num_comp,d2v_cos_sim_other_tracon,d2v_num_comp_other_tracon
A11 2007/7,,1.0,2.5096368745886153e-06,660.0,,1.0,2.1638456454946975e-06,660.0
A11 2007/9,,0.0,0.0006637668370499806,717.0,,0.0,0.0007378159025981518,717.0
A11 2008/11,0.47878630956013996,3.0,1.1175759708696941e-05,507.0,0.45432138442993164,3.0,1.060470301996736e-05,507.0
A11 2008/12,0.5166014035542806,4.0,1.9981424090493013e-05,557.0,0.49077415466308594,4.0,1.8982462009408672e-05,557.0
A11 2008/6,0.38591952550978886,7.0,3.484795467748629e-05,682.0,0.4130116417294457,7.0,3.729433216225505e-05,682.0
A11 2008/7,0.3760456017085484,8.0,5.206121616945213e-05,636.0,0.34526920318603516,8.0,4.7800411817219374e-05,636.0
A11 2008/8,0.41341800689697267,5.0,2.1234899269445093e-05,624.0,0.4451445579528809,5.0,2.2864509263687586e-05,624.0
A11 2009/1,0.8194520473480225,2.0,4.390066711211116e-06,611.0,0.8131998777389526,2.0,4.356571838921211e-06,611.0
A11 2009/6,,0.0,0.0008885811580247124,596.0,,0.0,0.0009170390642374991,596.0
A11 2010/1,0.12352041403452556,4.0,2.8993984418099794e-06,715.0,0.3051908016204834,4.0,7.163752984392001e-06,715.0
A11 2010/11,0.5159392356872559,3.0,7.237595540320061e-06,654.0,0.6108002662658691,3.0,8.568306066631164e-06,654.0
A11 2010/4,0.2559799353281657,3.0,4.565634993962527e-06,580.0,0.43112977345784503,3.0,7.689591678796285e-06,580.0
A11 2010/7,0.6603152751922607,2.0,3.2546363827313606e-06,637.0,0.8277010917663574,2.0,4.079666469180038e-06,637.0
A11 2010/9,0.3851137161254883,2.0,1.8174271232275916e-06,651.0,0.5685808658599854,2.0,2.6832445693143024e-06,651.0
A11 2011/11,0.1471189260482788,2.0,7.206042601202427e-07,639.0,0.007651686668395996,2.0,3.747878100022284e-08,639.0
A11 2011/3,0.6619718869527181,3.0,9.173583304192286e-06,658.0,0.6519643465677897,3.0,9.034899158837081e-06,658.0
A11 2011/4,0.615201473236084,2.0,2.576862632172103e-06,691.0,0.6193186044692993,2.0,2.594107847094646e-06,691.0
A11 2011/5,0.6261962056159973,2.0,2.2564612607215793e-06,745.0,0.45504236221313477,2.0,1.6397184350727796e-06,745.0
A11 2011/6,,1.0,0.0036188649723422218,755.0,,1.0,0.003709797798753344,755.0
A11 2012/1,0.5298106670379639,3.0,6.814445790206807e-06,683.0,0.4976650873819987,3.0,6.400988071084189e-06,683.0
A11 2012/5,0.8993123769760132,2.0,3.935928263086084e-06,676.0,0.8862433433532715,2.0,3.878730363753332e-06,676.0
A11 2012/6,,0.0,7.71694839384277e-05,599.0,,0.0,9.395803888999077e-05,599.0
A11 2013/6,,0.0,0.0018552480545944493,474.0,,0.0,0.0018932389594140562,474.0
A11 2014/4,0.24638724327087402,4.0,6.870554448734217e-06,656.0,0.5097745259602865,4.0,1.4215158182265572e-05,656.0
A11 2014/6,,1.0,0.0012438540770009652,634.0,,1.0,0.0012346455665778718,634.0
A11 2014/9,,0.0,0.0015729107553996736,672.0,,0.0,0.0015760427699878373,672.0
A11 2015/11,0.3349192142486572,2.0,1.714786376953125e-06,625.0,0.3529397249221802,2.0,1.8070513916015626e-06,625.0
A11 2015/4,0.3170393109321594,2.0,1.3712772964193746e-06,680.0,0.40264689922332764,2.0,1.741552332280829e-06,680.0
A11 2015/6,0.665717601776123,3.0,5.169678557903008e-06,879.0,0.7048481305440267,3.0,5.473549531107151e-06,879.0
A11 2015/7,0.8309590816497803,2.0,2.495912274274859e-06,816.0,0.8541133999824524,2.0,2.5654597990630178e-06,816.0
A11 2016/10,0.3399524688720703,2.0,1.5328502776292973e-06,666.0,0.410619854927063,2.0,1.851490476634576e-06,666.0
A11 2016/3,0.6717898845672607,2.0,3.6828970470991443e-06,604.0,0.6637630462646484,2.0,3.638892188197055e-06,604.0
A11 2016/4,0.5078074137369791,3.0,1.0644927879891257e-05,535.0,0.6093324025472006,3.0,1.27731484506357e-05,535.0
A11 2016/7,0.48987865447998047,4.0,1.4262632965906207e-05,642.0,0.5508994261423746,4.0,1.6039229805874593e-05,642.0
A11 2017/1,0.3244760036468506,3.0,4.210328767043909e-06,680.0,0.4786328872044881,3.0,6.210634349539205e-06,680.0
A11 2017/10,0.5292364358901978,3.0,6.969368703080794e-06,675.0,0.5380411942799886,3.0,7.085316138666516e-06,675.0
A11 2017/12,0.4469335079193115,4.0,1.0639163053028642e-05,710.0,0.4863155682881673,4.0,1.1576645148696703e-05,710.0
A11 2017/5,0.19939212004343668,4.0,6.602315207672211e-06,602.0,0.3089652458826701,4.0,1.023052436118818e-05,602.0
A11 2017/7,0.3594668706258138,4.0,1.4311838539055164e-05,549.0,0.3523956934611003,4.0,1.4030306208450546e-05,549.0
A11 2017/8,0.34562933444976807,3.0,6.7082966936837135e-06,556.0,0.5275214513142904,3.0,1.0238628654979498e-05,556.0
A11 2017/9,0.4247562885284424,2.0,2.542811320077839e-06,578.0,0.6116769313812256,2.0,3.6618151805008657e-06,578.0
A11 2018/4,0.04535222053527832,2.0,2.07599179418148e-07,661.0,0.17458415031433105,2.0,7.991565995423935e-07,661.0
A11 2018/5,,0.0,0.003353423850526422,698.0,,0.0,0.003611936683606867,698.0
A11 2019/3,0.5808993021647135,6.0,9.042594769091798e-05,439.0,0.7083447138468425,6.0,0.00011026479426427464,439.0
A11 2019/5,0.671967887878418,5.0,0.0001857265344255657,269.0,0.7229044914245606,5.0,0.0001998050030885589,269.0
A11 2019/6,0.7066836357116699,2.0,6.540641729942801e-05,147.0,0.8842155933380127,2.0,8.183771514998498e-05,147.0
A11 2019/7,,0.0,0.0009787861990466341,38.0,,0.0,0.0012246753370332587,38.0
A80 2001/10,0.42728570791391224,13.0,3.6956508962980224e-05,1343.0,0.4778756850805038,13.0,4.1332103348577577e-05,1343.0
A80 2001/11,0.48601254549893463,11.0,3.2176168706193185e-05,1289.0,0.5434924038973722,11.0,3.5981588212674376e-05,1289.0
A80 2001/12,0.4546908272637261,9.0,2.676322440067843e-05,1106.0,0.5686990949842665,9.0,3.347378170595632e-05,1106.0
A80 2001/4,0.6242309744201834,27.0,0.00022453787825479834,1397.0,0.5666430003283031,27.0,0.00020382329976469096,1397.0
A80 2001/5,0.5918502807617188,24.0,0.00016836379362738661,1393.0,0.5486706167027571,24.0,0.00015608046406781207,1393.0
A80 2001/6,0.5576220921107701,21.0,0.00010123503417053793,1521.0,0.49876378377278646,21.0,9.054944093433561e-05,1521.0
A80 2001/7,0.48362986246744794,21.0,0.00011587411478327606,1324.0,0.47785444713774183,21.0,0.00011449036826394176,1324.0
A80 2001/8,0.47274396572893823,19.0,9.49360322245985e-05,1305.0,0.4782763029399671,19.0,9.604703137386048e-05,1305.0
A80 2001/9,0.4550128014259089,18.0,7.62841556827594e-05,1351.0,0.4547480165568832,18.0,7.623976376651462e-05,1351.0
A80 2002/1,0.5228117942810059,5.0,1.0865190802225067e-05,981.0,0.612065315246582,5.0,1.2720077294208348e-05,981.0
A80 2002/10,0.5720003255208334,25.0,0.0002460638025529105,1181.0,0.5831055704752605,25.0,0.0002508410704666651,1181.0
A80 2002/12,0.5211602452813391,27.0,0.0001972214633116519,1362.0,0.5498605929208956,27.0,0.0002080824693271258,1362.0
A80 2002/2,0.47606680128309464,9.0,3.904102501612564e-05,937.0,0.4316304524739583,9.0,3.5396913305737446e-05,937.0
A80 2002/3,0.5624205155806108,11.0,8.767893525207935e-05,840.0,0.4949680675159801,11.0,7.716338921025767e-05,840.0
A80 2002/7,0.5602942907763093,23.0,0.0004331812705530222,809.0,0.539116116851686,23.0,0.00041680775320743175,809.0
A80 2002/8,0.5439939292478355,22.0,0.0002715725590230203,962.0,0.5529225667317709,22.0,0.00027602991194505355,962.0
A80 2002/9,0.5609863750751202,26.0,0.00031494964811744943,1076.0,0.5676295823317308,26.0,0.0003186792855575042,1076.0
A80 2003/1,0.5184368010490171,32.0,0.00019168127941272115,1638.0,0.5275739239108178,32.0,0.0001950595415205756,1638.0
A80 2003/10,0.5816453355210679,37.0,0.0006642246115518369,1080.0,0.5673596722943647,37.0,0.0006479107368793671,1080.0
A80 2003/11,0.5680868704397757,37.0,0.0007566917114257812,1000.0,0.5764711855410097,37.0,0.000767859619140625,1000.0
A80 2003/12,0.5397696358816965,35.0,0.0006883370697924235,966.0,0.5792391736968224,35.0,0.0007386702938192743,966.0
A80 2003/2,0.5483713949002896,34.0,0.0002723639901736226,1503.0,0.5544513015611074,34.0,0.0002753837458600486,1503.0
A80 2003/3,0.5182806072813092,33.0,0.0002610307994304692,1448.0,0.5087242126464844,33.0,0.0002562177439231706,1448.0
A80 2003/4,0.5213613882437125,37.0,0.0003284840420963774,1454.0,0.49580864433769706,37.0,0.00031238452112268794,1454.0
A80 2003/5,0.527884557949191,38.0,0.0003338635382500964,1491.0,0.47200335615220484,38.0,0.00029852115993524305,1491.0
A80 2003/6,0.5373947143554687,41.0,0.00042443313063927326,1441.0,0.474710380740282,41.0,0.0003749251856453599,1441.0
A80 2003/7,0.56620082725473,49.0,0.0008428247134760536,1257.0,0.538263852904443,49.0,0.0008012388109680459,1257.0
A80 2003/8,0.5740447417374142,44.0,0.0007479848152526213,1205.0,0.5287352999471459,44.0,0.0006889462560906321,1205.0
A80 2003/9,0.6005638202308362,42.0,0.0007254102017888858,1194.0,0.5756175254972415,42.0,0.0006952780225150389,1194.0
A80 2004/1,0.47770009398931573,23.0,0.00033692948869974275,847.0,0.47537955182343133,23.0,0.0003352927733310514,847.0
A80 2004/10,0.5385134379069011,6.0,6.925059963053136e-05,483.0,0.48355185190836586,6.0,6.218276711397012e-05,483.0
A80 2004/11,0.4123836941189236,10.0,0.0002218693842737856,409.0,0.41351615058051217,10.0,0.00022247866495445445,409.0
A80 2004/12,0.39914665222167967,10.0,0.0002681716287434021,366.0,0.43675337897406685,10.0,0.0002934381745324287,366.0
A80 2004/2,0.47895225095542476,22.0,0.00032908378932392364,820.0,0.4807452577533144,22.0,0.0003303157481886247,820.0
A80 2004/3,0.4784141942074424,20.0,0.00024073991347385275,869.0,0.47193796258223686,20.0,0.00023748104812251956,869.0
A80 2004/4,0.5205876400596217,20.0,0.00026500249595799074,864.0,0.5155648482473273,20.0,0.00026244566927884994,864.0
A80 2004/5,0.5272356669108073,16.0,0.00018636381854232514,824.0,0.546466573079427,16.0,0.00019316143359862867,824.0
A80 2004/6,0.6185865691213897,12.0,0.00013455489514390662,779.0,0.5611621394301906,12.0,0.00012206393833769498,779.0
A80 2004/7,0.6213757651192802,8.0,6.941859548397588e-05,708.0,0.5794018336704799,8.0,6.472936952493471e-05,708.0
A80 2004/8,0.5892875308082217,7.0,5.6475562230048356e-05,662.0,0.5964893159412202,7.0,5.716575987242552e-05,662.0
A80 2004/9,0.5225411097208659,6.0,5.47689170814079e-05,535.0,0.5856154759724935,6.0,6.137990839086315e-05,535.0
A80 2005/10,0.5140308611320726,12.0,0.00022760292526880003,546.0,0.5228546604965673,12.0,0.00023150993299771524,546.0
A80 2005/11,0.5654459866610441,12.0,0.00021809882457230715,585.0,0.5272597110632694,12.0,0.0002033699521085589,585.0
A80 2005/12,0.5354640248057606,14.0,0.0002409280994488164,636.0,0.5028578370482057,14.0,0.0002262571850964495,636.0
A80 2005/2,0.44475257179953837,11.0,0.00034789534505208334,375.0,0.4395317077636719,11.0,0.0003438114691840278,375.0
A80 2005/3,0.43978949652777777,10.0,0.0003123110614781909,356.0,0.4177696228027344,10.0,0.000296673921003078,356.0
A80 2005/4,0.4899431286436139,12.0,0.0003056356000990408,460.0,0.5097648158217921,12.0,0.00031800073576784767,460.0
A80 2005/5,0.5570810106065538,9.0,0.00017193195034344473,483.0,0.661741574605306,9.0,0.0002042333473570637,483.0
A80 2005/6,0.6215062671237521,9.0,0.0001720432573352947,510.0,0.6528591579861112,9.0,0.00018072225826605153,510.0
A80 2005/8,0.5665631380948153,11.0,0.00019181885254056536,570.0,0.5837561173872514,11.0,0.00019763980582516977,570.0
A80 2006/1,0.4389996846516927,16.0,0.00014755775262267602,845.0,0.45235576629638674,16.0,0.0001520470346432307,845.0
A80 2006/10,0.5068198067801339,15.0,0.00018572959628902262,757.0,0.4773649669828869,15.0,0.00017493555187498146,757.0
A80 2006/11,0.5212733586629231,16.0,0.00024471730858056934,715.0,0.4791415532430013,16.0,0.0002249380855363496,715.0
A80 2006/12,0.5115076202193117,18.0,0.00034353104370284636,675.0,0.48497458065257354,18.0,0.0003257113233024691,675.0
A80 2006/2,0.4497560773577009,15.0,0.0001200463874976228,887.0,0.4617610386439732,15.0,0.00012325068490908308,887.0
A80 2006/3,0.4329564412434896,15.0,0.0001107661611590291,906.0,0.4523808797200521,15.0,0.00011573564602577243,906.0
A80 2006/4,0.45093058982090645,19.0,0.00017051978239602787,951.0,0.45274629648665937,19.0,0.0001712063934011987,951.0
A80 2006/5,0.44543910805695974,18.0,0.0001419245804513012,980.0,0.4732763751659518,18.0,0.00015079401374508669,980.0
A80 2006/6,0.4501216509188825,19.0,0.00015611962956633778,993.0,0.4603901020964684,19.0,0.00015968112631014502,993.0
A80 2006/7,0.48898764217601104,17.0,0.00020073263145547966,814.0,0.47636985778808594,17.0,0.00019555294827973513,814.0
A80 2006/8,0.48245827668632557,18.0,0.00023835909234400758,787.0,0.477282555274714,18.0,0.00023580202095045523,787.0
A80 2006/9,0.5001087791041324,20.0,0.00028893913385701585,811.0,0.4920897232858758,20.0,0.0002843061037257938,811.0
A80 2007/1,0.4886903308686756,22.0,0.0004969994735828618,674.0,0.4861106707420184,22.0,0.0004943759518064183,674.0
A80 2007/10,0.3938974031838038,31.0,0.0007308017032161446,708.0,0.44407191122731854,31.0,0.0008238909585396244,708.0
A80 2007/11,0.4137103425354517,35.0,0.0009289248498392168,728.0,0.4445991067325368,35.0,0.0009982809613341512,728.0
A80 2007/12,0.39668390183221724,36.0,0.0008745235931045354,756.0,0.42186085534474205,36.0,0.0009300283407071033,756.0
A80 2007/2,0.5067688913056345,22.0,0.0005507528223286611,652.0,0.4802415195481602,22.0,0.0005219230636061999,652.0
A80 2007/3,0.4799857761548913,24.0,0.000753456282934119,593.0,0.4400444030761719,24.0,0.0006907584281429689,593.0
A80 2007/4,0.4708818076313406,24.0,0.000754353287186311,587.0,0.4302746316661005,24.0,0.0006893005368436728,587.0
A80 2007/5,0.4516591309558733,23.0,0.0006477216618022874,594.0,0.42659207671998517,23.0,0.0006117731490559707,594.0
A80 2007/6,0.45250851500268074,18.0,0.00039244183017271567,594.0,0.4215634414573121,18.0,0.0003656044538707431,594.0
A80 2007/7,0.45022183372860863,15.0,0.00022655873506649112,646.0,0.4061360677083333,15.0,0.00020437408155630265,646.0
A80 2007/8,0.41925979614257813,25.0,0.0005972347589050047,649.0,0.39600316365559896,25.0,0.000564105731452108,649.0
A80 2007/9,0.39222440171515804,30.0,0.0007230034800848943,687.0,0.435980505230783,30.0,0.0008036609174559797,687.0
A80 2008/1,0.4049453863576681,35.0,0.0009042691119640177,730.0,0.426954458541229,35.0,0.0009534167867593592,730.0
A80 2008/10,0.4741566416981456,14.0,0.00029484834611424215,541.0,0.47642735072544645,14.0,0.00029626035797346344,541.0
A80 2008/11,0.507217534383138,10.0,0.0001825983123779297,500.0,0.5335469987657335,10.0,0.00019207691955566407,500.0
A80 2008/12,0.5950128959886956,12.0,0.00026058872488979074,549.0,0.5414286526766691,12.0,0.00023712125093586388,549.0
A80 2008/2,0.40479580121549225,23.0,0.0003864770925443769,728.0,0.4248930135734468,23.0,0.0004056648217081347,728.0
A80 2008/3,0.48945743435031763,14.0,0.00016006952729437756,746.0,0.395230722951365,14.0,0.0001292541302984073,746.0
A80 2008/4,0.5099592497854522,12.0,0.00013241291457913383,713.0,0.36130330056855176,12.0,9.381381570286313e-05,713.0
A80 2008/5,0.4869623357599432,11.0,0.00010963108330436031,699.0,0.34512218128551136,11.0,7.769824446001184e-05,699.0
A80 2008/6,0.49893048604329426,10.0,9.73964218885012e-05,679.0,0.39911215040418835,10.0,7.791084423376003e-05,679.0
A80 2008/7,0.48872582117716473,9.0,8.726705716350886e-05,635.0,0.39910221099853516,9.0,7.126383332356509e-05,635.0
A80 2008/8,0.4557830386691623,10.0,0.00010705806039817364,619.0,0.42563518948025175,10.0,9.997668617949806e-05,619.0
A80 2008/9,0.4584447001362895,14.0,0.0002670144278365875,559.0,0.4489546555739183,14.0,0.0002614870898213111,559.0
A80 2009/10,0.44776616777692524,8.0,5.0593413843596275e-05,704.0,0.4044292994907924,8.0,4.569675065269155e-05,704.0
A80 2009/11,0.49152601332891555,7.0,3.9822709413222325e-05,720.0,0.44117210024879094,7.0,3.5743109973860374e-05,720.0
A80 2009/2,0.5684618268694196,14.0,0.0002902846238176768,597.0,0.48771390810117615,14.0,0.00024905075706397445,597.0
A80 2009/3,0.5072151877663352,11.0,0.00015706970027897638,596.0,0.44813478643243965,11.0,0.00013877422894117484,596.0
A80 2009/4,0.5071618216378349,14.0,0.0002488761935447918,609.0,0.46617549854320484,14.0,0.00022876324409949088,609.0
A80 2009/6,0.4442012982490735,13.0,0.00020387656713472771,583.0,0.42014405666253507,13.0,0.00019283493387357482,583.0
A80 2009/7,0.4443696917909564,12.0,0.00018974431744088767,556.0,0.4233772971413352,12.0,0.0001807806377214438,556.0
A80 2009/8,0.4314645593816584,11.0,0.00014354964546535326,575.0,0.40968086936257103,11.0,0.00013630214179170605,575.0
A80 2009/9,0.488974846733941,10.0,9.981432402665184e-05,664.0,0.5075812021891276,10.0,0.00010361243512533905,664.0
A80 2010/1,0.5279454867045085,6.0,3.115525258451096e-05,713.0,0.42540117899576824,6.0,2.5103881963442003e-05,713.0
A80 2010/11,0.6302173137664795,5.0,2.965002981700852e-05,652.0,0.5264503479003906,5.0,2.4768073125653516e-05,652.0
A80 2010/12,0.5669025421142578,5.0,3.138986559363113e-05,601.0,0.4351965427398682,5.0,2.4097194788489964e-05,601.0
A80 2010/3,0.4785475049700056,7.0,5.601711034456491e-05,599.0,0.3459796905517578,7.0,4.049918200666617e-05,599.0
A80 2010/4,0.5144580841064453,5.0,3.079812766288989e-05,578.0,0.43245682716369627,5.0,2.588910736004695e-05,578.0
A80 2010/5,0.45536702473958335,6.0,3.911180608789914e-05,591.0,0.47647196451822915,6.0,4.0924524768157656e-05,591.0
A80 2010/7,0.5143021901448568,6.0,3.850633709521775e-05,633.0,0.5299202601114908,6.0,3.967567815274371e-05,633.0
A80 2010/9,0.4935246467590332,5.0,2.3506546580124658e-05,648.0,0.4719706535339355,5.0,2.2479931295435886e-05,648.0
A80 2011/10,0.4192999546823938,18.0,0.00029013688989272995,665.0,0.43048634248621326,18.0,0.00029787737192782236,665.0
A80 2011/11,0.38071245135683,12.0,0.00012701930178899952,629.0,0.44986909808534564,12.0,0.00015009243467503525,629.0
A80 2011/12,0.41770039182720764,12.0,0.0001195912114566631,679.0,0.37617848136208276,12.0,0.00010770313169500093,679.0
A80 2011/2,0.5410722096761068,7.0,6.572791662732103e-05,588.0,0.42471422467912945,7.0,5.1593078799699884e-05,588.0
A80 2011/3,0.5959816660199847,8.0,7.826986132356292e-05,653.0,0.46069261005946566,8.0,6.050244287369656e-05,653.0
A80 2011/4,0.6246476173400879,8.0,7.454902567221466e-05,685.0,0.4430912562779018,8.0,5.2881049286722785e-05,685.0
A80 2011/5,0.5395166446001102,13.0,0.0001562202491621758,734.0,0.39290472177358776,13.0,0.00011376789603583011,734.0
A80 2011/6,0.4945511537439683,17.0,0.0002463152191883472,739.0,0.4567524405086742,17.0,0.00022748926303577298,739.0
A80 2011/7,0.4889067150297619,15.0,0.00017775348018741344,760.0,0.4725190662202381,15.0,0.00017179536687370153,760.0
A80 2011/8,0.4950908660888672,16.0,0.0002073501705112968,757.0,0.46216246287027996,16.0,0.00019355934848305675,757.0
A80 2011/9,0.45866163484342803,14.0,0.00016374474798057243,714.0,0.44581151270604397,14.0,0.00015915718309382577,714.0
A80 2012/10,0.4245416005452474,10.0,0.00011164802118218209,585.0,0.464695315890842,10.0,0.00012220784112842656,585.0
A80 2012/11,0.37768415971235797,11.0,0.00010773039580428267,621.0,0.4372528076171875,11.0,0.00012472172003985733,621.0
A80 2012/2,0.3737203646928836,13.0,0.00012035188121798174,696.0,0.418392083583734,13.0,0.00013473783904549498,696.0
A80 2012/4,0.4387343480036809,13.0,0.00013387952132343727,715.0,0.45462251320863384,13.0,0.00013872778534020612,715.0
