,d2v_cos_sim_replace,d2v_num_comp_replace,d2v_cos_sim_other_tracon_replace,d2v_num_comp_other_tracon_replace,d2v_cos_sim,d2v_num_comp,d2v_cos_sim_other_tracon,d2v_num_comp_other_tracon
08A 1996/7,,0.0,3.8380489572008504e-05,1585.0,,0.0,4.2326780587847304e-05,1585.0
13KK 1997/5,,0.0,2.632839254242286e-05,1336.0,,0.0,2.3476142839530724e-05,1336.0
1B9 1993/3,,0.0,1.0656897201616828e-05,1168.0,,0.0,1.0163033740071737e-05,1168.0
2DT 1991/12,,0.0,2.1550017670432972e-06,1369.0,,0.0,2.5059950064587858e-06,1369.0
73J 1989/3,,0.0,5.930649792276512e-07,1332.0,,0.0,7.341080464264875e-07,1332.0
A11 1999/12,0.4017843073064631,11.0,3.926041515056656e-05,1061.0,0.4147742531516335,11.0,4.05297296991703e-05,1061.0
A11 1999/2,0.48678194681803383,10.0,1.5746530550244354e-05,1668.0,0.5503257327609592,10.0,1.780205905365144e-05,1668.0
A11 1999/3,0.5748579237196181,9.0,1.7520451084404047e-05,1537.0,0.5516305499606662,9.0,1.6812529963425684e-05,1537.0
A11 1999/4,0.5820056370326451,8.0,1.3707128072352061e-05,1542.0,0.5385611397879464,8.0,1.2683943330004575e-05,1542.0
A11 1999/5,0.6037227630615234,6.0,8.496754968964957e-06,1460.0,0.5732532501220703,6.0,8.067929022172128e-06,1460.0
A11 1999/7,0.5314136505126953,6.0,1.1201419790479992e-05,1193.0,0.46657466888427734,6.0,9.834709222720915e-06,1193.0
A11 1999/8,0.507798703511556,6.0,1.155923428819298e-05,1148.0,0.44433091481526693,6.0,1.0114490467027954e-05,1148.0
A11 1999/9,0.45511474609375,5.0,7.481692903697901e-06,1103.0,0.4152702331542969,5.0,6.826683563154586e-06,1103.0
A11 2000/1,0.46355887518988714,10.0,3.11121691313785e-05,1158.0,0.5245820787217882,10.0,3.520779609665952e-05,1158.0
A11 2000/11,0.3878338813781738,5.0,5.093841447719448e-06,1234.0,0.3935559272766113,5.0,5.168995259603132e-06,1234.0
A11 2000/12,0.30396711826324463,4.0,2.265085542408774e-06,1269.0,0.3851904074350993,4.0,2.870340805087301e-06,1269.0
A11 2000/2,0.4759894476996528,10.0,3.194645813979253e-05,1158.0,0.5532424079047309,10.0,3.713135976165339e-05,1158.0
A11 2000/4,0.46054989207874647,11.0,3.726252403627516e-05,1166.0,0.5096893310546875,11.0,4.123833546835557e-05,1166.0
A11 2000/5,0.5427974700927735,10.0,3.687480029706319e-05,1151.0,0.5777002122667101,10.0,3.9245908709310986e-05,1151.0
A11 2000/6,0.5890508227878146,9.0,3.263439461428336e-05,1140.0,0.6042219267951118,9.0,3.347489899141894e-05,1140.0
A11 2000/7,0.5323941367013114,8.0,2.783175491168843e-05,1035.0,0.5421605110168457,8.0,2.8342307747619184e-05,1035.0
A11 2000/8,0.5224813733782087,7.0,1.5087785012117938e-05,1206.0,0.4955168678646996,7.0,1.4309126321348882e-05,1206.0
A11 2000/9,0.5886017878850301,4.0,4.954435392077895e-06,1194.0,0.58066459496816,4.0,4.8876256910024155e-06,1194.0
A11 2001/1,0.2690098285675049,3.0,7.088280879797553e-07,1509.0,0.4995129903157552,3.0,1.31619294258506e-06,1509.0
A11 2001/11,0.7107168038686117,4.0,5.0777092183114115e-06,1296.0,0.5524794260660807,4.0,3.9471838282041666e-06,1296.0
A11 2001/12,0.6204538345336914,2.0,1.0017264470352283e-06,1113.0,0.4748791456222534,2.0,7.666952363552097e-07,1113.0
A11 2001/5,0.5384464899698893,6.0,8.113528713141646e-06,1411.0,0.5482824325561524,6.0,8.261740660068666e-06,1411.0
A11 2001/8,0.686245838801066,4.0,4.726211011026626e-06,1320.0,0.6214420000712076,4.0,4.279903581757628e-06,1320.0
A11 2002/1,,1.0,3.741965106756809e-05,985.0,,1.0,3.338763725447665e-05,985.0
A11 2002/12,,1.0,0.000943833703358514,1388.0,,1.0,0.0009359167072212599,1388.0
A11 2002/3,0.724388599395752,2.0,2.0099544795186243e-06,849.0,0.6694467067718506,2.0,1.8575077081520435e-06,849.0
A11 2002/8,0.5772044658660889,2.0,1.1971172881025234e-06,982.0,0.8836016654968262,2.0,1.8325825459012244e-06,982.0
A11 2002/9,,1.0,5.999551521171509e-05,1101.0,,1.0,6.0534487874403535e-05,1101.0
A11 2003/10,0.6251930236816406,5.0,1.0111941405750877e-05,1112.0,0.605755615234375,5.0,9.797558602595216e-06,1112.0
A11 2003/11,0.5871428489685059,5.0,1.1025908316967616e-05,1032.0,0.5438079357147216,5.0,1.0212125467871554e-05,1032.0
A11 2003/12,0.6697768370310465,4.0,8.085763855631648e-06,997.0,0.5349435806274414,4.0,6.4580129229506944e-06,997.0
A11 2003/6,0.46314929780505953,7.0,8.941003393421431e-06,1475.0,0.47829855056036086,7.0,9.233456649714522e-06,1475.0
A11 2003/7,0.44234884352911086,7.0,1.1010217149463973e-05,1299.0,0.5533591679164341,7.0,1.377330287968908e-05,1299.0
A11 2003/8,0.46001866658528645,6.0,8.932118008916607e-06,1243.0,0.547401491800944,6.0,1.062881808539944e-05,1243.0
A11 2004/1,0.36850746472676593,3.0,2.941435604832046e-06,867.0,0.16410462061564127,3.0,1.3098870991777819e-06,867.0
A11 2004/12,,1.0,0.0016476097005208334,375.0,,1.0,0.001644826171875,375.0
A11 2004/3,0.2570340633392334,2.0,6.533914359595597e-07,887.0,-0.01322704553604126,2.0,-3.362370793979239e-08,887.0
A11 2004/5,,1.0,0.00010999812859082375,839.0,,1.0,0.00011434617930120399,839.0
A11 2004/7,,1.0,1.218301800213861e-06,715.0,,1.0,1.2641881367904796e-06,715.0
A11 2005/11,0.4861943456861708,9.0,0.00010124830189216385,588.0,0.5095615386962891,9.0,0.0001061144395452497,588.0
A11 2005/4,,0.0,0.011125134449174985,472.0,,0.0,0.0114892577686655,472.0
A11 2006/1,0.4623532976422991,8.0,3.558475041948182e-05,853.0,0.44811793736049105,8.0,3.4489134263302815e-05,853.0
A11 2006/10,0.4385032653808594,4.0,8.921371772885323e-06,768.0,0.429105281829834,4.0,8.7301693080614e-06,768.0
A11 2006/12,0.44170204798380536,4.0,1.1165346752736163e-05,689.0,0.4378520647684733,4.0,1.1068026856241203e-05,689.0
A11 2006/2,0.5001774430274963,2.0,1.2350060321666576e-06,900.0,0.5381451845169067,2.0,1.3287535420170537e-06,900.0
A11 2006/4,0.4433351159095764,2.0,9.462620293814809e-07,968.0,-0.002705812454223633,2.0,-5.775332231028517e-09,968.0
A11 2006/7,0.643474260965983,3.0,5.631469762707266e-06,828.0,0.5294157663981119,3.0,4.633268276956102e-06,828.0
A11 2007/2,0.313504695892334,4.0,8.380611162192043e-06,670.0,0.3933372497558594,4.0,1.0514695916841863e-05,670.0
A11 2007/3,0.4052589734395345,4.0,1.294174793895828e-05,613.0,0.3425622781117757,4.0,1.0939559509542587e-05,613.0
A11 2007/5,0.598420778910319,3.0,9.524039176707218e-06,614.0,0.46874109903971356,3.0,7.460149694528009e-06,614.0
A11 2007/6,0.5581032037734985,2.0,2.9997484749986486e-06,610.0,0.3091509938240051,2.0,1.661655435764607e-06,610.0
