,d2v_cos_sim,d2v_num_comp
BNA 2006/8,0.45317379633585614,4.0
BNA 2006/9,,1.0
BNA 2007/4,,1.0
BNA 2007/5,,1.0
BNA 2007/7,,1.0
BNA 2007/8,0.23261594772338867,2.0
BNA 2008/2,,1.0
BNA 2010/4,,1.0
BNA 2010/8,,1.0
BNA 2011/10,,1.0
BNA 2011/11,,1.0
BNA 2011/7,,1.0
BNA 2012/11,,1.0
BNA 2012/12,,1.0
BNA 2012/5,,1.0
BNA 2013/2,,1.0
BNA 2014/1,,1.0
BNA 2014/7,,1.0
BNA 2015/6,,1.0
BNA 2015/9,,1.0
BNA 2016/1,,1.0
BNA 2016/10,,1.0
BNA 2016/11,0.3698232173919678,2.0
BNA 2016/5,,1.0
BNA 2016/7,,1.0
BNA 2017/12,,1.0
BNA 2017/3,,1.0
BNA 2017/5,,1.0
BNA 2017/8,,1.0
BNA 2018/1,,1.0
BNA 2018/11,,1.0
BNA 2018/12,0.5740313529968262,2.0
BNA 2018/4,0.9067974090576172,2.0
BNA 2018/5,,1.0
BNA 2018/6,,1.0
BNA 2018/7,,1.0
BOG 1991/2,,1.0
BOG 1992/5,,1.0
BOG 1993/2,,1.0
BOG 1994/4,,1.0
BOG 1995/1,0.9183402061462402,2.0
BOG 1995/12,,1.0
BOG 1995/3,,1.0
BOG 1998/8,,1.0
BOI 1988/5,,1.0
BOI 1990/2,0.4926888942718506,2.0
BOI 1990/9,0.8310022354125977,2.0
BOI 1991/1,,1.0
BOI 1991/11,0.833179235458374,2.0
BOI 1992/8,,1.0
BOI 1992/9,,1.0
BOI 1994/3,,1.0
BOI 1994/7,,1.0
BOI 1995/12,0.8591279983520508,2.0
BOI 1995/3,,1.0
BOI 1995/7,,1.0
BOI 1995/8,,1.0
BOI 1995/9,,1.0
BOI 1996/5,0.7947309613227844,2.0
BOI 1996/9,0.4089992841084798,4.0
BOI 1998/1,0.4947264989217122,3.0
BOI 1998/2,,1.0
BOI 1998/3,,1.0
BOI 1998/7,,1.0
BOI 1999/3,0.7040387392044067,2.0
BOI 2000/11,,1.0
BOI 2000/4,,1.0
BOI 2000/7,0.7305209636688232,2.0
BOI 2001/1,,1.0
BOI 2001/7,0.7462339401245117,2.0
BOI 2002/10,,1.0
BOI 2002/7,,1.0
BOI 2003/1,,1.0
BOI 2003/4,,1.0
BOI 2003/6,,1.0
BOI 2004/12,0.6553566455841064,2.0
BOI 2005/12,,1.0
BOI 2006/7,,1.0
BOI 2007/11,,1.0
BOI 2007/7,,1.0
BOI 2008/11,,1.0
BOI 2008/12,,1.0
BOI 2008/3,,1.0
BOI 2010/1,,1.0
BOI 2010/5,0.09480440616607666,2.0
BOI 2011/10,,1.0
BOI 2011/6,,1.0
BOI 2012/1,0.5896129608154297,2.0
BOI 2012/12,,1.0
BOI 2012/8,,1.0
BOI 2014/9,,1.0
BOI 2015/12,0.7926409244537354,2.0
BOI 2015/3,0.8317229747772217,2.0
BOI 2015/4,,1.0
BOI 2015/9,,1.0
BOI 2016/10,0.5518301328023275,3.0
BOI 2016/11,,1.0
BOI 2016/2,,1.0
BOI 2016/9,0.5072578191757202,2.0
BOI 2017/1,0.11993980407714844,2.0
BOI 2017/12,,1.0
BOI 2017/2,0.5200283527374268,2.0
BOI 2017/3,,1.0
BOI 2017/5,,1.0
BOI 2017/8,0.5274321238199869,3.0
BOI 2017/9,0.38784754276275635,2.0
BOI 2018/1,,1.0
BOI 2018/11,0.28322505950927734,2.0
BOI 2018/12,,1.0
BOI 2018/2,0.8565880060195923,2.0
BOI 2018/4,0.8820376396179199,2.0
BOI 2018/7,,1.0
BOI 2018/8,,1.0
BOI 2018/9,,1.0
BOI 2019/7,,1.0
BOM 1995/8,,1.0
BOS 1988/1,,1.0
BOS 1988/11,0.5175751050313314,3.0
BOS 1988/2,0.6283439795176188,3.0
BOS 1988/5,0.5247795581817627,2.0
BOS 1988/6,,1.0
BOS 1988/7,0.6288323402404785,2.0
BOS 1988/8,0.6361858367919921,5.0
BOS 1988/9,0.6867121458053589,2.0
BOS 1989/1,0.8608438968658447,2.0
BOS 1989/10,0.561769676208496,5.0
BOS 1989/11,0.6341496706008911,2.0
BOS 1989/12,0.41329511006673175,4.0
BOS 1989/2,,1.0
BOS 1989/3,,1.0
BOS 1989/4,0.5846880594889323,6.0
BOS 1989/5,0.5298199653625488,2.0
BOS 1989/6,0.561352014541626,2.0
BOS 1989/7,0.3068509101867676,2.0
BOS 1989/8,0.7469263076782227,2.0
BOS 1989/9,0.501610279083252,4.0
BOS 1990/1,0.4425191879272461,3.0
BOS 1990/10,,1.0
BOS 1990/11,0.3395883560180664,5.0
BOS 1990/12,0.8203928470611572,2.0
BOS 1990/2,0.5375684499740601,3.0
BOS 1990/3,,1.0
BOS 1990/4,0.008047938346862793,2.0
BOS 1990/5,,1.0
BOS 1990/6,0.6740942001342773,2.0
BOS 1990/7,0.6797794342041016,6.0
BOS 1990/8,0.5466076532999674,4.0
BOS 1990/9,0.5649538040161133,3.0
BOS 1991/1,0.6768576304117838,4.0
BOS 1991/10,0.13522613048553467,2.0
BOS 1991/11,,1.0
BOS 1991/12,0.6056850751241049,4.0
BOS 1991/2,0.6160680452982584,3.0
BOS 1991/3,,1.0
BOS 1991/4,0.6286067962646484,5.0
BOS 1991/5,0.3975803256034851,2.0
BOS 1991/6,-0.09276819229125977,2.0
BOS 1991/7,0.5918322205543518,2.0
BOS 1991/8,0.4465155601501465,4.0
BOS 1991/9,0.4091736475626628,6.0
BOS 1992/1,0.5517172813415527,2.0
BOS 1992/10,0.5422065258026123,2.0
BOS 1992/11,0.6285436153411865,4.0
BOS 1992/2,0.7110905647277832,2.0
BOS 1992/3,0.43320465087890625,3.0
BOS 1992/4,0.6199881633122762,3.0
BOS 1992/5,0.5438397725423177,4.0
BOS 1992/7,,1.0
BOS 1992/8,0.6611028909683228,2.0
BOS 1992/9,,1.0
BOS 1993/1,,1.0
BOS 1993/10,0.5428706082430753,12.0
BOS 1993/11,0.5148218870162964,3.0
BOS 1993/2,0.601716136932373,5.0
BOS 1993/3,0.5643402735392252,3.0
BOS 1993/4,0.5471253395080566,2.0
BOS 1993/5,0.44397544860839844,4.0
BOS 1993/6,0.6289957364400228,3.0
BOS 1993/7,0.7005586624145508,3.0
BOS 1993/8,,1.0
BOS 1993/9,,1.0
BOS 1994/10,0.5089955727259318,3.0
BOS 1994/12,0.30762044588724774,4.0
BOS 1994/2,0.7092621326446533,2.0
BOS 1994/3,0.5268145004908243,3.0
BOS 1994/4,,1.0
BOS 1994/5,0.5717474619547526,3.0
BOS 1994/6,0.5375494956970215,4.0
BOS 1994/8,0.2409232258796692,2.0
BOS 1994/9,-0.03311431407928467,2.0
BOS 1995/1,0.7238523165384928,3.0
BOS 1995/10,0.7246935367584229,2.0
BOS 1995/11,0.5918280283610026,4.0
BOS 1995/12,0.5807408094406128,3.0
BOS 1995/2,0.5136549472808838,2.0
BOS 1995/3,,1.0
BOS 1995/4,0.4218451976776123,4.0
BOS 1995/5,,1.0
BOS 1995/6,0.5747673034667968,5.0
BOS 1995/7,0.4776963710784912,5.0
BOS 1995/8,0.6057496070861816,3.0
BOS 1995/9,0.30896135171254474,3.0
BOS 1996/1,,1.0
BOS 1996/11,0.6408866246541342,6.0
BOS 1996/2,0.29626941680908203,2.0
BOS 1996/3,0.7056411504745483,2.0
BOS 1996/4,0.4168798128763835,3.0
BOS 1996/5,0.7798128922780355,3.0
BOS 1996/6,,1.0
BOS 1996/7,0.4510119120279948,6.0
BOS 1996/8,0.2754746079444885,2.0
BOS 1996/9,,1.0
BOS 1997/1,0.6831592559814453,5.0
BOS 1997/10,0.4577065706253052,2.0
BOS 1997/11,0.7577584130423409,8.0
BOS 1997/12,0.5599280198415121,3.0
BOS 1997/2,,1.0
BOS 1997/3,0.8437685966491699,2.0
BOS 1997/4,0.6087495485941569,3.0
BOS 1997/5,0.690402603149414,5.0
BOS 1997/6,0.5584975242614746,5.0
BOS 1997/7,0.6870272954305013,3.0
BOS 1997/8,0.6515568494796753,4.0
BOS 1997/9,0.1983269453048706,3.0
BOS 1998/1,0.727509339650472,3.0
BOS 1998/10,0.6372489134470621,3.0
BOS 1998/11,0.7128799075172061,7.0
BOS 1998/2,0.5760943094889323,3.0
BOS 1998/3,0.4873024940490723,5.0
BOS 1998/4,0.6199602286020914,4.0
BOS 1998/5,0.43702220916748047,5.0
BOS 1998/6,0.6094945907592774,5.0
BOS 1998/7,,1.0
BOS 1998/8,0.856436014175415,2.0
BOS 1998/9,0.7910580635070801,2.0
BOX 1997/10,,1.0
BOX 1997/9,,1.0
BPT 1990/3,0.879414439201355,2.0
BPT 1991/12,,1.0
BPT 1995/3,,1.0
BPT 1995/4,,1.0
BPT 1996/7,,1.0
BPT 1998/6,0.06481719017028809,2.0
BPT 1999/5,,1.0
BPT 2002/1,,1.0
BPT 2003/2,0.8407173156738281,2.0
BPT 2006/7,0.8556084632873535,2.0
BQN 1995/7,,1.0
BRH 1992/3,,1.0
BRO 1988/9,,1.0
BRO 1989/2,,1.0
BRO 1989/4,,1.0
BRO 1996/8,,1.0
BRO 1997/4,,1.0
BRO 1998/2,,1.0
BRO 1998/7,,1.0
BRU 1988/7,,1.0
BRU 1994/9,,1.0
BRU 1995/1,0.8772048950195312,2.0
BRU 1995/3,,1.0
BRU 1995/8,,1.0
BTL 1991/2,,1.0
BTL 1995/12,,1.0
BTR 1989/3,,1.0
BTR 1989/4,,1.0
BTR 1990/11,,1.0
BTR 1990/4,,1.0
BTR 1990/6,,1.0
BTR 1990/8,0.5801156759262085,2.0
BTR 1991/1,,1.0
BTR 1991/2,,1.0
BTR 1991/5,,1.0
BTR 1992/5,,1.0
BTR 1992/8,,1.0
BTR 1993/3,,1.0
BTR 1993/4,,1.0
BTR 1993/7,0.7744324207305908,2.0
BTR 1993/9,,1.0
BTR 1994/1,,1.0
BTR 1994/2,0.5002346038818359,2.0
BTR 1994/8,,1.0
BTR 1995/12,0.5941627025604248,2.0
BTR 1995/3,,1.0
BTR 1996/8,,1.0
BTR 1997/1,,1.0
BTR 1999/3,0.9039959907531738,2.0
BTR 1999/7,0.7747622728347778,2.0
BTR 2000/3,,1.0
BTR 2002/1,,1.0
BTR 2002/12,,1.0
BTR 2002/3,,1.0
BTR 2003/2,0.7644124031066895,2.0
BTR 2003/7,0.8975144624710083,2.0
BTR 2003/9,,1.0
BTR 2004/7,,1.0
BTR 2006/3,,1.0
BTR 2008/7,,1.0
BTR 2009/1,,1.0
BTR 2017/6,0.872177004814148,2.0
BTV 1990/1,,1.0
BTV 1990/2,,1.0
BTV 1990/6,,1.0
BTV 1990/7,0.5873194932937622,2.0
BTV 1991/11,,1.0
BTV 1991/9,,1.0
BTV 1992/12,,1.0
BTV 1993/11,,1.0
BTV 1994/5,,1.0
BTV 1994/6,,1.0
BTV 1994/8,,1.0
BTV 1995/12,0.45749624570210773,3.0
BTV 1995/4,,1.0
BTV 1997/1,,1.0
BTV 1997/10,,1.0
BTV 1997/11,0.9069373607635498,2.0
BTV 1997/12,,1.0
BTV 1997/2,,1.0
BTV 1998/2,,1.0
BTV 1998/3,,1.0
BTV 1998/4,0.49495911598205566,2.0
BTV 2000/7,0.7878110408782959,2.0
BTV 2000/8,,1.0
BTV 2000/9,,1.0
BTV 2001/10,,1.0
BTV 2002/6,,1.0
BTV 2003/1,,1.0
BTV 2003/12,,1.0
BTV 2003/5,,1.0
BTV 2003/9,,1.0
BTV 2006/12,,1.0
BTV 2006/2,,1.0
BTV 2006/5,,1.0
BTV 2006/7,0.8649156093597412,2.0
BTV 2006/9,,1.0
BTV 2007/6,,1.0
BTV 2007/8,,1.0
BTV 2008/5,,1.0
BTV 2010/11,,1.0
BTV 2010/3,0.8100476264953613,2.0
BTV 2011/12,0.3048124313354492,2.0
BTV 2013/11,,1.0
BTV 2013/2,,1.0
BTV 2013/4,,1.0
BTV 2016/11,,1.0
BTV 2017/1,,1.0
BTV 2017/2,0.8691211342811584,2.0
BTV 2017/5,,1.0
BTV 2017/9,,1.0
BTV 2018/2,,1.0
BTV 2018/3,,1.0
BTV 2018/4,0.8536392450332642,2.0
BUF 1988/10,,1.0
BUF 1988/5,0.7687802314758301,2.0
BUF 1988/8,,1.0
BUF 1989/11,,1.0
BUF 1989/12,,1.0
BUF 1989/5,,1.0
BUF 1989/7,,1.0
BUF 1989/8,,1.0
BUF 1989/9,0.766000509262085,2.0
BUF 1990/11,0.7998003959655762,2.0
BUF 1990/12,,1.0
BUF 1990/2,0.14371263980865479,3.0
BUF 1990/3,0.8302572965621948,2.0
BUF 1990/5,,1.0
BUF 1990/6,,1.0
BUF 1990/7,,1.0
BUF 1991/12,,1.0
BUF 1991/2,,1.0
BUF 1991/4,0.6200471878051758,5.0
BUF 1991/6,,1.0
BUF 1991/7,0.5893306732177734,2.0
BUF 1992/1,,1.0
BUF 1992/10,,1.0
BUF 1992/3,0.7551760673522949,2.0
BUF 1992/7,,1.0
BUF 1992/8,,1.0
BUF 1992/9,,1.0
BUF 1993/11,,1.0
BUF 1993/2,,1.0
BUF 1993/3,0.5292894840240479,2.0
BUF 1993/4,,1.0
BUF 1993/5,,1.0
BUF 1993/6,,1.0
BUF 1993/7,,1.0
BUF 1994/1,,1.0
BUF 1994/6,0.8918722867965698,2.0
BUF 1994/7,,1.0
BUF 1995/3,,1.0
BUF 1995/4,,1.0
BUF 1995/8,,1.0
BUF 1996/10,,1.0
BUF 1996/7,0.6670047640800476,2.0
BUF 1996/8,,1.0
BUF 1996/9,,1.0
BUF 1997/10,,1.0
BUF 1997/11,0.8668479919433594,2.0
BUF 1997/3,,1.0
BUF 1997/7,,1.0
BUF 1997/8,,1.0
BUF 1998/1,,1.0
BUF 1998/4,,1.0
BUF 1998/8,,1.0
BUF 1998/9,,1.0
BUF 1999/7,0.7831013798713684,2.0
BUF 2000/1,,1.0
BUF 2000/4,,1.0
BUF 2000/6,,1.0
BUF 2000/7,0.7869300842285156,2.0
BUF 2001/1,,1.0
BUF 2001/6,0.703749418258667,2.0
BUF 2001/7,0.9028702974319458,2.0
BUF 2001/9,0.7337638139724731,2.0
BUF 2002/11,,1.0
BUF 2002/2,0.7366186380386353,2.0
BUF 2003/12,,1.0
BUF 2003/2,,1.0
BUF 2003/4,,1.0
BUF 2004/12,,1.0
BUF 2004/5,,1.0
BUF 2005/1,,1.0
BUF 2005/11,,1.0
BUF 2005/12,,1.0
BUF 2005/2,,1.0
BUF 2006/3,0.7644975185394287,2.0
BUF 2006/7,0.9218488931655884,2.0
BUF 2008/6,,1.0
BUF 2009/12,,1.0
BUF 2009/4,,1.0
BUF 2009/8,,1.0
BUF 2010/10,,1.0
BUF 2011/1,0.7765145301818848,2.0
BUF 2011/9,0.8851605653762817,2.0
BUF 2012/10,,1.0
BUF 2014/2,,1.0
BUF 2015/11,0.9053940773010254,2.0
BUF 2015/7,,1.0
BUF 2018/10,,1.0
BUF 2018/12,,1.0
BUF 2019/3,,1.0
BUF 2019/7,0.541405200958252,2.0
BUR 1988/1,0.4946941137313843,2.0
BUR 1988/11,0.5762724876403809,3.0
BUR 1988/12,,1.0
BUR 1988/2,0.7824891408284506,4.0
BUR 1988/4,0.02865147590637207,2.0
BUR 1988/5,0.7243234316507975,4.0
BUR 1988/6,,1.0
BUR 1988/7,,1.0
BUR 1988/8,0.7889736890792847,2.0
BUR 1988/9,0.47639159361521405,3.0
BUR 1989/1,0.6910146077473959,3.0
BUR 1989/10,0.345048983891805,3.0
BUR 1989/11,,1.0
BUR 1989/2,0.7110591530799866,2.0
BUR 1989/3,0.6458759307861328,4.0
BUR 1989/4,,1.0
BUR 1989/5,,1.0
BUR 1989/6,0.5545884768168131,4.0
BUR 1989/7,0.6137745976448059,2.0
BUR 1989/8,0.43275245030721027,3.0
BUR 1989/9,0.41640325387318927,4.0
BUR 1990/1,0.5381978034973145,5.0
BUR 1990/10,0.38055968284606934,2.0
BUR 1990/11,0.5293346246083578,3.0
BUR 1990/12,,1.0
BUR 1990/2,0.5499101281166077,2.0
BUR 1990/3,0.9145829677581787,2.0
BUR 1990/4,0.531407356262207,2.0
BUR 1990/5,0.4510308220272973,7.0
BUR 1990/6,0.6164693832397461,6.0
BUR 1990/7,0.5920244852701823,3.0
BUR 1990/8,0.5162578582763672,5.0
BUR 1990/9,0.6452139536539714,6.0
BUR 1991/10,0.6306521892547607,3.0
BUR 1991/11,,1.0
BUR 1991/12,0.5788825154304504,2.0
BUR 1991/2,0.44137316942214966,2.0
BUR 1991/3,,1.0
BUR 1991/4,0.659526507059733,9.0
BUR 1991/5,0.4342489242553711,4.0
BUR 1991/6,0.5963819026947021,4.0
BUR 1991/7,0.2859909137090047,3.0
BUR 1991/8,0.6341341336568197,4.0
BUR 1991/9,0.6867830753326416,2.0
BUR 1992/1,0.6228815317153931,2.0
BUR 1992/10,0.40802597999572754,2.0
BUR 1992/11,,1.0
BUR 1992/12,,1.0
BUR 1992/2,0.6233039697011312,4.0
BUR 1992/3,0.5123629570007324,3.0
BUR 1992/4,0.5225569407145182,4.0
BUR 1992/5,0.41881761096772696,7.0
BUR 1992/6,0.6787693500518799,2.0
BUR 1992/7,,1.0
BUR 1992/8,0.7474558353424072,2.0
BUR 1993/1,0.6397719383239746,2.0
BUR 1993/10,0.9344491958618164,2.0
BUR 1993/11,,1.0
BUR 1993/12,,1.0
BUR 1993/2,0.6014238198598226,3.0
BUR 1993/3,0.4518621762593587,4.0
BUR 1993/4,0.7560135126113892,2.0
BUR 1993/5,0.4237624804178874,3.0
BUR 1993/6,0.5429035822550455,3.0
BUR 1993/7,0.5090559959411621,5.0
BUR 1993/8,,1.0
BUR 1993/9,,1.0
BUR 1994/1,,1.0
BUR 1994/2,0.7213194370269775,2.0
BUR 1994/3,0.20880913734436035,2.0
BUR 1994/4,0.572239875793457,4.0
BUR 1994/6,0.8552305698394775,2.0
BUR 1994/7,,1.0
BUR 1994/8,,1.0
BUR 1994/9,,1.0
BUR 1995/1,0.5815232140677316,7.0
BUR 1995/10,0.44056542714436847,3.0
BUR 1995/11,0.6295837561289469,3.0
BUR 1995/2,0.5469207763671875,3.0
BUR 1995/3,0.666862964630127,2.0
BUR 1995/4,,1.0
BUR 1995/5,0.7763519287109375,2.0
BUR 1995/9,,1.0
BUR 1996/1,0.6007490158081055,3.0
BUR 1996/10,,1.0
BUR 1996/11,0.530386479695638,6.0
BUR 1996/2,0.6476033926010132,2.0
BUR 1996/3,0.7339866161346436,2.0
BUR 1996/4,,1.0
BUR 1996/5,,1.0
BUR 1996/6,0.45067148208618163,5.0
BUR 1996/7,0.5579251050949097,2.0
BUR 1996/8,,1.0
BUR 1996/9,,1.0
BUR 1997/1,,1.0
BUR 1997/11,0.7563503583272299,3.0
BUR 1997/12,,1.0
BUR 1997/2,,1.0
BUR 1997/3,0.7460165023803711,2.0
BUR 1997/4,0.741609255472819,3.0
BUR 1997/5,0.8891322612762451,2.0
BUR 1997/6,,1.0
BUR 1997/7,0.6688793500264486,3.0
BUR 1997/9,0.5871543884277344,3.0
BUR 1998/1,0.3687556982040405,2.0
BUR 1998/12,,1.0
BUR 1998/2,,1.0
BUR 1998/3,0.7055051326751709,2.0
BUR 1998/5,,1.0
BUR 1998/8,,1.0
BUR 1998/9,,1.0
BVI 1992/8,,1.0
BVL 1989/10,,1.0
BVY 1994/12,,1.0
BWI 1988/10,0.32704166571299237,4.0
BWI 1988/11,0.798964262008667,3.0
BWI 1988/12,,1.0
BWI 1988/2,0.5429110527038574,2.0
BWI 1988/3,0.815906286239624,2.0
BWI 1988/4,,1.0
BWI 1988/6,0.5122925043106079,2.0
BWI 1988/7,,1.0
BWI 1988/9,0.1969132423400879,2.0
BWI 1989/10,0.49932944774627686,3.0
BWI 1989/11,,1.0
BWI 1989/12,,1.0
BWI 1989/3,0.4602557420730591,4.0
BWI 1989/4,0.3463559150695801,2.0
BWI 1989/5,0.7650378346443176,2.0
BWI 1989/6,0.4722440242767334,2.0
BWI 1989/7,0.6799648602803549,3.0
BWI 1989/8,0.44866883754730225,2.0
BWI 1989/9,0.1217821439107259,3.0
BWI 1990/10,0.5258270502090454,2.0
BWI 1990/11,,1.0
BWI 1990/12,0.7054238319396973,2.0
BWI 1990/2,0.36618995666503906,5.0
BWI 1990/3,0.46373153455329663,12.0
BWI 1990/4,,1.0
BWI 1990/5,0.5909324487050375,3.0
BWI 1990/6,0.5831189836774554,7.0
BWI 1990/7,0.4561475912729899,4.0
BWI 1990/8,0.5962539116541544,4.0
BWI 1990/9,0.5761924471173968,8.0
BWI 1991/1,0.49070807298024494,4.0
BWI 1991/10,0.47520746503557476,8.0
BWI 1991/11,0.6533279418945312,6.0
BWI 1991/12,0.5863398313522339,3.0
BWI 1991/2,0.6566058397293091,2.0
BWI 1991/3,0.6660266876220703,5.0
BWI 1991/4,0.8994443416595459,2.0
BWI 1991/5,0.6859825770060222,6.0
BWI 1991/6,0.5737143357594808,3.0
BWI 1991/7,0.5131861368815104,4.0
BWI 1991/8,0.6143615245819092,2.0
BWI 1991/9,0.8031864166259766,2.0
BWI 1992/1,0.6214612325032552,3.0
BWI 1992/10,0.2367826302846273,4.0
BWI 1992/11,0.6162799994150797,4.0
BWI 1992/12,,1.0
BWI 1992/2,0.45224590301513673,5.0
BWI 1992/3,0.6512461503346761,4.0
BWI 1992/4,0.35528993606567383,2.0
BWI 1992/5,0.4133314405168806,7.0
BWI 1992/6,0.5494117055620465,8.0
BWI 1992/7,0.7694318890571594,2.0
BWI 1992/8,,1.0
BWI 1992/9,,1.0
BWI 1993/1,0.7987830638885498,2.0
BWI 1993/10,,1.0
BWI 1993/11,0.6645989418029785,4.0
BWI 1993/3,0.8889994621276855,2.0
BWI 1993/4,0.549592137336731,2.0
BWI 1993/5,0.3587042490641276,3.0
BWI 1993/6,0.6185060501098633,5.0
BWI 1993/7,0.781753659248352,2.0
BWI 1993/8,0.5876620292663575,5.0
BWI 1993/9,0.5952322642008464,6.0
BWI 1994/1,,1.0
BWI 1994/10,0.6349923610687256,2.0
BWI 1994/11,,1.0
BWI 1994/12,0.5989344914754232,4.0
BWI 1994/2,0.5152295112609864,5.0
BWI 1994/3,0.6953883171081543,3.0
BWI 1994/4,0.8568427562713623,2.0
BWI 1994/5,,1.0
BWI 1994/6,0.49071951972113714,10.0
BWI 1994/7,0.5897483428319296,4.0
BWI 1994/8,0.5955930550893148,3.0
BWI 1995/1,0.5965694658684008,12.0
BWI 1995/10,0.4834086100260417,4.0
BWI 1995/11,0.588861777565696,11.0
BWI 1995/2,0.4468451142311096,2.0
BWI 1995/3,,1.0
BWI 1995/4,0.46932291984558105,4.0
BWI 1995/6,0.574099620183309,3.0
BWI 1995/7,,1.0
BWI 1995/8,0.516403595606486,3.0
BWI 1995/9,0.4412078062693278,3.0
BWI 1996/1,,1.0
BWI 1996/10,,1.0
BWI 1996/11,0.659816837310791,5.0
BWI 1996/2,,1.0
BWI 1996/3,,1.0
BWI 1996/4,,1.0
BWI 1996/5,0.9007218678792318,4.0
BWI 1996/6,0.49416955312093097,4.0
BWI 1996/7,0.42108150323232013,3.0
BWI 1996/8,0.714530865351359,4.0
BWI 1996/9,0.3077869415283203,2.0
BWI 1997/1,0.5663318634033203,2.0
BWI 1997/10,,1.0
BWI 1997/11,0.5403220312935966,7.0
BWI 1997/12,,1.0
BWI 1997/2,0.5332919756571451,3.0
BWI 1997/3,0.4870929718017578,5.0
BWI 1997/4,,1.0
BWI 1997/5,0.694880485534668,8.0
BWI 1997/6,,1.0
BWI 1997/7,0.6498823165893555,2.0
BWI 1997/9,,1.0
BWI 1998/1,0.563957691192627,4.0
BWI 1998/10,0.3309899568557739,2.0
BWI 1998/11,0.630270520846049,3.0
BWI 1998/3,,1.0
BWI 1998/4,0.48248867988586425,5.0
BWI 1998/5,0.6236389795939128,6.0
BWI 1998/6,0.4458788235982259,3.0
BWI 1998/7,,1.0
BWI 1998/8,0.367986520131429,3.0
BWI 1998/9,,1.0
BWI 1999/10,0.5636765956878662,3.0
BWI 1999/11,0.4599916934967041,2.0
BWI 1999/12,0.45261669158935547,4.0
BWI 1999/2,,1.0
BWI 1999/3,0.8805637359619141,2.0
BWI 1999/4,0.5779125293095907,3.0
BWI 1999/5,0.6834691365559896,3.0
BWI 1999/6,0.6263097922007242,4.0
BWI 1999/7,0.7246463775634766,5.0
BWI 1999/8,0.4577858845392863,3.0
BWI 2000/1,,1.0
BWI 2000/11,,1.0
BWI 2000/12,0.35719335079193115,2.0
BWI 2000/3,0.46248982747395834,6.0
BWI 2000/4,,1.0
BWI 2000/5,0.466460386912028,3.0
BWI 2000/6,0.7799050807952881,2.0
BWI 2000/7,0.8219889799753824,3.0
BWI 2000/9,,1.0
BWI 2001/1,,1.0
BWI 2001/10,0.1473691463470459,2.0
BWI 2001/12,0.7232687473297119,4.0
BWI 2001/2,0.42653783162434894,10.0
BWI 2001/3,0.6142899990081787,2.0
BWI 2001/4,0.5619513193766276,4.0
BWI 2001/5,0.7617620229721069,2.0
BWI 2001/6,0.4338098367055257,4.0
BWI 2001/7,0.8596922159194946,2.0
BWI 2001/8,0.5512752135594686,3.0
BWI 2002/1,,1.0
BWI 2002/10,0.5431312561035156,5.0
BWI 2002/11,0.5430690050125122,3.0
BWI 2002/12,0.6668116251627604,3.0
BWI 2002/3,,1.0
BWI 2002/5,0.6648754278818766,3.0
BWI 2002/6,0.7781174182891846,2.0
BWI 2002/8,0.3702153205871582,5.0
BWI 2002/9,0.2479543685913086,2.0
BWI 2003/1,,1.0
BWI 2003/3,0.30121533075968426,3.0
BWI 2003/4,,1.0
BWI 2003/6,,1.0
BWI 2006/9,,1.0
BWI 2007/4,,1.0
BWI 2010/1,,1.0
BWI 2010/10,,1.0
BWI 2011/10,,1.0
BWI 2011/9,0.8309450149536133,2.0
BWI 2012/3,,1.0
BWI 2015/8,,1.0
BWT 1996/2,,1.0
BWT 1998/9,,1.0
BWZ 1989/9,0.6651716232299805,2.0
BYH 1988/4,,1.0
BYR 1995/1,0.8047875761985779,2.0
C90 1999/1,0.5688284635543823,2.0
C90 1999/10,0.5269952920766977,13.0
C90 1999/11,0.5726729801722935,8.0
C90 1999/12,0.46964149475097655,5.0
C90 1999/2,0.46230502355666386,7.0
C90 1999/3,0.6655225251850329,20.0
C90 1999/4,0.5840384165445963,9.0
C90 1999/5,0.6025312597101385,12.0
C90 1999/6,0.6218307495117188,6.0
C90 1999/7,0.5645813714890253,21.0
C90 1999/8,0.5337117089165582,10.0
C90 1999/9,0.5758601597377232,8.0
C90 2000/1,0.5692001070295062,7.0
C90 2000/10,0.5510887418474469,8.0
C90 2000/11,0.6207472907172309,10.0
C90 2000/12,0.5993549483163017,8.0
C90 2000/2,0.5634353274390811,7.0
C90 2000/3,0.4710562705993652,5.0
C90 2000/4,0.5705842517671131,7.0
C90 2000/5,0.4289272853306362,7.0
C90 2000/6,0.4792289733886719,4.0
C90 2000/7,0.5323779366233132,12.0
C90 2000/8,0.5357263044877486,11.0
C90 2000/9,0.5972429911295573,7.0
C90 2001/1,0.6192939016554091,9.0
C90 2001/10,0.5428436067369249,9.0
C90 2001/11,0.5340582983834403,8.0
C90 2001/12,0.5389004382458362,14.0
C90 2001/2,0.5389743743733288,34.0
C90 2001/3,0.6472836812337239,6.0
C90 2001/4,0.5806338446480888,8.0
C90 2001/5,0.5663729713076637,15.0
C90 2001/6,0.6096018685234917,9.0
C90 2001/7,0.5688871726011618,27.0
C90 2001/8,0.6166716681586372,10.0
C90 2001/9,0.5855010595077124,13.0
C90 2002/1,0.5294585455031622,7.0
C90 2002/10,0.545848634507921,9.0
C90 2002/11,0.40007786523728145,7.0
C90 2002/12,0.47625695334540474,9.0
