,d2v_cos_sim,d2v_num_comp
MCI 1995/4,0.726341962814331,2.0
MCI 1995/7,,1.0
MCI 1995/8,,1.0
MCI 1995/9,0.33615994453430176,2.0
MCI 1996/1,0.6576814651489258,2.0
MCI 1996/10,0.21889567375183105,2.0
MCI 1996/11,,1.0
MCI 1996/12,,1.0
MCI 1996/5,0.7198233604431152,3.0
MCI 1996/6,0.19994884729385376,2.0
MCI 1996/7,0.7373557408650716,6.0
MCI 1996/8,0.834409236907959,2.0
MCI 1996/9,,1.0
MCI 1997/1,0.5342229604721069,2.0
MCI 1997/10,0.6595946947733561,3.0
MCI 1997/11,0.7719618797302246,5.0
MCI 1997/2,0.6642009019851685,3.0
MCI 1997/3,0.4720834493637085,2.0
MCI 1997/4,0.3952699502309163,3.0
MCI 1997/5,,1.0
MCI 1997/6,,1.0
MCI 1997/7,,1.0
MCI 1997/8,0.70159912109375,5.0
MCI 1997/9,0.6368194307599749,8.0
MCI 1998/1,0.4691472053527832,3.0
MCI 1998/10,,1.0
MCI 1998/2,0.7348004976908366,3.0
MCI 1998/3,0.6784550348917643,3.0
MCI 1998/5,0.8619662920633951,3.0
MCI 1998/6,0.6304522355397543,3.0
MCI 1998/7,0.31786394119262695,3.0
MCI 1998/8,0.7345607280731201,3.0
MCI 1998/9,,1.0
MCI 1999/1,,1.0
MCI 1999/11,0.5706298351287842,2.0
MCI 1999/2,0.6244666576385498,2.0
MCI 1999/3,0.8588129281997681,2.0
MCI 1999/4,0.5856759548187256,2.0
MCI 1999/5,0.42721442381540936,3.0
MCI 1999/8,0.40253249804178876,3.0
MCI 1999/9,,1.0
MCI 2000/1,,1.0
MCI 2000/10,,1.0
MCI 2000/12,0.5536161065101624,2.0
MCI 2000/5,,1.0
MCI 2000/8,0.8449850082397461,2.0
MCI 2000/9,,1.0
MCI 2001/1,0.4956721067428589,2.0
MCI 2001/11,0.48656773567199707,2.0
MCI 2001/12,0.8873726725578308,2.0
MCI 2001/2,0.9069292545318604,2.0
MCI 2001/4,0.4044657548268636,4.0
MCI 2001/6,0.4521530866622925,3.0
MCI 2001/7,0.8547781705856323,2.0
MCI 2001/8,0.4837241490681966,6.0
MCI 2002/2,,1.0
MCI 2002/3,,1.0
MCI 2002/5,0.6090488433837891,2.0
MCI 2002/6,0.8627777695655823,2.0
MCI 2002/8,,1.0
MCI 2003/11,0.44837093353271484,2.0
MCI 2003/12,0.5754003524780273,2.0
MCI 2003/2,0.6129068533579508,4.0
MCI 2003/3,,1.0
MCI 2003/4,,1.0
MCI 2003/5,0.7873557806015015,2.0
MCI 2003/8,,1.0
MCI 2003/9,0.1736299991607666,2.0
MCI 2004/1,0.7597389221191406,2.0
MCI 2004/10,0.5627107620239258,2.0
MCI 2004/3,,1.0
MCI 2004/7,,1.0
MCI 2005/10,0.8333412408828735,2.0
MCI 2006/10,,1.0
MCI 2006/11,,1.0
MCI 2006/3,,1.0
MCI 2006/6,,1.0
MCI 2007/10,,1.0
MCI 2007/2,,1.0
MCI 2007/3,0.8194904327392578,2.0
MCI 2007/4,,1.0
MCI 2008/10,,1.0
MCI 2008/3,,1.0
MCI 2008/5,,1.0
MCI 2008/6,,1.0
MCI 2008/7,,1.0
MCI 2008/8,,1.0
MCI 2008/9,0.8176014423370361,2.0
MCI 2009/3,,1.0
MCI 2009/8,,1.0
MCI 2010/2,,1.0
MCI 2010/6,,1.0
MCI 2010/7,,1.0
MCI 2010/9,,1.0
MCI 2012/10,,1.0
MCI 2012/4,0.44878727197647095,2.0
MCI 2013/10,,1.0
MCI 2014/3,,1.0
MCI 2015/3,,1.0
MCI 2015/5,,1.0
MCI 2015/6,,1.0
MCI 2016/2,,1.0
MCI 2016/3,,1.0
MCI 2017/12,,1.0
MCI 2018/4,,1.0
MCI 2019/4,,1.0
MCN 1988/9,0.6787160634994507,2.0
MCN 1989/1,0.9032206535339355,2.0
MCN 1989/12,,1.0
MCN 1989/8,,1.0
MCN 1990/12,,1.0
MCN 1990/3,0.758081316947937,2.0
MCN 1990/6,0.5666642785072327,2.0
MCN 1990/7,,1.0
MCN 1991/10,,1.0
MCN 1991/3,,1.0
MCN 1991/4,0.7859950065612793,2.0
MCN 1991/5,,1.0
MCN 1991/6,,1.0
MCN 1991/7,,1.0
MCN 1991/9,,1.0
MCN 1992/10,,1.0
MCN 1992/11,,1.0
MCN 1992/3,,1.0
MCN 1992/6,,1.0
MCN 1992/7,,1.0
MCN 1993/3,,1.0
MCN 1994/1,,1.0
MCN 1994/11,0.5898668766021729,2.0
MCN 1994/12,,1.0
MCN 1996/3,0.5462079048156738,2.0
MCN 1997/2,,1.0
MCN 1997/6,,1.0
MCN 1997/7,,1.0
MCN 1998/2,,1.0
MCN 1999/4,,1.0
MCN 2001/3,,1.0
MCO 1988/10,,1.0
MCO 1988/11,0.41915130615234375,2.0
MCO 1988/12,0.47208595275878906,2.0
MCO 1988/2,,1.0
MCO 1988/3,0.6802228291829427,3.0
MCO 1988/4,,1.0
MCO 1989/1,0.65114959081014,4.0
MCO 1989/10,,1.0
MCO 1989/12,0.3890078067779541,3.0
MCO 1989/3,0.6230115095774332,3.0
MCO 1989/4,,1.0
MCO 1989/5,,1.0
MCO 1989/7,,1.0
MCO 1989/8,0.6679361462593079,2.0
MCO 1989/9,0.8089197158813477,5.0
MCO 1990/10,0.6379522085189819,3.0
MCO 1990/11,,1.0
MCO 1990/12,0.43925023078918457,2.0
MCO 1990/2,,1.0
MCO 1990/4,,1.0
MCO 1990/5,0.5487045645713806,2.0
MCO 1990/6,0.719045877456665,2.0
MCO 1990/9,0.695036506652832,6.0
MCO 1991/1,0.39311609268188474,5.0
MCO 1991/11,0.3944084167480469,6.0
MCO 1991/12,,1.0
MCO 1991/2,0.6053652763366699,2.0
MCO 1991/3,0.4300982157389323,4.0
MCO 1991/5,0.6439980268478394,2.0
MCO 1991/6,0.12612640857696533,2.0
MCO 1991/7,0.5656917889912924,3.0
MCO 1991/9,0.6374208927154541,2.0
MCO 1992/1,0.5481162071228027,2.0
MCO 1992/10,,1.0
MCO 1992/11,0.5338010787963867,4.0
MCO 1992/12,0.5627352714538574,5.0
MCO 1992/2,0.4237925211588542,7.0
MCO 1992/3,0.44033193588256836,3.0
MCO 1992/4,,1.0
MCO 1992/6,0.7326521078745524,4.0
MCO 1992/7,,1.0
MCO 1992/8,,1.0
MCO 1992/9,0.4920477867126465,2.0
MCO 1993/1,,1.0
MCO 1993/10,,1.0
MCO 1993/12,,1.0
MCO 1993/2,0.6005557775497437,4.0
MCO 1993/3,0.7753796577453613,2.0
MCO 1993/4,,1.0
MCO 1993/5,0.594656785329183,4.0
MCO 1993/6,,1.0
MCO 1993/7,0.6611061096191406,5.0
MCO 1993/8,0.6502971649169922,2.0
MCO 1993/9,0.6148714224497477,4.0
MCO 1994/1,0.6086513882591611,7.0
MCO 1994/11,0.5585869550704956,3.0
MCO 1994/12,0.6112761497497559,3.0
MCO 1994/3,0.6783291498819987,3.0
MCO 1994/4,0.5607914924621582,4.0
MCO 1994/5,0.349832558631897,5.0
MCO 1994/6,0.7345120906829834,2.0
MCO 1994/7,0.4456024169921875,2.0
MCO 1994/9,,1.0
MCO 1995/1,0.4223022915068127,7.0
MCO 1995/10,0.7366272608439127,3.0
MCO 1995/11,0.7078148523966471,6.0
MCO 1995/12,0.6132501761118571,4.0
MCO 1995/2,0.6216537475585937,5.0
MCO 1995/3,0.7413113911946615,4.0
MCO 1995/4,0.37692572275797526,6.0
MCO 1995/5,0.5228822827339172,2.0
MCO 1995/6,0.6272500157356262,2.0
MCO 1995/8,0.5541434288024902,3.0
MCO 1996/1,0.6624661286671957,4.0
MCO 1996/10,0.4502938588460286,3.0
MCO 1996/11,0.6126417318979899,4.0
MCO 1996/12,0.6403772433598837,4.0
MCO 1996/2,0.6146974563598633,4.0
MCO 1996/3,0.6239430904388428,3.0
MCO 1996/4,0.6850919723510742,2.0
MCO 1996/5,0.622922134399414,5.0
MCO 1996/6,0.5149751504262289,4.0
MCO 1996/7,0.46749651432037354,2.0
MCO 1996/8,,1.0
MCO 1996/9,0.7453638315200806,2.0
MCO 1997/1,0.41530974706013996,3.0
MCO 1997/10,0.6277483701705933,2.0
MCO 1997/11,0.5505161285400391,2.0
MCO 1997/12,0.5906155506769816,3.0
MCO 1997/2,0.6687921682993571,4.0
MCO 1997/3,0.6478031476338705,3.0
MCO 1997/4,,1.0
MCO 1997/5,0.6014044443766277,6.0
MCO 1997/6,0.5494446754455566,3.0
MCO 1997/8,,1.0
MCO 1997/9,0.6102824211120605,2.0
MCO 1998/1,,1.0
MCO 1998/10,,1.0
MCO 1998/11,0.5659000873565674,2.0
MCO 1998/2,0.5415872931480408,2.0
MCO 1998/3,0.5833890438079834,4.0
MCO 1998/4,0.28221102555592853,3.0
MCO 1998/5,0.6313180128733317,4.0
MCO 1998/6,0.6827917098999023,6.0
MCO 1998/7,,1.0
MCO 1998/9,0.7233858108520508,4.0
MCO 1999/1,0.8130995035171509,2.0
MCO 1999/10,0.5107478499412537,2.0
MCO 1999/11,,1.0
MCO 1999/12,0.5715774808611188,8.0
MCO 1999/2,0.5330255627632141,2.0
MCO 1999/3,0.8799974918365479,2.0
MCO 1999/4,0.34684427579243976,3.0
MCO 1999/5,,1.0
MCO 1999/6,0.48271528879801434,4.0
MCO 1999/7,0.4673219919204712,4.0
MCO 1999/8,0.46251924832661945,3.0
MCO 1999/9,0.6070530414581299,2.0
MCO 2000/1,0.6019983291625977,5.0
MCO 2000/10,0.6320116996765137,5.0
MCO 2000/11,0.2850978374481201,2.0
MCO 2000/12,0.28229820728302,2.0
MCO 2000/2,,1.0
MCO 2000/3,0.5814715226491293,4.0
MCO 2000/4,0.6607529322306315,4.0
MCO 2000/5,,1.0
MCO 2000/6,,1.0
MCO 2000/7,0.4812653462092082,4.0
MCO 2000/9,0.5674678484598795,3.0
MCO 2001/1,0.7763881683349609,2.0
MCO 2001/10,0.37885522842407227,2.0
MCO 2001/11,0.3528355360031128,4.0
MCO 2001/12,0.4695232391357422,16.0
MCO 2001/2,0.6442572048732212,8.0
MCO 2001/3,0.6744500796000162,4.0
MCO 2001/5,0.6816155433654785,5.0
MCO 2001/6,0.37938066323598224,4.0
MCO 2001/8,,1.0
MCO 2001/9,0.32072997093200684,2.0
MCO 2002/1,,1.0
MCO 2002/11,,1.0
MCO 2002/12,0.5140781402587891,2.0
MCO 2002/3,0.7820054690043131,3.0
MCO 2002/4,0.3918616771697998,2.0
MCO 2002/5,0.5095377922058105,5.0
MCO 2002/7,,1.0
MCO 2002/8,0.594454002380371,5.0
MCO 2003/1,0.6723649501800537,2.0
MCO 2003/10,0.5489312410354614,2.0
MCO 2003/11,0.6685842514038086,5.0
MCO 2003/3,0.6829832712809245,6.0
MCO 2003/4,0.5968092055547805,7.0
MCO 2003/5,0.5382364908854167,6.0
MCO 2003/6,0.4520728985468547,4.0
MCO 2003/7,0.7144214312235514,3.0
MCO 2003/8,,1.0
MCO 2004/1,0.42827672958374025,5.0
MCO 2004/10,0.49207115173339844,2.0
MCO 2004/11,0.4798480272293091,2.0
MCO 2004/2,0.7538079023361206,2.0
MCO 2004/3,,1.0
MCO 2004/4,0.6332136789957682,3.0
MCO 2004/5,0.5238209168116251,3.0
MCO 2004/6,0.6911860307057699,4.0
MCO 2004/7,,1.0
MCO 2004/9,0.799351155757904,2.0
MCO 2005/10,0.6752621332804362,4.0
MCO 2005/3,0.48163000742594403,3.0
MCO 2005/4,,1.0
MCO 2006/10,,1.0
MCO 2006/11,0.7034647464752197,2.0
MCO 2006/12,,1.0
MCO 2006/2,0.7731801271438599,2.0
MCO 2006/4,,1.0
MCO 2006/5,,1.0
MCO 2006/7,,1.0
MCO 2007/1,0.5671248435974121,2.0
MCO 2007/10,0.586844801902771,2.0
MCO 2007/2,,1.0
MCO 2007/4,0.6716046929359436,2.0
MCO 2007/5,,1.0
MCO 2007/6,,1.0
MCO 2007/7,,1.0
MCO 2007/8,,1.0
MCO 2008/1,0.853844165802002,2.0
MCO 2008/3,,1.0
MCO 2009/1,,1.0
MCO 2009/10,,1.0
MCO 2009/2,,1.0
MCO 2009/6,0.8456225991249084,2.0
MCO 2009/7,0.47375206152598065,3.0
MCO 2009/8,,1.0
MCO 2010/12,0.927127480506897,2.0
MCO 2010/2,,1.0
MCO 2010/4,,1.0
MCO 2010/5,,1.0
MCO 2010/6,,1.0
MCO 2010/7,,1.0
MCO 2011/2,,1.0
MCO 2011/3,,1.0
MCO 2011/6,,1.0
MCO 2011/7,,1.0
MCO 2013/9,,1.0
MCO 2014/10,,1.0
MCO 2014/4,,1.0
MCO 2014/6,,1.0
MCO 2015/2,,1.0
MCO 2015/5,,1.0
MCO 2016/10,,1.0
MCO 2018/1,,1.0
MCO 2019/7,,1.0
MCT 1998/9,,1.0
MDHE 2000/7,0.9004721641540527,2.0
MDPC 2004/7,,1.0
MDPC 2008/1,,1.0
MDPC 2011/8,,1.0
MDPC 2014/1,,1.0
MDPC 2015/4,0.8398933410644531,2.0
MDPP 2004/7,,1.0
MDPP 2007/3,0.850353479385376,2.0
MDSD 1988/7,,1.0
MDSD 1993/11,,1.0
MDSD 1993/12,,1.0
MDSD 1994/2,,1.0
MDSD 2000/1,,1.0
MDSD 2001/1,,1.0
MDSD 2001/11,,1.0
MDSD 2001/8,,1.0
MDSD 2002/10,,1.0
MDSD 2002/3,,1.0
MDSD 2004/8,,1.0
MDSD 2006/5,,1.0
MDSD 2006/7,0.9023430347442627,2.0
MDSD 2007/3,,1.0
MDSD 2008/12,,1.0
MDSD 2009/8,,1.0
MDST 2003/12,,1.0
MDST 2004/5,,1.0
MDST 2005/2,,1.0
MDST 2009/10,,1.0
MDT 1989/10,,1.0
MDT 1989/6,,1.0
MDT 1991/10,,1.0
MDT 1991/7,,1.0
MDT 1991/8,,1.0
MDT 1992/12,,1.0
MDT 1992/2,0.4377847909927368,2.0
MDT 1992/5,0.6832666397094727,2.0
MDT 1992/7,,1.0
MDT 1993/3,0.8809773921966553,2.0
MDT 1993/8,,1.0
MDT 1993/9,0.641936182975769,2.0
MDT 1994/10,0.6990214983622233,3.0
MDT 1994/6,0.6009924411773682,4.0
MDT 1994/7,,1.0
MDT 1994/9,,1.0
MDT 1995/1,0.7273554801940918,2.0
MDT 1995/3,,1.0
MDT 1995/5,0.6259691715240479,3.0
MDT 1995/7,0.5165563027064005,3.0
MDT 1995/8,,1.0
MDT 1995/9,,1.0
MDT 1996/12,,1.0
MDT 1996/3,,1.0
MDT 1996/4,0.7476365566253662,2.0
MDT 1996/5,0.7957184910774231,2.0
MDT 1996/6,,1.0
MDT 1996/7,,1.0
MDT 1996/9,,1.0
MDT 1997/1,,1.0
MDT 1997/3,,1.0
MDT 1997/6,,1.0
MDT 1997/7,0.48012495040893555,2.0
MDT 1997/8,,1.0
MDT 1998/2,,1.0
MDT 1998/7,,1.0
MDT 1999/1,,1.0
MDT 1999/10,,1.0
MDT 1999/11,0.1412537693977356,2.0
MDT 1999/5,0.5988848209381104,2.0
MDT 1999/6,0.8514688014984131,2.0
MDT 1999/7,,1.0
MDT 1999/9,,1.0
MDT 2000/3,,1.0
MDT 2000/5,,1.0
MDT 2000/7,0.6048590342203776,4.0
MDT 2001/1,0.4618057608604431,2.0
MDT 2001/10,,1.0
MDT 2001/11,,1.0
MDT 2001/8,0.8019076585769653,2.0
MDT 2001/9,0.7345501184463501,2.0
MDT 2002/3,,1.0
MDT 2002/6,,1.0
MDT 2003/10,,1.0
MDT 2003/12,,1.0
MDT 2003/4,,1.0
MDT 2003/6,0.5451374650001526,2.0
MDT 2004/3,,1.0
MDT 2004/7,,1.0
MDT 2006/1,,1.0
MDT 2006/11,,1.0
MDT 2006/8,,1.0
MDT 2007/1,0.684844970703125,2.0
MDT 2009/7,,1.0
MDT 2012/2,,1.0
MDT 2012/4,,1.0
MDT 2012/8,,1.0
MDT 2013/10,,1.0
MDT 2013/2,,1.0
MDT 2015/7,,1.0
MDT 2017/10,,1.0
MDT 2018/11,,1.0
MDT 2018/12,,1.0
MDT 2018/4,0.6581409772237142,3.0
MDT 2019/4,,1.0
MDT 2019/8,,1.0
MDW 1989/3,,1.0
MDW 1990/3,0.8646746873855591,2.0
MDW 1990/6,,1.0
MDW 1990/9,0.7552183866500854,2.0
MDW 1991/8,,1.0
MDW 1995/10,,1.0
MDW 1995/12,,1.0
MDW 1995/5,0.5910930633544922,5.0
MDW 1996/5,,1.0
MDW 1996/7,,1.0
MDW 1996/8,,1.0
MDW 1997/11,,1.0
MDW 1997/2,,1.0
MEC 1996/6,,1.0
MED 1994/4,,1.0
MEI 1992/1,0.33834707736968994,2.0
MEI 1992/3,0.7427501678466797,2.0
MEI 1993/11,,1.0
MEI 1994/9,,1.0
MEM 1988/10,0.6415724754333496,2.0
MEM 1988/11,,1.0
MEM 1988/2,0.5269255638122559,2.0
MEM 1988/7,,1.0
MEM 1988/9,,1.0
MEM 1989/1,,1.0
MEM 1989/10,,1.0
MEM 1989/11,,1.0
MEM 1989/12,0.6903378168741862,3.0
MEM 1989/4,,1.0
MEM 1989/5,,1.0
MEM 1989/9,,1.0
MEM 1990/1,,1.0
MEM 1990/10,,1.0
MEM 1990/11,,1.0
MEM 1990/2,0.3238319158554077,2.0
MEM 1990/3,0.8577343821525574,2.0
MEM 1990/4,0.6739534139633179,2.0
MEM 1990/6,,1.0
MEM 1990/9,0.6976474761962891,6.0
MEM 1991/1,0.6438281536102295,2.0
MEM 1991/10,,1.0
MEM 1991/11,0.6967577934265137,2.0
MEM 1991/12,,1.0
MEM 1991/2,,1.0
MEM 1991/4,0.8061098257700602,3.0
MEM 1991/5,,1.0
MEM 1991/7,0.29365142186482746,3.0
MEM 1991/8,0.4747174580891927,3.0
MEM 1992/1,0.6117130279541015,5.0
MEM 1992/10,,1.0
MEM 1992/2,0.5919823419480097,7.0
MEM 1992/3,0.2939026951789856,2.0
MEM 1992/4,0.572027325630188,2.0
MEM 1992/5,0.5223010381062826,3.0
MEM 1992/6,0.6741660237312317,2.0
MEM 1992/7,,1.0
MEM 1992/8,0.5204925537109375,2.0
MEM 1993/10,0.618436336517334,4.0
MEM 1993/3,0.783611536026001,2.0
MEM 1993/4,0.22286653518676758,2.0
MEM 1993/6,,1.0
MEM 1993/7,,1.0
MEM 1993/8,0.6409502824147543,3.0
MEM 1993/9,,1.0
MEM 1994/1,0.5663549900054932,3.0
MEM 1994/10,0.5369026263554891,3.0
MEM 1994/11,0.7026333808898926,2.0
MEM 1994/12,0.6242049137751261,3.0
MEM 1994/3,,1.0
MEM 1994/4,0.29917414983113605,4.0
MEM 1994/5,0.12101471424102783,2.0
MEM 1994/6,0.4909091313680013,6.0
MEM 1994/7,0.5906482537587484,3.0
MEM 1994/8,0.5674893856048584,2.0
MEM 1994/9,0.7268892129262289,3.0
MEM 1995/1,0.6100385890287512,17.0
MEM 1995/10,0.759684145450592,2.0
MEM 1995/11,0.8506505489349365,2.0
MEM 1995/12,0.5207138061523438,3.0
MEM 1995/2,0.565675926208496,5.0
MEM 1995/3,0.5033894266401019,8.0
MEM 1995/4,0.7497801780700684,2.0
MEM 1995/5,0.5934569040934244,3.0
MEM 1995/8,,1.0
MEM 1995/9,0.7138936519622803,4.0
MEM 1996/1,0.46267398198445636,3.0
MEM 1996/10,0.5920138359069824,2.0
MEM 1996/11,0.7385802268981934,4.0
MEM 1996/12,0.37486032644907635,3.0
MEM 1996/3,0.2927132248878479,2.0
MEM 1996/4,0.6471906661987304,5.0
MEM 1996/5,0.6029281616210938,5.0
MEM 1996/6,,1.0
MEM 1996/7,0.5657662550608317,3.0
MEM 1996/8,0.734066367149353,2.0
MEM 1996/9,0.8490803241729736,2.0
MEM 1997/10,0.3782513737678528,2.0
MEM 1997/11,0.611065319606236,8.0
MEM 1997/12,0.8136649131774902,2.0
MEM 1997/2,0.48989141555059523,7.0
MEM 1997/3,0.35125547647476196,2.0
MEM 1997/5,0.5810779571533203,5.0
MEM 1997/6,0.5082929134368896,4.0
MEM 1997/7,0.4859718481699626,4.0
MEM 1997/8,0.49030704498291017,5.0
MEM 1997/9,,1.0
MEM 1998/1,,1.0
MEM 1998/10,0.6356512705485026,4.0
MEM 1998/11,0.8359212875366211,4.0
MEM 1998/12,,1.0
MEM 1998/2,,1.0
MEM 1998/3,0.6355401992797851,5.0
MEM 1998/4,0.27933331330617267,4.0
MEM 1998/5,0.5697620255606515,8.0
MEM 1998/6,0.46160259246826174,5.0
MEM 1998/7,0.7173008918762207,2.0
MEM 1998/8,,1.0
MEM 1998/9,0.5337416330973307,3.0
MEM 1999/10,0.26739176114400226,3.0
MEM 1999/12,0.6107280254364014,2.0
MEM 1999/2,0.9036493301391602,2.0
MEM 1999/3,,1.0
MEM 1999/4,,1.0
MEM 1999/5,0.758146603902181,3.0
MEM 1999/6,0.362618088722229,2.0
MEM 1999/7,0.7595949172973633,4.0
MEM 1999/8,,1.0
MEM 1999/9,,1.0
MEM 2000/1,,1.0
MEM 2000/10,,1.0
MEM 2000/11,,1.0
MEM 2000/12,,1.0
MEM 2000/2,0.3896077473958333,3.0
MEM 2000/3,,1.0
MEM 2000/4,0.6258320013682047,4.0
MEM 2000/5,0.45998771985371906,3.0
MEM 2000/6,,1.0
MEM 2000/7,0.5712186892827352,4.0
MEM 2000/8,0.597000241279602,2.0
MEM 2001/1,0.6397788921991984,4.0
MEM 2001/10,,1.0
MEM 2001/11,0.2973136901855469,3.0
MEM 2001/12,0.7096687157948812,4.0
MEM 2001/2,0.7313512166341146,4.0
MEM 2001/3,,1.0
MEM 2001/4,,1.0
MEM 2001/5,0.6773801445960999,2.0
MEM 2001/7,0.6293967167536417,4.0
MEM 2001/8,,1.0
MEM 2001/9,,1.0
MEM 2002/1,0.6527318159739176,4.0
MEM 2002/10,0.547360897064209,2.0
MEM 2002/11,0.6247508525848389,2.0
MEM 2002/12,0.7102727890014648,2.0
MEM 2002/2,,1.0
MEM 2002/3,0.33395302295684814,2.0
MEM 2002/4,0.17650771141052246,2.0
MEM 2002/5,,1.0
MEM 2002/7,0.7662804126739502,2.0
MEM 2002/8,,1.0
MEM 2002/9,,1.0
MEM 2003/1,0.6084542274475098,2.0
MEM 2003/10,0.8016554514567057,3.0
MEM 2003/11,,1.0
MEM 2003/12,0.5152285099029541,2.0
MEM 2003/3,,1.0
MEM 2003/4,0.7029223442077637,3.0
MEM 2003/5,0.3977334499359131,2.0
MEM 2003/6,0.4212191104888916,3.0
MEM 2003/7,,1.0
MEM 2003/8,0.7675953507423401,2.0
MEM 2003/9,,1.0
MEM 2004/1,0.8292841911315918,2.0
MEM 2004/10,,1.0
MEM 2004/2,,1.0
MEM 2004/3,,1.0
MEM 2004/5,0.792323648929596,2.0
MEM 2004/6,0.5140901406606039,4.0
MEM 2004/8,0.6786720752716064,2.0
MEM 2005/10,0.20210742950439453,2.0
MEM 2005/12,,1.0
MEM 2005/4,0.7291975021362305,3.0
MEM 2006/10,0.48663075764973956,9.0
MEM 2006/11,0.48097312450408936,2.0
MEM 2006/12,0.5158822650001162,7.0
MEM 2006/5,,1.0
MEM 2006/7,0.8374754190444946,2.0
MEM 2006/8,,1.0
MEM 2007/10,0.43818700313568115,2.0
MEM 2007/11,,1.0
MEM 2007/12,0.24644684791564941,2.0
MEM 2007/2,0.5920990109443665,2.0
MEM 2007/5,,1.0
MEM 2007/7,,1.0
MEM 2007/8,0.5850472450256348,2.0
MEM 2007/9,,1.0
MEM 2008/1,0.692274252573649,3.0
MEM 2008/10,0.4995139439900716,3.0
MEM 2008/12,,1.0
MEM 2008/3,0.7248441908094618,9.0
MEM 2008/4,0.6164687474568685,3.0
MEM 2008/5,0.10598039627075195,2.0
MEM 2008/6,,1.0
MEM 2008/7,0.3923606872558594,2.0
MEM 2008/8,0.16623616218566895,2.0
MEM 2009/10,0.6333674589792887,3.0
MEM 2009/11,,1.0
MEM 2009/12,,1.0
MEM 2009/6,,1.0
MEM 2009/7,0.6558685898780823,2.0
MEM 2010/11,,1.0
MEM 2010/12,0.9308884143829346,2.0
MEM 2010/4,,1.0
MEM 2011/6,,1.0
MEM 2011/7,,1.0
MEM 2011/9,0.8565661907196045,2.0
MEM 2012/12,,1.0
MEM 2013/1,,1.0
MEM 2013/10,,1.0
MEM 2013/5,,1.0
MEM 2016/12,,1.0
MEM 2016/9,,1.0
MEM 2018/11,,1.0
MER 1988/1,,1.0
MER 1988/10,,1.0
MER 1988/6,0.5717568397521973,2.0
MER 1989/1,,1.0
MER 1989/10,0.6834244728088379,2.0
MER 1989/2,,1.0
MER 1989/4,0.4007277488708496,2.0
MER 1990/1,,1.0
MER 1990/4,,1.0
MER 1990/8,,1.0
MER 1991/5,,1.0
MER 1993/7,,1.0
MEX 1988/6,,1.0
MEX 1989/4,,1.0
MEX 1989/6,,1.0
MEX 1990/10,,1.0
MEX 1990/2,,1.0
MEX 1991/10,,1.0
MEX 1991/7,,1.0
MEX 1992/6,0.716448704401652,4.0
MEX 1994/4,,1.0
MEX 1994/8,,1.0
MEX 1994/9,,1.0
MEX 1995/3,,1.0
MEX 1995/6,,1.0
MEX 1995/7,,1.0
MEX 1995/8,,1.0
MEX 1996/4,,1.0
MEX 1996/7,,1.0
MEX 1996/9,,1.0
MEX 1997/10,0.5474628210067749,2.0
MEX 1997/11,0.45365174611409503,4.0
MEX 1998/6,0.8234603404998779,2.0
MEX 1998/7,,1.0
MFD 1989/6,,1.0
MFD 1990/4,,1.0
MFD 1991/5,,1.0
MFD 1991/6,,1.0
MFD 1994/8,,1.0
MFD 1999/10,,1.0
MFD 1999/8,,1.0
MFD 2003/6,,1.0
MFE 1990/12,,1.0
MFE 1992/10,,1.0
MFE 1994/10,,1.0
MFE 1994/8,,1.0
MFR 1988/12,,1.0
MFR 1988/5,0.1695643663406372,2.0
MFR 1988/6,,1.0
MFR 1989/11,,1.0
MFR 1989/5,,1.0
MFR 1990/12,0.550070603688558,3.0
MFR 1990/8,,1.0
MFR 1991/11,0.24679088592529297,2.0
MFR 1991/2,,1.0
MFR 1991/7,,1.0
MFR 1992/11,,1.0
MFR 1992/6,,1.0
MFR 1995/2,,1.0
MFR 1997/1,,1.0
MGA 1996/10,,1.0
MGDL 1998/7,,1.0
MGGT 2000/4,,1.0
MGGT 2005/3,,1.0
MGGT 2008/7,,1.0
MGGT 2014/10,,1.0
MGGT 2014/5,,1.0
MGGT 2015/10,,1.0
MGM 1988/11,,1.0
MGM 1988/3,0.5524574915568033,3.0
MGM 1989/5,,1.0
MGM 1989/6,,1.0
MGM 1989/7,0.49814772605895996,2.0
MGM 1990/1,,1.0
MGM 1990/12,,1.0
MGM 1990/2,0.3495478630065918,4.0
MGM 1990/3,0.8097046613693237,2.0
MGM 1990/6,,1.0
MGM 1990/7,,1.0
MGM 1991/11,,1.0
MGM 1991/4,,1.0
MGM 1991/9,,1.0
MGM 1992/1,,1.0
MGM 1992/2,,1.0
MGM 1992/6,0.7959202527999878,2.0
MGM 1995/1,0.8890568614006042,2.0
MGM 1995/2,,1.0
MGM 1995/6,,1.0
MGM 1995/7,,1.0
MGM 1996/11,0.8144228458404541,2.0
MGM 1996/12,,1.0
MGM 1996/9,,1.0
MGM 1997/12,,1.0
MGM 1997/4,,1.0
MGM 1998/1,,1.0
MGM 1998/5,0.9147853851318359,2.0
MGM 1999/11,,1.0
MGM 1999/2,,1.0
MGM 1999/5,,1.0
MGM 2000/11,,1.0
MGM 2000/12,,1.0
MGM 2000/4,0.6404759089152018,3.0
MGM 2000/9,,1.0
MGM 2001/12,0.8642042875289917,2.0
MGM 2002/12,,1.0
MGM 2002/6,0.8190436363220215,2.0
MGM 2003/3,,1.0
MGM 2003/9,0.41992437839508057,2.0
MGM 2006/10,,1.0
