,d2v_cos_sim_replace,d2v_num_comp_replace,d2v_cos_sim_other_tracon_replace,d2v_num_comp_other_tracon_replace,d2v_cos_sim,d2v_num_comp,d2v_cos_sim_other_tracon,d2v_num_comp_other_tracon
BWI 2002/8,0.4713310107850192,19.0,2.5750016403899512e-05,2502.0,0.5017594900744701,19.0,2.7412401909881967e-05,2502.0
BWI 2002/9,0.4937891679651597,17.0,2.0398449550194952e-05,2566.0,0.4843879026525161,17.0,2.001008291797776e-05,2566.0
BWI 2003/1,0.3437333106994629,5.0,7.78836529851309e-07,2971.0,0.4413452625274658,5.0,1.0000072789970178e-06,2971.0
BWI 2003/3,0.5220472812652588,2.0,1.4164464692510642e-07,2715.0,0.6113334894180298,2.0,1.6587025614277946e-07,2715.0
BWI 2003/4,,1.0,0.0028627601730881816,2607.0,,1.0,0.002894315886501907,2607.0
BWI 2003/6,,0.0,0.0008985320819409276,2483.0,,0.0,0.0008948064290862926,2483.0
BWI 2006/9,,1.0,9.122867051242645e-05,1447.0,,1.0,0.00010297696935327404,1447.0
BWI 2007/4,,0.0,0.003953126071673525,1350.0,,0.0,0.003789603427211934,1350.0
BWI 2010/1,,1.0,1.3819919564966654e-05,1357.0,,1.0,1.4207138115624655e-05,1357.0
BWI 2010/10,0.7032262484232584,3.0,2.2913246527813426e-06,1357.0,0.7735644181569418,3.0,2.5205077680357427e-06,1357.0
BWI 2011/10,,1.0,0.0001478858718653331,1410.0,,1.0,0.00016406628227013227,1410.0
BWI 2011/9,0.3467555046081543,2.0,3.43451331077523e-07,1421.0,0.4585285186767578,2.0,4.5415927932996387e-07,1421.0
BWI 2012/3,,0.0,0.0007872040723208635,1272.0,,0.0,0.0008034811551414059,1272.0
BWI 2015/8,,0.0,0.002636515872798646,1394.0,,0.0,0.002666558483584212,1394.0
BWT 1996/2,,0.0,1.1529907546509094e-06,3092.0,,0.0,7.123828829837571e-07,3092.0
BWT 1998/9,,0.0,4.0544773943780107e-05,2663.0,,0.0,5.6129665212145314e-05,2663.0
BWZ 1989/9,,0.0,8.821028569826597e-07,3318.0,,0.0,6.269338775593374e-07,3318.0
BYH 1988/4,,0.0,1.820903447479089e-05,1766.0,,0.0,1.7854622718467566e-05,1766.0
BYR 1995/1,,0.0,0.0013635743659943997,2970.0,,0.0,0.0013875095520652653,2970.0
C90 1999/1,0.5085093625992063,126.0,0.0010889304474565,2712.0,0.5732178199404762,126.0,0.0012274982194374966,2712.0
C90 1999/10,0.4944043453459705,88.0,0.0008406078566467069,2122.0,0.5542149080378135,88.0,0.0009423003870269587,2122.0
C90 1999/11,0.4982233511821161,90.0,0.0008601321811440076,2154.0,0.5618857775436954,90.0,0.0009700389157709222,2154.0
C90 1999/12,0.506639506450152,93.0,0.0009572526572807209,2128.0,0.5702905284851274,93.0,0.0010775159000912357,2128.0
C90 1999/2,0.5125881696428571,126.0,0.0011025379630323843,2706.0,0.5746713789682539,126.0,0.001236074199726703,2706.0
C90 1999/3,0.49623035677723176,111.0,0.0009369281169623723,2543.0,0.5728793157504095,111.0,0.0010816483337267502,2543.0
C90 1999/4,0.5094154661219419,109.0,0.0009797674092187692,2474.0,0.581737169634514,109.0,0.0011188649686631835,2474.0
C90 1999/5,0.502000348616038,104.0,0.0008995324934865612,2445.0,0.5691583931134475,104.0,0.001019872735064047,2445.0
C90 1999/6,0.49735966961815664,102.0,0.0008962578224745713,2391.0,0.5627187833673073,102.0,0.0010140370083354892,2391.0
C90 1999/7,0.49318980056027933,93.0,0.0008160258974329037,2274.0,0.5571179490269986,93.0,0.000921800641080309,2274.0
C90 1999/8,0.4885576187514299,94.0,0.0008603917142208759,2228.0,0.5536579314480382,94.0,0.0009750389277481051,2228.0
C90 1999/9,0.4814659143619974,93.0,0.0008862144137775862,2156.0,0.5543840077504091,93.0,0.0010204317352085779,2156.0
C90 2000/1,0.5228910405585107,95.0,0.0010428727813712741,2116.0,0.5761542684420493,95.0,0.001149102887261762,2116.0
C90 2000/10,0.5256993881898533,158.0,0.0021461514383416514,2465.0,0.574301422790857,158.0,0.0023445677363412316,2465.0
C90 2000/11,0.5219705561155914,156.0,0.0020193996875,2500.0,0.562575927936311,156.0,0.00217649375,2500.0
C90 2000/12,0.5187032199529369,162.0,0.0019221414076409172,2653.0,0.5559310989140019,162.0,0.0020600955303783854,2653.0
C90 2000/2,0.5154432754919727,122.0,0.0014910548417343366,2259.0,0.566557477602967,122.0,0.0016389160752837354,2259.0
C90 2000/3,0.521091237983973,123.0,0.0015923524509123628,2216.0,0.5721169865387179,123.0,0.001748277114096365,2216.0
C90 2000/4,0.5091727212004983,124.0,0.0015312819123774722,2252.0,0.5678798656528652,124.0,0.0017078373024920221,2252.0
C90 2000/5,0.5133562372592817,132.0,0.0017257503473461573,2268.0,0.5633452020804418,132.0,0.0018937983170448677,2268.0
C90 2000/6,0.5167638861401084,137.0,0.001844077726311833,2285.0,0.564150910563815,137.0,0.0020131788546988495,2285.0
C90 2000/7,0.516346019001612,152.0,0.0020523613460918686,2403.0,0.5656788913411686,152.0,0.0022484486142326427,2403.0
C90 2000/8,0.5236070295253863,151.0,0.0019502376223780478,2466.0,0.5759858754139073,151.0,0.0021453289601722106,2466.0
C90 2000/9,0.5241989492104565,157.0,0.0021336604169910835,2453.0,0.5764489903590968,157.0,0.002346335098527407,2453.0
C90 2001/1,0.5024043245135613,160.0,0.0017571489732030358,2697.0,0.5486728500270244,160.0,0.0019189722062660018,2697.0
C90 2001/10,0.5196869948814655,88.0,0.0009258596753500837,2073.0,0.5364902221297022,88.0,0.0009557958305321748,2073.0
C90 2001/11,0.5208102962735566,87.0,0.000986964498408946,1987.0,0.5393176696989441,87.0,0.001022037001123179,1987.0
C90 2001/12,0.5128596167146567,82.0,0.0010501950067899073,1801.0,0.5285614758003049,82.0,0.0010823480823521836,1801.0
C90 2001/2,0.5183963472621028,137.0,0.0014387541266613895,2591.0,0.5553281987977673,137.0,0.0015412545668801888,2591.0
C90 2001/3,0.5069718844984803,141.0,0.0014358966081267218,2640.0,0.5402790970111448,141.0,0.0015302326353018824,2640.0
C90 2001/4,0.5124656669516211,141.0,0.0014525568631349704,2639.0,0.5371733907991388,141.0,0.0015225896012511485,2639.0
C90 2001/5,0.5156987508138021,129.0,0.001271356112362237,2588.0,0.5378278392229894,129.0,0.0013259111248877234,2588.0
C90 2001/6,0.5115544528996198,124.0,0.0012160411920135459,2533.0,0.5298337538724429,124.0,0.0012594938153230885,2533.0
C90 2001/7,0.511397161200495,101.0,0.0010386517581541957,2230.0,0.5235494662747525,101.0,0.0010633331877526193,2230.0
C90 2001/8,0.5036585140362027,93.0,0.0009092642114724996,2177.0,0.5191273736084326,93.0,0.0009371904353113595,2177.0
C90 2001/9,0.509053516288287,88.0,0.0008574147803820116,2132.0,0.5281152037617555,88.0,0.0008895209775809694,2132.0
C90 2002/1,0.5303703619738098,83.0,0.0011991464703116047,1735.0,0.5319057288605642,83.0,0.0012026178742868057,1735.0
C90 2002/10,0.4990778708577402,117.0,0.0010175898178116174,2580.0,0.4945301131235264,117.0,0.0010083172128045942,2580.0
C90 2002/11,0.5064024677579365,126.0,0.0010900384879356706,2705.0,0.49733178323412697,126.0,0.0010705137109600555,2705.0
C90 2002/12,0.5160569318636196,128.0,0.001114961038182367,2743.0,0.506525775579017,128.0,0.0010943686049642287,2743.0
C90 2002/2,0.5312559546493902,83.0,0.0010598928558093591,1847.0,0.54913195560443,83.0,0.0010955567303257247,1847.0
C90 2002/3,0.5438438132957176,81.0,0.0010056283529876434,1872.0,0.5486337920765818,81.0,0.0010144855622717859,1872.0
C90 2002/4,0.5290944169207317,83.0,0.000968748547707754,1928.0,0.5431253644532398,83.0,0.0009944385939648804,1928.0
C90 2002/5,0.5219941638764881,85.0,0.0009402023647039819,1991.0,0.5331261215423669,85.0,0.0009602529584568277,1991.0
C90 2002/6,0.5189478617595381,84.0,0.000841942632781316,2073.0,0.5328128921937751,84.0,0.0008644373014900651,2073.0
C90 2002/7,0.519223521590856,104.0,0.0009672228878668785,2398.0,0.5192115333562827,104.0,0.0009672005558761611,2398.0
C90 2002/8,0.5189487153449944,113.0,0.0011326818518501193,2408.0,0.5203864366456621,113.0,0.0011358198899204168,2408.0
C90 2002/9,0.5127835912634878,114.0,0.001083615564905394,2469.0,0.49959446350770453,114.0,0.0010557442672133647,2469.0
C90 2003/1,0.5155478780583818,129.0,0.001050252561283459,2847.0,0.506872251052265,129.0,0.001032578937025263,2847.0
C90 2003/10,0.5255958833518455,77.0,0.0008308949837523934,1924.0,0.5205210374791738,77.0,0.0008228723486586236,1924.0
C90 2003/11,0.5134899565559984,67.0,0.0006930962387871631,1810.0,0.5269984086138908,67.0,0.0007113296184153796,1810.0
C90 2003/12,0.5037997327723188,59.0,0.0005740382246087123,1733.0,0.509843105046391,59.0,0.000580924148647949,1733.0
C90 2003/2,0.5108857412613467,122.0,0.0010626751910271758,2664.0,0.5024941308342366,122.0,0.0010452201017705487,2664.0
C90 2003/3,0.514003037738533,120.0,0.0010883034197520123,2597.0,0.5050977861847864,120.0,0.0010694482476846748,2597.0
C90 2003/4,0.5207959031506395,112.0,0.0010392484815398147,2496.0,0.5062950654686494,112.0,0.0010103120527950892,2496.0
C90 2003/5,0.5155099452227011,117.0,0.001166549921637418,2449.0,0.5002084153611295,117.0,0.001131924016499472,2449.0
C90 2003/6,0.5179608540713196,115.0,0.0012109779458223597,2368.0,0.504413228213196,115.0,0.0011793039766343691,2368.0
C90 2003/7,0.5165812914299243,100.0,0.0011866405087309062,2076.0,0.5138329584911616,100.0,0.0011803273044962198,2076.0
C90 2003/8,0.5166138440552503,91.0,0.001057766845703125,2000.0,0.5131077581272894,91.0,0.001050588134765625,2000.0
C90 2003/9,0.5181569066540949,88.0,0.0009560512158219117,2037.0,0.5224317911401188,88.0,0.0009639388044227328,2037.0
C90 2004/1,0.4945854083445277,52.0,0.0005573963234607852,1534.0,0.4983613487462293,52.0,0.0005616517973627758,1534.0
C90 2004/10,0.5000642969988395,24.0,0.00031440232165755213,937.0,0.5135677724644758,24.0,0.000322892277973813,937.0
C90 2004/11,0.5230283530759605,22.0,0.0003057480430370618,889.0,0.5190989176432291,22.0,0.00030345100275859033,889.0
C90 2004/12,0.5195259897332443,20.0,0.00025785453204719386,875.0,0.529681356329667,20.0,0.0002628949099170918,875.0
C90 2004/2,0.5048118643209237,49.0,0.0005554847307732097,1462.0,0.5032190335851138,49.0,0.0005537320121566635,1462.0
C90 2004/3,0.5036389283459596,45.0,0.0005198582429720184,1385.0,0.5011360553779988,45.0,0.0005172747668539601,1385.0
C90 2004/4,0.48499808263297034,45.0,0.0005445140144236289,1328.0,0.4795820756392045,45.0,0.0005384333889203038,1328.0
C90 2004/5,0.5028073607372636,35.0,0.00039937948497195506,1224.0,0.5036602629332984,35.0,0.0004000569445049347,1224.0
C90 2004/6,0.4997066830993761,34.0,0.0004367653679649043,1133.0,0.5009116650477663,34.0,0.00043781857457966355,1133.0
C90 2004/7,0.5127268160306491,26.0,0.0002905497104462019,1071.0,0.4853630652794471,26.0,0.00027504334407544336,1071.0
C90 2004/8,0.5008247486059216,24.0,0.00026008034276936665,1031.0,0.4768880208333333,24.0,0.00024764990201898285,1031.0
C90 2004/9,0.46660569134880514,18.0,0.00018066246696308764,889.0,0.4593082004123264,18.0,0.00017783699196424223,889.0
C90 2005/1,0.470684131823088,20.0,0.0002222942697543446,897.0,0.5275196276212993,20.0,0.00024913648554278383,897.0
C90 2005/10,0.5164062194059367,57.0,0.0007617790088753055,1471.0,0.5511877686158756,57.0,0.0008130871711100192,1471.0
C90 2005/11,0.5110846740377825,60.0,0.0007678552541008392,1535.0,0.5442450054621293,60.0,0.0008176754424284343,1535.0
C90 2005/12,0.5039303929385907,62.0,0.0007444784164428711,1600.0,0.5275596808277697,62.0,0.0007793869972229004,1600.0
C90 2005/2,0.4854653494698661,21.0,0.00022783752528432138,946.0,0.541673351469494,21.0,0.0002542169406035734,946.0
C90 2005/3,0.5087202774850945,20.0,0.00020545616478301194,970.0,0.5589770668431332,20.0,0.00022575330577148542,970.0
C90 2005/4,0.569626135575144,20.0,0.00021219285513043298,1010.0,0.6151965492650082,20.0,0.00022916840380423793,1010.0
C90 2005/7,0.5327839579559178,46.0,0.0006042418303347138,1351.0,0.5616330059254228,46.0,0.0006369601606977122,1351.0
C90 2006/1,0.505324215749808,63.0,0.0007438068626158361,1629.0,0.5236063858086918,63.0,0.0007707171177143969,1629.0
C90 2006/10,0.46876220703125,55.0,0.0007894286605473924,1328.0,0.43273872349800085,55.0,0.0007287625703051641,1328.0
C90 2006/11,0.4656633130547141,49.0,0.0006490692563917453,1299.0,0.42838806359946324,49.0,0.0005971127939274289,1299.0
C90 2006/12,0.4854054552443484,48.0,0.0006930637638650763,1257.0,0.45352778874390515,48.0,0.0006475487098224485,1257.0
C90 2006/2,0.49628831163783355,67.0,0.0008159528978519111,1640.0,0.4948055797009272,67.0,0.0008135151224856856,1640.0
C90 2006/3,0.48459772305709253,71.0,0.000852319316316472,1681.0,0.4749546104753521,71.0,0.0008353588339787052,1681.0
C90 2006/4,0.47720918793097467,74.0,0.0009265551706847202,1668.0,0.4742583042160311,74.0,0.0009208256989282675,1668.0
C90 2006/5,0.4722101105011261,75.0,0.0009579817909758359,1654.0,0.47718380489864864,75.0,0.0009680720210677936,1654.0
C90 2006/6,0.4720121510311871,71.0,0.0008786288577882931,1634.0,0.4660050144617706,71.0,0.0008674468500136332,1634.0
C90 2006/7,0.47190527857429865,59.0,0.0007493465795653551,1468.0,0.44974798295039453,59.0,0.000714162625407536,1468.0
C90 2006/8,0.47650077647732614,57.0,0.0007521895621129612,1422.0,0.4416721888950893,57.0,0.0006972102182466826,1422.0
C90 2006/9,0.4676605800412736,54.0,0.0006887709882269189,1394.0,0.4239562519108141,54.0,0.0006244032083435826,1394.0
C90 2007/1,0.4925725817104469,46.0,0.0005932465153684775,1311.0,0.46200481912364133,46.0,0.0005564311924890296,1311.0
C90 2007/10,0.46691540704257245,24.0,0.00012429461067105517,1440.0,0.49586940157240716,24.0,0.00013200227125191393,1440.0
C90 2007/11,0.4815753817218661,27.0,0.00016168316564068092,1446.0,0.49630715568520745,27.0,0.0001666291822775356,1446.0
C90 2007/12,0.5136352046843498,32.0,0.00024267759590840116,1449.0,0.5114050219135899,32.0,0.000241623899844914,1449.0
C90 2007/2,0.4855839356035859,42.0,0.0004902426643840626,1306.0,0.4757061647067364,42.0,0.0004802701254106972,1306.0
C90 2007/3,0.5020494139307102,39.0,0.0004436649611337413,1295.0,0.5147332771908738,39.0,0.0004548737894765284,1295.0
C90 2007/4,0.5041253952752976,36.0,0.00036789034496018466,1314.0,0.495972164093502,36.0,0.00036194044626410146,1314.0
C90 2007/5,0.5220082515428046,35.0,0.0003433837671319841,1345.0,0.4990464667312237,35.0,0.0003282792086400996,1345.0
C90 2007/6,0.5203996682124554,34.0,0.00031109192164440033,1370.0,0.5260097891251672,34.0,0.0003144456195846542,1370.0
C90 2007/7,0.5023271965258049,33.0,0.0002733684418045772,1393.0,0.5086492480653705,33.0,0.00027680892719006336,1393.0
C90 2007/8,0.4804755098076277,31.0,0.00022994748147990967,1394.0,0.4912568779401882,31.0,0.00023510726256840395,1394.0
C90 2007/9,0.46790001779941504,29.0,0.00018120574695003444,1448.0,0.5022710790775092,29.0,0.0001945167826316626,1448.0
C90 2008/1,0.505646736391129,31.0,0.00024764623054581006,1378.0,0.5066121091124832,31.0,0.00024811903279747967,1378.0
C90 2008/10,0.5955525532857076,37.0,0.0006093306538589644,1141.0,0.5544143539291244,37.0,0.0005672407227953967,1141.0
C90 2008/11,0.5960221490940126,35.0,0.0005756564868288897,1110.0,0.5506378430278361,35.0,0.0005318229309334673,1110.0
C90 2008/12,0.5858512089170259,30.0,0.00040129038212481763,1127.0,0.5341007627289871,30.0,0.0003658428896389412,1127.0
C90 2008/2,0.5182880893830331,32.0,0.00028294571178532913,1348.0,0.5241890568887034,32.0,0.00028616718934832227,1348.0
C90 2008/3,0.5231056787634408,31.0,0.0002869791961616419,1302.0,0.5161954490087366,31.0,0.00028318819892952414,1302.0
C90 2008/4,0.5313878552667026,30.0,0.0002958767578125,1250.0,0.5356000527568248,30.0,0.000298222109375,1250.0
C90 2008/5,0.5194153809195081,29.0,0.00029733587500053977,1191.0,0.5266414698708821,29.0,0.00030147240148803987,1191.0
C90 2008/6,0.5281541997736151,33.0,0.0003765680758961396,1217.0,0.5125596595532966,33.0,0.0003654493419965183,1217.0
C90 2008/7,0.5395489316998106,34.0,0.0004047350164148636,1223.0,0.5379404214189227,34.0,0.00040352841512869726,1223.0
C90 2008/8,0.5640113544974098,34.0,0.0004350969996246612,1206.0,0.5616352264893884,34.0,0.000433263975947442,1206.0
C90 2008/9,0.5971581770137032,34.0,0.0005101677544546591,1146.0,0.5681310099501449,34.0,0.0004853690910367821,1146.0
C90 2009/10,0.5361135977285879,28.0,0.0002524790737884658,1267.0,0.525241145381221,28.0,0.0002473587658721907,1267.0
C90 2009/11,0.5484372900907325,28.0,0.0002468532041303451,1296.0,0.5266000253182871,28.0,0.00023702418835056644,1296.0
C90 2009/12,0.5317769681490384,26.0,0.00019192778384069588,1342.0,0.5130148080679087,26.0,0.00018515618593383356,1342.0
C90 2009/2,0.5848380954786279,30.0,0.000373605442929935,1167.0,0.516643971410291,30.0,0.0003300417692829248,1167.0
C90 2009/3,0.604190686953965,31.0,0.000359614296875,1250.0,0.5311505717615927,31.0,0.0003161408203125,1250.0
C90 2009/4,0.5912083134506688,33.0,0.00036828368680342084,1302.0,0.5438163063742898,33.0,0.00033876160009724493,1302.0
C90 2009/5,0.5980602387459047,32.0,0.00033539247941428995,1330.0,0.5450894140428112,32.0,0.0003056864145686408,1330.0
C90 2009/6,0.5942533785703952,28.0,0.00027207409904720357,1285.0,0.5675703583571016,28.0,0.0002598574942348673,1285.0
C90 2009/7,0.591245428449408,27.0,0.0002614350533959967,1260.0,0.5599636501736112,27.0,0.00024760297456656274,1260.0
C90 2009/8,0.5821422870342549,26.0,0.00023872123038019233,1259.0,0.563031757061298,26.0,0.000230884505012579,1259.0
C90 2009/9,0.5442144775390625,26.0,0.00022495123127547868,1254.0,0.5240132023737981,26.0,0.00021660102761623332,1254.0
C90 2010/1,0.5186494467914968,24.0,0.0001608797332755509,1334.0,0.5120976765950521,24.0,0.00015884744142947383,1334.0
C90 2010/10,0.4497505961984828,24.0,0.00013909064119229495,1336.0,0.4716560253198596,24.0,0.00014586515179403309,1336.0
C90 2010/11,0.45009850135216345,26.0,0.0001540715630227577,1378.0,0.45246586726262017,26.0,0.00015488192734295676,1378.0
C90 2010/2,0.5205448561448317,26.0,0.00019272575663603595,1325.0,0.4991962139423077,26.0,0.00018482166696333214,1325.0
C90 2010/3,0.48795682466947116,26.0,0.00020862608098536282,1233.0,0.47908128004807693,26.0,0.00020483133932512173,1233.0
C90 2010/4,0.46394934170488,24.0,0.00017038395704614654,1226.0,0.4510178496872169,24.0,0.0001656349067028838,1226.0
C90 2010/5,0.45457566481370193,26.0,0.00019593986549519508,1228.0,0.44366985614483173,26.0,0.00019123903602036933,1228.0
C90 2010/6,0.438681304770172,28.0,0.0002195670445957505,1229.0,0.4416780017671131,28.0,0.00022106693961295907,1229.0
C90 2010/7,0.4323493846948596,24.0,0.00016273674932139567,1211.0,0.4310536039048347,24.0,0.00016224901611055603,1211.0
C90 2010/8,0.4118602310401806,24.0,0.00015199735215014196,1223.0,0.4214823073235111,24.0,0.0001555483872028811,1223.0
C90 2010/9,0.45729759803185094,26.0,0.0001791762945106665,1288.0,0.47898484450120193,26.0,0.00018767369418484363,1288.0
C90 2011/10,0.5220518050655242,31.0,0.000254940232467411,1380.0,0.4719927715998824,31.0,0.00023049426464392492,1380.0
C90 2011/11,0.5293556551627925,29.0,0.0002582998569750541,1290.0,0.49576985777305266,29.0,0.00024191161859967475,1290.0
C90 2011/2,0.48913114107572114,26.0,0.0001765361449197312,1342.0,0.48807659442608176,26.0,0.00017615554024231084,1342.0
C90 2011/3,0.5220122160734953,27.0,0.00019754387264323312,1362.0,0.5188872943236957,27.0,0.00019636131575058834,1362.0
C90 2011/4,0.5416585528661334,28.0,0.00022535521685428952,1348.0,0.5364454965742808,28.0,0.0002231863423393247,1348.0
C90 2011/5,0.5262711999451586,29.0,0.00023138048112221024,1359.0,0.5279471110827817,29.0,0.00023211731248478853,1359.0
C90 2011/6,0.5409252894909633,27.0,0.0001883205481167706,1420.0,0.5244877915776354,27.0,0.0001825979119656318,1420.0
C90 2011/8,0.5460057362788866,35.0,0.0003103180978646452,1447.0,0.5000665231913077,35.0,0.00028420890472705785,1447.0
C90 2011/9,0.531509760374664,31.0,0.00025510309173749294,1392.0,0.47282091366347445,31.0,0.0002269348296232119,1392.0
C90 2012/1,0.5170370017366456,29.0,0.00027660258726318484,1232.0,0.5010553745213401,29.0,0.00026805279407317854,1232.0
C90 2012/10,0.4935173152043269,26.0,0.00023922063148810297,1158.0,0.5312926307091346,26.0,0.0002575313058075664,1158.0
C90 2012/11,0.4959119160970052,25.0,0.00022498839293625945,1150.0,0.5233489990234375,25.0,0.00023743621883861058,1150.0
C90 2012/12,0.5066037385360055,23.0,0.000209939593128084,1105.0,0.5216634396036623,23.0,0.00021618042254618303,1105.0
C90 2012/2,0.49549918339170257,29.0,0.0002595734500502008,1245.0,0.4847446310109106,29.0,0.00025393954315631,1245.0
C90 2012/3,0.4727906726655506,28.0,0.00023096700079038954,1244.0,0.4624689495752728,28.0,0.00022592464787824401,1244.0
C90 2012/4,0.4870045979817708,30.0,0.00025342838991089544,1293.0,0.4855009933997845,30.0,0.00025264594126491835,1293.0
C90 2012/5,0.48596716179418814,28.0,0.00022353867319029492,1282.0,0.5009655826306217,28.0,0.0002304377547688686,1282.0
C90 2012/6,0.4832580218627582,27.0,0.00022570191483840886,1226.0,0.49858332359553065,27.0,0.00023285947827259734,1226.0
C90 2012/7,0.47098803646350035,28.0,0.00024199704871205404,1213.0,0.5032628780950315,28.0,0.000258580095027042,1213.0
C90 2012/8,0.47568472055288463,26.0,0.00021507710996262176,1199.0,0.5075204702524039,26.0,0.00022947139412400416,1199.0
C90 2013/10,0.44787569486177886,26.0,0.00024103242310625364,1099.0,0.4133207820012019,26.0,0.00022243607042946747,1099.0
C90 2013/11,0.4512599020293265,33.0,0.0003679646842446811,1138.0,0.44159640687884705,33.0,0.00036008491268564043,1138.0
C90 2013/2,0.5296169535319011,25.0,0.00028175011093656624,1062.0,0.5346488444010417,25.0,0.0002844270188435856,1062.0
C90 2013/3,0.5314790344238282,25.0,0.0002925744453383473,1044.0,0.542494405110677,25.0,0.0002986383081817705,1044.0
C90 2013/4,0.49748485546393933,29.0,0.00038449275682257586,1025.0,0.4829891561874615,29.0,0.0003732894180361392,1025.0
C90 2013/5,0.5011597007833501,31.0,0.00044189409955402347,1027.0,0.4567636141213038,31.0,0.00040274815723547234,1027.0
C90 2013/6,0.4781227419453283,32.0,0.0004427620341289324,1035.0,0.4391107251567225,32.0,0.0004066352440948155,1035.0
C90 2013/7,0.4902831374957997,31.0,0.0004127855378286764,1051.0,0.4442340809811828,31.0,0.00037401531893643044,1051.0
C90 2013/8,0.4727612199454472,29.0,0.0003416537118153285,1060.0,0.4450748236895782,29.0,0.00032164538700243635,1060.0
C90 2013/9,0.4710347816426918,28.0,0.0002890206110882842,1110.0,0.43478716492022157,28.0,0.0002667795606522908,1110.0
C90 2014/1,0.4544439917212134,37.0,0.00040403757433883354,1224.0,0.45941986908783783,37.0,0.0004084615329740965,1224.0
C90 2014/10,0.4852085764815168,41.0,0.00046440086900857816,1309.0,0.5501020478039254,41.0,0.000526511445646866,1309.0
C90 2014/11,0.4970800268041479,37.0,0.00030227839467819806,1480.0,0.5386001999313766,37.0,0.00032752714860691826,1480.0
C90 2014/12,0.5045479910714286,35.0,0.0002661396475250044,1502.0,0.5507756080948004,35.0,0.0002905238526318271,1502.0
C90 2014/2,0.4679756360176282,40.0,0.00046797533603343847,1249.0,0.4814998528896234,40.0,0.0004814995442360694,1249.0
C90 2014/3,0.466919583310649,42.0,0.0004518180503793854,1334.0,0.48660685930241,42.0,0.0004708685827918593,1334.0
C90 2014/4,0.47670115312166605,38.0,0.000402765351414616,1290.0,0.5412540354396337,38.0,0.00045730615577677125,1290.0
C90 2014/5,0.4555480472625248,36.0,0.00036097286907775023,1261.0,0.5344199528769841,36.0,0.00042347037780458217,1261.0
C90 2014/6,0.46423278295693277,35.0,0.00035074809080411424,1255.0,0.5410619399126838,35.0,0.00040879586577742815,1255.0
C90 2014/7,0.4768419452742034,34.0,0.00031415666980675927,1305.0,0.5553321226395388,34.0,0.0003658681708146166,1305.0
C90 2014/8,0.4814266942128414,35.0,0.0003219329799755002,1334.0,0.5561167484571954,35.0,0.0003718786768520139,1334.0
C90 2015/1,0.49760029255842964,35.0,0.00026493857927518987,1495.0,0.5444998604910715,35.0,0.00028990943456309214,1495.0
C90 2015/10,0.5242238275685541,27.0,0.0002105673147737949,1322.0,0.5649731410534633,27.0,0.00022693527263483059,1322.0
C90 2015/11,0.5243823286415874,24.0,0.00021811330943931768,1152.0,0.5829288648522418,24.0,0.0002424653481554102,1152.0
C90 2015/12,0.5147170003255208,25.0,0.00022911594981850754,1161.0,0.5816816711425781,25.0,0.00025892393002672034,1161.0
C90 2015/2,0.4946454571139428,32.0,0.00022191351880251182,1487.0,0.5301526592623803,32.0,0.00023784316711580221,1487.0
C90 2015/3,0.4925257891073994,30.0,0.00021370846326658084,1416.0,0.5304115733881106,30.0,0.00023014722224599026,1416.0
C90 2015/4,0.5086024450877357,28.0,0.00017915337324200776,1465.0,0.5293981562215815,28.0,0.0001864785873352121,1465.0
C90 2015/5,0.5165724231350807,31.0,0.0002217167717297271,1472.0,0.5525390625,31.0,0.00023715392402980638,1472.0
C90 2015/6,0.514405281313004,32.0,0.0002474618247950144,1436.0,0.5512492272161669,32.0,0.0002651861181043159,1436.0
C90 2015/7,0.5038886792732008,34.0,0.0003034325420411015,1365.0,0.5373695087942848,34.0,0.00032359408491577105,1365.0
C90 2015/8,0.5019238351405352,30.0,0.0002347082372508544,1364.0,0.5259660041195223,30.0,0.00024595076989361136,1364.0
C90 2015/9,0.5298707708349368,29.0,0.00023713234773304627,1347.0,0.5619354248046875,29.0,0.00025148219885450646,1347.0
C90 2016/1,0.5136553485576923,26.0,0.00023147236903087282,1201.0,0.5978290264423077,26.0,0.0002694041859285317,1201.0
C90 2016/11,0.4610798905535442,41.0,0.00047554306905437543,1261.0,0.5062314661537729,41.0,0.0005221109616766193,1261.0
C90 2016/12,0.4583519486441464,39.0,0.0004446418579944079,1236.0,0.5004691717273954,39.0,0.0004854992829070705,1236.0
C90 2016/2,0.5003497708228326,31.0,0.0003209990003319737,1204.0,0.5859913159442204,31.0,0.0003759422659712124,1204.0
C90 2016/3,0.5063573391892269,34.0,0.00039191960806883515,1204.0,0.5886791861631016,34.0,0.0004556365595267988,1204.0
C90 2016/4,0.49165455651661705,36.0,0.00045254199810865474,1170.0,0.5686793251643105,36.0,0.0005234392210585369,1170.0
C90 2016/5,0.4985886776086056,33.0,0.00035842730802174047,1212.0,0.560424111106179,33.0,0.0004028797975471665,1212.0
C90 2016/6,0.5010513141591062,31.0,0.0002879989679551644,1272.0,0.5631404097362231,31.0,0.0003236871199311535,1272.0
C90 2016/7,0.5103098067026289,36.0,0.00038459834377704713,1293.0,0.5462894500248016,36.0,0.0004117146387211106,1293.0
C90 2016/9,0.4915744357638889,36.0,0.0003822108638984554,1273.0,0.5353031218998016,36.0,0.000416210961725307,1273.0
C90 2017/1,0.4687171816656294,38.0,0.00045917957128176553,1198.0,0.5004936207409095,38.0,0.0004903094129905705,1198.0
