,d2v_cos_sim_replace,d2v_num_comp_replace,d2v_cos_sim_other_tracon_replace,d2v_num_comp_other_tracon_replace,d2v_cos_sim,d2v_num_comp,d2v_cos_sim_other_tracon,d2v_num_comp_other_tracon
A80 2006/5,0.48108834931344696,34.0,0.00018787902226040062,1695.0,0.47348985315006686,34.0,0.00018491158804200277,1695.0
A80 2006/6,0.4791180951459272,37.0,0.00022937955489363006,1668.0,0.4798969807209553,37.0,0.00022975244923496903,1668.0
A80 2006/7,0.48715016394652494,39.0,0.0003260657585815331,1488.0,0.48568433177294196,39.0,0.0003250846285009015,1488.0
A80 2006/8,0.4972209832607171,40.0,0.0003745867907297597,1439.0,0.48597826835436697,40.0,0.0003661169701919344,1439.0
A80 2006/9,0.4939639069313227,44.0,0.00047411329449135076,1404.0,0.4703462693454347,44.0,0.00045144476384199525,1404.0
A80 2007/1,0.4731832051778341,37.0,0.00036173096263594757,1320.0,0.4562372431024775,37.0,0.0003487764048510675,1320.0
A80 2007/10,0.41531003696445873,43.0,0.00037145141504050903,1421.0,0.42593870448115656,43.0,0.00038095764710253444,1421.0
A80 2007/11,0.41976002863639794,46.0,0.00042670082254750766,1427.0,0.4175710484601449,46.0,0.00042447564726156726,1427.0
A80 2007/12,0.41010288109525966,46.0,0.00041224876536910125,1435.0,0.415846908495622,46.0,0.00041802284868624725,1435.0
A80 2007/2,0.4579763068411771,47.0,0.0005849841607033347,1301.0,0.43624429058741904,47.0,0.0005572253332297452,1301.0
A80 2007/3,0.4297963908133517,54.0,0.0007507795840501785,1280.0,0.4383967177672956,54.0,0.0007658028602600098,1280.0
A80 2007/4,0.42521717829335015,55.0,0.0007530567639309194,1295.0,0.438090047611532,55.0,0.0007758545289463484,1295.0
A80 2007/5,0.43005976645209465,58.0,0.0008135209728364081,1322.0,0.4398815157337039,58.0,0.0008321002486808972,1322.0
A80 2007/6,0.41656553853566125,54.0,0.0006541621790337791,1350.0,0.4190710082410683,54.0,0.000658096694423011,1350.0
A80 2007/7,0.41172951211734693,50.0,0.0005327717815624049,1376.0,0.41257956991390304,50.0,0.0005338717435359182,1376.0
A80 2007/8,0.4090865114901928,48.0,0.0004867280495798941,1377.0,0.4088393948602338,48.0,0.0004864340320751845,1377.0
A80 2007/9,0.41607356323500266,44.0,0.0003833530063421937,1433.0,0.4310663719257895,44.0,0.0003971667613917551,1433.0
A80 2008/1,0.414796405816431,44.0,0.00042120237749315704,1365.0,0.4187420770431422,44.0,0.00042520898429638127,1365.0
A80 2008/10,0.4863616297484706,28.0,0.00027802600536094044,1150.0,0.44790100420593587,28.0,0.0002560401959770794,1150.0
A80 2008/11,0.4966582782451923,26.0,0.0002578165913643493,1119.0,0.458758544921875,26.0,0.00023814274218668266,1119.0
A80 2008/12,0.5046610514322917,25.0,0.0002362969874603371,1132.0,0.4555125427246094,25.0,0.0002132842257010682,1132.0
A80 2008/2,0.4192267620202267,33.0,0.00024399320147406643,1347.0,0.4292275688864968,33.0,0.00024981374802712103,1347.0
A80 2008/3,0.4790088714115203,28.0,0.00021263968925124962,1305.0,0.42487440159711887,28.0,0.00018860853340815423,1305.0
A80 2008/4,0.49238788311298076,26.0,0.00020352869161486273,1254.0,0.42683204064002406,26.0,0.00017643116280916419,1254.0
A80 2008/5,0.4861060732886905,21.0,0.00014201753531143204,1199.0,0.43046112060546876,21.0,0.00012576067396607047,1199.0
A80 2008/6,0.5339927508201434,22.0,0.00016359898439168203,1228.0,0.47604218189850517,22.0,0.0001458447092522927,1228.0
A80 2008/7,0.5196864915930707,24.0,0.0001886923758307631,1233.0,0.4745236825251925,24.0,0.0001722942629683608,1233.0
A80 2008/8,0.5184797204059103,24.0,0.00019355469133054782,1216.0,0.4789384482563406,24.0,0.0001787934607085759,1216.0
A80 2008/9,0.47882054646809896,25.0,0.000215357529192376,1155.0,0.43699055989583335,25.0,0.0001965437948595416,1155.0
A80 2009/10,0.475828366401868,13.0,4.516467368817943e-05,1282.0,0.41112914452186,13.0,3.9023553380060256e-05,1282.0
A80 2009/11,0.47980548173953325,13.0,4.354962507083301e-05,1311.0,0.45345296615209335,13.0,4.115773457107149e-05,1311.0
A80 2009/2,0.49743138631184897,25.0,0.00021728473234043885,1172.0,0.4471876525878906,25.0,0.00019533759242444174,1172.0
A80 2009/3,0.5021763392857143,21.0,0.00013285088340891913,1260.0,0.4761018298921131,21.0,0.00012595286505082356,1260.0
A80 2009/4,0.4938745870218649,22.0,0.00013235160214835741,1313.0,0.45398953260281383,22.0,0.00012166295569264877,1313.0
A80 2009/6,0.46394380268297697,20.0,0.00010545129674960552,1293.0,0.4288285104851974,20.0,9.746982770834866e-05,1293.0
A80 2009/7,0.4842420590469261,18.0,9.201543633282188e-05,1269.0,0.43071183348013686,18.0,8.184364937111733e-05,1269.0
A80 2009/8,0.47478591694551353,17.0,8.032083698786663e-05,1268.0,0.42314809911391316,17.0,7.158512558525335e-05,1268.0
A80 2009/9,0.49909142886891084,17.0,8.510249926643744e-05,1263.0,0.44895082361557903,17.0,7.655278156949984e-05,1263.0
A80 2010/1,0.5006489031242601,12.0,3.647682926706081e-05,1346.0,0.4499026789809718,12.0,3.2779504969591416e-05,1346.0
A80 2010/11,0.54700081021178,18.0,8.713305385581474e-05,1386.0,0.4225103340896906,18.0,6.730267123484136e-05,1386.0
A80 2010/12,0.512439810352408,22.0,0.0001318485143588842,1340.0,0.4565944919338474,22.0,0.0001174797590072608,1340.0
A80 2010/3,0.4851772423946496,12.0,4.118522529200394e-05,1247.0,0.4219229727080374,12.0,3.581576209363479e-05,1247.0
A80 2010/4,0.5198200572620738,11.0,3.724801256632417e-05,1239.0,0.48716333562677555,11.0,3.490797593085191e-05,1239.0
A80 2010/5,0.5138240467418324,11.0,3.658178164032439e-05,1243.0,0.5076685818758878,11.0,3.614354237719817e-05,1243.0
A80 2010/7,0.5034969525459485,13.0,5.259918715875076e-05,1222.0,0.4401239248422476,13.0,4.5978750375273974e-05,1222.0
A80 2010/9,0.5544239924504206,13.0,5.10989552896788e-05,1301.0,0.4553737151317107,13.0,4.1969902865794644e-05,1301.0
A80 2011/10,0.4264784618090558,31.0,0.0002082676798374406,1380.0,0.44861561764952956,31.0,0.00021907820017541614,1380.0
A80 2011/11,0.4024208420973558,26.0,0.00015645763903515285,1293.0,0.4585774113581731,26.0,0.00017829081297582048,1293.0
A80 2011/12,0.4111849103655134,21.0,0.00010724158269699504,1269.0,0.4323982602074033,21.0,0.00011277425949033128,1269.0
A80 2011/2,0.5204812754755435,23.0,0.00014558313201344647,1345.0,0.4648416994117465,23.0,0.00013002025947808556,1345.0
