,d2v_cos_sim_replace,d2v_num_comp_replace,d2v_cos_sim_other_tracon_replace,d2v_num_comp_other_tracon_replace,d2v_cos_sim,d2v_num_comp,d2v_cos_sim_other_tracon,d2v_num_comp_other_tracon
08A 1996/7,,0.0,8.165506620380832e-05,660.0,,0.0,7.91005589088461e-05,660.0
13KK 1997/5,,0.0,5.533808848116078e-05,620.0,,0.0,4.548946602907687e-05,620.0
1B9 1993/3,,0.0,2.637321259038796e-05,574.0,,0.0,2.7726758822997183e-05,574.0
2DT 1991/12,,0.0,2.0993332936040344e-06,770.0,,0.0,2.9671387198723714e-06,770.0
73J 1989/3,,0.0,3.3794212552035567e-06,558.0,,0.0,4.183117234371951e-06,558.0
A11 1999/12,0.3806419372558594,4.0,1.5045086304295152e-05,551.0,0.38474178314208984,4.0,1.5207135015052908e-05,551.0
A11 1999/2,0.47277078628540037,5.0,1.4062188765181451e-05,820.0,0.6509151458740234,5.0,1.936095020446233e-05,820.0
A11 1999/3,0.5341585477193197,3.0,7.034186636633016e-06,675.0,0.6151378949483236,3.0,8.100581332652821e-06,675.0
A11 1999/4,0.5926668802897136,6.0,2.4040030298392925e-05,860.0,0.498971430460612,6.0,2.0239511781798754e-05,860.0
A11 1999/5,0.5833464622497558,5.0,1.6224258584286998e-05,848.0,0.5607469558715821,5.0,1.5595712327329065e-05,848.0
A11 1999/7,0.8505189418792725,2.0,3.6571707410465703e-06,682.0,0.688517689704895,2.0,2.960576920154174e-06,682.0
A11 1999/8,,1.0,0.00016713426554033456,612.0,,1.0,0.00019137296831853783,612.0
A11 1999/9,,1.0,0.000986966383705067,552.0,,1.0,0.0012095486809791224,552.0
A11 2000/1,0.6774522463480631,3.0,1.532552918498776e-05,515.0,0.6717241605122884,3.0,1.5195946698364522e-05,515.0
A11 2000/11,0.5403077006340027,2.0,2.3647093091716095e-06,676.0,0.5536758899688721,2.0,2.4232164926336264e-06,676.0
A11 2000/12,,1.0,0.00019669046207350128,672.0,,1.0,0.00018525251996219833,672.0
A11 2000/2,0.3593772888183594,5.0,2.4924821240726943e-05,537.0,0.52639799118042,5.0,3.650863936001581e-05,537.0
A11 2000/4,0.4465199425106957,7.0,4.535949436435744e-05,643.0,0.5241428556896391,7.0,5.324477732190631e-05,643.0
A11 2000/5,0.5737168312072753,5.0,2.9753933384016502e-05,621.0,0.6565237045288086,5.0,3.404843906787964e-05,621.0
A11 2000/6,0.5515707015991211,6.0,4.3325690577113854e-05,618.0,0.5745491027832031,6.0,4.513063615665969e-05,618.0
A11 2000/7,0.5123772621154785,4.0,2.2478520176601904e-05,523.0,0.5146198272705078,4.0,2.2576903828281805e-05,523.0
A11 2000/8,0.5019598484039307,5.0,3.573939824876687e-05,530.0,0.49903049468994143,5.0,3.553082909860744e-05,530.0
A11 2000/9,0.6682701110839844,3.0,1.471506828475766e-05,522.0,0.6852084000905355,3.0,1.508804333664807e-05,522.0
A11 2001/1,,0.0,9.448450261450263e-05,683.0,,0.0,0.00012152793398552304,683.0
A11 2001/11,0.7561705907185873,3.0,8.130735425972562e-06,747.0,0.537964661916097,3.0,5.784472959211378e-06,747.0
A11 2001/12,0.6204538345336914,2.0,3.0581628194055803e-06,637.0,0.4748791456222534,2.0,2.340637878311322e-06,637.0
A11 2001/5,0.5760288238525391,5.0,1.6405375449346356e-05,838.0,0.5390053749084472,5.0,1.5350942832076806e-05,838.0
A11 2001/8,,1.0,0.00012379027182255164,573.0,,1.0,0.0001131270840354266,573.0
A11 2002/1,,1.0,7.373229050830074e-05,605.0,,1.0,6.345577069330668e-05,605.0
A11 2002/12,,0.0,0.0007914895535218285,709.0,,0.0,0.0008368972614738211,709.0
A11 2002/3,,0.0,0.00015725952093483878,476.0,,0.0,0.00014846141910276864,476.0
A11 2002/8,,1.0,0.00020713385574515494,377.0,,1.0,0.00020768033852506184,377.0
A11 2002/9,,1.0,0.00010965350566929154,392.0,,1.0,0.00010982278683244164,392.0
A11 2003/10,0.6063546339670817,4.0,1.5643689871098848e-05,682.0,0.6456654866536459,4.0,1.6657893034639686e-05,682.0
A11 2003/11,0.5919808149337769,3.0,1.1407500191424381e-05,558.0,0.7185978889465332,3.0,1.3847417600233808e-05,558.0
A11 2003/12,0.7940211296081543,3.0,1.5635261688881426e-05,552.0,0.6512690385182699,3.0,1.2824295812032724e-05,552.0
A11 2003/6,0.5343315998713175,3.0,5.034499782080366e-06,798.0,0.589409073193868,3.0,5.5534425650014884e-06,798.0
A11 2003/7,0.401043176651001,3.0,6.3208000754053985e-06,617.0,0.5862551132837931,3.0,9.239906274420219e-06,617.0
A11 2003/8,0.4094751278559367,3.0,5.23597584769699e-06,685.0,0.49269723892211914,3.0,6.300140515813767e-06,685.0
A11 2004/1,,1.0,0.00011608859279337543,430.0,,1.0,0.00011044123161154995,430.0
A11 2004/12,,0.0,0.002306454306292199,193.0,,0.0,0.002323227135580611,193.0
A11 2004/3,,1.0,0.000341850967513177,445.0,,1.0,0.0003619754628962962,445.0
A11 2004/5,,1.0,0.00010439534329589569,365.0,,1.0,0.00011334907988442514,365.0
A11 2004/7,,0.0,0.0005059178365238566,445.0,,0.0,0.0005014755081429112,445.0
A11 2005/11,0.48965631212506977,8.0,0.0004643728679402514,243.0,0.5341104779924665,8.0,0.0005065316392754851,243.0
A11 2005/4,,0.0,0.013650140888317917,163.0,,0.0,0.013944662107684237,163.0
A11 2006/1,0.4664769853864397,7.0,0.0001866334532295998,324.0,0.49572095416841055,7.0,0.00019833371508795575,324.0
A11 2006/10,0.6035912036895752,2.0,7.97762641919595e-06,389.0,0.7563049793243408,2.0,9.996034645876526e-06,389.0
A11 2006/12,0.3935821056365967,2.0,5.5678772300333395e-06,376.0,0.4042397737503052,2.0,5.7186477726107004e-06,376.0
A11 2006/2,,1.0,0.0027608176705917874,345.0,,1.0,0.002749336241073304,345.0
A11 2006/4,,1.0,8.271194196225421e-05,529.0,,1.0,8.065588555441695e-05,529.0
A11 2006/7,,1.0,0.010388673151943095,439.0,,1.0,0.010951898800192376,439.0
A11 2007/2,0.5909867286682129,2.0,8.823594742575367e-06,366.0,0.4483516812324524,2.0,6.694014172302135e-06,366.0
A11 2007/3,0.22256594896316528,2.0,4.543599484799585e-06,313.0,0.23321008682250977,2.0,4.760895524553885e-06,313.0
A11 2007/5,0.4669135808944702,2.0,1.0104604849689885e-05,304.0,0.4542034864425659,2.0,9.829542210062454e-06,304.0
A11 2007/6,0.5581032037734985,2.0,1.2402293417188857e-05,300.0,0.3091509938240051,2.0,6.8700220849778914e-06,300.0
A11 2007/7,,1.0,1.2561882477113483e-05,295.0,,1.0,1.08310389333811e-05,295.0
A11 2007/9,,0.0,6.02583731374433e-05,310.0,,0.0,6.23316968268832e-05,310.0
A11 2008/11,0.47878630956013996,3.0,4.0296789930576105e-05,267.0,0.45432138442993164,3.0,3.823771278289203e-05,267.0
A11 2008/12,0.36138391494750977,2.0,1.0942903448879159e-05,257.0,0.6805539727210999,2.0,2.060754811491771e-05,257.0
A11 2008/6,0.31533034642537433,4.0,2.7491547991546795e-05,371.0,0.4100041389465332,4.0,3.5745523988916083e-05,371.0
A11 2008/7,0.37322696050008136,3.0,2.0439406020394923e-05,331.0,0.42212216059366864,3.0,2.3117103381331056e-05,331.0
A11 2008/8,0.5552866458892822,2.0,8.713864304769472e-06,357.0,0.7555583119392395,2.0,1.185663774434071e-05,357.0
A11 2009/1,,0.0,9.784205959817361e-05,245.0,,0.0,8.944027228238233e-05,245.0
A11 2009/6,,0.0,0.0005122988956392981,305.0,,0.0,0.0005422236732948343,305.0
A11 2010/1,0.23566806316375732,2.0,2.9905406818615347e-06,397.0,0.7310669422149658,2.0,9.276969490510894e-06,397.0
A11 2010/11,,0.0,0.00045283179112022375,349.0,,0.0,0.0004406089499903403,349.0
A11 2010/4,0.2040083408355713,2.0,4.034815490597114e-06,318.0,0.5051150321960449,2.0,9.990012898936848e-06,318.0
A11 2010/7,,1.0,1.3585017281919014e-05,262.0,,1.0,7.393685096308149e-06,262.0
A11 2010/9,,1.0,0.00020885723828768826,378.0,,1.0,0.00019986200785170356,378.0
A11 2011/11,,1.0,3.515432278315226e-05,312.0,,1.0,3.320054150505492e-05,312.0
A11 2011/3,0.6619718869527181,3.0,3.6694333216769144e-05,329.0,0.6519643465677897,3.0,3.6139596635348326e-05,329.0
A11 2011/4,0.615201473236084,2.0,1.3401768306725572e-05,303.0,0.6193186044692993,2.0,1.3491457361899145e-05,303.0
A11 2011/5,,1.0,0.0005497455107238253,286.0,,1.0,0.0005958441376563675,286.0
A11 2011/6,,0.0,0.001656613971198024,329.0,,0.0,0.0017841117893354008,329.0
A11 2012/1,,0.0,0.0011125528699207515,296.0,,0.0,0.0010243014230442535,296.0
