,d2v_cos_sim_replace,d2v_num_comp_replace,d2v_cos_sim_other_tracon_replace,d2v_num_comp_other_tracon_replace,d2v_cos_sim,d2v_num_comp,d2v_cos_sim_other_tracon,d2v_num_comp_other_tracon
A80 2007/11,,1.0,0.00011734126342667473,96.0,,1.0,-9.879050776362419e-05,96.0
A80 2007/12,0.8597230911254883,2.0,7.345235517326569e-05,153.0,0.8670731782913208,2.0,7.408032622421468e-05,153.0
A80 2007/2,0.46061110496520996,4.0,0.0002424162650577834,151.0,0.4918694496154785,4.0,0.0002588673038632403,151.0
A80 2007/3,0.5180115103721619,2.0,9.578615206585834e-05,104.0,0.3289244771003723,2.0,6.0821833783352866e-05,104.0
A80 2007/4,0.39497900009155273,2.0,7.165151929098463e-05,105.0,0.26147472858428955,2.0,4.743305733955366e-05,105.0
A80 2007/5,0.46485894521077475,6.0,0.0015132127122746573,96.0,0.5015754699707031,6.0,0.0016327326496442158,96.0
A80 2007/6,0.44395885467529295,5.0,0.000870422222674822,101.0,0.49600515365600584,5.0,0.0009724637852289107,101.0
A80 2007/7,0.6389411290486654,3.0,0.0004247808060157332,95.0,0.4664595127105713,3.0,0.00031011158739760973,95.0
A80 2007/8,0.3886111577351888,6.0,0.001377402496698448,92.0,0.32401746114095054,6.0,0.0011484550843842765,92.0
A80 2007/9,0.42725110054016113,2.0,8.897357362352377e-05,98.0,0.3204888105392456,2.0,6.674069357335394e-05,98.0
A80 2008/1,0.4155699412027995,13.0,0.006750198961644806,98.0,0.3906507247533554,13.0,0.006345430347930387,98.0
A80 2008/10,0.4570930004119873,4.0,0.00039393249101866187,118.0,0.26105135679244995,4.0,0.00022497962377976153,118.0
A80 2008/11,,1.0,0.00011029377711947853,104.0,,1.0,0.00012678269451186502,104.0
A80 2008/12,,0.0,0.00019107811128060104,83.0,,0.0,0.00011049237197984509,83.0
A80 2008/2,0.36342898282137787,11.0,0.002365514089369915,130.0,0.47452722029252487,11.0,0.0030886387119631797,130.0
A80 2008/3,0.35837221145629883,3.0,0.00015184190867437278,119.0,0.6308811902999878,3.0,0.0002673036608855255,119.0
A80 2008/4,0.5089833736419678,5.0,0.0005842325225458766,132.0,0.37362425327301024,5.0,0.00042886163139693555,132.0
A80 2008/5,0.07590186595916748,2.0,9.872771326634689e-06,124.0,-0.049919724464416504,2.0,-6.493200372582792e-06,124.0
A80 2008/6,,1.0,0.005606975859337461,127.0,,1.0,0.005265390047381658,127.0
A80 2008/7,,1.0,0.0008939539806710349,96.0,,1.0,0.0007021038068665399,96.0
A80 2008/8,0.8421515226364136,2.0,7.689477014576457e-05,148.0,0.7992339134216309,2.0,7.297606952352363e-05,148.0
A80 2008/9,,1.0,0.008615275084359894,86.0,,1.0,0.009091383963420366,86.0
A80 2009/10,0.3889365792274475,2.0,0.00010277092858434338,87.0,0.3258366584777832,2.0,8.609767696598843e-05,87.0
A80 2009/11,,0.0,5.6824688323098474e-05,117.0,,0.0,4.76056188878345e-05,117.0
A80 2009/2,0.5134455998738606,6.0,0.001989071280503076,88.0,0.4810120264689128,6.0,0.0018634246893165524,88.0
A80 2009/3,,1.0,0.007465946633098034,68.0,,1.0,0.007851793691773728,68.0
A80 2009/4,,0.0,0.0027075323734421777,77.0,,0.0,0.0023226317355676614,77.0
A80 2009/6,0.503657341003418,3.0,0.00017343572348602548,132.0,0.47865017255147296,3.0,0.00016482443958384057,132.0
A80 2009/7,,1.0,0.0002975603686447156,79.0,,1.0,0.00029465144040817217,79.0
A80 2009/8,0.19849562644958496,3.0,0.00015734889135916367,87.0,0.08748964468638103,3.0,6.935366205816965e-05,87.0
A80 2009/9,0.505244255065918,4.0,0.0009240864290185971,81.0,0.5022708972295126,4.0,0.0009186481888056928,81.0
A80 2010/1,,0.0,0.0019119338957481909,98.0,,0.0,0.0018286341580188755,98.0
A80 2010/11,,1.0,0.00018449816852807998,160.0,,1.0,0.00013191739097237587,160.0
A80 2010/12,,0.0,0.0007206372214321478,97.0,,0.0,0.0007543354032396674,97.0
A80 2010/3,0.4599810242652893,2.0,6.283464575715993e-05,121.0,-0.11596846580505371,2.0,-1.5841604508579156e-05,121.0
A80 2010/4,,1.0,0.002314501135027232,103.0,,1.0,0.002324616429223474,103.0
A80 2010/5,,0.0,0.000440247725874006,107.0,,0.0,0.00036164127236235576,107.0
A80 2010/7,,0.0,0.0012171069389107507,78.0,,0.0,0.0009757757657143256,78.0
A80 2010/9,,0.0,0.0012042144775390624,100.0,,0.0,0.0011719871520996094,100.0
A80 2011/10,0.5098566055297852,6.0,0.0006285214565209383,156.0,0.3338949203491211,6.0,0.0004116061641384629,156.0
A80 2011/11,0.4375442028045654,5.0,0.000673352112657072,114.0,0.5612000465393067,5.0,0.0008636504255760336,114.0
A80 2011/12,,0.0,0.00012088403365670595,106.0,,0.0,0.00015032813403902635,106.0
A80 2011/2,,1.0,2.9326145211718074e-05,85.0,,1.0,1.530388234808371e-05,85.0
A80 2011/3,,1.0,0.0004935740715037013,113.0,,1.0,0.0003696305421872094,113.0
A80 2011/4,,1.0,0.00023379814407171375,107.0,,1.0,0.00029449369597303804,107.0
A80 2011/5,,1.0,0.0005004975683570119,109.0,,1.0,0.0003907767402514716,109.0
A80 2011/6,0.37834030389785767,2.0,0.00010473087997172531,85.0,0.10462784767150879,2.0,2.8962725999033574e-05,85.0
A80 2011/7,,1.0,0.0007821857109016849,89.0,,1.0,0.0007352359426426415,89.0
A80 2011/8,0.892432689666748,2.0,7.932735019259982e-05,150.0,0.9087100028991699,2.0,8.077422247992622e-05,150.0
A80 2011/9,,1.0,0.0059373911382468786,145.0,,1.0,0.005918847627220199,145.0
A80 2012/10,,1.0,0.00024743526829713733,69.0,,1.0,0.0002658516137295975,69.0
A80 2012/11,,0.0,0.00011570686175499433,90.0,,0.0,0.00015428481278596101,90.0
A80 2012/2,,0.0,0.0019386433776221075,107.0,,0.0,0.002201112641737611,107.0
A80 2012/4,,0.0,6.090238690376282e-05,120.0,,0.0,5.89391506380505e-05,120.0
A80 2012/6,,1.0,0.007516925048828125,100.0,,1.0,0.007385134887695313,100.0
A80 2012/7,0.3469111919403076,2.0,5.839764193928249e-05,109.0,0.6962780952453613,2.0,0.0001172086685035538,109.0
A80 2012/8,,0.0,0.006642665679998681,93.0,,0.0,0.006968609045414391,93.0
A80 2013/1,,1.0,0.008304119873046875,100.0,,1.0,0.007620101928710938,100.0
A80 2013/10,0.5658831596374512,2.0,0.0003251267794527154,59.0,0.7417159080505371,2.0,0.0004261510531746838,59.0
A80 2013/11,,1.0,0.0015703980344223057,42.0,,1.0,0.0016282053491155576,42.0
A80 2013/12,,1.0,0.00029557608416871895,62.0,,1.0,0.00014909199447711227,62.0
A80 2013/2,0.29024362564086914,3.0,0.00016738386715159695,102.0,0.3514935572942098,3.0,0.00020270678044648777,102.0
A80 2013/3,0.5586896737416586,4.0,0.00030607542389060914,148.0,0.6330779393513998,4.0,0.0003468286738594228,148.0
A80 2013/4,0.697185754776001,2.0,0.0001264736063085716,105.0,0.7918437719345093,2.0,0.0001436451286956026,105.0
A80 2013/5,,1.0,3.414349106648614e-05,111.0,,1.0,7.575758574951508e-05,111.0
A80 2013/6,0.5110592444737753,4.0,0.0008488181223093845,85.0,0.5584909915924072,4.0,0.0009275974946863511,85.0
A80 2013/7,,1.0,0.0009942214485745239,94.0,,1.0,0.0011504817840037383,94.0
A80 2013/8,,1.0,0.002609689043531279,79.0,,1.0,0.0022922626502084875,79.0
A80 2013/9,0.43969019254048664,3.0,0.0002486701060649373,103.0,0.5870252052942911,3.0,0.0003319965342412807,103.0
A80 2014/1,,1.0,0.00010969191873514265,73.0,,1.0,0.00015109536973950026,73.0
A80 2014/10,,1.0,0.0005200134557776283,106.0,,1.0,0.000686887745841961,106.0
A80 2014/11,0.3039944569269816,3.0,0.00019385341073035282,97.0,0.4171159267425537,3.0,0.00026598953772508473,97.0
A80 2014/12,0.5022213459014893,2.0,0.00011367617607548422,94.0,0.5286366939544678,2.0,0.0001196552046071679,94.0
A80 2014/2,,1.0,0.0007346257317575524,86.0,,1.0,0.0008156734779114463,86.0
A80 2014/3,0.7045241196950277,4.0,0.00047794049614677665,133.0,0.5666658083597819,4.0,0.0003844191135913496,133.0
A80 2014/4,0.7137119770050049,2.0,0.00012014341839996716,109.0,0.8344659805297852,2.0,0.0001404706641746966,109.0
A80 2014/5,0.4987318515777588,2.0,7.043737752669428e-05,119.0,0.29997730255126953,2.0,4.236668350416913e-05,119.0
A80 2014/6,0.3733820915222168,2.0,7.17766419688998e-05,102.0,0.3038520812988281,2.0,5.8410626931723974e-05,102.0
A80 2014/7,0.47832659880320233,4.0,0.0005976592238274082,98.0,0.35276254018147785,4.0,0.0004407695212596558,98.0
A80 2014/8,0.3207209587097168,5.0,0.0004171708620053548,124.0,0.3113903522491455,5.0,0.00040503427711907587,124.0
A80 2014/9,0.5080359776814779,3.0,0.0003763229464307243,90.0,0.4609471956888835,3.0,0.0003414423671769507,90.0
A80 2015/1,,1.0,0.01227948245155193,101.0,,1.0,0.011210409896816181,101.0
A80 2015/10,0.49158218928745817,8.0,0.0003890638617233543,266.0,0.46796049390520367,8.0,0.0003703684162288909,266.0
A80 2015/11,0.43999977906545,3.0,0.0001928554806335525,117.0,0.4036235809326172,3.0,0.00017691149723103974,117.0
A80 2015/12,,1.0,0.00892914523763105,88.0,,1.0,0.008913317987741518,88.0
A80 2015/2,0.5527584893362862,8.0,0.0011233297794611711,166.0,0.5528153010777065,8.0,0.001123445233718666,166.0
A80 2015/3,0.6255871454874674,4.0,0.0010390374734739944,85.0,0.5133285522460938,4.0,0.0008525872148032006,85.0
A80 2015/4,,1.0,0.0017134356701188774,79.0,,1.0,0.001581266739681313,79.0
A80 2015/5,0.6411609649658203,6.0,0.0016490765559820481,108.0,0.6291486104329427,6.0,0.0016181805823892558,108.0
A80 2015/6,0.5502428327287946,7.0,0.0010841714662511435,146.0,0.5553436279296875,7.0,0.0010942218227175302,146.0
A80 2015/7,0.5716308355331421,4.0,0.00041867492836900055,128.0,0.6124649445215861,4.0,0.00044858272303827107,128.0
