,airport_code,airport_name,year,month,ntsb_accidents,ntsb_incidents,faa_incidents,dataset,tracon_month,pos_nonword_ct,pos_nonword_unique_ct,casa_ct,casa_unique_ct,faa_ct,faa_unique_ct,iata_iaco_ct,iata_iaco_unique_ct,nasa_ct,nasa_unique_ct,hand_ct,hand_unique_ct,tracon,Achieve_count,Adj_count,Adverb_count,Affect_count,Affiliation_count,Anger_count,Anx_count,Article_count,Assent_count,Auxverb_count,Bio_count,Body_count,Cause_count,Certain_count,CogProc_count,Compare_count,Conj_count,Death_count,Differ_count,Discrep_count,Drives_count,Family_count,Feel_count,Female_count,Filler_count,FocusFuture_count,FocusPast_count,FocusPresent_count,Friend_count,Function_count,Health_count,Hear_count,Home_count,I_count,Informal_count,Ingest_count,Insight_count,Interrog_count,Ipron_count,Leisure_count,Male_count,Money_count,Motion_count,Negate_count,Negemo_count,Netspeak_count,Nonflu_count,Number_count,Percept_count,Posemo_count,Power_count,Ppron_count,Prep_count,Pronoun_count,Quant_count,Relativ_count,Relig_count,Reward_count,Risk_count,Sad_count,See_count,Sexual_count,SheHe_count,Social_count,Space_count,Swear_count,Tentat_count,They_count,Time_count,Verb_count,We_count,Work_count,You_count,d2v_cos_sim
2840,IAD,Washington Dulles Intl,2002,10,0.0,0.0,1.0,faa,IAD 2002/10,152,40,119,27,58,13,49,13,68,27,49,16,IAD,39,134,120,24,55,1,3,38,1,184,2,0,13,1,83,45,63,0,10,14,5,57,2,0,2,36,46,102,0,405,0,2,0,115,0,0,95,9,2,1,0,0,79,84,10,3,0,21,55,13,7,153,138,318,1,68,1,4,5,0,4,0,0,18,42,6,51,17,55,121,60,33,36,0.4975409507751465
2841,IAD,Washington Dulles Intl,2004,3,0.0,0.0,1.0,faa,IAD 2004/3,43,19,24,13,18,8,24,11,17,10,15,7,IAD,23,39,51,8,33,0,0,20,2,69,0,0,2,0,24,8,11,0,3,1,8,22,1,9,0,5,28,40,0,145,0,1,1,48,0,0,23,1,4,0,0,0,35,38,0,0,0,8,14,1,0,68,47,135,1,29,0,3,3,0,1,0,0,18,14,2,18,5,21,49,24,20,15,0.4639322757720947
2842,IAD,Washington Dulles Intl,2006,10,0.0,0.0,1.0,faa,IAD 2006/10,34,18,21,8,5,5,16,8,24,13,10,6,IAD,2,27,25,10,6,0,1,7,0,45,0,0,0,0,21,14,7,0,2,5,10,5,2,0,0,7,10,23,0,109,0,3,0,30,0,0,11,5,0,2,0,0,21,23,0,0,0,3,12,4,6,37,15,45,0,27,0,4,3,0,5,0,1,3,16,0,11,2,18,35,27,9,0,
2843,PDK,Atlanta DeKalb-Peachtree,1989,11,0.0,0.0,1.0,faa,PDK 1989/11,30,13,25,13,15,9,13,6,6,5,6,4,PDK,3,10,9,5,3,0,2,4,0,36,3,1,1,0,10,5,7,0,1,1,3,3,0,1,0,2,10,8,0,73,0,1,0,19,0,0,10,1,1,0,1,0,7,20,0,1,0,0,6,1,1,23,22,41,0,17,0,0,2,0,1,0,0,5,10,1,4,0,8,19,16,2,2,
2844,TXK,Texarkana Regional - Webb Field,1988,2,0.0,0.0,1.0,faa,TXK 1988/2,4,4,3,2,0,0,3,2,6,5,3,3,TXK,1,3,3,0,1,0,0,1,1,13,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,4,0,11,0,0,0,1,0,0,3,0,0,0,0,0,4,3,1,0,0,1,1,1,0,2,1,11,0,3,0,1,1,0,0,0,0,0,3,1,1,0,2,3,1,2,0,
2845,CSG,Columbus Columbus Apt,1990,1,0.0,0.0,1.0,faa,CSG 1990/1,29,15,21,9,7,4,13,10,22,9,11,4,CSG,0,22,13,6,2,0,0,9,0,35,0,0,0,0,6,10,6,0,0,4,0,4,0,1,1,2,0,13,0,57,0,1,0,10,0,0,9,2,0,0,0,0,25,18,1,0,0,3,4,2,0,19,16,45,0,11,0,1,1,0,1,0,0,2,2,1,4,3,24,9,7,8,0,
2846,CSG,Columbus Columbus Apt,1994,1,0.0,0.0,1.0,faa,CSG 1994/1,28,18,13,8,12,7,14,10,9,5,13,7,CSG,7,21,49,9,14,0,3,19,2,59,4,2,0,0,25,14,19,0,1,3,2,15,0,0,0,10,13,32,0,166,0,1,0,27,0,0,31,3,2,1,0,1,20,26,1,0,0,5,22,6,1,46,43,82,4,29,0,4,2,0,1,0,0,5,15,2,18,4,19,64,14,5,7,0.16333985328674314
2847,CSG,Columbus Columbus Apt,2000,8,0.0,0.0,1.0,faa,CSG 2000/8,50,22,32,13,27,10,23,8,26,15,24,13,CSG,6,32,30,4,12,0,0,6,1,61,1,0,2,0,21,12,8,0,4,6,6,6,0,3,0,12,16,22,0,107,0,0,0,7,0,0,21,0,0,0,0,0,25,31,1,2,0,4,19,2,1,13,35,70,1,37,0,0,2,0,2,0,0,8,24,3,17,1,22,40,0,13,6,
2848,CSG,Columbus Columbus Apt,2002,2,0.0,0.0,1.0,faa,CSG 2002/2,25,16,8,5,8,3,4,4,20,12,16,10,CSG,11,19,16,4,13,0,2,8,3,38,0,0,0,0,11,9,7,0,1,1,2,16,2,0,0,6,8,15,0,72,0,0,0,22,0,0,19,0,0,1,0,0,15,22,1,0,0,5,10,4,1,30,22,63,0,22,0,1,2,2,2,0,3,5,6,3,12,3,17,26,6,1,10,
2849,TUL,Tulsa Metropolitan Area,1988,3,0.0,0.0,1.0,faa,TUL 1988/3,6,5,2,2,2,2,5,4,1,1,1,1,TUL,5,9,5,1,6,0,0,1,0,14,0,0,1,0,8,2,5,0,1,3,1,8,0,0,0,2,4,5,0,28,0,2,0,10,0,0,3,0,0,0,0,0,12,4,0,0,0,1,1,0,1,11,3,11,1,5,0,1,0,0,2,0,0,2,6,0,1,4,10,8,1,1,5,
2850,TUL,Tulsa Metropolitan Area,1988,10,0.0,0.0,1.0,faa,TUL 1988/10,28,13,13,7,7,4,7,3,16,9,13,6,TUL,1,24,17,3,6,0,2,1,0,25,0,0,0,0,4,2,7,0,1,2,5,4,0,1,0,4,8,17,0,33,0,0,0,2,0,0,9,1,0,0,0,0,15,5,0,2,0,1,4,0,4,3,1,27,1,14,0,4,3,0,0,0,0,6,9,2,4,0,17,22,1,2,1,
2851,TUL,Tulsa Metropolitan Area,1988,11,0.0,0.0,2.0,faa,TUL 1988/11,65,26,28,11,21,6,27,12,29,14,19,6,TUL,0,35,36,6,3,0,0,10,0,86,3,0,0,0,30,10,15,0,3,5,1,8,0,1,0,4,15,32,0,149,0,8,0,30,0,0,15,1,0,2,0,0,31,28,0,0,0,5,13,2,3,40,37,89,2,27,0,1,0,0,6,0,0,5,18,0,12,7,26,36,23,10,0,
2852,TUL,Tulsa Metropolitan Area,1991,8,0.0,0.0,1.0,faa,TUL 1991/8,26,14,17,11,10,5,11,6,15,11,10,6,TUL,0,27,15,5,6,0,1,17,0,75,2,1,1,0,9,10,14,0,1,6,2,4,1,0,0,1,13,20,0,106,0,1,0,27,0,0,5,2,1,0,0,0,42,16,1,0,0,8,4,2,2,44,31,78,2,35,0,4,1,0,2,0,0,3,21,0,2,0,33,15,26,10,0,
2853,TUL,Tulsa Metropolitan Area,1991,12,0.0,0.0,1.0,faa,TUL 1991/12,42,20,37,14,6,3,32,10,23,12,7,5,TUL,9,33,45,8,14,0,1,22,2,87,1,0,2,0,22,17,19,0,5,3,13,8,0,0,1,13,17,32,0,151,0,5,0,13,0,0,29,1,0,3,0,0,37,27,2,0,0,2,15,4,7,35,29,83,4,30,0,3,5,1,5,0,1,3,19,3,13,2,25,54,4,11,6,0.4953709840774536
2854,TUL,Tulsa Metropolitan Area,1992,10,0.0,0.0,2.0,faa,TUL 1992/10,33,17,22,10,18,6,13,6,10,8,8,7,TUL,1,21,15,7,4,0,1,10,0,21,0,0,2,0,22,3,9,0,3,5,2,8,1,0,0,5,4,19,0,54,0,2,0,10,3,0,13,0,4,0,0,0,13,18,0,3,0,3,9,2,1,20,16,42,3,6,0,0,1,0,2,0,0,4,4,0,6,6,8,17,0,5,0,
2855,TUL,Tulsa Metropolitan Area,1992,11,0.0,0.0,1.0,faa,TUL 1992/11,24,16,20,11,8,6,13,7,11,7,5,4,TUL,6,16,22,3,9,0,2,5,2,47,0,0,1,0,7,6,5,0,0,3,6,6,0,0,0,5,8,20,0,77,0,1,0,13,0,0,4,1,1,2,0,0,17,14,0,1,0,1,1,1,6,18,29,56,2,29,0,3,0,0,1,0,0,6,20,3,4,0,13,20,7,3,5,
2856,TUL,Tulsa Metropolitan Area,1993,1,0.0,0.0,1.0,faa,TUL 1993/1,13,8,9,5,5,3,6,3,6,4,5,4,TUL,5,5,6,5,5,0,1,1,0,10,0,0,0,0,4,2,2,0,3,1,2,4,0,1,0,1,1,4,0,16,0,0,0,4,0,0,3,0,0,0,0,0,3,3,0,0,0,1,1,1,0,5,5,14,0,6,0,0,0,0,0,0,0,3,2,0,2,0,3,4,0,3,4,
2857,TUL,Tulsa Metropolitan Area,1994,2,0.0,0.0,1.0,faa,TUL 1994/2,30,15,16,8,10,5,12,6,7,6,9,6,TUL,1,42,26,9,7,0,0,16,2,51,3,0,2,0,24,8,14,0,5,6,4,5,0,0,0,11,12,29,0,118,0,7,2,50,0,0,15,0,3,1,0,0,23,28,1,0,0,5,10,2,4,66,11,74,0,38,0,2,4,0,9,0,0,2,25,2,7,3,15,31,44,6,0,
2858,TUL,Tulsa Metropolitan Area,1995,10,0.0,0.0,1.0,faa,TUL 1995/10,19,8,12,7,3,1,13,5,13,4,2,1,TUL,1,4,0,2,6,0,0,1,1,32,0,0,0,0,5,4,4,0,0,2,9,2,0,2,2,0,0,1,0,25,0,0,0,2,0,0,3,1,0,0,0,0,9,6,2,0,0,0,3,4,7,3,0,20,0,19,0,3,0,0,0,0,0,2,16,3,0,1,7,1,0,5,1,
2859,TUL,Tulsa Metropolitan Area,1995,11,0.0,0.0,2.0,faa,TUL 1995/11,32,11,44,11,18,5,20,6,20,6,4,2,TUL,14,24,26,4,26,0,2,8,2,56,2,0,2,0,24,4,10,0,2,4,2,20,2,0,0,4,12,30,0,114,0,2,0,38,0,0,14,0,0,0,0,2,26,26,0,0,0,8,6,2,4,46,40,86,0,26,0,8,0,0,2,0,0,12,8,2,10,10,18,32,14,10,14,0.8125882148742676
2860,TUL,Tulsa Metropolitan Area,1995,12,0.0,0.0,2.0,faa,TUL 1995/12,37,20,26,12,15,6,14,11,23,14,15,7,TUL,8,25,36,12,11,0,0,19,3,53,1,0,0,0,16,13,5,0,5,3,2,12,2,1,0,7,13,25,0,119,0,0,1,26,0,0,10,5,3,1,0,0,34,23,1,0,0,5,6,3,3,45,44,85,2,24,0,3,1,0,2,0,0,6,15,3,5,3,21,34,15,8,5,0.7258019447326659
2861,TUL,Tulsa Metropolitan Area,1996,3,0.0,0.0,1.0,faa,TUL 1996/3,34,16,23,12,10,5,18,8,21,12,13,7,TUL,18,33,33,6,26,0,0,14,1,74,0,1,1,0,17,11,18,0,3,2,7,27,1,3,0,6,15,28,0,126,0,4,0,28,0,0,18,2,1,2,0,0,25,23,2,0,0,5,11,2,3,42,31,93,2,39,0,2,6,0,4,0,3,5,27,2,10,0,20,41,6,12,18,0.6786093711853027
2862,TUL,Tulsa Metropolitan Area,1996,6,0.0,0.0,1.0,faa,TUL 1996/6,29,19,12,8,5,3,13,8,23,14,15,9,TUL,21,49,27,9,23,0,3,14,3,68,4,0,6,1,29,14,13,0,1,4,12,33,3,0,0,9,17,41,0,126,0,1,0,50,0,0,17,3,3,2,0,0,45,30,2,0,1,5,12,4,11,64,48,116,4,43,0,0,3,0,4,0,0,12,32,4,14,7,25,37,30,15,10,
2863,TUL,Tulsa Metropolitan Area,2000,5,0.0,0.0,1.0,faa,TUL 2000/5,60,24,29,15,17,8,19,11,25,12,24,9,TUL,11,41,29,3,16,0,2,11,2,70,0,0,3,0,9,5,10,0,3,1,2,18,1,3,0,9,18,37,0,108,0,2,0,33,0,0,10,1,1,3,1,0,26,27,1,0,1,4,4,3,1,44,41,106,1,30,0,3,2,0,3,0,1,13,19,3,0,3,18,33,20,7,8,0.7397557894388834
2864,TUL,Tulsa Metropolitan Area,2001,5,0.0,0.0,1.0,faa,TUL 2001/5,91,32,50,16,16,7,29,12,67,26,44,14,TUL,25,75,51,17,31,0,1,11,3,122,1,1,12,0,28,29,16,0,5,10,11,27,1,1,1,14,34,44,0,230,0,8,0,64,0,0,42,6,0,0,0,0,55,45,3,2,0,3,20,8,3,75,64,137,5,50,0,7,3,0,7,1,0,7,32,6,18,5,43,65,38,8,21,0.60050102074941
2865,TUL,Tulsa Metropolitan Area,2002,6,0.0,0.0,1.0,faa,TUL 2002/6,72,11,52,8,28,3,26,5,44,8,26,4,TUL,44,34,16,2,40,0,0,10,0,76,0,0,0,0,12,16,6,0,0,6,10,40,0,0,0,2,20,20,0,102,0,6,0,40,0,0,8,0,0,0,0,0,22,18,0,0,0,0,6,2,4,50,36,94,2,32,0,2,0,0,6,0,0,14,18,0,2,2,26,24,0,6,38,0.7670303583145142
2866,TUL,Tulsa Metropolitan Area,2007,3,0.0,0.0,1.0,faa,TUL 2007/3,10,10,11,5,3,3,4,4,8,8,3,3,TUL,1,9,11,1,3,0,0,2,0,11,0,0,0,0,5,3,6,0,0,2,3,2,0,0,0,0,6,9,0,34,0,0,0,11,0,0,2,1,0,1,0,0,8,5,0,0,0,1,1,0,2,13,8,18,0,10,0,0,2,0,0,0,0,2,6,0,2,2,5,9,8,4,1,
2867,TUL,Tulsa Metropolitan Area,2007,4,0.0,0.0,1.0,faa,TUL 2007/4,52,28,27,14,14,10,16,8,34,19,30,16,TUL,10,65,63,19,10,1,5,22,1,107,5,4,3,0,44,14,36,0,8,11,18,19,0,0,2,13,31,67,0,261,0,1,2,91,0,0,33,2,6,3,0,0,53,51,10,1,2,7,25,17,8,113,42,143,1,69,0,2,8,0,2,3,0,9,46,6,17,6,34,83,75,9,4,
2868,TUL,Tulsa Metropolitan Area,2008,9,0.0,0.0,1.0,faa,TUL 2008/9,66,13,46,8,24,4,18,4,42,9,30,5,TUL,0,40,28,4,0,0,0,6,0,66,0,0,2,0,2,10,8,0,0,0,2,6,0,2,0,0,8,32,0,124,0,0,0,40,0,0,8,4,0,4,0,0,20,28,0,6,0,2,4,0,0,46,18,66,0,22,0,0,0,0,0,0,0,4,16,6,4,2,18,10,38,6,0,0.7875010967254639
2869,TUL,Tulsa Metropolitan Area,2013,10,0.0,0.0,1.0,faa,TUL 2013/10,9,4,6,3,4,3,6,2,0,0,1,1,TUL,6,44,38,8,5,0,0,9,0,84,5,0,3,1,16,9,8,0,3,4,22,4,0,6,0,12,29,30,0,169,0,1,2,60,0,1,20,0,2,1,0,0,37,33,1,0,0,1,12,3,4,69,37,101,1,51,1,0,14,0,2,0,0,16,25,0,11,0,22,43,58,6,0,
2870,MKG,Muskegon Muskegon County,1990,8,0.0,0.0,2.0,faa,MKG 1990/8,17,8,10,6,0,0,18,9,5,4,0,0,MKG,1,17,10,3,3,0,4,2,2,33,0,0,0,0,8,6,4,0,0,4,1,3,1,2,0,5,9,13,0,58,0,3,0,14,0,0,6,1,0,1,0,0,23,10,0,0,1,0,6,3,1,16,12,26,1,13,0,2,0,0,3,0,0,7,12,3,5,0,14,21,13,4,1,
2871,MKG,Muskegon Muskegon County,1991,7,0.0,0.0,1.0,faa,MKG 1991/7,30,14,12,8,7,2,12,5,18,11,11,6,MKG,3,41,30,7,6,0,0,2,0,46,1,0,2,0,19,9,17,0,2,4,4,12,1,0,0,6,13,33,0,108,0,1,0,33,0,0,12,2,3,1,0,0,26,25,1,0,0,2,9,1,1,35,26,61,2,31,0,0,4,0,2,0,0,8,23,0,10,8,21,28,21,7,1,
2872,MKG,Muskegon Muskegon County,1996,2,0.0,0.0,1.0,faa,MKG 1996/2,4,4,7,4,0,0,2,2,4,4,3,3,MKG,1,3,1,0,1,0,0,0,0,5,0,0,1,0,2,1,2,0,1,0,0,1,0,0,0,0,2,2,0,12,0,0,0,2,0,0,1,0,0,0,0,0,1,7,0,0,0,1,0,0,0,2,0,5,0,4,0,0,0,0,0,0,0,2,3,0,1,1,2,2,0,1,1,
2873,MCO,Orlando International,2009,10,0.0,0.0,1.0,faa,MCO 2009/10,4,3,2,2,1,1,4,3,1,1,0,0,MCO,0,10,6,0,0,0,0,1,0,7,0,0,0,0,0,2,1,0,1,2,0,0,0,0,0,0,2,6,0,15,0,0,0,1,0,0,4,0,0,0,0,0,5,4,0,0,0,0,1,0,0,2,3,8,0,5,0,0,0,0,0,0,0,0,4,0,0,0,4,4,1,2,0,
2874,FMH,Falmouth Cape Cod Coast Guard,1997,8,0.0,0.0,1.0,faa,FMH 1997/8,33,21,20,10,6,3,13,10,20,12,9,5,FMH,7,37,26,6,5,0,1,22,1,64,0,0,2,0,31,14,14,0,5,0,7,18,6,0,0,6,16,37,0,145,0,9,0,46,0,0,15,5,3,1,0,0,29,26,1,0,1,3,12,1,4,68,29,77,2,44,0,0,1,0,11,0,3,18,29,2,17,6,22,36,29,10,5,0.21889328956604004
2875,ICT,Wichita Dwight D. Eisenhower,2004,9,0.0,0.0,1.0,faa,ICT 2004/9,60,16,30,10,12,6,28,7,36,10,26,6,ICT,28,38,36,4,28,0,0,10,0,54,0,0,6,0,16,12,8,0,2,2,0,28,0,0,0,4,6,28,0,126,0,4,0,36,0,0,26,2,0,2,0,0,26,34,0,0,0,4,18,2,0,46,46,98,0,30,0,0,0,0,4,0,0,2,16,0,8,0,14,30,10,14,26,0.8756935596466064
2876,AUS,Austin Austin-Bergstrom Intl,1988,1,0.0,0.0,1.0,faa,AUS 1988/1,16,9,6,4,5,3,1,1,11,5,13,6,AUS,9,20,14,8,11,1,1,5,0,45,1,0,1,0,13,3,9,0,1,3,5,11,2,0,0,4,6,14,0,58,0,12,0,15,0,0,4,0,0,1,0,0,18,15,2,0,0,2,7,4,2,20,13,52,1,9,0,4,1,0,9,0,0,7,4,0,2,7,18,10,2,3,6,
2877,AUS,Austin Austin-Bergstrom Intl,1988,5,0.0,0.0,1.0,faa,AUS 1988/5,17,9,10,6,6,3,5,3,14,7,11,5,AUS,0,15,10,2,1,0,0,10,0,42,1,0,0,0,14,6,3,0,0,1,0,11,1,1,0,3,13,10,0,68,0,0,0,18,0,0,3,1,0,0,0,0,17,8,1,0,0,2,4,0,0,28,15,36,0,18,0,1,0,0,0,0,0,8,12,0,1,9,17,14,9,3,0,
2878,AUS,Austin Austin-Bergstrom Intl,1988,8,0.0,0.0,1.0,faa,AUS 1988/8,16,13,26,12,4,2,18,9,18,8,4,3,AUS,2,20,27,2,4,0,0,8,2,37,0,0,0,0,10,8,8,0,1,3,3,6,0,4,0,2,13,17,0,59,0,0,0,6,0,0,10,1,0,0,4,0,9,9,1,0,0,3,8,1,0,14,33,70,1,17,0,0,0,0,0,0,0,5,10,2,4,4,11,26,0,5,2,
2879,AUS,Austin Austin-Bergstrom Intl,1988,10,0.0,0.0,2.0,faa,AUS 1988/10,34,15,11,7,6,4,17,6,23,11,13,5,AUS,0,33,22,1,8,1,1,3,0,50,0,0,3,0,16,9,11,0,0,0,2,6,2,3,0,6,18,23,0,96,0,2,0,32,0,0,9,1,2,2,0,0,21,21,1,0,0,1,11,1,6,35,7,48,2,17,0,1,3,0,1,0,0,16,19,0,9,7,12,32,23,7,0,
2880,AUS,Austin Austin-Bergstrom Intl,1988,11,0.0,0.0,2.0,faa,AUS 1988/11,144,39,66,18,45,12,81,20,77,25,55,17,AUS,10,82,79,14,26,0,1,30,2,149,0,0,6,2,49,15,34,0,4,11,1,25,5,9,0,19,57,66,0,299,0,3,0,68,0,0,38,3,2,3,0,0,76,60,1,0,0,13,28,3,7,98,48,164,8,58,0,10,0,0,5,0,0,33,41,2,23,13,51,102,49,22,4,0.4117089509963989
2881,AUS,Austin Austin-Bergstrom Intl,1989,3,0.0,0.0,2.0,faa,AUS 1989/3,70,30,35,14,21,6,24,13,40,20,28,13,AUS,13,39,43,10,17,0,0,14,0,88,1,2,2,0,23,9,10,0,3,4,7,16,4,0,0,9,16,42,0,153,0,1,0,31,1,0,29,3,1,2,0,1,35,27,1,0,1,3,27,2,8,45,45,116,1,39,0,1,0,0,4,0,0,9,24,0,8,5,30,50,15,12,10,0.5578093528747559
2882,AUS,Austin Austin-Bergstrom Intl,1990,3,0.0,0.0,2.0,faa,AUS 1990/3,72,15,32,8,28,5,8,4,46,10,42,8,AUS,40,68,46,12,40,0,0,22,4,78,0,0,2,0,22,18,28,0,6,8,2,32,0,2,2,6,20,42,0,162,0,2,0,44,0,0,30,4,0,0,0,0,46,48,2,0,0,4,18,2,0,66,70,178,0,58,0,0,4,0,2,0,0,8,14,6,20,0,50,44,12,14,32,0.8421874046325684
2883,AUS,Austin Austin-Bergstrom Intl,1991,2,0.0,0.0,1.0,faa,AUS 1991/2,33,12,15,6,4,2,14,7,18,9,13,5,AUS,13,18,17,1,14,1,1,5,1,31,0,0,1,0,9,1,7,0,0,1,3,29,7,0,0,6,8,21,0,53,0,0,0,27,0,0,8,0,2,0,0,0,12,9,0,0,0,1,7,1,2,32,14,60,0,20,0,1,1,0,7,0,4,7,14,1,4,3,3,25,5,9,13,
2884,AUS,Austin Austin-Bergstrom Intl,1992,3,0.0,0.0,1.0,faa,AUS 1992/3,32,15,39,12,13,3,20,8,24,12,5,5,AUS,11,44,35,6,20,0,0,8,1,62,3,2,3,0,8,5,10,0,2,3,3,21,4,0,0,8,14,34,0,101,0,2,0,19,0,0,11,2,6,5,0,1,38,27,0,0,0,2,9,1,8,27,28,87,2,30,0,4,0,0,6,0,0,4,18,1,5,1,17,33,1,15,11,0.4956705570220947
2885,AUS,Austin Austin-Bergstrom Intl,1992,10,0.0,0.0,1.0,faa,AUS 1992/10,30,18,18,8,13,8,9,6,9,7,11,7,AUS,2,9,7,3,3,0,2,1,1,40,1,0,1,0,1,4,3,0,0,0,6,0,0,0,0,2,5,7,0,48,0,3,1,1,1,0,7,2,0,0,0,0,21,14,2,1,0,0,7,1,5,2,3,24,0,22,0,3,0,0,4,0,0,3,16,1,3,0,15,10,1,6,0,0.6339144706726074
2886,AUS,Austin Austin-Bergstrom Intl,1993,5,0.0,0.0,1.0,faa,AUS 1993/5,8,6,9,6,1,1,3,3,4,4,2,2,AUS,7,4,3,0,7,0,0,1,0,17,0,0,0,0,4,1,5,0,0,2,1,7,1,0,0,1,5,4,0,25,0,1,0,9,0,0,1,0,0,0,0,0,11,7,0,0,0,2,3,0,1,10,1,17,0,8,0,0,0,0,1,0,0,3,2,0,0,1,8,10,1,2,7,
2887,AUS,Austin Austin-Bergstrom Intl,1994,9,0.0,0.0,3.0,faa,AUS 1994/9,26,14,29,9,12,4,12,5,19,13,11,9,AUS,2,17,22,9,3,0,0,14,2,47,0,0,1,0,13,3,5,0,3,4,1,2,0,1,0,1,7,21,0,87,0,0,0,26,0,0,12,0,1,0,0,0,22,13,1,0,0,2,5,1,0,40,14,51,1,17,0,1,2,0,0,0,0,2,12,2,5,0,12,20,24,4,1,
2888,AUS,Austin Austin-Bergstrom Intl,1994,10,0.0,0.0,1.0,faa,AUS 1994/10,4,4,3,3,1,1,1,1,3,3,1,1,AUS,1,1,0,1,1,0,1,0,1,4,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,2,1,0,0,0,
2889,AUS,Austin Austin-Bergstrom Intl,1995,1,0.0,0.0,1.0,faa,AUS 1995/1,36,13,38,6,6,3,18,5,32,9,22,8,AUS,16,22,22,2,16,0,0,10,0,42,0,0,0,0,12,2,8,0,0,0,2,28,10,0,0,6,20,16,0,80,0,2,0,26,0,0,4,0,2,0,0,0,12,20,0,0,0,0,10,2,0,36,30,84,0,20,0,0,2,0,10,0,0,14,14,0,4,8,10,28,2,4,14,0.7204063534736633
2890,AUS,Austin Austin-Bergstrom Intl,1995,2,0.0,0.0,1.0,faa,AUS 1995/2,12,8,13,7,5,2,10,6,5,4,4,3,AUS,1,11,15,4,3,0,1,6,0,24,0,0,0,0,4,4,3,0,1,1,4,1,1,1,0,2,11,9,0,56,0,2,0,18,0,0,6,0,0,0,0,0,8,3,0,0,0,2,5,0,1,24,10,27,0,7,0,2,3,0,3,0,0,3,4,0,4,0,7,20,18,3,0,
2891,AUS,Austin Austin-Bergstrom Intl,1995,3,0.0,0.0,1.0,faa,AUS 1995/3,7,4,6,5,2,1,4,2,2,2,0,0,AUS,4,1,8,2,3,0,0,2,0,15,0,0,0,0,4,2,1,0,2,4,3,3,0,0,0,0,6,2,0,33,0,0,0,11,0,0,8,0,0,1,0,0,7,6,0,0,0,1,3,0,2,13,13,24,0,5,0,0,1,0,0,0,0,0,2,0,4,0,3,12,8,4,3,
2892,AUS,Austin Austin-Bergstrom Intl,1995,5,0.0,0.0,2.0,faa,AUS 1995/5,4,4,9,5,1,1,3,2,5,4,2,2,AUS,0,8,4,3,3,0,0,0,0,11,0,0,0,0,0,1,4,0,0,0,1,4,1,0,0,1,3,5,0,12,0,0,0,0,0,0,1,1,0,0,0,0,6,6,0,0,0,0,1,0,1,0,2,15,0,4,0,2,0,0,1,0,0,0,4,0,0,0,4,3,0,1,0,
2893,AUS,Austin Austin-Bergstrom Intl,1995,9,0.0,0.0,1.0,faa,AUS 1995/9,21,12,13,6,5,3,5,5,13,9,10,6,AUS,13,26,20,5,18,0,2,12,0,49,1,0,0,0,18,5,15,0,2,5,6,18,4,0,0,8,10,18,0,104,0,3,0,33,0,0,15,0,1,0,0,1,21,15,1,0,2,3,13,4,4,45,23,60,1,29,0,6,1,0,5,0,0,7,21,2,9,2,15,29,19,11,11,
2894,AUS,Austin Austin-Bergstrom Intl,1996,4,0.0,0.0,1.0,faa,AUS 1996/4,20,15,16,9,5,2,12,8,20,12,6,5,AUS,0,7,5,0,1,0,0,2,1,19,0,0,0,0,2,0,2,0,1,0,0,2,0,0,0,2,4,5,0,22,0,0,0,1,0,0,2,0,0,0,0,0,10,5,0,0,0,1,2,0,1,3,0,15,0,6,0,0,0,0,0,0,0,0,4,1,1,0,5,9,1,2,0,0.725595235824585
2895,AUS,Austin Austin-Bergstrom Intl,1996,6,0.0,0.0,1.0,faa,AUS 1996/6,16,11,17,8,4,3,11,6,17,10,5,5,AUS,6,17,5,0,12,0,0,2,0,19,0,0,0,0,3,2,4,0,0,0,2,9,0,0,0,3,4,9,0,28,0,2,0,13,0,0,5,0,2,2,0,0,7,10,0,0,1,1,4,0,6,15,9,32,0,6,0,0,2,0,2,0,0,3,5,1,4,1,6,9,4,2,6,
2896,AUS,Austin Austin-Bergstrom Intl,1997,2,0.0,0.0,2.0,faa,AUS 1997/2,10,8,4,3,5,4,8,6,6,5,2,2,AUS,0,5,9,0,0,0,0,1,0,8,0,0,0,0,4,1,4,0,3,0,0,1,1,0,0,4,3,4,0,26,0,1,0,2,0,0,5,0,0,0,0,0,7,2,0,0,0,0,3,0,0,3,1,4,0,6,0,0,0,0,2,0,0,2,4,0,2,2,5,11,0,1,0,
2897,AUS,Austin Austin-Bergstrom Intl,1997,3,0.0,0.0,1.0,faa,AUS 1997/3,8,8,7,7,2,2,5,5,5,5,2,2,AUS,3,7,2,1,5,0,0,1,1,18,0,0,1,0,2,7,1,0,0,0,1,3,0,0,0,0,4,5,0,18,0,5,0,3,0,0,3,1,0,0,0,0,9,3,0,0,0,0,2,0,3,4,12,22,1,11,0,0,0,0,5,0,0,0,8,1,3,0,4,6,0,3,3,
