,airport_code,year,month,ntsb_incidents,faa_incidents,ATADS_Tracon_Tower,ntsb_accidents
41452,SMN,2014,8,0.0,,,1.0
41453,SMN,2016,7,0.0,,,1.0
41454,SMQ,1999,8,0.0,,,1.0
41455,SMQ,1999,10,0.0,,,1.0
41456,SMQ,2003,9,0.0,,,1.0
41457,SMQ,2004,7,0.0,,,1.0
41458,SMQ,2004,9,0.0,,,1.0
41459,SMQ,2006,11,0.0,,,1.0
41460,SMQ,2009,6,0.0,,,1.0
41461,SMQ,2012,3,0.0,,,1.0
41462,SMQ,2013,10,0.0,,,1.0
41463,SMQ,2014,4,0.0,,,1.0
41464,SMQ,2015,9,0.0,,,1.0
41465,SMS,2008,7,0.0,,,1.0
41466,SMS,2014,4,0.0,,,1.0
41467,SMSD,1990,10,0.0,,,1.0
41468,SMU,1981,8,0.0,1.0,,
41469,SMU,1983,4,0.0,1.0,,
41470,SMU,2000,4,0.0,,,1.0
41471,SN04,2012,3,0.0,,,1.0
41472,SN05,2003,2,0.0,,,1.0
41473,SN07,2002,6,0.0,,,1.0
41474,SN22,2010,9,0.0,,,1.0
41475,SN29,2015,3,0.0,,,1.0
41476,SN52,2003,6,0.0,,,1.0
41477,SN64,2019,10,0.0,,,1.0
41478,SN76,2004,3,0.0,,,1.0
41479,SN76,2007,9,0.0,,,1.0
41480,SN91,2016,4,0.0,,,1.0
41481,SNAU,2010,12,0.0,,,1.0
41482,SNBS,2014,8,0.0,,,1.0
41483,SNBS,2015,11,0.0,,,1.0
41484,SNC,2008,10,0.0,,,1.0
41485,SNC,2011,6,0.0,,,1.0
41486,SNC,2012,7,0.0,,,1.0
41487,SNC,2016,3,0.0,,,1.0
41488,SNC,2018,6,0.0,,,1.0
41489,SNC,2018,12,0.0,,,1.0
41490,SNC,2019,11,0.0,,,1.0
41491,SNCL,2008,12,0.0,,,1.0
41492,SNEB,2013,8,0.0,,,1.0
41493,SNH,1990,8,0.0,,,1.0
41494,SNH,2004,6,0.0,,,1.0
41495,SNH,2019,5,0.0,,,1.0
41496,SNJI,2018,11,0.0,,,1.0
41497,SNK,1979,1,0.0,,,
41498,SNK,1981,11,0.0,2.0,,
41499,SNK,1996,9,0.0,,,1.0
41500,SNK,1997,3,0.0,1.0,,
41501,SNK,2001,6,0.0,1.0,,
41502,SNK,2006,11,0.0,1.0,,
41503,SNK,2007,1,0.0,,,
41504,SNL,1978,8,0.0,1.0,,
41505,SNL,1980,6,0.0,1.0,,
41506,SNL,1980,9,0.0,1.0,,
41507,SNL,1980,10,0.0,1.0,,
41508,SNL,1985,6,0.0,1.0,,
41509,SNL,1985,11,0.0,1.0,,
41510,SNL,1986,9,0.0,1.0,,
41511,SNL,1987,4,0.0,1.0,,
41512,SNL,1988,9,0.0,1.0,,
41513,SNL,1989,5,0.0,1.0,,
41514,SNL,1993,2,0.0,1.0,,
41515,SNL,1993,7,0.0,1.0,,
41516,SNL,1993,12,0.0,1.0,,
41517,SNL,1995,10,0.0,1.0,,
41518,SNL,2000,8,0.0,,,1.0
41519,SNL,2001,3,0.0,1.0,,
41520,SNL,2005,4,0.0,,,1.0
41521,SNL,2007,4,0.0,,,1.0
41522,SNL,2008,4,0.0,1.0,,
41523,SNL,2009,6,0.0,1.0,,
41524,SNL,2015,12,0.0,1.0,,
41525,SNL,2016,5,0.0,,,1.0
41526,SNN,1978,7,0.0,1.0,,
41527,SNN,1990,1,0.0,,,
41528,SNP,1983,2,0.0,1.0,,
41529,SNP,2004,3,0.0,2.0,,
41530,SNP,2012,1,0.0,,,
41531,SNPA,2012,12,0.0,,,1.0
41532,SNXK,2010,9,0.0,,,1.0
41533,SNY,1981,7,0.0,1.0,,
41534,SNY,1982,6,0.0,1.0,,
41535,SNY,1984,12,0.0,1.0,,
41536,SNY,1989,5,0.0,1.0,,
41537,SNY,1992,4,0.0,,,1.0
41538,SNY,1992,7,0.0,1.0,,
41539,SNY,1997,12,0.0,,,1.0
41540,SNY,1998,5,0.0,1.0,,
41541,SNY,2000,1,0.0,,,
41542,SNY,2000,6,0.0,1.0,,
41543,SNY,2001,3,0.0,,,1.0
41544,SNY,2002,8,0.0,,,1.0
41545,SNY,2004,9,0.0,1.0,,
41546,SNY,2009,4,0.0,1.0,,
41547,SNY,2015,6,0.0,1.0,,
41548,SNY,2017,12,0.0,1.0,,
41549,SO3,1998,7,0.0,,,1.0
41550,SOCA,2014,1,0.0,,,
41551,SOP,1979,2,0.0,1.0,,
41552,SOP,1979,8,0.0,1.0,,
41553,SOP,1981,4,0.0,1.0,,
41554,SOP,1988,1,0.0,,,
41555,SOP,1988,6,0.0,1.0,,
41556,SOP,1989,4,0.0,,,1.0
41557,SOP,1989,5,0.0,1.0,,
41558,SOP,1990,2,0.0,1.0,,
41559,SOP,1990,10,0.0,1.0,,
41560,SOP,1991,10,0.0,1.0,,
41561,SOP,1993,10,0.0,1.0,,
41562,SOP,1996,5,0.0,1.0,,
41563,SOP,1996,8,0.0,1.0,,
41564,SOP,1996,10,0.0,1.0,,
41565,SOP,1997,3,0.0,,,1.0
41566,SOP,1997,7,0.0,,,1.0
41567,SOP,1997,11,0.0,2.0,,
41568,SOP,1998,10,0.0,1.0,,
41569,SOP,1998,11,0.0,1.0,,
41570,SOP,1999,5,0.0,,,1.0
41571,SOP,1999,6,0.0,,,1.0
41572,SOP,2002,1,0.0,,,
41573,SOP,2002,8,0.0,,,1.0
41574,SOP,2003,6,0.0,,,1.0
41575,SOP,2003,8,0.0,1.0,,
41576,SOP,2004,7,0.0,1.0,,
41577,SOP,2005,6,0.0,1.0,,
41578,SOP,2007,6,0.0,,,1.0
41579,SOP,2008,12,0.0,1.0,,
41580,SOP,2009,4,0.0,,,1.0
41581,SOP,2009,9,0.0,1.0,,
41582,SOP,2010,2,0.0,,,1.0
41583,SOP,2010,9,0.0,1.0,,
41584,SOP,2011,6,0.0,1.0,,
41585,SOP,2011,9,0.0,1.0,,
41586,SOP,2012,12,0.0,1.0,,
41587,SOP,2013,4,0.0,1.0,,
41588,SOP,2014,11,0.0,1.0,,
41589,SOP,2015,8,0.0,1.0,,
41590,SOP,2016,11,0.0,1.0,,
41591,SOP,2017,7,0.0,1.0,,
41592,SOP,2019,3,0.0,1.0,,
41593,SOP,2019,10,0.0,1.0,,
41594,SOV,1979,8,0.0,1.0,,
41595,SOV,1989,6,0.0,1.0,,
41596,SOV,1989,8,0.0,1.0,,
41597,SOV,1992,5,0.0,,,1.0
41598,SOV,1992,9,0.0,,,1.0
41599,SOV,2003,3,0.0,,,1.0
41600,SOV,2003,7,0.0,,,1.0
41601,SOV,2012,8,0.0,1.0,,
41602,SOV,2014,3,0.0,1.0,,
41603,SOV,2018,4,0.0,,,1.0
41604,SOV,2019,7,0.0,,,1.0
41605,SOW,1981,7,0.0,1.0,,
41606,SOW,1981,12,0.0,1.0,,
41607,SOW,1982,7,0.0,1.0,,
41608,SOW,1982,10,0.0,1.0,,
41609,SOW,1982,11,0.0,1.0,,
41610,SOW,1984,4,0.0,1.0,,
41611,SOW,1985,10,0.0,1.0,,
41612,SOW,1988,4,0.0,1.0,,
41613,SOW,1988,6,0.0,,,1.0
41614,SOW,1989,1,0.0,,,
41615,SOW,1990,3,0.0,1.0,,
41616,SOW,1990,6,0.0,,,1.0
41617,SOW,1990,8,0.0,1.0,,
41618,SOW,1991,9,0.0,1.0,,
41619,SOW,1993,12,0.0,,,1.0
41620,SOW,1994,2,0.0,1.0,,
41621,SOW,1995,1,0.0,,,
41622,SOW,1995,10,0.0,1.0,,
41623,SOW,1996,5,0.0,1.0,,
41624,SOW,1996,10,0.0,,,1.0
41625,SOW,1997,12,0.0,1.0,,
41626,SOW,1998,3,0.0,,,1.0
41627,SOW,2000,5,0.0,,,1.0
41628,SOW,2000,9,0.0,1.0,,
41629,SOW,2001,3,0.0,,,1.0
41630,SOW,2001,5,0.0,,,1.0
41631,SOW,2001,11,0.0,1.0,,
41632,SOW,2001,12,0.0,,,1.0
41633,SOW,2002,5,0.0,,,1.0
41634,SOW,2002,7,0.0,,,1.0
41635,SOW,2002,10,0.0,1.0,,
41636,SOW,2002,11,0.0,1.0,,
41637,SOW,2003,3,0.0,1.0,,
41638,SOW,2003,9,0.0,,,1.0
41639,SOW,2004,1,0.0,,,
41640,SOW,2004,6,0.0,,,1.0
41641,SOW,2004,8,0.0,,,1.0
41642,SOW,2005,9,0.0,,,1.0
41643,SOW,2005,11,0.0,,,1.0
41644,SOW,2006,5,0.0,,,1.0
41645,SOW,2006,7,0.0,,,1.0
41646,SOW,2006,10,0.0,1.0,,
41647,SOW,2007,4,0.0,,,1.0
41648,SOW,2007,9,0.0,1.0,,
41649,SOW,2008,8,0.0,,,1.0
41650,SOW,2009,11,1.0,,,0.0
41651,SOW,2010,4,0.0,,,1.0
41652,SOW,2011,9,0.0,,,1.0
41653,SOW,2012,2,0.0,,,1.0
41654,SOW,2013,7,0.0,2.0,,
41655,SOW,2014,1,0.0,,,
41656,SOW,2015,6,0.0,,,1.0
41657,SOW,2015,9,0.0,,,1.0
41658,SOW,2017,7,0.0,1.0,,
41659,SOW,2018,2,0.0,,,1.0
41660,SOW,2019,8,0.0,1.0,,
41661,SOY,1991,10,0.0,,,1.0
41662,SPA,1978,1,0.0,2.0,,
41663,SPA,1978,2,0.0,1.0,,
41664,SPA,1978,3,0.0,1.0,,
41665,SPA,1978,4,0.0,1.0,,
41666,SPA,1978,5,0.0,1.0,,
41667,SPA,1978,7,0.0,3.0,,
41668,SPA,1978,8,0.0,2.0,,
41669,SPA,1978,9,0.0,1.0,,
41670,SPA,1978,10,0.0,1.0,,
41671,SPA,1978,11,0.0,1.0,,
41672,SPA,1978,12,0.0,2.0,,
41673,SPA,1979,1,0.0,3.0,,
41674,SPA,1979,3,0.0,1.0,,
41675,SPA,1979,4,0.0,1.0,,
41676,SPA,1979,7,0.0,1.0,,
41677,SPA,1979,8,0.0,1.0,,
41678,SPA,1979,9,0.0,4.0,,
41679,SPA,1979,10,0.0,3.0,,
41680,SPA,1979,11,0.0,2.0,,
41681,SPA,1979,12,0.0,1.0,,
41682,SPA,1980,1,0.0,,,
41683,SPA,1980,3,0.0,1.0,,
41684,SPA,1980,5,0.0,1.0,,
41685,SPA,1980,6,0.0,1.0,,
41686,SPA,1980,7,0.0,2.0,,
41687,SPA,1980,8,0.0,2.0,,
41688,SPA,1980,9,0.0,1.0,,
41689,SPA,1980,10,0.0,2.0,,
41690,SPA,1980,11,0.0,1.0,,
41691,SPA,1981,1,0.0,,,
41692,SPA,1981,3,0.0,1.0,,
41693,SPA,1981,5,0.0,1.0,,
41694,SPA,1981,9,0.0,1.0,,
41695,SPA,1981,10,0.0,1.0,,
41696,SPA,1982,4,0.0,1.0,,
41697,SPA,1983,1,0.0,,,
41698,SPA,1983,2,0.0,1.0,,
41699,SPA,1983,4,0.0,1.0,,
41700,SPA,1983,5,0.0,1.0,,
41701,SPA,1983,8,0.0,1.0,,
41702,SPA,1983,9,0.0,1.0,,
41703,SPA,1983,12,0.0,1.0,,
41704,SPA,1984,6,0.0,1.0,,
41705,SPA,1985,2,0.0,1.0,,
41706,SPA,1985,5,0.0,1.0,,
41707,SPA,1985,6,0.0,1.0,,
41708,SPA,1986,2,0.0,1.0,,
41709,SPA,1986,3,0.0,1.0,,
41710,SPA,1986,4,0.0,3.0,,
41711,SPA,1986,5,0.0,1.0,,
41712,SPA,1986,6,0.0,1.0,,
41713,SPA,1986,11,0.0,1.0,,
41714,SPA,1987,3,0.0,1.0,,
41715,SPA,1987,9,0.0,1.0,,
41716,SPA,1989,10,0.0,1.0,,
41717,SPA,1990,4,0.0,,,1.0
41718,SPA,1991,2,0.0,1.0,,
41719,SPA,1991,5,0.0,2.0,,
41720,SPA,1991,7,0.0,,,1.0
41721,SPA,1993,4,0.0,1.0,,
41722,SPA,1994,4,0.0,,,2.0
41723,SPA,1995,4,0.0,,,1.0
41724,SPA,1995,8,0.0,1.0,,
41725,SPA,1998,5,0.0,,,1.0
41726,SPA,2000,9,0.0,1.0,,
41727,SPA,2001,5,0.0,,,1.0
41728,SPA,2001,6,0.0,1.0,,
41729,SPA,2002,8,0.0,,,1.0
41730,SPA,2002,9,0.0,1.0,,
41731,SPA,2005,4,0.0,1.0,,
41732,SPA,2006,5,0.0,1.0,,
41733,SPA,2007,5,0.0,,,1.0
41734,SPA,2008,3,0.0,,,1.0
41735,SPA,2008,6,0.0,1.0,,
41736,SPA,2008,8,0.0,1.0,,
41737,SPA,2009,8,0.0,,,2.0
41738,SPA,2011,9,0.0,1.0,,
41739,SPA,2012,9,0.0,1.0,,
41740,SPA,2014,6,0.0,1.0,,
41741,SPA,2014,11,0.0,1.0,,
41742,SPA,2015,1,0.0,,,
41743,SPA,2015,5,0.0,1.0,,
41744,SPA,2015,9,0.0,,,1.0
41745,SPA,2017,7,0.0,,,1.0
41746,SPA,2018,3,0.0,1.0,,
41747,SPA,2018,11,0.0,1.0,,
41748,SPB,1992,6,0.0,1.0,,
41749,SPB,1993,8,0.0,1.0,,
41750,SPB,1996,5,0.0,1.0,,
41751,SPB,1996,9,0.0,1.0,,
41752,SPB,1996,11,0.0,1.0,,
41753,SPB,1997,10,0.0,1.0,,
41754,SPB,1998,2,0.0,1.0,,
41755,SPB,1998,3,0.0,1.0,,
41756,SPB,2000,1,0.0,2.0,,
41757,SPB,2001,2,0.0,1.0,,
41758,SPB,2001,3,0.0,,,1.0
41759,SPB,2001,8,0.0,1.0,,
41760,SPB,2002,2,0.0,,,1.0
41761,SPB,2002,3,0.0,1.0,,
41762,SPB,2003,7,0.0,,,1.0
41763,SPB,2003,10,0.0,,,1.0
41764,SPB,2005,6,0.0,1.0,,
41765,SPB,2007,9,0.0,,,1.0
41766,SPB,2009,10,0.0,,,1.0
41767,SPB,2010,5,0.0,1.0,,
41768,SPB,2010,10,0.0,,,1.0
41769,SPB,2011,9,0.0,,,1.0
41770,SPB,2012,8,0.0,,,1.0
41771,SPB,2013,8,0.0,,,1.0
41772,SPB,2014,2,0.0,,,1.0
41773,SPB,2016,8,0.0,,,1.0
41774,SPB,2017,4,0.0,,,1.0
41775,SPB,2017,6,0.0,1.0,,
41776,SPB,2018,1,0.0,,,
41777,SPB,2019,2,0.0,,,1.0
41778,SPCL,2008,6,1.0,,,0.0
41779,SPCL,2014,6,1.0,,,0.0
41780,SPCM,2016,10,0.0,,,1.0
41781,SPD,2010,1,0.0,,,
41782,SPF,1988,7,0.0,,,1.0
41783,SPF,1988,8,0.0,1.0,,
41784,SPF,1994,3,0.0,1.0,,
41785,SPF,1996,7,0.0,1.0,,
41786,SPF,1996,9,0.0,1.0,,
41787,SPF,1998,8,0.0,,,1.0
41788,SPF,1999,7,0.0,1.0,,
41789,SPF,2001,7,0.0,,,1.0
41790,SPF,2002,7,0.0,,,1.0
41791,SPF,2005,5,0.0,1.0,,
41792,SPF,2005,8,0.0,1.0,,
41793,SPF,2006,9,0.0,1.0,,
41794,SPF,2008,9,0.0,1.0,,
41795,SPF,2008,11,0.0,1.0,,
41796,SPF,2009,11,0.0,1.0,,
41797,SPF,2010,6,0.0,1.0,,
41798,SPF,2010,7,0.0,,,1.0
41799,SPF,2011,8,0.0,,,1.0
41800,SPF,2012,8,0.0,,,1.0
41801,SPF,2017,12,0.0,,,1.0
41802,SPF,2018,7,0.0,,,1.0
41803,SPH,1997,7,0.0,,,1.0
41804,SPH,1999,12,0.0,,,1.0
41805,SPH,2015,6,0.0,,,1.0
41806,SPH,2018,7,0.0,,,1.0
41807,SPHY,2010,11,0.0,,,1.0
41808,SPIA,2009,2,0.0,,,1.0
41809,SPIS,2013,3,0.0,,,1.0
41810,SPJC,2016,6,1.0,,,0.0
41811,SPK,2018,1,0.0,,,
41812,SPK,2018,6,0.0,,,1.0
41813,SPK,2018,8,0.0,,,1.0
41814,SPK,2018,9,0.0,,,1.0
41815,SPMS,2016,6,1.0,,,0.0
41816,SPN,1979,8,0.0,1.0,,
41817,SPN,1984,7,0.0,1.0,,
41818,SPN,1992,2,0.0,1.0,,
41819,SPN,1997,11,0.0,,,1.0
41820,SPN,2001,7,0.0,1.0,,
41821,SPN,2002,2,0.0,1.0,,
41822,SPN,2007,8,0.0,1.0,,
41823,SPN,2007,12,0.0,1.0,,
41824,SPNC,2010,11,0.0,,,1.0
41825,SPQU,1996,2,0.0,,,1.0
41826,SPS,1978,8,0.0,1.0,,
41827,SPS,1982,5,0.0,1.0,,
41828,SPS,1988,4,1.0,,,0.0
41829,SPS,1992,6,0.0,,,1.0
41830,SPS,2016,8,0.0,,,1.0
41831,SPT,1988,1,0.0,,,
41832,SPW,1978,8,0.0,1.0,,
41833,SPW,1981,8,0.0,1.0,,
41834,SPW,1982,9,0.0,1.0,,
41835,SPW,1982,12,0.0,1.0,,
41836,SPW,1987,3,0.0,1.0,,
41837,SPW,1990,9,0.0,1.0,,
41838,SPW,1990,12,0.0,1.0,,
41839,SPW,1992,1,0.0,,,
41840,SPW,1993,9,0.0,,,1.0
41841,SPW,1995,11,0.0,1.0,,
41842,SPW,1996,11,0.0,1.0,,
41843,SPW,1997,11,0.0,,,1.0
41844,SPW,2010,11,0.0,,,1.0
41845,SPW,2018,6,0.0,,,1.0
41846,SPX,1993,7,0.0,,,1.0
41847,SPX,1997,3,0.0,,,1.0
41848,SPZ,1979,8,0.0,1.0,,
41849,SPZ,1980,1,0.0,,,
41850,SPZ,1982,7,0.0,1.0,,
41851,SPZ,1984,12,0.0,1.0,,
41852,SPZ,1985,12,0.0,1.0,,
41853,SPZ,1986,1,0.0,,,
41854,SPZ,1986,3,0.0,1.0,,
41855,SPZ,1987,1,0.0,,,
41856,SPZ,1987,5,0.0,1.0,,
41857,SPZ,1989,2,0.0,1.0,,
41858,SPZ,1989,3,0.0,2.0,,
41859,SPZ,1989,6,0.0,1.0,,
41860,SPZ,1989,7,0.0,1.0,,
41861,SPZ,1991,2,0.0,1.0,,
41862,SPZ,1991,3,0.0,1.0,,
41863,SPZ,1991,6,0.0,1.0,,
41864,SPZ,1991,12,0.0,1.0,,
41865,SPZ,1992,2,0.0,1.0,,
41866,SPZ,1992,11,0.0,1.0,,
41867,SPZ,1993,7,0.0,1.0,,
41868,SPZ,1993,12,0.0,1.0,,
41869,SPZ,1995,1,0.0,,,
41870,SPZ,1996,3,0.0,1.0,,
41871,SPZ,1996,6,0.0,1.0,,
41872,SPZ,1996,7,0.0,1.0,,
41873,SPZ,1997,3,0.0,1.0,,
41874,SPZ,1997,6,0.0,1.0,,
41875,SPZ,1998,9,0.0,1.0,,
41876,SPZ,1999,6,0.0,1.0,,
41877,SPZ,2000,5,0.0,1.0,,
41878,SPZ,2001,7,0.0,1.0,,
41879,SPZ,2001,10,0.0,1.0,,
41880,SPZ,2002,12,0.0,1.0,,
41881,SPZ,2005,4,0.0,1.0,,
41882,SPZ,2007,9,0.0,1.0,,
41883,SPZ,2008,1,0.0,,,
41884,SPZ,2012,1,0.0,,,
41885,SPZ,2012,3,0.0,1.0,,
41886,SPZ,2013,3,0.0,1.0,,
41887,SPZ,2013,4,0.0,1.0,,
41888,SPZ,2015,1,0.0,,,
41889,SPZ,2015,7,0.0,,,1.0
41890,SPZ,2016,11,0.0,1.0,,
41891,SPZ,2017,6,0.0,1.0,,
41892,SPZ,2017,9,0.0,,,1.0
41893,SPZ,2019,3,0.0,1.0,,
41894,SPZ,2019,6,0.0,1.0,,
41895,SPZA,2010,10,0.0,,,1.0
41896,SPZO,2011,9,1.0,,,0.0
41897,SPZO,2015,10,1.0,,,0.0
41898,SQA,1978,1,0.0,,,
41899,SQA,1978,7,0.0,1.0,,
41900,SQA,1981,8,0.0,1.0,,
41901,SQA,1987,4,0.0,2.0,,
41902,SQA,1988,7,0.0,1.0,,
41903,SQA,1990,12,0.0,1.0,,
41904,SQA,1991,10,0.0,1.0,,
41905,SQA,1992,12,0.0,1.0,,
41906,SQA,1993,4,0.0,1.0,,
41907,SQA,1993,6,0.0,1.0,,
41908,SQA,1995,7,0.0,1.0,,
41909,SQA,2013,2,0.0,1.0,,
41910,SQA,2014,7,0.0,1.0,,
41911,SQA,2015,12,0.0,1.0,,
41912,SQI,1989,10,0.0,,,1.0
41913,SQI,1990,3,0.0,,,1.0
41914,SQI,1995,4,0.0,,,1.0
41915,SQI,2006,7,0.0,,,1.0
41916,SQI,2012,5,0.0,,,1.0
41917,SQV,1980,5,0.0,1.0,,
41918,SQV,1995,1,0.0,,,
41919,SQV,1997,11,0.0,1.0,,
41920,SQV,2002,8,0.0,1.0,,
41921,SRB,1997,5,0.0,,,1.0
41922,SRB,2008,9,0.0,,,1.0
41923,SRB,2011,7,0.0,,,1.0
41924,SRB,2019,7,0.0,,,1.0
41925,SRC,1979,7,0.0,1.0,,
41926,SRC,1985,3,0.0,1.0,,
41927,SRC,1988,4,0.0,1.0,,
41928,SRC,1988,10,0.0,1.0,,
41929,SRC,1989,8,0.0,1.0,,
41930,SRC,1992,2,0.0,1.0,,
41931,SRC,1996,6,0.0,1.0,,
41932,SRC,1996,8,0.0,1.0,,
41933,SRC,1997,12,0.0,1.0,,
41934,SRC,1999,1,0.0,,,
41935,SRC,2002,8,0.0,1.0,,
41936,SRC,2003,7,0.0,,,1.0
41937,SRC,2008,5,0.0,1.0,,
41938,SRC,2009,8,0.0,,,1.0
41939,SRC,2017,8,0.0,1.0,,
41940,SRC,2019,3,0.0,1.0,,
41941,SRE,2009,5,0.0,,,1.0
41942,SRF,1985,5,0.0,1.0,,
41943,SRF,1985,7,0.0,1.0,,
41944,SRF,1986,7,0.0,1.0,,
41945,SRF,1993,4,0.0,,,1.0
41946,SRF,1997,7,0.0,1.0,,
41947,SRF,1997,9,0.0,1.0,,
41948,SRF,2007,4,0.0,1.0,,
41949,SRF,2013,4,0.0,1.0,,
41950,SRR,1988,3,0.0,,,1.0
41951,SRR,1988,5,0.0,,,1.0
41952,SRR,1989,12,0.0,,,1.0
41953,SRR,1991,9,0.0,,,1.0
41954,SRR,1992,7,0.0,,,1.0
41955,SRR,1996,12,0.0,,,1.0
41956,SRR,1997,12,0.0,,,1.0
41957,SRR,1998,5,0.0,,,1.0
41958,SRR,1999,12,0.0,,,1.0
41959,SRR,2000,9,0.0,,,1.0
41960,SRR,2007,8,0.0,,,1.0
41961,SRR,2010,6,0.0,,,1.0
41962,SRR,2011,4,0.0,,,1.0
41963,SRR,2014,3,0.0,,,1.0
41964,SRR,2017,6,0.0,,,1.0
41965,SRR,2019,8,0.0,,,1.0
41966,SRV,1978,10,0.0,1.0,,
41967,SRV,1979,6,0.0,1.0,,
41968,SRW,1978,9,0.0,1.0,,
41969,SRW,1990,1,0.0,2.0,,
41970,SRW,1990,8,0.0,1.0,,
41971,SRW,1995,10,0.0,1.0,,
41972,SRW,1998,4,0.0,1.0,,
41973,SRW,1998,11,0.0,1.0,,
41974,SRW,2001,4,0.0,1.0,,
41975,SRW,2003,12,0.0,1.0,,
41976,SRW,2005,4,0.0,1.0,,
41977,SRW,2012,11,0.0,1.0,,
41978,SRW,2013,6,0.0,1.0,,
41979,SRW,2016,6,0.0,1.0,,
41980,SRW,2017,5,0.0,2.0,,
41981,SRW,2019,7,0.0,1.0,,
41982,SRW,2019,9,0.0,1.0,,
41983,SS1,1990,4,0.0,,,1.0
41984,SSC,1978,3,0.0,1.0,,
41985,SSC,1978,11,0.0,1.0,,
41986,SSC,1985,7,0.0,1.0,,
41987,SSC,1992,5,0.0,1.0,,
41988,SSCL,2017,4,0.0,,,1.0
41989,SSD,1991,6,0.0,,,1.0
41990,SSFG,2015,10,0.0,,,1.0
41991,SSI,1980,6,0.0,1.0,,
41992,SSI,1983,7,0.0,1.0,,
41993,SSI,1984,9,0.0,1.0,,
41994,SSI,1986,1,0.0,,,
41995,SSI,1986,8,0.0,1.0,,
41996,SSI,1986,12,0.0,1.0,,
41997,SSI,1989,7,0.0,1.0,,
41998,SSI,1991,1,0.0,,,
41999,SSI,1992,8,0.0,1.0,,
42000,SSI,1992,10,0.0,1.0,,
42001,SSI,1995,6,0.0,1.0,,
42002,SSI,1997,1,0.0,,,
42003,SSI,1999,7,0.0,,,1.0
42004,SSI,2001,4,0.0,1.0,,
42005,SSI,2002,3,0.0,1.0,,
42006,SSI,2002,7,0.0,,,1.0
42007,SSI,2002,9,0.0,,,1.0
42008,SSI,2003,6,0.0,,,1.0
42009,SSI,2006,4,0.0,1.0,,
42010,SSI,2006,11,0.0,1.0,,
42011,SSI,2007,4,0.0,,,1.0
42012,SSI,2008,1,0.0,,,
42013,SSI,2008,9,0.0,,,1.0
42014,SSI,2009,3,0.0,,,1.0
42015,SSI,2010,2,0.0,,,1.0
42016,SSI,2012,12,0.0,,,1.0
42017,SSI,2013,2,0.0,,,1.0
42018,SSI,2014,12,0.0,,,1.0
42019,SSI,2015,12,0.0,,,1.0
42020,SSI,2016,3,0.0,,,1.0
42021,SSI,2016,8,0.0,,,1.0
42022,SSI,2017,7,0.0,,,1.0
42023,SSI,2018,2,0.0,,,
42024,SSI,2018,6,0.0,1.0,,
42025,SSI,2018,10,0.0,1.0,,
42026,SSKS,2014,1,0.0,,,
42027,SSOK,2016,1,0.0,,,
42028,SSQ,1989,4,0.0,,,1.0
42029,SSQ,1989,11,0.0,,,1.0
42030,SSQI,2016,9,0.0,,,1.0
42031,SSUE,2014,3,0.0,,,1.0
42032,SSW,1991,4,0.0,1.0,,
42033,ST75,1989,1,0.0,,,
42034,STA4,1994,9,0.0,,,1.0
42035,STE,1978,5,0.0,1.0,,
42036,STE,1978,7,0.0,1.0,,
42037,STE,1981,1,0.0,,,
42038,STE,1981,4,0.0,1.0,,
42039,STE,1982,1,0.0,,,
42040,STE,1982,10,0.0,1.0,,
42041,STE,1983,4,0.0,1.0,,
42042,STE,1984,8,0.0,1.0,,
42043,STE,1984,11,0.0,1.0,,
42044,STE,1985,6,0.0,1.0,,
42045,STE,1988,6,0.0,1.0,,
42046,STE,1989,2,0.0,,,1.0
42047,STE,1990,8,0.0,,,1.0
42048,STE,1991,7,0.0,,,1.0
42049,STE,1991,10,0.0,1.0,,
42050,STE,1995,11,0.0,,,1.0
42051,STE,2001,8,0.0,,,1.0
42052,STE,2001,10,0.0,1.0,,
42053,STE,2003,5,0.0,1.0,,
42054,STE,2008,5,0.0,,,1.0
42055,STE,2011,8,0.0,1.0,,
42056,STE,2014,6,0.0,,,1.0
42057,STE,2016,7,0.0,1.0,,
42058,STE,2018,9,0.0,1.0,,
42059,STF,1989,7,0.0,,,1.0
42060,STF,2004,5,0.0,,,1.0
42061,STF,2008,7,0.0,,,1.0
42062,STF,2011,10,0.0,,,1.0
42063,STF,2019,12,0.0,,,1.0
42064,STFQ,2003,10,0.0,,,1.0
42065,STK,1978,4,0.0,1.0,,
42066,STK,1980,6,0.0,1.0,,
42067,STK,1982,1,0.0,,,
42068,STK,1983,6,0.0,1.0,,
42069,STK,1983,9,0.0,1.0,,
42070,STK,1987,8,0.0,1.0,,
42071,STK,1988,10,0.0,1.0,,
42072,STK,1989,9,0.0,1.0,,
42073,STK,1989,10,0.0,,,1.0
42074,STK,1994,10,0.0,1.0,,
42075,STK,1995,9,0.0,1.0,,
42076,STK,1996,10,0.0,,,2.0
42077,STK,1999,5,0.0,1.0,,
42078,STK,1999,8,0.0,,,1.0
42079,STK,2004,8,0.0,,,1.0
42080,STK,2007,9,0.0,1.0,,
42081,STK,2008,4,0.0,,,1.0
42082,STK,2009,7,0.0,1.0,,
42083,STK,2010,4,0.0,1.0,,
42084,STK,2015,3,0.0,1.0,,
42085,STN,1995,7,0.0,1.0,,
42086,STN,2007,3,1.0,,,0.0
42087,STQ,1986,6,0.0,1.0,,
42088,STQ,1987,8,0.0,1.0,,
42089,STQ,1988,1,0.0,,,
