,0
liwc_posemo_syn_all_prop_1m,19100
liwc_posemo_syn_all_prop_3m,19100
liwc_posemo_syn_all_prop_6m,19100
liwc_posemo_syn_all_prop_12m,19100
liwc_posemo_call_ct_1m,68
liwc_posemo_call_ct_3m,154
liwc_posemo_call_ct_6m,303
liwc_posemo_call_ct_12m,603
liwc_posemo_call_prop_1m,19100
liwc_posemo_call_prop_3m,19100
liwc_posemo_call_prop_6m,19100
liwc_posemo_call_prop_12m,19100
liwc_posemo_call_avg_1m,68
liwc_posemo_call_avg_3m,154
liwc_posemo_call_avg_6m,303
liwc_posemo_call_avg_12m,603
liwc_posemo_call_out_ct_1m,68
liwc_posemo_call_out_ct_3m,154
liwc_posemo_call_out_ct_6m,303
liwc_posemo_call_out_ct_12m,603
liwc_posemo_call_all_ct_1m,68
liwc_posemo_call_all_ct_3m,154
liwc_posemo_call_all_ct_6m,303
liwc_posemo_call_all_ct_12m,603
liwc_posemo_call_out_prop_1m,19100
liwc_posemo_call_out_prop_3m,19100
liwc_posemo_call_out_prop_6m,19100
liwc_posemo_call_out_prop_12m,19100
liwc_posemo_call_all_prop_1m,19100
liwc_posemo_call_all_prop_3m,19100
liwc_posemo_call_all_prop_6m,19100
liwc_posemo_call_all_prop_12m,19100
liwc_posemo_narrsyn_ct_1m,68
liwc_posemo_narrsyn_ct_3m,154
liwc_posemo_narrsyn_ct_6m,303
liwc_posemo_narrsyn_ct_12m,603
liwc_posemo_narrsyn_prop_1m,19100
liwc_posemo_narrsyn_prop_3m,19100
liwc_posemo_narrsyn_prop_6m,19100
liwc_posemo_narrsyn_prop_12m,19100
liwc_posemo_narrsyn_avg_1m,68
liwc_posemo_narrsyn_avg_3m,154
liwc_posemo_narrsyn_avg_6m,303
liwc_posemo_narrsyn_avg_12m,603
liwc_posemo_narrsyn_out_ct_1m,68
liwc_posemo_narrsyn_out_ct_3m,154
liwc_posemo_narrsyn_out_ct_6m,303
liwc_posemo_narrsyn_out_ct_12m,603
liwc_posemo_narrsyn_all_ct_1m,68
liwc_posemo_narrsyn_all_ct_3m,154
liwc_posemo_narrsyn_all_ct_6m,303
liwc_posemo_narrsyn_all_ct_12m,603
liwc_posemo_narrsyn_out_prop_1m,19100
liwc_posemo_narrsyn_out_prop_3m,19100
liwc_posemo_narrsyn_out_prop_6m,19100
liwc_posemo_narrsyn_out_prop_12m,19100
liwc_posemo_narrsyn_all_prop_1m,19100
liwc_posemo_narrsyn_all_prop_3m,19100
liwc_posemo_narrsyn_all_prop_6m,19100
liwc_posemo_narrsyn_all_prop_12m,19100
liwc_posemo_all_ct_1m,68
liwc_posemo_all_ct_3m,154
liwc_posemo_all_ct_6m,303
liwc_posemo_all_ct_12m,603
liwc_posemo_all_prop_1m,19100
liwc_posemo_all_prop_3m,19100
liwc_posemo_all_prop_6m,19100
liwc_posemo_all_prop_12m,19100
liwc_posemo_all_avg_1m,68
liwc_posemo_all_avg_3m,154
liwc_posemo_all_avg_6m,303
liwc_posemo_all_avg_12m,603
liwc_posemo_all_out_ct_1m,68
liwc_posemo_all_out_ct_3m,154
liwc_posemo_all_out_ct_6m,303
liwc_posemo_all_out_ct_12m,603
liwc_posemo_all_all_ct_1m,68
liwc_posemo_all_all_ct_3m,154
liwc_posemo_all_all_ct_6m,303
liwc_posemo_all_all_ct_12m,603
liwc_posemo_all_out_prop_1m,19100
liwc_posemo_all_out_prop_3m,19100
liwc_posemo_all_out_prop_6m,19100
liwc_posemo_all_out_prop_12m,19100
liwc_posemo_all_all_prop_1m,19100
liwc_posemo_all_all_prop_3m,19100
liwc_posemo_all_all_prop_6m,19100
liwc_posemo_all_all_prop_12m,19100
liwc_posemo_flfrm_narr_ct_1m,68
liwc_posemo_flfrm_narr_ct_3m,154
liwc_posemo_flfrm_narr_ct_6m,303
liwc_posemo_flfrm_narr_ct_12m,603
liwc_posemo_flfrm_narr_out_ct_1m,68
liwc_posemo_flfrm_narr_out_ct_3m,154
liwc_posemo_flfrm_narr_out_ct_6m,303
liwc_posemo_flfrm_narr_out_ct_12m,603
liwc_posemo_flfrm_narr_all_ct_1m,68
liwc_posemo_flfrm_narr_all_ct_3m,154
liwc_posemo_flfrm_narr_all_ct_6m,303
liwc_posemo_flfrm_narr_all_ct_12m,603
liwc_posemo_flfrm_syn_ct_1m,68
liwc_posemo_flfrm_syn_ct_3m,154
liwc_posemo_flfrm_syn_ct_6m,303
liwc_posemo_flfrm_syn_ct_12m,603
liwc_posemo_flfrm_syn_out_ct_1m,68
liwc_posemo_flfrm_syn_out_ct_3m,154
liwc_posemo_flfrm_syn_out_ct_6m,303
liwc_posemo_flfrm_syn_out_ct_12m,603
liwc_posemo_flfrm_syn_all_ct_1m,68
liwc_posemo_flfrm_syn_all_ct_3m,154
liwc_posemo_flfrm_syn_all_ct_6m,303
liwc_posemo_flfrm_syn_all_ct_12m,603
liwc_posemo_flfrm_call_ct_1m,68
liwc_posemo_flfrm_call_ct_3m,154
liwc_posemo_flfrm_call_ct_6m,303
liwc_posemo_flfrm_call_ct_12m,603
liwc_posemo_flfrm_call_out_ct_1m,68
liwc_posemo_flfrm_call_out_ct_3m,154
liwc_posemo_flfrm_call_out_ct_6m,303
liwc_posemo_flfrm_call_out_ct_12m,603
liwc_posemo_flfrm_call_all_ct_1m,68
liwc_posemo_flfrm_call_all_ct_3m,154
liwc_posemo_flfrm_call_all_ct_6m,303
liwc_posemo_flfrm_call_all_ct_12m,603
liwc_posemo_flfrm_narrsyn_ct_1m,68
liwc_posemo_flfrm_narrsyn_ct_3m,154
liwc_posemo_flfrm_narrsyn_ct_6m,303
liwc_posemo_flfrm_narrsyn_ct_12m,603
liwc_posemo_flfrm_narrsyn_out_ct_1m,68
liwc_posemo_flfrm_narrsyn_out_ct_3m,154
liwc_posemo_flfrm_narrsyn_out_ct_6m,303
liwc_posemo_flfrm_narrsyn_out_ct_12m,603
liwc_posemo_flfrm_narrsyn_all_ct_1m,68
liwc_posemo_flfrm_narrsyn_all_ct_3m,154
liwc_posemo_flfrm_narrsyn_all_ct_6m,303
liwc_posemo_flfrm_narrsyn_all_ct_12m,603
liwc_posemo_flfrm_all_ct_1m,68
liwc_posemo_flfrm_all_ct_3m,154
liwc_posemo_flfrm_all_ct_6m,303
liwc_posemo_flfrm_all_ct_12m,603
liwc_posemo_flfrm_all_out_ct_1m,68
liwc_posemo_flfrm_all_out_ct_3m,154
liwc_posemo_flfrm_all_out_ct_6m,303
liwc_posemo_flfrm_all_out_ct_12m,603
liwc_posemo_flfrm_all_all_ct_1m,68
liwc_posemo_flfrm_all_all_ct_3m,154
liwc_posemo_flfrm_all_all_ct_6m,303
liwc_posemo_flfrm_all_all_ct_12m,603
liwc_bio_narr_ct_1m,68
liwc_bio_narr_ct_3m,154
liwc_bio_narr_ct_6m,303
liwc_bio_narr_ct_12m,603
liwc_bio_narr_prop_1m,19100
liwc_bio_narr_prop_3m,19100
liwc_bio_narr_prop_6m,19100
liwc_bio_narr_prop_12m,19100
liwc_bio_narr_avg_1m,68
liwc_bio_narr_avg_3m,154
liwc_bio_narr_avg_6m,303
liwc_bio_narr_avg_12m,603
liwc_bio_narr_out_ct_1m,68
liwc_bio_narr_out_ct_3m,154
liwc_bio_narr_out_ct_6m,303
liwc_bio_narr_out_ct_12m,603
liwc_bio_narr_all_ct_1m,68
liwc_bio_narr_all_ct_3m,154
liwc_bio_narr_all_ct_6m,303
liwc_bio_narr_all_ct_12m,603
liwc_bio_narr_out_prop_1m,19100
liwc_bio_narr_out_prop_3m,19100
liwc_bio_narr_out_prop_6m,19100
liwc_bio_narr_out_prop_12m,19100
liwc_bio_narr_all_prop_1m,19100
liwc_bio_narr_all_prop_3m,19100
liwc_bio_narr_all_prop_6m,19100
liwc_bio_narr_all_prop_12m,19100
liwc_bio_syn_ct_1m,68
liwc_bio_syn_ct_3m,154
liwc_bio_syn_ct_6m,303
liwc_bio_syn_ct_12m,603
liwc_bio_syn_prop_1m,19100
liwc_bio_syn_prop_3m,19100
liwc_bio_syn_prop_6m,19100
liwc_bio_syn_prop_12m,19100
liwc_bio_syn_avg_1m,68
liwc_bio_syn_avg_3m,154
liwc_bio_syn_avg_6m,303
liwc_bio_syn_avg_12m,603
liwc_bio_syn_out_ct_1m,68
liwc_bio_syn_out_ct_3m,154
liwc_bio_syn_out_ct_6m,303
liwc_bio_syn_out_ct_12m,603
liwc_bio_syn_all_ct_1m,68
liwc_bio_syn_all_ct_3m,154
liwc_bio_syn_all_ct_6m,303
liwc_bio_syn_all_ct_12m,603
liwc_bio_syn_out_prop_1m,19100
liwc_bio_syn_out_prop_3m,19100
liwc_bio_syn_out_prop_6m,19100
liwc_bio_syn_out_prop_12m,19100
liwc_bio_syn_all_prop_1m,19100
liwc_bio_syn_all_prop_3m,19100
liwc_bio_syn_all_prop_6m,19100
liwc_bio_syn_all_prop_12m,19100
liwc_bio_call_ct_1m,68
liwc_bio_call_ct_3m,154
liwc_bio_call_ct_6m,303
liwc_bio_call_ct_12m,603
liwc_bio_call_prop_1m,19100
liwc_bio_call_prop_3m,19100
liwc_bio_call_prop_6m,19100
liwc_bio_call_prop_12m,19100
liwc_bio_call_avg_1m,68
liwc_bio_call_avg_3m,154
liwc_bio_call_avg_6m,303
liwc_bio_call_avg_12m,603
liwc_bio_call_out_ct_1m,68
liwc_bio_call_out_ct_3m,154
liwc_bio_call_out_ct_6m,303
liwc_bio_call_out_ct_12m,603
liwc_bio_call_all_ct_1m,68
liwc_bio_call_all_ct_3m,154
liwc_bio_call_all_ct_6m,303
liwc_bio_call_all_ct_12m,603
liwc_bio_call_out_prop_1m,19100
liwc_bio_call_out_prop_3m,19100
liwc_bio_call_out_prop_6m,19100
liwc_bio_call_out_prop_12m,19100
liwc_bio_call_all_prop_1m,19100
liwc_bio_call_all_prop_3m,19100
liwc_bio_call_all_prop_6m,19100
liwc_bio_call_all_prop_12m,19100
liwc_bio_narrsyn_ct_1m,68
liwc_bio_narrsyn_ct_3m,154
liwc_bio_narrsyn_ct_6m,303
liwc_bio_narrsyn_ct_12m,603
liwc_bio_narrsyn_prop_1m,19100
liwc_bio_narrsyn_prop_3m,19100
liwc_bio_narrsyn_prop_6m,19100
liwc_bio_narrsyn_prop_12m,19100
liwc_bio_narrsyn_avg_1m,68
liwc_bio_narrsyn_avg_3m,154
liwc_bio_narrsyn_avg_6m,303
liwc_bio_narrsyn_avg_12m,603
liwc_bio_narrsyn_out_ct_1m,68
liwc_bio_narrsyn_out_ct_3m,154
liwc_bio_narrsyn_out_ct_6m,303
liwc_bio_narrsyn_out_ct_12m,603
liwc_bio_narrsyn_all_ct_1m,68
liwc_bio_narrsyn_all_ct_3m,154
liwc_bio_narrsyn_all_ct_6m,303
liwc_bio_narrsyn_all_ct_12m,603
liwc_bio_narrsyn_out_prop_1m,19100
liwc_bio_narrsyn_out_prop_3m,19100
liwc_bio_narrsyn_out_prop_6m,19100
liwc_bio_narrsyn_out_prop_12m,19100
liwc_bio_narrsyn_all_prop_1m,19100
liwc_bio_narrsyn_all_prop_3m,19100
liwc_bio_narrsyn_all_prop_6m,19100
liwc_bio_narrsyn_all_prop_12m,19100
liwc_bio_all_ct_1m,68
liwc_bio_all_ct_3m,154
liwc_bio_all_ct_6m,303
liwc_bio_all_ct_12m,603
liwc_bio_all_prop_1m,19100
liwc_bio_all_prop_3m,19100
liwc_bio_all_prop_6m,19100
liwc_bio_all_prop_12m,19100
liwc_bio_all_avg_1m,68
liwc_bio_all_avg_3m,154
liwc_bio_all_avg_6m,303
liwc_bio_all_avg_12m,603
liwc_bio_all_out_ct_1m,68
liwc_bio_all_out_ct_3m,154
liwc_bio_all_out_ct_6m,303
liwc_bio_all_out_ct_12m,603
liwc_bio_all_all_ct_1m,68
liwc_bio_all_all_ct_3m,154
liwc_bio_all_all_ct_6m,303
liwc_bio_all_all_ct_12m,603
liwc_bio_all_out_prop_1m,19100
liwc_bio_all_out_prop_3m,19100
liwc_bio_all_out_prop_6m,19100
liwc_bio_all_out_prop_12m,19100
liwc_bio_all_all_prop_1m,19100
liwc_bio_all_all_prop_3m,19100
liwc_bio_all_all_prop_6m,19100
liwc_bio_all_all_prop_12m,19100
liwc_bio_flfrm_narr_ct_1m,68
liwc_bio_flfrm_narr_ct_3m,154
liwc_bio_flfrm_narr_ct_6m,303
liwc_bio_flfrm_narr_ct_12m,603
liwc_bio_flfrm_narr_out_ct_1m,68
liwc_bio_flfrm_narr_out_ct_3m,154
liwc_bio_flfrm_narr_out_ct_6m,303
liwc_bio_flfrm_narr_out_ct_12m,603
liwc_bio_flfrm_narr_all_ct_1m,68
liwc_bio_flfrm_narr_all_ct_3m,154
liwc_bio_flfrm_narr_all_ct_6m,303
liwc_bio_flfrm_narr_all_ct_12m,603
liwc_bio_flfrm_syn_ct_1m,68
liwc_bio_flfrm_syn_ct_3m,154
liwc_bio_flfrm_syn_ct_6m,303
liwc_bio_flfrm_syn_ct_12m,603
liwc_bio_flfrm_syn_out_ct_1m,68
liwc_bio_flfrm_syn_out_ct_3m,154
liwc_bio_flfrm_syn_out_ct_6m,303
liwc_bio_flfrm_syn_out_ct_12m,603
liwc_bio_flfrm_syn_all_ct_1m,68
liwc_bio_flfrm_syn_all_ct_3m,154
liwc_bio_flfrm_syn_all_ct_6m,303
liwc_bio_flfrm_syn_all_ct_12m,603
liwc_bio_flfrm_call_ct_1m,68
liwc_bio_flfrm_call_ct_3m,154
liwc_bio_flfrm_call_ct_6m,303
liwc_bio_flfrm_call_ct_12m,603
liwc_bio_flfrm_call_out_ct_1m,68
liwc_bio_flfrm_call_out_ct_3m,154
liwc_bio_flfrm_call_out_ct_6m,303
liwc_bio_flfrm_call_out_ct_12m,603
liwc_bio_flfrm_call_all_ct_1m,68
liwc_bio_flfrm_call_all_ct_3m,154
liwc_bio_flfrm_call_all_ct_6m,303
liwc_bio_flfrm_call_all_ct_12m,603
liwc_bio_flfrm_narrsyn_ct_1m,68
liwc_bio_flfrm_narrsyn_ct_3m,154
liwc_bio_flfrm_narrsyn_ct_6m,303
liwc_bio_flfrm_narrsyn_ct_12m,603
liwc_bio_flfrm_narrsyn_out_ct_1m,68
liwc_bio_flfrm_narrsyn_out_ct_3m,154
liwc_bio_flfrm_narrsyn_out_ct_6m,303
liwc_bio_flfrm_narrsyn_out_ct_12m,603
liwc_bio_flfrm_narrsyn_all_ct_1m,68
liwc_bio_flfrm_narrsyn_all_ct_3m,154
liwc_bio_flfrm_narrsyn_all_ct_6m,303
liwc_bio_flfrm_narrsyn_all_ct_12m,603
liwc_bio_flfrm_all_ct_1m,68
liwc_bio_flfrm_all_ct_3m,154
liwc_bio_flfrm_all_ct_6m,303
liwc_bio_flfrm_all_ct_12m,603
liwc_bio_flfrm_all_out_ct_1m,68
liwc_bio_flfrm_all_out_ct_3m,154
liwc_bio_flfrm_all_out_ct_6m,303
liwc_bio_flfrm_all_out_ct_12m,603
liwc_bio_flfrm_all_all_ct_1m,68
liwc_bio_flfrm_all_all_ct_3m,154
liwc_bio_flfrm_all_all_ct_6m,303
liwc_bio_flfrm_all_all_ct_12m,603
liwc_certain_narr_ct_1m,68
liwc_certain_narr_ct_3m,154
liwc_certain_narr_ct_6m,303
liwc_certain_narr_ct_12m,603
liwc_certain_narr_prop_1m,19100
liwc_certain_narr_prop_3m,19100
liwc_certain_narr_prop_6m,19100
liwc_certain_narr_prop_12m,19100
liwc_certain_narr_avg_1m,68
liwc_certain_narr_avg_3m,154
liwc_certain_narr_avg_6m,303
liwc_certain_narr_avg_12m,603
liwc_certain_narr_out_ct_1m,68
liwc_certain_narr_out_ct_3m,154
liwc_certain_narr_out_ct_6m,303
liwc_certain_narr_out_ct_12m,603
liwc_certain_narr_all_ct_1m,68
liwc_certain_narr_all_ct_3m,154
liwc_certain_narr_all_ct_6m,303
liwc_certain_narr_all_ct_12m,603
liwc_certain_narr_out_prop_1m,19100
liwc_certain_narr_out_prop_3m,19100
liwc_certain_narr_out_prop_6m,19100
liwc_certain_narr_out_prop_12m,19100
liwc_certain_narr_all_prop_1m,19100
liwc_certain_narr_all_prop_3m,19100
liwc_certain_narr_all_prop_6m,19100
liwc_certain_narr_all_prop_12m,19100
liwc_certain_syn_ct_1m,68
liwc_certain_syn_ct_3m,154
liwc_certain_syn_ct_6m,303
liwc_certain_syn_ct_12m,603
liwc_certain_syn_prop_1m,19100
liwc_certain_syn_prop_3m,19100
liwc_certain_syn_prop_6m,19100
liwc_certain_syn_prop_12m,19100
liwc_certain_syn_avg_1m,68
liwc_certain_syn_avg_3m,154
liwc_certain_syn_avg_6m,303
liwc_certain_syn_avg_12m,603
liwc_certain_syn_out_ct_1m,68
liwc_certain_syn_out_ct_3m,154
liwc_certain_syn_out_ct_6m,303
liwc_certain_syn_out_ct_12m,603
liwc_certain_syn_all_ct_1m,68
liwc_certain_syn_all_ct_3m,154
liwc_certain_syn_all_ct_6m,303
liwc_certain_syn_all_ct_12m,603
liwc_certain_syn_out_prop_1m,19100
liwc_certain_syn_out_prop_3m,19100
liwc_certain_syn_out_prop_6m,19100
liwc_certain_syn_out_prop_12m,19100
liwc_certain_syn_all_prop_1m,19100
liwc_certain_syn_all_prop_3m,19100
liwc_certain_syn_all_prop_6m,19100
liwc_certain_syn_all_prop_12m,19100
liwc_certain_call_ct_1m,68
liwc_certain_call_ct_3m,154
liwc_certain_call_ct_6m,303
liwc_certain_call_ct_12m,603
liwc_certain_call_prop_1m,19100
liwc_certain_call_prop_3m,19100
liwc_certain_call_prop_6m,19100
liwc_certain_call_prop_12m,19100
liwc_certain_call_avg_1m,68
liwc_certain_call_avg_3m,154
liwc_certain_call_avg_6m,303
liwc_certain_call_avg_12m,603
liwc_certain_call_out_ct_1m,68
liwc_certain_call_out_ct_3m,154
liwc_certain_call_out_ct_6m,303
liwc_certain_call_out_ct_12m,603
liwc_certain_call_all_ct_1m,68
liwc_certain_call_all_ct_3m,154
liwc_certain_call_all_ct_6m,303
liwc_certain_call_all_ct_12m,603
liwc_certain_call_out_prop_1m,19100
liwc_certain_call_out_prop_3m,19100
liwc_certain_call_out_prop_6m,19100
liwc_certain_call_out_prop_12m,19100
liwc_certain_call_all_prop_1m,19100
liwc_certain_call_all_prop_3m,19100
liwc_certain_call_all_prop_6m,19100
liwc_certain_call_all_prop_12m,19100
liwc_certain_narrsyn_ct_1m,68
liwc_certain_narrsyn_ct_3m,154
liwc_certain_narrsyn_ct_6m,303
liwc_certain_narrsyn_ct_12m,603
liwc_certain_narrsyn_prop_1m,19100
liwc_certain_narrsyn_prop_3m,19100
liwc_certain_narrsyn_prop_6m,19100
liwc_certain_narrsyn_prop_12m,19100
liwc_certain_narrsyn_avg_1m,68
liwc_certain_narrsyn_avg_3m,154
liwc_certain_narrsyn_avg_6m,303
liwc_certain_narrsyn_avg_12m,603
liwc_certain_narrsyn_out_ct_1m,68
liwc_certain_narrsyn_out_ct_3m,154
liwc_certain_narrsyn_out_ct_6m,303
liwc_certain_narrsyn_out_ct_12m,603
liwc_certain_narrsyn_all_ct_1m,68
liwc_certain_narrsyn_all_ct_3m,154
liwc_certain_narrsyn_all_ct_6m,303
liwc_certain_narrsyn_all_ct_12m,603
liwc_certain_narrsyn_out_prop_1m,19100
liwc_certain_narrsyn_out_prop_3m,19100
liwc_certain_narrsyn_out_prop_6m,19100
liwc_certain_narrsyn_out_prop_12m,19100
liwc_certain_narrsyn_all_prop_1m,19100
liwc_certain_narrsyn_all_prop_3m,19100
liwc_certain_narrsyn_all_prop_6m,19100
liwc_certain_narrsyn_all_prop_12m,19100
liwc_certain_all_ct_1m,68
liwc_certain_all_ct_3m,154
liwc_certain_all_ct_6m,303
liwc_certain_all_ct_12m,603
liwc_certain_all_prop_1m,19100
liwc_certain_all_prop_3m,19100
liwc_certain_all_prop_6m,19100
liwc_certain_all_prop_12m,19100
liwc_certain_all_avg_1m,68
liwc_certain_all_avg_3m,154
liwc_certain_all_avg_6m,303
liwc_certain_all_avg_12m,603
liwc_certain_all_out_ct_1m,68
liwc_certain_all_out_ct_3m,154
liwc_certain_all_out_ct_6m,303
liwc_certain_all_out_ct_12m,603
liwc_certain_all_all_ct_1m,68
liwc_certain_all_all_ct_3m,154
liwc_certain_all_all_ct_6m,303
liwc_certain_all_all_ct_12m,603
liwc_certain_all_out_prop_1m,19100
liwc_certain_all_out_prop_3m,19100
liwc_certain_all_out_prop_6m,19100
liwc_certain_all_out_prop_12m,19100
liwc_certain_all_all_prop_1m,19100
liwc_certain_all_all_prop_3m,19100
liwc_certain_all_all_prop_6m,19100
liwc_certain_all_all_prop_12m,19100
liwc_certain_flfrm_narr_ct_1m,68
liwc_certain_flfrm_narr_ct_3m,154
liwc_certain_flfrm_narr_ct_6m,303
liwc_certain_flfrm_narr_ct_12m,603
liwc_certain_flfrm_narr_out_ct_1m,68
liwc_certain_flfrm_narr_out_ct_3m,154
liwc_certain_flfrm_narr_out_ct_6m,303
liwc_certain_flfrm_narr_out_ct_12m,603
liwc_certain_flfrm_narr_all_ct_1m,68
liwc_certain_flfrm_narr_all_ct_3m,154
liwc_certain_flfrm_narr_all_ct_6m,303
liwc_certain_flfrm_narr_all_ct_12m,603
liwc_certain_flfrm_syn_ct_1m,68
liwc_certain_flfrm_syn_ct_3m,154
liwc_certain_flfrm_syn_ct_6m,303
liwc_certain_flfrm_syn_ct_12m,603
liwc_certain_flfrm_syn_out_ct_1m,68
liwc_certain_flfrm_syn_out_ct_3m,154
liwc_certain_flfrm_syn_out_ct_6m,303
liwc_certain_flfrm_syn_out_ct_12m,603
liwc_certain_flfrm_syn_all_ct_1m,68
liwc_certain_flfrm_syn_all_ct_3m,154
liwc_certain_flfrm_syn_all_ct_6m,303
liwc_certain_flfrm_syn_all_ct_12m,603
liwc_certain_flfrm_call_ct_1m,68
liwc_certain_flfrm_call_ct_3m,154
liwc_certain_flfrm_call_ct_6m,303
liwc_certain_flfrm_call_ct_12m,603
liwc_certain_flfrm_call_out_ct_1m,68
liwc_certain_flfrm_call_out_ct_3m,154
liwc_certain_flfrm_call_out_ct_6m,303
liwc_certain_flfrm_call_out_ct_12m,603
liwc_certain_flfrm_call_all_ct_1m,68
liwc_certain_flfrm_call_all_ct_3m,154
liwc_certain_flfrm_call_all_ct_6m,303
liwc_certain_flfrm_call_all_ct_12m,603
liwc_certain_flfrm_narrsyn_ct_1m,68
liwc_certain_flfrm_narrsyn_ct_3m,154
liwc_certain_flfrm_narrsyn_ct_6m,303
liwc_certain_flfrm_narrsyn_ct_12m,603
liwc_certain_flfrm_narrsyn_out_ct_1m,68
liwc_certain_flfrm_narrsyn_out_ct_3m,154
liwc_certain_flfrm_narrsyn_out_ct_6m,303
liwc_certain_flfrm_narrsyn_out_ct_12m,603
liwc_certain_flfrm_narrsyn_all_ct_1m,68
liwc_certain_flfrm_narrsyn_all_ct_3m,154
liwc_certain_flfrm_narrsyn_all_ct_6m,303
liwc_certain_flfrm_narrsyn_all_ct_12m,603
liwc_certain_flfrm_all_ct_1m,68
liwc_certain_flfrm_all_ct_3m,154
liwc_certain_flfrm_all_ct_6m,303
liwc_certain_flfrm_all_ct_12m,603
liwc_certain_flfrm_all_out_ct_1m,68
liwc_certain_flfrm_all_out_ct_3m,154
liwc_certain_flfrm_all_out_ct_6m,303
liwc_certain_flfrm_all_out_ct_12m,603
liwc_certain_flfrm_all_all_ct_1m,68
liwc_certain_flfrm_all_all_ct_3m,154
liwc_certain_flfrm_all_all_ct_6m,303
liwc_certain_flfrm_all_all_ct_12m,603
liwc_interrog_narr_ct_1m,68
liwc_interrog_narr_ct_3m,154
liwc_interrog_narr_ct_6m,303
liwc_interrog_narr_ct_12m,603
liwc_interrog_narr_prop_1m,19100
liwc_interrog_narr_prop_3m,19100
liwc_interrog_narr_prop_6m,19100
liwc_interrog_narr_prop_12m,19100
liwc_interrog_narr_avg_1m,68
liwc_interrog_narr_avg_3m,154
liwc_interrog_narr_avg_6m,303
liwc_interrog_narr_avg_12m,603
liwc_interrog_narr_out_ct_1m,68
liwc_interrog_narr_out_ct_3m,154
liwc_interrog_narr_out_ct_6m,303
liwc_interrog_narr_out_ct_12m,603
liwc_interrog_narr_all_ct_1m,68
liwc_interrog_narr_all_ct_3m,154
liwc_interrog_narr_all_ct_6m,303
liwc_interrog_narr_all_ct_12m,603
liwc_interrog_narr_out_prop_1m,19100
liwc_interrog_narr_out_prop_3m,19100
liwc_interrog_narr_out_prop_6m,19100
liwc_interrog_narr_out_prop_12m,19100
liwc_interrog_narr_all_prop_1m,19100
liwc_interrog_narr_all_prop_3m,19100
liwc_interrog_narr_all_prop_6m,19100
liwc_interrog_narr_all_prop_12m,19100
liwc_interrog_syn_ct_1m,68
liwc_interrog_syn_ct_3m,154
liwc_interrog_syn_ct_6m,303
liwc_interrog_syn_ct_12m,603
liwc_interrog_syn_prop_1m,19100
liwc_interrog_syn_prop_3m,19100
liwc_interrog_syn_prop_6m,19100
liwc_interrog_syn_prop_12m,19100
liwc_interrog_syn_avg_1m,68
liwc_interrog_syn_avg_3m,154
liwc_interrog_syn_avg_6m,303
liwc_interrog_syn_avg_12m,603
liwc_interrog_syn_out_ct_1m,68
liwc_interrog_syn_out_ct_3m,154
liwc_interrog_syn_out_ct_6m,303
liwc_interrog_syn_out_ct_12m,603
liwc_interrog_syn_all_ct_1m,68
liwc_interrog_syn_all_ct_3m,154
liwc_interrog_syn_all_ct_6m,303
liwc_interrog_syn_all_ct_12m,603
liwc_interrog_syn_out_prop_1m,19100
liwc_interrog_syn_out_prop_3m,19100
liwc_interrog_syn_out_prop_6m,19100
liwc_interrog_syn_out_prop_12m,19100
liwc_interrog_syn_all_prop_1m,19100
liwc_interrog_syn_all_prop_3m,19100
liwc_interrog_syn_all_prop_6m,19100
liwc_interrog_syn_all_prop_12m,19100
liwc_interrog_call_ct_1m,68
liwc_interrog_call_ct_3m,154
liwc_interrog_call_ct_6m,303
liwc_interrog_call_ct_12m,603
liwc_interrog_call_prop_1m,19100
liwc_interrog_call_prop_3m,19100
liwc_interrog_call_prop_6m,19100
liwc_interrog_call_prop_12m,19100
liwc_interrog_call_avg_1m,68
liwc_interrog_call_avg_3m,154
liwc_interrog_call_avg_6m,303
liwc_interrog_call_avg_12m,603
liwc_interrog_call_out_ct_1m,68
liwc_interrog_call_out_ct_3m,154
liwc_interrog_call_out_ct_6m,303
liwc_interrog_call_out_ct_12m,603
liwc_interrog_call_all_ct_1m,68
liwc_interrog_call_all_ct_3m,154
liwc_interrog_call_all_ct_6m,303
liwc_interrog_call_all_ct_12m,603
liwc_interrog_call_out_prop_1m,19100
liwc_interrog_call_out_prop_3m,19100
liwc_interrog_call_out_prop_6m,19100
liwc_interrog_call_out_prop_12m,19100
liwc_interrog_call_all_prop_1m,19100
liwc_interrog_call_all_prop_3m,19100
liwc_interrog_call_all_prop_6m,19100
liwc_interrog_call_all_prop_12m,19100
liwc_interrog_narrsyn_ct_1m,68
liwc_interrog_narrsyn_ct_3m,154
liwc_interrog_narrsyn_ct_6m,303
liwc_interrog_narrsyn_ct_12m,603
liwc_interrog_narrsyn_prop_1m,19100
liwc_interrog_narrsyn_prop_3m,19100
liwc_interrog_narrsyn_prop_6m,19100
liwc_interrog_narrsyn_prop_12m,19100
liwc_interrog_narrsyn_avg_1m,68
liwc_interrog_narrsyn_avg_3m,154
liwc_interrog_narrsyn_avg_6m,303
liwc_interrog_narrsyn_avg_12m,603
liwc_interrog_narrsyn_out_ct_1m,68
liwc_interrog_narrsyn_out_ct_3m,154
liwc_interrog_narrsyn_out_ct_6m,303
liwc_interrog_narrsyn_out_ct_12m,603
liwc_interrog_narrsyn_all_ct_1m,68
liwc_interrog_narrsyn_all_ct_3m,154
liwc_interrog_narrsyn_all_ct_6m,303
