,0
hand_narrsyn_prop_1m,68
hand_narrsyn_prop_3m,154
hand_narrsyn_prop_6m,303
hand_narrsyn_prop_12m,603
hand_narrsyn_out_1m,68
hand_narrsyn_out_3m,154
hand_narrsyn_out_6m,303
hand_narrsyn_out_12m,603
hand_narrsyn_out_avg_1m,68
hand_narrsyn_out_avg_3m,154
hand_narrsyn_out_avg_6m,303
hand_narrsyn_out_avg_12m,603
hand_narrsyn_out_prop_1m,68
hand_narrsyn_out_prop_3m,154
hand_narrsyn_out_prop_6m,303
hand_narrsyn_out_prop_12m,603
hand_narrsyn_all_1m,68
hand_narrsyn_all_3m,154
hand_narrsyn_all_6m,303
hand_narrsyn_all_12m,603
hand_narrsyn_all_avg_1m,68
hand_narrsyn_all_avg_3m,154
hand_narrsyn_all_avg_6m,303
hand_narrsyn_all_avg_12m,603
hand_narrsyn_all_prop_1m,68
hand_narrsyn_all_prop_3m,154
hand_narrsyn_all_prop_6m,303
hand_narrsyn_all_prop_12m,603
hand_all_1m,68
hand_all_3m,154
hand_all_6m,303
hand_all_12m,603
hand_all_out_1m,68
hand_all_out_3m,154
hand_all_out_6m,303
hand_all_out_12m,603
hand_all_all_1m,68
hand_all_all_3m,154
hand_all_all_6m,303
hand_all_all_12m,603
hand2_unq_narr_1m,68
hand2_unq_narr_3m,154
hand2_unq_narr_6m,303
hand2_unq_narr_12m,603
hand2_unq_narr_avg_1m,68
hand2_unq_narr_avg_3m,154
hand2_unq_narr_avg_6m,303
hand2_unq_narr_avg_12m,603
hand2_unq_narr_prop_1m,19100
hand2_unq_narr_prop_3m,19100
hand2_unq_narr_prop_6m,19100
hand2_unq_narr_prop_12m,19100
hand2_unq_narr_out_1m,68
hand2_unq_narr_out_3m,154
hand2_unq_narr_out_6m,303
hand2_unq_narr_out_12m,603
hand2_unq_narr_out_avg_1m,68
hand2_unq_narr_out_avg_3m,154
hand2_unq_narr_out_avg_6m,303
hand2_unq_narr_out_avg_12m,603
hand2_unq_narr_out_prop_1m,19100
hand2_unq_narr_out_prop_3m,19100
hand2_unq_narr_out_prop_6m,19100
hand2_unq_narr_out_prop_12m,19100
hand2_unq_narr_all_1m,68
hand2_unq_narr_all_3m,154
hand2_unq_narr_all_6m,303
hand2_unq_narr_all_12m,603
hand2_unq_narr_all_avg_1m,68
hand2_unq_narr_all_avg_3m,154
hand2_unq_narr_all_avg_6m,303
hand2_unq_narr_all_avg_12m,603
hand2_unq_narr_all_prop_1m,19100
hand2_unq_narr_all_prop_3m,19100
hand2_unq_narr_all_prop_6m,19100
hand2_unq_narr_all_prop_12m,19100
hand2_unq_syn_1m,68
hand2_unq_syn_3m,154
hand2_unq_syn_6m,303
hand2_unq_syn_12m,603
hand2_unq_syn_avg_1m,68
hand2_unq_syn_avg_3m,154
hand2_unq_syn_avg_6m,303
hand2_unq_syn_avg_12m,603
hand2_unq_syn_prop_1m,19100
hand2_unq_syn_prop_3m,19100
hand2_unq_syn_prop_6m,19100
hand2_unq_syn_prop_12m,19100
hand2_unq_syn_out_1m,68
hand2_unq_syn_out_3m,154
hand2_unq_syn_out_6m,303
hand2_unq_syn_out_12m,603
hand2_unq_syn_out_avg_1m,68
hand2_unq_syn_out_avg_3m,154
hand2_unq_syn_out_avg_6m,303
hand2_unq_syn_out_avg_12m,603
hand2_unq_syn_out_prop_1m,19100
hand2_unq_syn_out_prop_3m,19100
hand2_unq_syn_out_prop_6m,19100
hand2_unq_syn_out_prop_12m,19100
hand2_unq_syn_all_1m,68
hand2_unq_syn_all_3m,154
hand2_unq_syn_all_6m,303
hand2_unq_syn_all_12m,603
hand2_unq_syn_all_avg_1m,68
hand2_unq_syn_all_avg_3m,154
hand2_unq_syn_all_avg_6m,303
hand2_unq_syn_all_avg_12m,603
hand2_unq_syn_all_prop_1m,19100
hand2_unq_syn_all_prop_3m,19100
hand2_unq_syn_all_prop_6m,19100
hand2_unq_syn_all_prop_12m,19100
hand2_unq_call_1m,68
hand2_unq_call_3m,154
hand2_unq_call_6m,303
hand2_unq_call_12m,603
hand2_unq_call_avg_1m,68
hand2_unq_call_avg_3m,154
hand2_unq_call_avg_6m,303
hand2_unq_call_avg_12m,603
hand2_unq_call_prop_1m,19100
hand2_unq_call_prop_3m,19100
hand2_unq_call_prop_6m,19100
hand2_unq_call_prop_12m,19100
hand2_unq_call_out_1m,68
hand2_unq_call_out_3m,154
hand2_unq_call_out_6m,303
hand2_unq_call_out_12m,603
hand2_unq_call_out_avg_1m,68
hand2_unq_call_out_avg_3m,154
hand2_unq_call_out_avg_6m,303
hand2_unq_call_out_avg_12m,603
hand2_unq_call_out_prop_1m,19100
hand2_unq_call_out_prop_3m,19100
hand2_unq_call_out_prop_6m,19100
hand2_unq_call_out_prop_12m,19100
hand2_unq_call_all_1m,68
hand2_unq_call_all_3m,154
hand2_unq_call_all_6m,303
hand2_unq_call_all_12m,603
hand2_unq_call_all_avg_1m,68
hand2_unq_call_all_avg_3m,154
hand2_unq_call_all_avg_6m,303
hand2_unq_call_all_avg_12m,603
hand2_unq_call_all_prop_1m,19100
hand2_unq_call_all_prop_3m,19100
hand2_unq_call_all_prop_6m,19100
hand2_unq_call_all_prop_12m,19100
hand2_unq_narrsyn_1m,68
hand2_unq_narrsyn_3m,154
hand2_unq_narrsyn_6m,303
hand2_unq_narrsyn_12m,603
hand2_unq_narrsyn_avg_1m,68
hand2_unq_narrsyn_avg_3m,154
hand2_unq_narrsyn_avg_6m,303
hand2_unq_narrsyn_avg_12m,603
hand2_unq_narrsyn_prop_1m,19100
hand2_unq_narrsyn_prop_3m,19100
hand2_unq_narrsyn_prop_6m,19100
hand2_unq_narrsyn_prop_12m,19100
hand2_unq_narrsyn_out_1m,68
hand2_unq_narrsyn_out_3m,154
hand2_unq_narrsyn_out_6m,303
hand2_unq_narrsyn_out_12m,603
hand2_unq_narrsyn_out_avg_1m,68
hand2_unq_narrsyn_out_avg_3m,154
hand2_unq_narrsyn_out_avg_6m,303
hand2_unq_narrsyn_out_avg_12m,603
hand2_unq_narrsyn_out_prop_1m,19100
hand2_unq_narrsyn_out_prop_3m,19100
hand2_unq_narrsyn_out_prop_6m,19100
hand2_unq_narrsyn_out_prop_12m,19100
hand2_unq_narrsyn_all_1m,68
hand2_unq_narrsyn_all_3m,154
hand2_unq_narrsyn_all_6m,303
hand2_unq_narrsyn_all_12m,603
hand2_unq_narrsyn_all_avg_1m,68
hand2_unq_narrsyn_all_avg_3m,154
hand2_unq_narrsyn_all_avg_6m,303
hand2_unq_narrsyn_all_avg_12m,603
hand2_unq_narrsyn_all_prop_1m,19100
hand2_unq_narrsyn_all_prop_3m,19100
hand2_unq_narrsyn_all_prop_6m,19100
hand2_unq_narrsyn_all_prop_12m,19100
hand2_unq_all_1m,68
hand2_unq_all_3m,154
hand2_unq_all_6m,303
hand2_unq_all_12m,603
hand2_unq_all_out_1m,68
hand2_unq_all_out_3m,154
hand2_unq_all_out_6m,303
hand2_unq_all_out_12m,603
hand2_unq_all_all_1m,68
hand2_unq_all_all_3m,154
hand2_unq_all_all_6m,303
hand2_unq_all_all_12m,603
hand2_narr_1m,68
hand2_narr_3m,154
hand2_narr_6m,303
hand2_narr_12m,603
hand2_narr_avg_1m,68
hand2_narr_avg_3m,154
hand2_narr_avg_6m,303
hand2_narr_avg_12m,603
hand2_narr_prop_1m,19100
hand2_narr_prop_3m,19100
hand2_narr_prop_6m,19100
hand2_narr_prop_12m,19100
hand2_narr_out_1m,68
hand2_narr_out_3m,154
hand2_narr_out_6m,303
hand2_narr_out_12m,603
hand2_narr_out_avg_1m,68
hand2_narr_out_avg_3m,154
hand2_narr_out_avg_6m,303
hand2_narr_out_avg_12m,603
hand2_narr_out_prop_1m,19100
hand2_narr_out_prop_3m,19100
hand2_narr_out_prop_6m,19100
hand2_narr_out_prop_12m,19100
hand2_narr_all_1m,68
hand2_narr_all_3m,154
hand2_narr_all_6m,303
hand2_narr_all_12m,603
hand2_narr_all_avg_1m,68
hand2_narr_all_avg_3m,154
hand2_narr_all_avg_6m,303
hand2_narr_all_avg_12m,603
hand2_narr_all_prop_1m,19100
hand2_narr_all_prop_3m,19100
hand2_narr_all_prop_6m,19100
hand2_narr_all_prop_12m,19100
hand2_syn_1m,68
hand2_syn_3m,154
hand2_syn_6m,303
hand2_syn_12m,603
hand2_syn_avg_1m,68
hand2_syn_avg_3m,154
hand2_syn_avg_6m,303
hand2_syn_avg_12m,603
hand2_syn_prop_1m,19100
hand2_syn_prop_3m,19100
hand2_syn_prop_6m,19100
hand2_syn_prop_12m,19100
hand2_syn_out_1m,68
hand2_syn_out_3m,154
hand2_syn_out_6m,303
hand2_syn_out_12m,603
hand2_syn_out_avg_1m,68
hand2_syn_out_avg_3m,154
hand2_syn_out_avg_6m,303
hand2_syn_out_avg_12m,603
hand2_syn_out_prop_1m,19100
hand2_syn_out_prop_3m,19100
hand2_syn_out_prop_6m,19100
hand2_syn_out_prop_12m,19100
hand2_syn_all_1m,68
hand2_syn_all_3m,154
hand2_syn_all_6m,303
hand2_syn_all_12m,603
hand2_syn_all_avg_1m,68
hand2_syn_all_avg_3m,154
hand2_syn_all_avg_6m,303
hand2_syn_all_avg_12m,603
hand2_syn_all_prop_1m,19100
hand2_syn_all_prop_3m,19100
hand2_syn_all_prop_6m,19100
hand2_syn_all_prop_12m,19100
hand2_call_1m,68
hand2_call_3m,154
hand2_call_6m,303
hand2_call_12m,603
hand2_call_avg_1m,68
hand2_call_avg_3m,154
hand2_call_avg_6m,303
hand2_call_avg_12m,603
hand2_call_prop_1m,19100
hand2_call_prop_3m,19100
hand2_call_prop_6m,19100
hand2_call_prop_12m,19100
hand2_call_out_1m,68
hand2_call_out_3m,154
hand2_call_out_6m,303
hand2_call_out_12m,603
hand2_call_out_avg_1m,68
hand2_call_out_avg_3m,154
hand2_call_out_avg_6m,303
hand2_call_out_avg_12m,603
hand2_call_out_prop_1m,19100
hand2_call_out_prop_3m,19100
hand2_call_out_prop_6m,19100
hand2_call_out_prop_12m,19100
hand2_call_all_1m,68
hand2_call_all_3m,154
hand2_call_all_6m,303
hand2_call_all_12m,603
hand2_call_all_avg_1m,68
hand2_call_all_avg_3m,154
hand2_call_all_avg_6m,303
hand2_call_all_avg_12m,603
hand2_call_all_prop_1m,19100
hand2_call_all_prop_3m,19100
hand2_call_all_prop_6m,19100
hand2_call_all_prop_12m,19100
hand2_narrsyn_1m,68
hand2_narrsyn_3m,154
hand2_narrsyn_6m,303
hand2_narrsyn_12m,603
hand2_narrsyn_avg_1m,68
hand2_narrsyn_avg_3m,154
hand2_narrsyn_avg_6m,303
hand2_narrsyn_avg_12m,603
hand2_narrsyn_prop_1m,19100
hand2_narrsyn_prop_3m,19100
hand2_narrsyn_prop_6m,19100
hand2_narrsyn_prop_12m,19100
hand2_narrsyn_out_1m,68
hand2_narrsyn_out_3m,154
hand2_narrsyn_out_6m,303
hand2_narrsyn_out_12m,603
hand2_narrsyn_out_avg_1m,68
hand2_narrsyn_out_avg_3m,154
hand2_narrsyn_out_avg_6m,303
hand2_narrsyn_out_avg_12m,603
hand2_narrsyn_out_prop_1m,19100
hand2_narrsyn_out_prop_3m,19100
hand2_narrsyn_out_prop_6m,19100
hand2_narrsyn_out_prop_12m,19100
hand2_narrsyn_all_1m,68
hand2_narrsyn_all_3m,154
hand2_narrsyn_all_6m,303
hand2_narrsyn_all_12m,603
hand2_narrsyn_all_avg_1m,68
hand2_narrsyn_all_avg_3m,154
hand2_narrsyn_all_avg_6m,303
hand2_narrsyn_all_avg_12m,603
hand2_narrsyn_all_prop_1m,19100
hand2_narrsyn_all_prop_3m,19100
hand2_narrsyn_all_prop_6m,19100
hand2_narrsyn_all_prop_12m,19100
hand2_all_1m,68
hand2_all_3m,154
hand2_all_6m,303
hand2_all_12m,603
hand2_all_out_1m,68
hand2_all_out_3m,154
hand2_all_out_6m,303
hand2_all_out_12m,603
hand2_all_all_1m,68
hand2_all_all_3m,154
hand2_all_all_6m,303
hand2_all_all_12m,603
liwc_family_narr_ct_1m,68
liwc_family_narr_ct_3m,154
liwc_family_narr_ct_6m,303
liwc_family_narr_ct_12m,603
liwc_family_narr_prop_1m,19100
liwc_family_narr_prop_3m,19100
liwc_family_narr_prop_6m,19100
liwc_family_narr_prop_12m,19100
liwc_family_narr_avg_1m,68
liwc_family_narr_avg_3m,154
liwc_family_narr_avg_6m,303
liwc_family_narr_avg_12m,603
liwc_family_narr_out_ct_1m,68
liwc_family_narr_out_ct_3m,154
liwc_family_narr_out_ct_6m,303
liwc_family_narr_out_ct_12m,603
liwc_family_narr_all_ct_1m,68
liwc_family_narr_all_ct_3m,154
liwc_family_narr_all_ct_6m,303
liwc_family_narr_all_ct_12m,603
liwc_family_narr_out_prop_1m,19100
liwc_family_narr_out_prop_3m,19100
liwc_family_narr_out_prop_6m,19100
liwc_family_narr_out_prop_12m,19100
liwc_family_narr_all_prop_1m,19100
liwc_family_narr_all_prop_3m,19100
liwc_family_narr_all_prop_6m,19100
liwc_family_narr_all_prop_12m,19100
liwc_family_syn_ct_1m,68
liwc_family_syn_ct_3m,154
liwc_family_syn_ct_6m,303
liwc_family_syn_ct_12m,603
liwc_family_syn_prop_1m,19100
liwc_family_syn_prop_3m,19100
liwc_family_syn_prop_6m,19100
liwc_family_syn_prop_12m,19100
liwc_family_syn_avg_1m,68
liwc_family_syn_avg_3m,154
liwc_family_syn_avg_6m,303
liwc_family_syn_avg_12m,603
liwc_family_syn_out_ct_1m,68
liwc_family_syn_out_ct_3m,154
liwc_family_syn_out_ct_6m,303
liwc_family_syn_out_ct_12m,603
liwc_family_syn_all_ct_1m,68
liwc_family_syn_all_ct_3m,154
liwc_family_syn_all_ct_6m,303
liwc_family_syn_all_ct_12m,603
liwc_family_syn_out_prop_1m,19100
liwc_family_syn_out_prop_3m,19100
liwc_family_syn_out_prop_6m,19100
liwc_family_syn_out_prop_12m,19100
liwc_family_syn_all_prop_1m,19100
liwc_family_syn_all_prop_3m,19100
liwc_family_syn_all_prop_6m,19100
liwc_family_syn_all_prop_12m,19100
liwc_family_call_ct_1m,68
liwc_family_call_ct_3m,154
liwc_family_call_ct_6m,303
liwc_family_call_ct_12m,603
liwc_family_call_prop_1m,19100
liwc_family_call_prop_3m,19100
liwc_family_call_prop_6m,19100
liwc_family_call_prop_12m,19100
liwc_family_call_avg_1m,68
liwc_family_call_avg_3m,154
liwc_family_call_avg_6m,303
liwc_family_call_avg_12m,603
liwc_family_call_out_ct_1m,68
liwc_family_call_out_ct_3m,154
liwc_family_call_out_ct_6m,303
liwc_family_call_out_ct_12m,603
liwc_family_call_all_ct_1m,68
liwc_family_call_all_ct_3m,154
liwc_family_call_all_ct_6m,303
liwc_family_call_all_ct_12m,603
liwc_family_call_out_prop_1m,19100
liwc_family_call_out_prop_3m,19100
liwc_family_call_out_prop_6m,19100
liwc_family_call_out_prop_12m,19100
liwc_family_call_all_prop_1m,19100
liwc_family_call_all_prop_3m,19100
liwc_family_call_all_prop_6m,19100
liwc_family_call_all_prop_12m,19100
liwc_family_narrsyn_ct_1m,68
liwc_family_narrsyn_ct_3m,154
liwc_family_narrsyn_ct_6m,303
liwc_family_narrsyn_ct_12m,603
liwc_family_narrsyn_prop_1m,19100
liwc_family_narrsyn_prop_3m,19100
liwc_family_narrsyn_prop_6m,19100
liwc_family_narrsyn_prop_12m,19100
liwc_family_narrsyn_avg_1m,68
liwc_family_narrsyn_avg_3m,154
liwc_family_narrsyn_avg_6m,303
liwc_family_narrsyn_avg_12m,603
liwc_family_narrsyn_out_ct_1m,68
liwc_family_narrsyn_out_ct_3m,154
liwc_family_narrsyn_out_ct_6m,303
liwc_family_narrsyn_out_ct_12m,603
liwc_family_narrsyn_all_ct_1m,68
liwc_family_narrsyn_all_ct_3m,154
liwc_family_narrsyn_all_ct_6m,303
liwc_family_narrsyn_all_ct_12m,603
liwc_family_narrsyn_out_prop_1m,19100
liwc_family_narrsyn_out_prop_3m,19100
liwc_family_narrsyn_out_prop_6m,19100
liwc_family_narrsyn_out_prop_12m,19100
liwc_family_narrsyn_all_prop_1m,19100
liwc_family_narrsyn_all_prop_3m,19100
liwc_family_narrsyn_all_prop_6m,19100
liwc_family_narrsyn_all_prop_12m,19100
liwc_family_all_ct_1m,68
liwc_family_all_ct_3m,154
liwc_family_all_ct_6m,303
liwc_family_all_ct_12m,603
liwc_family_all_prop_1m,19100
liwc_family_all_prop_3m,19100
liwc_family_all_prop_6m,19100
liwc_family_all_prop_12m,19100
liwc_family_all_avg_1m,68
liwc_family_all_avg_3m,154
liwc_family_all_avg_6m,303
liwc_family_all_avg_12m,603
liwc_family_all_out_ct_1m,68
liwc_family_all_out_ct_3m,154
liwc_family_all_out_ct_6m,303
liwc_family_all_out_ct_12m,603
liwc_family_all_all_ct_1m,68
liwc_family_all_all_ct_3m,154
liwc_family_all_all_ct_6m,303
liwc_family_all_all_ct_12m,603
liwc_family_all_out_prop_1m,19100
liwc_family_all_out_prop_3m,19100
liwc_family_all_out_prop_6m,19100
liwc_family_all_out_prop_12m,19100
liwc_family_all_all_prop_1m,19100
liwc_family_all_all_prop_3m,19100
liwc_family_all_all_prop_6m,19100
liwc_family_all_all_prop_12m,19100
liwc_family_flfrm_narr_ct_1m,68
liwc_family_flfrm_narr_ct_3m,154
liwc_family_flfrm_narr_ct_6m,303
liwc_family_flfrm_narr_ct_12m,603
liwc_family_flfrm_narr_out_ct_1m,68
liwc_family_flfrm_narr_out_ct_3m,154
liwc_family_flfrm_narr_out_ct_6m,303
liwc_family_flfrm_narr_out_ct_12m,603
liwc_family_flfrm_narr_all_ct_1m,68
liwc_family_flfrm_narr_all_ct_3m,154
liwc_family_flfrm_narr_all_ct_6m,303
liwc_family_flfrm_narr_all_ct_12m,603
liwc_family_flfrm_syn_ct_1m,68
liwc_family_flfrm_syn_ct_3m,154
liwc_family_flfrm_syn_ct_6m,303
liwc_family_flfrm_syn_ct_12m,603
liwc_family_flfrm_syn_out_ct_1m,68
liwc_family_flfrm_syn_out_ct_3m,154
liwc_family_flfrm_syn_out_ct_6m,303
liwc_family_flfrm_syn_out_ct_12m,603
liwc_family_flfrm_syn_all_ct_1m,68
liwc_family_flfrm_syn_all_ct_3m,154
liwc_family_flfrm_syn_all_ct_6m,303
liwc_family_flfrm_syn_all_ct_12m,603
liwc_family_flfrm_call_ct_1m,68
liwc_family_flfrm_call_ct_3m,154
liwc_family_flfrm_call_ct_6m,303
liwc_family_flfrm_call_ct_12m,603
liwc_family_flfrm_call_out_ct_1m,68
liwc_family_flfrm_call_out_ct_3m,154
liwc_family_flfrm_call_out_ct_6m,303
liwc_family_flfrm_call_out_ct_12m,603
liwc_family_flfrm_call_all_ct_1m,68
liwc_family_flfrm_call_all_ct_3m,154
liwc_family_flfrm_call_all_ct_6m,303
liwc_family_flfrm_call_all_ct_12m,603
liwc_family_flfrm_narrsyn_ct_1m,68
liwc_family_flfrm_narrsyn_ct_3m,154
liwc_family_flfrm_narrsyn_ct_6m,303
liwc_family_flfrm_narrsyn_ct_12m,603
liwc_family_flfrm_narrsyn_out_ct_1m,68
liwc_family_flfrm_narrsyn_out_ct_3m,154
liwc_family_flfrm_narrsyn_out_ct_6m,303
liwc_family_flfrm_narrsyn_out_ct_12m,603
liwc_family_flfrm_narrsyn_all_ct_1m,68
liwc_family_flfrm_narrsyn_all_ct_3m,154
liwc_family_flfrm_narrsyn_all_ct_6m,303
liwc_family_flfrm_narrsyn_all_ct_12m,603
liwc_family_flfrm_all_ct_1m,68
liwc_family_flfrm_all_ct_3m,154
liwc_family_flfrm_all_ct_6m,303
liwc_family_flfrm_all_ct_12m,603
liwc_family_flfrm_all_out_ct_1m,68
liwc_family_flfrm_all_out_ct_3m,154
liwc_family_flfrm_all_out_ct_6m,303
liwc_family_flfrm_all_out_ct_12m,603
liwc_family_flfrm_all_all_ct_1m,68
liwc_family_flfrm_all_all_ct_3m,154
liwc_family_flfrm_all_all_ct_6m,303
liwc_family_flfrm_all_all_ct_12m,603
liwc_home_narr_ct_1m,68
liwc_home_narr_ct_3m,154
liwc_home_narr_ct_6m,303
liwc_home_narr_ct_12m,603
liwc_home_narr_prop_1m,19100
liwc_home_narr_prop_3m,19100
liwc_home_narr_prop_6m,19100
liwc_home_narr_prop_12m,19100
liwc_home_narr_avg_1m,68
liwc_home_narr_avg_3m,154
liwc_home_narr_avg_6m,303
liwc_home_narr_avg_12m,603
liwc_home_narr_out_ct_1m,68
liwc_home_narr_out_ct_3m,154
liwc_home_narr_out_ct_6m,303
liwc_home_narr_out_ct_12m,603
liwc_home_narr_all_ct_1m,68
liwc_home_narr_all_ct_3m,154
liwc_home_narr_all_ct_6m,303
liwc_home_narr_all_ct_12m,603
liwc_home_narr_out_prop_1m,19100
liwc_home_narr_out_prop_3m,19100
liwc_home_narr_out_prop_6m,19100
liwc_home_narr_out_prop_12m,19100
liwc_home_narr_all_prop_1m,19100
liwc_home_narr_all_prop_3m,19100
liwc_home_narr_all_prop_6m,19100
liwc_home_narr_all_prop_12m,19100
liwc_home_syn_ct_1m,68
liwc_home_syn_ct_3m,154
liwc_home_syn_ct_6m,303
liwc_home_syn_ct_12m,603
liwc_home_syn_prop_1m,19100
liwc_home_syn_prop_3m,19100
liwc_home_syn_prop_6m,19100
liwc_home_syn_prop_12m,19100
liwc_home_syn_avg_1m,68
liwc_home_syn_avg_3m,154
liwc_home_syn_avg_6m,303
liwc_home_syn_avg_12m,603
liwc_home_syn_out_ct_1m,68
liwc_home_syn_out_ct_3m,154
liwc_home_syn_out_ct_6m,303
liwc_home_syn_out_ct_12m,603
liwc_home_syn_all_ct_1m,68
liwc_home_syn_all_ct_3m,154
liwc_home_syn_all_ct_6m,303
liwc_home_syn_all_ct_12m,603
liwc_home_syn_out_prop_1m,19100
liwc_home_syn_out_prop_3m,19100
liwc_home_syn_out_prop_6m,19100
liwc_home_syn_out_prop_12m,19100
liwc_home_syn_all_prop_1m,19100
liwc_home_syn_all_prop_3m,19100
liwc_home_syn_all_prop_6m,19100
liwc_home_syn_all_prop_12m,19100
liwc_home_call_ct_1m,68
liwc_home_call_ct_3m,154
liwc_home_call_ct_6m,303
liwc_home_call_ct_12m,603
liwc_home_call_prop_1m,19100
liwc_home_call_prop_3m,19100
liwc_home_call_prop_6m,19100
liwc_home_call_prop_12m,19100
liwc_home_call_avg_1m,68
liwc_home_call_avg_3m,154
liwc_home_call_avg_6m,303
liwc_home_call_avg_12m,603
liwc_home_call_out_ct_1m,68
liwc_home_call_out_ct_3m,154
liwc_home_call_out_ct_6m,303
liwc_home_call_out_ct_12m,603
liwc_home_call_all_ct_1m,68
liwc_home_call_all_ct_3m,154
liwc_home_call_all_ct_6m,303
liwc_home_call_all_ct_12m,603
liwc_home_call_out_prop_1m,19100
liwc_home_call_out_prop_3m,19100
liwc_home_call_out_prop_6m,19100
liwc_home_call_out_prop_12m,19100
liwc_home_call_all_prop_1m,19100
liwc_home_call_all_prop_3m,19100
liwc_home_call_all_prop_6m,19100
liwc_home_call_all_prop_12m,19100
liwc_home_narrsyn_ct_1m,68
liwc_home_narrsyn_ct_3m,154
liwc_home_narrsyn_ct_6m,303
liwc_home_narrsyn_ct_12m,603
liwc_home_narrsyn_prop_1m,19100
liwc_home_narrsyn_prop_3m,19100
liwc_home_narrsyn_prop_6m,19100
liwc_home_narrsyn_prop_12m,19100
liwc_home_narrsyn_avg_1m,68
liwc_home_narrsyn_avg_3m,154
liwc_home_narrsyn_avg_6m,303
liwc_home_narrsyn_avg_12m,603
liwc_home_narrsyn_out_ct_1m,68
liwc_home_narrsyn_out_ct_3m,154
liwc_home_narrsyn_out_ct_6m,303
liwc_home_narrsyn_out_ct_12m,603
liwc_home_narrsyn_all_ct_1m,68
liwc_home_narrsyn_all_ct_3m,154
liwc_home_narrsyn_all_ct_6m,303
liwc_home_narrsyn_all_ct_12m,603
liwc_home_narrsyn_out_prop_1m,19100
liwc_home_narrsyn_out_prop_3m,19100
liwc_home_narrsyn_out_prop_6m,19100
liwc_home_narrsyn_out_prop_12m,19100
liwc_home_narrsyn_all_prop_1m,19100
liwc_home_narrsyn_all_prop_3m,19100
liwc_home_narrsyn_all_prop_6m,19100
liwc_home_narrsyn_all_prop_12m,19100
liwc_home_all_ct_1m,68
liwc_home_all_ct_3m,154
liwc_home_all_ct_6m,303
liwc_home_all_ct_12m,603
liwc_home_all_prop_1m,19100
liwc_home_all_prop_3m,19100
liwc_home_all_prop_6m,19100
liwc_home_all_prop_12m,19100
liwc_home_all_avg_1m,68
liwc_home_all_avg_3m,154
liwc_home_all_avg_6m,303
liwc_home_all_avg_12m,603
liwc_home_all_out_ct_1m,68
liwc_home_all_out_ct_3m,154
liwc_home_all_out_ct_6m,303
liwc_home_all_out_ct_12m,603
liwc_home_all_all_ct_1m,68
liwc_home_all_all_ct_3m,154
liwc_home_all_all_ct_6m,303
liwc_home_all_all_ct_12m,603
liwc_home_all_out_prop_1m,19100
liwc_home_all_out_prop_3m,19100
liwc_home_all_out_prop_6m,19100
liwc_home_all_out_prop_12m,19100
liwc_home_all_all_prop_1m,19100
liwc_home_all_all_prop_3m,19100
liwc_home_all_all_prop_6m,19100
liwc_home_all_all_prop_12m,19100
liwc_home_flfrm_narr_ct_1m,68
liwc_home_flfrm_narr_ct_3m,154
liwc_home_flfrm_narr_ct_6m,303
liwc_home_flfrm_narr_ct_12m,603
liwc_home_flfrm_narr_out_ct_1m,68
liwc_home_flfrm_narr_out_ct_3m,154
liwc_home_flfrm_narr_out_ct_6m,303
liwc_home_flfrm_narr_out_ct_12m,603
liwc_home_flfrm_narr_all_ct_1m,68
liwc_home_flfrm_narr_all_ct_3m,154
liwc_home_flfrm_narr_all_ct_6m,303
liwc_home_flfrm_narr_all_ct_12m,603
liwc_home_flfrm_syn_ct_1m,68
liwc_home_flfrm_syn_ct_3m,154
liwc_home_flfrm_syn_ct_6m,303
liwc_home_flfrm_syn_ct_12m,603
liwc_home_flfrm_syn_out_ct_1m,68
liwc_home_flfrm_syn_out_ct_3m,154
liwc_home_flfrm_syn_out_ct_6m,303
liwc_home_flfrm_syn_out_ct_12m,603
liwc_home_flfrm_syn_all_ct_1m,68
liwc_home_flfrm_syn_all_ct_3m,154
liwc_home_flfrm_syn_all_ct_6m,303
liwc_home_flfrm_syn_all_ct_12m,603
liwc_home_flfrm_call_ct_1m,68
liwc_home_flfrm_call_ct_3m,154
liwc_home_flfrm_call_ct_6m,303
liwc_home_flfrm_call_ct_12m,603
liwc_home_flfrm_call_out_ct_1m,68
liwc_home_flfrm_call_out_ct_3m,154
liwc_home_flfrm_call_out_ct_6m,303
liwc_home_flfrm_call_out_ct_12m,603
liwc_home_flfrm_call_all_ct_1m,68
liwc_home_flfrm_call_all_ct_3m,154
liwc_home_flfrm_call_all_ct_6m,303
liwc_home_flfrm_call_all_ct_12m,603
liwc_home_flfrm_narrsyn_ct_1m,68
liwc_home_flfrm_narrsyn_ct_3m,154
liwc_home_flfrm_narrsyn_ct_6m,303
liwc_home_flfrm_narrsyn_ct_12m,603
liwc_home_flfrm_narrsyn_out_ct_1m,68
liwc_home_flfrm_narrsyn_out_ct_3m,154
liwc_home_flfrm_narrsyn_out_ct_6m,303
liwc_home_flfrm_narrsyn_out_ct_12m,603
liwc_home_flfrm_narrsyn_all_ct_1m,68
liwc_home_flfrm_narrsyn_all_ct_3m,154
liwc_home_flfrm_narrsyn_all_ct_6m,303
liwc_home_flfrm_narrsyn_all_ct_12m,603
liwc_home_flfrm_all_ct_1m,68
liwc_home_flfrm_all_ct_3m,154
liwc_home_flfrm_all_ct_6m,303
liwc_home_flfrm_all_ct_12m,603
liwc_home_flfrm_all_out_ct_1m,68
