,airport_code,year,month,ntsb_incidents,ntsb_accidents,faa_incidents
3772,40C,2017,6,0.0,1.0,0.0
3773,40D,2008,9,0.0,1.0,0.0
3774,40D,2012,7,0.0,1.0,0.0
3775,40E,1989,1,0.0,1.0,0.0
3776,40E,1990,8,0.0,1.0,0.0
3777,40E,1995,4,0.0,1.0,0.0
3778,40E,1997,4,0.0,1.0,0.0
3779,40E,1997,9,0.0,1.0,0.0
3780,40E,2007,12,0.0,1.0,0.0
3781,40G,1996,6,0.0,1.0,0.0
3782,40G,1996,11,0.0,1.0,0.0
3783,40G,2000,5,0.0,1.0,0.0
3784,40G,2004,5,0.0,1.0,0.0
3785,40G,2006,11,0.0,1.0,0.0
3786,40G,2008,3,0.0,1.0,0.0
3787,40G,2009,11,0.0,1.0,0.0
3788,40G,2011,11,0.0,1.0,0.0
3789,40G,2013,6,0.0,1.0,0.0
3790,40I,1988,7,0.0,1.0,0.0
3791,40I,1989,12,0.0,1.0,0.0
3792,40I,1992,6,0.0,1.0,0.0
3793,40I,1999,11,0.0,1.0,0.0
3794,40I,2000,4,0.0,1.0,0.0
3795,40I,2018,8,0.0,1.0,0.0
3796,40I7,1988,5,0.0,1.0,0.0
3797,40J,1992,2,0.0,1.0,0.0
3798,40J,2006,5,0.0,1.0,0.0
3799,40J,2013,3,0.0,1.0,0.0
3800,40M,1988,4,0.0,1.0,0.0
3801,40M,1992,12,0.0,1.0,0.0
3802,40MT,2014,6,0.0,1.0,0.0
3803,40N,1992,4,0.0,1.0,0.0
3804,40N,1992,8,0.0,1.0,0.0
3805,40N,1993,4,0.0,1.0,0.0
3806,40N,1996,8,0.0,1.0,0.0
3807,40N,2000,1,0.0,1.0,0.0
3808,40N,2001,11,0.0,1.0,0.0
3809,40N,2002,3,0.0,1.0,0.0
3810,40N,2002,8,0.0,1.0,0.0
3811,40PN,2010,8,0.0,1.0,0.0
3812,40X,1988,10,0.0,1.0,0.0
3813,40XS,2001,1,0.0,1.0,0.0
3814,40XS,2009,9,0.0,1.0,0.0
3815,417,1991,12,0.0,1.0,0.0
3816,418,1988,3,0.0,1.0,0.0
3817,41A,1999,5,0.0,1.0,0.0
3818,41A,2001,11,0.0,1.0,0.0
3819,41C,1998,5,0.0,1.0,0.0
3820,41F,2007,9,0.0,1.0,0.0
3821,41F,2017,4,0.0,1.0,0.0
3822,41II,1992,8,0.0,1.0,0.0
3823,41J,1998,2,0.0,1.0,0.0
3824,41KS,1988,10,0.0,1.0,0.0
3825,41N,2008,6,0.0,1.0,0.0
3826,42A,2002,3,0.0,1.0,0.0
3827,42A,2006,5,0.0,1.0,0.0
3828,42A,2012,12,0.0,1.0,0.0
3829,42B,1990,2,0.0,1.0,0.0
3830,42B,1992,9,0.0,1.0,0.0
3831,42B,1994,5,0.0,1.0,0.0
3832,42B,1999,6,0.0,1.0,0.0
3833,42B,2000,3,0.0,1.0,0.0
3834,42B,2008,9,0.0,1.0,0.0
3835,42B,2010,5,0.0,1.0,0.0
3836,42B,2015,8,0.0,1.0,0.0
3837,42B,2016,7,0.0,1.0,0.0
3838,42B,2019,5,0.0,1.0,0.0
3839,42C,1988,8,0.0,1.0,0.0
3840,42C,1990,5,0.0,1.0,0.0
3841,42C,1990,7,0.0,1.0,0.0
3842,42C,2005,7,0.0,1.0,0.0
3843,42CN,2007,8,0.0,1.0,0.0
3844,42I,1994,3,0.0,1.0,0.0
3845,42I,1995,3,0.0,1.0,0.0
3846,42I,1999,7,0.0,1.0,0.0
3847,42I,1999,8,0.0,1.0,0.0
3848,42I,2013,8,0.0,1.0,0.0
3849,42I,2016,5,0.0,1.0,0.0
3850,42J,1988,7,0.0,1.0,0.0
3851,42J,1989,5,0.0,1.0,0.0
3852,42J,1991,6,0.0,2.0,0.0
3853,42J,2004,3,0.0,1.0,0.0
3854,42J,2007,8,0.0,1.0,0.0
3855,42J,2019,9,0.0,1.0,0.0
3856,42K,1996,7,0.0,1.0,0.0
3857,42KY,2006,11,0.0,1.0,0.0
3858,42KY,2008,8,0.0,1.0,0.0
3859,42NC,2004,8,0.0,1.0,0.0
3860,42PA,1997,6,0.0,1.0,0.0
3861,42U,1989,4,0.0,1.0,0.0
3862,42U,1990,4,0.0,1.0,0.0
3863,42U,1990,5,0.0,1.0,0.0
3864,42U,1991,5,0.0,1.0,0.0
3865,42U,1992,8,0.0,1.0,0.0
3866,42U,1998,2,0.0,1.0,0.0
3867,42U,2001,3,0.0,1.0,0.0
3868,42U,2001,8,0.0,1.0,0.0
3869,42U,2004,6,0.0,1.0,0.0
3870,42U,2007,8,0.0,1.0,0.0
3871,42U,2010,7,0.0,1.0,0.0
3872,42U,2012,11,0.0,1.0,0.0
3873,42U,2013,9,0.0,1.0,0.0
3874,42U,2019,4,0.0,1.0,0.0
3875,42V,2003,5,0.0,1.0,0.0
3876,42VA,2017,10,0.0,1.0,0.0
3877,43A,1998,12,0.0,1.0,0.0
3878,43AA,2006,5,1.0,0.0,0.0
3879,43AK,2004,10,0.0,1.0,0.0
3880,43CO,1997,7,0.0,1.0,0.0
3881,43D,2011,6,0.0,2.0,0.0
3882,43E,1994,6,0.0,1.0,0.0
3883,43G,1993,10,0.0,1.0,0.0
3884,43M,1998,2,0.0,1.0,0.0
3885,43M,2002,1,0.0,1.0,0.0
3886,43NC,2012,5,0.0,1.0,0.0
3887,43NC,2014,7,0.0,1.0,0.0
3888,43NC,2015,5,0.0,1.0,0.0
3889,43NC,2017,7,0.0,1.0,0.0
3890,43TX,2003,1,0.0,1.0,0.0
3891,43U,1992,5,0.0,1.0,0.0
3892,43U,1995,9,0.0,1.0,0.0
3893,43U,2013,10,0.0,1.0,0.0
3894,43WI,2012,9,0.0,1.0,0.0
3895,4452,1990,7,0.0,1.0,0.0
3896,44A,1993,6,0.0,1.0,0.0
3897,44AK,2018,8,0.0,1.0,0.0
3898,44B,1992,9,0.0,1.0,0.0
3899,44B,2006,2,0.0,1.0,0.0
3900,44C,2018,8,0.0,1.0,0.0
3901,44F,1988,5,0.0,1.0,0.0
3902,44F,1988,11,0.0,1.0,0.0
3903,44F,1997,7,0.0,1.0,0.0
3904,44G,1990,8,0.0,1.0,0.0
3905,44I,1988,4,0.0,1.0,0.0
3906,44J,1989,1,0.0,1.0,0.0
3907,44J,1990,1,0.0,1.0,0.0
3908,44J,1993,5,1.0,0.0,0.0
3909,44J,1993,11,0.0,1.0,0.0
3910,44J,1997,6,0.0,1.0,0.0
3911,44J,1997,8,0.0,1.0,0.0
3912,44J,1998,2,0.0,1.0,0.0
3913,44J,1998,4,0.0,1.0,0.0
3914,44J,1998,6,0.0,2.0,0.0
3915,44J,1998,7,0.0,1.0,0.0
3916,44J,1999,7,0.0,1.0,0.0
3917,44J,2000,4,0.0,1.0,0.0
3918,44M,1993,7,0.0,1.0,0.0
3919,44M,2009,6,0.0,1.0,0.0
3920,44M,2013,6,0.0,1.0,0.0
3921,44M,2014,4,0.0,1.0,0.0
3922,44N,1988,5,0.0,1.0,0.0
3923,44N,1988,9,0.0,1.0,0.0
3924,44N,1993,12,0.0,1.0,0.0
3925,44N,1995,2,0.0,1.0,0.0
3926,44N,1996,11,0.0,1.0,0.0
3927,44N,1998,9,0.0,1.0,0.0
3928,44N,1999,7,0.0,1.0,0.0
3929,44N,2001,11,0.0,1.0,0.0
3930,44N,2004,11,0.0,1.0,0.0
3931,44N,2007,2,0.0,1.0,0.0
3932,44N,2008,8,0.0,1.0,0.0
3933,44N,2010,3,0.0,1.0,0.0
3934,44N,2010,4,0.0,1.0,0.0
3935,44N,2011,4,0.0,1.0,0.0
3936,44N,2015,10,0.0,1.0,0.0
3937,44N,2017,4,0.0,1.0,0.0
3938,44N,2018,9,0.0,2.0,0.0
3939,44N,2019,8,0.0,1.0,0.0
3940,44S,1990,2,0.0,1.0,0.0
3941,44TE,2012,9,0.0,1.0,0.0
3942,44TE,2015,7,0.0,1.0,0.0
3943,44TE,2019,4,0.0,1.0,0.0
3944,44U,1990,6,0.0,1.0,0.0
3945,44U,1993,11,0.0,1.0,0.0
3946,44U,2000,5,0.0,1.0,0.0
3947,45C,1992,5,0.0,1.0,0.0
3948,45G,1988,2,0.0,1.0,0.0
3949,45G,1988,4,0.0,1.0,0.0
3950,45G,1997,7,0.0,1.0,0.0
3951,45G,2003,7,0.0,1.0,0.0
3952,45G,2007,4,0.0,1.0,0.0
3953,45G,2009,5,0.0,1.0,0.0
3954,45G,2009,8,0.0,1.0,0.0
3955,45G,2012,9,0.0,1.0,0.0
3956,45IN,2010,12,0.0,1.0,0.0
3957,45KS,1999,2,0.0,1.0,0.0
3958,45V,1990,7,0.0,1.0,0.0
3959,46A,1989,7,0.0,1.0,0.0
3960,46A,1990,11,0.0,1.0,0.0
3961,46A,1992,9,0.0,1.0,0.0
3962,46A,2001,8,0.0,1.0,0.0
3963,46CN,2005,1,0.0,1.0,0.0
3964,46CN,2006,6,0.0,1.0,0.0
3965,46CN,2007,4,0.0,2.0,0.0
3966,46CN,2009,10,0.0,1.0,0.0
3967,46CN,2009,11,0.0,1.0,0.0
3968,46CN,2014,3,0.0,1.0,0.0
3969,46CN,2015,8,0.0,1.0,0.0
3970,46CN,2016,8,0.0,1.0,0.0
3971,46D,1995,7,0.0,1.0,0.0
3972,46D,2018,4,0.0,1.0,0.0
3973,46II,2005,7,0.0,1.0,0.0
3974,46N,1992,11,0.0,1.0,0.0
3975,46N,1997,5,0.0,1.0,0.0
3976,46N,1998,3,0.0,1.0,0.0
3977,46NJ,1997,5,0.0,1.0,0.0
3978,46S,1992,10,0.0,1.0,0.0
3979,46U,1989,7,0.0,1.0,0.0
3980,46U,2013,5,0.0,1.0,0.0
3981,46U,2016,3,0.0,1.0,0.0
3982,474,1996,4,0.0,1.0,0.0
3983,47A,1995,4,0.0,1.0,0.0
3984,47A,1995,12,0.0,1.0,0.0
3985,47A,1997,5,0.0,1.0,0.0
3986,47A,1999,9,0.0,1.0,0.0
3987,47A,2001,5,0.0,1.0,0.0
3988,47A,2003,4,0.0,1.0,0.0
3989,47C,1991,9,0.0,1.0,0.0
3990,47I,1997,10,0.0,1.0,0.0
3991,47J,1995,6,0.0,1.0,0.0
3992,47J,1998,10,0.0,1.0,0.0
3993,47J,2002,8,0.0,1.0,0.0
3994,47N,1988,8,0.0,1.0,0.0
3995,47N,1990,9,0.0,1.0,0.0
3996,47N,1991,6,0.0,1.0,0.0
3997,47N,1992,3,0.0,1.0,0.0
3998,47N,1994,11,0.0,1.0,0.0
3999,47N,1996,12,0.0,1.0,0.0
4000,47N,1997,7,0.0,1.0,0.0
4001,47N,1999,5,0.0,1.0,0.0
4002,47N,1999,7,0.0,1.0,0.0
4003,47N,2002,5,0.0,1.0,0.0
4004,47N,2008,11,0.0,1.0,0.0
4005,47N,2011,4,0.0,1.0,0.0
4006,47N,2012,9,0.0,1.0,0.0
4007,47N,2014,7,0.0,1.0,0.0
4008,47N,2015,9,0.0,1.0,0.0
4009,47N,2019,9,0.0,1.0,0.0
4010,48A,1991,2,1.0,0.0,0.0
4011,48AR,2019,5,0.0,1.0,0.0
4012,48AZ,2014,8,0.0,1.0,0.0
4013,48AZ,2015,12,0.0,1.0,0.0
4014,48D,1989,10,0.0,1.0,0.0
4015,48D,1990,5,0.0,1.0,0.0
4016,48D,2003,2,0.0,1.0,0.0
4017,48D,2013,8,0.0,1.0,0.0
4018,48GA,2019,4,0.0,1.0,0.0
4019,48I,1995,11,0.0,1.0,0.0
4020,48I,1997,9,0.0,1.0,0.0
4021,48I,2003,6,0.0,1.0,0.0
4022,48I,2006,6,0.0,1.0,0.0
4023,48NC,2005,3,0.0,1.0,0.0
4024,48S,2011,6,0.0,1.0,0.0
4025,48TE,2002,4,0.0,1.0,0.0
4026,48TX,2008,11,0.0,1.0,0.0
4027,48V,1988,4,0.0,1.0,0.0
4028,48V,1988,7,0.0,1.0,0.0
4029,48V,1988,12,0.0,1.0,0.0
4030,48V,1989,3,0.0,1.0,0.0
4031,48V,1990,6,0.0,1.0,0.0
4032,48V,1990,9,0.0,1.0,0.0
4033,48V,1990,11,0.0,1.0,0.0
4034,48V,1991,6,0.0,1.0,0.0
4035,48V,1991,10,0.0,1.0,0.0
4036,48V,1991,12,0.0,1.0,0.0
4037,48V,1992,3,0.0,1.0,0.0
4038,48V,1997,3,0.0,1.0,0.0
4039,48V,1998,7,0.0,1.0,0.0
4040,48V,1998,8,0.0,1.0,0.0
4041,48V,1998,11,0.0,1.0,0.0
4042,48V,2000,5,0.0,1.0,0.0
4043,48V,2000,7,0.0,2.0,0.0
4044,48V,2000,9,0.0,1.0,0.0
4045,48V,2002,8,0.0,1.0,0.0
4046,48V,2003,1,0.0,1.0,0.0
4047,48V,2003,3,0.0,1.0,0.0
4048,48V,2004,7,0.0,1.0,0.0
4049,48V,2004,8,0.0,1.0,0.0
4050,48V,2005,9,0.0,1.0,0.0
4051,48V,2006,1,0.0,1.0,0.0
4052,48X,1989,5,0.0,1.0,0.0
4053,48X,1990,12,0.0,1.0,0.0
4054,48X,1999,1,0.0,1.0,0.0
4055,48X,2000,1,0.0,1.0,0.0
4056,48X,2000,6,0.0,1.0,0.0
4057,48X,2001,1,0.0,1.0,0.0
4058,48X,2006,8,0.0,1.0,0.0
4059,48X,2010,1,0.0,1.0,0.0
4060,48X,2013,1,0.0,1.0,0.0
4061,48X,2015,3,0.0,1.0,0.0
4062,48Y,2006,4,0.0,1.0,0.0
4063,49A,2004,6,0.0,1.0,0.0
4064,49A,2008,4,0.0,1.0,0.0
4065,49A,2015,8,0.0,1.0,0.0
4066,49B,2011,11,0.0,1.0,0.0
4067,49B,2016,2,0.0,1.0,0.0
4068,49C,1996,3,0.0,1.0,0.0
4069,49C,1996,7,0.0,1.0,0.0
4070,49CN,2015,5,0.0,1.0,0.0
4071,49E,1990,11,0.0,1.0,0.0
4072,49E,1992,1,0.0,1.0,0.0
4073,49I,1992,9,0.0,1.0,0.0
4074,49I,1995,5,0.0,1.0,0.0
4075,49I,2005,7,0.0,1.0,0.0
4076,49IL,1988,7,0.0,1.0,0.0
4077,49J,1990,5,0.0,1.0,0.0
4078,49J,1995,7,0.0,1.0,0.0
4079,49J,1997,3,0.0,1.0,0.0
4080,49N,2013,5,0.0,1.0,0.0
4081,49N,2015,6,0.0,1.0,0.0
4082,49N,2018,10,0.0,1.0,0.0
4083,49NY,2002,6,0.0,1.0,0.0
4084,49NY,2015,7,0.0,1.0,0.0
4085,49OH,2019,11,0.0,1.0,0.0
4086,49R,2001,5,0.0,1.0,0.0
4087,49R,2002,5,0.0,1.0,0.0
4088,49R,2013,12,0.0,1.0,0.0
4089,49WA,1990,3,0.0,1.0,0.0
4090,49X,1992,3,0.0,1.0,0.0
4091,49X,2004,7,0.0,1.0,0.0
4092,49Y,2000,11,0.0,1.0,0.0
4093,4A0,1988,4,0.0,1.0,0.0
4094,4A0,1991,8,0.0,1.0,0.0
4095,4A0,1994,2,0.0,1.0,0.0
4096,4A0,2006,10,0.0,1.0,0.0
4097,4A2,2001,1,0.0,1.0,0.0
4098,4A2,2019,3,0.0,1.0,0.0
4099,4A4,2004,4,0.0,1.0,0.0
4100,4A4,2009,6,0.0,1.0,0.0
4101,4A4,2011,4,0.0,1.0,0.0
4102,4A4,2012,4,0.0,1.0,0.0
4103,4A4,2017,10,0.0,1.0,0.0
4104,4A4,2019,10,0.0,2.0,0.0
4105,4A4,2019,11,0.0,1.0,0.0
4106,4A6,2003,6,0.0,1.0,0.0
4107,4A6,2016,10,0.0,1.0,0.0
4108,4A7,1994,7,0.0,1.0,0.0
4109,4A7,1995,4,0.0,1.0,0.0
4110,4A7,1997,3,0.0,1.0,0.0
4111,4A7,1998,3,0.0,1.0,0.0
4112,4A7,1998,11,0.0,1.0,0.0
4113,4A7,1999,8,0.0,1.0,0.0
4114,4A7,2000,6,0.0,1.0,0.0
4115,4A7,2003,5,0.0,1.0,0.0
4116,4A7,2004,1,0.0,1.0,0.0
4117,4A7,2010,4,0.0,1.0,0.0
4118,4A7,2011,3,0.0,1.0,0.0
4119,4A9,1988,2,0.0,1.0,0.0
4120,4A9,1990,7,0.0,1.0,0.0
4121,4A9,1993,4,0.0,1.0,0.0
4122,4A9,1995,4,0.0,2.0,0.0
4123,4A9,2003,4,0.0,1.0,0.0
4124,4A9,2003,7,0.0,1.0,0.0
4125,4A9,2005,6,0.0,1.0,0.0
4126,4AC,1988,5,0.0,2.0,0.0
4127,4AC,1988,8,0.0,1.0,0.0
4128,4AC,1989,3,0.0,1.0,0.0
4129,4AC,1989,5,0.0,1.0,0.0
4130,4AC,1989,10,0.0,1.0,0.0
4131,4AC,1990,6,0.0,1.0,0.0
4132,4AC,1991,7,0.0,1.0,0.0
4133,4AC,1992,4,0.0,1.0,0.0
4134,4AC,1993,3,0.0,1.0,0.0
4135,4AC,1993,10,0.0,1.0,0.0
4136,4AC,1993,11,0.0,1.0,0.0
4137,4AC,1994,10,0.0,1.0,0.0
4138,4AC,1994,12,0.0,1.0,0.0
4139,4AC,1995,5,0.0,1.0,0.0
4140,4AC,1995,10,0.0,1.0,0.0
4141,4AC,1998,4,0.0,1.0,0.0
4142,4AC,1998,10,0.0,1.0,0.0
4143,4AC,1999,1,0.0,1.0,0.0
4144,4AC,2000,1,0.0,1.0,0.0
4145,4AC,2000,4,0.0,1.0,0.0
4146,4AC,2000,5,0.0,1.0,0.0
4147,4AC,2000,8,0.0,2.0,0.0
4148,4AC,2000,10,0.0,1.0,0.0
4149,4AK6,1999,6,0.0,1.0,0.0
4150,4AK6,2004,8,0.0,1.0,0.0
4151,4AK6,2007,5,0.0,1.0,0.0
4152,4AK6,2007,11,0.0,1.0,0.0
4153,4AK6,2009,5,0.0,1.0,0.0
4154,4AK6,2009,9,0.0,1.0,0.0
4155,4AK6,2010,6,0.0,1.0,0.0
4156,4AK9,1997,7,0.0,1.0,0.0
4157,4AL7,2018,6,0.0,1.0,0.0
4158,4AL9,2008,1,0.0,1.0,0.0
4159,4AL9,2018,1,0.0,1.0,0.0
4160,4AR5,2004,5,0.0,1.0,0.0
4161,4AR5,2006,5,0.0,1.0,0.0
4162,4AZ7,1996,9,0.0,1.0,0.0
4163,4AZ7,2011,11,0.0,1.0,0.0
4164,4AZ8,2009,7,0.0,1.0,0.0
4165,4B0,2014,9,0.0,1.0,0.0
4166,4B1,1996,4,0.0,1.0,0.0
4167,4B1,1999,2,0.0,1.0,0.0
4168,4B1,2004,11,0.0,1.0,0.0
4169,4B2,1989,9,0.0,1.0,0.0
4170,4B2,1995,6,0.0,1.0,0.0
4171,4B6,2004,7,0.0,1.0,0.0
4172,4B7,1998,9,0.0,1.0,0.0
4173,4B7,2005,7,0.0,1.0,0.0
4174,4B8,1990,8,0.0,1.0,0.0
4175,4B8,1992,8,0.0,1.0,0.0
4176,4B8,1998,3,0.0,1.0,0.0
4177,4B8,2000,1,0.0,1.0,0.0
4178,4B8,2002,7,0.0,1.0,0.0
4179,4B8,2002,8,0.0,1.0,0.0
4180,4B8,2003,7,0.0,1.0,0.0
4181,4B8,2004,4,0.0,1.0,0.0
4182,4B8,2007,6,0.0,1.0,0.0
4183,4B8,2012,7,0.0,1.0,0.0
4184,4B8,2013,6,0.0,1.0,0.0
4185,4B8,2017,9,0.0,1.0,0.0
4186,4B8,2018,7,0.0,1.0,0.0
4187,4B9,1989,12,0.0,1.0,0.0
4188,4B9,1993,5,0.0,1.0,0.0
4189,4B9,2001,7,0.0,1.0,0.0
4190,4B9,2011,12,0.0,1.0,0.0
4191,4B9,2012,11,0.0,1.0,0.0
4192,4B9,2016,5,0.0,1.0,0.0
4193,4B9,2016,8,0.0,1.0,0.0
4194,4B9,2018,10,0.0,1.0,0.0
4195,4B9,2019,11,0.0,1.0,0.0
4196,4BO,1990,5,0.0,1.0,0.0
4197,4BO,1994,3,0.0,1.0,0.0
4198,4C02,1995,7,0.0,1.0,0.0
4199,4C03,1995,5,0.0,1.0,0.0
4200,4C03,1995,9,0.0,2.0,0.0
4201,4C1,2009,2,0.0,1.0,0.0
4202,4C2,2018,5,0.0,1.0,0.0
4203,4C4,2014,4,0.0,1.0,0.0
4204,4C8,2011,6,0.0,1.0,0.0
4205,4CA2,2012,10,0.0,1.0,0.0
4206,4CA7,1989,8,0.0,1.0,0.0
4207,4CA7,1991,9,0.0,1.0,0.0
4208,4CO2,1994,6,0.0,1.0,0.0
4209,4CO2,2009,6,0.0,1.0,0.0
4210,4CO2,2010,7,0.0,1.0,0.0
4211,4CO2,2011,1,0.0,1.0,0.0
4212,4CO2,2011,3,0.0,1.0,0.0
4213,4CO2,2011,4,0.0,1.0,0.0
4214,4CO3,1996,11,0.0,1.0,0.0
4215,4D0,1991,4,0.0,1.0,0.0
4216,4D0,1999,10,0.0,1.0,0.0
4217,4D0,2007,6,0.0,1.0,0.0
4218,4D1,2001,6,0.0,1.0,0.0
4219,4D1,2013,4,0.0,1.0,0.0
4220,4D3,1990,9,0.0,1.0,0.0
4221,4D4,1996,8,0.0,1.0,0.0
4222,4DO,1999,3,0.0,1.0,0.0
4223,4F1,2005,3,0.0,1.0,0.0
4224,4F1,2016,6,0.0,1.0,0.0
4225,4F2,1988,9,0.0,1.0,0.0
4226,4F2,2003,12,0.0,1.0,0.0
4227,4F2,2012,8,0.0,1.0,0.0
4228,4F3,1994,11,0.0,1.0,0.0
4229,4F4,1988,6,0.0,1.0,0.0
4230,4F4,1991,2,0.0,1.0,0.0
4231,4F4,2000,11,0.0,1.0,0.0
4232,4G0,2011,6,0.0,1.0,0.0
4233,4G1,1998,12,0.0,1.0,0.0
4234,4G1,2005,6,0.0,1.0,0.0
4235,4G1,2007,7,0.0,1.0,0.0
4236,4G1,2007,11,0.0,1.0,0.0
4237,4G2,1994,5,0.0,1.0,0.0
4238,4G2,1999,7,0.0,1.0,0.0
4239,4G2,2005,3,0.0,1.0,0.0
4240,4G2,2012,7,0.0,1.0,0.0
4241,4G2,2016,8,0.0,1.0,0.0
4242,4G3,1989,6,0.0,1.0,0.0
4243,4G4,1988,7,0.0,1.0,0.0
4244,4G4,1995,9,0.0,1.0,0.0
4245,4G4,1995,10,0.0,1.0,0.0
4246,4G4,1999,8,0.0,1.0,0.0
4247,4G4,2004,2,0.0,1.0,0.0
4248,4G4,2004,4,0.0,1.0,0.0
4249,4G4,2008,4,0.0,1.0,0.0
4250,4G4,2010,12,0.0,1.0,0.0
4251,4G4,2019,5,0.0,1.0,0.0
4252,4G5,1995,5,0.0,1.0,0.0
4253,4G6,1992,6,0.0,1.0,0.0
4254,4G6,1994,5,0.0,1.0,0.0
4255,4G6,2004,2,0.0,1.0,0.0
4256,4G7,1988,3,0.0,1.0,0.0
4257,4G7,2007,5,0.0,1.0,0.0
4258,4G7,2009,6,0.0,1.0,0.0
4259,4G7,2009,9,0.0,1.0,0.0
4260,4G7,2015,8,0.0,1.0,0.0
4261,4G8,1993,9,0.0,1.0,0.0
4262,4G8,1996,12,0.0,1.0,0.0
4263,4G8,2013,12,0.0,1.0,0.0
4264,4G8,2019,7,0.0,1.0,0.0
4265,4G9,1992,7,0.0,1.0,0.0
4266,4G9,1993,1,0.0,1.0,0.0
4267,4G9,1994,4,0.0,1.0,0.0
4268,4GA6,1990,4,0.0,1.0,0.0
4269,4GA9,2012,10,0.0,1.0,0.0
4270,4GO,1992,10,0.0,1.0,0.0
4271,4H7,2001,6,0.0,1.0,0.0
4272,4I0,1993,9,0.0,1.0,0.0
4273,4I2,1988,10,0.0,1.0,0.0
4274,4I2,1990,12,0.0,1.0,0.0
4275,4I3,1992,7,0.0,1.0,0.0
4276,4I3,2002,3,0.0,1.0,0.0
4277,4I3,2002,6,0.0,1.0,0.0
4278,4I3,2003,7,0.0,1.0,0.0
4279,4I3,2015,3,0.0,1.0,0.0
4280,4I3,2015,8,1.0,0.0,0.0
4281,4I3,2018,7,0.0,1.0,0.0
4282,4I7,1989,9,0.0,1.0,0.0
4283,4I7,1997,3,0.0,1.0,0.0
4284,4I7,1999,6,0.0,1.0,0.0
4285,4I7,2009,3,0.0,1.0,0.0
4286,4I7,2013,7,0.0,1.0,0.0
4287,4I8,1988,6,0.0,1.0,0.0
4288,4I8,1988,7,0.0,1.0,0.0
4289,4I8,1988,8,0.0,1.0,0.0
4290,4I8,1989,6,0.0,1.0,0.0
4291,4I8,1990,8,0.0,1.0,0.0
4292,4I8,1991,1,0.0,1.0,0.0
4293,4I9,1991,2,0.0,1.0,0.0
4294,4I9,1993,10,0.0,1.0,0.0
4295,4I9,2004,9,0.0,1.0,0.0
4296,4I9,2004,12,0.0,1.0,0.0
4297,4IA2,2007,7,0.0,1.0,0.0
4298,4IL3,2003,8,0.0,1.0,0.0
4299,4IL5,2009,6,0.0,1.0,0.0
4300,4IN8,2016,9,0.0,1.0,0.0
4301,4J2,1997,3,0.0,1.0,0.0
4302,4J5,2009,8,0.0,1.0,0.0
4303,4J6,1988,7,0.0,1.0,0.0
4304,4J6,2000,11,0.0,1.0,0.0
4305,4J6,2003,12,0.0,1.0,0.0
4306,4K3,2016,10,0.0,1.0,0.0
4307,4K4,1990,8,0.0,1.0,0.0
4308,4K5,2002,2,0.0,1.0,0.0
4309,4K6,2003,11,0.0,1.0,0.0
4310,4K6,2005,3,0.0,1.0,0.0
4311,4KA,2002,2,0.0,1.0,0.0
4312,4KS1,1995,9,0.0,1.0,0.0
4313,4KS7,2019,6,0.0,1.0,0.0
4314,4L0,2003,3,0.0,1.0,0.0
4315,4LJ,1988,12,0.0,1.0,0.0
4316,4LO,1998,4,0.0,1.0,0.0
4317,4M0,2011,10,0.0,1.0,0.0
4318,4M04,1989,4,0.0,1.0,0.0
4319,4M1,2002,1,0.0,1.0,0.0
4320,4M1,2007,7,0.0,1.0,0.0
4321,4M2,1994,8,0.0,1.0,0.0
4322,4M3,1991,12,0.0,1.0,0.0
4323,4M3,1997,7,0.0,1.0,0.0
4324,4M3,2009,3,0.0,1.0,0.0
4325,4M3,2011,1,0.0,1.0,0.0
4326,4M4,1991,6,0.0,1.0,0.0
4327,4M4,1996,10,0.0,1.0,0.0
4328,4M7,2007,4,0.0,1.0,0.0
4329,4M9,1996,7,0.0,1.0,0.0
4330,4M9,2009,4,0.0,1.0,0.0
4331,4MD1,2001,6,0.0,1.0,0.0
4332,4MD1,2012,7,0.0,1.0,0.0
4333,4MD1,2017,7,0.0,1.0,0.0
4334,4MD1,2019,9,0.0,1.0,0.0
4335,4MNO,1991,5,0.0,1.0,0.0
4336,4MO4,1989,7,0.0,1.0,0.0
4337,4N0,2010,10,0.0,1.0,0.0
4338,4N0,2014,4,0.0,1.0,0.0
4339,4N1,1990,5,0.0,1.0,0.0
4340,4N1,1990,6,0.0,1.0,0.0
4341,4N1,1992,4,0.0,1.0,1.0
4342,4N1,1992,9,0.0,0.0,1.0
4343,4N1,1992,11,0.0,1.0,0.0
4344,4N1,1993,1,0.0,0.0,2.0
4345,4N1,1995,5,0.0,0.0,1.0
4346,4N1,1996,4,0.0,1.0,0.0
4347,4N1,1996,7,0.0,2.0,0.0
4348,4N1,1996,11,0.0,0.0,1.0
4349,4N1,1997,1,0.0,0.0,1.0
4350,4N1,1997,12,0.0,1.0,0.0
4351,4N1,1998,7,0.0,1.0,0.0
4352,4N1,1998,8,0.0,1.0,0.0
4353,4N1,1999,4,0.0,1.0,0.0
4354,4N1,1999,5,0.0,1.0,0.0
4355,4N1,2000,3,0.0,1.0,0.0
4356,4N1,2000,6,0.0,2.0,0.0
4357,4N1,2000,8,0.0,1.0,0.0
4358,4N1,2001,7,0.0,1.0,0.0
4359,4N1,2002,7,0.0,1.0,1.0
4360,4N1,2002,8,0.0,1.0,0.0
4361,4N1,2003,4,0.0,1.0,0.0
4362,4N1,2003,10,0.0,0.0,1.0
